Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,146.899996,58.699997,224.300003,168.800003,55.5,-165.600006,88.199999,3.4,,,,65.5,19.299999,-2.5,144.399996,-113.400002,0.0,113.400002,31.0,0.0,0.0,31.0,-5.1,25.9,0.0,,,25.9,0.0,25.9,-1.1,,24.8,24.8,,215.051994,0.115,0.115,,215.051994,0.115,0.115,0.115,
06/30/1990,150.800011,60.700008,236.100002,184.800003,51.299999,-175.399994,90.100002,3.0,,,,64.300003,22.799999,-2.5,148.300011,-113.699997,0.0,113.699997,34.599998,0.0,0.0,34.599998,-6.1,28.5,0.0,,,28.499999,0.0,28.5,-0.6,,27.9,27.9,,214.049995,0.128333,0.128333,,214.049995,0.128333,0.128333,0.128333,
09/30/1990,156.999996,63.299995,245.299995,201.899994,43.400002,-182.0,93.700001,2.0,,,,68.900002,22.799999,-4.0,152.999996,-114.800003,0.0,114.800003,38.200001,0.0,0.0,38.200001,-7.8,30.4,0.0,,,30.400001,0.0,30.4,-2.0,,28.4,28.4,,211.326004,0.135,0.135,,211.326004,0.135,0.135,0.135,
12/31/1990,163.900001,66.599998,247.900001,200.800003,47.099998,-181.300003,97.300003,10.2,,,,104.400002,-17.299999,-5.0,158.900001,-123.0,0.0,123.0,35.900002,0.0,0.0,35.900002,-5.3,30.6,0.0,,,30.600002,0.0,30.6,-2.3,,28.3,28.3,,203.958,0.136667,0.136667,0.136667,203.958,0.136667,0.136667,0.136667,
03/31/1991,170.099998,71.799995,229.299995,174.199997,55.099998,-157.5,98.300003,4.1,,,,76.800003,17.4,-7.0,163.099998,-122.599998,,122.599998,40.5,,,40.5,-9.5,31.0,,,,31.0,,31.0,-1.8,,29.2,29.2,,210.387634,0.14,0.14,,210.387634,0.14,0.14,0.14,
06/30/1991,173.900009,69.800011,210.500008,166.600006,43.900002,-140.699997,104.099998,5.8,,,,88.599998,9.7,-8.0,165.900009,-123.800003,,123.800003,42.099998,,,42.099998,-10.0,32.099998,,,,32.099998,,32.099998,-1.5,,30.599998,30.599998,,212.158516,0.145,0.145,,212.158516,0.145,0.145,0.145,
09/30/1991,171.100003,68.900002,208.400002,160.5,47.900002,-139.5,102.200001,4.7,,,,90.400002,7.1,-8.0,163.100003,-123.5,,123.5,39.599998,,,39.599998,-8.4,31.200001,,,,31.199999,,31.200001,-1.6,,29.600001,29.600001,,213.110298,0.14,0.14,,213.110298,0.14,0.14,0.14,
12/31/1991,179.599997,71.399994,199.199997,149.199997,50.0,-127.800003,108.200003,5.0,,,,102.800003,0.4,-8.0,171.599997,-130.199997,0.0,130.199997,41.400002,0.0,0.0,41.400002,-8.3,33.099998,0.0,,,33.100002,0.0,33.099998,-1.4,,31.699998,31.699998,,206.553954,0.153333,0.153333,0.153333,206.553954,0.153333,0.153333,0.153333,
03/31/1992,199.299997,77.199997,188.099998,139.0,49.099998,-110.900002,122.1,7.6,,,,106.0,8.5,-7.0,192.299997,-143.5,0.0,143.5,48.799999,0.0,0.0,48.799999,-13.0,35.799999,0.0,,,35.799999,0.0,35.799999,-0.9,,34.899999,34.899999,,214.985916,0.16,0.16,,214.985916,0.16,0.16,0.16,
06/30/1992,202.399997,75.299999,184.600002,140.300003,44.299999,-109.300003,127.099998,2.7,,,,107.599998,16.799999,-9.0,193.399997,-142.399994,0.0,142.399994,51.0,0.0,0.0,51.0,-13.9,37.099998,0.0,,,37.1,0.0,37.099998,-1.9,,35.199998,35.199998,,215.926712,0.163333,0.163333,,215.926712,0.163333,0.163333,0.163333,
