Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
02/29/1992,73.248001,,-63.886002,,9.362,,-10.832,,,,-1.47,1.489,,0.0,,0.0,,-1.489,0.019,-0.006,,,0.013,0.0,,,0.013,0.0,0.013,0.0,,0.013,0.013,,11.217,0.0,0.0,,11.217,0.0,0.0,0.0,
05/31/1992,105.482002,,-90.110001,,15.372001,,-12.1,,,,3.272,1.426,,0.0,,0.0,,-1.426,4.698,-1.789,,,2.909,0.0,,,2.909,0.0,2.909,0.0,,2.909,2.909,,11.217,0.26,0.26,0.26,11.217,0.26,0.26,0.26,
08/31/1992,115.709,,-99.459999,,16.249001,,-13.886,,,,2.363,2.216,,0.0,,0.0,,-2.216,4.579,-1.765,,,2.814,0.37,,,2.444,0.0,2.444,0.0,,2.444,2.444,,11.217,0.22,0.25,,11.217,0.22,0.25,0.25,
11/30/1992,127.611,,-108.525002,,19.085999,,-15.925,,,,3.161,1.508,,0.0,,0.0,,-1.508,4.669,-1.8,,,2.869,0.0,,,2.869,0.0,2.869,0.0,,2.869,2.869,,11.217,0.26,0.26,,11.217,0.26,0.26,0.26,
02/28/1993,110.371002,,-94.833,,15.538002,,-14.475,,,,1.063,1.329,,0.0,,0.0,,-1.329,2.392,-0.92,,,1.472,0.0,,,1.472,0.0,1.472,0.0,,1.472,1.472,,11.217,0.13,0.13,,11.217,0.13,0.13,0.13,
05/31/1993,138.024994,,-119.189003,,18.835991,,-14.929,,,,3.907,1.359,,0.0,,0.0,,-1.359,5.266,-2.11,,,3.156,0.0,,,3.156,0.0,3.156,0.0,,3.156,3.156,,11.2,0.28,0.28,0.28,11.2,0.28,0.28,0.28,
08/31/1993,136.167007,,-116.049004,,20.118004,,-16.658001,,,,3.46,1.441,,0.0,,0.0,,-1.441,4.901,-1.9,,,3.001,0.0,,,3.001,0.0,3.001,0.0,,3.001,3.001,,11.11,0.27,0.27,,11.11,0.27,0.27,0.27,
11/30/1993,145.311005,,-121.716003,,23.595001,,-18.002001,,,,5.593,1.475,,0.0,,0.0,,-1.475,7.068,-2.805,,,4.263,0.0,,,4.263,0.0,4.263,0.0,,4.263,4.263,,11.11,0.38,0.38,,11.11,0.38,0.38,0.38,
02/28/1994,130.731995,,-111.434998,,19.296997,,-16.687,,,,2.61,1.438,,0.0,,0.0,,-1.438,4.048,-1.608,,,2.44,0.0,,,2.44,0.0,2.44,0.0,,2.44,2.44,,11.11,0.22,0.22,,11.11,0.22,0.22,0.22,
05/31/1994,167.934006,,-141.097,,26.837006,,-19.273001,,,,7.564,1.394,,0.0,,0.0,,-1.394,8.958,-3.671,,,5.287,0.0,,,5.287,0.0,5.287,0.0,,5.287,5.287,,11.216,0.47,0.47,0.47,11.216,0.47,0.47,0.47,
08/31/1994,155.328003,,-130.865997,,24.462006,,-19.233999,,,,5.228,1.488,,0.0,,0.0,,-1.488,6.716,-2.69,,,4.026,0.0,,,4.026,0.0,4.026,0.0,,4.026,4.026,,11.157,0.36,0.36,,11.157,0.36,0.36,0.36,
11/30/1994,164.475006,,-138.798004,,25.677002,,-20.452999,,,,5.224,1.523,,0.0,,0.0,,-1.523,6.747,-2.7,,,4.047,0.0,,,4.047,0.0,4.047,0.0,,4.047,4.047,,11.157,0.36,0.36,,11.157,0.36,0.36,0.36,
02/28/1995,150.656998,,-127.871002,,22.785995,,-19.837999,,,,2.948,1.343,,0.0,,0.0,,-1.343,4.291,-1.71,,,2.581,0.0,,,2.581,0.0,2.581,0.0,,2.581,2.581,,11.151,0.23,0.23,,11.151,0.23,0.23,0.23,
05/31/1995,171.658005,,-142.457993,,29.200012,,-22.715,,,,6.485,1.461,,0.0,,0.0,,-1.461,7.946,-3.258,,,4.688,0.0,,,4.688,0.0,4.688,0.0,,4.688,4.688,,11.121,0.42,0.42,0.42,11.121,0.42,0.42,0.42,
08/31/1995,163.854996,,-134.845993,,29.009003,,-22.797001,,,,6.212,1.55,,0.0,,0.0,,-1.55,7.762,-3.13,,,4.632,0.0,,,4.632,0.0,4.632,0.0,,4.632,4.632,,10.999,0.42,0.42,0.42,10.999,0.42,0.42,0.42,
11/30/1995,172.468994,,-141.852997,,30.615997,,-22.612,,,,8.004,1.576,,0.0,,0.0,,-1.576,9.58,-3.854,,,5.726,0.0,,,5.726,0.0,5.726,0.0,,5.726,5.726,,10.656,0.54,0.54,,10.656,0.54,0.54,0.54,
02/29/1996,138.561996,,-115.666,,22.895996,,-19.179001,,,,3.717,1.497,,0.0,,0.0,,-1.497,5.214,-2.08,,,3.134,0.0,,,3.134,0.0,3.134,0.0,,3.134,3.134,,10.613,0.3,0.3,0.3,10.613,0.3,0.3,0.3,
05/31/1996,171.070007,,-141.358002,,29.712005,,-20.091999,,,,9.62,0.776,,0.0,,0.0,,-0.776,10.396,-4.205,,,6.191,0.0,,,6.191,0.0,6.191,0.0,,6.191,6.191,,10.57,0.59,0.59,0.59,10.57,0.59,0.59,0.59,
08/31/1996,171.535995,,-139.873001,,31.662994,,-22.511999,,,,9.151,1.626,,0.0,,0.0,,-1.626,10.777,-4.31,,,6.467,0.0,,,6.467,0.0,6.467,0.0,,6.467,6.467,,10.457,0.62,0.62,0.62,10.457,0.62,0.62,0.62,
11/30/1996,164.378006,,-135.171005,,29.207001,,-21.17,,,,8.037,2.522,,0.0,,0.0,,-2.522,10.559,-4.22,,,6.339,0.0,,,6.339,0.0,6.339,0.0,,6.339,6.339,,10.162,0.62,0.62,0.56,10.162,0.62,0.62,0.56,
02/28/1997,117.995003,,-100.322998,,17.672005,,-16.159,,,,1.513,1.525,,0.0,,0.0,,-1.525,3.038,-1.221,,,1.817,0.0,,,1.817,0.0,1.817,0.0,,1.817,1.817,,9.934,0.18,0.18,0.18,9.934,0.18,0.18,0.18,
05/31/1997,159.281998,,-131.677994,,27.604004,,-20.143999,,,,7.46,2.868,,0.0,,0.0,,-2.868,10.328,-4.12,,,6.208,0.0,,,6.208,0.0,6.208,0.0,,6.208,6.208,,9.726,0.65,0.65,0.62,9.726,0.65,0.65,0.62,
08/31/1997,161.632004,,-133.091003,,28.541,,-20.92,,,,7.621,1.473,,0.0,,0.0,,-1.473,9.094,-3.62,,,5.474,0.0,,,5.474,0.0,5.474,0.0,,5.474,5.474,,9.666,0.57,0.57,0.57,9.666,0.57,0.57,0.57,
11/30/1997,160.279007,,-132.143005,,28.136002,,-20.712,,,,7.424,1.511,,0.0,,0.0,,-1.511,8.935,-3.58,,,5.355,0.0,,,5.355,0.0,5.355,0.0,,5.355,5.355,,9.51,0.56,0.56,0.56,9.51,0.56,0.56,0.56,
02/28/1998,131.389999,,-110.491997,,20.898003,,-18.886999,,,,2.011,1.586,,0.0,,0.0,,-1.586,3.597,-1.46,,,2.137,0.0,,,2.137,0.0,2.137,0.0,,2.137,2.137,,9.433,0.23,0.23,0.23,9.433,0.23,0.23,0.23,
05/31/1998,170.093994,,-137.917007,,32.176987,,-21.962999,,,,10.214,1.499,,0.0,,0.0,,-1.499,11.713,-4.733,,,6.98,0.0,,,6.98,0.0,6.98,0.0,,6.98,6.98,,9.432,0.74,0.74,0.74,9.432,0.74,0.74,0.74,
08/31/1998,171.044006,,-139.552994,,31.491013,,-22.355,,,,9.136,1.695,,0.0,,0.0,,-1.695,10.831,-4.32,,,6.511,0.0,,,6.511,0.0,6.511,0.0,,6.511,6.511,,9.423,0.69,0.69,0.69,9.423,0.69,0.69,0.69,
11/30/1998,176.416,,-141.759003,,34.656998,,-24.065001,,,,10.592,1.573,,0.0,,0.0,,-1.573,12.165,-4.88,,,7.285,0.0,,,7.285,0.0,7.285,0.0,,7.285,7.285,,9.118,0.8,0.8,0.8,9.118,0.8,0.8,0.8,
02/28/1999,145.410004,,-120.038002,,25.372002,,-20.308001,,,,5.064,1.485,,0.0,,0.0,,-1.485,6.549,-2.62,,,3.929,0.0,,,3.929,0.0,3.929,0.0,,3.929,3.929,,9.0,0.44,0.44,0.44,9.0,0.44,0.44,0.44,
05/31/1999,171.921005,,-139.322998,,32.598007,,-21.037001,,,,11.561,1.495,-1.511,0.0,-1.511,0.0,,0.016,13.056,-5.22,,,7.836,0.0,,,7.836,0.0,7.836,0.0,,7.836,7.836,,8.999,0.87,0.87,0.87,8.999,0.87,0.87,0.87,
08/31/1999,163.791,,-142.828995,,20.962006,,-14.325,,,,6.637,1.536,,0.0,,0.0,,-1.536,8.173,-3.278,,,4.895,0.0,,,4.895,0.0,4.895,0.0,0.0,4.895,4.895,,9.0,0.54,0.54,0.54,9.0,0.54,0.54,0.54,
11/30/1999,157.425995,,-137.029007,,20.396988,,-14.056,,,,6.341,1.594,,0.0,,0.0,,-1.594,7.935,-3.185,,,4.75,0.0,,,4.75,0.0,4.75,0.0,0.0,4.75,4.75,,8.96,0.53,0.53,0.53,8.961,0.53,0.53,0.53,
02/29/2000,117.32,,-104.050003,,13.269997,,-13.254,,,,0.016,1.667,,0.0,,0.0,,-1.667,1.683,-0.673,,,1.01,0.0,,,1.01,0.0,1.01,0.0,0.0,1.01,1.01,,8.776,0.12,0.12,0.12,8.776,0.12,0.12,0.12,
05/31/2000,141.014,,-122.743,,18.271,,-12.766,,,,5.505,0.0,,,,,,0.0,5.505,-2.921,,,4.373,,,,2.584,,4.373,,,4.373,4.373,,8.698,0.5,0.5,0.5,8.698,0.5,0.5,0.5,
08/31/2000,132.151993,,-115.293999,,16.857994,,-13.654,,,,3.204,1.928,-1.928,0.0,-1.928,0.0,,0.0,5.132,-2.002,,,3.13,0.0,,,3.13,0.0,3.13,0.0,0.0,3.13,3.13,,8.613,0.36,0.36,0.36,8.613,0.36,0.36,0.36,
11/30/2000,120.907,,-104.431,,16.476,,-13.261,,,,3.215,2.027,-2.027,0.0,-2.027,0.0,,0.0,5.242,-2.108,,,3.134,0.0,,,3.134,0.0,3.134,0.0,0.0,3.134,3.134,,8.476,0.37,0.37,0.37,8.476,0.37,0.37,0.37,
02/28/2001,90.837997,,-81.181999,,9.655998,,-11.916,,,,-2.26,2.686,-2.02,0.0,-2.02,0.0,,-0.666,0.426,-0.164,,,0.262,0.0,,,0.262,0.0,0.262,0.0,0.0,0.262,0.262,,8.392,0.03,0.03,-0.02,8.392,0.03,0.03,-0.02,
05/31/2001,119.927,,-102.715,,17.212,,-11.224,,,,5.988,1.742,,0.0,,0.0,,-1.742,0.0,-3.086,,,4.644,0.0,,,-3.086,0.0,4.644,0.0,0.0,4.644,4.644,,8.391,0.55,0.55,0.55,8.391,0.55,0.55,0.55,
08/31/2001,122.225,,-105.046,,17.179,,-12.807,,,,4.372,1.481,-1.481,0.0,-1.481,0.0,,0.0,5.853,-2.29,,,3.563,0.0,,,3.563,0.0,3.563,0.0,0.0,3.563,3.563,,8.391,0.42,0.42,0.42,8.391,0.42,0.42,0.42,
11/30/2001,118.054,,-100.451,,17.603,,-12.6,,,,5.003,1.189,-1.189,0.0,-1.189,0.0,,0.0,6.192,-2.444,,,3.748,0.0,,,3.748,0.0,3.748,0.0,0.0,3.748,3.748,,8.391,0.45,0.45,0.45,8.391,0.45,0.45,0.45,
02/28/2002,96.080002,,-84.107002,,11.973,,-11.343,,,,0.63,0.831,-0.831,0.0,-0.831,0.0,,0.0,1.461,-0.592,,,0.869,0.0,,,0.869,0.0,0.869,0.0,0.0,0.869,0.869,,8.391,0.1,0.1,0.1,8.391,0.1,0.1,0.1,
05/31/2002,114.363,,-97.446,,16.917,,-10.795,,,,6.122,0.601,,,-0.601,0.0,,0.0,6.723,-2.649,,,4.074,0.0,,,4.074,0.0,4.074,,0.0,4.074,4.074,,8.391976,0.485464,0.485464,0.485464,8.391976,0.485464,0.485464,0.485464,
08/31/2002,116.491997,,-101.551003,,14.940994,,-12.497,,,,2.444,0.592,-0.592,0.0,-0.592,0.0,,0.0,3.036,-1.214,,,1.822,0.0,,,1.822,0.0,1.822,0.0,0.0,1.822,1.822,,8.391,0.22,0.22,0.22,8.391,0.22,0.22,0.22,
11/30/2002,112.467,,-97.556,,14.911,,-12.22,,,,2.691,0.548,-0.548,0.0,-0.548,0.0,,0.0,3.239,-1.288,,,1.951,0.0,,,1.951,0.0,1.951,0.0,0.0,1.951,1.951,,8.391244,0.23,0.23,0.23,8.391244,0.23,0.23,0.23,
02/28/2003,87.709,,-78.831001,,8.877998,,-10.69,,,,-1.812,0.465,-0.465,0.0,-0.465,0.0,,0.0,-1.347,0.52,,,-0.827,0.0,,,-0.827,0.0,-0.827,0.0,0.0,-0.827,-0.827,,8.391,-0.1,-0.1,-0.1,8.391,-0.1,-0.1,-0.1,
05/31/2003,103.149,,-88.69495,,14.45405,,-9.435997,,,,5.017998,0.39,-0.39,0.0,-0.39,0.0,,0.0,5.407998,-2.160999,,,3.247,0.0,,,3.246999,0.0,3.247,0.0,0.0,3.247,3.247,,8.390999,0.39,0.39,0.39,8.390999,0.39,0.39,0.39,
08/31/2003,109.679,,-94.455,,15.224,,-12.197,,,,3.027,0.332,-0.332,0.0,-0.332,0.0,,0.0,3.359,-1.322,,,2.037,0.0,,,2.037,0.0,2.037,0.0,0.0,2.037,2.037,,8.391,0.24,0.24,0.24,8.391,0.24,0.24,0.24,
11/30/2003,114.583,,-99.524,,15.059,,-11.872,,,,3.187,0.294,-0.294,0.0,-0.294,0.0,,0.0,3.481,-1.413,,,2.068,0.0,,,2.068,0.0,2.068,0.0,0.0,2.068,2.068,,8.391,0.25,0.25,0.25,8.391,0.25,0.25,0.25,
02/29/2004,90.995,,-81.599,,9.396,,-10.854,,,,-1.458,0.314,-0.314,0.0,-0.314,0.0,,0.0,-1.144,0.426,,,-0.718,0.0,,,-0.718,0.0,-0.718,0.0,0.0,-0.718,-0.718,,8.391244,-0.09,-0.09,-0.09,8.391244,-0.09,-0.09,-0.09,
05/31/2004,117.124,,-102.229,,14.895,,-10.792,,,,4.103,0.307,-0.307,0.0,-0.307,0.0,,0.0,4.41,-1.656,,,2.754,0.0,,,2.754,0.0,2.754,0.0,0.0,2.754,2.754,,8.391244,0.33,0.33,0.33,8.391244,0.33,0.33,0.33,
08/31/2004,117.111,,-104.03,,13.081,,-12.124,,,,0.957,0.389,-0.389,0.0,-0.389,0.0,,0.0,1.346,-0.54,,,0.806,0.0,,,0.806,0.0,0.806,0.0,0.0,0.806,0.806,,8.391244,0.1,0.1,0.1,8.391244,0.1,0.1,0.1,
11/30/2004,120.585,,-105.426,,15.159,,-12.537,,,,2.622,0.533,-0.533,0.0,-0.533,0.0,,0.0,3.155,-1.27,,,1.885,0.0,,,1.885,0.0,1.885,0.0,0.0,1.885,1.885,,8.391244,0.22,0.22,0.22,8.391244,0.22,0.22,0.22,
02/28/2005,96.219,,-86.789,,9.43,,-10.709,,,,-1.279,0.672,-0.672,0.0,-0.672,0.0,,0.0,-0.607,0.256,,,-0.351,0.0,,,-0.351,0.0,-0.351,0.0,0.0,-0.351,-0.351,,8.391244,-0.04,-0.04,-0.04,8.391244,-0.04,-0.04,-0.04,
05/31/2007,119.507,,-105.102,,14.405,,-10.514,,,,3.891,0.88,-0.88,0.0,-0.88,0.0,,0.0,4.771,-1.656,,,3.115,0.0,,,3.115,0.0,3.115,0.0,0.0,3.115,3.115,,8.391244,0.37,0.37,0.37,8.391244,0.37,0.37,0.37,
08/31/2005,118.346,,-104.642,,13.704,,-11.472,,,,2.232,1.489,-1.025,0.0,-1.025,0.0,,-0.464,3.721,-1.377,,,2.344,0.0,,,2.344,0.0,2.344,0.0,0.0,2.344,2.344,,8.391244,0.28,0.28,0.28,8.391244,0.28,0.28,0.28,
11/30/2005,136.487,,-118.659,,17.828,,-11.626,,,,6.202,1.199,-1.199,0.0,-1.199,0.0,,0.0,7.401,-2.896,,,4.505,0.0,,,4.505,0.0,4.505,0.0,0.0,4.505,4.505,,8.391244,0.54,0.54,0.54,8.391244,0.54,0.54,0.54,
02/28/2006,117.491,,-103.53,,13.961,,-11.489,,,,2.472,1.32,-1.32,0.0,-1.32,0.0,,0.0,3.792,-1.502,,,2.29,0.0,,,2.29,0.0,2.29,0.0,0.0,2.29,2.29,,8.391244,0.27,0.27,0.27,8.391244,0.27,0.27,0.27,
05/31/2006,136.219,,-117.855,,18.364,,-11.356,,,,7.008,1.393,-1.393,0.0,-1.393,0.0,,0.0,8.401,-3.248,,,5.153,0.0,,,5.153,0.0,5.153,0.0,0.0,5.153,5.153,,8.391244,0.61,0.61,0.61,8.391244,0.61,0.61,0.61,
08/31/2006,115.806,,-102.75,,13.056,,-11.47,,,,1.586,1.46,-1.46,0.0,-1.46,0.0,,0.0,3.046,-1.15,,,1.896,0.0,,,1.896,0.0,1.896,0.0,0.0,1.896,1.896,,8.391244,0.23,0.23,0.23,8.391244,0.23,0.23,0.23,
11/30/2006,94.786,,-84.477,,10.309,,-10.779,,,,-0.47,1.476,-1.476,0.0,-1.476,0.0,,0.0,1.006,-0.381,,,0.625,0.0,,,0.625,0.0,0.625,0.0,0.0,0.625,0.625,,8.391244,0.07,0.07,0.07,8.391244,0.07,0.07,0.07,
02/28/2007,66.345,,-62.004,,4.341,,-9.315,,,,-4.974,1.455,-1.455,0.0,-1.455,0.0,,0.0,-3.519,1.344,,,-2.175,0.0,,,-2.175,0.0,-2.175,0.0,0.0,-2.175,-2.175,,8.391244,-0.26,-0.26,-0.26,8.391244,-0.26,-0.26,-0.26,
05/31/2007,88.536,,-78.283,,10.253,,-8.808,,,,1.445,1.421,-1.421,0.0,-1.421,0.0,,0.0,2.866,-0.619,,,2.247,0.0,,,2.247,0.0,2.247,0.0,0.0,2.247,2.247,,8.391244,0.27,0.27,0.27,8.391244,0.27,0.27,0.27,
08/31/2007,96.394,,-86.075,,10.319,,-10.603,,,,-0.284,1.383,-1.383,0.0,-1.383,0.0,,0.0,1.099,-0.39,,,0.709,0.0,,,0.709,0.0,0.709,0.0,0.0,0.709,0.709,,8.391244,0.08,0.08,0.08,8.391244,0.08,0.08,0.08,
11/30/2007,77.198,,-71.375,,5.823,,-9.747,,,,-3.924,1.158,-1.158,0.0,-1.158,0.0,,0.0,-2.766,0.88,,,-1.886,0.0,,,-1.886,0.0,-1.886,0.0,0.0,-1.886,-1.886,,8.391244,-0.22,-0.22,-0.22,8.391244,-0.22,-0.22,-0.22,
02/29/2008,57.314,,-57.02,,0.294,,-9.123,,,,-8.829,1.683,-1.013,0.0,-1.013,0.0,,-0.67,-7.146,2.576,,,-4.57,0.0,,,-4.57,0.0,-4.57,0.0,0.0,-4.57,-4.57,,8.391244,-0.54,-0.54,-0.59,8.391244,-0.54,-0.54,-0.59,
05/31/2008,70.859,,-64.486,,6.373,,-7.297,,,,-0.924,0.599,-0.599,0.0,-0.599,0.0,,0.0,-0.325,0.516,,,0.191,0.0,,,0.191,0.0,0.191,0.0,0.0,0.191,0.191,,8.391244,0.02,0.02,0.02,8.391244,0.02,0.02,0.02,
08/31/2008,62.597,62.597,-60.394,60.394,2.203,0.0,-9.064,9.064,,0.0,-6.861,0.39,-0.39,0.0,-0.39,,,0.0,-6.471,2.325,-2.325,,-4.146,0.0,0.0,0.0,-4.146,0.0,-4.146,0.0,0.0,-4.146,-3.886,0.26,8.391244,-0.49,-0.49,-0.463102,8.391244,-0.49,-0.49,-0.463102,
11/30/2008,47.21,47.21,-46.381,46.381,0.829,0.0,-8.165,8.165,,0.0,-7.336,0.71,-0.33,0.0,-0.33,,,-0.38,-6.626,2.528,-2.528,,-4.098,0.0,0.0,0.0,-4.098,0.0,-4.098,0.0,0.0,-4.098,-4.345,-0.247,8.391244,-0.49,-0.49,-0.517802,8.391244,-0.49,-0.49,-0.519435,
02/28/2009,24.386,24.386,-27.768,27.768,-3.382,0.0,-4.33,7.726,,-3.396,-7.712,0.147,-0.147,0.0,-0.147,,,0.0,-7.565,2.74,-2.74,,-4.825,0.0,0.0,0.0,-4.825,0.0,-4.825,0.0,0.0,-4.825,-6.6944,-1.8694,8.391244,-0.58,-0.58,-0.797784,8.391244,-0.58,-0.58,-0.80278,
05/31/2009,32.483,32.483,-31.079,31.079,1.404,0.0,-5.4,5.78,,-0.38,-3.996,-0.336,-0.044,0.0,-0.044,,,0.38,-4.332,1.967,5.672,-7.639,-2.365,0.0,0.0,0.0,-2.365,0.0,-2.365,0.0,0.0,-2.365,-2.365,0.226589,8.391244,-0.28,-0.28,-0.26,8.391244,-0.28,-0.28,-0.26,
08/31/2009,35.874,35.874,-35.597,35.597,0.277,0.0,-6.426,6.838,,-0.412,-6.149,0.036,-0.036,0.0,-0.036,,,0.0,-6.113,2.206,-2.206,,-3.907,0.0,0.0,0.0,-3.907,0.0,-3.907,0.0,0.0,-3.907,-4.1748,-0.2678,8.391244,-0.47,-0.47,-0.497519,8.391244,-0.47,-0.47,-0.501914,
11/30/2009,34.246,34.246,-33.18,33.18,1.066,0.0,-7.197,7.197,,0.0,-6.131,0.009,-0.009,0.0,-0.009,,,0.0,-6.122,2.314,-2.314,,-3.808,0.0,0.0,0.0,-3.808,0.0,-3.808,0.0,0.0,-3.808,-3.743,0.065,8.391244,-0.45,-0.45,-0.44606,8.391244,-0.45,-0.45,-0.44606,
02/28/2010,25.415,25.415,-26.236,26.236,-0.821,0.0,-4.738,6.282,,-1.544,-5.559,0.005,-0.005,0.0,-0.005,,,0.0,-5.554,1.857,-1.857,,-3.697,0.0,0.0,0.0,-3.697,0.0,-3.697,0.0,0.0,-3.697,-4.7006,-1.0036,8.391244,-0.44,-0.44,-0.560179,8.391244,-0.44,-0.44,-0.560179,
05/31/2010,40.695,40.695,-36.387,36.387,4.308,0.0,-5.883,5.883,,0.0,-1.575,0.013,-0.013,0.0,-0.013,,,0.0,-1.562,-16.019,6.496,9.523,-17.581,0.0,0.0,0.0,-17.581,0.0,-17.581,0.0,0.0,-17.581,-17.581,-0.065,8.391244,-2.095,-2.095,-2.1,8.391244,-2.095,-2.095,-2.1,
08/31/2010,45.827,45.827,-44.08,44.08,1.747,0.0,-7.83,7.83,,0.0,-6.083,0.018,-0.018,0.0,-0.018,,,0.0,-6.065,0.0,,,-6.065,0.0,0.0,0.0,-6.065,0.0,-6.065,0.0,0.0,-6.065,-6.065,0.0,8.391244,-0.72,-0.72,-0.72,8.391244,-0.72,-0.72,-0.72,
11/30/2010,36.621,36.621,-37.244,37.244,-0.623,0.0,-7.151,7.151,,0.0,-7.774,0.018,-0.018,0.0,-0.018,,,0.0,-7.756,0.0,,,-7.756,0.0,0.0,0.0,-7.756,0.0,-7.756,0.0,0.0,-7.756,-7.756,0.0,8.391244,-0.93,-0.93,-0.93,8.391244,-0.93,-0.93,-0.93,
02/28/2011,31.776,31.776,-33.494,33.494,-1.718,0.0,-7.039,7.039,,0.0,-8.757,0.015,-0.015,0.0,-0.015,,,0.0,-8.742,0.0,,,-8.742,0.0,0.0,0.0,-8.742,0.0,-8.742,0.0,0.0,-8.742,-8.742,0.0,8.391244,-1.04,-1.04,-1.04,8.391244,-1.04,-1.04,-1.04,
