Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/01/1992,1728.171997,10.633,10.633,0.0,143.873993,,,34.185001,,,,,116.762001,,,,,,,305.45401,703.940979,1224.18396,-520.242981,16.648001,,,702.129028,,,,702.129028,1422.718008,,86.438004,86.438004,,,,81.686996,,,,,,110.602997,,,110.602997,278.727997,403.235992,,,,,366.424011,,,,,366.424011,769.660004,1048.388,0.0,94.698997,,,0.0,,585.085022,679.784019,0.0,679.784019,1728.17202,
12/31/1992,1710.212036,18.976,18.976,0.0,154.608994,,,34.474998,,,,,79.872002,,,,,,,287.932007,718.669006,1208.745972,-490.076996,28.223,,,675.388,,,,675.388,1422.280006,,98.664001,98.664001,,,,66.152,,,,,,104.513986,,,104.513986,269.329987,375.704987,,,,,332.072998,,,,,332.072998,707.777985,977.107972,0.0,95.112,,,0.0,,637.992004,733.104004,,733.104004,1710.211976,
03/31/1993,1670.891968,11.392,11.392,0.0,128.432999,,,34.108002,,,,,78.074997,,,,,,,252.007996,721.442017,1226.496948,-505.054993,28.861,,,668.580994,,,,668.580994,1418.88401,,86.240997,86.240997,,,,70.346001,,,,,,106.765999,,,106.765999,263.352997,344.531006,,,,,305.27301,,,,,305.27301,649.804016,913.157013,0.0,95.07,,,0.0,,662.664978,757.734978,,757.734978,1670.891991,
06/30/1993,1660.990967,16.041,16.041,0.0,142.423996,,,29.033001,,,,,72.625999,,,,,,,260.123993,724.333008,1247.005005,-522.671997,29.429001,,,647.10498,,,,647.10498,1400.866989,,74.712997,74.712997,,,,57.959,,,,,,101.513,,,101.513,234.184998,344.537994,,,,,310.221985,,,,,310.221985,654.759979,888.944977,0.0,95.310997,,,0.0,,676.734985,772.045982,,772.045982,1660.990959,
09/30/1993,1673.582031,12.047,12.047,0.0,137.688995,,,24.537001,,,,,86.450996,,,,,,,260.723999,728.987976,1271.782959,-542.794983,35.382999,,,648.487,,,,648.487,1412.857975,,91.296997,91.296997,,,,217.399994,,,,,,107.576019,,,107.576019,416.27301,159.882004,,,,,319.242004,,,,,319.242004,479.124008,895.397018,0.0,95.690002,,,0.0,,682.494995,778.184998,0.0,778.184998,1673.582016,
12/31/1993,1676.482056,18.606001,18.606001,0.0,150.671005,,,23.747999,,,,,79.970001,,,,,,,272.994995,712.726013,1202.581055,-489.855011,73.287003,,,617.473999,,,,617.473999,1403.487015,,79.334,79.334,,,,96.383003,,,,,,112.605995,,,112.605995,288.322998,151.535004,,,,,376.989014,,,,,376.989014,528.524018,816.847016,0.0,98.693001,,,0.0,,760.942017,859.635018,,859.635018,1676.482034,
03/31/1994,1639.23999,14.165,14.165,0.0,127.313004,,,24.868,,,,,82.376999,,,,,,,248.723007,719.216003,1221.614014,-502.39801,58.994999,,,612.30603,,,,612.30603,1390.517033,,71.959,71.959,,,,62.582001,,,,,,115.975998,,,115.975998,250.516998,151.559998,,,,,368.286011,,,,,368.286011,519.846008,770.363007,0.0,99.019997,,,0.0,,769.856995,868.876991,,868.876991,1639.239998,
06/30/1994,1622.984009,12.483,12.483,0.0,139.832993,,,24.712,,,,,78.933998,,,,,,,255.962006,713.685974,1239.589966,-525.903992,52.355,,,600.981018,,,,600.981018,1367.021992,,67.596001,67.596001,,,,10.985,,,,,,121.898004,,,121.898004,200.479004,151.582001,,,,,365.460999,,,,,365.460999,517.042999,717.522003,0.0,99.487999,,,0.0,,805.973999,905.461998,,905.461998,1622.984001,
09/30/1994,1730.276001,12.705,12.705,0.0,136.725998,,,25.110001,,,,,98.441002,,,,,,,272.981995,710.65802,,,51.164001,,,695.471985,,,,695.471985,1457.294006,,79.311996,79.311996,,,,26.884001,,,,,,109.623003,,,109.623003,215.819,110.358002,,,,,330.414001,,,,,330.414001,440.772003,656.591003,0.0,247.453995,,,0.0,,826.231018,1073.685013,0.0,1073.685013,1730.276016,
12/31/1994,1722.959961,16.608999,16.608999,0.0,155.917007,,,22.201,,,,,102.301003,,,,,,,297.028015,713.763,1263.140991,-549.377991,35.146,,,677.02301,,,,677.02301,1425.93201,,131.591995,131.591995,,,,,,,,,,127.23201,,,127.23201,258.824005,110.431,,,,,270.237,,,,,270.237,380.668,639.492005,0.0,248.897003,,,0.0,,834.570984,1083.467987,,1083.467987,1722.959992,
03/31/1995,1562.848022,28.226999,28.226999,0.0,133.285995,,,13.776,,,,,66.714996,,,,,,,242.003998,420.06601,,,34.041,,,866.737,,,,866.737,1320.844009,,56.945999,56.945999,,,,74.0,,,,,,77.050995,,,77.050995,207.996994,63.455002,,,,,186.169998,,,,,186.169998,249.625,457.621994,0.0,249.972,,,0.0,,855.254028,1105.226028,,1105.226028,1562.848022,
06/30/1995,1699.05896,25.073,25.073,0.0,157.843002,,,27.488001,,,,,86.130997,,,,,,,296.535004,716.609009,,,41.152,,,644.763,,,,644.763,1402.52401,,57.953999,57.953999,,,,47.046001,,,,,,119.186005,,,119.186005,224.186005,63.432999,,,,,274.315002,,,,,274.315002,337.748001,561.934006,0.0,252.585007,,,0.0,,884.539978,1137.124985,,1137.124985,1699.05899,
09/30/1995,1781.073975,52.579,14.579,38.0,154.087006,,,31.790001,,,,,115.875999,,,,,,,354.332001,712.903992,,,52.375,,,661.463013,,,,661.463013,1426.742004,,91.414001,91.414001,,,,47.042999,,,,,,123.255005,,,123.255005,261.712006,63.460999,,,,,294.854004,,,,,294.854004,358.315002,620.027008,0.0,253.455002,,,0.0,,907.59198,1161.046982,0.0,1161.046982,1781.07399,
12/31/1995,1655.552002,55.034,30.021,25.013,166.867004,,,11.459,,,,,100.885002,,,,,,,334.244995,425.959015,740.687012,-314.727997,53.186001,,,842.161987,,,,842.161987,1321.307003,,78.538002,78.538002,,,,78.697998,,,,,,108.882988,,,108.882988,266.118988,2.177,,,,,195.830002,,,,,195.830002,198.007002,464.12599,0.0,254.863998,,,0.0,,936.562012,1191.42601,,1191.42601,1655.552,
03/31/1996,1652.598022,12.871,12.871,0.0,148.468002,,,12.941,,,,,92.149002,,,,,,,266.428986,428.88501,,,55.069,,,902.215027,,,,902.215027,1386.169037,,62.536999,62.536999,,,,34.741001,,,,,,111.707993,,,111.707993,208.985992,31.823999,,,,,194.324997,,,,,194.324997,226.148996,435.134989,0.0,260.627014,,,0.0,,956.835999,1217.463013,,1217.463013,1652.598001,
06/30/1996,1764.427979,15.594,15.594,0.0,157.425995,,,11.126,,,,,84.192001,,,,,,,268.338013,437.63501,,,51.272999,,,1007.182007,,,,1007.182007,1496.090015,,68.149002,68.149002,,,,32.040001,,,,,,100.474998,,,100.474998,200.664001,131.815002,,,,,178.772995,,,,,178.772995,310.587997,511.251999,0.0,267.638,,,0.0,,985.538025,1253.176025,0.0,1253.176025,1764.428024,
09/30/1996,1790.343994,16.334,16.334,0.0,150.578003,,,9.932,,,,,130.225006,,,,,,,307.069,433.075989,,,54.493999,,,995.705017,,,,995.705017,1483.275005,,76.132004,76.132004,,,,112.540001,,,,,,110.226982,,,110.226982,298.898987,31.804001,,,,,178.020996,,,,,178.020996,209.824997,508.723984,0.0,269.670013,,,0.0,,1011.950012,1281.620026,0.0,1281.620026,1790.344009,
12/31/1996,1463.613037,12.845,10.145,2.7,182.686996,,,11.753,,,,,101.738998,,,,,,,309.023987,430.703003,781.903015,-351.200012,40.580002,,,683.30603,,,,683.30603,1154.589035,,88.573997,88.573997,,,,90.040001,,,,,,144.78801,,,144.78801,323.402008,31.792999,,,,,163.826996,,,,,163.826996,195.619995,519.022003,0.0,273.510986,,,0.0,,671.080017,944.591003,,944.591003,1463.613006,
03/31/1997,1478.605957,39.646,19.146,20.5,177.697998,,,12.647,,,,,85.738998,,,,,,,315.730011,426.174011,,,54.450001,,,682.252014,,,,682.252014,1162.876026,,66.196999,66.196999,,,,90.040001,,,,,,143.615997,,,143.615997,299.852997,31.806,,,,,176.544006,,,,,176.544006,208.350006,508.203003,0.0,277.957001,,,0.0,,692.445984,970.402985,,970.402985,1478.605988,
06/30/1997,1502.359985,47.183,13.794,33.389,176.483994,,,12.705,,,,,98.147003,,,,,,,334.519012,426.266998,801.755005,-375.488007,66.067001,,,675.507019,,,,675.507019,1167.841019,,53.860001,53.860001,,,,90.040001,,,,,,152.323997,,,152.323997,296.223999,31.819,,,,,172.102997,,,,,172.102997,203.921997,500.145996,0.0,278.442993,,,0.0,,723.770996,1002.213989,0.0,1002.213989,1502.359985,
09/30/1997,1522.910034,14.597,14.597,0.0,169.311005,,,12.683,,,,,121.362,,,,,,,317.953003,430.330994,806.708984,-376.377991,71.0,,,703.625977,,,,703.625977,1204.95697,,86.908997,86.908997,,,,0.0,,,,,,148.057007,,,148.057007,234.966003,52.671001,,,,,201.759995,,,,,201.759995,254.430996,489.396999,0.0,282.884003,,,-4.43,,755.059028,1033.513031,,1033.513031,1522.91003,
12/31/1997,2280.833008,17.426,14.321,3.105,218.309998,,,13.685,,,13.685,,129.692993,,,,,,,379.114014,480.036987,860.815002,-380.778015,84.644997,,,1337.036987,1237.482056,,,99.554932,1901.718971,,90.407997,90.407997,,,,171.253998,,,,,,168.297997,,,168.297997,429.959991,601.85199,,,,,200.059006,,,,,200.059006,801.910995,1231.870987,0.0,260.545013,,,0.0,,788.416992,1048.962006,,1048.962006,2280.832993,
03/31/1998,2252.189941,20.635999,17.500999,3.135,187.548004,,,19.295,,,,,129.020996,,,,,,,356.5,474.320007,870.231995,-395.911987,92.864998,,,1328.505005,,,,1328.505005,1895.69001,,87.887001,87.887001,,,,108.297997,,,,,,174.063995,,,174.063995,370.248993,601.848999,,,,,208.231003,,,,,208.231003,810.080002,1180.328995,0.0,264.696991,,,0.0,,807.164001,1071.860992,,1071.860992,2252.189987,
06/30/1998,2261.912109,20.920001,17.683001,3.237,202.207993,,,17.267,,,17.267,,129.936996,,,,,,,370.332001,472.337006,879.674988,-407.338013,111.759003,,,1307.484009,1218.510986,,,88.973023,1891.580018,,81.876999,81.876999,,,,122.763,,,,,,147.849991,,,147.849991,352.48999,601.844971,,,,,215.054993,,,,,215.054993,816.899964,1169.389954,0.0,252.654999,,,0.0,,839.867004,1092.522003,,1092.522003,2261.911957,
09/30/1998,2268.105957,17.39,14.861,2.529,188.714005,,,15.896,,,15.896,,158.718002,,,,,,,380.717987,473.931,879.674988,-421.079987,107.32,,,1306.136963,1208.557983,,,97.57898,1887.387963,,102.573997,102.573997,,,,231.005005,,,,,,149.765999,,,149.765999,483.345001,501.839996,,,,,219.858002,,,,,219.858002,721.697998,1205.042999,0.0,207.244003,,,0.0,,855.81897,1063.062973,,1063.062973,2268.105972,
12/31/1998,2359.635986,35.97,15.419,20.551001,226.945007,,,15.009,,,,,141.664993,,,,,,,419.588989,479.286011,908.218018,-428.932007,131.229996,,,1329.531006,1204.468994,,,125.062012,1940.047012,,102.132004,102.132004,,,,268.779999,,,,,,180.317001,,,180.317001,551.229004,501.877014,,,,,237.798004,,,,,237.798004,739.675018,1290.904022,0.0,162.662994,,,0.0,,906.06897,1068.731964,,1068.731964,2359.635986,
03/31/1999,2331.241,13.467,13.441,0.026,208.319,208.319,,16.566,,,,,125.109,,,,,,,363.461,469.685,,,156.61,,,1341.485,1187.634,,,153.851,1967.78,,95.072,95.072,,,,230.785,,,,,,168.333,,,168.333,494.19,501.831,,,,,252.062,,,,,252.062,753.893,1248.083,,148.486,,,0.0,891.346,43.326,1083.158,,1083.158,2331.241,
06/30/1999,2391.385,12.771,12.386,0.385,239.719,239.719,,14.086,,,,,156.544,,,,,,,423.12,478.506,,,171.056,,,1318.703,1189.988,,,128.715,1968.265,,72.357,72.357,,,,271.383,,,,,,180.387,,,180.387,524.127,503.295,,,,,255.703,,,,,255.703,758.998,1283.125,0.0,140.941,,,,924.613,42.706,1108.26,,1108.26,2391.385,
09/30/1999,2481.27002,14.792,14.726,0.066,235.014008,,,15.387,,,15.387,,178.485001,,,,,,,443.678009,482.436005,940.94397,-458.507996,216.257996,,,1338.897949,1181.637939,,,157.26001,2037.591949,,115.428001,115.428001,,,,257.15799,,,,,,182.304024,,,182.304024,554.890015,501.868988,,,,,282.041992,,,,,282.041992,783.91098,1338.800995,0.0,142.358994,,,0.0,,1000.109985,1142.468979,,1142.468979,2481.269974,
12/31/1999,2520.381,10.456,10.456,,280.829,280.829,,16.538,0.0,0.0,0.0,16.538,169.638,,,,,,,477.461,485.596,954.197,-468.601,210.308,,,1347.016,1434.828,1211.462,223.366,-87.812,2042.92,,116.201,116.201,,,,267.6,,,,,,193.667,,,193.667,577.468,501.847,,,,,143.912,,,,,143.912,645.759,1223.227,0.0,137.512,,,0.0,973.609,53.331,1164.452,132.702,1297.154,2520.381,
03/31/2000,2613.455,19.67,19.67,0.0,274.812,274.812,,17.442,,,,,165.366,,,,,,,477.29,484.509,950.556,-466.047,275.53,,,1376.126,1222.746,,,153.38,2136.165,,91.206,91.206,,,,274.126,,,,,,205.028,,,205.028,570.36,501.842,,,,,307.225,,,,,307.225,809.067,1379.427,0.0,141.277,,,0.0,996.085,96.666,1234.028,0.0,1234.028,2613.455,
06/30/2000,2564.679,15.326,15.326,0.0,286.011,286.011,,15.766,,,,,158.634,,,,,,,475.737,482.497,958.653,-476.156,241.007,,,1365.438,1249.005,40.357,1208.648,116.433,2088.942,,91.918,91.918,,,,260.17,,,,,,196.482,,,196.482,548.57,501.855,,,,,280.066,,,,,280.066,781.921,1330.491,0.0,153.18,,,0.0,1030.735,50.273,1234.188,0.0,1234.188,2564.679,
09/30/2000,2563.821,18.599,18.599,0.0,255.822,255.822,,18.905,,,,,197.781,,,,,,,491.107,484.149,966.559,-482.41,230.756,,,1357.809,1201.281,,,156.528,2072.714,,103.604,103.604,,,,209.237,,,,,,209.229,,,209.229,522.07,501.788,,,,,278.567,,,,,278.567,780.355,1302.425,0.0,156.926,,,0.0,1055.849,49.661,1262.436,-1.04,1261.396,2563.821,
12/31/2000,2590.04,14.112,14.112,0.0,289.583,289.583,,17.802,0.0,0.0,0.0,17.802,181.383,,,,,,,502.88,502.041,988.029,-485.988,177.922,,,1407.197,1507.658,1207.828,299.83,-100.461,2087.16,,114.275,114.275,,,,212.828,,,,,,205.873,,,205.873,532.976,501.781,,,,,281.932,,,,,281.932,783.713,1316.689,0.0,158.181,,,0.0,1093.138,26.491,1277.81,-4.459,1273.351,2590.04,
03/31/2001,2610.874023,13.84,13.84,0.0,233.845001,233.845001,,10.106,,,,10.106,196.177994,,,,,,,453.968994,383.253998,,,395.010986,,,1378.640015,1212.182007,,,166.458008,2156.904999,,110.234001,110.234001,,,,237.742004,,,,,,184.482979,,,184.482979,532.458984,508.411011,,,,,261.821014,,,,,261.821014,770.232025,1302.69101,0.0,171.205994,,,0.0,1147.723022,-10.745972,1308.183044,0.0,1308.183044,2610.874054,
06/30/2001,2623.409912,16.518999,16.518999,0.0,250.845001,,,9.35,,,,,196.539001,,,,,,,473.252991,383.480011,,,403.088013,,,1363.588989,1202.401001,,,161.187988,2150.157013,,62.902,62.902,,,,202.757996,,,,,,209.543007,,,209.543007,475.203003,508.554993,,,,,274.28299,,,,,274.28299,782.837982,1258.040985,0.0,184.227997,,,0.0,,1181.140991,1365.368988,0.0,1365.368988,2623.409973,
09/30/2001,2585.773926,15.332,15.332,0.0,228.733994,,,7.521,,,,,235.615005,,,,,,,487.201996,387.437988,,,355.260986,,,1355.873047,1191.285034,,,164.588013,2098.572021,,84.762001,84.762001,,,,460.630005,,,,,,229.910973,,,229.910973,775.302979,209.813995,,,,,266.720001,,,,,266.720001,476.533997,1251.836975,0.0,171.634995,,,0.0,,1162.302002,1333.936996,0.0,1333.936996,2585.773972,
12/31/2001,2641.611,17.419,17.419,0.0,236.311,236.311,,7.345,0.0,0.0,0.0,7.345,189.583,,,,,,,450.658,394.677,799.698,-405.021,331.542,,,1464.734,1201.042,1136.083,64.959,263.692,2190.953,,81.69,81.69,,,,613.878,,,,,,209.943,,,209.943,905.511,109.966,,,,,274.234,,,,,274.234,384.2,1289.711,0.0,175.277,,,0.0,1183.595,-6.972,1351.9,0.0,1351.9,2641.611,
03/31/2002,2619.717,13.33,13.33,0.0,218.515,218.515,,6.845,,,,,201.212,,,,,,,439.902,402.624,,,305.944,,,1471.247,1207.478,1143.467,64.011,263.769,2179.815,,70.488,70.488,,,,591.81,,,,,,180.094,,,180.094,842.392,113.809,,,,,276.58,,,,,276.58,390.389,1232.781,0.0,192.54,,,0.0,1211.571,-17.175,1386.936,0.0,1386.936,2619.717,
06/30/2002,2615.842,18.004,18.004,0.0,233.965,233.965,,6.955,,,,,195.142,,,,,,,454.066,403.735,,,257.248,,,1500.793,1206.759,1143.467,63.292,294.034,2161.776,,59.291,59.291,,,,554.902,,,,,,176.8,,,176.8,790.993,113.996,,,,,277.426,,,,,277.426,391.422,1182.415,0.0,212.463,,,0.0,1226.549,-5.585,1433.427,0.0,1433.427,2615.842,
09/30/2002,2662.194092,34.361,34.361,0.0,218.240997,218.240997,,7.393,,,,,229.787003,,,,,,,489.782013,406.312012,,,245.694,,,1520.406006,1205.95105,1143.560059,62.390991,314.454956,2172.412018,,90.728996,90.728996,,,,132.470993,,,,,,178.020012,,,178.020012,401.220001,512.96698,,,,,279.726013,,,,,279.726013,792.692993,1193.912994,0.0,217.233994,,,0.0,1260.239014,-9.192017,1468.280991,0.0,1468.280991,2662.193985,
12/31/2002,2870.336914,15.508,15.508,0.0,280.35199,,,24.233999,,,,,179.917007,,,,,,,500.010986,456.789001,900.236023,-443.446991,297.601013,,,1615.936035,1400.926025,1171.109009,229.817016,215.01001,2370.326049,,113.579002,113.579002,,,,75.170998,,,,,,237.322998,,,237.322998,426.072998,649.801025,,,,,278.997986,,,,,278.997986,928.799011,1354.872009,0.0,219.423996,,,0.0,,1296.041016,1515.465012,,1515.465012,2870.337021,
03/31/2003,2881.555,22.457,22.457,0.0,282.201,282.201,,24.757,,,,,168.382,,,,,,,497.797,464.664,,,248.04,,,1671.054,1240.644,1173.994,66.65,430.41,2383.758,,115.035,115.035,,,,48.272,,,,,,228.309,,,228.309,391.616,650.495,,,,,278.207,,,,,278.207,928.702,1320.318,0.0,226.447,,,0.0,1364.696,-29.906,1561.237,,1561.237,2881.555,
06/30/2003,2900.364,23.975,23.975,,292.102,292.102,,31.243,,,,,164.46,,,,,,,511.78,467.261,,,292.598,,,1628.725,1240.508,1173.994,66.514,388.217,2388.584,,104.102,104.102,,,,0.0,,,,,,222.501,,,222.501,326.603,629.007,,,,,293.187,,,,,293.187,922.194,1248.797,0.0,260.772,,,0.0,1417.372,-26.577,1651.567,0.0,1651.567,2900.364,
09/30/2003,2881.803,20.222,20.222,0.0,271.93,271.93,,29.589,,,,,164.471,,,,,,,486.212,470.316,,,302.062,,,1623.213,1239.439,1173.994,65.445,383.774,2395.591,,92.99,92.99,,,,0.0,,,,,,223.071,,,223.071,316.061,550.692,,,,,309.312,,,,,309.312,860.004,1176.065,0.0,263.146,,,0.0,1457.125,-14.533,1705.738,,1705.738,2881.803,
12/31/2003,3009.4021,18.226999,18.226999,0.0,336.681,,,29.945999,,,,,177.582993,,,,,,,562.437012,478.462006,932.731995,-454.269989,306.404999,,,1662.098022,1403.493042,1174.43103,229.062012,258.60498,2446.965027,,98.639,98.639,,,,0.0,0.0,0.0,0.0,,,232.320015,,,232.320015,330.959015,509.117004,,,,,346.795013,,,,,346.795013,855.912018,1186.871033,0.0,279.187988,,,0.0,1546.521973,-3.178955,1822.531006,,1822.531006,3009.402039,
03/31/2004,3031.639893,72.889,21.389,51.5,328.096008,328.096008,,30.308001,,,,,181.878998,,,,,,,613.171997,483.385986,,,284.760986,,,1650.319946,1237.125,1174.43103,62.69397,413.194946,2418.466919,,110.197998,110.197998,,,,0.0,,,,,,245.098999,,,245.098999,355.296997,458.098999,,,,,333.803009,,,,,333.803009,791.902008,1147.199005,0.0,299.372009,,,0.0,1602.840942,-17.780884,1884.432068,,1884.432068,3031.631073,
06/30/2004,3231.294,29.498,25.498,4.0,358.357,358.357,,31.45,,,,,185.856,,,,,,,605.161,498.932,966.059,-467.127,239.416,,,1887.785,1474.342,1230.152,244.19,413.443,2626.133,,112.829,112.829,,,,0.0,,,,,,222.383,,,222.383,335.212,575.432,,,,,346.72,,,,,346.72,922.152,1257.364,0.0,316.74,,,0.0,1672.972,-15.782,1973.93,,1973.93,3231.294,
09/30/2004,3233.233,18.738,14.738,4.0,333.738,333.738,,32.193,,,,,201.888,,,,,,,586.557,496.226,976.135,-479.909,236.307,,,1914.143,1473.436,1230.622,242.814,440.707,2646.676,,100.372,100.372,,,,0.0,,,,,,247.95,,,247.95,348.322,492.135,,,,,315.916,,,,,315.916,808.051,1156.373,0.0,321.318,,,0.0,1712.263,-17.26,2016.321,60.539,2076.86,3233.233,
