Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2000,20.0,17,19.0,-38.0,,,-38.0,22.0,,,,22.0,,,-7.0,,,,-7.0,,,,,,,,,,7.0,,,,,,,,,,,,,5.0,34.0,
06/30/2000,19.0,-5,18.0,11.0,,,11.0,-5.0,,,,-5.0,,,-6.0,,,,-6.0,,,,,,,,,,6.0,,,,,,,,,,,,,6.0,7.0,
09/30/2000,-16.0,-8,17.0,-24.0,,,-24.0,-1.0,,,,-1.0,,,-6.0,,,,-6.0,,,,,,,,,,6.0,,,,,,,,,,,,,3.0,35.0,
12/31/2000,56.0,5,26.0,41.0,,,41.0,-16.0,,,,-16.0,,,-11.0,,,,-11.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,
03/31/2001,38.0,39,18.0,-32.0,,,-32.0,13.0,,,,13.0,,,-5.0,,,,-5.0,,,,,,,,,,5.0,,,,,,,,,,,,,10.0,32.0,
06/30/2001,58.0,17,16.0,46.0,,,46.0,-21.0,,,,-21.0,,,-8.0,,,,-8.0,,,,,,,,,,8.0,,,,,,,,,,,,,11.0,10.0,
09/30/2001,42.0,-81,17.0,101.0,,,101.0,5.0,,,,5.0,,,-7.0,,,,-7.0,,,,,,,,,,7.0,,,,,,,,,,,,,3.0,32.0,
12/31/2001,83.0,27,17.0,11.0,,,11.0,28.0,,,,28.0,,,-15.0,,,,-15.0,,,,,,,,,,15.0,,,,,,,,,,,,,17.0,8.0,
03/31/2002,88.0,68,8.0,16.0,,,16.0,-4.0,,,,-4.0,,,-5.0,,,,-5.0,,,,,,,,,,5.0,,,,,,,,,,,,,10.0,28.0,
06/30/2002,78.0,-7,11.0,56.0,,,56.0,18.0,,,,18.0,,,-12.0,,,,-12.0,,,,,,,,,,12.0,,,,,,,,,,,,,24.0,11.0,
09/30/2002,73.0,31,6.0,46.0,,,46.0,-10.0,,,,-10.0,,,-13.0,,,,-13.0,,,,,,,,,,13.0,,,,,,,,,,,,,22.0,19.0,
12/31/2002,104.0,118,10.0,18.0,,,18.0,-42.0,,,,-42.0,,,-17.0,,,,-17.0,,,,,,,,,,17.0,,,,,,,,,,,,,14.0,4.0,
03/31/2003,95.0,117,10.0,-45.0,,,-45.0,13.0,,,,13.0,,-59.0,-8.0,1.0,,,-9.0,,,0.0,0.0,0.0,,,,,-51.0,-58.0,0.0,-68.0,,,,10.0,10.0,0.0,0.0,,-22.0,27.0,24.0,
06/30/2003,144.0,80,9.0,105.0,,,105.0,-50.0,,,,-50.0,,-31.0,-16.0,2.0,,,-18.0,,,0.0,0.0,0.0,,,,,-15.0,-21.0,-19.0,-9.0,,,,7.0,7.0,0.0,0.0,,92.0,46.0,3.0,
09/30/2003,84.0,99,9.0,-54.0,,,-54.0,30.0,,,,30.0,,-33.0,-12.0,1.0,,,-13.0,,,0.0,0.0,0.0,,,,,-21.0,-52.0,-19.0,-43.0,,,,3.0,4.0,-1.0,7.0,,-1.0,23.0,19.0,
12/31/2003,170.0,118,11.0,30.0,,,30.0,11.0,,,,11.0,,-12.0,-17.0,0.0,,,-17.0,,,0.0,0.0,0.0,,,,,5.0,-91.0,-25.0,-78.0,,,,19.0,19.0,0.0,-7.0,,67.0,29.0,4.0,
03/31/2004,163.0,148,12.0,41.0,,,41.0,-38.0,,,,-38.0,,-65.0,-13.0,0.0,,,-13.0,,,0.0,0.0,0.0,,,,,-52.0,-251.0,-26.0,-70.0,,,,-139.0,9.0,-148.0,-16.0,,-153.0,21.0,17.0,
06/30/2004,113.0,96,11.0,6.0,,,6.0,0.0,,,,0.0,,-19.0,-8.0,3.0,,,-11.0,,,0.0,0.0,0.0,,,,,-11.0,78.0,-30.0,150.0,,,,-40.0,10.0,-50.0,-2.0,,172.0,7.0,2.0,
09/30/2004,43.0,75,12.0,-6.0,,,-6.0,-38.0,,,,-38.0,,-24.0,-9.0,1.0,,,-10.0,,,0.0,0.0,0.0,,,,,-15.0,-132.0,-29.0,0.0,,,,-102.0,11.0,-113.0,-1.0,,-113.0,61.0,6.0,
12/31/2004,171.0,108,12.0,-42.0,,,-42.0,93.0,,,,93.0,,-155.0,-8.0,7.0,,,-15.0,,,0.0,0.0,0.0,,,,,-147.0,-15.0,-30.0,0.0,,,,0.0,28.0,-28.0,15.0,,1.0,33.0,6.0,
03/31/2005,-130.0,67,13.0,16.0,-20.0,8.0,28.0,-226.0,-1777.0,,1893.0,-342.0,,-22.0,-9.0,1.0,,,-10.0,,,0.0,0.0,0.0,,,,,-13.0,1.0,-31.0,0.0,,,,37.0,37.0,0.0,-5.0,,-151.0,1.0,5.0,
06/30/2005,21.0,114,14.0,-67.0,,4.0,-71.0,-40.0,178.0,,,-218.0,,97.0,-3.0,2.0,,,-5.0,,,0.0,0.0,0.0,,,,,100.0,-162.0,-35.0,0.0,,,,-130.0,22.0,-152.0,3.0,,-44.0,16.0,6.0,
09/30/2005,93.0,45,13.0,-50.0,,-3.0,-47.0,85.0,560.0,,,-475.0,,-16.0,-7.0,1.0,,,-8.0,,,0.0,0.0,0.0,,,,,-9.0,-48.0,-35.0,144.0,,,,-145.0,9.0,-154.0,-12.0,,29.0,24.0,1.0,
12/31/2005,111.0,55,14.0,145.0,,29.0,116.0,-103.0,-132.0,,,29.0,,-27.0,-7.0,2.0,,,-9.0,,,0.0,0.0,0.0,,,,,-20.0,-76.0,-34.0,-1.0,,,,-40.0,14.0,-54.0,-1.0,,8.0,21.0,0.0,
03/31/2006,15.0,140,14.0,-101.0,0.0,3.0,-104.0,-38.0,-1550.0,,1645.0,-133.0,,-24.0,-11.0,1.0,,,-12.0,,,0.0,0.0,0.0,,,,,-13.0,-26.0,-34.0,0.0,,,,7.0,7.0,0.0,1.0,,-35.0,22.0,18.0,
06/30/2006,98.0,72,15.0,-25.0,,3.0,-28.0,36.0,-851.0,,,887.0,,-21.0,-13.0,1.0,,,-14.0,,,,,,,,,,-8.0,-25.0,-37.0,,,,,5.0,5.0,,7.0,,52.0,12.0,,
09/30/2006,-38.0,89,17.0,-40.0,,-7.0,-33.0,-104.0,1285.0,,,-1389.0,,10.0,48.0,57.0,,,-9.0,,,0.0,0.0,0.0,,,,,-38.0,-28.0,-37.0,35.0,,,,-24.0,8.0,-32.0,-2.0,,-56.0,33.0,16.0,
12/31/2006,72.0,148,17.0,-39.0,,83.0,-122.0,-54.0,868.0,,,-922.0,,102.0,127.0,147.0,,,-20.0,,,0.0,0.0,0.0,,,,,-25.0,-40.0,-37.0,165.0,,,,-172.0,7.0,-179.0,4.0,,134.0,29.0,2.0,
03/31/2007,80.0,169,16.0,-26.0,4.0,-2.0,-28.0,-79.0,-1255.0,,1363.0,-187.0,,-27.0,-26.0,0.0,,,-26.0,,,0.0,0.0,0.0,,,,,-1.0,-89.0,-36.0,395.0,,,,-448.0,9.0,-457.0,0.0,,-36.0,,,
06/30/2007,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2007,135.0,67,16.0,-9.0,,14.0,-23.0,61.0,1760.0,,,-1699.0,,-45.0,-41.0,18.0,,,-59.0,,,0.0,0.0,0.0,,,,,-4.0,-22.0,-36.0,-1.0,,,,10.0,10.0,0.0,5.0,,68.0,23.0,36.0,
12/31/2007,35.0,95,17.0,25.0,,44.0,-19.0,-102.0,316.0,,,-418.0,,-42.0,-44.0,6.0,,,-50.0,,,0.0,0.0,0.0,,,,,2.0,-3.0,-36.0,49.0,,,,-17.0,6.0,-23.0,1.0,,-10.0,43.0,0.0,
03/31/2008,10.0,166,16.0,-53.0,7.0,10.0,-70.0,-119.0,-1764.0,,1903.0,-258.0,,-75.0,-43.0,1.0,,,-44.0,,,0.0,0.0,0.0,,,,,-32.0,55.0,-36.0,165.0,,,,-72.0,3.0,-75.0,-2.0,,-10.0,10.0,37.0,
06/30/2008,32.0,39,17.0,-25.0,,12.0,-37.0,1.0,-933.0,,,934.0,,-23.0,-19.0,1.0,,,-20.0,,,0.0,0.0,0.0,,,,,-4.0,0.0,-36.0,45.0,,,,1.0,1.0,0.0,-10.0,,9.0,9.0,2.0,
09/30/2008,80.0,36,20.0,-24.0,,10.0,-34.0,48.0,794.0,,,-746.0,,5.0,-1.0,1.0,,,-2.0,,,0.0,0.0,0.0,,,,,6.0,-133.0,-37.0,-90.0,,,,9.0,9.0,0.0,-15.0,,-48.0,-19.0,-39.0,
12/31/2008,102.0,62,37.0,-26.0,,14.0,-40.0,29.0,1304.0,,,-1275.0,,-940.0,-25.0,3.0,,,-28.0,,,0.0,0.0,0.0,,,,,-915.0,880.0,-37.0,908.0,,,,8.0,8.0,0.0,1.0,,42.0,,,
