Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/27/1992,489.458008,17.907,17.907,0.0,100.487,,,101.361,,,,,27.514999,,,,,247.270004,169.528,,,0.0,,72.660004,,,,,,72.660004,242.188004,,53.938,53.938,,,,13.567,,,,,,81.625997,,,81.625997,149.130997,56.351002,,,,,,,,,,56.351002,205.481998,0,92.338997,,,-1.035,,192.671993,283.97599,0,283.97599,489.457989,
12/31/1992,522.164001,44.122002,44.122002,0.0,93.178001,,,94.428001,,,,,33.737,,,,,265.464996,183.787003,297.726013,-113.939003,0.0,,72.912003,,,,,,72.912003,256.699006,,58.004002,58.004002,,,,16.965,,,,,,94.264,,,94.264,169.233002,2.36,,,,,15.191,,,,15.191,17.551,186.784002,0,131.438004,,,-1.028,,204.970001,335.380005,0,335.380005,522.164007,
03/28/1993,566.075012,27.386999,27.386999,0.0,112.678001,,,121.569,,,,,27.236,,,,,288.869995,181.048004,,,0.0,,96.156998,,,,,,96.156998,277.205002,,57.379002,57.379002,,,,17.368999,,,,,,106.774994,,,106.774994,181.522995,11.859,,,,,51.480999,,,,51.480999,63.339999,244.862994,0,132.093994,,,-1.024,,190.141996,321.21199,0,321.21199,566.074985,
06/27/1993,598.905029,55.528999,55.528999,0.0,115.888,,,119.639999,,,,,26.716,,,,,317.77301,183.916,,,0.0,,97.216003,,,,,,97.216003,281.132004,,53.68,53.68,,,,15.613,,,,,,121.766997,,,121.766997,191.059998,12.039,,,,,52.632999,,,,52.632999,64.671999,255.731997,0,132.667999,,,-1.587,,212.092005,343.173004,0,343.173004,598.905001,
09/26/1993,611.719971,49.835999,49.835999,0.0,110.058998,,,138.292999,,,,,26.983999,,,,,325.171997,190.389999,,,0.0,,96.157997,,,,,,96.157997,286.547997,,64.32,64.32,,,,13.947,,,,,,104.846999,,,104.846999,183.113998,,,,,,66.082001,,,,66.082001,66.082001,249.195999,0,134.929993,,,-1.584,,229.177994,362.523987,0,362.523987,611.719986,
12/31/1993,583.284973,77.709,77.709,0.0,86.030998,,,140.151001,,,,,29.867001,,,,,333.757996,205.768005,343.78299,-138.014999,0.0,,43.758999,,,,,,43.758999,249.527004,,56.349998,56.349998,,,,21.368999,,,,,,113.042996,,,113.042996,190.761993,12.612,,,,,54.999001,,,,54.999001,67.611001,258.372994,0,137.535004,,,-1.583,,188.959999,324.912003,0,324.912003,583.284997,
03/31/1994,610.616028,38.592999,38.592999,0.0,146.565002,,,147.097,,,,,28.177999,,,,,360.433014,204.916,,,0.0,,45.266998,,,,,,45.266998,250.182999,,55.366001,55.366001,,,,24.711,,,,,,113.648005,,,113.648005,193.725006,14.307,,,,,56.355999,,,,56.355999,70.662999,264.388005,0,140.572006,,,-1.582,,207.238006,346.228012,0,346.228012,610.616017,
06/26/1994,676.408997,97.739998,97.739998,0.0,143.639008,,,141.610001,,,,,27.92,,,,,410.908997,212.591995,,,0.0,,52.908001,,,,,,52.908001,265.499996,,55.167999,55.167999,,,,25.559,,,,,,142.067007,,,142.067007,222.794006,15.383,,,,,57.653,,,,57.653,73.036,295.830007,0,140.852005,,,-1.581,,241.308005,380.57901,0,380.57901,676.409017,
09/25/1994,696.085022,63.292999,63.292999,0.0,156.753998,,,159.473007,,,,,28.556999,,,,,408.076996,228.339005,,,0.0,,59.668999,,,,,,59.668999,288.008003,,64.083,64.083,,,,15.536,,,,,,133.015002,,,133.015002,212.634003,0.0,,,,,81.214996,,,,81.214996,81.214996,293.848999,0,142.335999,,,-1.581,,261.480994,402.235992,0,402.235992,696.084991,
12/31/1994,676.663025,57.883999,57.883999,0.0,116.261002,,,89.879997,,,,,80.101997,,,,,344.127014,214.037994,359.980011,-145.942001,0.0,,118.498001,,,,,,118.498001,332.535995,,48.827999,48.827999,,,,1.431,,,,,,104.509998,,,104.509998,154.768997,0.0,,,,,88.662003,,,,88.662003,88.662003,243.431,0,151.5,,,-1.581,,283.312995,433.231995,0,433.231995,676.662995,
03/26/1995,683.836975,19.295,19.295,0.0,144.296005,,,101.957001,,,,,79.384003,,,,,344.932007,219.188004,,,0.0,,119.717003,,,,,,119.717003,338.905006,,48.650002,48.650002,,,,23.979,,,,,,103.693005,,,103.693005,176.322006,0.0,,,,,91.211998,,,,91.211998,91.211998,267.534004,0,151.998001,,,-41.868999,,306.173992,416.302994,0,416.302994,683.836998,
06/25/1995,724.578003,64.595001,64.595001,0.0,161.389999,,,83.485001,,,,,60.874001,,,,,370.343994,229.324997,,,0.0,,124.908997,,,,,,124.908997,354.233994,,63.247002,63.247002,,,,8.117,,,,,,110.186994,,,110.186994,181.550995,0.0,,,,,95.629997,,,,95.629997,95.629997,277.180992,0,153.332001,,,-41.898998,,335.964001,447.397003,0,447.397003,724.577995,
09/24/1995,764.497986,47.796001,47.796001,0.0,164.826004,,,98.973,,,,,68.774002,,,,,380.368988,251.578003,,,0.0,,132.550995,,,,,,132.550995,384.128998,,87.313004,87.313004,,,,4.031,,,,,,103.329992,,,103.329992,194.673996,0.0,,,,,103.547997,,,,103.547997,103.547997,298.221992,0,153.908997,,,-41.898998,,354.266003,466.276001,0,466.276001,764.497993,
12/31/1995,1000.669983,31.462,31.462,0.0,134.210007,,,84.427002,,,,,87.139,,,,,337.238007,284.774994,468.010986,-183.235992,213.444,,165.212997,,,,,,165.212997,663.431991,,102.563004,102.563004,,,,2.691,,,,,,127.956003,,,127.956003,233.210007,164.330002,,,,,108.560997,,,,108.560997,272.890999,506.101006,0,155.306,,,-41.903,,381.166,494.569,0,494.569,1000.670006,
03/31/1996,1062.915039,39.577,39.577,0.0,169.785995,,,85.759003,,,,,51.959999,,,,,347.082001,293.269989,,,270.761993,,151.800995,,,,,,151.800995,715.832977,,97.790001,97.790001,,,,1.298,,,,,,118.876995,,,118.876995,217.964996,196.656998,,,,,114.725998,,,,114.725998,311.382996,529.347992,0,,,,,,533.567017,533.567017,0,533.567017,1062.915009,
06/30/1996,1104.375,96.273003,96.273003,0.0,169.945007,,,80.316002,,,,,45.466999,,,,,392.001007,308.186005,,,251.542007,,152.645996,,,,,,152.645996,712.374008,,96.565002,96.565002,,,,1.197,,,,,,137.987998,,,137.987998,235.75,180.089005,,,,,115.519997,,,,115.519997,295.609001,531.359001,0,,,,0.0,,573.015991,573.015991,0,573.015991,1104.374992,
09/29/1996,1221.531006,114.045998,114.045998,0.0,176.621994,,,91.480003,,,,,44.060001,,,,,426.208008,330.566986,,,312.32901,,152.427002,,,,,,152.427002,795.322998,,107.455002,107.455002,,,,0.946,,,,,,150.28601,,,150.28601,258.687012,243.647995,,,,,115.594002,,,,115.594002,359.241997,617.929008,0,,,,,,603.60199,603.60199,0,603.60199,1221.530998,
12/31/1996,1299.984985,142.479004,142.479004,0.0,141.315002,,,101.386002,,,,,227.949005,,,,,613.129028,409.43399,640.729004,-231.294998,154.264008,,123.157997,,,,,,123.157997,686.855995,,100.698997,100.698997,,,,8.065,,,,,,142.33401,,,142.33401,251.098007,250.0,,,,,136.167007,,,,136.167007,386.167007,637.265014,0,175.932999,,,-41.932999,,528.719986,662.719986,0,662.719986,1299.985,
03/30/1997,1439.969971,113.547997,113.547997,0.0,215.031998,,,93.440002,32.674999,,60.764999,,40.631001,,,,,462.651001,418.174988,731.841003,-313.665985,418.118988,,141.024994,40.348999,,,,,100.675995,977.31897,,110.874001,110.874001,,,,0.0,,,,,,163.706993,,,163.706993,274.580994,335.73999,,,,,133.962006,,,,133.962006,469.701996,744.28299,0,,,,,,695.687012,695.687012,0,695.687012,1439.970001,
06/29/1997,1473.373047,144.473999,144.473999,0.0,198.707001,,,101.436996,32.758999,,68.678001,,40.897999,,,,,485.515991,454.058014,783.437988,-329.380005,396.290009,,137.509003,39.800999,,,,,97.708004,987.857025,,117.404999,117.404999,,,,0.0,,,,,,170.716003,,,170.716003,288.121002,306.325012,,,,,137.188004,,,,137.188004,443.513016,731.634018,0,,,,,,741.739014,741.739014,0,741.739014,1473.373032,
09/28/1997,1486.442017,105.364998,105.364998,0.0,373.859985,,,112.143997,36.969002,,75.175003,,42.029999,,,,,633.398987,473.699005,819.054016,-345.355011,242.809998,,136.533997,39.254002,,,,,97.279995,853.042999,,109.792999,109.792999,,,,0.0,,,,,,173.0,,,173.0,282.792999,280.919006,,,,,134.582993,,,,134.582993,415.501999,698.294998,0,,,,,,788.146973,788.146973,0,788.146973,1486.441971,
12/31/1997,1598.901001,147.462006,147.462006,0.0,102.796997,,,117.474998,37.597,,79.877998,,336.286987,,,,,704.020996,528.869019,824.638977,-295.769989,249.345993,,116.665001,45.323002,,,,,71.341999,894.880013,,106.112,106.112,,,,90.638,,,,,,164.937988,,,164.937988,361.687988,280.0,,,,,130.544998,,,,130.544998,410.544998,772.232986,0,188.751999,,,-41.959,,679.875016,826.668015,0,826.668015,1598.901001,
03/29/1998,1694.354004,95.236,95.236,0.0,124.973999,,,128.869003,38.887001,,89.982002,,361.325989,,,,,710.405029,535.565979,918.887024,-383.321014,334.915985,,113.467003,46.039001,,,,,67.428001,983.948967,,116.742996,116.742996,,,,152.585999,,,,,,155.496017,,,155.496017,424.825012,280.0,,,,,131.858994,,,,131.858994,411.858994,836.684006,0,,,,,,857.669983,857.669983,0,857.669983,1694.353989,
06/28/1998,1746.000977,154.475006,154.475006,0.0,91.335999,,,131.524994,47.334999,,84.190002,,346.812012,,,,,724.14801,561.966003,966.294983,-404.32901,346.096985,,113.790001,45.323002,,,,,68.466999,1021.852989,,118.394997,118.394997,,,,125.950996,,,,,,176.059006,,,176.059006,420.404999,280.0,,,,,133.472,,,,133.472,413.472,833.876999,0,,,,,,912.124023,912.124023,0,912.124023,1746.001022,
09/27/1998,1817.857056,122.146004,122.146004,0.0,112.305,,,145.018997,55.060001,,89.959,,390.028992,,,,,769.499023,580.757019,1007.416992,-426.660004,352.865997,,114.735001,44.852001,,,,,69.882999,1048.358017,,132.988007,132.988007,,,,132.412994,,,,,,169.188995,,,169.188995,434.589996,280.0,,,,,134.115005,,,,134.115005,414.115005,848.705002,0,,,,,,969.151978,969.151978,0,969.151978,1817.856979,
12/31/1998,1920.208984,165.169998,165.169998,0.0,113.417,,,155.615997,55.335999,0.0,121.004997,-20.725,410.76001,,,,,844.963013,627.758972,1076.380981,-448.622009,319.427002,,128.059998,51.196999,,,,,76.862999,1075.245972,,122.722,122.722,,,,146.742004,,,,,,199.05101,,,199.05101,468.515015,280.0,,,,,141.783005,,,,141.783005,421.783005,890.298019,0,213.544006,,,-57.132999,,873.500004,1029.911011,0,1029.911011,1920.20903,
03/28/1999,2068.12,145.238,145.238,0.0,541.379,139.633,,154.127,55.596,0.0,120.006,0.0,46.909,,,,,887.653,627.499,1101.691,-474.192,427.076,,125.892,50.406,50.406,0.0,,,75.486,1180.467,,130.759,130.759,,,,238.288,,,,,,193.792,,,193.792,562.839,280.0,,,,,132.503,,,,132.503,412.503,975.342,0,,,,,,1092.778,1092.778,0,1092.778,2068.12,
06/27/1999,2062.19,209.984,209.984,0.0,470.031,100.813,,149.06,59.499,0.0,89.561,0.0,49.745,,,,,878.82,629.941,1130.476,-500.535,426.0,,127.429,51.182,51.182,0.0,,,76.247,1183.37,,112.521,112.521,,,,217.655,,,,,,211.752,,,211.752,541.928,280.0,,,,,136.829,,,,136.829,416.829,958.757,0,,,,,,1103.433,1103.433,0,1103.433,2062.19,
09/26/1999,2085.778,163.833,163.833,0.0,545.509,125.554,,166.812,62.182,0.0,126.105,0.0,53.37,,,,,929.524,640.841,1168.961,-528.12,389.263,,126.15,50.368,50.368,0.0,,,75.782,1156.254,,180.939,180.939,,,,173.974,,,,,,207.488,,,207.488,562.401,280.0,,,,,140.835,,,,140.835,420.835,983.236,0,,,,,,1102.542,1102.542,0,1102.542,2085.778,
12/31/1999,2112.077,183.415,183.415,0.0,542.659,101.708,,168.616,61.893,0.0,127.399,0.0,54.304,,,,,948.994,681.741,1236.15,-554.409,354.888,,126.454,55.408,55.408,0.0,,,71.046,1163.083,,137.66,137.66,,,,181.163,,,,,,199.331,,,199.331,518.154,280.0,,,,,152.843,,,,152.843,432.843,950.997,0,238.132,,,-187.992,1113.376,-2.436,1161.08,0,1161.08,2112.077,
03/26/2000,2202.316895,208.996002,208.996002,0.0,623.323975,151.544006,,168.559998,64.818001,,124.667999,0.0,49.702999,,,,,1050.583008,672.97998,1257.412964,-584.432983,371.385986,,107.367996,39.500999,39.500999,0.0,,,67.866997,1151.733963,,171.701996,171.701996,,,,123.815002,,,,,,226.774017,,,226.774017,522.291016,280.0,,,,,157.639999,,,,157.639999,437.639999,959.931015,0,,,,,,1242.385986,1242.385986,0,1242.385986,2202.317001,
06/25/2000,2185.226,297.917,297.917,0.0,567.726,115.743,,157.415,66.642,,111.699,0.0,50.76,,,,,1073.818,677.785,1294.33,-616.545,329.082,,104.541,38.834,38.834,0.0,,,65.707,1111.408,,185.637,185.637,,,,48.163,,,,,,236.429,,,236.429,470.229,280.0,,,,,159.971,,,,159.971,439.971,910.2,0,,,,,,1275.026,1275.026,0,1275.026,2185.226,
09/24/2000,2316.124,410.785,410.785,0.0,593.861,125.965,,178.92,77.702,,122.644,0.0,56.414,,,,,1239.98,688.597,1327.806,-639.209,287.363,,100.184,38.167,38.167,0.0,,,62.017,1076.144,,179.269,179.269,,,,104.451,,,,,,240.026,,,240.026,523.746,280.0,,,,,160.412,,,,160.412,440.412,964.158,0,,,,,,1351.966,1351.966,0,1351.966,2316.124,
12/31/2000,2436.404,419.736,419.736,0.0,629.17,98.311,,191.931,73.065,,137.691,0.0,56.427,,,,,1297.264,754.115,1424.561,-670.446,234.091,,150.934,54.331,54.331,0.0,,,96.603,1139.14,,169.844,169.844,,,,89.509,,,,,,238.39,,,238.39,497.743,355.0,,,,,178.006,,,,178.006,533.006,1030.749,0,288.6,,,-313.994,1431.017,0.032,1405.655,0,1405.655,2436.404,
03/25/2001,2767.752,399.339,399.339,0.0,776.225,162.618,,187.982,67.574,,139.483,0.0,56.888,,,,,1420.434,746.959,,,451.873,,148.486,52.28,52.28,0.0,,,96.206,1347.318,,189.911,189.911,,,,293.553,,,,,,252.971,,,252.971,736.435,355.0,,,,,182.686,,,,182.686,537.686,1274.121,0,,,,,,1493.631,1493.631,0,1493.631,2767.752,
06/24/2001,2842.301,546.656,546.656,0.0,682.664,136.781,,177.678,65.88,,131.123,0.0,63.025,,,,,1470.023,774.749,,,452.247,,145.282,51.084,51.084,0.0,,,94.198,1372.278,,186.611,186.611,,,,192.044,,,,,,290.893,,,290.893,669.548,355.0,,,,,187.059,,,,187.059,542.059,1211.607,0,,,,,,1630.694,1630.694,0,1630.694,2842.301,
09/23/2001,2919.049,561.775,561.775,0.0,715.165,149.962,,185.663,74.21,,131.028,0.0,58.591,,,,,1521.194,808.288,,,442.388,,147.179,50.948,50.948,0.0,,,96.231,1397.855,,232.33,232.33,,,,148.855,,,,,,339.036,,,339.036,720.221,355.0,,,,,194.05,,,,194.05,549.05,1269.271,0,,,,,,1649.778,1649.778,0,1649.778,2919.049,
12/31/2001,3118.495,635.449,439.438,196.011,775.264,118.843,,181.115,80.363,,117.865,0.0,73.436,,,,,1665.264,891.82,1705.361,-813.541,379.335,,182.076,49.711,49.711,0.0,,,132.365,1453.231,,194.683,194.683,,,,217.051,,,,,,304.376,,,304.376,716.11,380.0,,,,,266.102,,,,266.102,646.102,1362.212,0,362.407,,,-425.546,1833.335,-13.913,1756.283,0,1756.283,3118.495,
03/31/2002,3399.304,579.728,378.535,201.193,890.479,152.083,,183.632,74.702,,126.293,-17.363,78.475,,,,,1732.314,902.208,,,582.366,,182.416,49.38,49.38,0.0,,,133.036,1666.99,,218.229,218.229,,,,366.286,,,,,,313.954,,,313.954,898.469,380.0,,,,,273.812,,,,273.812,653.812,1552.281,0,,,,,,1847.023,1847.023,0,1847.023,3399.304,
06/30/2002,3405.856,727.295,524.049,203.246,760.458,150.728,,203.255,79.664,,141.204,-17.613,88.371,,,,,1779.379,924.337,,,519.935,,182.205,51.382,51.382,0.0,,,130.823,1626.477,,233.725,233.725,,,,147.837,,,,,,401.206,,,401.206,782.768,380.0,,,,,274.653,,,,274.653,654.653,1437.421,0,,,,,,1968.435,1968.435,0,1968.435,3405.856,
09/29/2002,3733.614,847.354,642.099,205.255,925.636,112.04,,212.87,78.286,,152.447,-17.863,88.009,,,,,2073.869,938.238,,,508.269,,213.238,51.01,51.01,0.0,,,162.228,1659.745,,255.997,255.997,,,,223.141,,,,,,458.858,,,458.858,937.996,380.0,,,,,287.462,,,,287.462,667.462,1605.458,0,,,,,,2128.156,2128.156,0,2128.156,3733.614,
12/31/2002,3861.217,795.728,280.928,514.8,964.465,108.694,,218.156,82.209,,152.964,-17.017,88.237,,,,,2066.586,1032.596,2006.256,-973.66,589.809,,172.226,49.93,49.93,0.0,,,122.296,1794.631,,226.977,226.977,,,,382.579,,,,,,380.496,,,380.496,990.052,380.0,,,,,258.25,,,,258.25,638.25,1628.302,0,389.538,,,-482.36,2372.095,-46.358,2232.915,0,2232.915,3861.217,
03/30/2003,3999.774,890.685,395.943,494.742,1168.237,117.907,,214.419,78.605,,153.081,0.0,75.851,,,,,2349.192,1028.281,,,451.973,,170.328,50.461,50.461,0.0,,,119.867,1650.582,,252.575,252.575,,,,300.06,,,,,,401.768,,,401.768,954.403,380.0,,,,,267.955,,,,267.955,647.955,1602.358,0,,,,,,2397.416,2397.416,0,2397.416,3999.774,
06/29/2003,4297.114,1192.128,691.459,500.669,1023.988,113.025,,206.574,77.664,,146.427,0.0,73.169,,,,,2495.859,1014.063,,,606.619,,180.573,51.609,51.609,0.0,,,128.964,1801.255,,243.976,243.976,,,,343.331,,,,,,452.777,,,452.777,1040.084,380.0,,,,,336.276,,,,336.276,716.276,1756.36,0,,,,,,2540.754,2540.754,0,2540.754,4297.114,
09/28/2003,4500.594,1390.837,942.021,448.816,934.015,119.178,,210.925,87.11,,141.582,0.0,80.309,,,,,2616.086,1002.649,,,704.43,,177.429,51.763,51.763,0.0,,,125.666,1884.508,,242.673,242.673,,,,337.657,,,,,,455.583,,,455.583,1035.913,380.0,,,,,347.395,,,,347.395,727.395,1763.308,0,,,,,,2737.286,2737.286,0,2737.286,4500.594,
12/31/2003,4923.088,1322.66,812.449,510.211,1114.396,112.406,,207.726,89.823,,135.195,0.0,84.345,,,,,2729.127,1046.31,2191.185,-1144.875,735.859,,411.792,53.678,53.678,0.0,,,358.114,2193.961,,223.902,223.902,,,,324.305,324.305,0.0,0.0,,,407.566,,,407.566,955.773,670.0,670.0,0.0,0.0,,339.623,,,,339.623,1009.623,1965.396,0,422.721,,,-586.24,3074.037,47.174,2957.692,0,2957.692,4923.088,
03/28/2004,4689.97,1102.687,590.643,512.044,1304.802,132.27,,222.811,79.904,,160.449,0.0,76.975,,,,,2707.275,1015.94,,,558.737,,408.018,52.925,52.925,0.0,,,355.093,1982.695,,299.543,299.543,,,,195.703,,,,,,400.415,,,400.415,895.661,670.0,,,,,357.109,,,,357.109,1027.109,1922.77,0,,,,,,2767.2,2767.2,0,2767.2,4689.97,
06/27/2004,4724.744,1313.004,798.542,514.462,1085.52,130.606,,217.711,73.811,,161.692,0.0,81.814,,,,,2698.049,994.072,,,633.45,,399.173,57.091,57.091,0.0,,,342.082,2026.695,,272.198,272.198,,,,96.977,,,,,,382.279,,,382.279,751.454,670.0,,,,,359.17,,,,359.17,1029.17,1780.624,0,,,,,,2944.12,2944.12,0,2944.12,4724.744,
09/26/2004,4930.374,1528.336,1009.528,518.808,1137.136,139.022,,234.728,79.476,,173.294,0.0,84.155,,,,,2984.355,978.292,,,581.296,,386.431,57.267,57.267,0.0,,,329.164,1946.019,,285.725,285.725,,,,109.179,,,,,,407.348,,,407.348,802.252,670.0,,,,,365.378,,,,365.378,1035.378,1837.63,0,,,,,,3092.744,3092.744,0,3092.744,4930.374,
12/31/2004,5483.292969,1612.068054,275.158997,1336.909058,1745.370972,121.333,,226.893005,78.75,,169.772003,-21.629,98.853996,,,,,3683.186035,1024.665039,2193.4021,-1168.737061,488.261993,,287.179993,59.456001,59.456001,0.0,,,227.723991,1800.107025,,244.201996,244.201996,,,,495.44101,,,,,,433.05304,,,433.05304,1172.696045,800.0,,,,,292.126007,,,,292.126007,1092.126007,2264.822052,0,536.367981,,,-1150.371948,3844.571045,-12.096069,3218.471008,0,3218.471008,5483.29306,
03/27/2005,5305.773,1384.527,200.379,1184.148,1559.122,146.199,,246.875,75.921,,193.333,-22.379,93.216,,,,,3283.74,1008.591,,,727.794,,285.648,58.437,58.437,0.0,,,227.211,2022.033,,292.033,292.033,,,,264.36,,,,,,509.492,,,509.492,1065.885,800.0,,,,,169.051,,,,169.051,969.051,2034.936,0,,,,,,3270.837,3270.837,0,3270.837,5305.773,
06/26/2005,4266.058105,735.921997,319.720001,416.201996,1184.901978,138.412994,,225.778,81.405998,,166.901001,-22.528999,102.578003,,,,,2249.179932,990.453003,,,752.362976,,274.062012,57.005001,57.005001,0.0,,,217.057011,2016.877991,,269.847992,269.847992,,,,7.994,,,,,,358.847034,,,358.847034,636.689026,800.0,,,,,195.085007,,,,195.085007,995.085007,1631.774033,0,,,,,,2634.283936,2634.283936,0,2634.283936,4266.057968,
