Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,,9.798265,,8.361836,8.101183,7.49575,7.49575,,3.117184,8.364968,,
06/30/1990,,,,,,,8.363322,,6.967877,6.769734,6.241621,6.241621,,2.843666,9.602417,,
09/30/1990,,,,,,,11.983364,,10.815336,8.932205,8.255391,8.255391,,17.411677,6.819204,,
12/31/1990,,,,,,,4.848505,,3.405945,3.916576,3.565595,3.565595,,,14.968157,,
03/31/1991,,14.151729,1.965862,10.326184,12.423796,,6.392076,,5.061684,4.894552,4.234837,4.234837,,3.301901,12.850695,12.333134,
06/30/1991,,15.582037,2.199944,11.708929,12.985111,,12.860276,51.551709,11.684062,9.227417,8.424253,8.424253,,21.025608,6.013204,14.645057,
09/30/1991,,14.368064,2.042087,10.886572,10.82575,,9.725684,,8.525518,6.640804,6.110902,6.110902,,22.106734,8.343722,13.169233,
12/31/1991,,16.633091,2.409093,12.032612,10.52845,,11.302233,80.182384,10.188499,8.402941,7.21297,7.21297,,17.525225,6.511167,15.550083,
03/31/1992,,20.091221,2.875327,14.396216,8.619845,,8.98144,53.986941,7.814724,6.759118,10.445657,10.445657,,13.507913,8.014698,18.480971,
06/30/1992,,19.180331,2.77192,14.732105,6.651388,,11.576484,-557.097852,10.530282,8.474366,7.732461,7.732461,,19.52385,6.169157,17.997066,
09/30/1992,,17.482039,2.589455,13.698569,6.892898,,4.280121,,3.186217,3.590483,3.577789,3.577789,,,13.305429,15.155979,
12/31/1992,,2.190697,0.296345,,,,-35.51935,-1082.30471,-36.56201,-22.538249,-18.077869,-18.077869,,,,,
03/31/1993,,1.881761,0.263949,,,,15.832866,174.681145,14.749586,11.156718,9.643733,9.643733,,24.359115,4.763089,1.792131,
