Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/03/1991,442.549011,10.84,10.84,0.0,86.914001,,,233.654999,,,,,15.868,,,,,,347.277008,66.266998,,,0.0,29.004999,,,,,,29.004999,95.271997,,25.67,25.67,,,,47.750999,,,,,,73.424002,,,,73.424002,146.845001,132.335999,,,,,13.475,,,13.475,145.810999,292.656,72.800003,48.443001,,,-173.830002,,202.480001,149.893003,0.0,149.893003,442.549004,
02/02/1992,398.968994,6.953,6.953,0.0,50.049999,,,226.393997,,,,,19.746,,,,,,303.143005,68.280998,150.102005,-81.820999,0.0,27.545,,,,,,27.545,95.825998,,29.070999,29.070999,,,,12.993,,,,,,62.511997,,,,62.511997,104.575996,121.455002,,,,,15.235,,,15.235,136.690001,241.265998,72.800003,49.803001,,,-173.830002,,208.93,157.703003,0.0,157.703003,398.969001,
05/03/1992,438.127991,9.978,9.978,0.0,59.772999,,,247.970001,,,,,21.021,,,,,,338.742004,71.960999,,,0.0,27.424999,,,,,,27.424999,99.385998,,28.815001,28.815001,,,,12.916,,,,,,59.657999,,,,59.657999,101.389,166.906998,,,,,15.561,,,15.561,182.467998,283.856997,72.800003,49.955002,,,-173.830002,,205.346003,154.271006,0.0,154.271006,438.128003,
08/02/1992,494.057007,11.848,11.848,0.0,70.806999,,,284.065002,,,,,22.884001,,,,,,389.604004,77.138,,,0.0,27.315001,,,,,,27.315001,104.453001,,27.023001,27.023001,,,,26.607,,,,,,70.603001,,,,70.603001,124.233002,180.240997,,,,,17.163,,,17.163,197.403997,321.636999,0.0,135.725998,,,-173.830002,,210.524002,172.419998,0.0,172.419998,494.056997,
11/01/1992,518.945007,32.459,32.459,0.0,95.054001,,,270.307007,,,,,20.747999,,,,,,418.567993,78.608002,,,0.0,21.768999,,,,,,21.768999,100.377001,,30.176001,30.176001,,,,16.41,,,,,,78.231001,,,,78.231001,124.817001,180.026993,,,,,20.584,,,20.584,200.610992,325.427994,0.0,135.886993,,,-173.830002,,231.460003,193.516994,0.0,193.516994,518.944988,
01/31/1993,517.362,77.063004,77.063004,,58.818001,,,258.760986,,,,,15.88,,,,,,410.522003,83.545998,160.322998,-76.777,,23.294001,,,,,,23.294001,106.839998,,32.923,32.923,,,,15.947,,,,,,66.338,,,,66.338,115.208,170.235001,,,,,20.506001,,,20.506001,190.741001,305.949001,0.0,144.126007,,,,,67.287003,211.41301,,211.41301,517.362011,
05/02/1993,507.628998,30.096001,30.096001,0.0,63.825001,,,287.052002,,,,,18.068001,,,,,,399.040985,86.516998,,,0.0,22.070999,,,,,,22.070999,108.587997,,25.535999,25.535999,,,,15.945,,,,,,66.469997,,,,66.469997,107.950996,170.235001,,,,,21.671,,,21.671,191.906,299.856997,0.0,144.643997,,,-173.830002,,236.958,207.771996,0.0,207.771996,507.628992,
08/01/1993,546.697998,13.676,13.676,0.0,67.588997,,,331.0,,,,,19.372999,,,,,,431.638,93.195999,,,0.0,21.864,,,,,,21.864,115.059999,,27.761,27.761,,,,40.945,,,,,,68.678995,,,,68.678995,137.384995,170.235001,,,,,24.059,,,24.059,194.294001,331.678995,0.0,145.091995,,,-173.807007,,243.734009,215.018997,0.0,215.018997,546.697992,
10/31/1993,567.189026,21.15,21.15,0.0,97.333,,,307.352997,,,,,15.635,,,,,,441.471008,103.928001,,,0.0,21.790001,,,,,,21.790001,125.718002,,29.422001,29.422001,,,,29.665001,,,,,,86.754993,,,,86.754993,145.841995,154.770004,,,,,27.549,,,27.549,182.319004,328.160999,0.0,145.561005,,,-173.807007,,267.27401,239.028008,0.0,239.028008,567.189007,
01/30/1994,554.770996,68.07,68.07,,61.986,,,269.871002,,,,,18.775,,,,,,418.701996,109.505997,199.238998,-89.733002,,26.563,,,,,,26.563,136.068996,,42.188,42.188,,,,0.245,,,,,,66.722998,,,,66.722998,109.155998,169.934006,,,,,28.882,,,28.882,198.816006,307.972004,0.0,151.550995,,,-173.807007,,269.055008,246.798996,,246.798996,554.771,
05/01/1994,538.98999,43.666,43.666,0.0,64.877998,,,272.872009,,,,,19.629999,,,,,,401.04599,111.452003,,,0.0,26.492001,,,,,,26.492001,137.944004,,32.176998,32.176998,,,,0.245,,,,,,64.808005,,,,64.808005,97.230003,169.936005,,,,,29.952,,,29.952,199.888004,297.118008,0.0,152.145004,,,-173.807007,,263.534004,241.872002,0.0,241.872002,538.990009,
07/31/1994,548.336975,16.958,16.958,0.0,69.751999,,,294.911987,,,,,22.790001,,,,,,404.411987,117.758003,,,0.0,26.167,,,,,,26.167,143.925003,,37.601002,37.601002,,,,0.245,,,,,,63.666999,,,,63.666999,101.513,169.936996,,,,,30.177,,,30.177,200.113997,301.626997,0.0,152.244995,,,-173.807007,,268.272003,246.709991,0.0,246.709991,548.336988,
10/30/1994,601.486023,32.271,32.271,0.0,101.024002,,,290.372009,,,,,23.923,,,,,,447.589996,128.098007,,,0.0,25.798,,,,,,25.798,153.896008,,51.673,51.673,,,,0.26,,,,,,81.540999,,,,81.540999,133.473999,169.677994,,,,,34.467999,,,34.467999,204.145992,337.619991,0.0,137.778,,,0.0,,126.087997,263.865997,0.0,263.865997,601.485989,
01/29/1995,596.283997,80.473,80.473,0.0,77.527,,,255.244003,,,,,16.426001,,,,,,429.670013,136.296997,245.358994,-109.061996,0.0,30.316999,,,,,,30.316999,166.613997,,38.758999,38.758999,,,,0.26,,,,,,75.013998,,,,75.013998,114.032997,169.679001,,,,,37.112,,,37.112,206.791,320.823997,0.0,139.410995,,,0.0,,136.048996,275.459991,0.0,275.459991,596.283989,
04/30/1995,751.062988,11.738,11.738,0.0,89.458,,,338.341003,,,,,21.228001,,,,,,460.765015,142.572998,,,0.0,147.725006,,,,,,147.725006,290.298004,,49.034,49.034,,,,85.114998,,,,,,95.326008,,,,95.326008,229.475006,194.681,,,,,56.432999,,,56.432999,251.113998,480.589005,0.0,139.785004,,,0.0,,130.688995,270.473999,0.0,270.473999,751.063004,
07/28/1995,801.47699,15.646,15.646,0.0,92.675003,,,384.410004,,,,,16.231001,,,,,,508.962006,143.440002,,,0.0,149.074997,,,,,,149.074997,292.514999,,38.591999,38.591999,,,,113.355003,,,,,,77.192005,,,,77.192005,229.139008,239.682007,,,,,58.959999,,,58.959999,298.642006,527.781013,0.0,140.113007,,,0.0,,133.582993,273.695999,0.0,273.695999,801.477013,
10/29/1995,834.416016,22.311001,22.311001,0.0,148.085999,,,357.212006,,,,,18.808001,,,,,,546.416992,135.996002,,,0.0,152.003006,,,,,,152.003006,287.999008,,50.383999,50.383999,,,,118.696999,,,,,,94.887997,,,,94.887997,263.968994,239.403,,,,,62.202,,,62.202,301.605,565.573994,0.0,140.638,,,0.0,,128.203995,268.841995,0.0,268.841995,834.415989,
01/28/1996,749.054993,17.533001,17.533001,0.0,109.865997,,,276.77301,,,,,40.492001,,,,,,444.664001,143.397995,268.20401,-124.806,0.0,160.992996,,,,,,160.992996,304.390991,,38.796001,38.796001,,,,71.726997,,,,,,72.603008,,,,72.603008,183.126007,229.548004,,,,,61.089001,,,61.089001,290.637005,473.763012,0.0,142.955994,,,0.0,,132.335999,275.291992,0.0,275.291992,749.055004,
04/28/1996,756.101013,25.374001,25.374001,0.0,92.630997,,,300.511993,,,,,39.833,,,,,,458.350006,139.949005,,,0.0,157.802002,,,,,,157.802002,297.751007,,29.721001,29.721001,,,,109.137001,,,,,,65.974991,,,,65.974991,204.832993,229.550003,,,,,54.950001,,,54.950001,284.500004,489.332997,0.0,143.011993,,,0.0,,123.755997,266.76799,0.0,266.76799,756.100987,
07/28/1996,743.117981,14.139,14.139,0.0,83.439003,,,325.673004,,,,,24.566999,,,,,,447.817993,138.281006,,,0.0,157.018997,,,,,,157.018997,295.300003,,37.265999,37.265999,,,,90.137001,,,,,,65.139999,,,,65.139999,192.542999,229.552002,,,,,53.103001,,,53.103001,282.655003,475.198002,0.0,143.050995,,,0.0,,124.869003,267.919998,0.0,267.919998,743.118,
10/27/1996,770.791992,23.204,23.204,0.0,128.774002,,,299.121002,,,,,24.039,,,,,,475.138,138.604996,,,0.0,157.048996,,,,,,157.048996,295.653992,,43.719002,43.719002,,,,84.156998,,,,,,74.792,,,,74.792,202.667999,229.253006,,,,,56.740002,,,56.740002,285.993008,488.661007,0.0,143.238007,,,0.0,,138.893005,282.131012,0.0,282.131012,770.792019,
02/02/1997,657.435974,11.59,11.59,0.0,91.806,,,237.421997,,,,,22.139999,,,,,,362.958008,137.059998,273.436005,-136.376007,0.0,157.417999,,,,,,157.417999,294.477997,,36.355,36.355,,,,30.157,,,,,,55.754,,,,55.754,122.265999,189.397995,,,,,55.613998,,,55.613998,245.011993,367.277992,0.0,143.341995,,,0.0,,146.815994,290.15799,0.0,290.15799,657.435982,
05/04/1997,697.835022,16.219999,16.219999,0.0,98.746002,,,267.112,,,,,22.346001,,,,,,404.424011,134.082001,134.082001,0.0,0.0,159.328995,,,,,,159.328995,293.410995,,34.811001,34.811001,,,,79.156998,,,,,,53.505009,,,,53.505009,167.473007,189.399002,,,,,57.27,,,57.27,246.669003,414.14201,0.0,143.447006,,,0.0,,140.246002,283.693008,0.0,283.693008,697.835018,
08/03/1997,747.052979,14.474,14.474,0.0,82.904999,,,322.165985,,,,,29.478001,,,,,,449.02301,130.207993,,,0.0,167.822006,,,,,,167.822006,298.029999,,41.567001,41.567001,,,,87.156998,,,,,,81.468994,,,,81.468994,210.192993,209.401001,,,,,77.907997,,,77.907997,287.308998,497.501991,0.0,143.604996,,,0.0,,105.945999,249.550995,0.0,249.550995,747.052986,
11/02/1997,797.288025,20.482,20.482,0.0,144.311005,,,316.779999,,,,,30.621,,,,,,512.19397,118.945,,,0.0,166.149002,,,,,,166.149002,285.094002,,50.529999,50.529999,,,,117.181999,,,,,,89.074013,,,,89.074013,256.786011,209.078003,,,,,67.924004,,,67.924004,277.002007,533.788017,0.0,144.018997,,,0.0,,119.481003,263.5,0.0,263.5,797.288017,
02/01/1998,660.458984,11.748,11.748,0.0,88.655998,,,249.533997,15.964,15.216,218.354004,,35.080002,,,,,,385.018005,94.582001,214.248993,-119.667,0.0,180.858994,116.467003,,,,,64.391991,275.440994,,36.233002,36.233002,,,,148.785995,,,,,,89.202011,,,,89.202011,274.221008,100.117996,,,,,65.815002,,,65.815002,165.932999,440.154007,0.0,144.132996,,,0.0,,76.171997,220.304993,0.0,220.304993,660.459,
05/03/1998,690.244995,12.694,12.694,0.0,101.901001,,,261.739014,14.325,14.509,232.904999,0.0,34.993999,,,,,,411.328003,92.613998,,,0.0,186.302994,115.682999,115.682999,0.0,,,70.619995,278.916992,,32.214001,32.214001,,,,48.0,48.0,0.0,0.0,,,82.623005,,,,82.623005,162.837006,249.348999,249.348999,0.0,0.0,,65.262001,,,65.262001,314.611,477.448006,0.0,144.207993,,,0.0,,68.588997,212.796989,0.0,212.796989,690.244995,
08/02/1998,711.526001,4.576,4.576,0.0,85.024002,,,302.782013,14.452,14.192,274.138,0.0,42.366001,,,,,,434.747986,90.283997,,,0.0,186.494003,114.902,114.902,0.0,,,71.592003,276.778,,36.742001,36.742001,,,,63.599998,63.599998,0.0,0.0,,,77.855007,,,,77.855007,178.197006,249.363998,249.363998,0.0,0.0,,69.328003,,,69.328003,318.692001,496.889008,0.0,144.348007,,,0.0,,70.289001,214.637009,0.0,214.637009,711.526016,
11/01/1998,744.752014,11.07,11.07,0.0,125.969002,,,285.511993,10.243,17.688,257.580994,0.0,40.825001,,,,,,463.376007,91.652,,,0.0,189.723999,114.123001,114.123001,0.0,,,75.600998,281.375999,,30.855,30.855,,,,84.099998,84.099998,0.0,0.0,,,85.405003,,,,85.405003,200.360001,248.709,248.709,0.0,0.0,,67.767998,,,67.767998,316.476997,516.836998,0.0,144.630997,,,0.0,,83.283997,227.914993,0.0,227.914993,744.751991,
01/31/1999,674.312988,10.957,10.957,0.0,88.038002,,,232.695007,8.529,12.834,211.332001,0.0,36.327,,,,,,368.016998,108.846001,237.718994,-128.873001,0.0,197.449997,113.344002,113.344002,0.0,,,84.105995,306.295998,,44.851002,44.851002,,,,20.0,20.0,0.0,0.0,,,67.835003,,,,67.835003,132.686005,248.723007,248.723007,0.0,0.0,,64.015999,,,64.015999,312.739006,445.425011,0.0,144.970993,,,0.0,,83.917,228.887993,0.0,228.887993,674.313004,
05/02/1999,659.104,19.447,19.447,0.0,97.413,97.413,,253.75,8.27,11.848,233.632004,0.0,28.094,,,,,,398.704,91.671,,,0.0,168.729,85.304,85.304,0.0,,,83.425,260.4,,28.994,28.994,,,,0.0,0.0,0.0,0.0,,,92.899,,,,92.899,121.893,248.738,248.738,0.0,0.0,,66.255,,,66.255,314.993,436.886,0.0,144.971,,,0.0,77.247,0.0,222.218,0.0,222.218,659.104,
08/01/1999,648.440002,27.768999,27.768999,0.0,87.646004,,,248.292999,12.404,14.776,221.113007,0.0,28.544001,,,,,,392.252014,90.157997,,,0.0,166.029999,84.728996,84.728996,0.0,,,81.301003,256.187996,,25.988001,25.988001,,,,0.0,0.0,0.0,0.0,,,86.418997,,,,86.418997,112.406998,248.753998,248.753998,0.0,0.0,,62.512001,,,62.512001,311.265999,423.672997,0.0,144.970993,,,0.0,,79.795998,224.766991,0.0,224.766991,648.439987,
10/31/1999,667.924988,41.276001,41.276001,0.0,119.038002,,,226.988998,10.702,13.583,202.703995,0.0,30.063999,,,,,,417.367004,97.703003,,,0.0,152.854996,84.153,84.153,0.0,,,68.701996,250.557999,,27.594,27.594,,,,0.0,0.0,0.0,0.0,,,89.970003,,,,89.970003,117.564003,248.768997,248.768997,0.0,0.0,,62.539001,,,62.539001,311.307999,428.872002,0.0,144.987,,,0.0,,94.066002,239.053001,0.0,239.053001,667.925003,
01/30/2000,673.747986,94.820999,94.820999,0.0,66.421997,,,222.975998,10.868,11.995,200.113007,0.0,41.750999,,,,,,425.970001,106.122002,242.173004,-136.050995,0.0,141.656006,83.578003,83.578003,0.0,,,58.078003,247.778008,,39.858002,39.858002,,,,0.0,0.0,0.0,0.0,,,84.722,,,,84.722,124.580002,248.783997,248.783997,0.0,0.0,,58.699001,,,58.699001,307.482998,432.063,0.0,144.987,,,0.0,,96.697998,241.684998,0.0,241.684998,673.747998,
04/30/2000,679.448975,50.296001,50.296001,0.0,95.596001,,,244.455002,13.788,12.457,218.210007,0.0,41.186001,,,,,,431.53299,106.267998,,,0.0,141.647995,83.088997,83.088997,0.0,,,58.558998,247.915993,,37.192001,37.192001,,,,0.0,0.0,0.0,0.0,,,96.024994,,,,96.024994,133.216995,248.800995,248.800995,0.0,0.0,,59.702999,,,59.702999,308.503994,441.720989,0.0,144.987,,,0.0,,92.740997,237.727997,0.0,237.727997,679.448986,
07/30/2000,724.429993,23.115999,23.115999,0.0,77.327003,,,313.881012,18.882999,18.75,276.247986,0.0,45.069,,,,,,459.393005,108.939003,,,0.0,156.098007,96.445,96.445,0.0,,,59.653008,265.03701,,38.720001,38.720001,,,,30.0,30.0,0.0,0.0,,,102.681,,,,102.681,171.401001,248.817001,248.817001,0.0,0.0,,60.452999,,,60.452999,309.27,480.671001,0.0,145.009003,,,0.0,,98.75,243.759003,0.0,243.759003,724.430004,
10/29/2000,767.695007,2.155,2.155,0.0,165.182999,,,291.105011,11.278,16.74,263.085999,0.0,43.397999,,,,,,501.841003,114.301003,,,0.0,151.552994,95.663002,95.663002,0.0,,,55.889992,265.853996,,38.723,38.723,,,,40.0,40.0,0.0,0.0,,,110.379005,,,,110.379005,189.102005,248.834,248.834,0.0,0.0,,67.542,,,67.542,316.375999,505.478004,0.0,145.052002,,,0.0,,117.165001,262.217003,0.0,262.217003,767.695007,
02/04/2001,724.36,20.22,20.22,0.0,99.4,,,273.04,12.51,9.62,250.9,0.0,43.68,,,,,,436.38,123.6,278.44,-154.85,0.0,164.39,113.2,95.2,18.0,,,51.19,287.99,,45.72,45.72,,,,0.0,0.0,0.0,0.0,,,92.38,,,,92.38,138.1,248.85,248.85,0.0,0.0,,68.6,,,68.6,317.45,455.55,0.0,146.18,,,-0.33,,122.71,268.56,0.0,268.56,724.11,
05/06/2001,746.578003,1.736,1.736,0.0,138.024994,,,269.358002,12.537,11.041,245.779999,0.0,44.424,,,,,,453.542999,124.750999,,,0.0,168.283997,115.876999,115.876999,0.0,,,52.406998,293.034996,,37.820999,37.820999,,,,39.700001,39.700001,0.0,0.0,,,80.755993,,,,80.755993,158.276993,248.869003,248.869003,0.0,0.0,,70.917,,,70.917,319.786003,478.062996,0.0,147.632996,,,-0.326,,121.208004,268.514999,0.0,268.514999,746.577995,
08/05/2001,742.651001,1.555,1.555,0.0,102.163002,,,302.122986,11.566,11.391,279.165985,0.0,44.359001,,,,,,450.200012,128.414001,,,0.0,164.037003,114.896004,114.896004,0.0,,,49.140999,292.451004,,40.773998,40.773998,,,,28.4,28.4,0.0,0.0,,,77.290007,,,,77.290007,146.464005,248.886993,248.886993,0.0,0.0,,71.509003,,,71.509003,320.395996,466.860001,0.0,148.977005,,,-0.326,,127.140003,275.791008,0.0,275.791008,742.651009,
11/04/2001,743.629028,0.593,0.593,0.0,146.326004,,,266.755005,5.024,6.779,254.951996,0.0,42.388,,,,,,456.062012,129.947998,,,0.0,157.619003,113.935997,113.935997,0.0,,,43.683006,287.567001,,32.856998,32.856998,,,,28.4,28.4,0.0,0.0,,,74.052999,,,,74.052999,135.309998,248.917007,248.917007,0.0,0.0,,71.995003,,,71.995003,320.91201,456.222008,0.0,149.020996,,,-0.326,,138.712002,287.406998,0.0,287.406998,743.629005,
02/03/2002,708.932983,43.578999,43.578999,0.0,81.551003,,,233.703995,4.294,3.104,226.306,0.0,46.466,,,,,,405.299988,135.817001,303.90799,-168.091003,0.0,167.815994,112.974998,94.741997,18.233002,,,54.840996,303.632996,,29.375,29.375,,,,0.0,0.0,0.0,0.0,,,84.983002,,,,84.983002,114.358002,248.934998,248.934998,0.0,0.0,,79.913002,,,79.913002,328.848,443.206001,0.0,149.304993,,,-0.326,,116.747997,265.72699,0.0,265.72699,708.932991,
05/05/2002,714.755005,45.618,45.618,0.0,114.487,,,215.707993,0.0,0.0,215.707993,0.0,35.049,,,,,,410.862,134.694,,,0.0,169.199005,112.974998,94.741997,18.233002,,,56.224007,303.893005,,31.672001,31.672001,,,,0.0,0.0,0.0,0.0,,,91.218998,,,,91.218998,122.890999,248.953995,248.953995,0.0,0.0,,79.179001,,,79.179001,328.132996,451.023994,0.0,150.259003,,,-0.369,,113.841,263.731003,0.0,263.731003,714.754997,
08/04/2002,735.599976,80.280998,80.280998,0.0,92.789001,,,230.084,0.0,0.0,230.084,0.0,33.633999,,,,,,436.787994,133.242004,,,0.0,165.570007,112.974998,94.741997,18.233002,,,52.595009,298.812012,,41.419998,41.419998,,,,0.0,0.0,0.0,0.0,,,92.391006,,,,92.391006,133.811005,248.973007,248.973007,0.0,0.0,,80.232002,,,80.232002,329.205009,463.016014,0.0,151.276993,,,-0.386,,121.692999,272.583992,0.0,272.583992,735.600006,
11/03/2002,749.752014,63.384998,63.384998,0.0,136.774994,,,222.169998,0.0,0.0,222.169998,0.0,32.310001,,,,,,454.640015,135.011002,,,0.0,160.100998,112.974998,94.741997,18.233002,,,47.125999,295.112,,41.720001,41.720001,,,,0.0,0.0,0.0,0.0,,,87.074997,,,,87.074997,128.794998,248.992996,248.992996,0.0,0.0,,83.768997,,,83.768997,332.761993,461.556992,0.0,151.285004,,,-0.386,,137.296004,288.195007,0.0,288.195007,749.751999,
02/02/2003,771.700012,117.121002,117.121002,0.0,69.764999,,,230.970993,0.0,0.0,230.970993,0.0,33.27,,,,,,451.127014,142.634995,328.539001,-185.904007,0.0,177.938004,112.974998,94.741997,18.233002,,,64.963005,320.572998,,40.638,40.638,,,,0.0,0.0,0.0,0.0,,,86.801003,,,,86.801003,127.439003,249.011993,249.011993,0.0,0.0,,123.022003,,,123.022003,372.033997,499.473,0.0,151.457993,,,-0.386,155.524994,-34.369997,272.22699,0.0,272.22699,771.699989,
05/04/2003,1214.103027,19.566999,19.566999,0.0,134.574005,,,251.352997,0.0,0.0,251.352997,0.0,44.672001,,,,,,450.165985,139.787003,,,0.0,624.150024,545.369995,94.741997,450.627998,,,78.780029,763.937027,,42.341,42.341,,,,0.0,0.0,0.0,0.0,,,123.09,,,,123.09,165.431,374.03299,374.03299,0.0,0.0,,126.061996,,,126.061996,500.094986,665.525986,254.492996,182.139999,,,-0.386,146.604996,-34.274995,548.576996,0.0,548.576996,1214.102982,
08/03/2003,1264.249023,81.344002,81.344002,0.0,126.383003,,,258.80899,0.0,0.0,258.80899,0.0,46.519001,,,,,,513.054993,140.309998,,,0.0,610.883972,546.518982,94.741997,451.776985,,,64.36499,751.19397,,55.791,55.791,,,,0.0,0.0,0.0,0.0,,,122.817993,,,,122.817993,178.608994,399.054993,399.054993,0.0,0.0,,129.044998,,,129.044998,528.099991,706.708984,259.569,182.261002,,,-0.386,150.507004,-34.411005,557.540001,0.0,557.540001,1264.248985,
