Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,170.2,,90.3,,,,,,,10.292695,,5.460813,,5.014732,,2.660577,,
06/30/2008,164.3,,90.3,254.6,,,,,,9.967846,,5.478372,15.446217,4.842893,,2.661675,7.504569,
09/30/2008,140.9,,69.3,210.2,,,,,-21.0,8.700753,,4.279363,12.980116,4.183367,,2.05754,6.240907,
12/31/2008,108.1,,52.2,160.3,,,,,,6.658044,,3.215078,9.873121,3.239728,,1.56442,4.804148,
03/31/2009,122.7,5.5,1456.7,1584.9,0.0,0.0,105.0,105.0,-5.3,15.151889,0.67918,179.883922,195.714991,5.049798,0.226356,59.951436,65.227591,
06/30/2009,125.4,17.3,1451.6,1594.3,,,85.6,85.6,-10.4,15.602837,2.152544,180.614657,198.370039,5.171774,0.71349,59.8672,65.752464,
09/30/2009,125.4,15.1,40.2,180.7,,,87.5,87.5,-16.9,11.76581,1.416776,3.771815,16.9544,5.117532,0.616226,1.640548,7.374306,
12/31/2009,118.9,33.2,43.2,195.3,,,101.1,101.1,-17.1,10.685719,2.983733,3.882448,17.551901,4.699048,1.312097,1.707307,7.718452,
03/31/2010,167.8,9.6,35.3,212.7,,,77.5,77.5,-3.1,14.962104,0.855996,3.14757,18.965671,6.744915,0.385883,1.418924,8.549723,
06/30/2010,228.6,19.0,33.1,280.7,,,81.3,81.3,-8.7,20.112617,1.671652,2.912194,24.696463,8.991858,0.747355,1.301971,11.041183,
09/30/2010,253.1,42.3,28.9,324.3,,,84.8,84.8,-13.5,21.337043,3.566009,2.436351,27.339403,9.615896,1.607082,1.097983,12.32096,
12/31/2010,185.9,40.6,5.5,232.0,,,82.8,82.8,-14.1,14.684044,3.206951,0.434439,18.325434,6.817515,1.488925,0.201702,8.508141,
03/31/2011,205.2,36.1,5.5,246.8,,,95.9,95.9,-0.2,15.520762,2.730505,0.416005,18.667272,7.955338,1.39955,0.213228,9.568117,
06/30/2011,294.7,40.9,5.5,341.1,,,97.5,97.5,-2.5,21.499964,2.983877,0.401255,24.885095,11.039934,1.53218,0.206039,12.778152,
09/30/2011,150.9,134.5,3.2,288.6,,,102.3,102.3,-2.3,10.805585,9.631221,0.229144,20.665951,5.836847,5.202491,0.123777,11.163115,
12/31/2011,216.2,103.4,3.2,322.8,,,85.4,85.4,0.2,15.071453,7.208086,0.223074,22.502614,8.177005,3.910741,0.121029,12.208775,
03/31/2012,205.2,36.1,5.5,246.8,,,95.9,95.9,-0.2,13.962983,2.456451,0.374251,16.793685,7.975126,1.403031,0.213758,9.591916,
06/30/2012,190.3,155.4,,345.7,,,65.6,65.6,-2.6,12.957919,10.581506,,23.539425,7.3526,6.004173,,13.356773,
09/30/2012,234.5,108.1,,342.6,,,56.2,56.2,-2.5,15.976291,7.364764,,23.341055,8.935376,4.119037,,13.054412,
12/31/2012,182.6,167.9,,350.5,,,42.9,42.9,-3.8,12.354533,11.359946,,23.714479,6.86363,6.311081,,13.174711,
03/31/2013,269.5,130.3,,399.8,,,41.5,41.5,-2.4,17.865429,8.63772,0.0,26.503149,10.269014,4.964944,0.0,15.233958,
06/30/2013,301.8,301.1,,602.9,,614.0,40.3,654.3,-0.8,19.734519,19.688746,,39.423266,11.277605,11.251448,,22.529053,
09/30/2013,323.1,290.6,0.0,613.7,0.0,609.9,7.1,617.0,0.6,21.242604,19.105851,0.0,40.348455,11.993764,10.787334,0.0,22.781098,
12/31/2013,337.0,348.0,0.0,685.0,0.0,636.7,7.3,644.0,-1.2,22.203189,22.927922,0.0,45.131111,12.266589,12.666982,0.0,24.933571,
03/31/2014,232.4,384.0,0.0,616.4,0.0,631.4,4.8,636.2,,15.148947,25.030963,0.0,40.17991,8.699233,14.373947,0.0,23.07318,
06/30/2014,213.8,397.4,0.0,611.2,0.0,602.8,4.6,607.4,-0.2,13.863312,25.768383,0.0,39.631695,7.984166,14.840541,0.0,22.824707,
09/30/2014,185.7,432.3,0.0,618.0,0.0,548.6,,553.4,-0.1,11.807719,27.48776,0.0,39.295479,6.898217,16.058692,0.0,22.956909,
12/31/2014,230.0,414.5,0.0,644.5,1.2,558.0,5.4,577.1,-0.1,14.433637,26.011923,0.0,40.44556,8.234283,14.83961,0.0,23.073894,
03/31/2015,291.4,261.9,0.2,553.5,7.7,576.3,23.4,607.4,0.0,18.275321,16.425212,0.012543,34.713076,10.868673,9.768379,0.00746,20.644512,
06/30/2015,346.5,213.8,0.0,560.3,9.7,577.0,25.7,612.4,-0.3,21.317829,13.153685,0.0,34.471515,12.545257,7.740768,0.0,20.286025,
09/30/2015,309.3,215.7,0.0,525.0,6.2,484.1,34.9,525.2,0.0,18.302858,12.764069,0.0,31.066927,10.823389,7.548028,0.0,18.371418,
12/31/2015,319.6,254.7,0.0,574.3,6.2,474.5,28.0,508.7,-10.1,18.867702,15.036307,0.0,33.904009,11.14482,8.881682,0.0,20.026502,
03/31/2016,324.1,184.2,0.0,508.3,11.7,496.4,31.5,539.6,0.0,18.883645,10.732389,0.0,29.616034,11.570454,6.575988,0.0,18.146442,
06/30/2016,268.6,283.2,0.0,551.8,11.5,500.4,32.6,544.5,-0.3,15.641742,16.491964,0.0,32.133706,9.458413,9.972533,0.0,19.430946,
09/30/2016,305.4,311.8,3.8,621.0,15.1,500.7,34.9,550.7,0.1,17.480396,17.846717,0.217503,35.544617,10.499536,10.719565,0.130643,21.349744,
12/31/2016,246.9,420.2,3.3,670.4,10.1,489.2,34.8,534.1,-0.2,14.009305,23.842488,0.187245,38.039038,8.369775,14.244551,0.111868,22.726194,
03/31/2017,263.0,277.5,2.7,543.2,18.9,484.3,56.4,559.6,0.0,15.49246,16.346607,0.159048,31.998115,9.280824,9.792505,0.095278,19.168608,
