Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/30/1994,551.036011,,,-211.365005,,339.671005,,-245.925995,,,,,93.745003,-3.256,,4.96,,0.0,-1.704,90.489003,-31.599001,58.889999,0.0,,,58.890002,0.0,58.889999,0.0,,58.889999,58.889999,,74.373001,0.79,0.79,,74.373001,0.79,0.79,0.79,
02/28/1995,500.35199,,,-173.315994,,327.035996,,-261.493011,,,,,65.542999,-0.638,,4.105,,0.0,-3.467,64.904999,-21.580999,43.324001,0.0,,,43.324,0.0,43.324001,0.0,,43.324001,43.324001,,74.338997,0.58,0.58,0.58,74.338997,0.58,0.58,0.58,
05/31/1995,438.509003,,,-143.585999,,294.923004,,-235.598999,,,,,59.324001,-2.809,,4.917,,0.0,-2.108,56.515002,-19.215,37.299999,0.0,,,37.300001,0.0,37.299999,0.0,,37.299999,37.299999,,74.377998,0.5,0.5,0.5,74.377998,0.5,0.5,0.5,
08/31/1995,431.17099,,,-172.059006,,259.111984,,-233.013,,,,,26.099001,-3.328,,5.325,,0.0,-1.997,22.771001,-7.742,15.029,0.0,,,15.029001,0.0,15.029,0.0,,15.029,15.029,,74.469002,0.2,0.2,0.2,74.469002,0.2,0.2,0.2,
11/30/1995,587.60199,,,-247.169998,,340.431992,,-255.529999,,,,,84.902,-58.089999,,7.116,,0.0,50.973999,26.812001,-9.328,17.483999,0.0,,,17.484001,0.0,17.483999,0.0,,17.483999,17.483999,,74.616997,0.24,0.24,,74.616997,0.24,0.24,0.24,
02/28/1996,545.755981,,,-199.190994,,346.564987,,-274.446014,,,,,72.119003,-3.208,,6.932,,0.0,-3.724,68.911003,-23.589001,45.321999,0.0,,,45.322002,0.0,45.321999,0.0,,45.321999,45.321999,,74.649002,0.6,0.6,0.6,74.649002,0.6,0.6,0.6,
05/31/1996,438.212006,,,-154.667007,,283.544998,,-236.108002,,,,,47.437,-5.675,,7.59,,0.0,-1.915,41.762,-13.99,27.771999,0.0,,,27.772,0.0,27.771999,0.0,,27.771999,27.771999,,74.735001,0.37,0.37,0.37,74.735001,0.37,0.37,0.37,
08/31/1996,466.536011,,,-188.259003,,278.277008,,-255.904999,,,,,22.372,-5.186,,7.674,,0.0,-2.488,17.186,-5.757,11.429,0.0,,,11.429,0.0,11.429,0.0,,11.429,11.429,,74.768997,0.15,0.15,0.15,74.768997,0.15,0.15,0.15,
11/30/1996,647.723022,,,-250.154999,,397.568024,,-278.384003,,,,,119.183998,-4.924,,8.275,,0.0,-3.351,114.259999,-39.662998,74.597,0.0,,,74.597,0.0,74.597,0.0,,74.597,74.597,,74.597,1.0,1.0,1.0,74.835999,0.99,0.99,0.99,
02/28/1997,608.617981,,,-212.042999,,396.574982,,-311.697998,,,,,84.876999,-3.755,,7.21,,0.0,-3.455,81.121999,-27.825001,53.297001,0.0,,,53.296998,0.0,53.297001,0.0,,53.297001,53.297001,,74.932999,0.71,0.71,0.71,74.932999,0.71,0.71,0.71,
05/31/1997,475.05899,,,-161.473999,,313.584991,,-263.858002,,,,,49.727001,-3.531,,5.808,,0.0,-2.277,46.196001,-15.937,30.259001,0.0,,,30.259001,0.0,30.259001,0.0,,30.259001,30.259001,,75.127998,0.4,0.4,0.4,75.760002,0.4,0.4,0.4,
08/31/1997,484.742004,,,-187.936005,,296.806,,-275.989014,,,,,20.816999,19.027001,,5.322,,0.0,-24.349001,39.844,-13.747,26.097,0.0,,,26.097001,0.0,26.097,0.0,,26.097,26.097,,74.424004,0.35,0.35,0.17,74.424004,0.35,0.35,0.17,
11/30/1997,639.655029,,,-242.330994,,397.324036,,-273.446014,,,,,123.877998,-3.21,,6.332,,0.0,-3.122,120.667999,-41.630001,79.038002,0.0,,,79.037997,0.0,79.038002,0.0,,79.038002,79.038002,,73.420998,1.07,1.07,1.07,73.866997,1.05,1.05,1.05,
02/28/1998,599.309021,,,-198.947006,,400.362015,,-314.82901,,,,,85.532997,0.196,,5.53,,0.0,-5.726,85.728997,-31.039,54.689999,0.0,,,54.689997,0.0,54.689999,0.0,,54.689999,54.689999,,71.860001,0.76,0.76,0.76,72.919998,0.75,0.75,0.75,
05/31/1998,487.90799,,,-159.718994,,328.188995,,-273.048004,,,,,55.140999,-1.864,6.573,6.573,,0.0,-4.709,53.276999,-19.445999,33.831001,0.0,,,33.831,0.0,33.831001,0.0,,33.831001,33.831001,,71.309998,0.47,0.47,0.47,72.337997,0.47,0.47,0.47,
08/31/1998,479.733002,,,-170.487,,309.246002,,-277.373993,,,,,31.872,-10.53,,7.345,,0.0,3.185,21.342,-7.417,13.925,0.0,,,13.925,0.0,13.925,0.0,,13.925,13.925,,70.524002,0.2,0.2,0.2,70.524002,0.2,0.2,0.2,
11/30/1998,638.362976,,,-226.330994,,412.031982,,-276.095001,,,,,135.936996,-19.434999,,6.733,,0.0,12.702,116.501997,-41.941002,74.560997,0.0,,,74.560995,0.0,74.560997,0.0,,74.560997,74.560997,,70.152,1.06,1.06,1.18,70.982002,1.04,1.04,1.16,
02/28/1999,599.702026,,,-200.542999,,399.159027,,-295.989014,,,,,103.169998,-12.694,,8.675,,0.0,4.019,90.475998,-32.570999,57.904999,0.0,,,57.904999,0.0,57.904999,0.0,,57.904999,57.904999,,69.508003,0.83,0.83,0.83,70.615997,0.82,0.82,0.82,
05/31/1999,458.756989,,,-159.764999,,298.991989,,-273.924988,,,,,25.066999,-8.119,,7.14,,0.0,0.979,16.948,-6.101,10.847,0.0,,,10.847,0.0,10.847,0.0,,10.847,10.847,,67.679001,0.16,0.16,0.16,67.679001,0.16,0.16,0.16,
08/31/1999,477.78299,,,-188.820999,,288.96199,,-288.944,,,,,0.018,-41.109,,7.97,,0.0,33.139,-41.091,14.793,-26.298,0.0,,,-26.298,0.0,-26.298,0.0,,-26.298,-26.298,,65.649002,-0.39,-0.39,0.01,65.649002,-0.39,-0.39,0.01,
11/30/1999,623.356018,,,-250.772995,,372.583023,,-278.259003,,,,,94.323997,-10.133,,11.434,,0.0,-1.301,84.190997,-30.309,53.882,0.0,,,53.881997,0.0,53.882,0.0,,53.882,53.882,,64.519997,0.81,0.81,0.81,64.519997,0.81,0.81,0.81,
02/29/2000,615.340088,,,-209.987991,,405.352097,,-307.33905,,,,,98.013,-17.437001,,7.711001,,0.0,9.726,80.575999,-29.007999,51.568001,0.0,,,51.568,0.0,51.568001,0.0,,51.568001,51.568001,,64.519997,0.79,0.79,0.87,64.519997,0.79,0.79,0.87,
05/31/2000,595.741028,,,-203.324005,,392.417023,,-332.312012,,,,,60.105,0.439,,10.775,,0.0,-11.214,60.544,-22.038,38.506001,21.141001,,,17.364999,0.0,17.365,0.0,0.0,17.365,17.365,,64.503998,0.27,0.6,0.62,64.503998,0.27,0.6,0.62,
08/31/2000,493.731995,,,-195.110992,,298.621002,,-339.014008,,,,,-40.393002,-15.449,,13.808,,0.0,1.641,-55.842001,20.337,-35.505001,0.0,,,-35.505001,0.0,-35.505001,0.0,,-35.505001,-35.505001,,63.089001,-0.55,-0.55,-0.55,63.089001,-0.55,-0.55,-0.55,
11/30/2000,766.094971,,,-355.858002,,410.236969,,-347.653015,,,,,62.584,-12.263,,15.066,,0.0,-2.803,50.321,-18.306,32.014999,0.0,,,32.015,0.0,32.014999,0.0,,32.014999,32.014999,,63.506001,0.5,0.5,0.5,63.506001,0.5,0.5,0.5,
02/28/2001,663.245972,,,-244.977997,,418.267975,,-329.765991,,,,,88.501999,-80.857003,,15.738,,0.0,65.119003,7.644996,-171.298996,-163.654007,-23.400999,,,-140.253001,0.0,-127.689003,0.0,,-127.689003,-127.689003,,63.487,-2.01,-2.01,0.76,63.487,-2.01,-2.01,0.76,
05/31/2001,394.243988,,,-232.826996,,161.416992,,-227.960999,,,,,-66.543999,-62.020999,,13.436,0.0,0.0,48.584999,-128.564998,48.469002,-80.096001,0.0,,,-80.095996,0.0,-80.096001,0.0,0.0,-80.096001,-80.096001,,63.499001,-1.26,-1.26,0.29,63.499001,-1.26,-1.26,0.29,
08/31/2001,395.112,,,-182.871002,,212.240997,,-247.210999,,,,,-34.970001,-22.359001,,22.089001,,0.0,0.27,-57.329002,21.613001,-35.716,0.0,,,-35.716001,0.0,-35.716,0.0,0.0,-35.716,-35.716,,63.502998,-0.56,-0.56,-0.44,63.502998,-0.56,-0.56,-0.44,
11/30/2001,575.880981,,,-291.962006,,283.918976,,-248.072998,,,,,35.846001,-25.210999,,23.618999,,0.0,1.592,10.635001,-4.01,6.625,0.0,,,6.625001,0.0,6.625,0.0,0.0,6.625,6.625,,63.706001,0.1,0.1,0.64,63.706001,0.1,0.1,0.54,
02/28/2002,656.34198,,,-240.716003,,415.625977,,-359.209991,,,,,56.416,-77.481001,,19.455,,0.0,58.026001,-21.065001,7.942,-13.123,0.0,,,-13.123001,0.0,-13.123,0.0,0.0,-13.123,-13.123,,63.754002,-0.2,-0.2,0.67,63.754002,-0.2,-0.2,0.58,
05/31/2002,484.230011,,,-186.514008,,297.716003,,-218.587997,,,,,79.127998,-5.327999,,19.653999,0.0,0.0,-14.326,73.799999,-29.299,44.500999,0.0,,,44.500999,0.0,44.500999,0.0,0.0,44.500999,44.500999,,65.014999,0.68,0.68,0.57,77.806,0.6,0.6,0.51,
08/31/2002,396.913,,,-193.584,,203.329,0.0,-213.388,213.388,148.144,,0.0,-10.059,-16.119,20.1,20.141,-0.041,0.0,-3.981,-26.178,10.393,-15.785,0.0,,,-15.785,0.0,-15.785,0.0,0.0,-15.785,-15.785,1.721,65.801676,-0.24,-0.24,-0.214,65.801676,-0.24,-0.24,-0.214,
11/30/2002,588.811,,,-285.287,,303.524,0.0,-206.772,206.772,159.728,,0.0,96.752,-18.822,,19.569,,0.0,-0.747,77.93,-30.938,46.992,0.0,,,46.992,0.0,46.992,0.0,0.0,46.992,46.992,,65.847805,0.71,0.71,0.71,79.311123,0.62,0.62,0.62,
02/28/2003,525.906006,,,-216.386002,,309.520004,,-222.266006,,,,,87.253998,-11.968001,,19.731001,,0.0,-7.763,75.285997,-29.888,45.397999,0.0,,,45.397996,0.0,45.397999,0.0,0.0,45.397999,45.397999,,65.882004,0.7,0.7,0.7,79.267998,0.6,0.6,0.6,
05/31/2003,454.306,,,-184.983002,,269.322998,,-215.983002,,,,,53.34,-20.661999,,22.799999,0.0,0.0,-2.138,32.678001,-12.973,19.705,0.0,,,19.705001,0.0,19.705,0.0,0.0,19.705,19.705,,65.914001,0.3,0.3,0.34,79.002998,0.27,0.27,0.31,
08/31/2003,390.937012,,,-195.972,,194.965012,,-204.647995,,,,,-9.683,-7.910001,,17.537001,,0.0,-9.627,-17.593,6.984,-10.609,-0.914,,,-9.695,0.0,-9.695,0.0,0.0,-9.695,-9.695,,66.316002,-0.15,-0.16,-0.16,66.316002,-0.15,-0.16,-0.16,
11/30/2003,603.754028,,,-290.363007,,313.391022,,-222.925995,,,,,90.464996,-17.128,,30.587,,0.0,-13.459,73.336996,-28.246,45.091,-1.271,,,46.361996,0.0,46.362,0.0,0.0,46.362,46.362,,66.699997,0.7,0.68,0.81,80.477997,0.6,0.58,0.68,
02/29/2004,518.187012,,,-247.625,,270.562012,,-216.309006,,,,,54.252998,18.768001,,14.904,0.0,0.0,-33.672001,73.020999,-28.259001,44.762001,-3.536,,,48.297998,0.0,48.298,0.0,0.0,48.298,48.298,,67.108002,0.72,0.67,0.67,80.884003,0.62,0.58,0.58,
05/31/2004,433.540985,,,-181.615005,,251.92598,,-210.789001,,,,,41.137001,-36.348,,52.694,-0.706,-0.305,-15.335,4.789001,-1.853,2.936,-1.302,,,4.238001,0.0,4.238,0.0,0.0,4.238,4.238,,68.000999,0.06,0.04,0.36,68.846001,0.06,0.04,0.36,
08/31/2004,392.084015,,,-186.716995,,205.36702,,-203.807999,,,,,1.559,8.067,,9.163,-1.5,-0.112,-15.618,9.626,-3.726,5.9,-1.01,,,6.91,0.0,6.91,0.0,0.0,6.91,6.91,,68.418999,0.1,0.09,0.09,69.265999,0.1,0.09,0.09,
11/30/2004,586.164978,,,-292.737,,293.427979,,-238.210999,,,,,55.216999,10.596999,,8.744,-1.0,0.0,-18.341,65.813998,-25.469999,40.344002,-22.417,,,62.760999,0.0,62.761002,0.0,0.0,62.761002,62.761002,,68.753998,0.91,0.58,0.8,82.398003,0.78,0.51,0.69,
02/28/2005,485.505,,,-241.469,,244.036,,-251.706,,,,,-7.76,35.095,,8.796,-1.836,,-42.055,27.335,-6.286,21.127,-0.243,,,21.292,,21.37,,,21.37,21.37,,69.00834,0.31,0.31,0.31,82.49497,0.28,0.28,0.28,
05/31/2005,439.469,,,-178.43,,261.039,,-216.273,,,,,44.766,-1.182,7.104,9.677,-2.573,,-5.922,43.584,-16.676,26.908,0.494,,,26.414,,26.414,,,26.414,26.414,2.5297,68.595786,0.39,0.4,0.44,81.952895,0.35,0.36,0.36,
08/31/2005,384.965,,,-174.571,,210.394,,-204.521,,,,,5.873,2.985,5.971,8.586,-2.615,-0.71,-8.246,8.858,-5.054,3.804,0.563,,,3.241,,3.241,,,3.241,3.241,,67.101944,0.05,0.06,0.06,67.913912,0.05,0.06,0.06,
11/30/2005,551.991,,,-274.235,,277.756,,-222.562,,,,,55.194,-31.758,5.229,8.401,-3.172,,26.529,23.436,-14.653,8.783,-4.144,,,12.927,,12.927,,,12.927,12.927,33.0,65.425537,0.2,0.14,0.64,78.695259,0.19,0.14,0.56,
02/28/2006,507.413,,,-222.549,,284.864,,-237.736,,,,,47.128,16.436,,8.46,,-2.581,-22.315,63.564,-12.498,51.066,9.272,,,41.794,0.0,41.794,0.0,0.0,41.794,41.794,,62.736831,0.67,0.82,0.86,75.681656,0.58,0.7,0.734,
05/26/2006,404.17,,,-175.237,,228.933,,-203.928,,,,,25.005,-5.604,9.634,12.464,-2.83,,-4.03,19.401,-2.851,16.55,1.158,,,15.392,,15.392,,,15.392,15.392,,58.13723,0.26,0.28,0.28,71.077312,0.24,0.26,0.26,
08/25/2006,371.527,,,-172.808,,198.719,,-208.263,,,,,-9.544,-4.339,4.981,7.609,-2.628,-0.311,-0.331,-13.883,1.326,-12.557,-2.059,,,-10.498,,-10.498,,,-10.498,-10.498,,58.133066,-0.18,-0.22,-0.22,58.133066,-0.18,-0.22,-0.22,
11/24/2006,521.154,,,-245.187,,275.967,,-202.11,,,,,73.857,-5.784,5.693,6.951,-1.258,,0.091,68.073,-21.058,47.015,-2.692,,,49.707,,49.707,,,49.707,49.707,,59.502276,0.84,0.79,0.79,59.902127,0.83,0.79,0.79,
02/28/2007,495.924,,,-233.559,,262.365,,-230.054,,,,,32.311,-39.216,6.543,7.962,-1.419,,32.673,-6.905,-2.886,-9.791,2.432,,,-12.223,,-12.223,,,-12.223,-12.223,19.873,56.035238,-0.22,-0.18,0.17,56.035238,-0.22,-0.18,0.17,
05/25/2007,419.967,,,-161.128,,258.839,,-202.569,202.929,140.694,,-0.36,56.27,-1.715,3.258,4.757,-1.499,,-1.543,54.555,-24.292,30.263,0.213,,,30.05,0.0,30.05,0.0,0.0,30.05,30.05,0.0,55.262716,0.54,0.54,0.54,55.650033,0.54,0.54,0.54,
08/24/2007,377.485,,,-163.052,,214.433,,-200.617,200.937,144.586,,-0.32,13.816,-1.252,2.605,4.839,-2.234,,-1.353,12.564,-4.189,8.375,,,,8.375,0.0,8.375,0.0,0.0,8.375,8.375,0.0,55.766802,0.15,0.15,0.15,56.180165,0.15,0.15,0.15,
11/23/2007,485.766,,,-223.329,,262.437,,-220.168,220.295,159.42,,-0.127,42.269,1.869,2.713,4.835,-2.122,,-4.582,44.138,-15.018,29.12,0.104,,,29.016,,29.016,0.0,0.0,29.016,29.016,0.0,55.022689,0.53,0.53,0.53,55.466351,0.52,0.52,0.52,
02/29/2008,493.233,,,-233.262,,259.971,,-224.254,,,,,35.717,-23.006,3.672,5.575,-1.903,,19.334,12.711,2.851,15.562,,,,15.562,,15.562,,,15.562,15.562,12.948,50.895638,0.31,0.31,0.56,50.972834,0.31,0.31,0.56,
05/30/2008,428.3,425.463,2.837,-193.342,193.342,234.958,0.0,-212.709,213.436,150.875,62.561,-0.727,22.249,-3.014,3.915,4.905,-0.99,-0.537,-0.364,19.235,-5.902,13.333,0.0,0.0,0.0,13.333,0.0,13.333,0.0,0.0,13.333,13.333,0.0,48.800941,0.27,0.27,0.27,48.833108,0.27,0.27,0.27,
08/29/2008,385.835,372.942,12.893,-170.112,170.112,215.723,0.0,-211.438,211.549,154.387,57.162,-0.111,4.285,-1.919,4.536,5.434,-0.898,-2.343,-0.274,2.366,-0.069,2.297,0.0,0.0,0.0,2.297,0.0,2.297,0.0,0.0,2.297,2.297,0.0,47.769594,0.05,0.05,0.05,47.807313,0.05,0.05,0.05,
11/28/2008,454.084,444.527,9.557,-223.214,223.214,230.87,0.0,-453.058,210.66,159.819,50.841,242.398,-222.188,-6.479,5.687,6.634,-0.947,1.207,-0.415,-228.667,35.356,-193.311,0.0,0.0,0.0,-193.311,0.0,-193.311,0.0,0.0,-193.311,16.689,210.0,45.460385,-4.25,-4.25,0.367111,45.460385,-4.25,-4.25,0.367111,
02/28/2009,422.519,403.467,19.052,-223.288,223.288,199.231,0.0,-256.781,209.571,153.818,55.753,47.21,-57.55,-10.317,5.434,5.881,-0.447,2.156,2.727,-67.867,17.789,-50.078,0.0,0.0,0.0,-50.078,0.0,-50.078,0.0,0.0,-50.078,0.622,50.7,44.144203,-1.13,-1.13,0.01409,44.144203,-1.13,-1.13,0.01409,
05/29/2009,412.922,409.277,3.645,-167.169,167.169,245.753,0.0,-223.141,195.368,132.217,63.151,27.773,22.612,-5.669,6.711,6.987,-0.276,-0.579,-0.463,16.943,-6.982,9.961,0.0,0.0,0.0,9.961,0.0,9.961,0.0,0.0,9.961,29.311,19.35,39.608947,0.25,0.25,0.74001,39.608947,0.25,0.25,0.738526,
08/28/2009,356.35,348.639,7.711,-153.248,153.248,203.102,0.0,-164.617,166.014,117.531,48.483,-1.397,38.485,-4.391,5.682,6.671,-0.989,-0.626,-0.665,34.094,-10.972,23.122,0.0,0.0,0.0,23.122,0.0,23.122,0.0,0.0,23.122,32.25795,9.13595,39.407532,0.59,0.59,0.818573,39.407532,0.59,0.59,0.818573,
11/27/2009,440.166,431.512,8.654,-204.997,204.997,235.169,0.0,-192.825,193.4,124.167,69.233,-0.575,42.344,-4.205,6.032,6.331,-0.299,-1.485,-0.342,38.139,-8.444,29.695,0.0,0.0,0.0,29.695,0.0,29.695,0.0,0.0,29.695,35.37875,5.68375,39.391399,0.75,0.75,0.898134,39.755233,0.75,0.75,0.892969,
02/28/2010,426.42,408.864,17.556,-187.661,187.661,238.759,0.0,-203.098,229.209,134.045,95.164,-26.111,35.661,-3.883,6.21,6.322,-0.112,-2.056,-0.271,31.778,-12.982,18.796,0.0,0.0,0.0,18.796,0.0,18.796,0.0,0.0,18.796,27.54515,8.74915,39.463368,0.48,0.48,0.697993,40.445332,0.46,0.46,0.67632,
05/28/2010,396.308,392.105,4.203,-158.013,158.013,238.295,0.0,-182.989,183.583,117.551,66.032,-0.594,55.306,-4.289,5.989,6.202,-0.213,-1.053,-0.647,51.017,-20.178,30.839,0.0,0.0,0.0,30.839,0.0,30.839,0.0,0.0,30.839,30.74085,-0.09815,39.638568,0.78,0.78,0.775529,40.849429,0.75,0.75,0.747597,
08/27/2010,342.819,333.339,9.48,-145.713,145.713,197.106,0.0,-173.575,174.511,112.318,62.193,-0.936,23.531,-6.518,6.521,6.718,-0.197,1.441,-1.444,17.013,-8.481,8.532,0.0,0.0,0.0,8.532,0.0,8.532,0.0,0.0,8.532,11.00595,2.47395,40.026649,0.21,0.21,0.274966,40.875329,0.21,0.21,0.270524,
