Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2005,249.7,,-89.6,,160.1,,-112.9,,,,,47.2,-3.7,,6.8,,-1.9,-1.2,43.5,-4.9,38.6,0.0,,,38.6,0.0,38.6,0.0,0.0,38.6,38.6,,714.0,0.054167,0.054167,0.047167,778.8,0.050833,0.050833,0.044417,
03/31/2006,256.7,,-93.1,,163.6,,-119.4,92.2,,,27.2,44.2,22.2,0.9,2.8,-1.9,-0.1,-23.0,66.4,-20.5,45.9,,,,45.9,,45.9,,0.0,45.9,45.9,,711.6,0.064167,0.064167,0.043917,775.2,0.060833,0.060833,0.04225,
06/30/2006,267.3,,-95.7,,171.6,,-125.9,97.0,,,28.9,45.7,-0.2,0.6,2.7,-2.1,-0.3,-0.1,45.5,-9.4,36.1,,,,36.1,,36.1,,0.0,36.1,36.1,,705.6,0.050833,0.050833,0.047167,770.4,0.048333,0.048333,0.045,
09/30/2006,247.4,,-87.4,,160.0,,-119.8,91.7,,,28.1,40.2,-3.5,0.8,2.6,-1.8,-0.2,2.9,36.7,-8.9,27.8,,,,27.8,,27.8,,0.0,27.8,27.8,,698.4,0.04,0.04,0.04175,763.2,0.0375,0.0375,0.039083,
12/31/2006,265.6,,-95.4,,170.2,,-125.1,95.1,,,30.0,45.1,-21.4,0.4,,,0.3,20.7,23.7,-3.0,20.7,0.0,,,20.7,0.0,20.7,0.0,0.0,20.7,20.7,,692.4,0.03,0.03,0.039965,724.8,0.028333,0.028333,0.03785,
03/31/2007,264.1,,-93.2,,170.9,,-127.4,98.6,,,28.8,43.5,1.1,0.2,2.3,-2.1,,-1.3,44.6,-11.4,33.2,0.0,,,33.2,0.0,33.2,0.0,0.0,33.2,33.2,,694.8,0.0475,0.0475,0.0475,762.0,0.045,0.045,0.045,
06/30/2007,272.6,,-94.7,,177.9,,-130.8,101.7,,,29.1,47.1,-0.3,0.4,2.3,-1.9,0.0,-0.1,46.8,-11.9,34.9,0.0,,,34.9,0.0,34.9,0.0,0.0,34.9,34.9,,690.0,0.050833,0.050833,0.050833,756.0,0.0475,0.0475,0.0475,
09/30/2007,261.4,,-90.7,,170.7,,-134.1,103.2,,,30.9,36.6,2.2,0.4,2.2,-1.8,,-2.6,38.8,-9.7,29.1,,,,29.1,,29.1,,0.0,29.1,29.1,-1.875,685.2,0.0425,0.0425,0.038852,748.8,0.04,0.04,0.036667,
12/31/2007,293.0,,-99.6,,193.4,,-148.0,114.5,,,33.5,45.4,-25.8,0.4,,,,25.4,19.6,-3.8,15.8,0.0,,,15.8,0.0,15.8,0.0,0.0,15.8,15.8,17.9,680.4,0.023333,0.023333,0.06125,711.6,0.0225,0.0225,0.05875,
03/31/2008,296.8,,-102.9,,193.9,,-147.5,114.6,,,32.9,46.4,-11.7,0.4,2.1,-1.7,1.1,10.2,34.7,-16.5,18.2,,,,18.2,,18.2,,0.0,18.2,18.2,,673.2,0.026667,0.026667,0.049167,702.0,0.025833,0.025833,0.046667,
06/30/2008,327.6,,-113.0,,214.6,,-161.9,126.5,,,35.4,52.7,-0.6,0.4,1.9,-1.5,,0.2,52.1,-12.4,39.7,,,,39.7,,39.7,,0.0,39.7,39.7,,664.8,0.06,0.06,0.058333,722.4,0.055833,0.055833,0.055,
09/30/2008,303.6,,-104.9,,198.7,,-154.4,119.3,,,35.1,44.3,-0.7,-0.4,1.5,-1.9,,1.1,43.6,-10.7,32.9,,,,32.9,,32.9,,0.0,32.9,32.9,,672.0,0.049167,0.049167,0.049167,708.0,0.046667,0.046667,0.046667,
12/31/2008,309.7,,-98.8,,210.9,,-156.0,120.2,,,35.8,54.9,-20.9,-0.3,0.7,-1.0,,21.2,34.0,4.1,38.1,0.0,,,38.1,0.0,38.1,0.0,0.0,38.1,38.1,,669.6,0.056667,0.056667,0.067267,696.0,0.055,0.055,0.0652,
03/31/2009,313.5,313.5,-97.0,97.0,216.5,0.0,-131.0,121.9,,39.9,-30.8,85.5,-0.5,0.1,0.8,-0.7,-0.5,0.9,85.0,-24.5,60.5,0.0,0.0,0.0,60.5,0.0,60.5,0.0,0.0,60.5,41.633117,-18.866883,672.0,0.09,0.09,0.061954,702.0,0.085833,0.085833,0.058957,
06/30/2009,335.5,335.5,-101.9,101.9,233.6,0.0,-172.6,128.5,,42.6,1.5,61.0,1.8,0.2,0.5,-0.3,-2.0,0.0,62.8,-15.3,47.5,0.0,0.0,0.0,47.5,0.0,47.5,0.0,0.0,47.5,46.4,-1.1,1348.8,0.035,0.035,0.034401,1404.0,0.034167,0.034167,0.033383,
09/30/2009,325.7,325.7,-98.5,98.5,227.2,0.0,-132.6,126.1,,44.7,-38.2,94.6,-0.4,0.6,0.9,-0.3,0.1,-0.3,94.2,-20.7,73.5,0.0,0.0,0.0,73.5,0.0,73.5,0.0,0.0,73.5,29.287356,-44.212644,676.8,0.108333,0.108333,0.043273,704.4,0.104167,0.104167,0.0414,
12/31/2009,346.7,346.7,-101.7,101.7,245.0,0.0,-184.3,132.3,,48.3,3.7,60.7,1.7,0.2,0.5,-0.3,0.1,-2.0,62.4,-14.8,47.6,0.0,0.0,0.0,47.6,0.0,47.6,0.0,0.0,47.6,49.745,2.145,679.2,0.07,0.07,0.073241,712.8,0.066667,0.066667,0.069676,
03/31/2010,340.5,340.5,-98.6,98.6,241.9,0.0,-179.2,134.0,,45.2,0.0,62.7,2.8,0.2,0.5,-0.3,-0.2,-2.8,65.5,-17.8,47.7,0.0,0.0,0.0,47.7,0.0,47.7,0.0,0.0,47.7,47.7,0.0,1358.4,0.035,0.035,0.035,1428.0,0.033333,0.033333,0.033333,
06/30/2010,365.2,365.2,-100.4,100.4,264.8,0.0,-191.2,140.6,,50.6,0.0,73.6,-7.2,0.5,0.7,-0.2,0.2,6.5,66.4,-8.9,57.5,0.0,0.0,0.0,57.5,0.0,57.5,0.0,0.0,57.5,55.0,-2.5,680.4,0.085,0.085,0.080835,712.8,0.08,0.08,0.076493,
09/30/2010,348.9,348.9,-95.8,95.8,253.1,0.0,-189.6,133.0,,52.7,3.9,63.5,2.7,0.4,0.7,-0.3,-1.7,-1.4,66.2,-18.2,48.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,48.0,50.6,2.6,681.6,0.07,0.07,0.074237,713.4,0.066667,0.066667,0.070311,
12/31/2010,392.4,392.4,-113.5,113.5,278.9,0.0,-208.8,142.4,,55.9,10.5,70.1,0.0,0.4,0.5,-0.1,1.5,-1.9,70.1,-5.3,64.8,0.0,0.0,0.0,64.8,0.0,64.8,0.0,0.0,64.8,65.6,0.8,687.0,0.095,0.095,0.095488,720.6,0.09,0.09,0.09111,
03/31/2011,404.5,404.5,-116.8,116.8,287.7,0.0,-209.3,150.3,,59.0,0.0,78.4,6.2,0.0,0.5,-0.5,-0.9,-5.3,84.6,-20.7,63.9,0.0,0.0,0.0,63.9,0.0,63.9,0.0,0.0,63.9,63.9,0.0,689.4,0.093333,0.093333,0.093333,723.0,0.088333,0.088333,0.088333,
06/30/2011,431.2,431.2,-127.8,127.8,303.4,0.0,-232.1,163.2,,64.9,4.0,71.3,1.5,-0.3,0.7,-1.0,-0.5,-0.7,72.8,-14.7,58.1,0.0,0.0,0.0,58.1,0.0,58.1,0.0,0.0,58.1,55.6,-2.5,688.8,0.085,0.085,0.08072,720.0,0.08,0.08,0.076528,
09/30/2011,412.7,412.7,-125.6,125.6,287.1,0.0,-227.2,165.5,,61.7,0.0,59.9,-2.3,0.0,1.0,-1.0,3.1,-0.8,57.6,-6.0,51.6,0.0,0.0,0.0,51.6,0.0,51.6,0.0,0.0,51.6,44.7,-6.9,687.6,0.075,0.075,0.065009,714.0,0.071667,0.071667,0.062003,
12/31/2011,430.2,430.2,-119.6,119.6,310.6,0.0,-241.7,163.4,,60.7,17.6,68.9,-0.3,-1.0,0.9,-1.9,0.2,1.1,68.6,-5.5,63.1,0.0,0.0,0.0,63.1,0.0,63.1,0.0,0.0,63.1,70.15,7.05,684.6,0.091667,0.091667,0.102469,708.6,0.088333,0.088333,0.098282,
03/31/2012,459.2,459.2,-127.3,127.3,331.9,0.0,-245.8,177.2,,68.6,0.0,86.1,-0.5,0.0,1.1,-1.1,0.6,-0.1,85.6,-20.5,65.1,0.0,0.0,0.0,65.1,0.0,65.1,0.0,0.0,65.1,65.1,0.0,684.0,0.095,0.095,0.095,708.0,0.091667,0.091667,0.091667,
06/30/2012,482.0,482.0,-129.8,129.8,352.2,0.0,-263.4,182.4,,74.0,7.0,88.8,1.1,-0.1,1.2,-1.3,0.5,-1.5,89.9,-22.1,67.8,0.0,0.0,0.0,67.8,0.0,67.8,0.0,0.0,67.8,67.8,0.0,689.4,0.098333,0.098333,0.098333,710.4,0.095,0.095,0.095,
09/30/2012,447.9,447.9,-111.7,111.7,336.2,0.0,-241.6,167.8,,73.8,0.0,94.6,-1.2,-0.3,0.9,-1.2,0.6,0.9,93.4,-24.2,69.2,0.0,0.0,0.0,69.2,0.0,69.2,0.0,0.0,69.2,69.59,0.39,694.2,0.1,0.1,0.100245,714.0,0.096667,0.096667,0.097213,
12/31/2012,510.5,510.5,-125.8,125.8,384.7,0.0,-261.8,177.9,,74.9,9.0,122.9,-0.7,0.0,1.2,-1.2,-0.5,1.2,122.2,-31.1,91.1,0.0,0.0,0.0,91.1,0.0,91.1,0.0,0.0,91.1,106.825,15.725,690.0,0.131667,0.131667,0.154819,706.8,0.128333,0.128333,0.150582,
03/31/2013,496.7,496.7,-121.0,121.0,375.7,0.0,-184.1,182.4,,79.8,-78.1,191.6,-1.0,-0.2,1.4,-1.6,0.9,0.3,190.6,-46.7,143.9,0.0,0.0,0.0,143.9,0.0,143.9,0.0,0.0,143.9,86.7,-57.2,683.4,0.21,0.21,0.126866,699.0,0.206667,0.206667,0.124836,
06/30/2013,517.2,517.2,-123.6,123.6,393.6,0.0,-272.6,186.6,,80.5,5.5,121.0,-0.5,0.4,1.4,-1.0,0.3,-0.2,120.5,-27.2,93.3,0.0,0.0,0.0,93.3,0.0,93.3,0.0,0.0,93.3,96.7,3.4,675.6,0.138333,0.138333,0.143132,688.2,0.135,0.135,0.13994,
09/30/2013,495.6,495.6,-128.2,128.2,367.4,0.0,-266.2,177.8,,84.1,4.3,101.2,-1.4,1.0,1.9,-0.9,0.3,0.1,99.8,-23.0,76.8,0.0,0.0,0.0,76.8,0.0,76.8,0.0,0.0,76.8,79.5,2.7,666.0,0.115,0.115,0.119369,677.4,0.113333,0.113333,0.117319,
12/31/2013,536.0,536.0,-143.8,143.8,392.2,0.0,-288.3,186.6,,78.6,23.1,103.9,-3.6,4.0,5.1,-1.1,0.0,-0.4,100.3,-25.2,75.1,0.0,0.0,0.0,75.1,0.0,75.1,0.0,0.0,75.1,81.715,6.615,655.2,0.115,0.115,0.124718,666.0,0.113333,0.113333,0.123266,
03/31/2014,522.4,522.4,-145.9,145.9,376.5,0.0,-296.0,197.2,,85.8,13.0,80.5,-3.2,3.5,4.6,-1.1,-0.2,-0.1,77.3,-17.0,60.3,0.0,0.0,0.0,60.3,0.0,60.3,0.0,0.0,60.3,64.362308,4.062308,640.2,0.095,0.095,0.100535,651.0,0.093333,0.093333,0.099573,
06/30/2014,575.1,575.1,-151.2,151.2,423.9,0.0,442.8,215.5,,89.1,-747.4,866.7,-53.5,3.1,4.4,-1.3,1.3,49.1,813.2,-266.2,547.0,0.0,0.0,0.0,547.0,0.0,547.0,0.0,0.0,547.0,90.057106,-456.942894,633.6,0.863333,0.863333,0.142136,644.4,0.848333,0.848333,0.139235,
09/30/2014,607.4,607.4,-168.1,168.1,439.3,0.0,-313.7,222.2,,87.6,3.9,125.6,-5.0,2.5,4.3,-1.8,0.2,2.3,120.6,-26.0,94.6,0.0,0.0,0.0,94.6,0.0,94.6,0.0,0.0,94.6,101.639604,7.039604,638.4,0.148333,0.148333,0.15921,650.4,0.145,0.145,0.155824,
12/31/2014,618.0,618.0,-160.4,160.4,457.6,0.0,-317.9,223.1,,84.0,10.8,139.7,-6.8,1.7,3.9,-2.2,0.7,4.4,132.9,-23.7,109.2,0.0,0.0,0.0,109.2,0.0,109.2,0.0,0.0,109.2,129.23,20.03,1288.8,0.085,0.085,0.100271,658.2,0.083333,0.083333,0.100271,
03/31/2015,590.3,590.3,-136.0,136.0,454.3,0.0,-289.2,202.5,,86.4,0.3,165.1,-2.6,2.4,4.2,-1.8,-0.9,1.1,162.5,-39.1,123.4,0.0,0.0,0.0,123.4,0.0,123.4,0.0,0.0,123.4,123.595,0.195,646.5,0.19,0.19,0.191176,661.8,0.186667,0.186667,0.186961,
06/30/2015,616.8,616.8,-158.6,158.6,458.2,0.0,-312.4,213.9,,97.5,1.0,145.8,-3.6,1.8,4.2,-2.4,2.8,-1.0,142.2,-29.5,112.7,0.0,0.0,0.0,112.7,0.0,112.7,0.0,0.0,112.7,113.392308,0.692308,645.6,0.175,0.175,0.175639,660.0,0.17,0.17,0.171049,
09/30/2015,615.5,615.5,-146.7,146.7,468.8,0.0,-315.4,212.0,,101.0,2.4,153.4,-2.7,2.5,4.3,-1.8,1.6,-1.4,150.7,-32.6,118.1,0.0,0.0,0.0,118.1,0.0,118.1,0.0,0.0,118.1,118.9,0.8,645.6,0.183333,0.183333,0.18417,659.7,0.18,0.18,0.181213,
12/31/2015,671.1,671.1,-175.9,175.9,495.2,0.0,-323.8,222.3,,98.2,3.3,171.4,-4.4,2.6,4.5,-1.9,1.3,0.5,167.0,-26.3,140.7,0.0,0.0,0.0,140.7,0.0,140.7,0.0,0.0,140.7,142.906,2.206,647.4,0.216667,0.216667,0.220738,661.8,0.213333,0.213333,0.216667,
03/31/2016,697.3,697.3,-180.3,180.3,517.0,0.0,-327.3,212.7,,102.4,12.2,189.7,-6.4,2.4,,,-0.4,4.4,183.3,-40.3,143.0,0.0,0.0,0.0,143.0,0.0,143.0,0.0,0.0,143.0,152.237145,9.237145,639.3,0.223333,0.223333,0.238131,653.4,0.22,0.22,0.234137,
06/30/2016,759.3,759.3,-202.5,202.5,556.8,0.0,-385.3,228.8,,112.9,43.6,171.5,-2.5,2.4,,,0.8,-0.7,169.0,-42.4,126.6,0.0,0.0,0.0,126.6,0.0,126.6,0.0,0.0,126.6,162.363187,35.763187,636.6,0.2,0.2,0.255047,651.9,0.193333,0.193333,0.248193,
09/30/2016,739.4,739.4,-201.4,201.4,538.0,0.0,-349.2,229.6,,113.1,6.5,188.8,-3.6,2.1,,,0.7,0.8,185.2,-43.8,141.4,0.0,0.0,0.0,141.4,0.0,141.4,0.0,0.0,141.4,146.09,4.69,639.6,0.22,0.22,0.228408,654.3,0.216667,0.216667,0.223835,
12/31/2016,767.7,767.7,-213.2,213.2,554.5,0.0,-353.3,233.6,,114.9,4.8,201.2,-0.8,1.5,,,-0.6,-0.1,200.4,-41.9,158.5,0.0,0.0,0.0,158.5,0.0,158.5,0.0,0.0,158.5,162.720896,4.220896,641.1,0.246667,0.246667,0.253815,653.7,0.243333,0.243333,0.24979,
03/31/2017,883.5,883.5,-215.6,215.6,667.9,0.0,-369.6,229.6,,128.7,11.3,298.3,-4.7,2.4,,,1.3,1.0,293.6,-63.4,230.2,0.0,0.0,0.0,230.2,0.0,230.2,0.0,0.0,230.2,239.246532,9.046532,633.6,0.363333,0.363333,0.377599,649.2,0.353333,0.353333,0.367268,
06/30/2017,841.8,841.8,-211.1,211.1,630.7,0.0,-389.7,243.8,,134.4,11.5,241.0,-35.4,1.4,,,2.7,31.3,205.6,-19.5,186.1,0.0,0.0,0.0,186.1,0.0,186.1,0.0,0.0,186.1,213.113636,27.013636,631.5,0.293333,0.293333,0.337472,647.1,0.286667,0.286667,0.328412,
09/30/2017,821.5,821.5,-213.3,213.3,608.2,0.0,-394.2,244.6,,142.9,6.7,214.0,-2.2,0.1,0.1,0.0,0.8,1.3,211.8,-41.7,170.1,0.0,0.0,0.0,170.1,0.0,170.1,0.0,0.0,170.1,172.994027,2.894027,633.9,0.27,0.27,0.272904,648.6,0.263333,0.263333,0.267795,
12/31/2017,888.5,888.5,-235.3,235.3,653.2,0.0,-329.5,266.7,,146.6,-83.8,323.7,0.2,-1.0,,,0.8,0.0,323.9,-288.2,35.7,0.0,0.0,0.0,35.7,0.0,35.7,0.0,0.0,35.7,184.336574,148.636574,632.4,0.056667,0.056667,0.291487,646.2,0.056667,0.056667,0.286683,
03/31/2018,894.8,894.8,-233.6,233.6,661.2,0.0,-408.7,256.0,,143.2,9.5,252.5,11.0,-0.8,,,-4.2,-6.0,263.5,-56.9,206.6,0.0,0.0,0.0,206.6,0.0,206.6,0.0,0.0,206.6,232.565829,25.965829,630.6,0.326667,0.326667,0.368801,645.3,0.32,0.32,0.360238,
06/30/2018,943.7,943.7,-246.2,246.2,697.5,0.0,-445.4,274.9,,154.1,16.4,252.1,-1.1,0.0,,,-0.1,1.2,251.0,31.7,282.7,0.0,0.0,0.0,282.7,0.0,282.7,0.0,0.0,282.7,243.164988,-39.535012,628.5,0.45,0.45,0.386897,642.0,0.44,0.44,0.378419,
09/30/2018,906.6,906.6,-224.9,224.9,681.7,0.0,-432.8,269.5,,161.8,1.5,248.9,-0.2,0.5,,,-0.6,0.3,248.7,-22.8,225.9,0.0,0.0,0.0,225.9,0.0,225.9,0.0,0.0,225.9,222.07,-3.83,627.0,0.36,0.36,0.354179,639.6,0.353333,0.353333,0.347345,
12/31/2018,977.7,977.7,-234.7,234.7,743.0,0.0,-748.3,288.1,,163.1,297.1,-5.3,3.5,-1.8,,,-1.8,0.1,-1.8,8.8,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,244.687181,237.687181,624.3,0.01,0.01,0.391938,636.6,0.01,0.01,0.38337,
03/31/2019,993.0,993.0,-231.8,231.8,761.2,0.0,-487.0,280.3,,171.4,35.3,274.2,3.8,-2.0,,,-2.0,0.2,278.0,-28.3,249.7,0.0,0.0,0.0,249.7,0.0,249.7,0.0,0.0,249.7,278.381788,28.681788,623.7,0.4,0.4,0.446339,636.6,0.393333,0.393333,0.438388,
06/30/2019,1086.9,1086.9,-304.0,304.0,782.9,0.0,-515.4,308.5,,191.9,15.0,267.5,3.8,-2.4,,,-1.6,0.2,271.3,-29.0,242.3,0.0,0.0,0.0,242.3,0.0,242.3,0.0,0.0,242.3,254.024038,11.724038,624.3,0.386667,0.386667,0.406894,636.3,0.38,0.38,0.398425,
09/30/2019,1094.0,1094.0,-292.4,292.4,801.6,0.0,-507.3,306.2,,195.5,5.6,294.3,7.4,-2.8,,,-1.0,-3.6,301.7,-27.0,274.7,0.0,0.0,0.0,274.7,0.0,274.7,0.0,0.0,274.7,278.875148,4.175148,624.6,0.44,0.44,0.446486,636.3,0.433333,0.433333,0.439895,
12/31/2019,1174.1,1174.1,-286.2,286.2,887.9,0.0,-577.1,347.2,,193.9,36.0,310.8,4.7,-4.3,,,-10.5,10.1,315.5,-35.3,280.2,0.0,0.0,0.0,280.2,0.0,280.2,0.0,0.0,280.2,308.208511,28.008511,626.4,0.446667,0.446667,0.492031,637.8,0.44,0.44,0.483914,
