Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/31/1991,126.401001,,-61.436001,,64.965,,-49.237,,,,,15.728,-1.781,,,,,1.781,13.947,-5.886,8.061,0.0,,,8.061,0.0,8.061,,,8.061,8.061,,127.040001,0.06375,0.06375,,127.040001,0.06375,0.06375,0.06375,
01/31/1992,149.028,,-75.452003,,73.575997,,-51.112,,,,,22.464001,-1.493,,6.337,,,-4.844,20.971001,-8.873,12.098,0.0,,,12.098001,0.0,12.098,0.0,,12.098,12.098,,126.807992,0.095,0.095,0.095,126.807992,0.095,0.095,0.095,
04/30/1992,107.237999,,-57.644001,,49.593998,,-42.596001,,,,,6.998,-1.629,,,,,1.629,5.369,-2.266,3.103,,,,3.103,,3.103,,,3.103,3.103,,126.736,0.025,0.025,,126.736,0.025,0.025,0.025,
07/31/1992,120.830002,,-61.837002,,58.993,,-50.439999,,,,,8.553,-1.824,,,,,1.824,6.729,-2.84,3.889,0.0,,,3.889001,0.0,3.889,0.0,,3.889,3.889,,126.351997,0.03125,0.03125,,126.351997,0.03125,0.03125,0.03125,
10/31/1992,105.897003,,-51.592999,,54.304005,,-53.696999,,,,,0.607,-1.541,,,,,1.541,-0.934,0.99,0.056,0.0,,,0.056,0.0,0.056,0.0,,0.056,0.056,,125.968002,0.0,0.0,,125.968002,0.0,0.0,0.0,
01/31/1993,152.431,,-78.289001,,74.141999,,-63.558998,,,,,10.583,-1.822,,7.231,,,-5.409,8.761,-0.097,8.664,0.0,,,8.664,0.0,8.664,0.0,,8.664,8.664,,126.336,0.06875,0.06875,0.06875,126.336,0.06875,0.06875,0.06875,
04/30/1993,109.481003,,-58.700001,,50.781002,,-47.076,,,,,3.705,-1.87,,,,,1.87,1.835,-0.798,1.037,0.0,,,1.037,0.0,1.037,0.0,,1.037,1.037,,126.040001,0.00875,0.00875,,126.040001,0.00875,0.00875,0.00875,
07/31/1993,114.233002,,-58.785999,,55.447002,,-53.269001,,,,,2.178,-59.393002,,,,,59.393002,-57.215002,24.665001,-32.549999,0.0,,,-32.550001,0.0,-32.549999,0.0,,-32.549999,-32.549999,,126.239998,-0.2575,-0.2575,,126.239998,-0.2575,-0.2575,-0.2575,
10/31/1993,134.75,,-62.917999,,71.832001,,-63.391998,,,,,8.44,-2.725,,,,,2.725,5.715,-2.46,3.255,0.0,,,3.255,0.0,3.255,0.0,,3.255,3.255,,126.375999,0.02625,0.02625,,126.375999,0.02625,0.02625,0.02625,
01/31/1994,93.037003,,-38.215,,54.822003,,-79.174004,,,,,-24.351999,56.017002,,9.562,,0.0,-65.579002,31.665003,-13.649,18.016001,0.0,,,18.016003,0.0,18.016001,0.0,,18.016001,18.016001,,126.352,0.1425,0.1425,0.1425,126.352,0.1425,0.1425,0.1425,
04/30/1994,131.207001,,-64.007004,,67.199997,,-61.085999,,,,,6.114,-2.817,,,,0.0,2.817,3.297,-1.421,1.876,0.0,,,1.876,0.0,1.876,0.0,,1.876,1.876,,126.424004,0.015,0.015,,126.424004,0.015,0.015,0.015,
07/31/1994,152.257004,,-73.335999,,78.921005,,-69.519997,,,,,9.401,-3.338,,,,,3.338,6.063,-2.613,3.45,0.0,,,3.45,0.0,3.45,0.0,,3.45,3.45,,127.160004,0.0275,0.0275,,127.160004,0.0275,0.0275,0.0275,
10/31/1994,160.091003,,-75.674004,,84.417,,-72.176003,,,,,12.241,-3.947,,0.0,,0.0,3.947,8.294,-3.574,4.72,0.0,,,4.72,0.0,4.72,0.0,,4.72,4.72,,127.695999,0.0375,0.0375,,127.695999,0.0375,0.0375,0.0375,
01/31/1995,239.276001,,-111.612,,127.664001,,-90.764999,,,,,36.898998,-2.987,,12.942,,0.0,-9.955,33.911998,-14.617,19.295,0.0,,,19.294998,0.0,19.295,0.0,,19.295,19.295,,127.72,0.15125,0.15125,0.15125,127.72,0.15125,0.15125,0.15125,
04/30/1995,150.143997,,-72.780998,,77.362999,,-73.567001,,,,,3.796,0.0,,,,0.0,0.0,3.796,-1.636,2.16,0.0,,,2.16,0.0,2.16,0.0,,2.16,2.16,,126.896004,0.0175,0.0175,,126.896004,0.0175,0.0175,0.0175,
07/31/1995,184.682007,,-88.264,,96.418007,,-83.850998,,,,,12.567,-3.222,,,,0.0,3.222,9.345001,-4.037,5.308,0.0,,,5.308,0.0,5.308,0.0,,5.308,5.308,,127.695999,0.04125,0.04125,,127.695999,0.04125,0.04125,0.04125,
10/31/1995,187.766006,,-87.061996,,100.70401,,-88.886002,,,,,11.818,-0.765,,0.0,,0.0,0.765,11.053,-4.779,6.274,0.0,,,6.274,0.0,6.274,0.0,,6.274,6.274,,129.632004,0.04875,0.04875,,129.632004,0.04875,0.04875,0.04875,
01/31/1996,280.700012,,-127.815002,,152.88501,,-101.053001,,,,,51.832001,5.347,,,,0.0,-5.347,57.179001,-19.368,25.473,0.0,,,37.811001,0.0,25.473,0.0,,25.473,25.473,,131.728,0.19375,0.19375,0.19375,131.728,0.19375,0.19375,0.19375,
04/30/1996,180.740997,,-87.375,,93.365997,,-81.087997,,,,,12.278,-3.34,,,,0.0,3.34,8.938,-3.861,5.077,0.0,,,5.077,0.0,5.077,0.0,,5.077,5.077,,133.600006,0.04,0.04,0.04,133.600006,0.04,0.04,0.04,
07/31/1996,202.763,,-95.880997,,106.882004,,-90.003998,,,,,16.878,-2.36,,,,0.0,2.36,14.518,-6.272,8.246,0.0,,,8.246001,0.0,8.246,0.0,,8.246,8.246,,131.936005,0.0625,0.0625,0.0625,138.860001,0.06,0.06,0.06,
10/31/1996,210.985001,,-96.700996,,114.284004,,-95.640999,,,,,18.643,-2.186,,,,0.0,2.186,16.457,-7.11,9.347,0.0,,,9.346999,0.0,9.347,0.0,,9.347,9.347,,138.475998,0.0675,0.0675,0.0675,143.380005,0.065,0.065,0.065,
01/31/1997,327.618988,,-142.457001,,185.161987,,-123.547997,,,,,61.613998,1.359,,,,0.0,-1.359,62.972998,-27.204,35.769001,0.0,,,35.768998,0.0,35.769001,0.0,,35.769001,35.769001,,137.572008,0.26,0.26,0.26,143.408004,0.25,0.25,0.25,
04/30/1997,199.699,,-93.445,,106.254,,-89.551,,,0.339,,16.703,-1.124,,,,0.0,1.124,15.579,-6.699,8.88,0.0,,,8.88,0.0,8.88,0.0,0.0,8.88,8.88,,138.888,0.065,0.065,0.065,143.644,0.0625,0.0625,0.0625,
07/31/1997,217.149,,-100.522,,116.627,,-97.382,,,,,19.245,-1.035,,,,,1.035,18.21,-7.83,10.38,0.0,,,10.38,0.0,10.38,0.0,0.0,10.38,10.38,,139.96,0.075,0.075,0.075,144.708,0.0725,0.0725,0.0725,
10/31/1997,233.074,,-106.195,,126.879,,-105.453,,,,,21.426,-1.315,,,,0.0,1.315,20.111,-8.648,11.463,0.0,,,11.463,0.0,11.463,0.0,0.0,11.463,11.463,,140.396,0.0825,0.0825,0.0825,145.144,0.08,0.08,0.08,
01/31/1998,367.694,,-153.246002,,214.447998,,-138.399994,,,,,76.047997,-2.19,,4.563,,0.0,-2.373,73.857996,-31.759001,42.098999,0.0,,,42.098995,0.0,42.098999,0.0,,42.098999,42.098999,,140.007996,0.3,0.3,0.3,143.996002,0.2925,0.2925,0.2925,
04/30/1998,226.159,,-105.151,,121.008,,-100.542,,,0.347,,20.466,-1.129,,,,0.0,1.129,19.337,-8.217,11.12,0.0,,,11.12,0.0,11.12,0.0,0.0,11.12,11.12,,140.696,0.08,0.08,0.08,145.372,0.0775,0.0775,0.0775,
07/31/1998,247.722,,-112.036,,135.686,,-110.706,,,,,24.98,-1.458,,,,,1.458,23.522,-9.997,13.525,0.0,,,13.525,0.0,13.525,0.0,0.0,13.525,13.525,,140.676,0.095,0.095,0.095,145.072,0.0925,0.0925,0.0925,
10/31/1998,252.56,,-113.968,,138.592,,-116.137,,,,,22.455,-1.554,,,,0.0,1.554,20.901,-8.779,12.122,0.0,,,12.122,0.0,12.122,0.0,0.0,12.122,12.122,,139.388,0.0875,0.0875,0.0875,142.1,0.085,0.085,0.085,
01/31/1999,442.803009,,-183.792007,,259.011002,,-165.789993,,,,,93.221001,-1.333,,3.063,,0.0,-1.73,91.888001,-38.592999,53.294998,0.0,,,53.295002,0.0,53.294998,0.0,,53.294998,53.294998,,138.688004,0.385,0.385,0.385,143.199997,0.3725,0.3725,0.3725,
04/30/1999,272.277,,-123.981,,148.296,,-118.857,,,,,29.439,-1.582,3.586,3.586,,0.0,-2.004,27.857,-11.7,16.157,0.0,,,16.157,0.0,16.157,0.0,,16.157,16.157,,280.32,0.0575,0.0575,0.0575,290.808,0.055,0.055,0.055,
07/31/1999,307.066986,,-132.029999,,175.036987,,-133.084,,,,,41.952999,-2.331,,,,0.0,2.331,39.621999,-16.641001,22.981001,0.0,,,22.980998,0.0,22.981001,0.0,0.0,22.981001,22.981001,,284.359985,0.08,0.08,0.08,296.18399,0.08,0.08,0.08,
10/31/1999,324.894012,,-151.576004,,173.318008,,-133.835999,,,,,39.481998,-2.257,,0.0,,0.0,2.257,37.224998,-15.263,21.962,0.0,,,21.961999,0.0,21.962,0.0,,21.962,21.962,,144.660004,0.15,0.15,0.15,151.203995,0.15,0.15,0.15,
01/31/2000,563.195007,,-224.953003,,338.242004,,-192.233002,,,,,146.009003,-2.655,,7.727,,0.0,-5.072,143.354002,-58.775002,84.579002,0.0,,,84.579001,0.0,84.579002,0.0,,84.579002,84.579002,,144.869995,0.585,0.585,0.585,152.113998,0.555,0.555,0.555,
04/30/2000,345.143,,-156.434,,188.709,,-135.314,,,,,53.395,-2.685,,,,0.0,2.685,50.71,-20.285,30.425,0.0,,,30.425,0.0,30.425,0.0,0.0,30.425,30.425,,145.098,0.21,0.21,0.21,151.836,0.2,0.2,0.2,
07/31/2000,374.448,,-161.994,,212.454,0.0,-145.377,145.377,,,0.0,67.077,-1.804,,,,0.0,1.804,65.273,-26.108,39.165,0.0,,,39.165,0.0,39.165,0.0,0.0,39.165,39.165,,145.165,0.27,0.27,0.27,151.546,0.26,0.26,0.26,
10/31/2000,372.074,,-165.709,,206.365,0.0,-143.313,143.313,,,0.0,63.052,-2.516,,,,0.0,2.516,60.536,-24.216,36.32,0.0,,,36.32,0.0,36.32,0.0,0.0,36.32,36.32,,145.809,0.25,0.25,0.25,152.136,0.24,0.24,0.24,
01/31/2001,576.390991,,-235.505005,,340.885986,,-197.014008,,,,,143.871994,-2.75,,,,0.0,2.75,141.121994,-56.448002,84.674004,0.0,,,84.673992,0.0,84.674004,0.0,0.0,84.674004,84.674004,,145.897995,0.58,0.58,0.58,151.705002,0.56,0.56,0.56,
04/30/2001,336.401,,-146.261,,190.14,,-140.919,,,,,49.221,2.047,,,,0.0,-2.047,51.268,-20.506,30.762,0.0,,,30.762,0.0,30.762,0.0,0.0,30.762,30.762,-2.16,145.915,0.21,0.21,0.2,151.304,0.2,0.2,0.19,
07/31/2001,371.301,,-155.43,,215.871,,-150.201,,,,,65.67,-5.581,,,,0.0,5.581,60.089,-24.037,36.052,0.0,,,36.052,0.0,36.052,0.0,0.0,36.052,36.052,,146.042,0.25,0.25,0.25,151.752,0.24,0.24,0.24,
10/31/2001,333.074,,-140.235,,192.839,,-146.798,,,,,46.041,-5.993,,,,0.0,5.993,40.048,-16.02,24.028,0.0,,,24.028,0.0,24.028,0.0,0.0,24.028,24.028,,145.273,0.17,0.17,0.17,150.114,0.16,0.16,0.16,
01/31/2002,565.758972,,-221.132004,,344.626968,,-195.662003,,,,,148.964996,-11.058,,,,0.0,11.058,137.906997,-55.161999,82.745003,0.0,,,82.744998,0.0,82.745003,0.0,0.0,82.745003,82.745003,,144.908997,0.57,0.57,0.6,149.688004,0.55,0.55,0.58,
04/30/2002,347.129,,-140.714,,206.415,,-147.849,,,,,58.566,-4.052,,,,0.0,4.052,54.514,-21.805,32.709,0.0,,,32.709,0.0,32.709,0.0,0.0,32.709,32.709,,145.434,0.22,0.22,0.22,150.181,0.22,0.22,0.22,
07/31/2002,374.427,,-154.62,,219.807,,-160.729,,,,,59.078,-4.554,,,,0.0,4.554,54.524,-21.81,32.714,0.0,,,32.714,0.0,32.714,0.0,0.0,32.714,32.714,,145.78,0.22,0.22,0.22,149.727,0.22,0.22,0.22,
10/31/2002,366.033,,-150.22,,215.813,,-165.9,,,,,49.913,-5.446,,,,0.0,5.446,44.467,-9.283,35.184,0.0,,,35.184,0.0,35.184,0.0,0.0,35.184,35.184,,145.137,0.24,0.24,0.24,148.066,0.24,0.24,0.24,
01/31/2003,619.013,,-249.600006,,369.412994,,-217.772995,,,,,151.639999,-5.508,,,,0.0,5.508,146.131999,-56.845001,89.287003,0.0,,,89.286998,0.0,89.287003,0.0,0.0,89.287003,89.287003,,144.962006,0.62,0.62,0.62,147.804001,0.6,0.6,0.6,
04/30/2003,395.839,,-166.195,,229.644,,-170.675,,,,,58.969,-2.313,,,,,2.313,56.656,-20.793,35.863,,,,35.863,,35.863,,,35.863,35.863,,144.894,0.25,0.25,0.25,147.438,0.24,0.24,0.24,
07/31/2003,442.495,,-187.523,,254.972,,-186.519,,,,,68.453,-3.45,,,,,3.45,65.003,-23.856,41.147,,,,41.147,,41.147,,,41.147,41.147,,145.294,0.28,0.28,0.28,148.163,0.28,0.28,0.28,
10/31/2003,430.123,,-192.402,,237.721,0.0,-188.506,188.506,,,0.0,49.215,-4.933,,,,0.0,4.933,44.282,-16.251,28.031,0.0,,,28.031,0.0,28.031,0.0,0.0,28.031,28.031,,146.047,0.19,0.19,0.19,149.079,0.19,0.19,0.19,
01/31/2004,731.588013,,-296.542999,,435.045013,,-256.162994,,,,,178.882004,-2.138,,,,0.0,2.138,176.744004,-66.267998,110.475998,0.0,,,110.476006,0.0,110.475998,0.0,0.0,110.475998,110.475998,,146.682007,0.75,0.75,0.75,149.794998,0.74,0.74,0.74,
04/30/2004,456.96,,-197.294,,259.666,0.0,-191.33,191.33,,,0.0,68.336,-3.324,,,,0.0,3.324,65.012,-24.704,40.308,0.0,,,40.308,0.0,40.308,0.0,0.0,40.308,40.308,,146.815,0.27,0.27,0.27,149.481,0.27,0.27,0.27,
07/31/2004,476.597,,-211.313,,265.284,,-201.427,,,,,63.857,-4.798,,,,0.0,4.798,59.059,-22.443,36.616,0.0,,,36.616,0.0,36.616,0.0,0.0,36.616,36.616,,146.37,0.25,0.25,0.25,148.669,0.25,0.25,0.25,
10/31/2004,461.152,,-214.842,,246.31,,-207.362,,,,,38.948,-5.276,,,,0.0,5.276,33.672,-12.863,20.809,0.0,,,20.809,0.0,20.809,0.0,0.0,20.809,20.809,,145.943,0.14,0.14,0.14,147.75,0.14,0.14,0.14,
01/31/2005,810.122,,-348.441,,461.681,,-321.381,,,,,140.3,191.017,,,,0.0,-191.017,331.317,-114.277,217.04,0.0,,,217.04,0.0,217.04,0.0,0.0,217.04,217.04,,144.854,1.5,1.5,1.06,146.688,1.48,1.48,1.05,
04/30/2005,509.901,,-235.08,,274.821,,-208.51,,,,,66.311,-4.206,,,,,4.206,62.105,-22.047,40.058,,,,40.058,,40.058,,,40.058,40.058,,144.248,0.28,0.28,0.28,146.285,0.27,0.27,0.27,
07/31/2005,526.701,,-234.617,,292.084,,-218.016,,,,,74.068,-3.858,,,,0.0,3.858,70.21,-19.659,50.551,0.0,,,50.551,0.0,50.551,0.0,0.0,50.551,50.551,,142.989,0.35,0.35,0.35,144.93,0.35,0.35,0.35,
10/31/2005,500.105,,-229.575,,270.53,,-230.735,,,,,39.795,-4.289,,,,,4.289,35.506,-11.717,23.789,,,,23.789,,23.789,,,23.789,23.789,,142.28,0.17,0.17,0.19,144.993,0.16,0.16,0.18,
01/31/2006,858.446,,-353.541,,504.905,,-302.374,,,,,202.531,-2.378,,,,0.0,2.378,200.153,-59.896,140.257,0.0,,,140.257,0.0,140.257,0.0,0.0,140.257,140.257,,142.386,0.99,0.99,0.99,145.258,0.97,0.97,0.97,
04/30/2006,539.241,,-238.115,,301.126,,-226.879,,,,,74.247,-3.975,,,,0.0,3.975,70.272,-27.13,43.142,0.0,,,43.142,0.0,43.142,0.0,0.0,43.142,43.142,,141.941,0.3,0.3,0.3,144.367,0.3,0.3,0.3,
07/31/2006,554.657,,-244.214,,310.443,,-233.565,,,,,76.878,-5.214,,,,0.0,5.214,71.664,-26.95,44.714,3.57,,,41.144,0.0,41.144,0.0,0.0,41.144,41.144,,139.17,0.3,0.32,0.32,141.177,0.29,0.32,0.32,
10/31/2006,531.834,,-244.483,,287.351,,-239.696,,,,,47.655,1.294,,,,0.0,-1.294,48.949,-16.324,32.625,3.483,,,29.142,0.0,29.142,0.0,0.0,29.142,29.142,,136.753,0.21,0.24,0.24,138.872,0.21,0.23,0.23,
01/31/2007,958.887,,-406.258,,552.629,,-321.299,,,,,231.33,-2.639,,,,0.0,2.639,228.691,-80.82,147.871,7.372,,,140.499,0.0,140.499,0.0,0.0,140.499,140.499,,135.584,1.04,1.09,1.09,138.322,1.02,1.07,1.07,
04/30/2007,595.729,,-261.771,,333.958,0.0,-246.041,246.041,,,0.0,87.917,-3.085,,,,,3.085,84.832,-31.005,53.827,-0.254,,,54.081,0.0,54.081,0.0,0.0,54.081,54.081,0.0,136.488,0.4,0.39,0.39,139.724,0.39,0.39,0.39,
07/31/2007,662.562,,-290.656,,371.906,0.0,-259.119,259.119,,,0.0,112.787,-2.748,,,,,2.748,110.039,-43.33,66.709,26.246,,,40.463,,40.463,0.0,0.0,40.463,40.463,,136.743,0.3,0.49,0.49,140.325,0.29,0.48,0.48,
10/31/2007,627.323,,-285.776,,341.547,105.051,-288.403,288.403,,,105.051,158.195,-2.306,,,,,105.051,155.889,-52.787,103.102,1.555,,,101.547,0.0,101.547,0.0,0.0,101.547,101.547,0.0,136.124,0.75,0.74,0.74,139.487,0.73,0.74,0.74,
01/31/2008,1053.157,,-443.303,,609.854,,-411.427,,,,,198.427,0.008,,,,0.0,-0.008,198.435,-71.048,127.387,0.0,,,127.387,0.0,127.387,0.0,0.0,127.387,127.387,,129.637,0.98,0.98,1.3698,132.583,0.96,0.96,1.3412,
04/30/2008,668.149,668.149,-286.895,286.895,381.254,0.0,-277.945,277.945,,,0.0,103.309,-1.508,,,,,1.508,101.801,-37.411,64.39,0.0,0.0,0.0,64.39,0.0,64.39,0.0,0.0,64.39,64.39,0.0,126.458,0.51,0.51,0.51,128.773,0.5,0.5,0.5,
07/31/2008,729.634,729.634,-307.758,307.758,421.876,0.0,-287.547,287.547,,,0.0,134.329,-3.34,,,,,3.34,130.989,-48.349,82.64,1.87,1.87,0.0,80.77,0.0,80.77,0.0,0.0,80.77,82.64,0.0,125.714,0.64,0.66,0.66,128.177,0.63,0.64,0.64,
10/31/2008,616.152,616.152,-269.027,269.027,347.125,0.0,-265.622,265.622,,,0.0,81.503,-14.449,,,,,14.449,67.054,-21.498,45.556,1.779,1.779,0.0,43.777,0.0,43.777,0.0,0.0,43.777,45.556,0.0,123.399,0.35,0.37,0.37,124.899,0.35,0.36,0.36,
01/31/2009,837.593,837.593,-340.17,340.17,497.423,0.0,-425.282,327.443,,,97.839,72.141,-9.606,,,,,9.606,62.535,-25.122,37.413,6.328,6.328,0.0,31.085,0.0,31.085,0.0,0.0,31.085,111.654,74.241,123.363,0.25,0.3,0.905085,123.793,0.25,0.3,0.899719,
04/30/2009,517.615,517.615,-228.396,228.396,289.219,0.0,-229.705,229.705,,,0.0,59.514,-12.44,,,,,12.44,47.074,-19.631,27.443,3.102,3.102,0.0,24.341,0.0,24.341,0.0,0.0,24.341,27.443,0.0,124.001,0.2,0.22,0.22,124.164,0.2,0.22,0.22,
07/31/2009,612.493,612.493,-275.041,275.041,337.452,0.0,-247.898,247.898,,,0.0,89.554,-12.132,,,,,12.132,77.422,-20.705,56.717,-0.059,-0.059,0.0,56.776,,56.776,0.0,0.0,56.776,56.717,0.0,124.081,0.46,0.46,0.46,124.523,0.46,0.46,0.46,
10/31/2009,598.212,598.212,-270.409,270.409,327.803,0.0,-260.986,260.986,,,0.0,66.817,-11.326,,,,,11.326,55.491,-12.182,43.309,-0.03,-0.03,0.0,43.339,,43.339,0.0,0.0,43.339,43.309,0.0,124.202,0.35,0.35,0.35,125.582,0.35,0.34,0.34,
01/31/2010,981.384,981.384,-405.639,405.639,575.745,0.0,-351.138,351.138,,,0.0,224.607,-14.62,,,,,14.62,209.987,-71.78,138.207,-2.16,-2.16,0.0,140.367,0.0,140.367,0.0,0.0,140.367,138.207,0.0,125.097,1.12,1.1,1.1,127.265,1.1,1.09,1.09,
04/30/2010,633.586,633.586,-267.608,267.608,365.978,0.0,-260.561,260.561,,,0.0,105.417,-12.138,,,,,12.138,93.279,-28.854,64.425,0.0,0.0,0.0,64.425,0.0,64.425,0.0,0.0,64.425,65.019,0.594,126.699,0.51,0.51,0.513177,128.543,0.5,0.5,0.504621,
07/31/2010,668.76,668.76,-282.008,282.008,386.752,0.0,-273.146,273.146,,,0.0,113.606,-11.121,,,,,11.121,102.485,-34.81,67.675,0.0,0.0,0.0,67.675,,67.675,0.0,0.0,67.675,70.067,2.392,126.897,0.53,0.53,0.552156,128.385,0.53,0.53,0.548631,
10/31/2010,681.729,681.729,-283.158,283.158,398.571,0.0,-300.993,300.993,,,0.0,97.578,-12.997,,,,,12.997,84.581,-29.502,55.079,0.0,0.0,0.0,55.079,,55.079,,0.0,55.079,58.973,3.894,126.176,0.44,0.44,0.467387,127.905,0.43,0.43,0.460444,
01/31/2011,1101.215,1101.215,-430.238,430.238,670.977,0.0,-392.797,392.797,,,0.0,278.18,-11.091,,,0.0,,11.091,267.089,-85.865,181.224,0.0,0.0,0.0,181.224,0.0,181.224,0.0,0.0,181.224,185.111,3.887,126.628,1.43,1.43,1.461849,128.793,1.41,1.41,1.44018,
04/30/2011,761.018,761.018,-317.325,317.325,443.693,0.0,-307.727,307.727,,,0.0,135.966,-10.147,,,,,10.147,125.819,-44.756,81.063,0.0,0.0,0.0,81.063,0.0,81.063,0.0,0.0,81.063,86.066,5.003,127.601,0.64,0.64,0.674493,129.381,0.63,0.63,0.668669,
07/31/2011,872.712,872.712,-358.015,358.015,514.697,0.0,-374.157,374.157,,,0.0,140.54,-9.619,,,,,9.619,130.921,-40.878,90.043,0.0,0.0,0.0,90.043,,90.043,0.0,0.0,90.043,111.034,20.991,128.03,0.7,0.7,0.86725,129.794,0.69,0.69,0.851726,
10/31/2011,821.767,821.767,-345.918,345.918,475.849,0.0,-329.672,329.672,,,0.0,146.177,-10.393,,,,,10.393,135.784,-46.095,89.689,0.0,0.0,0.0,89.689,,89.689,0.0,0.0,89.689,89.689,0.0,127.21,0.71,0.71,0.71,128.812,0.7,0.7,0.7,
01/31/2012,1187.44,1187.44,-470.525,470.525,716.915,0.0,-431.172,431.172,,,0.0,285.743,-13.316,,,,,13.316,272.427,-94.032,178.395,0.0,0.0,0.0,178.395,0.0,178.395,0.0,0.0,178.395,178.395,0.0,126.747,1.41,1.41,1.41,128.344,1.39,1.39,1.39,
04/30/2012,819.17,819.17,-350.152,350.152,469.018,0.0,-334.033,334.033,,,0.0,134.985,-10.554,,,,,10.554,124.431,-42.897,81.534,0.0,0.0,0.0,81.534,0.0,81.534,0.0,0.0,81.534,81.534,0.0,126.723,0.64,0.64,0.64,128.178,0.64,0.64,0.64,
