Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
04/01/1990,500.334057,500.30244,500.30244,,4.562246,0.810196,0.560553,0.249651,0.249651,,0.249651,0.249651,0.249651,0.122779,0.374338,,4.50552,8.404837,,
07/01/1990,500.348858,500.322014,500.322014,,4.781756,0.773778,0.526703,0.221003,0.221003,,0.221003,0.221003,0.221003,0.122779,1.342667,,3.80935,8.506769,,
09/30/1990,493.370515,499.491227,499.491227,,4.531627,0.727094,0.463666,0.171891,0.171891,,0.171891,0.171891,0.171891,0.122779,1.028933,,3.852879,7.870472,,
12/30/1990,491.454856,492.412667,492.412667,,4.236053,0.640845,0.461747,0.122779,0.122779,0.122779,0.122779,0.122779,0.122779,0.122779,0.320128,,3.504025,7.861971,,
03/31/1991,491.616143,491.471968,491.471968,,4.196913,0.633511,0.353642,0.106409,0.106409,,0.106409,0.106409,0.106409,0.122779,0.131517,,3.429654,7.847344,,
06/30/1991,492.649677,491.77251,491.77251,,4.670088,0.650183,0.380422,0.143243,0.143243,,0.143243,0.143243,0.143243,0.122779,0.330389,,3.85153,7.886363,,
09/29/1991,493.363171,492.151235,492.151235,,4.497498,0.604196,0.308787,0.102316,0.102316,,0.102316,0.102316,0.102316,0.122779,0.942241,,3.615363,7.876534,,
12/29/1991,494.201266,493.7822,493.7822,,4.31134,0.391403,0.21779,-0.679379,-0.5566,-0.5566,-0.679379,-0.5566,-0.5566,0.122779,1.139128,,4.163539,7.060621,,
03/29/1992,496.625771,495.21284,495.21284,,4.452437,0.682545,0.437153,0.175984,0.175984,,0.175984,0.175984,0.175984,0.122779,0.124403,,3.275579,7.105292,,
06/28/1992,497.023398,495.928756,495.928756,,4.743334,0.685528,0.457749,0.184169,0.184169,,0.184169,0.184169,0.184169,0.122779,1.199471,,3.169986,7.181161,,
