Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1992,138.976004,83.550004,145.796002,98.249001,47.547001,-62.245998,55.426,-0.785,,,,49.326,6.885,-10.46,128.516004,-88.444,,88.444,40.071999,-11.0,11.0,29.071999,-17.275,,11.797,0.0,,,11.796999,0.0,11.797,0.0,,11.797,11.797,,134.865036,0.087472,0.087472,0.087472,134.865036,0.087472,0.087472,0.087472,
03/31/1993,161.375003,87.493999,151.450001,100.581001,50.868999,-63.956001,73.881003,0.958,,,,68.161003,4.762,-9.247,152.128003,-106.927002,0.0,106.927002,45.201,0.0,0.0,45.201,-15.469,,29.732,0.0,,,29.732,0.0,29.732,0.0,,29.732,29.732,,151.785588,0.195771,0.195771,,151.785588,0.195771,0.195771,0.195771,
06/30/1993,163.630002,88.128002,151.565002,102.999001,48.566002,-63.437,75.501999,0.678,,,,70.612,4.212,-9.171,154.459002,-113.255997,0.0,113.255997,41.202999,0.0,0.0,41.202999,-15.394,,25.809,0.0,,,25.808999,0.0,25.809,0.0,,25.809,25.809,,151.775991,0.168697,0.168697,,151.775991,0.168697,0.168697,0.168697,
09/30/1993,174.81,90.577,156.605999,109.278999,47.327,-66.028999,84.233,-0.081,,,,78.847,5.467,-9.097,165.713,-121.464996,0.0,121.464996,44.248001,0.0,0.0,44.248001,-16.900999,,27.347,0.0,,,27.347002,0.0,27.347,0.0,,27.347,27.347,,152.971562,0.17911,0.17911,,152.971562,0.17911,0.17911,0.17911,
12/31/1993,198.450005,97.259003,165.361,126.055,39.306,-68.101997,101.191002,-0.75,,,,95.829002,6.112,-8.182,190.268005,-150.25,0.0,150.25,40.018002,0.0,0.0,40.018002,-16.823999,,23.194,0.0,,,23.194003,0.0,23.194,0.0,,23.194,23.194,,159.093496,0.145787,0.145787,0.145787,159.093496,0.145787,0.145787,0.145787,
03/31/1994,235.598005,100.073006,166.238007,131.143005,35.095001,-66.165001,135.524999,14.668,,,,115.862999,4.994,-5.759,229.839005,-169.481995,0.0,169.481995,60.356998,0.0,0.0,60.356998,-20.552999,,39.804001,0.0,,,39.803999,0.0,39.804001,0.0,,39.804001,39.804001,,164.759289,0.24159,0.24159,,164.759289,0.24159,0.24159,0.24159,
06/30/1994,217.590999,99.463997,170.195999,134.723999,35.472,-70.732002,118.127002,7.674,,,,105.177002,5.276,-2.928,214.662999,-165.389999,0.0,165.389999,49.272999,0.0,0.0,49.272999,-12.522,,36.750999,0.0,,,36.750998,0.0,36.750999,0.0,,36.750999,36.750999,,164.836126,0.220763,0.220763,,164.836126,0.220763,0.220763,0.220763,
09/30/1994,204.964002,99.278,178.974998,141.847,37.127998,-79.696999,105.686002,0.238,,,,98.024002,7.424,-4.231,200.733002,-145.464996,0.0,145.464996,55.268002,0.0,0.0,55.268002,-17.669001,,37.598999,0.0,,,37.599001,0.0,37.598999,0.0,,37.598999,37.598999,,163.261214,0.23326,0.23326,,163.261214,0.23326,0.23326,0.23326,
12/31/1994,195.046996,95.646,185.648998,146.5,39.148998,-90.002998,99.400996,-2.627,,,,10.216,91.811996,-4.264,190.782996,-147.919006,0.0,147.919006,42.863998,0.0,0.0,42.863998,-9.95,,32.914001,0.0,,,32.913998,0.0,32.914001,0.0,,32.914001,32.914001,,164.519217,0.199937,0.199937,0.199937,164.519217,0.199937,0.199937,0.199937,
03/31/1995,206.473004,92.318005,191.384007,153.128006,38.256001,-99.066002,114.154999,0.462,,,,107.570999,6.122,-4.148,202.325004,-147.904007,0.0,147.904007,54.421001,0.0,0.0,54.421001,-19.813999,,34.606998,0.0,,,34.607002,0.0,34.606998,0.0,,34.606998,34.606998,,163.774987,0.212433,0.212433,,163.774987,0.212433,0.212433,0.212433,
06/30/1995,210.147993,95.352997,202.751999,164.957001,37.794998,-107.399002,114.794997,0.025,,,,106.727997,8.042,-3.216,206.931993,-145.514008,0.0,145.514008,61.417999,0.0,0.0,61.417999,-20.665001,,40.752998,0.0,,,40.752998,0.0,40.752998,0.0,,40.752998,40.752998,,164.408787,0.245756,0.245756,,164.408787,0.245756,0.245756,0.245756,
09/30/1995,225.003997,98.606995,211.530998,175.561996,35.969002,-112.924004,126.397003,0.025,,,,118.704002,7.668,-5.921,219.082997,-151.052002,0.0,151.052002,68.030998,0.0,0.0,68.030998,-24.201,,43.830002,0.0,,,43.829998,0.0,43.830002,0.0,,43.830002,43.830002,,160.682805,0.274913,0.274913,,160.682805,0.274913,0.274913,0.274913,
12/31/1995,245.591004,104.375004,216.861004,180.800003,36.061001,-112.486,141.216,1.932,,,,95.857002,43.426998,-7.307,238.284004,-169.197006,0.0,169.197006,69.086998,0.0,0.0,69.086998,-23.389,,45.698002,0.0,,,45.697998,0.0,45.698002,0.0,,45.698002,45.698002,,164.399169,0.274913,0.274913,0.274913,164.399169,0.274913,0.274913,0.274913,
03/31/1996,241.955006,105.378002,217.652004,161.074005,56.577999,-112.274002,136.577004,0.258,,,,122.049004,14.27,-8.033,233.922006,-175.585999,0.0,175.585999,58.335999,0.0,0.0,58.335999,-20.895,,37.441002,0.0,,,37.440998,0.0,37.441002,0.0,,37.441002,37.441002,,160.512353,0.23326,0.23326,0.23326,166.456627,0.224929,0.224929,0.224929,
06/30/1996,242.674,112.954002,225.973999,163.291,62.682999,-113.019997,129.719997,0.052,,,,116.462997,13.205,-7.559,235.115,-167.996994,0.0,167.996994,67.117996,0.0,0.0,67.117996,-24.771,,42.347,0.0,,,42.346996,0.0,42.347,0.0,,42.347,42.347,,163.97665,0.258252,0.258252,0.258252,163.97665,0.258252,0.258252,0.258252,
09/30/1996,257.468,115.049004,225.777,165.843002,59.933998,-110.727997,142.418996,0.044,,,,128.908997,13.466,-8.853,248.615,-171.112,0.0,171.112,77.502998,-3.8,3.8,73.702998,-26.906,,46.797001,0.0,,,46.796998,0.0,46.797001,0.0,,46.797001,46.797001,,160.497938,0.291574,0.291574,0.308236,165.217838,0.283244,0.283244,0.299905,
12/31/1996,280.239997,117.806995,227.093998,168.988998,58.105,-109.287003,162.433002,-3.035,,,,165.468002,,-11.232,269.007997,-185.990997,0.0,185.990997,83.016998,0.0,0.0,83.016998,-29.695,,53.321999,0.0,,,53.321998,0.0,53.321999,0.0,,53.321999,53.321999,,160.017794,0.333228,0.333228,0.333228,164.120691,0.324897,0.324897,0.324897,
03/31/1997,254.585002,115.509003,222.326004,169.078003,53.248001,-106.817001,139.075999,0.029,,,,124.418999,14.628,-12.526,242.059002,-178.309006,0.0,178.309006,63.75,0.0,0.0,63.75,-23.17,,40.580002,0.0,,,40.58,-2.017,38.563,0.0,,38.563,38.563,,155.048223,0.249921,0.249921,0.249921,159.064684,0.24159,0.24159,0.24159,
06/30/1997,272.195013,119.018009,230.912006,176.268005,54.644001,-111.893997,153.177003,-0.789,,,,135.203003,18.763,-12.504,259.691013,-184.041,0.0,184.041,75.650009,0.0,0.0,75.650009,-27.268999,,48.381012,0.0,,,48.38101,-2.017,46.364014,0.0,,46.364014,46.364014,,153.662976,0.299905,0.299905,0.299899,157.799483,0.291574,0.291574,0.291574,
09/30/1997,303.953995,123.607994,241.744995,181.996994,59.748001,-118.137001,180.346001,-0.023,,,,159.983002,20.386,-12.753,291.200995,-202.078995,0.0,202.078995,89.121994,0.0,0.0,89.121994,-32.417,,56.704994,0.0,,,56.704994,-2.017,54.687996,0.0,,54.687996,54.687996,,153.766226,0.35822,0.35822,0.35822,158.1644,0.349889,0.349889,0.349889,
12/31/1997,320.491997,124.961002,246.310001,183.888,62.422001,-121.348999,195.530995,0.07,,,,195.384995,0.076,-13.332,307.159997,-212.544998,0.0,212.544998,94.614998,0.0,0.0,94.614998,-34.738998,,59.875999,0.0,,,59.875999,-2.019,57.856998,0.0,,57.856998,57.856998,,154.128724,0.374881,0.374881,0.374881,158.69017,0.366551,0.366551,0.366551,
03/31/1998,317.116992,127.139992,257.040993,185.748993,71.292,-129.901001,189.977,0.029,,,,174.431,15.517,-13.515,303.601991,-228.891006,0.0,228.891006,74.710999,0.0,0.0,74.710999,-26.339001,,48.372002,0.0,,,48.371998,-2.017,46.355,0.0,,46.355,46.355,,153.827439,0.299905,0.299905,0.299905,158.69257,0.291574,0.291574,0.291574,
06/30/1998,352.112003,132.188995,276.121002,181.651001,94.470001,-143.932007,219.923008,-0.091,,,,201.889008,18.125,-12.785,339.327003,-256.352997,0.0,256.352997,82.973999,0.0,0.0,82.973999,-28.211,,54.763,0.0,,,54.762999,-2.017,52.745998,0.0,,52.745998,52.745998,,153.527344,0.341559,0.341559,0.341559,158.026368,0.333228,0.333228,0.333228,
09/30/1998,402.58101,277.525009,431.131012,184.255005,246.876007,-153.606003,125.056001,0.009,,,,104.012001,21.035,-13.127,389.45401,-290.690002,0.0,290.690002,98.764,0.0,0.0,98.764,-34.926998,,63.837002,0.0,,,63.837002,-2.017,61.82,0.0,,61.82,61.82,,153.965489,0.399874,0.399874,0.399874,157.825895,0.391543,0.391543,0.391543,
12/31/1998,454.232012,3.685007,169.484003,186.313004,-16.829,-165.798996,450.547005,4.029,,,,458.324005,-11.806,-11.924,442.308012,-337.765015,0.0,337.765015,104.542999,0.0,0.0,104.542999,-37.064999,,67.477997,0.0,,,67.478001,-2.019,65.459,0.0,,65.459,65.459,,153.64858,0.424866,0.424866,0.424866,158.570143,0.416535,0.416535,0.416535,
03/31/1999,434.730006,148.167007,300.266006,183.852005,116.414001,-152.098999,286.562998,-0.034,,,,266.391998,20.205,-14.826,419.904005,-334.779999,0.0,334.779999,85.124001,0.0,0.0,85.124001,-30.077999,,55.046001,0.0,,,55.046001,-2.017,53.028999,0.0,,53.028999,53.028999,,155.793661,0.341559,0.341559,0.341559,160.566368,0.333228,0.333228,0.333228,
06/30/1999,440.589003,146.367989,293.176994,185.427994,107.749001,-146.809006,294.221014,-0.038,,,,267.502014,26.757,-14.979,425.610003,-328.674011,0.0,328.674011,96.935997,0.0,0.0,96.935997,-33.945,,62.991001,0.0,,,62.990997,-2.017,60.973999,0.0,,60.973999,60.973999,,156.901616,0.391543,0.391543,0.391543,161.670715,0.374881,0.374881,0.374881,
09/30/1999,433.638995,147.327003,303.211998,193.404999,109.806999,-155.884995,286.311991,1.859,,,,249.860992,34.591999,-14.11,419.528995,-312.423004,0.0,312.423004,107.106003,0.0,0.0,107.106003,-35.671001,,71.434998,0.0,,,71.435001,-2.017,69.417999,0.0,,69.417999,69.417999,,157.404565,0.441527,0.441527,0.441527,161.062118,0.433196,0.433196,0.433196,
12/31/1999,403.656007,147.648003,310.508995,203.229996,107.278999,-162.860992,256.008004,0.47,,,,256.673004,-1.135,-14.008,389.648006,-291.304993,0.0,291.304993,98.343002,0.0,0.0,98.343002,-32.212002,,66.130997,0.0,,,66.131001,-2.019,64.112,0.0,,64.112,64.112,,157.249718,0.408204,0.408204,0.408204,160.010595,0.399874,0.399874,0.399874,
03/31/2000,367.890997,145.494003,319.298996,214.007996,105.291,-173.804993,222.396994,1.601,,,,184.705994,36.09,-15.497,352.393997,-290.862,0.0,290.862,61.532001,0.0,0.0,61.532001,-19.992001,,41.540001,0.0,,,41.540001,-2.017,39.522999,0.0,0.0,39.522999,39.522999,,156.522285,0.249921,0.249921,0.249921,159.104303,0.249921,0.249921,0.249921,
06/30/2000,402.683018,151.85701,344.119003,230.990005,113.128998,-192.261993,250.826008,0.084,,,,218.210007,32.532001,-17.077,385.606018,-299.635986,0.0,299.635986,85.970001,0.0,0.0,85.970001,-28.528999,,57.441002,0.0,,,57.441002,-2.017,55.424,0.0,0.0,55.424,55.424,,156.78397,0.349889,0.349889,0.349889,158.26404,0.349889,0.349889,0.349889,
09/30/2000,411.350995,150.148994,352.581993,241.082993,111.499001,-202.432999,261.202001,-0.234,,,,222.362,39.074001,-16.593,394.757995,-308.218994,0.0,308.218994,86.539001,0.0,0.0,86.539001,-18.575001,,67.963997,0.0,,,67.964001,-2.017,65.946999,0.0,0.0,65.946999,65.946999,,155.441951,0.424866,0.424866,0.424866,157.267723,0.416535,0.416535,0.416535,
12/31/2000,479.845977,150.85099,347.045998,246.431,100.614998,-196.195007,328.994987,-5.658,,,,345.329987,-10.677,-18.186001,461.659976,-350.628998,0.0,350.628998,111.030998,0.0,0.0,111.030998,-37.325001,,73.706001,0.0,,,73.705997,-2.019,71.686996,0.0,0.0,71.686996,71.686996,,155.449149,0.466519,0.466519,0.466519,157.609836,0.458188,0.458188,0.458188,
03/31/2001,473.416,151.317,321.153,228.702,92.451,-169.836,322.099,-0.15,,,,270.244,52.005,-18.989,454.427,-359.67,0.0,359.67,94.757,0.0,0.0,94.757,-32.385,,62.372,8.168,,,54.204,,54.204,,0.0,54.204,54.204,,155.214997,0.349889,0.399874,0.399874,159.546182,0.341559,0.391543,0.391543,
06/30/2001,552.869,166.868,307.106,207.196,99.91,-140.238,386.001,-3.39,,,,288.485,100.906,-17.436,535.433,-397.769,0.0,397.769,137.664,0.0,0.0,137.664,-48.65,,89.014,3.225,,,85.789,,85.789,,0.0,85.789,85.789,,153.516486,0.558157,0.583149,0.583149,158.291792,0.541495,0.566488,0.566488,
09/30/2001,544.717,172.939,288.18,196.711,91.469,-115.241,371.778,0.038,,,,346.104,25.636,-22.778,521.939,-395.239,0.0,395.239,126.7,4.549,-4.549,131.249,-42.24,,89.009,0.0,,,89.009,,89.009,0.0,0.0,89.009,89.009,,152.63666,0.583149,0.583149,0.566488,157.079264,0.566488,0.566488,0.549826,
03/31/2002,509.284,184.352,257.98,168.252,89.728,-73.628,324.932,-0.034,,,,282.158,42.808,-25.922,483.362,-349.517,0.0,349.517,133.845,0.0,0.0,133.845,-43.605,,90.24,0.0,,,90.24,-3.159,87.081,0.0,0.0,87.081,87.081,,152.190119,0.574818,0.574818,0.574818,156.445464,0.558157,0.558157,0.558157,
06/30/2002,513.747,177.166,248.7,168.166,80.534,-71.534,336.581,-2.317,,,,290.445,48.453,-23.108,490.639,-354.775,,354.775,135.864,0.0,0.0,135.864,-45.399,,90.465,,,,90.465,,90.465,,0.0,90.465,90.465,,152.064923,0.59148,0.59148,0.59148,156.753085,0.574818,0.574818,0.574818,
09/30/2002,578.336,188.641,260.577,169.566,91.011,-71.936,389.695,-0.011,,,,354.223,35.483,-20.18,558.156,-421.378,0.0,421.378,136.778,2.25,-2.25,139.028,-43.457,,95.571,0.0,,,95.571,,95.571,0.0,0.0,95.571,95.571,,152.086886,0.624802,0.624802,0.624802,156.321825,0.608141,0.608141,0.608141,
12/31/2002,466.182,205.455,274.938,165.485,109.453,-69.483,260.727,-2.268,,,,221.679,41.316,-22.796,443.386,-294.972,,294.972,148.414,0.0,0.0,148.414,-49.147,,97.017,0.0,,,99.267,6.317,103.334,0.0,0.0,103.334,103.334,,152.079266,0.679474,0.679474,0.679474,155.739252,0.663507,0.663507,0.663507,
03/31/2003,636.458,194.28,255.796,158.669,97.127,-61.516,442.178,-1.056,,,,420.153,23.081,-27.45,609.008,-424.205,0.0,424.205,184.803,0.0,0.0,184.803,-62.615,,122.188,0.0,,,122.188,-3.159,119.029,0.0,0.0,119.029,119.029,,152.164911,0.783086,0.783086,0.783086,156.396248,0.758094,0.758094,0.758094,
06/30/2003,748.371,199.751,265.799,161.222,104.577,-66.048,548.62,-0.752,,,,513.656,35.716,-27.501,720.87,-549.336,,549.336,171.534,0.0,0.0,171.534,-53.182,,118.352,,,,118.352,,118.352,,0.0,118.352,118.352,,152.641623,0.774755,0.774755,0.774755,158.286795,0.749763,0.749763,0.749763,
09/30/2003,738.481,212.978,276.258,167.147,109.111,-63.28,525.503,4.178,,,,483.997,37.328,-16.355,722.126,-541.91,,541.91,180.216,0.0,0.0,180.216,-61.933,,118.283,,,,118.283,,118.283,0.0,0.0,118.283,118.283,,152.012461,0.774755,0.774755,0.774755,156.762352,0.758094,0.758094,0.758094,
12/31/2003,583.0,196.442,253.184,173.136,80.048,-56.742,386.558,22.506,,,,310.916,53.136,-15.392,567.608,-390.339,,390.339,177.269,0.0,0.0,177.269,-67.959,,109.31,0.0,,,109.31,8.335,117.645,0.0,0.0,117.645,117.645,,151.847641,0.774757,0.774757,0.774757,156.958223,0.74953,0.74953,0.74953,
03/31/2004,566.133987,196.008999,254.014999,173.595001,80.419998,-58.006001,370.124988,2.885,,,,341.493988,25.746,-14.229,551.904987,-371.976013,0.0,371.976013,179.929001,0.0,0.0,179.929001,-60.658001,,119.271004,0.0,,,119.271,0.0,119.271004,0.0,0.0,119.271004,119.271004,,150.689649,0.791416,0.791416,0.791416,155.686822,0.766424,0.766424,0.766424,
06/30/2004,565.905,213.606,277.815,178.513,99.302,-64.209,352.299,5.014,,,,322.0,25.285,-12.292,553.613,-375.68,0.0,375.68,177.933,-8.4,8.4,169.533,-51.149,,118.384,0.0,,,118.384,0.0,118.384,0.0,0.0,118.384,118.384,,149.720938,0.791416,0.791416,0.824739,154.245168,0.766424,0.766424,0.799747,
09/30/2004,545.863983,218.25,300.182999,201.641998,98.541,-81.932999,327.613983,20.382999,,,,268.790985,38.439999,-10.044,535.819983,-365.596008,0.0,365.596008,170.223999,0.0,0.0,170.223999,-56.623001,,113.600998,0.0,,,113.600998,0.0,113.600998,0.0,0.0,113.600998,113.600998,,149.186766,0.758094,0.758094,0.758094,153.462522,0.741432,0.741432,0.741432,
12/31/2004,541.594,228.446,334.789,228.678,106.111,-106.343,313.148,-0.534,,,,313.455,0.227,-11.783,529.811,-382.688,0.0,382.688,147.123,0.0,0.0,147.123,-43.971,,103.152,0.0,,,103.152,,103.152,0.0,0.0,103.152,103.152,,149.181968,0.691448,0.691448,0.691448,153.311273,0.674787,0.674787,0.674787,
03/31/2005,550.325,227.447,384.876,242.439,142.437,-157.429,322.878,13.168,,,,273.093,36.617,-13.109,537.216,-384.537,,384.537,152.679,,,152.679,-49.864,,102.815,-3.015,,,105.83,0.0,105.83,,,105.83,105.83,,149.707734,0.708109,0.683117,0.683117,153.686992,0.691448,0.666456,0.666456,
06/30/2005,584.995,241.608,438.385,281.004,157.381,-196.777,343.387,0.075,,,,291.295,52.017,-15.786,569.209,-419.031,,419.031,150.178,,,150.178,-47.473,,102.705,,,,102.705,,102.705,,,102.705,102.705,,149.982207,0.683117,0.683117,0.683117,154.745243,0.666456,0.666456,0.666456,
09/30/2005,606.759,260.16,497.438,318.751,178.687,-237.278,346.599,10.472,,,,287.88,48.247,-22.608,584.151,-426.175,0.0,426.175,157.976,0.0,0.0,157.976,-49.862,,108.114,-4.83,,,112.944,0.0,112.944,0.0,0.0,112.944,112.944,,151.053359,0.749763,0.71644,0.71644,155.95811,0.724771,0.691448,0.691448,
12/31/2005,572.478,254.812,519.475,357.106,162.369,-264.663,317.666,19.994,,,,258.491,39.181,-16.175,556.303,-409.96,0.0,409.96,146.343,0.0,0.0,146.343,-42.695,,103.648,-2.271,,,105.919,,105.919,0.0,0.0,105.919,105.919,,150.617621,0.691448,0.683117,0.683117,155.285897,0.674787,0.666456,0.666456,
03/31/2006,451.465,245.721,533.369,382.657,150.712,-287.648,205.744,-68.924,,,,245.039,29.629,-17.799,433.666,-443.215,,443.215,-9.549,,,-9.549,12.959,,3.41,-211.618,,,215.028,0.0,215.028,,,215.028,215.028,,150.634427,1.424549,0.024992,0.024992,154.968997,1.391227,0.024992,0.024992,
09/30/2006,573.006,251.621,612.598,441.854,170.744,-360.977,321.385,20.587,,,,249.254,51.544,-23.694,549.312,-435.057,0.0,435.057,114.255,-21.3,21.3,92.955,-25.776,,67.179,0.069,,,67.11,0.0,67.11,0.0,0.0,67.11,67.11,,149.027119,0.449858,0.449858,0.541495,153.075999,0.441527,0.441527,0.533165,
06/30/2007,519.731,239.432,594.903,431.806,163.097,-355.471,280.299,8.601,,,,217.735,53.963,-44.408,475.323,-412.54,0.0,412.54,62.783,-44.7,44.7,18.083,3.861,,21.944,-0.179,,,22.123,0.0,22.123,0.0,0.0,22.123,22.123,,151.095372,0.149953,0.149953,0.341559,154.533259,0.141622,0.141622,0.333228,
09/30/2007,441.279,237.804,582.735,429.277,153.458,-344.931,203.475,4.774,,,,164.276,34.425,-43.352,397.927,-375.812,0.0,375.812,22.115,-45.81,45.81,-23.695,9.33,,-14.365,-0.209,,,-14.156,0.0,-14.156,0.0,0.0,-14.156,-14.156,,151.317443,-0.091638,-0.091638,0.108299,151.317443,-0.091638,-0.091638,0.108299,
12/31/2007,318.974,225.987,545.136,545.136,,-319.149,92.987,5.082,,,,50.114,37.791,-156.519,162.455,-490.485,,490.485,-328.03,-71.074,71.074,-399.104,146.342,,-252.762,-4.137,,,-248.625,,-248.625,0.0,0.0,-248.625,-248.625,,158.853425,-1.566171,-1.591163,-1.143805,158.853425,-1.566171,-1.591163,-1.143805,
03/31/2008,677.168,228.092,476.443,341.374,135.069,-248.351,449.076,61.849,,,,349.975,37.252,-240.0,437.168,-512.877,,512.877,-75.709,74.6,-74.6,-1.109,8.146,,7.037,-0.883,,,7.92,0.0,7.92,0.0,0.0,7.92,7.92,,151.387065,0.049984,0.046484,-0.283244,152.040071,0.049984,0.044177,-0.283244,
06/30/2008,637.941,238.895,415.485,291.874,123.611,-176.59,399.046,-8.385,,,,357.258,50.173,-220.0,417.941,-465.843,0.0,465.843,-47.902,,,-47.902,28.821,,-19.081,,,,-19.081,0.0,-19.081,0.0,0.0,-19.081,-19.081,,206.081158,-0.099968,-0.099968,-0.099968,206.081158,-0.099968,-0.099968,-0.099968,
09/30/2008,528.32,223.147,383.243,287.846,95.397,-160.096,305.173,-14.461,,,,264.059,55.575,-340.0,188.32,-371.774,,371.774,-183.454,-30.5,30.5,-213.954,88.859,,-125.095,,,,-125.095,0.0,-125.095,0.0,,-125.095,-125.095,,234.323346,-0.532316,-0.540902,-0.455044,234.323346,-0.532316,-0.540902,-0.455044,
