Date,P/E,Average,High,Low,P/Book,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
06/30/2014,,5318.085523,5404.559361,4871.532642,2.130998,,,,5.278632,15.566703,27.223778,26.98,5311.35918,
09/30/2014,3.831966,5016.659831,5305.99332,4641.468424,1.938078,0.737339,2.505442,2.84092,4.536646,12.474875,20.881857,23.35,4706.770465,
12/31/2014,7.317689,4868.445831,5313.530526,4228.283282,2.159209,1.380224,6.592461,7.599055,4.861678,13.182723,20.172082,26.43,5178.173542,
03/31/2015,20.72756,5150.607038,5321.212573,4977.866312,2.152888,4.501934,13.471502,14.886724,4.941261,13.004463,19.61211,26.9,5322.726667,
06/30/2015,20.418169,5124.337387,5379.021888,4723.837482,2.116398,4.280017,11.351263,12.206001,4.584518,11.177657,16.38384,25.57,4977.410651,
09/30/2015,28.54533,5294.410039,5597.024925,5012.395743,2.365588,4.791003,12.025389,12.869583,5.129322,14.780938,23.863353,29.0,5607.88802,
12/31/2015,29.464876,5662.766878,6133.135457,5469.366181,2.56883,4.881669,13.376034,13.944836,5.431885,14.465106,24.445679,30.17,6047.861014,
03/31/2016,39.184128,5908.668076,6926.439523,5475.750513,2.94197,5.578362,15.83165,16.391708,6.247484,17.849727,32.494393,35.35,7057.782219,
05/31/2016,37.939416,6797.444968,6972.313816,6600.02628,,4.713376,13.091737,14.584175,,,,34.37,,
08/31/2016,44.41086,19850.951478,19850.951478,19850.951478,1.867195,4.757051,16.320164,19.637895,9.984305,41.788292,100.309655,37.32,18888.308,
11/30/2016,42.141056,18926.040558,20047.936973,17805.651573,1.844924,4.323474,16.774583,21.486274,7.363405,35.388112,80.645418,35.94,18217.8,
02/28/2017,54.38258,18950.752517,20091.97113,17855.65203,2.105467,4.547107,16.244549,21.872392,6.537674,31.000501,71.732151,39.8,19812.42,
05/31/2017,95.681499,20928.200605,22535.41875,19943.10944,2.405609,5.348035,25.313709,36.933774,6.624517,30.152943,67.632683,45.85,22183.52,
08/31/2017,91.62826,22323.968548,23353.2375,21333.09284,2.425894,5.372734,22.820888,31.962035,6.400498,24.182094,45.426541,46.84,22586.076,
11/30/2017,43.367756,21731.575799,23234.71071,20834.60785,2.225314,4.959956,18.57537,25.463425,6.081313,21.38619,41.218046,44.62,21890.904,
02/28/2018,41.907453,22683.222052,24294.8912,21475.00622,2.30457,5.081147,20.503582,27.960131,6.220846,21.288038,39.874831,47.05,22939.99,
05/31/2018,36.516823,24123.893741,25016.258,23129.084,2.486614,5.151429,17.793065,22.890079,6.234144,20.909957,38.143623,49.28,23626.16,
08/31/2018,40.556075,25060.710922,27473.48,24187.699,2.747352,5.590596,18.464061,23.115864,7.100589,23.973588,43.994898,55.0,27593.6,
11/30/2018,62.554649,26690.256209,27747.8912,25526.2504,2.642382,5.248171,16.300124,19.69833,6.674206,22.628522,41.724976,53.37,26758.227,
02/28/2019,57.56092,25648.980939,26928.743,23274.83345,2.550562,5.084903,16.426865,20.050312,6.483048,21.7464,39.522249,53.17,26732.849,
05/31/2019,55.027346,27571.142374,28798.512,26465.582676,2.744816,5.354472,17.28395,21.093053,6.630491,21.678509,38.387672,57.39,28184.229,
08/31/2019,53.128862,30424.087149,31482.287169,28061.886,3.194852,5.995339,18.917817,23.175902,7.165018,20.930759,34.093826,65.61,31253.81,
11/30/2019,54.032546,32539.359838,34176.228553,31249.355538,3.438353,6.574395,23.22014,29.865738,7.693924,21.543572,33.84713,72.65,33965.595,
02/29/2020,52.772716,35713.309571,37080.074517,33179.942862,3.395583,6.387712,24.080714,32.034349,7.618664,17.157902,24.221406,71.24,33895.436,
05/31/2020,50.047266,30946.294323,35741.453687,23627.455882,3.399157,6.370519,26.728592,37.436246,7.636766,17.57108,25.401845,69.46,33144.328,
09/06/2020,57.0579199772649,,,,3.87531362152213,7.2629053094395,30.4727509505011,42.6803404873911,8.52652193416972,19.6182780292053,28.361402396145,79.19,37005.95784649,
08/31/2020,27.5156358582349,,,,3.87085736631147,7.06382252682482,21.6366120218579,,8.31876461652398,19.269370019084,35.2620720721613,,,
11/30/2020,26.6095430107527,,,,3.80391968488808,6.93342067950852,22.6710563985113,,8.16519588383503,18.8490187099873,34.0676251751346,,,
