Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,1090.834961,24.899,13.615,11.284,202.699005,,,0.0,,,,,52.821999,,,,,280.420013,798.656982,1574.942993,-776.286011,0.0,11.758,,,,,11.758,810.414982,,48.766998,48.766998,,,,9.104,,,,,,225.774998,,,,225.774998,283.645996,132.513,,,,,193.210999,,,193.210999,325.723999,609.369995,0.0,34.978001,,,-17.24,,463.727,481.465001,0.0,481.465001,1090.834996,
12/31/1992,1061.011963,32.300001,19.016001,13.284,188.315994,,,41.644001,,,,,11.707,,,,,273.96701,775.080017,1574.170044,-799.090027,0.0,11.965,,,,,11.965,787.045017,,45.293999,45.293999,,,,11.05,,,,,,198.902003,,,,198.902003,255.246002,123.027,,,,,197.242996,,,197.242996,320.269996,575.515998,0.0,35.347,,,-17.444,,467.592987,485.495987,0.0,485.495987,1061.011985,
03/31/1993,1322.167969,38.083001,32.032001,6.051,261.381012,,,0.0,,,,,78.065002,,,,,377.528992,914.807983,1741.339966,-826.531982,,29.830999,,,,,29.830999,944.638982,,71.837997,71.837997,,,,17.52,,,,,,278.566991,,,,278.566991,367.924988,258.394989,,,,,218.369995,,,218.369995,476.764984,844.689972,0.0,35.410999,,,-17.444,,459.510986,477.477985,0.0,477.477985,1322.167957,
06/30/1993,1294.541992,41.009,33.702,7.307,274.097992,,,0.0,,,,,73.195999,,,,,388.303009,877.512024,1732.717041,-855.205017,0.0,28.726999,,,,,28.726999,906.239023,,71.100998,71.100998,,,,17.834,,,,,,270.554016,,,,270.554016,359.489014,245.171997,,,,,216.878998,,,216.878998,462.050995,821.540009,0.0,35.410999,,,-17.452999,,455.044002,473.002002,0.0,473.002002,1294.542011,
09/30/1993,1301.880981,38.374999,31.636999,6.738,295.619995,,,0.0,,,,,71.365997,,,,,405.360992,867.536011,1750.729004,-883.192993,0.0,28.983999,,,,,28.983999,896.52001,,76.600998,76.600998,,,,13.976,,,,,,278.402006,,,,278.402006,368.979004,244.975998,,,,,211.766998,,,211.766998,456.742996,825.722,0.0,35.410999,,,-17.452999,,458.200985,476.158985,0.0,476.158985,1301.880985,
12/31/1993,1265.654053,20.714,13.937,6.777,276.222992,,,0.0,,,,,82.456001,,,,,379.393005,855.869995,1765.991943,-910.122009,0.0,30.391001,,,,,30.391001,886.260996,,71.580002,71.580002,,,,12.327,,,,,,258.577007,,,,258.577007,342.484009,214.175995,,,,,222.541,,,222.541,436.716995,779.201004,0.0,35.319,,,-17.572001,,468.706004,486.453003,0.0,486.453003,1265.654007,
03/31/1994,1317.43396,19.817,13.276,6.541,294.015015,,,0.0,,,,,89.862999,,,,,403.695007,885.638,1822.975952,-937.338013,0.0,28.101,,,,,28.101,913.739,,78.705002,78.705002,,,,12.328,,,,,,283.498004,,,,283.498004,374.531006,241.606995,,,,,228.287003,,,228.287003,469.893998,844.425004,0.0,35.471001,,,-17.584999,,455.122993,473.008995,0.0,473.008995,1317.433999,
06/30/1994,1313.857056,21.063,15.174,5.889,283.707001,,,0.0,,,,,96.019997,,,,,400.790009,885.395996,1848.390015,-962.994019,0.0,27.671,,,,,27.671,913.066996,,82.722,82.722,,,,12.223,,,,,,272.673988,,,,272.673988,367.618988,265.378998,,,,,231.259003,,,231.259003,496.638001,864.256989,0.0,35.499001,,,-17.584999,,431.686012,449.600014,0.0,449.600014,1313.857003,
09/30/1994,1321.131958,22.497,14.725,7.772,306.519012,,,0.0,,,,,92.356003,,,,,421.372009,879.77002,1860.432007,-980.661987,0.0,19.99,,,,,19.99,899.76002,,99.461998,99.461998,,,,12.205,,,,,,266.243006,,,,266.243006,377.910004,253.593994,,,,,236.929993,,,236.929993,490.523987,868.433991,0.0,35.526001,,,-17.587,,434.758997,452.697998,0.0,452.697998,1321.131989,
12/31/1994,1307.220947,24.918001,17.613001,7.305,295.332001,,,0.0,,,,,83.107002,,,,,403.356995,877.283997,1866.564941,-989.281006,0.0,26.58,,,,,26.58,903.863997,,118.412003,118.412003,,,,7.741,,,,,,249.837994,,,,249.837994,375.990997,240.018997,,,,,230.367996,,,230.367996,470.386993,846.37799,0.0,35.535999,,,-17.618999,,442.926006,460.843006,0.0,460.843006,1307.220996,
03/31/1995,1358.42395,25.535001,18.297001,7.238,325.045013,,,0.0,,,,,89.447998,,,,,440.028015,891.780029,1897.016968,-1005.237,0.0,26.615999,,,,,26.615999,918.396028,,106.886002,106.886002,,,,7.708,,,,,,271.589988,,,,271.589988,386.18399,278.299011,,,,,236.742996,,,236.742996,515.042007,901.225997,0.0,35.535999,,,-17.618999,,439.280986,457.197986,0.0,457.197986,1358.423983,
06/30/1995,1392.172974,18.391,10.999,7.392,352.260986,,,0.0,,,,,91.296997,,,,,461.949005,903.359009,1928.840942,-1025.482056,0.0,26.865,,,,,26.865,930.224009,,110.289001,110.289001,,,,2.395,,,,,,251.530995,,,,251.530995,364.214996,331.354004,,,,,239.628006,,,239.628006,570.98201,935.197006,0.0,35.535999,,,-17.620001,,439.060003,456.976001,0.0,456.976001,1392.173007,
09/30/1995,1407.186035,24.563,18.07,6.493,359.716003,,,0.0,,,,,97.212997,,,,,481.492004,897.687988,1942.725952,-1045.037964,0.0,28.006001,,,,,28.006001,925.693989,,105.785004,105.785004,,,,2.42,,,,,,278.891981,,,,278.891981,387.096985,337.554993,,,,,236.772003,,,236.772003,574.326996,961.423981,0.0,35.535999,,,-17.620001,,427.846014,445.762012,0.0,445.762012,1407.185993,
12/31/1995,1434.896973,31.275,25.861,5.414,323.813995,,,0.0,,,,,129.921005,,,,,485.01001,921.848022,1989.389038,-1067.541016,0.0,28.039,,,,,28.039,949.887022,,81.986,81.986,,,,84.592003,,,,,,276.217987,,,,276.217987,442.79599,341.64801,,,,,227.776001,,,227.776001,569.424011,1012.220001,0.0,35.535999,,,-17.620001,,404.760992,422.67699,0.0,422.67699,1434.896991,
03/31/1996,1380.118042,15.725,15.725,0.0,331.484009,,,0.0,,,,,113.182999,,,,,460.391998,893.026978,1984.937012,-1091.910034,0.0,26.698999,,,,,26.698999,919.725977,,102.077003,102.077003,,,,27.910999,,,,,,288.601994,,,,288.601994,418.589996,327.441986,,,,,225.727005,,,225.727005,553.168991,971.758987,0.0,35.535999,,,-17.620001,,390.442999,408.358997,0.0,408.358997,1380.117984,
06/30/1996,1291.937012,16.924999,16.924999,0.0,327.806,,,0.0,,,,,38.005001,,,,,382.735992,882.646973,1995.536987,-1112.890015,0.0,26.554001,,,,,26.554001,909.200974,,100.853996,100.853996,,,,13.245,,,,,,279.838992,,,,279.838992,393.937988,266.234985,,,,,221.149002,,,221.149002,487.383987,881.321975,0.0,35.535999,,,-17.620001,,392.699011,410.615009,0.0,410.615009,1291.936984,
09/30/1996,1242.037964,17.089001,17.089001,0.0,299.884003,,,0.0,,,,,37.015999,,,,,353.989014,861.466003,1994.650024,-1133.18396,0.0,26.583,,,,,26.583,888.049003,,98.962997,98.962997,,,,7.138,,,,,,276.499009,,,,276.499009,382.600006,220.483994,,,,,219.356003,,,219.356003,439.839997,822.440003,0.0,35.535999,,,-17.620001,,401.682013,419.598011,0.0,419.598011,1242.038014,
12/31/1996,1227.807007,24.799999,24.799999,0.0,280.757996,,,0.0,,,,,84.449997,,,,,390.007996,812.690002,1965.797974,-1153.108032,0.0,25.108999,,,,,25.108999,837.799001,,76.288002,76.288002,,,,78.911003,,,,,,268.505982,,,,268.505982,423.704987,192.492004,,,,,215.910004,,,215.910004,408.402008,832.106995,0.0,35.608002,,,-17.620001,,377.712011,395.700012,0.0,395.700012,1227.807007,
03/31/1997,1192.473999,39.160999,39.160999,0.0,282.640991,,,0.0,,,,,62.478001,,,,,384.279999,784.116028,1949.29895,-1165.182983,0.0,24.077999,,,,,24.077999,808.194027,,102.324997,102.324997,,,,3.027,,,,,,287.848015,,,,287.848015,393.200012,185.041,,,,,212.128998,,,212.128998,397.169998,790.37001,0.0,35.608002,,,-17.620001,,384.116003,402.104004,0.0,402.104004,1192.474014,
06/30/1997,1190.609985,21.528999,21.528999,0.0,341.136993,,,0.0,,,,,35.640999,,,,,398.307007,768.952026,1947.212036,-1178.26001,0.0,23.351,,,,,23.351,792.303026,,108.189003,108.189003,,,,2.825,,,,,,291.669987,,,,291.669987,402.68399,171.076996,,,,,200.677002,,,200.677002,371.753998,774.437988,0.0,35.705002,,,-17.620001,,398.087011,416.172012,0.0,416.172012,1190.610001,
09/30/1997,1244.494995,39.400002,39.400002,0.0,365.783997,,,0.0,,,,,34.262001,,,,,439.446014,780.20697,1973.052979,-1192.845947,0.0,24.841999,,,,,24.841999,805.048969,,117.679001,117.679001,,,,2.424,,,,,,315.950985,,,,315.950985,436.053986,164.498001,,,,,200.852997,,,200.852997,365.350998,801.404984,0.0,42.563999,,,-17.621,,418.147001,443.09,0.0,443.09,1244.494984,
12/31/1997,1270.812012,17.702999,17.702999,0.0,293.299988,,,0.0,,,,,147.757996,,,,,458.760986,692.158997,1833.605957,-1141.447021,0.0,119.891998,,,,,119.891998,812.050995,,67.580002,67.580002,,,,2.625,,,,,,410.629989,,,,410.629989,480.834991,163.080002,,,,,181.046005,,,181.046005,344.126007,824.960998,0.0,43.157001,,,-27.006001,,429.700001,445.851001,0.0,445.851001,1270.811999,
03/31/1998,1210.689941,48.873001,48.873001,0.0,311.578003,,,0.0,,,,,61.147999,,,,,421.598999,764.911987,1970.042969,-1205.130981,0.0,24.179001,0.0,,,,24.179001,789.090988,,120.664001,120.664001,,,,2.183,,,,,,316.988997,,,,316.988997,439.835999,162.272003,,,,,178.475006,,,178.475006,340.747009,780.583008,0.0,43.627998,,,-42.609001,,429.088005,430.107002,0.0,430.107002,1210.69001,
06/30/1998,1052.723022,23.462999,23.462999,0.0,281.451996,,,0.0,,,,,42.080002,,,,,346.994995,682.788025,1849.689941,-1166.901978,0.0,22.940001,0.0,,,,22.940001,705.728025,,95.592003,95.592003,,,,0.473,,,,,,283.708984,,,,283.708984,379.773987,157.546997,,,,,155.126999,,,155.126999,312.673996,692.447983,0.0,43.77,,,-62.249001,,378.754005,360.275005,0.0,360.275005,1052.722988,
09/30/1998,1052.630005,30.360001,30.360001,0.0,259.347992,,,0.0,,,,,49.900002,,,,,339.608002,690.737,1870.168945,-1179.432007,0.0,22.285,0.0,,,,22.285,713.021999,,105.309998,105.309998,,,,0.223,,,,,,277.722007,,,,277.722007,383.255005,157.024994,,,,,147.473999,,,147.473999,304.498993,687.753998,0.0,43.859001,,,-70.870003,,391.887001,364.875999,0.0,364.875999,1052.629997,
12/31/1998,1105.685059,25.521999,25.521999,0.0,272.436005,,,0.0,8.966,0.0,0.0,0.0,76.656998,,,,,374.61499,702.802002,1897.029053,-1194.227051,0.0,28.268,0.0,,,,28.268,731.070002,,68.041,68.041,,,,0.077,,,,,,348.077007,,,,348.077007,416.195007,156.988007,,,,,161.25,,,161.25,318.238007,734.433014,0.0,44.304001,,,-73.151001,,400.098999,371.251999,0.0,371.251999,1105.685013,
03/31/1999,1074.97998,35.682999,35.682999,0.0,252.927002,252.927002,,0.0,,,,,55.452999,,,,,344.062988,702.78302,1906.610962,-1203.828003,0.0,28.134001,,,,,28.134001,730.917021,,101.372002,101.372002,,,,0.077,,,,,,289.457004,,,,289.457004,390.906006,156.764999,,,,,162.145996,,,162.145996,318.910995,709.817001,0.0,44.466999,,,-85.056,408.036987,-2.284973,365.163013,0.0,365.163013,1074.980015,
06/30/1999,1089.275024,25.143999,25.143999,,281.536011,281.536011,,,,,,,32.820999,,,,,339.501007,720.874023,1935.80896,-1214.935059,,28.9,,,,,28.9,749.774023,,108.663002,108.663002,,,,0.077,,,,,,291.802997,,,,291.802997,400.542999,150.350006,,,,,163.341995,,,163.341995,313.692001,714.235001,,44.584999,,,-87.974998,420.993988,-2.564003,375.039986,,375.039986,1089.274986,
09/30/1999,1292.842041,22.440001,22.440001,0.0,261.312012,261.312012,,0.0,,,,,33.532001,,,,,317.283997,867.687012,2094.912109,-1227.224976,0.0,107.871002,107.871002,107.871002,0.0,,0.0,975.558014,,115.637001,115.637001,,,,1.791,,,,,,336.957985,,,,336.957985,454.385986,274.972992,,,,,171.992004,,,171.992004,446.964996,901.350983,0.0,45.028,,,-87.974998,436.906006,-2.467995,391.491013,0.0,391.491013,1292.841995,
12/31/1999,1325.583,22.581,22.581,0.0,265.302,265.302,,0.0,16.563,0.0,0.0,0.0,64.009,,,,,351.892,866.772,2093.47,-1226.698,0.0,106.919,96.383,96.383,0.0,,10.536,973.691,,67.265,67.265,,,,2.392,,,,,,365.152,,,,365.152,434.809,274.015,,,,,207.379,,,207.379,481.394,916.203,0.0,45.5,,,-87.975,454.177,-2.322,409.38,0.0,409.38,1325.583,
03/31/2000,1339.875977,28.6,28.6,0.0,285.403015,285.403015,,0.0,,,,,44.896999,,,,,358.899994,875.789978,2107.166016,-1231.375977,0.0,105.185997,105.185997,105.185997,0.0,,0.0,980.975975,,137.723999,137.723999,,,,2.243,,,,,,293.620007,,,,293.620007,433.587006,273.765015,,,,,207.660004,,,207.660004,481.425018,915.012024,0.0,50.410999,,,-87.974998,464.653992,-2.22599,424.864002,0.0,424.864002,1339.876026,
06/30/2000,1346.30603,24.777,24.777,0.0,276.363007,276.363007,,0.0,,,,,46.161999,,,,,347.302002,887.177002,2115.083984,-1227.906982,0.0,111.827003,111.827003,111.827003,0.0,,0.0,999.004005,,125.142998,125.142998,,,,2.259,,,,,,294.819987,,,,294.819987,422.221985,268.347992,,,,,210.561005,,,210.561005,478.908997,901.130981,0.0,51.34,,,-91.769997,488.165009,-2.56002,445.174992,0.0,445.174992,1346.305973,
09/30/2000,1342.291992,28.893999,28.893999,0.0,258.381012,258.381012,,0.0,,,,,44.199001,,,,,331.473999,903.903015,2143.525879,-1239.623047,0.0,106.915001,106.915001,106.915001,0.0,,0.0,1010.818016,,122.661003,122.661003,,,,122.441002,,,,,,325.080978,,,,325.080978,570.182983,137.184998,,,,,189.548996,,,189.548996,326.733994,896.916977,0.0,51.568001,,,-111.169998,507.717987,-2.740982,445.375008,0.0,445.375008,1342.291985,
12/31/2000,1308.477,25.799,25.799,,222.926,222.926,,15.455,15.455,,,,49.225,,,,,313.405,888.578,2128.937,-1240.359,,106.494,94.392,94.392,0.0,,12.102,995.072,,76.814,76.814,,,,68.792,,,,,,356.594,,,,356.594,502.2,136.645,,,,,209.856,,,209.856,346.501,848.701,,53.263,,,-112.972,522.195,-2.71,459.776,,459.776,1308.477,
03/31/2001,1313.392944,41.625999,41.625999,,207.927994,207.927994,,,,,,,52.748001,,,,,302.302002,901.713989,2144.485107,-1242.770996,,109.376999,109.376999,,,,0.0,1011.090988,,135.686996,135.686996,,,,1.808,,,,,,282.180998,,,,282.180998,419.675995,217.227997,,,,,210.533005,,,210.533005,427.761002,847.436996,,59.41,,,-112.972,523.940979,-4.422989,465.95599,,465.95599,1313.392986,
06/30/2001,1292.786987,32.926998,32.926998,0.0,218.584,218.584,,,,,,,43.700001,,,,,295.210999,890.900024,2135.833008,-1244.932983,0.0,106.676003,106.676003,,,,0.0,997.576027,,103.578003,103.578003,,,,1.819,,,,,,266.23999,,,,266.23999,371.636993,231.809998,,,,,216.925995,,,216.925995,448.735992,820.372986,0.0,59.676998,,,-112.942001,530.133972,-4.454971,472.413998,0.0,472.413998,1292.786983,
09/30/2001,1298.915,22.255,22.255,,231.706,231.706,,,,,,,41.578,,,,,295.539,882.618,2141.095,-1258.477,,120.758,120.758,,,,0.0,1003.376,,103.28,103.28,,,,1.749,,,,,,255.402,,,,255.402,360.431,232.465,,,,,218.876,,,218.876,451.341,811.772,,69.771,,,-112.972,536.612,-6.268,487.143,,487.143,1298.915,
12/31/2001,1285.777,20.694,20.694,,208.267,208.267,,14.274,14.274,,,,69.175,,,,,312.41,865.572,2133.406,-1267.834,,107.795,101.722,101.722,0.0,,6.073,973.367,,57.683,57.683,,,,6.281,,,,,,305.244,,,,305.244,369.208,213.745,,,,,211.835,,,211.835,425.58,794.788,,72.717,,,-112.972,537.496,-6.252,490.989,,490.989,1285.777,
03/31/2002,1183.161987,18.816999,18.816999,,203.285995,203.285995,,,,,,,67.810997,,,,,289.914001,860.799011,2133.528076,-1272.729004,,32.449001,10.3,10.3,0.0,,22.149001,893.248013,,98.455002,98.455002,,,,5.929,,,,,,255.31601,,,,255.31601,359.700012,188.679001,,,,,213.121994,,,213.121994,401.800995,761.501007,,75.011002,,,-112.972,464.459991,-4.837997,421.660995,,421.660995,1183.162003,
06/30/2002,1233.189,19.514,19.514,0.0,287.722,287.722,,,,,,,42.706,,,,,349.942,849.052,2128.722,-1279.67,0.0,34.195,34.195,,,,0.0,883.247,,106.284,106.284,,,,0.404,,,,,,261.821,,,,261.821,368.509,106.611,,,,,231.318,,,231.318,337.929,706.438,0.0,103.284,,,-41.302,470.68,-5.911,526.751,0.0,526.751,1233.189,
09/30/2002,932.214,16.198,16.198,0.0,294.889,294.889,,0.0,0.0,0.0,0.0,0.0,28.254,,,,,339.341,557.959,1665.986,-1108.027,0.0,34.914,34.914,,,,0.0,592.873,,83.67,83.67,,,,0.052,,,,,,234.289,,,,234.289,318.011,84.3,,,,,161.944,,,161.944,246.244,564.255,0.0,104.165,,,-41.302,311.279,-6.183,367.959,0.0,367.959,932.214,
12/31/2002,1042.984985,28.714001,28.714001,0.0,327.912994,327.912994,,0.0,0.0,0.0,0.0,0.0,68.725998,,,,,425.352997,564.976013,1679.095947,-1114.119995,0.0,52.655998,52.655998,20.490999,32.164999,,0.0,617.632011,,114.988998,114.988998,,,,74.261002,,,,,,261.109009,,,,261.109009,450.359009,50.023998,,,,,182.643997,,,182.643997,232.667995,683.027004,0.0,112.434998,,,-41.301998,325.473999,-36.649006,359.957993,0.0,359.957993,1042.984997,
03/31/2003,1025.649048,23.336,23.336,0.0,324.899994,324.899994,,0.0,,,,,52.921001,,,,,401.157013,570.335999,1693.130005,-1122.793945,0.0,54.155998,54.155998,54.155998,0.0,,0.0,624.491997,,77.913002,77.913002,,,,85.260002,,,,,,268.917999,,,,268.917999,432.091003,39.004002,,,,,187.912994,,,187.912994,226.916996,659.007999,0.0,112.482002,,,-41.301998,331.100006,-35.639011,366.640999,0.0,366.640999,1025.648998,
06/30/2003,1040.68103,49.811001,49.811001,0.0,334.359985,334.359985,,0.0,,,,,31.764999,,,,,415.936005,571.18103,1698.58606,-1127.405029,0.0,53.563999,53.563999,,,,0.0,624.745029,,71.282997,71.282997,,,,90.259003,,,,,,279.941002,,,,279.941002,441.483002,33.983002,,,,,180.348999,,,180.348999,214.332001,655.815002,0.0,114.014,,,-44.223,349.459991,-34.385002,384.86599,0.0,384.86599,1040.680992,
09/30/2003,1275.223,226.514,226.514,,372.761,372.761,,,,,,,30.856,,,,,630.131,579.384,1717.322,-1137.938,,65.708,86.308,20.6,65.708,,-20.6,645.092,,96.753,96.753,,,,5.008,,,,,,344.171,,,,344.171,445.932,263.963,263.892,0.071,0.071,,161.793,,,161.793,425.756,871.688,,114.796,,,-44.223,366.829,-33.867,403.535,,403.535,1275.223,
12/31/2003,3463.229,75.166,75.166,,699.142,699.142,,16.452,16.452,,,,93.676,,,,,884.436,1403.268,2538.614,-1135.346,,1175.525,1084.427,617.313,467.114,,91.098,2578.793,,158.78,158.78,,,,1.757,,,,,,702.66,,,,702.66,863.197,836.082,,,,,761.865,,,761.865,1597.947,2461.144,,703.885,,,-44.223,366.157,-23.734,1002.085,,1002.085,3463.229,
03/31/2004,3470.191,20.688,20.688,,734.263,734.263,,,,,,,107.249,,,,,862.2,1430.01,2593.109,-1163.099,,1177.981,1085.435,618.532,466.903,,92.546,2607.991,,209.316,209.316,,,,4.506,,,,,,639.298,,,,639.298,853.12,810.104,,,,,780.864,,,780.864,1590.968,2444.088,,710.687,,,-41.399,384.313,-27.498,1026.103,,1026.103,3470.191,
06/30/2004,3572.62207,33.567001,33.567001,,794.278015,794.278015,,,,,,,121.605003,,,,,949.450012,1445.602051,2638.092041,-1192.48999,,1177.569946,1094.532959,622.151978,472.380981,,83.036987,2623.171997,,270.673004,270.673004,,,,0.75,,,,,,707.092987,,,,707.092987,978.515991,734.624023,,,,,784.765015,,,784.765015,1519.389038,2497.905029,,713.901978,,,-41.009998,431.229004,-29.404003,1074.71698,,1074.71698,3572.622009,
09/30/2004,3586.641,26.002,26.002,0.0,832.151,832.151,,0.0,,,,,123.859,,,,,982.012,1435.883,2660.75,-1224.867,0.0,1168.746,1101.831,631.395,470.436,,66.915,2604.629,,267.89,267.89,,,,0.0,,,,,,757.647,,,,757.647,1025.537,659.151,,,,,756.261,,,756.261,1415.412,2440.949,0.0,730.815,,,-39.937,487.139,-32.325,1145.692,0.0,1145.692,3586.641,
