Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,1.589,47.75,,,,,,,,0.061417,1.845616,,,0.046471,1.396456,,,
06/30/2008,1086.428,16.075,415.959,1518.462,,,,,,41.236971,0.61015,15.788335,57.635456,31.422775,0.464937,12.030789,43.918502,
09/30/2008,1225.887,,415.735,1641.622,,,,,,44.857243,,15.212435,60.069678,34.908102,,11.838383,46.746484,
12/31/2008,834.164,2.4,361.913,1198.477,,2.582,,2.582,-56.786,37.342841,0.10744,16.201682,53.651962,19.726811,0.056757,8.558736,28.342304,
03/31/2009,437.331,1.663,350.49,789.484,0.0,0.531,0.0,0.531,,19.706945,0.074938,15.793728,35.575611,11.997495,0.045622,9.615147,21.658264,
06/30/2009,426.009,0.0,338.797,764.806,0.0,0.232,,0.232,,18.697209,0.0,14.869541,33.566751,12.1768,0.0,9.683982,21.860782,
09/30/2009,0.470765,0.0,0.335269,0.806034,,,,,,0.020158,0.0,0.014356,0.034514,0.013566,0.0,0.009661,0.023227,
12/31/2009,525.188,0.0,251.092,776.28,,,,,,22.166313,0.0,10.597698,32.764011,15.778092,0.0,7.543494,23.321587,
03/31/2010,452.008,3.75,230.587,686.345,,,,,0.055,19.059779,0.158126,9.723141,28.941046,14.237549,0.118119,7.263132,21.6188,
06/30/2010,566.505,,187.977,754.482,,,,,4.69,23.668912,0.0,7.85379,31.522702,17.880838,0.0,5.933198,23.814036,
09/30/2010,669.449,6.75,148.587,824.786,,,,,-4.605,27.363227,0.275901,6.073382,33.71251,20.805978,0.209785,4.617974,25.633737,
