Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/1993,320.891998,45.660999,45.660999,0.0,72.450996,,,71.289001,,,,,1.803,,,,,191.203995,55.308998,200.227997,-144.919006,66.416,,,7.963,,,,,7.963,129.687998,,24.000999,24.000999,,,,0.0,,,,,,6.729,,,6.729,30.73,0.0,,,,,8.155,,,8.155,8.155,38.884999,0.0,72.646004,,,0.0,,209.360992,282.006996,0.0,282.006996,320.891995,
08/31/1993,327.669373,51.575516,51.575516,0.0,70.470619,,,70.771202,,,,,4.972275,,,,,197.789612,54.700401,201.878174,-147.177765,36.767773,,,38.411579,,,,,38.411579,129.879753,,28.949343,28.949343,,,,0.0,,,,,,6.618967,,,6.618967,35.56831,0.0,,,,,8.317101,,,8.317101,8.317101,43.88541,0.0,72.663788,,,0.0,,211.120163,283.783951,0.0,283.783951,327.669361,
11/30/1993,330.678986,52.958,52.958,0.0,74.964996,,,69.792999,,,,,3.869,,,,,201.585007,53.450001,202.442993,-148.992996,36.292,,,39.352001,,,,,39.352001,129.094002,,26.406,26.406,,,,0.0,,,,,,6.783999,,,6.783999,33.189999,0.0,,,,,8.613,,,8.613,8.613,41.802999,0.0,72.664001,,,0.0,,216.212006,288.876007,0.0,288.876007,330.679006,
02/28/1994,339.714996,51.664001,51.664001,0.0,75.914001,,,72.619003,,,,,2.442,,,,,202.639008,53.68,204.895004,-151.214996,45.046001,,,38.349998,,,,,38.349998,137.076,,27.407,27.407,,,,0.0,,,,,,7.296999,,,7.296999,34.703999,0.0,,,,,10.541,,,10.541,10.541,45.244999,0.0,72.664001,,,0.0,,221.806,294.470001,0.0,294.470001,339.715,
05/31/1994,344.455994,45.730999,45.730999,0.0,79.991997,,,78.362999,,,,,2.047,,,,,206.132996,53.577,207.020004,-153.442993,45.118999,,,39.626999,,,,,39.626999,138.322998,,28.528999,28.528999,,,,0.0,,,,,,8.760002,,,8.760002,37.289001,0.0,,,,,10.944,,,10.944,10.944,48.233002,0.0,71.581001,,,0.0,,224.641998,296.223,0.0,296.223,344.456001,
08/31/1994,342.696991,39.216,39.216,0.0,75.518997,,,79.418999,,,,,4.96,,,,,199.113998,53.556999,209.182999,-155.626007,47.505001,,,42.521,,,,,42.521,143.583,,29.983999,29.983999,,,,0.0,,,,,,6.399,,,6.399,36.382999,0.0,,,,,11.351,,,11.351,11.351,47.733999,0.0,70.942001,,,0.0,,224.020996,294.962997,0.0,294.962997,342.696997,
11/30/1994,340.497986,42.314999,42.314999,0.0,71.936996,,,80.074997,,,,,4.304,,,,,198.630997,54.554001,207.227005,-152.673004,43.639,,,43.674,,,,,43.674,141.867001,,29.785999,29.785999,,,,0.0,,,,,,5.216,,,5.216,35.001999,0.0,,,,,10.304,,,10.304,10.304,45.305999,0.0,70.433998,,,0.0,,224.759003,295.193001,0.0,295.193001,340.499,
02/28/1995,343.151001,40.687,40.687,0.0,70.639999,,,81.379997,,,,,1.177,,,,,193.884003,55.195,210.266006,-155.070999,48.312,,,45.759998,,,,,45.759998,149.266998,,26.694,26.694,,,,0.0,,,,,,6.428001,,,6.428001,33.122002,0.0,,,,,11.316,,,11.316,11.316,44.438002,0.0,70.433998,,,0.0,,228.279007,298.713005,0.0,298.713005,343.151007,
05/31/1995,343.834015,50.355999,50.355999,0.0,63.881001,,,80.484001,,,,,2.174,,,,,196.895004,55.088001,212.440002,-157.352005,0.0,,,91.850998,,,,,91.850998,146.938999,,23.379999,23.379999,,,,0.0,,,,,,7.145,,,7.145,30.525,0.0,,,,,11.852,,,11.852,11.852,42.377,0.0,70.456001,,,0.0,,231.001007,301.457008,0.0,301.457008,343.834008,
08/31/1995,352.141998,57.507999,57.507999,0.0,66.18,,,79.986,,,,,4.246,,,,,207.919998,54.016998,212.658997,-158.641998,0.0,,,90.204002,,,,,90.204002,144.221001,,30.306,30.306,,,,0.0,,,,,,7.088001,,,7.088001,37.394001,0.0,,,,,11.797,,,11.797,11.797,49.191001,0.0,70.237999,,,0.0,,232.712997,302.950996,0.0,302.950996,352.141997,
11/30/1995,346.720001,51.331001,51.331001,0.0,68.592003,,,81.226997,,,,,3.765,,,,,204.914993,53.124001,211.789993,-158.666,39.055,,,49.625999,,,,,49.625999,141.805,,29.709999,29.709999,,,,0.0,,,,,,5.681,,,5.681,35.390999,0.0,,,,,12.425,,,12.425,12.425,47.815999,0.0,68.294998,,,0.0,,230.608994,298.903992,0.0,298.903992,346.719991,
02/29/1996,341.774994,65.344002,65.344002,0.0,61.849998,,,76.233002,,,,,3.529,,,,,206.955994,51.750999,212.539993,-160.789001,32.417,,,50.651001,,,,,50.651001,134.819,,24.875999,24.875999,,,,0.0,,,,,,5.848002,,,5.848002,30.724001,0.0,,,,,12.508,,,12.508,12.508,43.232001,0.0,67.901001,,,0.0,,230.643005,298.544006,0.0,298.544006,341.776007,
05/31/1996,336.524994,69.686996,69.686996,0.0,58.375999,,,74.227997,,,,,2.312,,,,,204.604004,51.856998,214.580994,-162.723999,28.940001,,,51.124001,,,,,51.124001,131.921,,26.239,26.239,,,,0.0,,,,,,4.573999,,,4.573999,30.813,0.0,,,,,12.101,,,12.101,12.101,42.914,0.0,66.688004,,,0.0,,226.923004,293.611008,0.0,293.611008,336.525007,
08/31/1996,335.109009,58.381001,58.381001,0.0,64.375999,,,72.551003,,,,,4.172,,,,,199.479996,52.827999,217.630005,-164.802002,27.488001,,,55.313,,,,,55.313,135.629,,28.492001,28.492001,,,,0.0,,,,,,4.507999,,,4.507999,33.0,0.0,,,,,11.751,,,11.751,11.751,44.751,0.0,65.713997,,,0.0,,224.643997,290.357994,0.0,290.357994,335.108994,
11/30/1996,335.165009,57.285,57.285,0.0,65.417,,,67.082001,,,,,4.935,,,,,194.718994,56.379002,218.529007,-162.149994,29.625,,,54.442001,,,,,54.442001,140.446003,,20.541,20.541,,,,0.0,,,,,,9.805,,,9.805,30.346001,0.0,,,,,13.339,,,13.339,13.339,43.685,0.0,65.377998,,,0.0,,226.102005,291.480003,0.0,291.480003,335.165004,
02/28/1997,339.743011,55.452,55.452,0.0,65.684998,,,67.904999,,,,,4.046,,,,,193.087997,58.818001,222.044998,-163.227005,31.441999,,,56.395,,,,,56.395,146.655001,,19.695999,19.695999,,,,0.0,,,,,,15.202,,,15.202,34.897999,0.0,,,,,14.047,,,14.047,14.047,48.944999,0.0,65.377998,,,0.0,,225.419998,290.797997,0.0,290.797997,339.742995,
05/31/1997,316.602997,51.619999,51.619999,0.0,56.178001,,,59.389999,,,,,10.921,,,,,178.108994,44.405998,173.119003,-128.712997,31.281,,,62.806999,,,,,62.806999,138.493998,,16.598,16.598,,,,0.0,,,,,,15.890999,,,15.890999,32.488998,0.0,,,,,11.045,,,11.045,11.045,43.533998,0.0,65.088997,,,0.0,,207.979004,273.068001,0.0,273.068001,316.601999,
08/31/1997,317.286987,73.537003,73.537003,0.0,59.914001,,,45.174,,,,,15.721,,,,,194.345993,43.071999,167.003998,-123.931999,31.087999,,,48.780998,,,,,48.780998,122.940996,,15.89,15.89,,,,0.0,,,,,,24.645999,,,24.645999,40.535999,0.0,,,,,11.07,,,11.07,11.07,51.605999,0.0,65.088997,,,0.0,,200.591995,265.680992,0.0,265.680992,317.286991,
11/30/1997,320.325012,76.262999,14.359,61.903999,57.327,,,41.714001,28.42,9.025,4.269,,21.906,,,,,197.210007,43.479,168.026001,-124.546997,33.195999,,,46.439999,0.0,,,,46.439999,123.114998,,21.694,21.694,,,,0.0,,,,,,26.213001,,,26.213001,47.907001,0.0,,,,,11.248,,,11.248,11.248,59.155001,0.0,67.694,,,0.0,,193.475998,261.169998,0.0,261.169998,320.324999,
02/28/1998,317.187012,80.979002,31.864,49.115002,53.417999,,,41.137001,28.011,9.193,3.933,,20.198999,,,,,195.733002,43.230999,169.539001,-126.307999,30.308001,,,47.915001,0.0,,,,47.915001,121.454,,17.091,17.091,,,,0.0,,,,,,25.871002,,,25.871002,42.962002,0.0,,,,,11.426,,,11.426,11.426,54.388001,0.0,67.783997,,,0.0,,195.014999,262.798996,0.0,262.798996,317.186997,
05/30/1998,317.154999,73.834002,24.038,49.796001,50.233002,,,48.019001,27.981001,10.195,9.843,,18.718,,,,,190.804001,45.433998,171.746002,-126.311996,33.268002,,,47.648998,0.0,,,,47.648998,126.350998,,13.934,13.934,,,,0.0,,,,,,25.556002,,,25.556002,39.490002,0.0,,,,,11.624,,,11.624,11.624,51.114001,0.0,68.480003,,,0.0,,197.561005,266.041008,0.0,266.041008,317.155009,
08/29/1998,315.747009,34.612999,34.612999,0.0,57.985001,,,46.752998,27.492001,9.85,9.411,,22.743,,,,,162.093994,50.183998,177.800995,-127.616997,31.401855,,,72.067001,0.0,,,,72.067001,153.652855,,15.633,15.633,,,,0.0,,,,,,26.831,,,26.831,42.464001,0.0,,,,,10.937,,,10.937,10.937,53.401001,0.0,65.360001,,,0.0,,196.985992,262.345993,0.0,262.345993,315.746994,
11/28/1998,321.514008,14.422,5.499,8.923,59.202999,,,47.285,26.506001,9.169,37.43,-25.82,22.738001,,,,,143.647995,56.387001,185.391998,-129.005005,50.738998,,,70.739998,0.0,,,,70.739998,177.865997,,20.221001,20.221001,,,,0.0,,,,,,24.514,,,24.514,44.735001,0.0,,,,,11.867,,,11.867,11.867,56.602,0.0,64.425003,,,0.0,,200.487,264.912003,0.0,264.912003,321.514003,
02/27/1999,316.869995,7.403,2.88,4.523,64.209,64.209,,45.778999,26.023001,8.99,10.766,-25.969999,21.115,,,,,138.505997,58.911999,190.529007,-131.617004,41.424999,,,78.027,0.0,,,,78.027,178.363998,,19.57,19.57,,,,0.0,,,,,,22.805,,,22.805,42.375,0.0,,,,,11.616,,,11.616,11.616,53.991,0.0,63.553001,,,0.0,192.102005,7.223999,262.879005,0.0,262.879005,316.870006,
05/29/1999,317.326996,4.104,0.791,3.313,58.471001,58.471001,,45.137001,25.909,8.962,10.266,-26.32,23.062,,,,,130.774002,71.939003,205.065002,-133.126007,32.187,,,82.427002,0.0,,,,82.427002,186.553005,,23.021,23.021,,,,0.0,,,,,,21.346191,,,21.346191,44.367191,0.0,,,,,11.325,,,11.325,11.325,55.692191,0.0,62.747002,,,0.0,191.824005,7.061996,261.633003,0.0,261.633003,317.325194,
08/28/1999,318.01001,0.878,0.878,0.0,56.359001,56.359001,,49.745998,24.075001,10.738,41.412998,0.0,16.851999,,,,,123.834999,85.797997,215.746002,-129.947998,22.653999,,,85.723,0.0,,,,85.723,194.174995,,23.318001,23.318001,,,,0.0,,,,,,22.17223,,,22.17223,45.490231,4.0,,,,,10.881,,,10.881,14.881,60.37123,0.0,61.478001,,,0.0,189.291,6.869003,257.638004,0.0,257.638004,318.009234,
11/27/1999,342.82901,5.74,5.74,0.0,64.731003,,,50.206001,17.881001,9.88,47.898998,0.0,15.58,,,,,136.257004,93.154999,227.438995,-134.283997,23.056999,,,90.360001,0.0,,,,90.360001,206.571999,,30.122,30.122,,,,9.295564,9.295564,0.0,0.0,,,17.510438,,,17.510438,56.928001,18.0,18.0,0.0,0.0,,12.15,,,12.15,30.15,87.078001,0.0,60.473999,,,0.0,,195.276993,255.750992,0.0,255.750992,342.828993,
02/26/2000,353.752014,2.599,2.599,0.0,69.556,69.556,,49.584,20.849001,10.595,43.793999,0.0,17.903,,,,,139.641998,97.352997,233.317001,-135.964005,21.964001,,,94.792999,0.0,0.0,0.0,,94.792999,214.109997,,26.606001,26.606001,,,,0.0,0.0,0.0,0.0,,,21.415998,,,21.415998,48.021999,37.0,37.0,0.0,0.0,,14.348,,,14.348,51.348,99.369999,0.0,59.445999,,,0.0,188.039993,6.896011,254.382004,0.0,254.382004,353.752003,
05/27/2000,365.985992,0.508,0.508,0.0,70.813004,70.813004,,60.353001,25.49,10.135,50.582001,0.0,17.202999,,,,,148.876999,98.873001,232.505005,-133.632004,19.849001,,,98.387001,0.0,,,,98.387001,217.109003,,21.313,21.313,,,,0.0,,,,,,24.151001,,,24.151001,45.464001,50.5,,,,,14.472,,,14.472,64.972,110.436001,0.0,58.863998,,,0.0,189.182999,7.503006,255.550003,0.0,255.550003,365.986004,
08/26/2000,367.104004,2.541,2.541,0.0,70.968002,70.968002,,54.555,23.316999,8.578,48.664001,0.0,18.111,,,,,146.175003,100.060997,236.483994,-136.423004,18.290001,,,102.578003,0.0,,,,102.578003,220.929001,,20.49,20.49,,,,0.0,,,,,,21.885,,,21.885,42.375,51.5,,,,,16.122999,,,16.122999,67.622999,109.997999,0.0,58.863998,,,0.0,191.134003,7.108002,257.106003,0.0,257.106003,367.104002,
11/25/2000,346.68,3.259,3.259,0.0,70.309,,,50.201,18.368,8.708,50.563,0.0,13.106,,,,,136.875,93.972,230.043,-136.071,15.043,,,100.79,0.0,0.0,0.0,,100.79,209.805,,20.31,20.31,,,,11.544516,11.544516,0.0,0.0,,,10.038484,,,10.038484,41.893,45.0,45.0,0.0,0.0,,10.647,,,10.647,55.647,97.54,0.0,58.824,,,0.0,,190.316,249.14,0.0,249.14,346.68,
02/24/2001,314.964996,4.041,4.041,0.0,66.348999,66.348999,,45.230999,19.622999,6.954,46.317001,0.0,13.596,,,,,129.216995,94.184998,228.931,-134.746002,14.115,,,77.447998,0.0,0.0,0.0,,77.447998,185.747995,,16.906,16.906,,,,0.0,0.0,0.0,0.0,,,20.314001,,,20.314001,37.220001,19.0,19.0,0.0,0.0,,10.58,,,10.58,29.58,66.800001,0.0,58.664001,,,0.0,185.028,4.473007,248.165009,0.0,248.165009,314.96501,
05/26/2001,306.442,3.712,3.712,,56.537,56.537,,40.086,18.201,5.519,41.966,-25.6,13.456,,,,,113.791,96.659,234.112,-137.453,12.713,,,83.279,,,,46.646,36.633,192.651,,13.633,13.633,,,,,,,,,,20.438,,,20.438,34.071,17.0,,,,,10.534,,,10.534,27.534,61.605,,58.655,,,0.0,182.112,4.07,244.837,,244.837,306.442,
08/25/2001,294.385986,4.025,4.025,0.0,56.452,56.452,,31.815001,16.275,4.767,35.173,0.0,13.869,,,,,106.161003,92.077003,228.255997,-136.179001,10.807,,,85.341003,0.0,0.0,0.0,,85.341003,188.225007,,12.277,12.277,,,,0.0,0.0,0.0,0.0,,,19.852001,,,19.852001,32.129002,13.0,13.0,0.0,0.0,,10.487,,,10.487,23.487,55.616002,0.0,58.674999,,,0.0,176.955994,3.139008,238.77,0.0,238.77,294.386003,
11/24/2001,301.403,5.347,5.347,0.0,51.487,,,32.244,16.046,4.084,29.73,0.0,17.178,,,,,106.256,90.407,225.661,-135.254,82.319,,,22.421,0.0,0.0,0.0,,22.421,195.147,,15.01,15.01,,,,5.094023,5.094023,0.0,0.0,,,13.155977,,,13.155977,33.26,7.482,7.482,0.0,0.0,,26.189,,,26.189,33.671,66.931,0.0,58.636,,,0.0,,175.836,234.472,0.0,234.472,301.403,
03/02/2002,291.108002,1.266,1.266,0.0,53.882,53.882,,29.782,16.983,4.104,26.02,0.0,9.518,,,,,94.447998,90.012001,226.138,-136.126007,8.002,,,98.646004,0.0,0.0,0.0,,98.646004,196.660005,,16.493,16.493,,,,0.0,0.0,0.0,0.0,,,13.899,,,13.899,30.392,2.466,2.466,0.0,0.0,,23.608,,,23.608,26.074,56.466,0.0,58.651001,,,0.0,173.600998,2.389999,234.641998,0.0,234.641998,291.107998,
06/01/2002,292.286011,5.325,5.325,0.0,44.612,44.612,,38.136002,20.516001,3.568,31.377001,0.0,10.67,,,,,98.742996,90.707001,227.835007,-137.128006,7.457,,,95.378998,0.0,0.0,0.0,,95.378998,193.542998,,16.291,16.291,,,,0.0,0.0,0.0,0.0,,,16.582001,,,16.582001,32.873001,0.0,0.0,0.0,0.0,,24.326,,,24.326,24.326,57.199001,0.0,58.726002,,,0.0,174.274002,2.08699,235.086994,0.0,235.086994,292.285995,
08/31/2002,291.815,4.212,4.212,,47.582,47.582,,38.139,18.179,3.32,30.666,-14.026,16.413,,,,,106.346,91.036,229.579,-138.543,24.5,,,69.933,,,,60.82,9.113,185.469,,17.464,17.464,,,,0.0,0.0,0.0,0.0,,,17.426,,,17.426,34.89,0.0,0.0,0.0,0.0,,26.117,,,26.117,26.117,61.007,,58.603,,,0.0,170.981,1.224,230.808,,230.808,291.815,
11/30/2002,290.88,1.371,1.371,0.0,44.806,44.806,,43.449,18.028,3.424,40.097,0.0,13.34,,,,,102.966,90.542,225.586,-135.044,82.009,,,15.363,0.0,0.0,0.0,,15.363,187.914,,17.738,17.738,,,,5.472362,5.472362,0.0,0.0,,,10.933638,,,10.933638,34.144,3.0,3.0,0.0,0.0,,24.093,,,24.093,27.093,61.237,0.0,58.303,,,0.0,169.789,1.551,229.643,0.0,229.643,290.88,
03/01/2003,289.278992,2.307,2.307,0.0,47.339001,,,47.481998,21.863001,3.327,40.391998,-18.1,11.913,,,,,109.041,87.940002,217.955002,-130.014999,76.629997,,,15.668,0.0,0.0,0.0,,15.668,180.238,,15.72,15.72,,,,0.0,0.0,0.0,0.0,,,17.027001,,,17.027001,32.747002,7.0,7.0,0.0,0.0,,24.921,,,24.921,31.921,64.668001,0.0,57.978001,,,0.0,,166.632996,224.610996,0.0,224.610996,289.278997,
05/31/2003,285.435,4.989,4.989,,45.037,45.037,,45.166,20.803,2.323,36.538,-14.498,11.164,,,,,106.356,86.714,214.407,-127.693,78.873,,,13.492,,,,4.2,9.292,179.079,,11.981,11.981,,,,,,,,,,18.881,,,18.881,30.862,7.0,,,,,23.181,,,23.181,30.181,61.043,,58.011,,,0.0,164.496,1.885,224.392,,224.392,285.435,
08/30/2003,279.671,9.751,9.751,,47.055,47.055,,37.263,19.427,2.342,30.027,-14.533,9.082,,,,,103.151,82.645,203.007,-120.362,78.62,,,15.255,,,,4.419,10.836,176.52,,13.418,13.418,,,,0.0,,,,,,17.474,,,17.474,30.892,0.0,,,,,25.072,,,25.072,25.072,55.964,,57.948,,,0.0,163.604,2.155,223.707,,223.707,279.671,
11/29/2003,279.78,15.181,15.181,0.0,39.23,39.23,,36.454,16.83,2.922,33.634,0.0,11.713,,,,,102.578,81.73,203.946,-122.216,79.95,,,15.522,0.0,0.0,0.0,,15.522,177.202,,15.127,15.127,,,,,0.0,0.0,0.0,,,21.741,,,21.741,36.868,,0.0,0.0,0.0,,22.894,,,22.894,22.894,59.762,0.0,58.0,,,0.0,159.487,2.531,220.018,0.0,220.018,279.78,
02/28/2004,282.70401,18.781,18.781,0.0,40.313,,,33.865002,17.252001,2.71,30.767,-16.864,9.16,,,,,102.119003,78.799004,200.182007,-121.383003,88.544998,,,13.241,0.0,0.0,0.0,,13.241,180.585002,,15.712,15.712,,,,0.0,0.0,0.0,0.0,,,20.811998,,,20.811998,36.523998,0.0,0.0,0.0,0.0,,24.118,,,24.118,24.118,60.641998,0.0,58.487,,,0.0,160.352005,3.222992,222.061996,0.0,222.061996,282.703995,
05/29/2004,286.704,12.982,12.982,,40.184,40.184,,35.634,15.723,2.451,26.974,-9.514,7.869,,,,,96.669,44.406,166.13,-121.724,89.585,,,56.044,,,,,56.044,190.035,,13.625,13.625,,,,,,,,,,23.024,,,23.024,36.649,7.219,,,,,22.163,,,22.163,29.382,66.031,,58.409,,,0.0,159.61,2.654,220.673,,220.673,286.704,
08/28/2004,299.834991,6.327,6.327,0.0,39.962002,39.962002,,44.276001,17.236,2.458,41.396999,0.0,10.547,,,,,101.112,41.569,161.225006,-119.655998,91.247002,,,65.906998,0.0,0.0,0.0,,65.906998,198.723,,18.493999,18.493999,,,,0.359,0.359,0.0,0.0,,,21.849,,,21.849,40.702,15.768,15.768,0.0,0.0,,24.07,,,24.07,39.837999,80.539999,0.0,58.441002,,,0.0,158.464996,2.389008,219.295006,0.0,219.295006,299.835005,
