Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/25/2015,16404.1,365.9,365.9,0,489.6,489.6,0.0,262.1,52.9,121.6,87.6,0,728.5,0.0,394.9,139.2,194.4,1846.1,793.0,1492.4,-699.4,0.0,13765.0,13315.7,3649.4,9666.3,449.3,14558.0,,778.1,116.8,0.0,80.2,581.1,22.0,0,1.0,1.0,,21.0,129.3,0.0,0.0,129.3,929.4,6474.3,6473.3,1.0,1.0,,3689.2,73.3,114.2,3117.5,384.2,10163.5,11092.9,0.0,5381.1,23.5,5357.6,-109.7,38.9,0.9,5311.2,0.0,5311.2,16404.1,
03/25/2016,15903.6,341.4,341.4,0,503.5,503.5,0.0,377.1,73.8,208.2,95.1,0,322.9,,1.0,116.3,205.6,1544.9,999.4,1938.3,-938.9,0.0,13359.3,13070.6,3645.3,9425.3,288.7,14358.7,,865.4,118.0,,98.3,649.1,21.6,0,0.6,0.6,,21.0,5.1,,,5.1,892.1,6409.6,6408.6,1.0,1.0,,3504.0,72.5,132.7,2872.2,426.6,9913.6,10805.7,0.0,5406.0,23.6,5382.4,-611.3,368.3,-65.1,5097.9,0.0,5097.9,15903.6,
06/24/2016,15833.2,521.9,521.9,0,500.0,500.0,0.0,357.7,77.8,192.9,87.0,0,246.7,,0.0,115.7,131.0,1626.3,1012.0,1957.9,-945.9,0.0,13194.9,12904.0,3645.5,9258.5,290.9,14206.9,,947.8,125.4,,69.9,752.5,21.7,0,1.0,1.0,,20.7,0.0,,,0.0,969.5,6279.0,6278.7,0.3,0.3,,3375.9,73.2,136.4,2772.5,393.8,9654.9,10624.4,0.0,5418.6,23.6,5395.0,-711.7,567.6,-65.7,5208.8,0.0,5208.8,15833.2,
09/30/2016,15498.7,280.5,280.5,0,465.8,465.8,0.0,335.6,62.0,188.9,84.7,0,424.7,,308.8,0.0,115.9,1506.6,844.0,1615.7,-771.7,0.0,13148.1,12887.6,3705.3,9182.3,260.5,13992.1,,857.6,110.1,,80.6,666.9,256.3,0,1.0,1.0,,255.3,120.8,,,120.8,1234.7,5788.7,5788.5,0.2,0.2,,3204.6,73.4,144.9,2581.4,404.9,8993.3,10228.0,0.0,5436.3,23.6,5412.7,-762.6,682.6,-85.6,5270.7,0.0,5270.7,15498.7,
12/30/2016,15206.3,342.0,342.0,0,431.0,431.0,0.0,350.7,72.6,178.4,99.7,0,442.8,0.0,310.9,,131.9,1566.5,881.5,1679.4,-797.9,0.0,12758.3,12498.6,3498.1,9000.5,259.7,13639.8,,915.7,112.1,0.0,68.7,734.9,271.2,0,0.8,0.8,,270.4,120.3,0.0,0.0,120.3,1307.2,5880.8,5880.8,0.0,0.0,,3034.0,73.0,136.4,2398.1,426.5,8914.8,10222.0,0.0,5447.6,23.6,5424.0,-919.8,529.0,-72.5,4984.3,0.0,4984.3,15206.3,
03/31/2017,14775.6,259.8,259.8,0,640.3,486.3,154.0,358.8,78.7,182.2,97.9,0,188.4,,0.0,,188.4,1447.3,911.4,1732.9,-821.5,0.0,12416.9,12225.1,3446.2,8778.9,191.8,13328.3,,791.3,115.4,,80.8,595.1,244.9,0,0.7,0.7,,244.2,0.0,0.0,,0.0,1036.2,5699.9,5699.9,0.0,0.0,,2925.3,72.5,67.5,2338.1,447.2,8625.2,9661.4,0.0,5466.2,23.7,5442.5,-1197.7,855.6,-9.9,5114.2,0.0,5114.2,14775.6,
06/30/2017,14621.2,330.2,330.2,0,636.1,482.1,154.0,339.4,72.5,170.6,96.3,0,134.0,,0.0,,134.0,1439.7,940.7,1786.6,-845.9,0.0,12240.8,12050.9,3446.2,8604.7,189.9,13181.5,,843.0,113.9,122.0,54.1,553.0,519.4,0,0.5,0.5,,518.9,0.0,,,0.0,1362.4,5338.5,5338.5,0.0,0.0,,2824.3,73.6,67.7,2254.4,428.6,8162.8,9525.2,0.0,5483.4,23.7,5459.7,-1296.9,917.5,-8.0,5096.0,0.0,5096.0,14621.2,
09/29/2017,14611.9,371.8,371.8,0,618.3,464.3,154.0,341.3,76.3,160.4,104.6,0,121.1,,0.0,,121.1,1452.5,962.4,1820.4,-858.0,0.0,12197.0,12005.4,3459.5,8545.9,191.6,13159.4,,735.9,104.9,28.1,78.1,524.8,318.2,0,0.2,0.2,,318.0,0.0,,,0.0,1054.1,5517.4,5517.4,0.0,0.0,,2927.4,73.1,67.5,2294.1,492.7,8444.8,9498.9,0.0,5497.8,23.7,5474.1,-1352.3,980.6,-13.1,5113.0,0.0,5113.0,14611.9,
12/29/2017,15280.9,1260.9,1260.9,0,599.8,445.8,154.0,340.4,70.0,167.1,103.3,0,84.1,0.7,0.0,,84.1,2285.2,966.8,1842.0,-875.2,0.0,12028.9,11857.7,3482.7,8375.0,170.5,12995.7,,736.7,113.3,15.8,57.0,550.6,313.7,0,0.2,0.2,,313.5,0.0,0.0,3.4,0.0,1050.4,6417.5,6417.5,0.0,0.0,,1291.0,73.2,67.1,689.0,458.3,7708.5,8758.9,0.0,5511.0,18.4,5492.6,-1564.7,2588.6,-12.9,6522.0,0.0,6522.0,15280.9,
03/30/2018,15516.5,511.9,511.9,0,321.5,321.5,0.0,213.4,27.1,149.5,36.8,0,1257.9,,1143.0,,114.9,2304.7,426.7,592.8,-166.1,0.0,12785.1,12627.8,3674.0,8953.8,157.3,13211.8,,616.7,96.9,20.2,81.5,418.1,322.1,0,0.0,0.0,,322.1,159.7,,,159.7,1098.5,6491.5,6491.5,0.0,0.0,,1465.2,61.9,66.8,871.3,465.2,7956.7,9055.2,0.0,5515.7,18.5,5497.2,-1610.5,2572.9,-16.8,6461.3,0.0,6461.3,15516.5,
06/29/2018,15049.8,235.7,235.7,0,337.6,337.6,0.0,184.4,26.1,118.1,40.2,0,1248.1,,1112.5,,135.6,2005.8,430.1,599.6,-169.5,0.0,12613.9,12445.7,3676.7,8769.0,168.2,13044.0,,691.7,75.8,39.9,60.4,515.6,22.2,0,0.0,0.0,,22.2,170.6,,,170.6,884.5,6335.1,6335.1,,,,1355.8,62.2,65.3,809.7,418.6,7690.9,8575.4,0.0,5527.4,18.5,5508.9,-1619.1,2587.8,-21.7,6474.4,0.0,6474.4,15049.8,
09/28/2018,14908.6,290.7,290.7,0,349.6,349.6,0.0,143.4,22.0,91.3,30.1,0,1254.5,,1136.8,,117.7,2038.2,439.3,620.9,-181.6,0.0,12431.1,12260.6,3675.4,8585.2,170.5,12870.4,,723.5,76.6,43.4,77.0,526.5,16.7,0,0.0,0.0,,16.7,182.4,,,182.4,922.6,6174.0,6174.0,0.0,0.0,,1208.4,49.8,65.2,668.9,424.5,7382.4,8305.0,0.0,5539.8,18.5,5521.3,-1618.5,2701.0,-18.7,6603.6,0.0,6603.6,14908.6,
12/28/2018,10877.3,348.9,348.9,0,623.3,623.3,0.0,322.3,69.2,167.6,85.5,0,132.7,,0.0,,132.7,1427.2,982.0,1936.2,-954.2,0.0,8468.1,8282.8,0.0,8282.8,185.3,9450.1,,946.3,147.5,25.0,77.6,696.2,22.4,0,0.0,0.0,,22.4,0.0,0.0,,0.0,943.7,6069.2,6069.2,0.0,0.0,,977.1,59.7,60.5,324.3,532.6,7046.3,7990.0,0.0,5546.7,18.5,5528.2,-1617.4,-1017.7,-24.3,2887.3,0.0,2887.3,10877.3,
03/29/2019,10555.5,225.8,225.8,0,575.9,575.9,0.0,319.7,64.2,168.6,86.9,0,120.1,,,,120.1,1241.5,977.0,1954.6,-977.6,0.0,8337.0,8060.2,,8060.2,276.8,9314.0,,814.4,132.6,7.7,72.4,601.7,39.6,0,19.8,,19.8,19.8,0.0,,,0.0,854.0,5894.5,5817.6,76.9,,76.9,753.1,59.6,59.7,81.1,552.7,6647.6,7501.6,0.0,5557.1,18.6,5538.5,-1617.0,-863.7,-22.5,3053.9,0.0,3053.9,10555.5,
06/28/2019,10221.7,241.1,241.1,0,528.4,528.4,0.0,337.4,63.8,177.3,96.3,0,112.5,,,,112.5,1219.4,994.2,1987.8,-993.6,0.0,8008.1,7721.1,,7721.1,287.0,9002.3,,820.0,148.6,,45.9,625.5,737.5,0,19.6,,19.6,717.9,0.0,,,0.0,1557.5,4900.7,4823.0,77.7,,77.7,688.3,60.5,59.5,53.4,514.9,5589.0,7146.5,0.0,5570.2,18.7,5551.5,-1617.4,-857.5,-20.1,3075.2,0.0,3075.2,10221.7,
09/27/2019,10356.1,498.8,498.8,0,538.8,538.8,0.0,325.5,56.6,176.6,92.3,0,298.1,,175.9,,122.2,1661.2,894.7,1880.9,-986.2,0.0,7800.2,7496.1,,7496.1,304.1,8694.9,,763.2,100.9,,90.9,571.4,734.9,0,18.8,,18.8,716.1,55.8,,,55.8,1553.9,5120.8,5048.7,72.1,,72.1,601.0,60.3,58.6,22.0,460.1,5721.8,7275.7,0.0,5577.9,18.7,5559.2,-1615.6,-859.8,-22.1,3080.4,0.0,3080.4,10356.1,
12/27/2019,10338.9,790.9,790.9,0,577.5,577.5,0.0,312.1,62.7,166.5,82.9,0,150.2,,0.0,,150.2,1830.7,896.5,1900.1,-1003.6,0.0,7611.7,7018.0,,7018.0,593.7,8508.2,,774.1,139.8,,62.9,571.4,652.8,0,19.2,,19.2,633.6,0.0,0.0,,0.0,1426.9,4811.4,4741.2,70.2,,70.2,2159.9,60.0,62.4,11.0,2026.5,6971.3,8398.2,0.0,5581.2,18.7,5562.5,-1615.7,-2016.9,-7.9,1940.7,0.0,1940.7,10338.9,
03/27/2020,10171.3,808.0,808.0,0,527.2,527.2,0.0,327.1,56.5,184.5,86.1,0,211.0,,,,211.0,1873.3,878.2,1902.7,-1024.5,0.0,7419.8,6820.4,,6820.4,599.4,8298.0,,649.9,110.2,,82.3,457.4,634.2,0,,,,634.2,0.0,,,0.0,1284.1,4739.1,4739.1,,,,2252.3,60.6,61.5,,2130.2,6991.4,8275.5,0.0,5587.8,18.7,5569.1,-1615.7,-2067.1,-9.2,1895.8,0.0,1895.8,10171.3,
06/26/2020,9690.1,818.3,818.3,0,493.3,493.3,0.0,333.0,57.9,193.1,82.0,0,310.2,,,,310.2,1954.8,864.7,1913.7,-1049.0,0.0,6870.6,6566.5,,6566.5,304.1,7735.3,,661.7,86.5,,67.2,508.0,19.5,0,,,,19.5,639.7,,,639.7,1320.9,5223.4,5223.3,0.1,0.1,,2176.3,60.3,61.4,,2054.6,7399.7,8720.6,0.0,5594.5,18.8,5575.7,-1616.0,-3000.2,-8.8,969.5,0.0,969.5,9690.1,
