Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2011,2823.4,0.0,0.0,0,302.2,302.2,,373.5,73.7,161.3,138.5,0,168.2,,,,,843.9,906.3,1625.7,-719.4,,1073.2,887.0,507.5,379.5,186.2,1979.5,,121.2,121.2,,,,1.3,0,1.3,1.3,,,286.3,,,286.3,408.8,10.4,5.8,4.6,4.6,,615.5,,,,615.5,625.9,1034.7,,,,,0.0,,1788.7,1788.7,,1788.7,2823.4,
09/28/2012,2898.9,0.0,0.0,0,315.4,315.4,0.0,435.3,74.1,184.7,176.5,0,150.9,,,119.9,31.0,901.6,945.2,1751.4,-806.2,0.0,1052.1,873.1,507.5,365.6,179.0,1997.3,,418.8,112.5,0.0,0.0,306.3,1.3,0,1.3,1.3,,,0.0,0.0,,0.0,420.1,8.9,5.8,3.1,3.1,,578.0,136.5,189.6,73.7,178.2,586.9,1007.0,0.0,0.0,0.0,0.0,,0.0,1891.9,1891.9,0.0,1891.9,2898.9,
03/29/2013,3118.0,0.0,0.0,0,364.3,364.3,0.0,461.4,84.3,181.6,195.5,0,166.3,,,,166.3,992.0,969.3,,,0.0,1156.7,971.8,532.0,439.8,184.9,2126.0,,387.7,100.9,,,286.8,7.1,0,7.1,7.1,,,0.0,,,0.0,394.8,2.3,0.0,2.3,2.3,,581.5,134.4,153.4,,293.7,583.8,978.6,0.0,,,,0.0,,2139.4,2139.4,0.0,2139.4,3118.0,
06/28/2013,3312.2,180.4,180.4,0,324.3,324.3,0.0,423.1,67.8,188.9,166.4,0,219.3,,,140.6,78.7,1147.1,977.9,1826.5,-848.6,0.0,1187.2,962.9,532.0,430.9,224.3,2165.1,,480.4,99.1,,,381.3,1.4,0,1.3,1.3,,0.1,0.0,,,0.0,481.8,918.5,916.4,2.1,2.1,,753.9,39.2,161.6,241.1,312.0,1672.4,2154.2,0.0,11.5,11.5,0.0,0.0,,1146.5,1158.0,0.0,1158.0,3312.2,
09/27/2013,3556.6,275.5,275.5,0,400.8,400.8,0.0,403.1,68.8,191.5,142.8,0,305.5,,,171.1,134.4,1384.9,997.4,1873.7,-876.3,0.0,1174.3,954.1,532.0,422.1,220.2,2171.7,,598.7,120.9,0.0,0.0,477.8,1.5,0,1.4,1.4,,0.1,0.0,0.0,,0.0,600.2,918.3,916.5,1.8,1.8,,782.5,39.5,108.0,310.1,324.9,1700.8,2301.0,0.0,1113.6,11.5,1102.1,0.0,33.5,108.5,1255.6,0.0,1255.6,3556.6,
12/27/2013,3569.4,287.8,287.8,0,396.8,396.8,0.0,428.9,84.6,212.6,131.7,0,295.3,,,163.5,131.8,1408.8,997.3,1896.3,-899.0,0.0,1163.3,945.3,532.0,413.3,218.0,2160.6,,552.6,144.5,,,408.1,1.4,0,1.4,1.4,,0.0,0.0,,,0.0,554.0,918.0,916.5,1.5,1.5,,788.1,38.7,105.9,317.3,326.2,1706.1,2260.1,0.0,1122.4,11.6,1110.8,-0.9,79.1,108.7,1309.3,0.0,1309.3,3569.4,
03/28/2014,5455.3,334.9,334.9,0,334.2,334.2,0.0,444.7,85.7,194.9,164.1,0,519.3,,,371.7,147.6,1633.1,997.5,1918.3,-920.8,0.0,2824.7,2568.9,853.9,1715.0,255.8,3822.2,,614.6,119.9,,,494.7,11.2,0,1.4,1.4,,9.8,0.0,,,0.0,625.8,2204.7,2203.6,1.1,1.1,,1286.4,63.7,104.0,794.8,323.9,3491.1,4116.9,0.0,1143.1,11.7,1131.4,-1.8,90.7,106.4,1338.4,0.0,1338.4,5455.3,
06/27/2014,5423.4,327.9,327.9,0,437.8,437.8,0.0,398.3,80.6,177.8,139.9,0,486.3,,,357.7,128.6,1650.3,1000.0,1945.1,-945.1,0.0,2773.1,2517.6,854.2,1663.4,255.5,3773.1,,624.2,125.3,,,498.9,14.4,0,1.4,1.4,,13.0,0.0,,,0.0,638.6,2201.3,2200.5,0.8,0.8,,1255.1,60.9,97.7,772.6,323.9,3456.4,4095.0,0.0,1153.2,11.7,1141.5,-1.9,66.6,110.5,1328.4,0.0,1328.4,5423.4,
09/26/2014,12787.3,707.8,707.8,0,476.6,476.6,0.0,306.4,57.5,184.7,64.2,0,580.2,,200.8,152.3,227.1,2071.0,886.8,1669.0,-782.2,0.0,9829.5,9484.1,2401.9,7082.2,345.4,10716.3,,824.6,110.7,0.0,0.0,713.9,21.2,0,1.4,1.4,,19.8,59.0,0.0,0.0,59.0,904.8,3874.0,3873.6,0.4,0.4,,3050.5,59.2,116.2,2399.6,475.5,6924.5,7829.3,0.0,5195.6,23.2,5172.4,-17.5,-285.8,65.7,4958.0,0.0,4958.0,12787.3,
12/26/2014,12773.6,899.0,899.0,0,508.5,508.5,0.0,369.3,78.9,189.0,101.4,0,288.2,,,146.4,141.8,2065.0,945.6,1899.0,-953.4,0.0,9763.0,9398.6,2413.7,6984.9,364.4,10708.6,,742.1,122.4,,,619.7,22.9,0,1.4,1.4,,21.5,0.0,,,0.0,765.0,3942.2,3942.2,0.0,0.0,,2994.6,62.0,116.2,2344.1,472.3,6936.8,7701.8,0.0,5248.6,23.3,5225.3,-28.1,-193.1,44.4,5071.8,0.0,5071.8,12773.6,
03/27/2015,12814.3,1053.5,1053.5,0,556.1,556.1,0.0,348.7,77.0,178.4,93.3,0,260.7,,,136.2,124.5,2219.0,940.9,1900.0,-959.1,0.0,9654.4,9284.8,2426.1,6858.7,369.6,10595.3,,753.3,141.9,,,611.4,22.4,0,,,,22.4,0.0,,,0.0,775.7,3966.3,3966.3,,,,2886.2,79.0,116.6,2297.0,393.6,6852.5,7628.2,0.0,5302.3,23.4,5278.9,-29.8,-94.3,7.9,5186.1,0.0,5186.1,12814.3,
06/26/2015,14879.2,225.3,225.3,0,624.6,624.6,0.0,377.8,89.0,173.3,115.5,0,313.5,,,143.5,170.0,1541.2,1015.5,2003.8,-988.3,0.0,12322.5,11914.5,3234.0,8680.5,408.0,13338.0,,736.9,142.5,,,594.4,22.6,0,1.6,1.6,,21.0,0.0,,,0.0,759.5,5333.1,5331.8,1.3,1.3,,3488.5,74.0,112.2,2923.6,378.7,8821.6,9581.1,0.0,5349.6,23.5,5326.1,-32.9,-36.3,17.7,5298.1,0.0,5298.1,14879.2,
