Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
09/28/1983,,,,,,,,,,,,,,,
12/28/1983,,,,,,,,,,,,,,,
03/28/1984,,,,,,,,,,,,,,,
06/28/1984,,,,,,,,,,,,,,,
09/28/1984,,,,,,,,,,,,,,,
12/28/1984,,,,,,,,,,,,,,,
03/28/1985,,,,,,,,,,,,,,,
06/28/1985,,,,,,,,,,,,,,,
06/28/1986,,,,,,,,,0.81462,,,,,,
09/28/1986,,,,,,,,,0.623693,,,,,,
12/28/1986,,,,,,,,,0.636422,,,,,,
03/28/1987,,,,,,,,,1.428131,,,,,,
06/28/1987,,,,,,,,,1.036095,,,,,,
09/28/1987,,,,,,,,,0.959088,,,,,,
12/28/1987,,,,,,,,,0.525048,,,,,,
03/28/1988,,,,,,,,,0.623057,,,,,,
06/28/1988,,,,,,,,,0.560051,,,,,,
09/28/1988,,,,,,,,,0.54605,,,,,,
12/28/1988,,,,,,,,,0.585277,,,,,,
03/28/1989,,,,,,,,,0.790123,,,,,,
06/28/1989,,,,,,,,,1.002286,,,,,,
09/28/1989,,,,,,,,,1.082762,,,,,,
12/28/1989,,,,,1.139138,,,,0.899863,85.961626,,,,,
03/29/1990,,,,,1.319657,,,,1.082762,103.340999,,,,,
06/28/1990,,,,,1.306475,,,,1.141289,109.122004,,,,,
09/27/1990,5.147059,6.592191,6.592191,6.592191,0.996765,,0.358877,,0.921811,96.453001,0.297009,550.761015,2.145694,6.693253,
12/28/1990,5.787781,6.700666,7.604985,6.524184,1.09301,,0.41768,,1.053498,110.088003,,628.985991,2.447359,7.603244,
03/29/1991,8.367627,7.882072,8.453449,7.475437,1.739173,,0.694196,,1.785094,187.178503,,699.752509,2.607631,7.977388,
06/28/1991,8.53381,8.126782,8.349069,6.33202,1.761233,,0.749605,,1.920439,201.950008,,556.607004,2.025786,6.338621,
09/27/1991,8.964497,6.391506,7.73245,6.253396,1.915952,,0.834323,,2.216735,233.966495,0.602297,681.043486,2.380871,7.74221,
12/27/1991,9.433962,7.96318,8.374234,7.505201,2.145814,,0.94005,,2.633745,279.959993,,726.841001,2.38852,8.043213,
03/27/1992,11.099585,8.703981,9.37924,8.072571,2.665386,,1.167448,,3.522634,378.967245,,767.414253,2.322556,8.281598,
06/26/1992,7.093316,7.51367,8.232812,6.199367,1.744195,,0.784517,,2.469136,266.193742,,578.28774,1.670251,6.205403,
09/25/1992,6.13879,6.290632,6.567218,4.911123,1.516684,,0.694547,,2.271605,244.087493,0.880594,452.122488,1.251952,4.902332,
12/24/1992,7.52551,5.371957,6.417616,4.641733,1.843216,,0.860687,,2.91358,311.65276,,579.615754,1.551737,6.401977,
03/31/1993,7.533113,6.7907,11.027354,6.324185,1.780122,,0.848264,,2.995885,322.98174,,1008.120726,2.590811,11.055046,
06/30/1993,7.686084,11.020213,11.374905,8.724472,1.756662,,0.834619,,3.127572,336.727511,,817.040524,1.982333,8.719656,
09/24/1993,7.977941,8.827506,10.895562,8.417034,1.87519,,0.868541,,3.572016,385.473375,1.15772,1117.363378,2.473427,10.904297,
12/31/1993,6.888812,10.873754,11.576964,10.496912,1.634049,,0.731584,,3.283951,356.057622,0.858256,1295.998589,2.629601,11.591909,
03/31/1994,6.449376,11.619311,12.969389,11.304566,1.467223,,0.658558,,3.061728,327.158505,0.975853,1475.793461,2.890788,12.927299,
06/30/1994,6.551205,12.820819,13.086641,10.662492,1.345494,,0.607769,,2.864198,301.048987,0.71065,1190.79599,2.315922,10.617887,
09/30/1994,7.86802,10.587879,10.895577,9.800411,1.396589,,0.652111,,3.061728,317.656984,0.614668,1077.634951,2.124943,9.762778,
12/30/1994,8.092486,9.572177,9.776899,7.929802,1.149224,,0.603567,,2.765432,264.880001,0.395125,825.056032,1.689183,7.68946,
03/31/1995,10.454545,8.223497,12.191891,7.865793,1.382331,,0.740784,,3.407407,332.303999,0.492065,1368.707028,2.82765,12.244979,
06/30/1995,9.835025,12.367749,12.762009,10.857192,1.573388,,0.778688,,3.82716,398.485614,0.548273,1462.987598,2.839374,11.047836,
09/29/1995,9.753363,11.186489,11.552603,8.011468,1.684321,,0.814029,1.811062,4.296296,448.354507,0.578913,1195.724498,2.158075,8.018324,
12/29/1995,8.673469,8.112993,9.683807,7.80459,1.580625,,0.75053,1.070179,4.197531,439.641232,0.425065,1567.039205,2.654271,9.693665,
03/31/1996,8.364312,9.69059,9.933631,9.247478,1.606796,,0.731957,0.744907,4.444444,468.854985,0.484355,1675.869953,2.604608,9.266015,
06/28/1996,7.801724,9.222265,9.352426,8.171486,1.53065,,0.686398,2.301626,4.469136,472.274262,0.45801,1550.839225,2.23891,8.17578,
09/30/1996,7.72293,8.128099,8.354602,6.077156,1.551224,,0.707724,1.324681,4.790123,506.679478,0.466381,1236.10447,1.712644,6.079541,
12/27/1996,8.955224,6.337596,7.226439,6.05149,1.832935,,0.825858,3.748536,5.925926,629.67001,0.51727,1577.332029,2.063099,7.239519,
03/27/1997,9.410511,7.546818,8.034273,7.082592,1.835873,,0.866051,4.753935,6.54321,698.771852,0.525984,1607.651911,1.996649,7.137601,
06/27/1997,12.007659,7.564421,8.126852,6.772564,2.189131,,1.060435,2.952347,8.12963,869.851038,0.662326,1688.841059,2.066874,7.393966,
09/30/1997,14.545455,7.633869,8.65184,7.170238,2.704363,,1.265869,4.124356,10.666667,1144.692032,0.769718,2075.140995,2.313524,8.49973,
12/26/1997,14.666667,8.377078,8.94036,7.658045,2.76193,,1.276527,7.58778,11.407407,1228.766014,0.761596,2322.919029,2.433788,8.945899,
03/27/1998,15.405406,8.963243,10.164123,8.185872,2.920474,,1.355153,6.209435,12.666667,1376.635486,0.746918,2811.70048,2.804311,10.208514,
06/26/1998,15.593112,10.655666,11.326527,9.275848,2.999366,,1.369857,4.704001,13.583333,1479.989039,0.814218,2726.357035,2.552033,9.288551,
09/25/1998,10.762032,8.278708,9.512412,5.801561,1.905074,,0.895196,,8.944444,971.393531,0.456761,1721.203498,1.589429,5.79093,
12/24/1998,11.617232,6.095547,6.758741,5.414616,1.899276,,0.906078,,9.138889,991.338687,0.438398,-401.566312,,,
03/26/1999,11.627907,8.597959,8.597959,8.597959,1.814969,,0.854291,,8.888889,944.940033,0.40771,2511.941986,2.229344,8.53247,
06/25/1999,12.178572,8.763055,9.094174,8.385672,1.862427,1.993025,0.867468,,9.472222,1008.614079,0.422954,2524.215092,2.147606,8.391198,
09/24/1999,10.830966,8.34814,8.915757,7.508687,1.612486,1.719855,0.735953,4.788154,8.472222,900.550636,0.356745,2319.142631,1.882106,7.503568,
12/31/1999,9.502551,7.478613,7.872346,6.209795,1.533702,1.633837,0.651336,2.37731,8.277778,859.636852,0.253163,2100.678921,1.554188,6.150519,
03/31/2000,8.905579,6.215889,6.972499,5.959092,1.610938,1.707999,0.643669,4.893155,9.222222,955.869539,0.303744,2701.76755,1.790886,6.967736,
06/30/2000,9.608707,6.882873,7.294442,5.758243,1.688241,1.784309,0.649321,3.999425,9.993056,1037.361633,0.35954,2361.646652,1.466265,5.762138,
09/29/2000,12.336142,6.269052,7.765644,5.745949,2.343637,2.466675,0.897337,,14.638889,1524.578021,0.514576,3560.200061,2.095969,7.776436,
12/29/2000,12.544964,7.642047,8.281952,7.293259,2.358335,2.471298,0.928982,,15.5,1678.429159,0.460039,3715.58724,2.140696,7.641625,
03/30/2001,11.487603,7.637094,8.0589,6.946301,1.797468,1.980032,0.757045,,12.355556,1334.816418,0.367143,3309.786481,1.930458,6.974359,
06/29/2001,12.191235,7.218081,7.53769,6.587955,1.920873,2.103271,0.842304,42.01075,13.6,1472.593926,0.423372,3156.69294,1.842123,6.594923,
