Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1993,5475.780762,165.223007,0.0,,,901.18399,,,,,1013.88501,,,3012.995117,,,0.0,4026.879883,-82.0,3944.879883,171.949005,,,,,,,0.0,292.544876,,513.353027,4254.417847,2287.629883,1966.787964,15.087,4782.85791,19.587999,,,,,,285.5,,,,,,,,53.869999,5141.815908,0.0,80.991997,,,0.0,,252.973007,333.965004,0.0,333.965004,5475.780912,
06/30/1993,5825.875977,167.220993,0.0,,,1123.070007,,,,,1007.47699,,,3157.812988,,,0.0,4165.290039,-80.0,4085.290039,169.667007,,,,,,,0.0,280.62793,,562.184021,4202.794922,2320.743896,1882.051025,29.004,4793.98291,191.425003,,,,,,375.424011,,,,,,,,56.904999,5417.736923,69.0,77.462997,,,0.0,,261.675995,408.138992,0.0,408.138992,5825.875916,
09/30/1993,6029.196777,150.436005,0.0,,,1532.117004,,,,,1052.848999,,,2951.417969,,,0.0,4004.26709,-80.0,3924.26709,169.710999,,,,,,,0.0,252.66568,,531.268005,4113.029053,2297.664062,1815.36499,15.037,4659.333984,345.061005,,,,,,546.671997,,,,,,,,62.299999,5613.366985,69.0,77.529999,,,0.0,,269.299988,415.829987,0.0,415.829987,6029.196972,
12/31/1993,6400.368164,152.119003,0.0,,,1561.014038,,,,,1171.046997,,,3200.478027,,,0.0,4371.524902,-80.0,4291.524902,170.115005,,,,,,,0.0,225.595216,,619.776978,4072.070069,2344.300049,1727.77002,29.26,4721.106934,803.140015,,,,,,389.515991,,,,,,,,61.137001,5974.899941,69.0,77.778,,,0.0,,278.690002,425.468002,0.0,425.468002,6400.367943,
03/31/1994,6090.581055,159.714005,0.0,,,1520.83905,,,,,1176.628052,,,2913.666016,,,0.0,4090.293945,-80.0,4010.293945,169.570999,,,,,,,0.0,230.163055,,607.77002,4055.447998,2391.843018,1663.60498,15.927,4679.14502,347.144989,,,,,,559.546997,,,,,,,,69.746002,5655.583008,68.550003,78.467003,,,0.0,,287.980988,434.997993,0.0,434.997993,6090.581001,
06/30/1994,6193.912109,160.242996,0.0,,,1603.289001,,,,,1196.937012,,,2903.822998,,,0.0,4100.759766,-77.5,4023.26001,170.796997,,,,,,,0.0,236.323105,,630.366028,3995.785889,1510.418945,2485.366943,29.107,4655.258789,532.364014,,,,,,461.076996,,,,,,,,94.541,5743.240799,58.919998,88.259003,,,0.0,,303.492004,450.671005,0.0,450.671005,6193.911804,
09/30/1994,6512.403809,151.996002,0.0,,,1625.985046,,,,,1218.149048,,,3198.280029,,,0.0,4416.429199,-77.5,4338.929199,170.520996,,,,,,,0.0,224.972565,,601.11499,3954.806885,2294.795898,1660.010986,15.158,4571.080078,695.726013,,,,,,712.403015,,,,,,,,71.400002,6050.609108,43.890999,103.665001,,,0.0,,314.239014,461.795013,0.0,461.795013,6512.404121,
12/31/1994,6484.037109,215.880997,0.0,,,1593.156982,,,,,1260.302002,,,3097.125977,,,0.0,4357.428223,-77.5,4279.928223,171.710999,,,,,,,0.0,223.359908,,687.109009,3937.587036,2251.163086,1686.42395,29.072001,4653.768066,1100.421997,,,,,,196.645996,,,,,,,,64.151001,6014.98706,33.287998,114.330002,,,0.0,,321.432007,469.050007,0.0,469.050007,6484.037067,
03/31/1995,6349.074219,191.235992,0.0,,,1733.625,,,,,1267.319946,,,2845.040039,,,0.0,4112.359863,-75.0,4037.360107,170.600998,,,,,,,0.0,216.252121,,642.612976,3976.54187,2185.909912,1790.631958,20.054001,4639.208984,472.194,,,,,,673.245972,,,,,,,,76.394997,5861.043953,30.697001,117.401001,,,0.0,,339.932007,488.030008,0.0,488.030008,6349.073961,
06/30/1995,6641.975098,218.024002,0.0,,,1821.048035,,,,,1257.305054,,,3029.961914,,,0.0,4287.26709,-75.0,4212.26709,169.800003,,,,,,,0.0,220.835968,,716.578979,3975.662964,2143.322021,1832.340942,33.869999,4726.111816,640.960999,,,,,,699.502014,,,,,,,,67.478996,6134.053825,23.492001,124.778,,,0.0,,359.651001,507.921001,0.0,507.921001,6641.974827,
09/30/1995,6712.766113,196.360992,0.0,,,1912.686951,,,,,1263.525024,,,3038.525879,,,0.0,4302.050781,-75.0,4227.050781,169.677994,,,,,,,0.0,206.989395,,685.570007,4041.69812,2092.693115,1949.005005,15.619,4742.887207,662.771973,,,,,,680.784973,,,,,,,,97.542999,6183.987152,19.156,129.957001,,,0.0,,379.665985,528.778986,0.0,528.778986,6712.766138,
12/31/1995,6861.799805,269.0,125.0,,,1698.499939,,,,,1280.199951,,,3172.899902,,,0.0,4453.100098,-75.0,4378.100098,170.0,,,,,,,0.0,221.199768,,806.700012,4029.400025,2152.800049,1876.599976,0.0,4836.100098,1128.599976,,,,,,263.700012,,,,,,,,83.300003,6311.700089,16.200001,133.300003,,,0.0,,400.600006,550.10001,0.0,550.10001,6861.800099,
03/31/1996,6916.299805,208.399994,0.0,,,1858.099976,,,,,1286.199951,,,3261.5,,,0.0,4547.700195,-75.0,4472.700195,170.399994,,,,,,,0.0,206.699646,,778.700012,4132.0,2178.5,1953.5,0.0,4910.700195,678.599976,,,,,,678.200012,,,,,,,,83.699997,6351.20018,12.0,138.600006,,,0.0,,414.5,565.100006,0.0,565.100006,6916.300186,
06/30/1996,7441.5,279.5,0.0,,,1895.299927,,,,,1315.300049,,,3215.300049,,,0.0,4530.600098,-75.0,4455.600098,170.899994,,,,,,,0.0,640.199982,,868.099976,4190.700073,2179.800049,2010.900024,0.0,5058.799805,984.400024,,,,,,725.200012,,,,,,,,92.800003,6861.199844,6.3,144.899994,,,0.0,,429.100006,580.3,0.0,580.3,7441.499845,
09/30/1996,7236.600098,269.100006,0.0,,,1793.800049,,,,,1372.900024,,,3441.100098,,,0.0,4814.0,-87.599998,4726.399902,171.800003,,,,,,,0.0,275.500137,,809.599976,4290.100098,2128.5,2161.600098,0.0,5099.700195,681.200012,,,,,,770.099976,,,,,,,,87.5,6638.500183,0.0,151.800003,,,0.0,,446.299988,598.099991,0.0,598.099991,7236.600174,
12/31/1996,7645.200195,196.199997,83.900002,,,1765.299957,,,,,1410.300049,,,3866.699951,,,0.0,5277.0,-87.599998,5189.399902,173.600006,,,,,,,0.0,236.800331,,930.200012,4315.0,2144.800049,2170.199951,0.0,5245.200195,1334.0,,,,,,360.600006,,,,,,,,87.400002,7027.200203,0.0,151.600006,,,0.0,,466.399994,618.0,0.0,618.0,7645.200203,
03/31/1997,7538.100098,220.399994,0.0,,,1835.199982,,,,,1421.699951,,,3677.399902,,,0.0,5099.100098,-85.699997,5013.399902,174.399994,,,,,,,0.0,294.700226,,877.0,4538.5,2193.300049,2345.199951,0.0,5415.5,529.599976,,,,,,858.900024,,,,,,,,100.0,6904.0,0.0,154.5,,,0.0,,479.600006,634.100006,0.0,634.100006,7538.100006,
06/30/1997,7870.0,265.0,0.0,,,1830.800018,,,,,1479.0,,,3881.399902,,,0.0,5360.399902,-85.699997,5274.700195,,,,,,,,0.0,499.499786,,1008.200012,4583.300049,2207.699951,2375.600098,0.0,5591.5,596.299988,,,,,,904.599976,,,,,,,,110.099998,7202.499962,0.0,155.0,,,0.0,,512.5,667.5,0.0,667.5,7869.999962,
09/30/1997,7731.200195,230.100006,0.0,,,1913.199982,,,,,1484.699951,,,3662.699951,,,0.0,5147.399902,-85.699997,5061.700195,182.399994,,,,,,,0.0,343.800018,,943.299988,4671.199951,2164.199951,2507.0,0.0,5614.5,411.200012,,,,,,862.799988,,,,,,,,145.199997,7033.699997,0.0,156.0,,,0.0,,541.5,697.5,0.0,697.5,7731.199997,
12/31/1997,8184.0,241.5,107.300003,,,1920.800049,,,,,1539.099976,,,3936.199951,,,0.0,5475.299805,-85.699997,5389.600098,183.899994,,,,,,,0.0,340.899856,,1061.699951,4756.699951,2214.199951,2542.5,0.0,5818.399902,1323.599976,,,,,,231.899994,,,,,,,,100.199997,7474.099869,0.0,156.899994,,,0.0,,553.0,709.899994,0.0,709.899994,8183.999863,
03/31/1998,9149.5,320.600006,348.100006,,,1858.599945,,,,,1761.099976,,,3945.800049,,,0.0,5706.899902,-100.5,5606.399902,190.199997,,,,,,,0.0,825.600143,,1232.599976,5393.800049,2517.0,2876.800049,0.0,6626.399902,513.5,,,,,,1051.599976,,,,,,,,113.400002,8304.899879,0.0,261.100006,,,0.0,,583.5,844.600006,0.0,844.600006,9149.499886,
06/30/1998,9105.200195,332.399994,215.899994,,,2170.100037,,,,,1779.599976,,,4073.300049,,,0.0,5852.899902,-100.5,5752.399902,194.5,,117.800003,,,,,0.0,322.100266,,1275.199951,5373.5,2543.199951,2830.300049,0.0,6648.700195,371.200012,,,,,,1108.099976,,,,,,,,119.800003,8247.800186,0.0,262.0,,,0.0,,595.400024,857.400024,0.0,857.400024,9105.200211,
09/30/1998,9619.5,259.799988,241.699997,,,2393.000061,,,,,1843.400024,,,4301.799805,,,0.0,6145.200195,-100.5,6044.700195,192.199997,,138.800003,,,,,0.0,349.299759,,1201.800049,5410.599854,2513.199951,2897.399902,0.0,6612.399902,611.700012,,,,,,1413.800049,,,,,,,,124.900002,8762.799965,0.0,262.399994,,,0.0,,594.299988,856.699982,0.0,856.699982,9619.499947,
12/31/1998,9933.900391,288.700012,9.2,,,2497.399948,,,,,1979.199951,,,4606.899902,,,0.0,6586.100098,-105.0,6481.100098,190.899994,,,,,,,0.0,466.600339,,1415.699951,5521.800049,2656.199951,2865.600098,0.0,6937.5,1280.900024,,,,,,721.0,,,,,,,,142.199997,9081.600021,0.0,262.0,,,0.0,,590.299988,852.299988,0.0,852.299988,9933.900009,
03/31/1999,10004.900391,228.699997,253.199997,,,2469.000092,,,,,1937.400024,,,4522.299805,,,0.0,6459.700195,-105.0,6354.700195,190.300003,,134.699997,,,,,0.0,374.30011,,1318.099976,5595.0,2730.300049,2864.699951,0.0,6913.100098,622.599976,,,,,,1471.300049,,,,,,,,164.899994,9171.900116,0.0,262.0,,,0.0,,571.0,833.0,0.0,833.0,10004.900116,
06/30/1999,10357.299805,236.199997,270.899994,,,2605.198486,,,,,2043.300049,,,4572.700195,,,0.0,6616.0,-105.0,6511.0,193.800003,,132.600006,,,,,0.0,407.601318,,1388.400024,5623.399902,2738.199951,2885.199951,0.0,7011.799805,898.799988,,,,,,1496.0,,,,,,,,169.0,9575.599792,0.0,260.899994,,,0.0,,520.799988,781.699982,0.0,781.699982,10357.299774,
09/30/1999,10066.799805,270.899994,300.600006,,,2366.5,,,,,2141.800049,,,4286.0,,,0.0,6427.799805,-105.0,6322.799805,197.899994,,130.300003,,,,,0.0,477.800003,,1390.599976,5837.899902,2686.699951,3151.199951,0.0,7228.5,536.900024,,,,,,1358.699951,,,,,,,,169.600006,9293.699982,0.0,261.100006,,,0.0,,512.0,773.100006,0.0,773.100006,10066.799988,
12/31/1999,10737.400391,328.799988,29.1,,,2605.600098,,,,,2236.199951,,,4838.399902,,,0.0,7074.600098,-105.0,6969.600098,205.899994,,133.699997,,,,,0.0,464.700216,,1416.5,5774.600098,2721.100098,3053.5,0.0,7191.100098,1545.0,,,,,,1045.800049,,,,,,,,173.800003,9955.70015,0.0,261.200012,,,0.0,,520.5,781.700012,0.0,781.700012,10737.400162,
03/31/2000,10648.5,330.399994,408.799988,,,2237.699951,,,,,2310.100098,,,4589.700195,,,0.0,6899.799805,-105.0,6794.799805,210.5,,132.100006,,,,,0.0,534.200256,,1494.0,6025.0,2817.399902,3207.600098,0.0,7519.0,596.0,,,,,,1537.400024,,,,,,,,198.100006,9850.500031,0.0,261.299988,,,0.0,,536.700012,798.0,0.0,798.0,10648.500031,
06/30/2000,10687.099609,324.799988,439.200012,,,2265.398003,,,,,2394.899902,,,4508.600098,,,0.0,6903.5,-105.0,6798.5,211.399994,,129.600006,,,,,0.0,518.201607,,1537.400024,5965.900146,2776.800049,3189.100098,0.0,7503.299805,503.200012,,,,,,1677.0,,,,,,,,194.100006,9877.599823,0.0,261.799988,,,0.0,,547.700012,809.5,0.0,809.5,10687.099823,
09/30/2000,11001.099609,323.100006,368.899994,,,2417.0,,,,,2491.5,,,4634.700195,,,0.0,7126.200195,-104.699997,7021.5,210.699997,,127.199997,,,,,0.0,532.699615,,1493.599976,6117.899902,2652.0,3465.899902,0.0,7611.5,483.399994,,,,,,1850.400024,,,,,,,,213.300003,10158.600021,0.0,262.200012,,,0.0,,580.299988,842.5,0.0,842.5,11001.100021,
12/31/2000,11570.900391,373.899994,28.700001,,,3025.800049,,,,,2598.600098,,,4850.799805,,,0.0,7449.399902,-104.699997,7344.700195,212.100006,,124.699997,,,,,0.0,461.000149,,1589.900024,6171.399902,2660.899902,3510.5,0.0,7761.299805,907.200012,,,,,,1824.199951,,,,,,,,196.399994,10689.099762,0.0,262.899994,,,0.0,,618.900024,881.800018,0.0,881.800018,11570.89978,
03/31/2001,11563.200195,330.399994,955.200012,,,2471.6,,,,,2580.0,,,4529.899902,,,0.0,7109.899902,-107.699997,7002.200195,210.0,,123.5,,,,,0.0,470.299994,,1617.400024,6213.699951,2755.899902,3457.800049,0.0,7831.100098,735.700012,,,,,,1905.099976,,,,,,,,212.5,10684.400085,0.0,263.600006,,,0.0,,615.200012,878.800018,0.0,878.800018,11563.200104,
06/30/2001,10962.599609,333.100006,655.0,,,2514.400098,,,,,2611.899902,,,4167.399902,,,0.0,6779.299805,-113.0,6666.299805,203.100006,,120.599998,,,,,0.0,470.099696,,1691.800049,6112.199951,2882.800049,3229.399902,0.0,7804.0,342.399994,,,,,,1687.0,,,,,,,,201.0,10034.399994,0.0,264.600006,,,0.0,,663.599976,928.199982,0.0,928.199982,10962.599976,
09/30/2001,10933.900391,346.200012,687.299988,,,2444.000049,,,,,2613.600098,,,4192.299805,,,0.0,6805.899902,-118.0,6687.899902,204.100006,,118.099998,,,,,0.0,446.300435,,1656.099976,6202.099854,3074.399902,3127.699951,0.0,7858.200195,420.799988,,,,,,1526.400024,,,,,,,,186.300003,9991.700211,0.0,265.5,,,0.0,,676.700012,942.200012,0.0,942.200012,10933.900223,
12/31/2001,11890.599609,802.400024,492.5,,,2899.799902,,,,,2714.199951,,,4331.5,,,0.0,7045.700195,-114.699997,6931.0,203.899994,,115.599998,100.800003,14.799995,,,0.0,445.39969,,1790.300049,6193.100098,3287.300049,2905.800049,0.0,7983.399902,1445.699951,,,,,,1348.400024,,,,,,,,178.100006,10955.599884,0.0,266.100006,,,0.0,,668.900024,935.000031,0.0,935.000031,11890.599915,
03/31/2002,11355.200195,735.200012,379.600006,,,2931.899902,,,,,2638.300049,,,4089.899902,,,0.0,6728.200195,-114.699997,6613.5,194.800003,,115.599998,101.5,14.099998,,,0.0,384.600273,,1874.199951,6467.199951,3527.899902,2939.300049,0.0,8341.400391,421.299988,,,,,,1486.699951,,,,,,,,168.199997,10417.600327,0.0,266.899994,,,0.0,,670.700012,937.600006,0.0,937.600006,11355.200333,
06/30/2002,11810.599609,360.299988,362.5,,,3178.400098,,,,,2691.399902,,,3950.0,,,0.0,6641.399902,-114.699997,6526.700195,189.5,,114.900002,101.5,13.400002,,,0.0,1078.299327,,1901.900024,6423.5,3620.199951,2803.300049,0.0,8325.400391,929.599976,,,,,,1416.599976,,,,,,,,185.800003,10857.400345,0.0,267.700012,,,0.0,,685.5,953.200012,0.0,953.200012,11810.600357,
09/30/2002,11817.400391,311.700012,148.699997,,,3376.700098,,,,,2776.800049,,,4424.100098,,,0.0,7200.899902,-114.699997,7086.200195,186.100006,,114.099998,99.900002,14.199997,,,0.0,593.900084,,1875.900024,6344.399902,3615.699951,2728.699951,0.0,8220.299805,869.200012,,,,,,1605.900024,,,,,,,,182.199997,10877.599838,0.0,268.200012,,,0.0,,671.599976,939.799988,0.0,939.799988,11817.399826,
12/31/2002,12260.599609,451.899994,269.100006,,,3336.000098,,,,,2834.800049,,,4617.799805,,,0.0,7452.600098,-114.199997,7338.399902,178.800003,,113.199997,99.900002,13.299995,,,0.0,573.199609,,1939.599976,6486.5,3705.0,2781.5,0.0,8426.099609,1525.300049,,,,,,1164.5,,,,,,,,205.100006,11320.999664,0.0,268.600006,,,0.0,,671.0,939.600006,0.0,939.600006,12260.59967,
03/31/2003,11852.700195,320.899994,424.299988,,,3064.099951,,,,,2839.699951,,,4744.5,,,0.0,7584.200195,-117.900002,7466.299805,172.0,,116.0,,,,,0.0,289.100458,,2021.099976,6734.400146,3963.600098,2770.800049,0.0,8755.5,738.099976,,,,,,1204.5,,,,,,,,201.199997,10899.299973,0.0,269.200012,,,0.0,,684.200012,953.400024,0.0,953.400024,11852.699997,
06/30/2003,11781.5,343.899994,374.399994,,,2631.700049,,,,,2926.600098,,,5069.799805,,,0.0,7996.399902,-115.5,7880.899902,165.5,,115.099998,103.5,11.599998,,,0.0,270.000063,,2160.300049,6649.699951,4056.199951,2593.5,0.0,8810.0,759.900024,,,,,,1063.900024,,,,,,,,177.699997,10811.500046,0.0,271.100006,,,0.0,748.200012,-49.299988,970.000031,0.0,970.000031,11781.500076,
09/30/2003,11762.799805,316.700012,83.599998,,,2728.9,,,,,2971.600098,,,5223.899902,,,0.0,8195.5,-112.5,8083.0,159.300003,,114.199997,103.5,10.699997,,,0.0,277.099794,,2079.0,6613.600098,4054.0,2559.600098,0.0,8692.599609,706.900024,,,,,,1202.300049,,,,,,,,177.199997,10778.99968,0.0,272.200012,,,0.0,752.799988,-41.200012,983.799988,0.0,983.799988,11762.799667,
12/31/2003,11671.5,343.0,71.900002,,,2405.000098,,,,,3035.399902,,,4069.600098,,,0.0,7105.0,-70.5,7034.5,150.0,,113.300003,103.5,9.800003,,,0.0,1553.799898,,2078.0,6636.000244,4179.700195,2456.300049,0.0,8714.0,717.0,,,,,,1052.099976,,,,,,,,186.399994,10669.499969,0.0,280.100006,,,0.0,759.799988,-37.899963,1002.000031,0.0,1002.000031,11671.5,
03/31/2004,10669.1,279.8,704.3,,,2064.9,,,,,3135.5,,,4097.4,,,0.0,7232.9,-68.3,7164.6,146.8,,112.5,103.5,9.0,,,0.0,196.2,,2137.6,6655.5,4308.7,2346.8,0.0,8793.1,295.8,,,,,,121.7,,,,,,,,299.8,9510.4,0.0,289.3,,,0.0,868.6,0.8,1158.7,0.0,1158.7,10669.1,
06/30/2004,10659.5,343.9,53.3,,,2537.4,,,,,3184.8,,,4157.4,,,0.0,7342.2,-73.0,7269.2,144.2,,111.6,103.5,8.1,,,0.0,199.9,,2277.4,6671.8,4403.8,2268.0,0.0,8949.2,225.4,,,,,,121.7,,,,,,,,206.6,9502.9,0.0,296.9,,,0.0,881.9,-22.2,1156.6,0.0,1156.6,10659.5,
09/30/2004,10540.8,310.7,49.2,,,2209.5,,,,,3316.9,,,4280.5,,,0.0,7597.4,-75.0,7522.4,143.7,,110.7,103.5,7.2,,,0.0,194.6,,2205.6,6606.8,4286.5,2320.3,0.0,8812.4,222.1,,,,,,121.7,,,,,,,,200.4,9356.6,0.0,298.1,,,0.0,897.6,-11.5,1184.2,0.0,1184.2,10540.8,
12/31/2004,10717.9,309.0,24.2,,,2071.2,,,,,3527.0,,,4406.4,,,0.0,7933.4,-72.5,7860.9,148.5,,109.9,103.5,6.4,,,0.0,194.2,,2227.1,6634.9,4232.7,2402.2,0.0,8862.0,240.8,,,,,,221.8,,,,,,,,193.5,9518.1,0.0,301.6,,,0.0,913.7,-15.5,1199.8,0.0,1199.8,10717.9,
03/31/2005,10857.3,282.4,141.3,,,1970.6,,,,,3571.7,,,4516.4,,,0.0,8088.1,-73.0,8015.1,148.2,,109.2,103.5,5.7,,,0.0,190.5,,2272.7,6773.3,4240.9,2532.4,0.0,9046.0,188.9,,,,,,221.9,,,,,,,,184.2,9641.0,0.0,309.8,,,0.0,933.2,-26.7,1216.3,0.0,1216.3,10857.3,
06/30/2005,10930.8,375.4,82.9,,,1657.5,,,,,3644.6,,,4643.8,,,0.0,8288.4,-73.0,8215.4,149.0,,106.8,101.5,5.3,,,0.0,343.8,,2370.4,6806.2,4092.8,2713.4,0.0,9176.6,208.9,,,,,,146.9,,,,,,,,147.9,9680.3,0.0,312.9,,,0.0,956.7,-19.1,1250.5,0.0,1250.5,10930.8,
09/30/2005,10891.1,358.4,121.2,,,1497.9,,,,,3654.5,,,4728.1,,,0.0,8382.6,-73.0,8309.6,148.4,,106.4,101.5,4.9,,,0.0,349.2,,2319.4,6766.6,3895.6,2871.0,0.0,9086.0,270.7,,,,,,122.0,,,,,,,,144.7,9623.4,0.0,315.7,,,0.0,976.7,-24.7,1267.7,0.0,1267.7,10891.1,
12/31/2005,10932.5,391.6,56.9,,,1363.0,,,,,3807.5,,,4765.4,,,0.0,8572.9,-75.0,8497.9,149.4,,106.1,101.5,4.6,,,0.0,367.6,,2353.1,6729.5,3767.4,2962.1,0.0,9082.6,269.9,,,,,,133.6,,,,,,,,157.8,9643.9,0.0,317.1,,,0.0,998.4,-26.9,1288.6,0.0,1288.6,10932.5,
03/31/2006,11081.1,376.3,84.1,,,1258.4,,,,,3803.7,,,4955.6,,,0.0,8759.3,-74.0,8685.3,154.1,,105.8,101.5,4.3,,,0.0,417.1,,2326.2,6926.2,3707.2,3219.0,0.0,9252.4,251.0,,,,,,108.7,,,,,,,,162.6,9774.7,0.0,316.0,,,0.0,1019.6,-29.2,1306.4,0.0,1306.4,11081.1,
