Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/24/1990,1073.338721,-39.861,0.0,0.0,175.416004,1208.893725,453.984001,38.639248,0.145105,,,,,,,23.558292,,
06/16/1990,1306.276894,-30.285001,0.0,0.0,191.651994,1467.643887,480.637987,39.8745,0.130585,,,,,,,28.556438,,
09/08/1990,1357.101439,-21.866,0.0,0.0,194.681,1529.916439,496.885006,39.180293,0.127249,,,,,,,29.686653,,
12/29/1990,1470.097074,-33.226999,0.0,0.0,123.984997,1560.855072,553.818005,22.387318,0.079434,2.650067,16.324545,13.071171,,,,27.51666,,
03/23/1991,1830.961444,-18.63,0.0,0.0,185.656004,1997.987448,616.649,30.107242,0.092922,3.24044,20.662993,17.378923,,,,35.191945,,
06/15/1991,1824.571546,-15.344,0.0,0.0,202.303005,2011.530552,638.260021,31.696017,0.100572,3.129121,20.468593,16.480361,,,,35.416764,,
09/07/1991,1643.593916,-26.268999,0.0,0.0,225.328003,1842.65292,675.149017,33.374558,0.122285,2.765845,18.309895,15.666889,,,,32.37211,,
12/28/1991,1409.487782,-19.983,0.0,0.0,259.099999,1648.604782,722.721017,35.850625,0.157163,2.37209,17.445922,15.129817,,,,28.948792,,
03/21/1992,1363.154998,-32.191002,0.0,0.0,259.792008,1590.756004,738.925996,35.158055,0.163314,2.222518,16.438354,12.221076,,,,27.715451,,
06/13/1992,1571.516666,-24.441,0.0,0.0,272.170004,1819.24567,765.319998,35.562902,0.149606,2.45613,18.199372,14.001433,,,,31.69031,,
09/05/1992,1554.849049,-39.199001,0.0,0.0,287.719003,1803.369051,792.236001,36.317335,0.159545,2.35635,19.81746,13.399691,,,,31.315557,,
01/02/1993,1369.614983,-30.565001,,,301.152999,1640.202981,793.247985,37.964546,0.183607,2.064338,19.175362,10.441932,,,,28.442169,,
03/27/1993,1189.505632,-22.841,0.0,0.0,310.205988,1476.87062,805.648005,38.503911,0.210043,1.840518,18.664796,11.432694,,,,25.607661,,
06/19/1993,1009.382515,-28.048,0.0,0.0,306.252013,1287.586528,804.986022,38.044389,0.23785,1.594266,17.769618,9.133523,,,,22.323315,,
09/11/1993,944.575469,-30.997,0.0,0.0,299.019009,1212.597478,799.185009,37.415493,0.246594,1.506246,16.597737,8.60551,,,,21.021384,,
01/01/1994,937.364969,-17.375,,,289.520996,1209.510965,652.184997,44.392465,0.23937,1.520426,17.118305,,,,,20.967877,,
03/26/1994,807.575974,-20.378,,,296.962998,1084.160972,664.375993,44.698033,0.27391,1.371484,14.668069,,,,,18.794831,,
06/18/1994,1009.469967,-20.493999,,,284.053005,1273.028972,659.526012,43.069265,0.223132,1.622681,16.439544,,,,,22.069014,,
09/10/1994,960.176893,-24.209999,0.0,0.0,276.469991,1212.436885,663.070989,41.695383,0.228028,1.545246,14.138546,,,,,20.99276,,
12/31/1994,851.886266,-21.014999,0.0,0.0,284.135,1115.006266,680.470999,41.755637,0.254828,1.40914,11.22595,8.266184,,,,19.305796,,
03/25/1995,996.273768,-28.136,0.0,0.0,300.56899,1268.706759,706.552984,42.540191,0.23691,1.568214,12.140502,8.712442,,,,21.967046,,
06/17/1995,974.649374,-19.330999,0.0,0.0,302.183004,1257.501379,717.366003,42.123965,0.240304,1.517124,11.821844,5.537114,,,,21.772277,,
09/09/1995,817.399618,-37.611,0.0,0.0,298.502004,1078.290622,719.808004,41.46967,0.276829,1.277214,10.214568,8.276645,,,,18.633303,,
12/31/1995,896.969492,-22.238001,0.0,0.0,283.714996,1158.446487,717.149994,39.561458,0.24491,1.348205,10.680568,8.480354,19.80435,,,20.01843,,
03/23/1996,839.100492,-29.552,0.0,0.0,283.701996,1093.250488,723.385986,39.218619,0.259503,1.261809,9.932952,8.189544,17.073382,,,18.891816,,
06/15/1996,952.124382,-32.108002,0.0,0.0,287.821991,1207.838372,738.350983,38.981731,0.238295,1.381053,10.818271,7.992851,14.398255,,,20.772867,,
09/07/1996,968.289876,-16.264,0.0,0.0,289.895996,1241.921872,752.24501,38.537444,0.233425,1.395187,10.72351,10.167495,22.168349,,,21.32311,,
12/28/1996,968.356402,-10.648,0.0,0.0,276.95401,1234.662413,757.244003,36.573946,0.224316,1.33748,10.332768,9.682734,13.742635,,,21.197012,,
03/22/1997,881.333757,-18.625,0.0,0.0,286.341003,1149.04976,766.388016,37.362406,0.249198,1.220273,9.830264,9.362316,13.590445,883.602472,1151.318476,19.719405,,
06/14/1997,917.799731,-14.811,0.0,0.0,261.759003,1164.747734,748.931,34.951017,0.224735,1.213019,10.048552,8.607964,11.492389,920.114971,1167.062974,19.987777,,
09/06/1997,1248.321396,-13.273,0.0,0.0,246.080002,1481.128398,741.798004,33.173452,0.166144,1.515807,12.775838,9.483435,11.932018,1253.964395,1486.771397,25.361353,,
01/03/1998,1627.752552,-11.202,0.0,0.0,214.270994,1830.821546,743.738004,28.81001,0.117035,1.816466,15.203003,10.438223,13.096857,1647.827539,1850.896533,30.930741,,
09/12/2020,,-11.2019996643066,0.0,0.0,214.27099353075,,743.738004028797,28.8100100263874,,,,,,,,30.930740946684,,
