Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/24/1990,4378.899902,73.900002,73.900002,0.0,123.300003,,,1114.900024,,,,,54.0,,,,,1366.099976,2124.5,2917.300049,-792.799988,0.0,888.299988,,,,,,888.299988,3012.799988,,641.900024,641.900024,,,,486.200012,,,,,501.299988,,,,501.299988,1629.400024,2618.0,,,,510.5,,,510.5,3128.5,4757.900024,0.0,139.100006,,,0.0,,-518.099976,-378.999969,,-378.999969,4378.900055,
06/16/1990,4582.0,273.399994,273.399994,0.0,114.800003,,,1111.300049,,,,,58.5,,,,,1558.0,2148.199951,2998.0,-849.799988,0.0,875.799988,,,,,,875.799988,3023.999939,,701.400024,701.400024,,,,121.099998,,,,,437.900002,,,,437.900002,1260.400024,3028.199951,,,,526.700012,,,526.700012,3554.899963,4815.299988,0.0,259.399994,,,0.0,,-492.700012,-233.300018,,-233.300018,4581.999969,
09/08/1990,4629.799805,268.200012,268.200012,0.0,114.800003,,,1130.400024,,,,,60.799999,,,,,1574.199951,2182.399902,3088.100098,-905.700012,0.0,873.200012,,,,,,873.200012,3055.599915,,725.799988,725.799988,,,,92.300003,,,,,487.999985,,,,487.999985,1306.099976,3020.699951,,,,515.200012,,,515.200012,3535.899963,4841.999939,0.0,259.200012,,,0.0,,-471.399994,-212.199982,,-212.199982,4629.799957,
12/29/1990,4739.100098,150.600006,150.600006,0.0,141.100006,,,1208.099976,,,,,82.800003,,,,,1582.599976,2295.300049,3287.300049,-992.0,0.0,861.200012,,,,,,861.200012,3156.500061,,843.099976,843.099976,,,,79.099998,,,,,457.499977,,,,457.499977,1379.699951,3004.5,,,,538.299988,,,538.299988,3542.799988,4922.499939,0.0,259.299988,,,0.0,,-442.700012,-183.400024,,-183.400024,4739.099915,
03/23/1991,4615.600098,57.599998,57.599998,0.0,140.699997,,,1161.599976,,,,,79.900002,,,,,1439.800049,2306.600098,3357.800049,-1051.199951,0.0,869.200012,,,,,,869.200012,3175.80011,,685.700012,685.700012,,,,79.900002,,,,,491.700035,,,,491.700035,1257.300049,2985.600098,,,,529.700012,,,529.700012,3515.30011,4772.600159,0.0,259.399994,,,0.0,,-416.399994,-157.0,,-157.0,4615.600159,
06/15/1991,5038.5,397.100006,397.100006,0.0,131.100006,,,1145.900024,,,,,114.400002,,,,,1788.5,2373.5,3485.300049,-1111.800049,0.0,876.5,,,,,,876.5,3250.0,,753.400024,753.400024,,,,82.199997,,,,,469.800003,,,,469.800003,1305.400024,2969.699951,,,,540.700012,,,540.700012,3510.399963,4815.799988,0.0,601.700012,,,0.0,,-379.0,222.700012,,222.700012,5038.5,
09/07/1991,5011.700195,246.0,246.0,0.0,129.399994,,,1152.599976,,,,,106.099998,,,,,1634.099976,2446.800049,3617.199951,-1170.400024,0.0,930.799988,,,,,,930.799988,3377.600037,,814.700012,814.700012,,,,80.599998,,,,,528.199989,,,,528.199989,1423.5,2792.800049,,,,531.900024,,,531.900024,3324.700073,4748.200073,0.0,601.799988,,,0.0,,-338.299988,263.5,,263.5,5011.700073,
12/28/1991,5181.200195,54.200001,54.200001,0.0,148.399994,,,1241.599976,,,,,142.5,,,,,1586.699951,2624.5,3864.0,-1239.5,0.0,970.0,,,,,,970.0,3594.5,,845.200012,845.200012,,,,155.199997,,,,,451.90004,,,,451.90004,1452.300049,2910.800049,,,,603.700012,,,603.700012,3514.500061,4966.80011,0.0,603.0,,,0.0,,-388.600006,214.399994,,214.399994,5181.200104,
03/31/1992,5057.5,35.599998,35.599998,0.0,134.5,,,1173.199951,,,,,124.599998,,,,,1467.900024,2614.699951,3900.899902,-1286.199951,0.0,974.900024,,,,,,974.900024,3589.599976,,698.799988,698.799988,,,,86.800003,,,,,465.59996,,,,465.59996,1251.199951,2999.199951,,,,599.200012,,,599.200012,3598.399963,4849.599915,0.0,605.900024,,,0.0,,-398.0,207.900024,,207.900024,5057.499939,
06/13/1992,5115.600098,48.900002,48.900002,0.0,139.0,,,1180.199951,,,,,102.900002,,,,,1471.0,2655.800049,3994.800049,-1339.0,0.0,988.799988,,,,,,988.799988,3644.600037,,780.900024,780.900024,,,,138.5,,,,,448.0,,,,448.0,1367.400024,2913.699951,,,,592.900024,,,592.900024,3506.599976,4874.0,0.0,606.099976,,,0.0,,-364.5,241.599976,,241.599976,5115.599976,
09/05/1992,5080.200195,41.400002,41.400002,0.0,131.100006,,,1169.199951,,,,,88.0,,,,,1429.699951,2652.0,4034.100098,-1382.099976,0.0,998.5,,,,,,998.5,3650.5,,727.099976,727.099976,,,,125.0,,,,,463.800049,,,,463.800049,1315.900024,2922.100098,,,,582.700012,,,582.700012,3504.80011,4820.700134,0.0,606.099976,,,0.0,,-346.600006,259.499969,,259.499969,5080.200104,
01/02/1993,5225.799805,96.599998,96.599998,0.0,135.699997,,,1201.699951,,,,,95.099998,,,,,1529.099976,2697.100098,4138.799805,-1441.699951,0.0,999.599976,,,,,,999.599976,3696.700074,,811.0,811.0,,,,112.400002,,,,,578.400047,,,,578.400047,1501.800049,2936.199951,,,,544.700012,,,544.700012,3480.899963,4982.700012,0.0,606.400024,,,0.0,,-363.299988,243.100036,0.0,243.100036,5225.800048,
03/27/1993,5184.600098,64.300003,64.300003,0.0,134.699997,,,1197.0,,,,,93.099998,,,,,1489.099976,2675.5,4179.200195,-1503.699951,0.0,1020.0,,,,,,1020.0,3695.5,,746.700012,746.700012,,,,132.5,,,,,605.700012,,,,605.700012,1484.900024,2915.5,,,,538.0,,,538.0,3453.5,4938.400024,0.0,606.900024,,,0.0,,-360.700012,246.200012,0.0,246.200012,5184.600037,
06/19/1993,5081.399902,101.800003,101.800003,0.0,139.5,,,1092.699951,,,,,85.5,,,,,1419.5,2636.100098,4180.899902,-1544.800049,0.0,1025.800049,,,,,,1025.800049,3661.900146,,755.400024,755.400024,,,,139.300003,,,,,571.699997,,,,571.699997,1466.400024,2806.5,,,,528.200012,,,528.200012,3334.700012,4801.100037,0.0,608.0,,,0.0,,-327.700012,280.299988,0.0,280.299988,5081.400024,
09/11/1993,5060.299805,122.099998,122.099998,0.0,132.199997,,,1079.800049,,,,,80.599998,,,,,1414.699951,2612.800049,4208.600098,-1595.800049,0.0,1032.800049,,,,,,1032.800049,3645.600098,,809.099976,809.099976,,,,169.699997,,,,,601.500076,,,,601.500076,1580.300049,2647.399902,,,,513.0,,,513.0,3160.399902,4740.699951,0.0,609.599976,,,0.0,,-290.0,319.599976,0.0,319.599976,5060.299927,
