Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,132.156998,,,,,,,,,,,,,,,,,,,,,,,,,,-60.737,,,-60.737,-60.737,,0.0,-0.68,-0.68,,0.0,-0.68,-0.68,-0.68,
03/31/1990,133.770004,,-49.630001,,84.140003,,-83.995003,,,,,0.145,-74.146999,,63.973,,0.0,10.174,-74.001999,0.0,-74.001999,0.0,,,-74.001999,0.0,-74.001999,-0.981,,-74.982999,-74.982999,,88.620003,-0.845,-0.845,,88.620003,-0.845,-0.845,-0.845,
06/30/1990,141.179993,,-49.972,,91.207993,,-81.648003,,,,,9.56,-77.297,,65.57,,0.0,11.727,-67.737,0.0,-67.737,0.0,,,-67.737,0.0,-67.737,-1.004,,-68.740999,-68.740999,,88.931999,-0.7725,-0.7725,,88.931999,-0.7725,-0.7725,-0.7725,
09/30/1990,141.434006,,-49.375,,92.059006,,-87.811996,,,,,4.247,-78.781002,,66.954002,,0.0,11.827,-74.534002,0.0,-74.533997,0.0,,,-74.534002,0.0,-74.533997,-1.029,,-75.562997,-75.562997,,89.515999,-0.845,-0.845,,89.515999,-0.845,-0.845,-0.845,
12/31/1990,146.604996,,-49.528999,,97.075997,,-86.001999,,,,,11.074,-66.176001,,67.067001,,0.0,-0.891,-55.102001,0.0,-55.102001,0.0,,,-55.102001,0.0,-55.102001,-1.051,,-56.153001,-56.153001,,89.028,-0.6275,-0.6275,,89.028,-0.6275,-0.6275,-0.6275,
03/31/1991,145.404999,,-54.692001,,90.712997,,-83.231003,,,,,7.482,-59.336998,,65.183998,,0.0,-5.847,-51.854998,0.0,-51.855,0.0,,,-51.854998,0.0,-51.855,-1.077,,-52.932,-52.932,,89.695999,-0.59,-0.59,,89.695999,-0.59,-0.59,-0.59,
06/30/1991,151.893997,,-55.304001,,96.589996,,-81.565002,,,,,15.025,-71.066997,,64.130997,,0.0,6.936,-56.041997,0.0,-56.042,0.0,,,-56.041997,0.0,-56.042,-1.102,,-57.144,-57.144,,89.764,-0.6375,-0.6375,,89.764,-0.6375,-0.6375,-0.6375,
09/30/1991,152.716003,,-51.73,,100.986004,,-87.494003,,,,,13.492,-64.239998,,65.113998,,0.0,-0.874,-50.747999,0.0,-50.748001,0.0,,,-50.747999,0.0,-50.748001,-1.35,,-52.098001,-52.098001,,89.811996,-0.58,-0.58,,89.811996,-0.58,-0.58,-0.58,
12/31/1991,153.257004,,-51.333,,101.924004,,-84.563004,,,,,17.361,-85.914997,,64.364998,,0.0,21.549999,-68.553997,0.0,-68.554001,0.0,,,-68.553997,0.0,-68.554001,-0.935,,-69.489001,-69.489001,,89.811996,-0.7725,-0.7725,-0.7725,89.811996,-0.7725,-0.7725,-0.7725,
03/31/1992,153.585007,,-54.390999,,99.194008,,-83.681,,,,,15.513,-66.861001,,62.631001,,0.0,4.23,-51.348001,0.0,-51.348,0.0,,,-51.348001,0.0,-51.348,-0.442,,-51.79,-51.79,,89.931999,-0.5875,-0.5875,,89.931999,-0.5875,-0.5875,-0.5875,
