Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2015,272.2,193.243,94.025,30.974,8.064,6.288,16.622,-46.042,126.092,9.619,-181.753,0.0,-310.439,-151.587,0.0,0.0,0.0,-151.587,-151.587,0.0,0.0,0.0,0.0,-158.852,0.0,-158.852,0.0,0.0,16.298,0.0,29.744,-4.955,,,-8.491,-7.083,-29.024,,,
04/02/2016,151.871,171.548,100.194,28.165,9.059,9.878,9.228,-148.036,-144.119,-23.501,19.584,0.0,-140.833,-140.833,0.0,0.0,0.0,-140.833,-140.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,0.0,12.095,0.79,0.79,0.0,-13.115,5.805,16.613,,,
07/02/2016,411.62,255.188,101.214,16.738,14.488,7.497,-5.247,38.48,-57.13,-17.804,113.414,0.0,-136.081,-136.081,0.0,0.0,0.0,-136.081,-136.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-263.189,0.0,-264.157,3.322,3.322,0.0,-2.354,1.394,13.744,,,
10/01/2016,435.301,269.878,103.68,23.5,5.294,-45.262,63.468,38.243,-54.062,-12.273,104.578,0.0,-183.846,-183.846,0.0,0.0,0.0,-183.846,-183.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251.913,0.0,-254.298,0.328,0.328,0.0,2.057,0.517,0.059,,,
12/31/2016,346.497,236.952,104.379,34.825,6.218,-6.122,34.729,-29.659,96.423,-28.345,-97.737,0.0,-211.365,-211.365,0.0,0.0,0.0,-211.365,-211.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126.304,0.0,-123.73,0.143,0.143,0.0,-2.717,0.729,9.557,,,
04/01/2017,165.882,200.554,105.024,36.724,9.467,20.194,7.063,-176.42,-109.761,-51.466,-15.193,0.0,-202.097,-201.27,0.0,0.0,0.0,-201.27,-201.27,0.0,0.0,0.0,0.0,-0.827,0.0,-0.827,0.0,0.0,90.868,0.0,104.79,0.013,0.013,0.0,-13.935,12.118,66.771,,,
07/01/2017,247.996,260.681,109.761,7.874,13.963,-15.515,9.426,-130.32,-56.882,-41.782,-31.656,0.0,-473.794,-224.153,0.0,0.0,0.0,-224.153,-224.153,0.0,0.0,0.0,0.0,-249.641,0.0,-249.641,0.0,0.0,166.44,0.0,164.676,1.202,1.202,0.0,0.562,1.16,-58.198,,,
09/30/2017,460.344,270.025,113.515,34.134,7.177,11.87,15.087,42.67,-0.132,-28.722,71.524,0.0,-229.505,-229.207,0.0,0.0,0.0,-229.207,-229.207,0.0,0.0,0.0,0.0,-0.298,0.0,-0.298,0.0,0.0,-280.645,0.0,-275.348,0.002,0.002,0.0,-5.299,4.07,-45.736,,,
12/31/2017,319.373,240.378,118.372,-62.886,5.715,-92.14,23.539,23.509,106.209,-31.275,-51.425,0.0,-335.305,-251.368,0.0,0.0,0.0,-251.368,-251.368,0.0,0.0,0.0,0.0,-0.033,0.0,-0.033,0.0,-83.904,16.342,0.0,15.824,0.641,0.641,0.0,-0.123,-0.028,0.382,,,
03/31/2018,183.228,208.766,122.654,45.026,7.948,19.401,17.677,-193.218,-104.287,-74.499,-14.432,0.0,-241.442,-250.936,0.0,,,-250.936,-250.936,0.0,0.0,0.0,0.0,-24.41,0.0,-24.41,0.0,33.904,86.599,0.0,102.647,0.001,0.001,0.0,-16.049,1.574,29.959,,,
06/30/2018,437.758,196.586,127.048,62.395,13.645,33.63,15.12,51.729,-93.844,-58.009,203.582,0.0,-244.418,-247.418,0.0,,,-247.418,-247.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,221.43,0.0,216.913,0.001,0.001,0.0,4.516,-11.387,403.383,,,
09/29/2018,273.499,227.013,132.971,40.703,5.104,22.663,12.936,-127.188,17.301,-77.307,-67.182,0.0,-542.489,-144.595,0.0,,,-144.595,-144.595,0.0,0.0,0.0,0.0,-400.894,0.0,-400.894,0.0,3.0,-156.484,0.0,-155.723,0.0,0.0,0.0,-0.761,-1.401,-426.875,,,
12/31/2018,286.859,229.339,139.092,40.615,4.685,12.762,23.168,-122.187,194.686,-45.576,-271.297,0.0,-303.854,-151.161,0.0,,,-151.161,-151.161,0.0,0.0,0.0,0.0,-143.656,0.0,-143.656,0.0,-9.037,46.484,0.0,348.34,-274.144,0.0,-274.144,-27.712,-1.79,27.699,,,
03/30/2019,170.137,121.585,108.65,53.104,5.789,9.903,37.412,-113.202,-142.518,-39.409,68.725,0.0,-211.795,-136.948,0.0,0.0,0.0,-136.948,-136.948,0.0,0.0,0.0,0.0,-76.847,0.0,-76.847,0.0,2.0,26.8,0.0,42.433,0.001,0.001,0.0,-15.634,1.476,-13.382,,,
06/29/2019,396.19,202.441,112.173,52.052,5.788,-2.867,49.131,29.524,-60.139,-19.841,109.504,0.0,-142.111,-144.111,0.0,0.0,0.0,-144.111,-144.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-232.236,0.0,-227.16,-8.963,0.0,-8.963,3.887,0.585,22.428,,,
09/28/2019,411.759,155.518,116.809,107.983,5.651,2.267,100.065,31.449,-0.79,-1.227,33.466,0.0,-120.555,-124.555,0.0,0.0,0.0,-124.555,-124.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-304.871,0.0,-232.919,-67.708,0.0,-67.708,-4.244,-3.126,-16.793,,,
12/31/2019,440.675,264.667,128.936,-45.882,6.392,-117.145,64.871,92.954,285.4,67.689,-260.135,0.0,-141.583,-139.848,0.0,0.0,0.0,-139.848,-139.848,0.0,0.0,0.0,0.0,-4.235,0.0,-4.235,0.0,2.5,-279.57,0.0,-255.683,-23.409,0.0,-23.409,-0.478,3.96,23.482,,,
03/28/2020,194.974,110.514,115.327,73.987,5.041,3.481,65.465,-104.854,-168.74,24.284,39.602,0.0,-133.432,-115.632,0.0,0.0,0.0,-115.632,-115.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.8,87.201,0.0,162.181,-68.639,0.001,-68.64,-6.341,-20.442,128.301,,,
06/27/2020,568.521,-48.257,123.959,57.319,4.635,-48.899,101.583,435.5,71.94,281.859,81.701,0.0,-77.039,-80.639,0.0,0.0,0.0,-80.639,-80.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,-24.232,0.0,-8.429,0.0,0.0,0.0,-15.803,7.376,474.626,,,
