Date,Revenue,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Maintenance Expense,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A from Disc Ops,Disposal of Con Assets,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Income Taxes,Deficit/Distributions to Partners,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
06/30/2008,146.645,139.955,0.0,0.0,0.0,6.69,-60.131,50.2,,,,9.931,63.451,0.0,0.0,2.696,20.367,-37.697,38.015,1.015,-1.333,-17.33,3.649,,,,0.0,,0.0,-0.365,,-0.677,,0.0,-3.886,-3.886,-1.333,149.116343,-0.027757,-0.120282,-0.129534,149.116343,-0.027757,-0.120282,-0.129534,,,,,,,,,,,,0.0,,,-7.624,0.944,,,,0.610661,,,,
09/30/2008,157.383,147.414,0.0,0.0,0.0,9.969,-65.731,55.896,,,,9.835,66.691,0.0,,3.656,21.305,-39.234,39.86,1.897,-2.523,-17.929,0.829,,,-9.914,0.0,,0.0,-10.364,-0.45,-9.914,-2.92,3.056,-9.778,-9.778,-2.523,148.424634,-0.065878,-0.111029,-0.111029,148.424634,-0.065878,-0.111029,-0.129534,,65.551,1.302,3.044,800.127,0.0,-6.566,0.0,0.0,0.0,47.003,0.0,47.934,,-20.321,1.14,28.753,0.289571,0.173698,0.305331,105.442483,175.782701,96.416335,
12/31/2008,155.357,149.453,0.0,0.0,0.0,5.904,-71.785,50.547,,,,21.238,73.344,0.0,,6.059,4.169,-18.788,40.249,0.326,-21.787,-14.619,3.97,,,-15.338,0.0,,0.0,-11.339,-2.521,-10.822,-2.8,0.0,-13.622,-13.622,,146.067,-0.1,-0.1,-0.23,146.067,-0.1,-0.1,-0.23,,71.491,1.138,-65.551,-1574.158,0.0,-780.492,0.0,2.793,0.0,52.467,0.0,53.398,,-16.382,1.853,38.869,0.373663,0.271994,0.674,180.376224,247.799779,187.640151,
03/31/2009,155.639,150.615,0.0,0.0,0.0,5.024,-138.73,55.704,20.02,7.209,28.475,9.855,70.379,,,2.792,16.909,-30.113,36.509,0.717,-7.113,-13.204,-0.051,,,-12.629,0.168,0.168,0.0,-13.423,-0.794,-12.629,-1.869,0.0,-15.429,-22.374,-7.113,144.176,-0.1,-0.11,-0.155185,144.176,-0.1,-0.11,-0.159336,,,1.143,68.985,,,0.168,,,,55.004,,55.004,,,,55.004,0.35467,0.35467,0.305,85.995428,85.995428,80.105083,
06/30/2009,155.802,151.844,0.0,0.0,0.0,3.958,-134.411,54.634,18.843,7.899,27.892,8.905,70.545,,,0.327,21.391,-36.104,35.376,0.728,0.0,-14.713,0.0,0.0,0.0,-12.058,-2.053,-2.053,0.0,-12.66,-0.602,-12.058,-1.869,0.0,-14.858,-19.647,-2.736,149.444,-0.1,-0.11,-0.131467,149.444,-0.1,-0.11,-0.131467,,,1.165,69.067,,,-2.053,,,,53.65,0.001611,53.651611,0.001053,-8.753,,44.899664,0.344013,0.287896,0.305,88.659388,105.941082,84.958844,
09/30/2009,151.383,149.756,0.0,0.0,0.0,1.627,-141.287,56.027,18.838,8.295,28.894,8.673,70.419,,,6.168,10.096,-50.651,33.909,16.742,0.0,-40.555,0.0,0.0,0.0,-37.976,-0.8,-0.8,0.0,-39.755,-1.779,-37.976,-1.869,0.0,-40.776,-41.576,0.0,150.0,-0.27,-0.28,-0.28,150.0,-0.27,-0.28,-0.28,,,1.276,69.695,,,-0.555,,,,28.792,,28.792,,,,28.792,0.179729,0.179729,0.18,100.150945,100.150945,93.776049,
12/31/2009,149.6,149.6,0.0,0.0,0.0,0.0,-140.507,54.196,16.779,8.235,29.182,12.028,71.939,,,2.344,9.093,-34.973,35.586,0.478,-1.091,-25.88,0.0,0.0,0.0,-24.869,-0.095,-0.095,0.0,-25.785,-0.916,-24.869,-1.581,2.586,-24.795,-24.89,0.0,152.672,-0.162407,-0.163029,-0.163029,152.672,-0.162407,-0.163029,-0.163029,,,1.175,70.644,,,0.097,,,2.586,47.136,0.0,47.136,,,,47.136,0.288422,0.288422,0.18,62.408478,62.408478,58.301426,
03/31/2010,146.624,145.153,0.0,0.0,0.0,1.471,-138.05,55.598,18.828,7.598,29.172,9.64,70.36,,,2.452,8.574,-35.87,35.133,0.737,0.0,-27.296,0.0,0.0,0.0,-24.056,-2.27,-2.27,0.0,-25.026,-0.97,-24.056,-2.379,0.0,-26.435,-28.705,0.0,156.131,-0.17,-0.18,-0.18,156.131,-0.17,-0.18,-0.18,,,1.009,72.207,,,0.041,,,,45.852,,46.783,,,,46.783,0.280714,0.280714,0.18,64.122138,64.122138,63.502137,
06/30/2010,148.703,146.647,0.0,0.0,0.0,2.056,-140.801,55.531,18.327,8.177,29.027,10.293,71.562,,,3.415,7.902,-36.403,35.218,1.185,0.0,-28.501,0.0,0.0,0.0,-26.621,-0.861,-0.861,0.0,-27.64,-1.019,-26.621,-1.441,0.0,-28.968,-29.829,0.0,160.886,-0.18,-0.19,-0.19,160.886,-0.18,-0.19,-0.19,,,1.151,73.726,,,-0.162,,,0.025,45.659,,45.659,,,,45.659,0.283797,0.283797,0.18,63.425568,63.425568,63.425568,
09/30/2010,152.331,150.139,0.0,0.0,0.0,2.192,-143.918,57.558,17.832,9.211,30.515,11.994,72.104,,,2.262,8.413,-37.055,36.129,0.835,0.091,-28.642,0.0,0.0,0.0,-23.766,-4.037,-4.037,0.0,-24.605,-0.839,-23.766,-1.436,0.0,-26.134,-30.08,0.091,165.403,-0.16,-0.18,-0.181859,165.403,-0.16,-0.18,-0.181859,,,1.215,75.591,,,-3.878,,,,46.887,,46.887,,,,46.887,0.265679,0.265679,0.185,69.632947,69.632947,65.262344,
12/31/2010,152.396,152.396,0.0,0.0,0.0,0.0,-152.064,56.493,18.376,8.571,29.546,10.597,75.93,,,9.044,0.332,-30.374,35.432,1.447,-6.505,-30.042,0.0,0.0,0.0,-28.456,-0.725,-0.725,0.0,-29.317,-0.861,-28.456,-1.437,0.0,-30.825,-24.664,6.886,180.743,-0.17,-0.17,-0.136459,180.743,-0.17,-0.17,-0.136459,,,2.323,81.922,,,-0.049,,,,53.442,,53.442,,,,53.442,0.278851,0.278851,0.185,66.343765,66.343765,62.567746,
03/31/2011,142.348,137.812,0.0,0.0,0.0,4.536,-134.706,51.382,17.661,7.25,26.471,10.63,71.258,,,1.436,7.642,-40.489,35.138,1.332,4.019,-32.847,0.0,0.0,0.0,-27.875,-4.191,-4.191,0.0,-28.656,-0.781,-27.875,-1.437,0.0,-30.243,-30.415,4.019,182.531,-0.17,-0.17,-0.166629,182.531,-0.17,-0.19,-0.167982,,,2.848,84.115,,,-0.041,,,,56.829,,56.829,,,,56.829,0.295199,0.295199,0.185,62.669649,62.669649,59.42078,
06/30/2011,153.49,150.637,0.0,0.0,0.0,2.853,-148.612,53.301,17.503,7.795,28.003,12.875,80.894,,,1.542,4.878,-39.008,37.62,1.348,0.04,-34.13,0.0,0.0,0.0,14.651,-49.039,-49.039,0.0,14.909,0.258,14.651,-1.396,-0.175,12.149,-36.85,0.04,190.479,0.06,-0.19,-0.19346,190.479,0.06,-0.19,-0.19346,,,2.844,91.161,,,-43.767,,,-0.175,63.576,,63.576,,,,63.576,0.312892,0.312892,0.2,63.919718,63.919718,59.921669,
09/30/2011,169.088,163.859,0.0,0.0,0.0,5.229,-157.507,57.334,19.949,8.869,28.516,11.86,86.818,,,1.495,11.581,-41.548,39.975,1.58,-0.007,-29.967,-0.059,,,-13.251,-16.24,-16.24,0.0,-13.786,-0.535,-13.251,-1.377,0.0,-14.628,-30.875,-0.007,213.816,-0.07,-0.15,-0.1444,213.816,-0.07,-0.15,-0.150033,,,2.956,96.554,,,-11.364,,,,72.983,,72.983,,,,72.983,0.321167,0.321167,0.2,62.272858,62.272858,58.593371,
12/31/2011,187.999,187.999,0.0,0.0,0.0,0.0,-173.56,67.339,22.776,9.843,34.72,5.747,98.894,,,1.58,14.439,-37.244,39.03,2.092,-3.878,-22.805,0.0,0.0,0.0,46.498,-70.923,-70.923,0.0,48.118,1.62,46.498,-1.377,0.0,44.19,-26.183,0.55,217.823,0.2,-0.12,-0.120203,217.823,0.2,-0.12,-0.120203,,,2.983,98.513,,,-68.045,,,,80.192,,80.192,,,,80.192,0.345053,0.345053,0.215,62.309301,62.309301,58.399772,
03/31/2012,175.231,172.242,0.0,0.0,0.0,2.989,-159.624,60.037,20.911,,39.126,9.379,88.825,,,1.383,15.607,-36.742,34.745,2.691,-0.694,-21.135,22.876,,,83.156,-84.887,-84.887,0.0,86.628,3.472,83.156,-1.377,0.0,80.848,-4.039,0.0,221.5,0.37,-0.02,-0.02,221.5,0.37,-0.02,-0.02,,,7.423,94.247,,,-80.525,-22.876,,,83.52,-3.822,79.698,,-7.734,,71.964,0.337824,0.305041,0.22,65.122738,72.121505,58.345307,
06/30/2012,180.192,177.475,0.0,0.0,0.0,2.717,-162.685,62.022,21.535,,40.487,13.738,85.491,,,1.434,17.507,-43.448,41.542,2.412,-0.506,-25.941,2.818,,,150.352,-179.429,-179.429,0.0,156.306,5.954,150.352,-0.909,-2.791,145.721,-33.708,0.0,234.031,0.62,-0.12,-0.12,234.031,0.62,-0.12,-0.12,,,8.359,84.474,,,-164.257,,,-2.791,81.182,-0.471,80.711,,-12.154,,68.557,0.325668,0.276627,0.22,67.553419,79.529501,63.421473,
09/30/2012,185.086,181.766,0.0,0.0,0.0,3.32,-165.26,64.47,22.633,,41.837,10.022,89.301,,,1.467,19.826,-31.329,31.845,0.719,-1.235,-11.503,2.96,,,-9.031,1.133,1.133,0.0,-9.676,-0.645,-9.031,0.0,0.0,-9.962,-8.829,0.0,249.825,-0.04,-0.04,-0.04,249.825,-0.04,-0.04,-0.04,,,6.852,88.223,,,1.133,,,,86.532,1.451,87.983,,-12.848,,75.135,0.333735,0.285001,0.22,65.920485,77.192813,63.515809,
12/31/2012,183.034,180.149,0.0,0.0,0.0,2.885,-166.306,61.692,21.81,,39.882,10.125,84.009,,,10.48,16.728,-32.328,30.66,2.757,-1.089,-15.6,1.628,,,-12.3,-1.017,-1.017,0.0,-12.955,-0.655,-12.3,0.0,0.0,-13.231,-5.753,8.495,249.809,-0.05,-0.05,-0.02303,249.809,-0.05,-0.05,-0.02303,,,9.897,83.456,,,-0.156,1.346,,,81.588,11.642,93.23,,-9.389,,83.841,0.353775,0.318147,0.22,62.186399,69.150392,67.360372,
03/31/2013,184.884,181.961,0.0,0.0,0.0,2.923,-155.252,63.117,23.292,,39.825,9.476,84.044,,,-1.385,29.632,-32.767,30.981,2.802,-1.016,-3.135,1.973,,,-0.268,-0.853,-0.853,0.0,-0.309,-0.041,-0.268,,0.0,-1.199,-5.073,-3.021,249.917,0.0,-0.01,-0.020299,249.917,0.0,-0.01,-0.022088,,,9.005,83.442,,,,,,,92.138,-2.834,89.304,,-6.762,,82.542,0.338753,0.313103,0.22,64.944146,70.264496,59.673251,
06/30/2013,191.83,188.613,0.0,0.0,0.0,3.217,-160.317,65.147,23.202,,41.945,9.866,86.269,,,-0.965,31.513,-28.842,30.803,-0.515,-1.446,2.671,2.683,,,5.192,0.0,0.0,0.0,5.354,0.162,5.192,,0.0,4.261,1.489,-2.772,249.985,0.02,0.01,-0.004044,251.406,0.02,0.01,-0.014044,,,5.943,85.131,,,,,,,96.428,-2.812,93.616,,-12.224,,81.392,0.354921,0.308577,0.235,66.211983,76.156146,61.438073,
09/30/2013,193.586,190.379,0.0,0.0,0.0,3.207,-159.105,66.972,24.348,,42.624,11.364,85.442,,,-4.673,34.481,-33.904,30.939,3.794,-0.829,0.577,2.658,,,3.188,0.0,0.0,0.0,3.235,0.047,3.188,0.0,0.0,2.257,-4.203,-6.46,249.985,0.01,0.01,-0.016813,251.454,0.01,0.01,-0.016813,,,10.514,84.266,,,,,,,98.015,-4.095,93.92,,-11.989,,81.931,0.35601,0.310565,0.235,66.009428,75.668617,59.936209,
12/31/2013,193.416,190.321,0.0,0.0,0.0,3.095,-170.409,65.37,23.477,,41.893,11.532,91.582,,0.0,1.925,23.007,-26.366,33.36,-5.666,-1.328,-3.359,-0.015,,,36.7,-41.376,-41.376,0.0,38.002,1.302,36.7,,0.0,35.769,-5.607,,249.987,0.14,-0.02,-0.02,249.987,0.14,-0.02,-0.02,,,7.718,88.651,,,,,,,93.921,-2.651,91.27,,-11.732,,79.538,0.365099,0.318169,0.235,64.366106,73.860224,62.739962,
03/31/2014,198.039,194.352,0.0,0.0,0.0,3.687,-171.529,67.496,25.431,,42.065,11.994,89.613,,0.0,2.426,26.51,-10.74,32.884,3.565,-25.709,15.77,3.329,,,18.361,0.087,0.087,0.0,19.012,0.651,18.361,,0.0,17.43,18.017,0.5,250.177,0.07,0.07,0.072017,251.822,0.07,0.07,0.071986,,,10.667,88.533,,,-23.174,,,,95.038,-0.518,94.52,,-6.601,,87.919,0.35779,0.332803,0.26,72.66824,78.124205,68.814579,
06/30/2014,203.706,200.959,0.0,0.0,0.0,2.747,-170.844,66.083,23.716,,42.367,12.53,90.069,,,2.162,32.862,-3.984,31.691,0.428,-28.135,28.878,2.19,,,30.007,-0.018,-0.018,0.0,31.086,1.079,30.007,,0.0,29.076,29.058,0.0,250.255,0.12,0.12,0.12,252.191,0.12,0.12,0.12,,,8.861,88.876,,,-26.709,,,,102.114,0.192,102.306,,-11.096,,91.21,0.386727,0.344783,0.26,67.230837,75.409692,64.046066,
09/30/2014,206.752,203.587,0.0,0.0,0.0,3.165,-173.668,69.381,24.697,,44.684,11.554,90.724,,0.0,2.009,33.084,6.337,33.087,0.939,-40.363,39.421,2.492,,,40.549,-0.079,-0.079,0.0,41.992,1.443,40.549,,0.0,39.618,39.539,0.0,251.655,0.16,0.16,0.16,253.732,0.16,0.16,0.16,,,10.398,89.339,,,-31.377,,,,110.352,-8.335,102.017,,-12.28,,89.737,0.383585,0.337412,0.26,67.781664,77.0572,59.292355,
12/31/2014,209.549,206.104,0.0,0.0,0.0,3.445,-175.241,67.781,25.331,,42.45,11.615,93.523,,0.0,2.322,34.308,26.357,32.792,2.074,-61.223,60.665,7.087,,,64.486,0.0,0.0,0.0,67.752,2.335,65.417,0.931,0.0,64.486,64.527,0.041,253.983,0.25,0.25,0.25406,256.0,0.25,0.25,0.25016,,91.406,12.207,,,0.0,-63.443,,,,107.922,-3.289,104.633,,-13.944,,90.689,0.39008,0.338095,0.26,66.653064,76.901388,61.188247,
03/31/2015,219.753,207.047,0.0,0.0,0.0,12.706,-174.48,69.166,26.222,,42.944,12.152,90.4,,0.0,2.762,45.273,30.719,28.8,-59.159,-0.36,75.992,0.425,,,73.822,0.0,0.0,0.0,76.417,2.595,73.822,,0.0,72.891,73.887,0.996,256.834,0.28,0.28,0.287684,258.662,0.28,0.28,0.283851,,,9.85,88.777,,-59.073,,,,,115.971,-7.584,108.387,,-7.243,,101.144,0.400154,0.373414,0.2775,69.348245,74.314327,62.283674,
06/30/2015,215.862,212.764,0.0,,0.0,3.098,-176.56,68.183,25.138,,43.045,13.721,92.044,,0.0,2.612,39.302,49.178,29.673,0.573,-79.424,88.48,1.404,,,86.855,0.0,0.0,0.0,89.884,3.029,86.855,,0.0,85.924,7.725,-78.199,257.849,0.33,0.33,0.029959,262.806,0.33,0.33,0.029959,,,10.017,90.344,,,,,,,109.341,3.395,114.598,,-10.111,,104.487,0.419774,0.382738,0.2775,66.106932,72.503969,65.753926,
09/30/2015,221.418,217.765,0.0,0.0,0.0,3.653,-181.217,70.188,24.722,,45.466,15.824,92.025,,0.0,3.18,40.201,-27.139,30.232,-2.691,-0.402,13.062,0.633,,,12.361,0.0,0.0,0.0,13.695,0.404,13.291,0.93,0.0,12.361,24.024,11.663,259.114,0.05,0.05,0.092716,261.207,0.05,0.05,0.092716,,,9.396,90.568,,,0.0,,,,113.659,1.998,115.657,,-13.694,,101.963,0.423192,0.373085,0.2775,65.573132,74.379841,63.263037,
12/31/2015,237.605,234.352,0.0,0.0,0.0,3.253,-202.79,74.5,26.881,,47.619,16.56,106.808,,0.0,4.922,34.815,140.924,33.17,-1.052,-173.042,175.739,1.424,,,161.27,0.0,0.0,0.0,177.163,14.963,162.2,0.93,0.0,161.27,-11.41,-172.68,260.83,0.62,0.62,-0.043745,266.108,0.61,0.61,-0.043745,,,9.389,,,-0.372,-172.635,,,,118.454,4.823,123.277,,-14.419,,108.858,0.424475,0.374827,0.2775,65.37481,74.034159,61.104163,
03/31/2016,234.815,231.957,0.0,0.0,0.0,2.858,-196.69,74.202,28.377,,45.825,13.844,106.892,,0.0,1.752,38.125,-26.924,31.104,-0.679,-3.501,11.201,0.403,,,9.464,0.0,0.0,0.0,11.604,1.211,10.393,0.929,0.0,9.464,6.394,-3.07,262.456,0.04,0.04,0.024362,264.285,0.04,0.04,0.024362,,105.339,10.35,,-1.385,,,,,,125.908,-0.236,125.672,,-6.961,,118.711,0.429642,0.405844,0.295,68.661818,72.688024,62.623503,
06/30/2016,238.786,236.168,0.0,0.0,0.0,2.618,-197.126,75.347,30.279,,45.068,10.835,107.423,,0.0,3.521,41.66,-22.498,30.678,-0.325,-7.855,19.162,0.402,,,17.017,0.0,0.0,0.0,19.564,1.618,17.946,0.929,0.0,17.017,11.331,-5.686,266.268,0.06,0.06,0.042555,268.174,0.06,0.06,0.038797,,105.937,12.299,,-7.315,,,,,,130.485,1.657,132.142,,-11.052,,121.09,0.445841,0.408552,0.295,66.167048,72.206177,60.19777,
09/30/2016,243.252,240.255,0.0,0.0,0.0,2.997,-197.501,76.506,28.047,,48.459,11.826,107.328,,0.0,1.841,45.751,-16.191,31.954,-15.285,-0.478,29.56,-0.094,,,26.027,0.0,0.0,0.0,29.466,2.51,26.956,0.929,0.0,26.027,27.961,1.934,266.301,0.1,0.1,0.104998,268.305,0.1,0.1,0.104998,,105.802,12.128,,0.0,,,,,,135.933,-1.822,134.111,,-13.27,,120.841,0.452289,0.407536,0.295,65.223747,72.38621,57.844673,
12/31/2016,243.008,240.081,0.0,0.0,0.0,2.927,-193.922,75.404,28.726,,46.678,13.104,103.995,,0.0,1.419,49.086,207.597,29.295,-35.945,-200.947,256.683,3.063,,,236.687,0.0,0.0,0.0,259.746,22.129,237.617,0.93,0.0,236.687,35.119,-201.568,266.268,0.89,0.89,0.131893,271.551,0.88,0.88,0.131893,,102.537,13.055,,-200.466,-36.385,,,,,138.487,-2.492,135.995,,-15.974,,120.021,0.458631,0.40476,0.295,64.321909,72.882729,56.929531,
03/31/2017,243.841,241.271,0.0,0.0,0.0,2.57,-198.331,76.423,30.188,,46.235,13.075,106.64,,,2.193,45.51,-16.782,30.539,-11.198,-2.559,28.728,-0.332,,,25.038,0.0,0.0,0.0,28.396,2.429,25.967,0.929,0.0,25.038,23.408,-1.63,266.79,0.09,0.09,0.087739,268.688,0.09,0.09,0.083933,,105.032,13.767,,-0.552,-12.158,,,,,134.485,-0.443,134.042,,-6.791,,127.251,0.45181,0.42892,0.31,68.612957,72.274623,61.713202,
06/30/2017,247.979,244.658,0.0,0.0,0.0,3.321,-201.774,76.763,29.423,,47.34,11.434,110.017,,,3.56,46.205,-34.777,33.866,1.426,-0.515,11.428,-0.366,,,9.228,0.0,0.0,0.0,11.062,0.905,10.157,0.929,0.0,9.228,10.419,1.191,266.972,0.03,0.03,0.039027,268.859,0.03,0.03,0.03443,,108.45,14.497,,0.0,0.0,,,,,134.009,5.509,139.518,,-10.682,,128.836,0.470152,0.434155,0.31,65.936159,71.403032,61.895843,
09/30/2017,251.091,248.264,0.0,0.0,0.0,2.827,-205.599,80.37,31.181,,49.189,12.467,108.756,,,4.006,45.492,-27.795,30.095,-1.819,-0.481,17.697,-0.127,,,15.264,0.0,0.0,0.0,17.57,1.38,16.19,0.926,0.0,15.264,17.32,2.056,267.056,0.06,0.06,0.064855,267.056,0.06,0.06,0.064855,,107.171,14.71,,0.0,-2.355,,,,,137.096,2.508,139.604,,-12.649,,126.955,0.470297,0.427685,0.31,65.915747,72.483179,60.510883,
12/31/2017,252.88,250.116,0.0,0.0,0.0,2.764,-205.593,79.318,30.354,,48.964,11.59,111.049,,,3.636,47.287,27.275,34.211,-19.666,-41.82,74.562,1.065,,,68.32,0.0,0.0,0.0,75.627,6.383,69.244,0.924,0.0,68.32,36.846,-31.474,267.278,0.255614,0.255614,0.137856,270.717,0.252367,0.252367,0.136105,,109.401,14.128,,-41.272,-20.85,,,,,137.034,4.676,141.71,,-15.912,,125.798,0.477342,0.423743,0.31,64.942933,73.157467,59.992965,
03/31/2018,253.305,250.483,0.0,0.0,0.0,2.822,-205.292,80.757,33.282,,47.475,11.759,109.827,,,2.949,48.013,41.439,29.943,1.677,-73.059,89.452,-0.227,,,80.801,0.0,0.0,0.0,89.225,7.469,81.756,0.955,0.0,80.801,11.441,-69.36,267.546,0.3,0.3,0.042763,269.208,0.3,0.3,0.042355,,108.136,14.34,,-70.3,0.0,,,,-2.1,139.301,1.009,140.31,,-6.669,,133.641,0.472862,0.450387,0.3225,68.201705,71.605131,61.967969,
06/30/2018,259.743,256.634,0.0,0.0,0.0,3.109,-204.564,80.416,31.907,,48.509,12.373,108.204,,,3.571,55.179,-32.502,31.598,2.032,-1.128,22.677,-0.233,,,19.63,0.0,0.0,0.0,22.444,1.843,20.601,0.971,0.0,19.63,20.376,0.746,267.311,0.07,0.07,0.076226,268.89,0.07,0.07,0.072774,,106.52,15.512,,0.0,0.0,,,,0.0,144.476,1.431,145.907,,-12.781,,133.126,0.492139,0.449029,0.3225,65.530226,71.821573,59.755253,
09/30/2018,266.144,263.256,0.0,0.0,0.0,2.888,-211.133,85.682,34.352,,51.33,11.896,109.563,,0.0,3.992,55.011,-34.595,34.401,1.382,-1.188,20.416,-0.158,,,17.639,0.0,0.0,0.0,20.258,1.648,18.61,0.971,0.0,17.639,18.724,1.085,267.727,0.07,0.07,0.069937,268.861,0.07,0.07,0.069937,,107.881,15.979,,0.0,0.0,,,,0.0,144.118,1.785,145.903,,-14.949,,130.954,0.492201,0.44177,0.3225,65.522076,73.001722,60.061894,
12/31/2018,267.667,264.732,0.0,0.0,0.0,2.935,-141.452,84.6,34.371,,50.229,10.955,108.085,,,-62.188,126.215,-36.53,35.334,-0.036,1.232,89.685,-0.07,,,81.168,0.0,0.0,0.0,89.615,7.476,82.139,0.971,0.0,81.168,17.92,-63.248,270.107,0.3,0.3,0.066344,270.755,0.3,0.3,0.066344,,106.469,16.04,,-65.897,0.0,,,,0.0,146.227,3.351,149.578,,-12.516,,137.062,0.501399,0.459445,0.3225,64.319969,70.193433,59.571425,
03/31/2019,270.673,267.922,0.0,0.0,0.0,2.751,-218.179,85.942,36.3,,49.642,12.467,114.124,,,5.646,52.494,-23.68,33.542,-0.049,-9.813,28.814,-2.212,,,23.492,0.0,0.0,0.0,26.602,2.099,24.503,1.011,0.0,23.492,23.492,0.0,277.002,0.08,0.08,0.08,277.557,0.08,0.08,0.08,,112.468,15.674,,0.0,0.0,,,,0.0,154.744,-5.926,148.818,,-7.218,,141.6,0.488171,0.464494,0.3425,70.159819,73.736186,62.400481,
06/30/2019,281.308,278.463,0.0,0.0,0.0,2.845,-221.665,86.734,35.834,,50.9,12.338,119.612,,,2.981,59.643,-21.2,34.417,-6.625,-6.592,38.443,-0.125,,,34.588,0.0,0.0,0.0,38.318,2.699,35.619,1.031,0.0,34.588,29.552,-5.036,281.96,0.12,0.12,0.104809,282.575,0.12,0.12,0.102178,,117.934,15.211,,0.0,-5.251,,,,0.0,166.212,-4.955,161.257,,-12.75,,148.507,0.523015,0.481662,0.3425,65.485706,71.107951,58.336342,
09/30/2019,295.394,289.008,0.0,0.0,0.0,6.386,-236.538,93.668,38.49,,55.178,12.197,129.01,,0.0,1.663,58.856,-27.935,42.523,-12.713,-1.875,30.921,-1.499,,,26.173,0.0,0.0,0.0,29.422,2.218,27.204,1.031,0.0,26.173,31.368,5.195,288.706,0.09,0.09,0.10865,289.529,0.09,0.09,0.107943,,127.391,14.615,,0.0,-5.259,,,,0.0,166.169,-2.076,164.093,,-13.177,,150.916,0.521342,0.479477,0.3425,65.695805,71.431934,60.575077,
12/31/2019,304.818,302.745,0.0,0.0,0.0,2.073,-260.036,96.212,40.264,,55.948,14.531,145.177,,0.0,4.116,44.782,60.457,37.124,-118.486,20.905,105.239,-0.002,,,96.928,0.0,0.0,0.0,105.237,7.278,97.959,1.031,0.0,96.928,121.555,24.627,281.96,0.33,0.33,0.431107,282.575,0.33,0.33,0.417152,,143.464,12.454,,0.0,-114.897,,,,0.0,146.258,25.013,171.271,,-18.101,,153.17,0.536932,0.480185,0.3425,63.788378,71.326626,66.028046,
03/31/2020,321.481,320.093,0.0,0.0,0.0,1.388,-282.527,103.831,45.145,,58.686,14.978,157.501,,0.0,6.217,38.954,-33.25,39.317,-3.367,-2.7,5.704,-0.164,,,4.155,0.0,0.0,0.0,5.54,0.319,5.221,1.066,0.0,4.155,5.406,1.251,294.457,0.01,0.01,0.018359,295.16,0.01,0.01,0.014238,,155.476,8.816,,0.0,0.0,,,,,169.832,7.693,177.525,,-9.209,,168.316,0.554075,0.525332,0.36,64.973181,68.528031,62.526497,
06/30/2020,307.256,305.982,0.0,0.0,0.0,1.274,-276.782,102.526,45.012,,57.514,10.971,157.083,,0.0,6.202,30.474,33.148,38.597,-8.021,-63.724,63.622,-1.526,,,56.709,0.0,0.0,0.0,62.096,4.325,57.771,1.062,0.0,56.709,-4.492,-61.201,294.71,0.19,0.19,-0.015242,295.087,0.19,0.19,-0.0174,,155.056,8.745,,,0.0,,,,-61.303,164.594,-1.499,163.095,,-12.504,,150.591,0.508994,0.469971,0.36,70.727711,76.600434,64.541842,
09/30/2020,307.714,,,,,,,,,,,,,,,,33.8,,,,,-0.413,,,,,,,,,,-3.773,,,-3.773,-2.986,,,-0.008,-0.008,-0.017,,-0.008,-0.008,-0.017,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,304.143,,,,,,,,,,,,,,,,33.5,,,,,-0.467,,,,,,,,,,-1.257,,,-1.257,-0.901,,,-0.005,-0.005,-0.019,,-0.005,-0.005,-0.019,,,,,,,,,,,,,,,,,,,,,,,,
