Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
06/30/2010,427,42,179.0,-386,592.0,451,0,0,-2179,2630,0.0,242,0,-248,660.0,-20.0,0,0,-137,-13,1120,
09/30/2010,419,83,227.0,-40,149.0,-965,0,0,-4872,3907,0.0,-442,0,199,0.0,-21.0,0,-131,-558,69,-988,
12/31/2010,360,-161,166.0,-183,538.0,-127,0,0,-1496,1406,-37.0,-699,0,-691,544.0,-15.0,0,0,-574,37,-466,
03/31/2011,336,59,151.0,-219,345.0,496,0,0,-2306,2806,-4.0,-222,0,0,397.0,-18.0,0,0,-555,-46,610,
06/30/2011,506,-136,162.0,-62,542.0,-502,0,0,-3118,2616,0.0,-915,0,0,148.0,-836.0,0,-71,-347,191,-911,
09/30/2011,1190,-16,152.0,-156,1210.0,92,0,0,-2661,2753,0.0,-465,0,0,0.0,-95.0,0,0,-116,-254,817,
12/31/2011,1093,142,133.0,-344,1162.0,-145,0,0,-4706,4350,211.0,-108,0,0,0.0,-37.0,0,0,-6,-65,840,
03/31/2012,-252,46,271.0,-520,-49.0,124,0,0,-3136,3278,-18.0,-173,0,0,361.0,-582.0,0,0,62,-14,-301,
06/30/2012,472,76,147.0,-318,567.0,-230,0,0,-2704,2420,54.0,-555,0,0,0.0,-236.0,0,0,-217,-102,-313,
09/30/2012,207,34,160.0,-273,286.0,-424,0,0,-3439,3015,0.0,84,0,0,0.0,-258.0,0,0,346,-4,-133,
12/31/2012,535,168,144.0,-391,614.0,-192,0,0,-3764,3572,0.0,-431,0,0,0.0,-374.0,0,0,-162,105,-88,
03/31/2013,60,103,122.0,-637,472.0,453,0,0,-2272,2725,0.0,-347,0,0,0.0,-21.0,0,0,-233,-93,166,
06/30/2013,586,141,137.0,-315,623.0,265,0,0,-2718,2958,25.0,-1033,0,0,0.0,-38.0,0,-21,-906,-68,-182,
09/30/2013,447,108,182.0,24,133.0,-1005,0,0,-3556,2236,315.0,475,0,0,397.0,-377.0,0,-22,505,-28,-83,
12/31/2013,152,208,128.0,-586,402.0,-293,0,0,-2890,2602,-5.0,647,0,0,396.0,-65.0,0,0,364,-48,506,
03/31/2014,61,184,134.0,-355,98.0,-204,0,0,-2304,2100,0.0,289,0,0,0.0,-15.0,0,0,309,-5,146,
06/30/2014,517,176,78.0,112,151.0,-734,0,0,-2758,2032,-8.0,-5,0,0,144.0,-637.0,0,0,-31,519,-222,
09/30/2014,562,-844,113.0,1112,181.0,-1065,0,0,-2838,1813,-40.0,-158,0,0,0.0,-21.0,0,0,-27,-110,-661,
12/31/2014,1298,-760,246.0,-90,1902.0,167,0,0,-2547,2666,48.0,-24,0,0,0.0,-22.0,0,-28,154,-128,1441,
03/31/2015,624,154,95.0,144,231.0,-366,0,0,-2049,1629,54.0,-18,0,0,0.0,-24.0,0,0,103,-97,240,
06/30/2015,-113,-193,75.0,225,-220.0,-895,0,0,-2864,1956,13.0,104,0,0,0.0,-25.0,0,-17,-40,186,-904,
09/30/2015,647,-284,589.0,120,222.0,-902,0,0,-2617,1804,-89.0,-191,0,0,150.0,-142.0,0,0,-47,-152,-446,
12/31/2015,433,-292,308.0,-176,593.0,1759,0,0,-3188,4732,215.0,-7,0,0,0.0,-26.0,0,-51,97,-27,2185,
03/31/2016,256,53,99.0,405,-301.0,-255,0,0,-2232,1977,0.0,-1910,0,0,0.0,-1956.0,0,0,54,-8,-1909,
06/30/2016,810,172,112.0,-336,862.0,-1029,0,0,-3860,2831,0.0,-408,0,0,0.0,-56.0,0,0,-265,-87,-627,
09/30/2016,732,-380,94.0,917,101.0,-766,0,0,-3289,2484,39.0,-345,0,0,0.0,-7.0,0,0,-224,-114,-379,
12/31/2016,74,-122,121.0,-179,254.0,-70,0,0,-2797,2727,0.0,-298,0,0,1595.0,,0,-1620,-220,-53,-294,
03/31/2017,655,155,94.0,-37,443.0,-142,0,0,-3547,3405,,-279,0,0,0.0,-7.0,0,0,-249,-23,234,
06/30/2017,653,202,139.0,-62,374.0,-381,0,0,-1596,1220,,-437,0,0,0.0,-5.0,0,0,-413,-19,-165,
09/30/2017,624,107,83.0,-85,519.0,-155,0,0,-2667,2512,,-486,0,0,0.0,-35.0,0,0,-439,-12,-17,
12/31/2017,622,353,76.0,-1200,1393.0,-81,0,0,-796,1470,,-502,0,0,0.0,-6.0,0,0,-439,-57,39,
03/31/2018,109,112,104.0,-70,-37.0,-167,0,0,-2212,2045,,26,0,0,441.0,-8.0,0,-36,-336,-35,-32,
06/30/2018,452,190,112.0,102,48.0,-31,0,0,-2344,2313,,-1021,0,0,0.0,-601.0,0,-13,-338,-69,-600,
09/30/2018,412,146,51.0,170,45.0,267,0,0,-1414,1719,,-417,0,0,0.0,-9.0,0,-6,-327,-75,262,
12/31/2018,660,-329,81.0,-771,1679.0,-691,0,0,-4463,3504,,-297,0,0,0.0,-77.0,55,0,-161,-114,-328,
03/31/2019,134,174,81.0,8,-129.0,277,0,0,-2440,2723,-6.0,-367,0,0,0.0,0.0,0,-12,-383,28,44,
06/30/2019,661,168,105.0,255,133.0,-628,0,0,-2763,2129,6.0,-316,0,0,77.0,-78.0,0,-32,-269,-14,-283,
09/30/2019,813,18,91.0,504,200.0,-197,0,0,-1492,1301,-6.0,-563,0,0,,-2.0,22,-10,-410,-163,53,
12/31/2019,471,-17,164.0,-910,1234.0,1849,0,0,-1017,3223,-357.0,-970,0,0,,-465.0,54,-22,-433,-104,1350,
03/31/2020,680,-66,116.0,225,405.0,-551,0,0,-2071,1520,0.0,-987,0,0,0.0,-735.0,0,0,-313,61,-858,
06/30/2020,619,-441,93.0,953,14.0,-336,0,0,-2602,2266,0.0,-169,0,0,0.0,-51.0,0,0,-85,-33,114,
