Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/26/1991,1155.380981,31.787001,31.787001,0.0,37.514,,,637.223999,,,,,13.833,,,,,720.357971,324.901001,558.950012,-234.048996,0.0,110.122002,,,,110.122002,435.023003,,316.02301,316.02301,,,,6.651,,,,,,154.628999,,,154.628999,477.303009,303.90799,,,,,69.886002,,,,69.886002,373.793991,851.097,0.0,306.459991,,,0.0,,-2.176,304.283991,0.0,304.283991,1155.380991,
01/25/1992,1105.31897,67.293999,67.293999,0.0,21.829,,,552.466003,,,,,14.704,,,,,656.29303,337.28299,583.257996,-245.975006,0.0,111.742996,,,,111.742996,449.025986,,261.777008,261.777008,,,,6.745,,,,,,216.159999,,,216.159999,484.682007,307.38501,,,,,52.735001,,,,52.735001,360.120011,844.802018,0.0,298.658997,,,0.0,,-38.141998,260.516999,0.0,260.516999,1105.319017,
04/25/1992,1200.417969,20.447001,20.447001,0.0,34.992001,,,674.950012,,,,,16.339001,,,,,746.728027,342.748993,598.927002,-256.178009,0.0,110.941002,,,,110.941002,453.689995,,359.088013,359.088013,,,,16.797001,,,,,,223.153988,,,223.153988,599.039001,255.962997,,,,,54.691002,,,,54.691002,310.653999,909.693001,0.0,94.917999,,,0.0,,195.807007,290.725006,0.0,290.725006,1200.418007,
07/25/1992,1258.491943,22.073,22.073,0.0,29.804001,,,726.330994,,,,,13.683,,,,,791.890991,354.161011,622.026978,-267.865997,0.0,112.440002,,,,112.440002,466.601013,,350.428009,350.428009,,,,90.209999,,,,,,205.61602,,,205.61602,646.254028,253.910995,,,,,56.646999,,,,56.646999,310.557995,956.812023,25.0,282.394012,,,0.0,,-5.714,301.680012,0.0,301.680012,1258.492035,
10/24/1992,1329.994995,25.540001,25.540001,0.0,42.985001,,,769.922974,,,,,15.571,,,,,854.018982,365.214996,646.992981,-281.778015,0.0,110.761002,,,,110.761002,475.975998,,355.429993,355.429993,,,,7.04,,,,,,243.047036,,,243.047036,605.517029,252.376999,,,,,58.603001,,,,58.603001,310.98,916.497028,107.5,280.667999,,,0.0,,25.33,413.497999,0.0,413.497999,1329.995028,
01/31/1993,1305.095947,106.691002,106.691002,0.0,24.121,,,672.354004,,,,,17.893,,,,,821.059021,379.625,657.174988,-277.549988,0.0,104.412003,,,,104.412003,484.037003,,325.778015,325.778015,,,,4.204,,,,,,245.764994,,,245.764994,575.747009,179.787003,,,,,44.377998,,,,44.377998,224.165001,799.91201,107.5,353.022003,,,0.0,,44.661999,505.184002,0.0,505.184002,1305.096012,
05/01/1993,1383.795044,46.949001,46.949001,0.0,37.456001,,,784.000977,,,,,30.875,,,,,899.281006,380.256012,672.432983,-292.177002,0.0,104.258003,,,,104.258003,484.514015,,392.837006,392.837006,,,,5.412,,,,,,256.326983,,,256.326983,654.575989,177.496002,,,,,36.687,,,,36.687,214.183002,868.758991,107.5,353.837006,,,0.0,,53.699001,515.036007,0.0,515.036007,1383.794998,
07/31/1993,1489.781006,17.792,17.792,0.0,32.000999,,,911.947998,,,,,21.656,,,,,983.396973,402.742004,710.057983,-307.31601,0.0,103.641998,,,,103.641998,506.384003,,409.755005,409.755005,,,,102.403,,,,,,233.029007,,,233.029007,745.187012,176.865005,,,,,36.410999,,,,36.410999,213.276005,958.463017,107.5,355.085999,,,0.0,,68.732002,531.318001,0.0,531.318001,1489.781017,
10/30/1993,1615.761963,47.183998,47.183998,0.0,50.847,,,958.68103,,,,,28.750999,,,,,1085.463013,419.860992,731.112,-311.251007,0.0,110.438004,,,,110.438004,530.298996,,421.286011,421.286011,,,,110.458,,,,,,266.982002,,,266.982002,798.726013,212.962006,,,,,36.134998,,,,36.134998,249.097004,1047.823017,107.5,354.946014,,,0.0,,105.492996,567.939011,0.0,567.939011,1615.762028,
01/29/1994,1427.369995,58.102001,58.102001,0.0,30.639,,,772.323975,,,,,20.791,,,,,881.856018,439.143005,765.828003,-326.684998,0.0,106.371002,,,,106.371002,545.514007,,340.578003,340.578003,,,,5.936,,,,,,245.139012,,,245.139012,591.653015,210.854004,,,,,33.963001,,,,33.963001,244.817005,836.47002,107.5,358.174988,,,0.0,,125.224998,590.899986,0.0,590.899986,1427.370006,
04/30/1994,1518.152954,30.287001,30.287001,0.0,49.609001,,,859.374023,,,,,29.858999,,,,,969.129028,443.505005,784.046997,-340.541992,0.0,105.518997,,,,105.518997,549.024002,,400.091003,400.091003,,,,15.995,,,,,,259.728999,,,259.728999,675.815002,209.835999,,,,,34.587002,,,,34.587002,244.423,920.238003,107.5,358.627014,,,0.0,,131.787994,597.915009,0.0,597.915009,1518.153011,
07/30/1994,1561.055054,20.605,20.605,0.0,36.284,,,912.971985,,,,,28.132999,,,,,997.994019,417.899994,696.47998,-278.579987,0.0,145.160995,,,,145.160995,563.060989,,392.947998,392.947998,,,,100.119003,,,,,,225.490982,,,225.490982,718.557983,207.578995,,,,,29.985001,,,,29.985001,237.563995,956.121979,107.5,358.923004,,,0.0,,138.509995,604.932999,0.0,604.932999,1561.054977,
10/29/1994,1725.68396,26.247,26.247,0.0,65.296997,,,1014.447998,,,,,35.708,,,,,1141.699951,437.696014,729.135986,-291.440002,0.0,146.287994,,,,146.287994,583.984009,,452.963989,452.963989,,,,125.144997,,,,,,286.849022,,,286.849022,864.958008,227.188004,,,,,27.993,,,,27.993,255.181004,1120.139011,107.5,338.821014,,,0.0,,159.223999,605.545013,0.0,605.545013,1725.684025,
01/28/1995,1599.543945,41.569,41.569,0.0,41.749001,,,890.593018,,,,,33.612,,,,,1007.52301,449.910004,746.929016,-297.019012,0.0,142.110992,,,,142.110992,592.020996,,415.860992,415.860992,,,,51.306,,,,,,252.424011,,,252.424011,719.591003,239.477997,,,,,33.522999,,,,33.522999,273.000996,992.591999,107.5,340.338013,,,0.0,,159.113998,606.952011,0.0,606.952011,1599.54401,
04/29/1995,1824.760986,21.159,21.159,0.0,85.806999,,,1076.063965,,,,,44.749001,,,,,1227.779053,493.644989,888.745972,-395.101013,0.0,103.336998,,,,103.336998,596.981987,,475.227997,475.227997,,,,199.729004,,,,,,274.07901,,,274.07901,949.036011,238.496994,,,,,34.498001,,,,34.498001,272.994995,1222.031006,107.5,339.976013,,,0.0,,155.253998,602.730011,0.0,602.730011,1824.761017,
07/29/1995,1810.896973,19.752001,19.752001,0.0,48.595001,,,1092.142944,,,,,41.375,,,,,1201.86499,471.510986,800.14502,-328.634003,0.0,137.520996,,,,137.520996,609.031982,,396.132996,396.132996,,,,99.736,,,,,,299.870018,,,299.870018,795.739014,433.552002,,,,,15.716,,,,15.716,449.268002,1245.007015,107.5,339.903015,,,0.0,,118.487,565.890015,0.0,565.890015,1810.89703,
10/28/1995,1903.279053,26.902,26.902,0.0,135.901001,,,1111.651001,,,,,31.367001,,,,,1305.821045,481.88501,824.606995,-342.721985,0.0,115.572998,,,,115.572998,597.458008,,407.778015,407.778015,,,,153.746994,,,,,,308.307999,,,308.307999,869.833008,410.56601,,,,,34.779999,,,,34.779999,445.346008,1315.179016,107.5,340.161987,,,0.0,,140.438004,588.099991,0.0,588.099991,1903.279007,
01/27/1996,2674.410889,209.225998,209.225998,0.0,55.144001,,,1258.488037,,,,,92.693001,,,,,1615.551025,733.192993,1073.791992,-340.598999,0.0,325.666992,,,,325.666992,1058.859985,,436.634003,436.634003,,,,78.669998,,,,,,691.096023,,,691.096023,1206.400024,690.713013,,,,,12.664,,,,12.664,703.377013,1909.777037,282.5,341.644989,,,0.0,,140.488998,764.633987,0.0,764.633987,2674.411024,
04/27/1996,2706.068115,191.412994,191.412994,0.0,75.393997,,,1300.255981,,,,,96.577003,,,,,1663.640015,720.919006,1087.009033,-366.089996,0.0,321.509003,,,,321.509003,1042.428009,,464.537994,464.537994,,,,90.922997,,,,,,668.319038,,,668.319038,1223.780029,679.676025,,,,,17.070999,,,,17.070999,696.747025,1920.527054,282.5,342.071991,,,0.0,,160.968994,785.540985,0.0,785.540985,2706.068039,
07/27/1996,2864.5979,245.341995,245.341995,0.0,110.005997,,,1437.552979,,,,,31.51,,,,,1824.411011,771.627991,1193.884033,-422.256012,0.0,268.55899,,,,268.55899,1040.186981,,632.635986,632.635986,,,,103.613998,,,,,,628.297012,,,628.297012,1364.546997,662.870972,,,,,21.478001,,,,21.478001,684.348972,2048.895969,257.5,370.627991,,,0.0,,187.574005,815.701996,0.0,815.701996,2864.597965,
10/26/1996,2837.595947,236.035004,236.035004,0.0,90.695,,,1335.098999,,,,,135.063004,,,,,1796.891968,724.309998,1144.81604,-420.506012,0.0,316.394012,,,,316.394012,1040.70401,,616.200012,616.200012,,,,94.708,,,,,,653.779976,,,653.779976,1364.687988,540.362,,,,,25.885,,,,25.885,566.247,1930.934988,175.0,464.325012,,,0.0,,267.335999,906.661011,0.0,906.661011,2837.595999,
01/25/1997,2561.211914,474.731995,474.731995,0.0,57.275002,,,1059.505005,,,1059.505005,,70.830002,,,,,1662.342041,640.484009,1059.613037,-419.128998,0.0,258.385986,,,,258.385986,898.869995,,533.945007,533.945007,,,,27.139999,,,,,,621.211015,,,621.211015,1182.296021,244.410004,,,,,7.32,,,,7.32,251.730004,1434.026025,150.0,508.592987,,,0.0,,468.592987,1127.185974,0.0,1127.185974,2561.211999,
04/26/1997,2788.531006,397.127014,397.127014,0.0,91.528,,,1384.396973,,,1384.396973,,16.486,,,,,1889.537964,643.247009,1088.661987,-445.415009,0.0,255.746002,,,,255.746002,898.993011,,28.865999,28.865999,,,,713.698975,,,,,,625.023039,,,625.023039,1367.588013,244.263,,,,,8.685,,,,8.685,252.948001,1620.536014,150.0,511.545013,,,0.0,,506.450012,1167.995026,0.0,1167.995026,2788.531039,
07/26/1997,2573.991943,138.231995,138.231995,0.0,75.691002,,,1421.529053,,,1421.529053,,17.208,,,,,1652.660034,660.922974,1131.993042,-471.070007,0.0,260.408997,,,,260.408997,921.33197,,576.963989,576.963989,,,,25.681999,,,,,,546.651009,,,546.651009,1149.296997,243.261993,,,,,12.541,,,,12.541,255.802994,1405.099991,120.410004,502.138,,,0.0,,546.343994,1168.891998,0.0,1168.891998,2573.991989,
10/25/1997,2668.758057,143.602005,143.602005,0.0,110.116997,,,1459.607056,,,1459.607056,,16.858999,,,,,1730.185059,692.802002,1187.649048,-494.846985,0.0,245.770996,,,,245.770996,938.572998,,646.906006,646.906006,,,,2.199,,,,,,633.386938,,,633.386938,1282.491943,243.177002,,,,,14.035,,,,14.035,257.212002,1539.703945,72.769997,416.339996,,,0.0,,639.94397,1129.053963,0.0,1129.053963,2668.757908,
01/31/1998,2609.63208,404.368988,404.368988,0.0,60.735001,,,1190.170044,0.0,0.0,1190.170044,,27.357,,,,,1682.630981,686.135986,1201.162964,-515.026978,0.0,240.865005,204.220001,,,36.645004,927.000992,,582.791016,582.791016,,,,23.360001,,,,,,611.505966,,,611.505966,1217.656982,221.024002,,,,,6.859,,,,6.859,227.883002,1445.539985,72.730003,361.95401,,,0.0,,729.40802,1164.092033,0.0,1164.092033,2609.632018,
05/02/1998,2767.615967,327.390991,327.390991,0.0,90.691002,,,1381.321045,0.0,0.0,1381.321045,0.0,47.707001,,,,,1847.109985,694.875977,1240.697021,-545.820984,0.0,225.630005,202.785004,202.785004,0.0,22.845001,920.505981,,739.880005,739.880005,,,,29.750999,29.750999,0.0,0.0,,,633.092995,,,633.092995,1402.723999,220.945999,220.945999,0.0,0.0,,2.67,,,,2.67,223.615999,1626.339998,67.089996,267.799011,,,0.0,,806.387024,1141.276031,0.0,1141.276031,2767.61603,
08/01/1998,2612.488037,58.016998,58.016998,0.0,81.492996,,,1469.956055,0.0,0.0,1469.956055,0.0,63.626999,,,,,1673.093018,715.322998,1291.537964,-576.215027,0.0,224.072006,201.235001,201.235001,0.0,22.837006,939.395004,,639.187988,639.187988,,,,29.282,29.282,0.0,0.0,,,598.551008,,,598.551008,1267.020996,220.641998,220.641998,0.0,0.0,,0.952,,,,0.952,221.593998,1488.614994,63.259998,314.772003,,,0.0,,745.841003,1123.873005,0.0,1123.873005,2612.487999,
10/31/1998,2787.116943,155.690994,155.690994,0.0,104.391998,,,1501.362061,0.0,0.0,1501.362061,0.0,58.337002,,,,,1819.781982,739.929016,1334.426025,-594.497009,0.0,227.406006,199.742004,199.742004,0.0,27.664002,967.335022,,709.302002,709.302002,,,,22.618,22.618,0.0,0.0,,,705.865032,,,705.865032,1437.785034,220.578003,220.578003,0.0,0.0,,0.0,,,,0.0,220.578003,1658.363037,41.179001,314.182007,,,0.0,,773.393005,1128.754013,0.0,1128.754013,2787.11705,
01/31/1999,2747.845947,461.243988,461.243988,0.0,67.345001,,,1186.067993,0.0,0.0,1186.067993,0.0,28.448,,,,,1743.10498,756.60199,1373.904053,-617.302002,0.0,248.139008,198.317001,79.300003,119.016998,49.822006,1004.740997,,617.158997,617.158997,,,,0.694,0.694,0.0,0.0,,,688.992951,,,688.992951,1306.845947,220.343994,220.343994,0.0,0.0,,0.0,,,,0.0,220.343994,1527.189941,0.0,322.140991,,,0.0,,898.515015,1220.656006,0.0,1220.656006,2747.845947,
05/01/1999,2918.845,309.362,309.362,,92.81,92.81,,1436.641,,,,,50.415,,,,,1889.228,763.843,1416.615,-652.772,,265.774,196.918,196.918,0.0,68.856,1029.617,,771.73,771.73,,,,11.301,,,,,,698.165,,,698.165,1481.196,220.287,,,,,,,,,,220.287,1701.483,,318.984,,,,899.311,-0.933,1217.362,,1217.362,2918.845,
07/31/1999,2849.294,47.187,47.187,,87.96,87.96,,1578.134,,,,,70.821,,,,,1784.102,795.181,1481.148,-685.967,,270.011,195.402,195.402,0.0,74.609,1065.192,,740.941,740.941,,,,160.098,,,,,,601.351,,,601.351,1502.39,120.121,,,,,,,,,,120.121,1622.511,,315.989,,,,912.062,-1.268,1226.783,,1226.783,2849.294,
10/30/1999,2950.747,24.561,24.561,,114.315,114.315,,1638.764,,,,,75.001,,,,,1852.641,823.94,1547.337,-723.397,,274.166,193.981,193.981,0.0,80.185,1098.106,,747.043,747.043,,,,208.51,,,,,,673.099,,,673.099,1628.652,120.081,,,,,,,,,,120.081,1748.733,,310.081,,,,893.413,-1.48,1202.014,,1202.014,2950.747,
01/29/2000,2804.962891,371.759003,371.759003,0.0,55.460999,,,1229.587036,0.0,0.0,1229.587036,0.0,43.757999,,,,,1700.564941,834.585022,1588.899048,-754.314026,0.0,269.812988,190.843994,76.800003,114.043991,78.968994,1104.39801,,615.671021,615.671021,,,,100.359001,100.359001,0.0,0.0,,,471.158943,,,471.158943,1187.188965,319.367004,285.367004,34.0,34.0,,179.179001,,,,179.179001,498.546005,1685.73497,0.0,299.979004,,,0.0,,819.249023,1119.228027,0.0,1119.228027,2804.962997,
04/29/2000,3039.805908,236.009003,236.009003,0.0,63.763,,,1560.314941,0.0,0.0,1560.314941,0.0,57.305,,,,,1917.391968,843.687012,1636.630981,-792.94397,0.0,278.72699,189.356003,189.356003,0.0,89.370987,1122.414002,,837.362,837.362,,,,110.572998,,,,,,683.622009,,,683.622009,1631.557007,319.352997,,,,,0.0,,,,0.0,319.352997,1950.910004,0.0,292.875,,,0.0,,796.020996,1088.895996,0.0,1088.895996,3039.806,
07/29/2000,3020.394043,39.400002,39.400002,0.0,57.410999,,,1690.932983,0.0,0.0,1690.932983,0.0,80.264,,,,,1868.008057,859.114014,1693.337036,-834.223022,0.0,293.272003,187.912003,187.912003,0.0,105.36,1152.386017,,767.007996,767.007996,,,,297.569,,,,,,638.522003,,,638.522003,1703.098999,319.35199,,,,,0.0,,,,0.0,319.35199,2022.450989,0.0,281.973999,,,0.0,,715.968994,997.942993,0.0,997.942993,3020.393982,
10/28/2000,3323.282959,55.480999,55.480999,0.0,70.719002,,,1949.72998,0.0,0.0,1949.72998,0.0,47.923,,,,,2123.853027,878.262024,1753.609985,-875.348022,0.0,321.167999,186.410995,186.410995,0.0,134.757004,1199.430023,,881.223999,881.223999,,,,311.154999,,,,,,714.466949,,,714.466949,1906.845947,319.356995,,,,,0.0,,,,0.0,319.356995,2226.202942,0.0,279.77301,,,0.0,,817.307007,1097.080017,0.0,1097.080017,3323.282959,
01/27/2001,2932.282959,132.535004,132.535004,0.0,61.845001,,,1452.876953,0.0,0.0,1452.876953,0.0,74.690002,,,,,1721.947021,907.982971,1822.572998,-914.590027,0.0,302.352997,184.985992,74.099998,110.885994,117.367005,1210.335968,,645.671997,645.671997,,,,39.073002,39.000002,0.073,0.073,,,544.014034,,,544.014034,1228.759033,319.372009,285.445011,33.926998,33.926998,,165.440002,,,,165.440002,484.812011,1713.571044,0.0,280.378998,,,0.0,941.620972,-3.287964,1218.712006,0.0,1218.712006,2932.28305,
04/28/2001,3353.326904,304.687012,304.687012,0.0,73.638,,,1642.749023,0.0,0.0,1642.749023,0.0,148.005997,,,,,2169.080078,925.598999,1882.734009,-957.13501,0.0,258.64801,183.501999,183.501999,0.0,75.146011,1184.247009,,745.049988,745.049988,,,,13.723,13.723,0.0,0.0,,,545.809043,,,545.809043,1304.582031,668.054993,668.054993,0.0,0.0,,166.697998,,,,166.697998,834.752991,2139.335022,0.0,276.957001,,,0.0,,937.034973,1213.991974,0.0,1213.991974,3353.326996,
07/28/2001,3441.756104,138.617004,138.617004,0.0,68.742996,,,1854.625977,0.0,0.0,1854.625977,0.0,103.330002,,,,,2165.315918,985.26001,1986.218994,-1000.958984,0.0,291.179993,182.063995,182.063995,0.0,109.115998,1276.440003,,898.674988,898.674988,,,,4.114,2.91,1.204,1.204,,,461.935988,,,461.935988,1364.724976,700.341003,669.379003,30.962,30.962,,167.901001,,,,167.901001,868.242004,2232.96698,0.0,273.966003,,,0.0,,934.822998,1208.789001,0.0,1208.789001,3441.755981,
10/27/2001,3638.875977,76.087997,76.087997,0.0,94.129997,,,1990.920044,0.0,0.0,1990.920044,0.0,106.559998,,,,,2267.697998,1093.514038,2138.416016,-1044.901978,0.0,277.664001,180.576004,180.576004,0.0,97.087997,1371.178039,,882.630981,882.630981,,,,352.503998,351.284998,1.219,1.219,,,564.569977,,,564.569977,1799.704956,350.085999,319.429999,30.656,30.656,,234.436005,,,,234.436005,584.522004,2384.22696,0.0,272.524994,,,0.0,,982.124023,1254.649017,0.0,1254.649017,3638.875977,
01/26/2002,3595.74292,492.776001,492.776001,0.0,69.209,,,1456.975952,0.0,0.0,1456.975952,0.0,96.964996,,,,,2115.926025,1159.918945,2236.11499,-1076.196045,0.0,319.89801,179.100998,71.400002,107.700996,140.797012,1479.816955,,761.546021,761.546021,,,,1.244,0.0,1.244,1.244,,,552.219989,,,552.219989,1315.01001,702.379028,672.043028,30.336,30.336,,237.656006,,,,237.656006,940.035034,2255.045044,0.0,271.537994,,,0.0,1080.56897,-11.408936,1340.698028,0.0,1340.698028,3595.743072,
04/27/2002,3772.146973,516.859009,516.859009,0.0,80.433998,,,1528.765991,0.0,0.0,1528.765991,0.0,142.013,,,,,2268.072021,1220.453003,2347.587891,-1127.13501,0.0,283.622009,179.141006,179.141006,0.0,104.481003,1504.075012,,858.210999,858.210999,,,,1.269,0.0,1.269,1.269,,,581.410992,,,581.410992,1440.890991,703.815002,673.806001,30.009001,30.009001,,244.022003,,,,244.022003,947.837005,2388.727996,0.0,269.408997,,,0.0,,1114.01001,1383.419007,0.0,1383.419007,3772.147003,
07/27/2002,3820.584961,292.644012,292.644012,0.0,69.904999,,,1771.378052,0.0,0.0,1771.378052,0.0,155.598007,,,,,2289.524902,1267.152954,2440.064941,-1172.911987,0.0,263.907013,179.119995,179.119995,0.0,84.787018,1531.059967,,962.945007,962.945007,,,,1.295,0.0,1.295,1.295,,,585.785017,,,585.785017,1550.025024,705.458984,675.783985,29.674999,29.674999,,241.347,,,,241.347,946.805984,2496.831008,0.0,529.671021,,,0.0,803.965027,-9.882019,1323.754029,0.0,1323.754029,3820.585037,
10/26/2002,3957.949951,151.938995,151.938995,0.0,94.723999,,,2001.514038,0.0,0.0,2001.514038,0.0,120.733002,,,,,2368.909912,1335.791016,2547.229004,-1211.437988,0.0,253.248993,179.138,179.138,0.0,74.110993,1589.040009,,984.473022,984.473022,,,,1.321,0.0,1.321,1.321,,,670.543014,,,670.543014,1656.337036,707.111023,677.776024,29.334999,29.334999,,232.225006,,,,232.225006,939.336029,2595.673065,0.0,525.085999,,,0.0,849.718994,-12.528015,1362.276978,0.0,1362.276978,3957.950043,
01/25/2003,3940.489014,492.329987,492.329987,0.0,75.514999,75.514999,,1563.449951,0.0,0.0,1563.449951,0.0,109.245003,,,,,2240.540039,1407.573975,2643.486084,-1235.911987,0.0,292.375,179.182999,71.5,107.682999,113.192001,1699.948975,,817.632996,817.632996,,,,16.348,15.0,1.348,1.348,,,732.363975,,,732.363975,1566.344971,693.763977,664.775976,28.988001,28.988001,,271.233002,,,,271.233002,964.996979,2531.34195,0.0,520.515015,,,0.0,899.447998,-10.815979,1409.147034,0.0,1409.147034,3940.488984,
