Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2000,18.5,17.299999,21.4,-12.7,,,-12.7,-7.5,,,-7.5,,-27.0,-10.0,0.0,,,-10.0,,,0.0,0.0,0.0,,,,,-17.0,15.0,0.0,529.0,,,,0.0,0.0,0.0,-514.0,,6.5,,,
06/30/2000,30.0,-309.0,23.0,329.0,,,329.0,-13.0,,,-13.0,,-34.0,-11.0,0.0,,,-11.0,,,0.0,0.0,0.0,,,,,-23.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,-1.0,,-4.0,,,
09/30/2000,87.5,4.4,59.4,32.6,,2.6,30.0,-8.9,-1.2,10.9,-18.6,,-64.4,-24.9,10.0,,,-34.9,,,-13.0,0.0,-13.0,,,,,-26.5,-9.9,0.0,500.6,,,,0.0,0.0,0.0,-510.5,,13.2,,,
12/31/2000,49.5,15.6,14.6,11.4,,,11.4,7.9,,,7.9,,-10.6,-9.1,2.0,,,-11.1,,,0.0,0.0,0.0,,,,,-1.5,-24.1,0.0,-59.6,,,,4.0,4.0,0.0,31.5,,14.8,,,
03/31/2001,-7.3,12.7,16.299999,-9.7,,,-9.7,-26.6,,,-26.6,,-13.4,-9.4,0.0,,,-9.4,,,0.0,0.0,0.0,,,,,-4.0,10.500002,0.0,5.700002,,,,1.6,1.6,0.0,3.2,,-10.2,,,
06/30/2001,33.299999,-55.700001,15.2,90.400002,,,90.400002,-16.6,,,-16.6,,32.900002,-9.4,0.0,,,-9.4,,,0.0,0.0,0.0,,,,,42.300001,-22.500002,0.0,-25.700002,,,,1.6,1.6,0.0,1.6,,43.700001,,,
09/30/2001,28.5,14.5,12.9,-6.5,,,-6.5,7.6,,,7.6,,-11.6,-9.3,0.0,,,-9.3,,,0.0,0.0,0.0,,,,,-2.3,-54.999999,0.0,-55.299999,,,,3.3,3.3,0.0,-3.0,,-38.099998,,,
12/31/2001,46.700001,17.200001,13.0,-21.9,,,-21.9,38.5,,,38.5,,-11.8,0.3,9.7,,,-9.4,,,0.0,0.0,0.0,,,,,-12.1,-10.699999,0.0,-16.1,,,,1.7,2.4,-0.7,3.7,,24.200001,,,
03/31/2002,-0.9,20.799999,9.7,-3.6,,,-3.6,-27.799999,,,-27.799999,,-7.5,-5.3,2.3,,,-7.6,,,0.0,0.0,0.0,,,,,-2.2,-11.3,0.0,-10.7,,,,1.5,3.3,-1.8,-2.1,,-19.700001,,,
06/30/2002,43.599998,30.6,9.6,-2.5,,,-2.5,5.9,,,5.9,,-10.7,-8.2,0.6,,,-8.8,,,0.0,0.0,0.0,,,,,-2.5,-25.4,0.0,-14.7,,,,-14.4,4.1,-18.5,3.7,,7.5,,,
09/30/2002,30.700001,-17.4,10.1,42.900002,,,42.900002,-4.9,,,-4.9,,-10.5,-8.5,0.0,,,-8.5,,,0.0,0.0,0.0,,,,,-2.0,-16.699999,0.0,-17.399999,,,,-4.8,3.4,-8.2,5.5,,3.5,,,
12/31/2002,47.200001,21.700001,11.0,24.0,,,24.0,-9.5,,,-9.5,,-39.599998,-14.6,1.2,,,-15.8,,,0.0,0.0,0.0,,,,,-24.999998,-12.399998,0.0,-39.299997,,,,0.6,2.9,-2.3,26.299999,,-4.8,,,
