Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1995,460.420013,,,,,,-425.59201,,,,,34.827999,-7.297,,7.927,,,,-0.63,27.530999,-11.567,15.964,0.0,,,15.963999,-0.788,15.176,0.0,,15.176,15.176,,232.737007,0.066667,0.066667,0.066667,232.737007,0.066667,0.066667,0.066667,
06/30/1995,557.153992,,,,,,-435.588013,,,,,121.566002,-8.325,,9.803,,,,-1.478,113.241001,-47.389999,65.850998,0.0,,,65.851002,-2.083,63.768002,0.0,,63.768002,63.768002,,234.321007,0.273333,0.273333,0.273333,234.321007,0.273333,0.273333,0.273333,
09/30/1995,492.485992,,,,,,-444.908997,,,,,47.577,-8.686,,10.502,,,,-1.816,38.891,-15.953,22.938,0.0,,,22.938,-0.757,22.181,0.0,,22.181,22.181,,234.509995,0.093333,0.093333,0.093333,234.509995,0.093333,0.093333,0.093333,
12/31/1995,583.771973,,,,,,-543.297974,,,,,40.47401,40.103998,,9.788,,0.0,,-49.891998,80.578008,-47.833,32.744999,0.0,,,32.745008,-4.058,28.687,0.0,0.0,28.687,28.687,,236.370003,0.12,0.12,0.12,236.370003,0.12,0.12,0.12,
03/31/1996,506.160004,,,,,,-466.109009,,,,,40.050999,-7.265,,9.525,,,,-2.26,32.785999,-13.126,19.66,0.0,,,19.659999,-1.828,17.832001,0.0,,17.832001,17.832001,,230.985008,0.075,0.075,0.075,238.81501,0.075,0.075,0.075,
06/30/1996,675.344971,,,,,,-521.567993,,,,,153.776993,-6.584,,9.665,,,,-3.081,147.192993,-61.248001,85.945,0.0,,,85.944992,-3.017,82.928001,0.0,,82.928001,82.928001,,231.80999,0.36,0.36,0.36,248.420998,0.34,0.34,0.34,
09/30/1996,567.718018,,,,,,-509.036011,,,,,58.681999,-8.189,,10.304,,,,-2.115,50.492999,-20.527,29.966,0.0,,,29.965999,-2.495,27.471001,0.0,,27.471001,27.471001,,236.048996,0.115,0.115,0.115,243.579002,0.115,0.115,0.115,
12/31/1996,681.284973,,,,,,-642.892029,,,,,38.393021,100.725002,,11.271,,,,-111.996002,139.118023,-55.102009,84.016006,0.0,,,84.016014,-7.042,76.973999,0.0,,76.973999,76.973999,,235.853988,0.325,0.325,0.325,252.240006,0.31,0.31,0.31,
03/31/1997,583.398,,,,,,-548.013,,,,,35.385,6.769,10.266,10.266,,0.0,,-17.035,42.154,-16.763,25.391,0.0,,,25.391,-3.356,22.035,0.0,0.0,22.035,22.035,,243.880122,0.09,0.09,0.09,243.880122,0.09,0.09,0.09,
06/30/1997,788.621,,,,,,-634.105,,,,,154.516,12.246,11.216,11.216,,0.0,,-23.462,166.762,-69.78,96.982,0.0,,,96.982,-7.218,89.764,0.0,0.0,89.764,89.764,,371.27616,0.243333,0.243333,0.243333,385.824291,0.236667,0.236667,0.236667,
09/30/1997,701.303,,,,,,-645.757,,,,,55.546,7.03,14.014,14.014,,0.0,,-21.044,62.576,-27.284,35.292,0.0,,,35.292,0.0,35.292,0.0,0.0,35.292,35.292,,252.524448,0.14,0.14,0.14,253.415936,0.14,0.14,0.14,
12/31/1997,1279.454,,,,,,-1160.657,,,,,118.797,20.089,22.297,22.297,,0.0,,-42.386,138.886,-72.419,66.467,0.0,,,66.467,-13.18,53.287,0.0,0.0,53.287,53.287,,260.499892,0.205,0.205,0.205,277.619064,0.19,0.19,0.19,
03/31/1998,831.182983,,,,,,-752.955994,,,,,78.226997,-12.15,,12.801,,,,-0.651,66.076998,-25.497999,40.578999,0.0,,,40.578999,-2.84,37.738998,0.0,,37.738998,37.738998,,270.373993,0.14,0.14,0.14,280.477997,0.135,0.135,0.135,
06/30/1998,1032.241943,,,,,,-807.559998,,,,,224.682007,-13.146,,14.564,,,,-1.418,211.536007,-86.665001,124.871002,0.0,,,124.871006,-6.36,118.511002,0.0,,118.511002,118.511002,,271.437988,0.44,0.44,0.44,288.955994,0.42,0.42,0.42,
09/30/1998,910.530029,,,,,,-804.911987,,,,,105.617996,-20.025999,,16.028999,,,,3.997,85.591997,-38.604,46.987999,0.0,,,46.987997,0.0,46.987999,0.0,,46.987999,46.987999,,270.915985,0.175,0.175,0.175,280.463989,0.17,0.17,0.17,
12/31/1998,1194.773072,,,,,,-981.72998,,,,,213.043007,-6.213002,,15.305002,,,,-9.092,206.830005,-81.238005,125.591999,0.0,,,125.592,-18.925,106.667,0.0,,106.667,106.667,,271.156006,0.385,0.385,0.385,287.690002,0.375,0.375,0.375,
03/31/1999,908.081,,,,,,-825.631,,,,,82.45,-0.448,13.945,13.945,,,,-13.497,82.002,-33.618,48.384,0.0,,,48.384,-3.599,44.785,0.0,0.0,44.785,44.785,,545.068,0.08,0.08,0.08,566.7,0.08,0.08,0.08,
06/30/1999,1231.113037,,,-979.469971,251.643066,,,,,,,251.643005,11.356001,,20.559,,,,-31.915001,262.999006,-103.988998,159.009995,0.0,,,159.010008,-9.003,150.007004,0.0,,150.007004,150.007004,,292.200012,0.51,0.51,0.51,311.455994,0.49,0.49,0.49,
09/30/1999,1151.406006,,,,,,-1020.492981,,,,,130.912994,-4.844999,,21.691999,,0.0,,-16.847,126.067995,-52.005001,74.063004,0.0,,,74.062994,-6.288,67.775002,0.0,,67.775002,67.775002,,292.761993,0.23,0.23,0.23,303.372986,0.22,0.22,0.22,
12/31/1999,1458.001953,,,,,,-1207.734009,,,,,250.268005,-94.518,,18.502001,,,,76.015999,155.750006,-56.145,99.605003,0.0,,,99.605005,-20.922001,78.682999,0.0,,78.682999,78.682999,,279.497986,0.28,0.28,0.47,290.436005,0.27,0.27,0.44,
03/31/2000,1225.365,,,,,0.0,-1107.868,,,,,117.497,-37.758,,20.414,,0.0,,19.04,79.739,-31.382,48.357,0.0,,,48.357,-5.422,42.935,0.0,0.0,42.935,42.935,,299.822,0.14,0.14,0.218,310.522,0.14,0.14,0.215,
06/30/2000,1821.626953,,,,,,-1522.608032,,,,,299.019012,6.129,,26.212,,0.0,,-32.341,305.148012,-127.588997,177.559006,0.0,,,177.559015,-11.198,166.360992,0.0,0.0,166.360992,166.360992,,356.679993,0.47,0.47,0.59,380.868988,0.45,0.45,0.56,
09/30/2000,1734.199951,,,,,,-1516.0,,,,,218.199997,-45.3,,36.5,-11.6,0.0,,20.400001,172.899997,-72.099998,100.800003,0.0,,,100.799998,-10.012,90.788002,0.0,0.0,90.788002,90.788002,,362.700012,0.25,0.25,0.26,373.100006,0.24,0.24,0.26,
12/31/2000,1797.57605,,,,,,-1530.869019,,,,,266.707001,-43.714999,,37.681999,,0.0,,6.033,222.992002,-85.301003,137.690994,0.0,,,137.690999,-14.077,123.613998,0.0,0.0,123.613998,123.613998,,306.653015,0.34,0.34,0.47,321.714996,0.33,0.33,0.46,
03/31/2001,1675.199951,,,,,,-1520.599976,,,,,154.600006,-176.100006,,37.5,-12.8,0.0,,151.400006,-21.5,-0.5,-22.0,0.0,,,-22.0,-6.8,-28.799999,0.0,0.0,-28.799999,-28.799999,,366.100006,-0.08,-0.08,0.21,366.100006,-0.08,-0.08,0.21,
06/30/2001,1760.400024,,,,,,-1518.699951,,,,,241.699997,-298.000008,,41.400002,-10.4,0.0,,267.000006,-56.300011,-46.299999,-102.599998,0.0,,,-102.60001,-10.5,-113.099998,0.0,0.0,-113.099998,-113.099998,,368.899994,-0.31,-0.31,0.31,368.899994,-0.31,-0.31,0.31,
09/30/2001,1622.0,,,,,,-1522.400024,,,,,99.599998,-763.699989,,46.900002,-6.5,0.0,,723.299988,-664.099991,185.899994,-478.200012,0.0,,,-478.199997,-2.9,-481.100006,0.0,0.0,-481.100006,-481.100006,,369.609985,-1.3,-1.3,0.14,369.609985,-1.3,-1.3,0.14,
12/31/2001,1733.599976,,,,,,-1524.400024,,,,,209.199997,-26.799999,,38.799999,-12.1,0.0,,0.1,182.399998,-83.800003,98.599998,0.0,,,98.599995,-10.1,88.5,0.0,0.0,88.5,88.5,,371.299988,0.3,0.3,0.3,377.200012,0.3,0.3,0.3,
03/31/2002,1420.0,,,,,,-1291.400024,,,,,128.600006,-28.099999,,35.299999,-6.9,0.0,,-0.3,100.500007,-38.0,62.5,0.0,,,62.500007,-2.7,59.799999,0.0,0.0,59.799999,59.799999,,373.0,0.16,0.16,0.16,379.799988,0.16,0.16,0.16,
06/30/2002,1490.400024,,,,,,-1277.699951,,,,,212.699997,-35.900002,,36.900002,-8.1,0.0,,7.1,176.799995,-67.300003,109.5,-10.4,,,119.899992,-10.9,109.0,0.0,0.0,109.0,109.0,,375.700012,0.29,0.26,0.29,382.399994,0.29,0.26,0.29,
09/30/2002,1386.800049,,,,,,-1334.300049,,,,,52.5,-164.000004,,36.700001,-5.9,0.0,,133.200003,-111.500004,23.0,-88.5,-6.8,,,-81.700004,-7.9,-89.599998,0.0,0.0,-89.599998,-89.599998,,377.279999,-0.24,-0.26,0.0,377.279999,-0.24,-0.26,0.0,
12/31/2002,1440.300049,,,,,,-1335.900024,,,,,104.400002,-53.800001,,36.700001,-8.9,0.0,,26.0,50.6,-35.599998,15.0,-14.3,,,29.300002,-9.0,20.299999,0.0,0.0,20.299999,20.299999,,378.299988,0.05,0.05,0.08,381.799988,0.05,0.05,0.08,
03/31/2003,1315.7,,,,,,-1283.8,,,,,31.9,-48.1,30.9,38.8,-7.9,0.0,,17.2,-16.2,5.6,-10.6,-2.6,,,-8.0,-0.6,-8.6,0.0,0.0,-8.6,-8.6,7.86,381.8,-0.02,-0.03,-0.01,381.8,-0.02,-0.03,-0.01,
06/30/2003,1499.400024,,,,,,-1342.099976,,,,,157.300003,-149.5,,46.099998,-10.2,0.0,,113.600001,7.800003,-22.4,-14.6,-9.5,,,-5.099997,-8.4,-13.5,0.0,0.0,-13.5,-13.5,,384.299988,-0.04,-0.06,0.22,384.299988,-0.04,-0.06,0.22,
09/30/2003,1418.900024,,,,,,-1310.199951,,,,,108.699997,-495.0,,43.5,-9.5,0.0,,461.0,-386.300003,-19.5,-405.799988,-89.099998,,,-316.700005,-10.4,-327.100006,0.0,0.0,-327.100006,-327.100006,,385.799988,-0.85,-1.08,0.12,385.799988,-0.85,-1.08,0.12,
12/31/2003,1927.7,,,,,,-1790.2,,,,,137.5,-113.2,,78.6,-11.7,0.0,,46.3,24.3,-206.4,-182.1,0.2,,,-182.3,-7.6,-189.9,0.0,0.0,-189.9,-189.9,,390.3,-0.49,-0.49,0.29,390.3,-0.49,-0.49,0.29,
03/31/2004,1389.4,,,,,,-1397.4,,,,,-8.0,-102.2,34.1,43.9,-9.8,0.0,,68.1,-110.2,29.0,-81.2,0.0,,,-81.2,-2.6,-83.8,-4.8,0.0,-88.6,-88.6,,413.3,-0.21,-0.21,-0.04,413.3,-0.21,-0.21,-0.04,
06/30/2004,1512.8,,,,,,-1451.3,,,,,61.5,-115.1,31.6,42.0,-10.4,0.0,,83.5,-53.6,-30.6,-84.2,0.0,,,-84.2,-4.2,-88.4,-5.0,0.0,-93.4,-93.4,,414.6,-0.23,-0.23,-0.02,414.6,-0.23,-0.23,-0.02,
09/30/2004,1519.1,,,,,,-1481.6,,,,,37.5,-406.1,31.6,42.7,-11.1,0.0,,374.5,-368.6,-130.0,-498.6,-6.5,,,-492.1,-4.4,-496.5,-5.0,0.0,-501.5,-501.5,,415.4,-1.21,-1.22,-0.53,415.4,-1.21,-1.22,-0.53,
12/31/2004,1965.7,,,,,,-1653.0,,,,,312.7,-41.5,24.0,43.4,-19.4,0.0,,17.5,271.2,-130.6,140.6,0.0,,,140.6,-10.3,130.3,-5.0,0.0,125.3,125.3,,417.8,0.31,0.33,0.32,518.9,0.31,0.33,0.32,
03/31/2005,1328.2,,,,,,-1504.2,,,,,-176.0,-9.8,32.0,46.9,-14.9,0.0,,-22.2,-185.8,40.6,-145.2,0.0,,,-145.2,-1.2,-146.4,-5.0,0.0,-151.4,-151.4,,423.8,-0.36,-0.36,-0.38,423.8,-0.36,-0.36,-0.38,
06/30/2005,1610.7,,,,,,-1497.1,,,,,113.6,-20.8,25.7,42.2,-16.5,0.0,,-4.9,92.8,-79.9,12.9,0.0,,,12.9,-3.7,9.2,-5.0,-0.7,3.5,3.5,,424.8,0.01,0.01,0.01,429.6,0.01,0.01,0.01,
09/30/2005,1439.7,,,,,,-1541.3,,,,,-101.6,-31.4,24.9,46.7,-21.8,0.0,,6.5,-133.0,34.8,-98.2,0.0,,,-98.2,-4.6,-102.8,-5.0,0.0,-107.8,-107.8,,425.3,-0.25,-0.25,-0.25,425.3,-0.25,-0.25,-0.25,
12/31/2005,1885.599976,,,,,,-1753.099976,,,,,132.5,-104.200001,18.0,44.799999,-26.799999,0.0,,86.200001,28.299999,-67.099998,-38.799999,-9.0,,,-29.799999,-7.2,-37.0,-11.3,1.7,-46.6,-46.6,,425.5,-0.08,-0.1,0.13,425.5,-0.08,-0.1,0.13,
03/31/2006,1327.0,,,,,,-1486.4,,,,,-159.4,-19.8,20.2,46.1,-25.9,0.0,,-0.4,-179.2,8.8,-170.4,0.0,,,-170.4,0.2,-170.2,-11.9,0.0,-182.1,-182.1,,426.0,-0.43,-0.43,-0.43,426.0,-0.43,-0.43,-0.43,
06/30/2006,1532.9,,,,,,-1449.7,,,,,83.2,-6.3,25.6,52.0,-26.4,0.0,,-19.3,76.9,-5.0,71.9,0.0,,,71.9,-6.2,65.7,-11.9,-9.6,44.2,44.2,,426.6,0.1,0.1,0.11,429.9,0.1,0.1,0.11,
09/30/2006,1453.8,,,,,,-1426.7,,,,,27.1,-14.1,31.9,57.0,-25.1,0.0,,-17.8,13.0,-10.5,2.5,-5.0,,,7.5,-3.8,3.7,-11.9,0.0,-8.2,-8.2,,427.2,-0.02,-0.03,-0.02,427.2,-0.02,-0.03,-0.02,
12/31/2006,1877.1,,,,,,-1660.5,,,,,216.6,-125.3,27.7,63.6,-35.9,0.0,,97.6,91.3,-12.0,79.3,,,,79.3,-10.2,69.1,-11.9,-8.1,49.1,49.1,,432.7,0.11,0.11,0.3,459.7,0.11,0.11,0.3,
03/31/2007,1359.1,,,,,,-1483.9,,,,,-124.8,-27.2,26.5,55.0,-28.5,0.0,,0.7,-152.0,25.7,-126.3,0.0,,,-126.3,0.4,-125.9,-6.9,0.0,-132.8,-132.8,,456.0,-0.29,-0.29,-0.29,456.0,-0.29,-0.29,-0.29,
06/30/2007,1652.7,,,,,,-1512.3,,,,,140.4,-12.4,28.8,56.9,-28.1,0.0,,-16.4,128.0,11.4,139.4,0.0,,,139.4,-2.4,137.0,-6.9,-8.6,121.5,121.5,,457.3,0.27,0.27,0.26,541.3,0.24,0.24,0.23,
09/30/2007,1559.9,,,,,,-1503.6,,,,,56.3,-38.7,29.9,60.1,-30.2,0.0,,8.8,17.6,-35.8,-18.2,0.0,,,-18.2,-3.7,-21.9,-6.9,0.0,-28.8,-28.8,,458.6,-0.06,-0.06,-0.05,458.6,-0.06,-0.06,-0.05,
12/31/2007,1982.5,,,,,,-1684.2,,,,,298.3,-48.7,31.9,64.7,-32.8,0.0,,16.8,249.6,-60.2,189.4,0.0,,,189.4,-11.0,178.4,-6.9,-8.8,162.7,162.7,17.225,458.9,0.35,0.35,0.39,545.3,0.31,0.31,0.35,
03/31/2008,1485.2,,,,,,-1539.8,,,,,-54.6,-32.5,29.0,57.7,-28.7,0.0,,3.5,-87.1,23.7,-63.4,0.0,,,-63.4,0.6,-62.8,-6.9,0.0,-69.7,-69.7,2.08,459.2,-0.15,-0.15,-0.15,459.2,-0.15,-0.15,-0.15,
06/30/2008,1835.7,,,,,,-1631.0,,,,,204.7,-27.3,30.0,53.0,-23.0,0.0,,-2.7,177.4,-79.1,98.3,0.0,,,98.3,-3.2,95.1,-6.9,-0.1,88.1,88.1,2.665,460.5,0.19,0.19,0.2,516.0,0.17,0.17,0.18,
09/30/2008,1740.0,,,,,,-1619.8,,,,,120.2,-34.3,29.9,53.2,-23.3,0.0,,4.4,85.9,-35.5,50.4,0.0,,,50.4,-4.7,45.7,-6.9,-0.1,38.7,38.7,2.278,462.8,0.08,0.08,0.08,519.4,0.08,0.08,0.08,
12/31/2008,1901.8,,,,,,-1565.3,,,,,336.5,-38.1,32.4,48.0,-15.6,0.0,,6.7,298.4,-65.7,232.7,0.0,,,232.7,-15.7,217.0,-6.9,-0.3,209.8,209.8,,463.4,0.45,0.45,0.46,562.7,0.39,0.39,0.4,
03/31/2009,1325.3,1325.3,,,,0.0,-1407.2,410.9,410.9,,996.3,-81.9,-17.6,22.5,34.8,-12.3,,0.5,-4.9,-99.5,25.4,-73.6,0.0,0.0,0.0,-73.6,6.6,-67.0,-6.9,0.0,-73.9,-46.99,26.91,464.0,-0.16,-0.16,-0.101272,464.0,-0.16,-0.16,-0.102004,
06/30/2009,1474.4,1474.4,,,,0.0,-1377.5,409.1,409.1,,968.4,96.9,-60.3,37.0,45.1,-8.1,,-1.5,23.3,36.6,-3.7,31.4,0.0,0.0,0.0,31.4,-3.6,27.8,-6.9,0.0,20.9,58.145,37.245,467.1,0.04,0.04,0.124481,507.5,0.04,0.04,0.113389,
09/30/2009,1426.7,1426.7,,,,0.0,-1368.4,425.4,425.4,,943.0,58.3,-29.2,30.2,37.8,-7.6,,0.5,-1.0,29.1,-3.7,25.9,0.0,0.0,0.0,25.9,-1.8,24.1,-6.9,0.0,17.2,32.735,15.535,470.5,0.04,0.04,0.069575,513.8,0.03,0.03,0.060235,
12/31/2009,1801.2,1801.2,,,,0.0,-1533.2,475.1,475.1,,1058.1,268.0,-1.8,30.9,37.9,-7.0,,1.6,-29.1,266.2,-108.1,159.7,0.0,0.0,0.0,159.7,-23.3,136.4,-6.9,-0.1,129.4,172.04,42.64,471.0,0.27,0.27,0.365265,568.4,0.24,0.24,0.315018,
03/31/2010,1337.0,1337.0,,,,0.0,-1396.4,416.8,416.8,,979.6,-59.4,-25.6,26.1,32.6,-6.5,,-0.6,-0.5,-85.0,15.3,-70.3,0.0,0.0,0.0,-70.3,5.7,-64.6,-6.9,0.0,-71.5,-64.74,6.76,471.3,-0.15,-0.15,-0.137365,471.3,-0.15,-0.15,-0.137365,
06/30/2010,1611.7,1611.7,,,,0.0,-1434.5,442.9,442.9,,991.6,177.2,-31.0,28.9,35.0,-6.1,,0.2,2.1,146.2,-63.3,83.1,0.0,0.0,0.0,83.1,-0.6,82.5,-2.9,25.7,105.3,119.08,13.78,473.0,0.222622,0.222622,0.251755,544.9,0.193246,0.193246,0.218536,
09/30/2010,1553.4,1553.4,,,,0.0,-1453.2,444.7,444.7,,1008.5,100.2,-31.0,27.9,34.7,-6.8,,0.8,3.1,69.2,-24.4,45.6,0.0,0.0,0.0,45.6,-0.3,45.3,-2.9,0.0,42.4,53.515,11.115,474.7,0.09,0.09,0.112734,533.6,0.08,0.08,0.10083,
12/31/2010,2005.2,2005.2,,,,0.0,-1674.5,533.3,533.3,,1141.2,330.7,-10.5,28.1,37.4,-9.3,,1.5,-17.6,320.2,-98.9,222.8,0.0,0.0,0.0,222.8,-24.9,197.9,-2.9,0.0,195.0,226.98,31.98,475.4,0.41,0.41,0.477451,553.1,0.36,0.36,0.41782,
03/31/2011,1474.8,1474.8,,,,0.0,-1520.1,439.2,439.2,,1080.9,-45.3,-29.7,23.6,31.9,-8.3,,0.3,6.1,-75.0,21.5,-53.2,0.0,0.0,0.0,-53.2,8.0,-45.2,-2.9,0.0,-48.1,-28.275,19.825,476.0,-0.1,-0.1,-0.059401,476.0,-0.1,-0.1,-0.059401,
06/30/2011,1740.7,1740.7,,,,0.0,-1566.7,470.8,470.8,,1095.9,174.0,-18.1,23.4,33.1,-9.7,,0.6,-5.3,155.9,-47.6,108.9,0.0,0.0,0.0,108.9,-4.3,104.6,-2.9,0.0,101.7,116.26,14.56,473.1,0.21,0.21,0.245741,546.9,0.19,0.19,0.216623,
09/30/2011,1726.5,1726.5,,,,0.0,-1553.3,465.5,465.5,,1087.8,173.2,113.9,23.2,32.9,-9.7,,0.8,-137.1,287.1,-70.4,217.5,0.0,0.0,0.0,217.5,-6.5,211.0,-2.9,0.0,208.1,122.17,-85.93,464.7,0.45,0.45,0.262901,537.6,0.4,0.4,0.24016,
