Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2002,842.719971,,-721.150024,,121.569947,,-80.598999,,,,40.971001,0.352,,0.0,,,0.0,-0.352,41.323001,-16.117001,25.205999,0.0,,,25.206,0.0,25.205999,0.0,0.0,25.205999,25.205999,,168.677994,0.15,0.15,0.15,171.960006,0.145,0.145,0.145,
09/30/2002,872.244995,,-749.161011,,123.083984,,-80.720001,,,,42.363998,0.18,,0.0,-0.422,,0.0,0.242,42.543998,-16.593,25.951,0.0,,,25.950998,0.0,25.951,0.0,0.0,25.951,25.951,,168.584,0.155,0.155,0.155,171.0,0.15,0.15,0.15,
12/31/2002,839.47699,,-713.950012,,125.526978,,-86.120003,,,,39.407001,0.474,,0.0,-0.397,,0.0,-0.077,39.881002,-15.555,24.326,0.0,,,24.326001,0.0,24.326,0.0,0.0,24.326,24.326,,168.546005,0.145,0.145,0.16,171.138,0.14,0.14,0.155,
03/31/2003,816.744019,,-683.653015,,133.091004,,-91.603996,,,,41.487,0.344,,0.0,,,0.0,-0.344,41.831,-16.691,25.139999,0.0,,,25.14,0.0,25.139999,0.0,0.0,25.139999,25.139999,,168.664002,0.15,0.15,0.15,171.246002,0.145,0.145,0.145,
06/30/2003,935.205994,,-799.18103,,136.024964,,-91.754997,,,,44.27,1.05,,0.0,,,0.0,-1.05,45.32,-18.099001,27.221001,0.0,,,27.220999,0.0,27.221001,0.0,0.0,27.221001,27.221001,,168.781998,0.16,0.16,0.16,172.251998,0.16,0.16,0.16,
09/30/2003,919.338,,-852.695,,66.643,,-21.755,,,,44.888,0.344,-0.856,,-0.856,,,0.512,45.232,-18.02,27.212,,,,27.212,,27.212,,,27.212,27.212,,168.802,0.16,0.16,0.16,172.456,0.16,0.16,0.16,
12/31/2003,942.356995,,-802.445984,,139.911011,,-92.747002,,,,47.164001,0.85,,0.0,-0.647,,0.0,-0.203,48.014001,-18.582001,29.431999,0.0,,,29.432001,0.0,29.431999,0.0,0.0,29.431999,29.431999,,168.850006,0.175,0.175,0.175,172.598007,0.17,0.17,0.17,
03/31/2004,946.609985,,-797.026001,,149.583984,,-102.413002,,,,47.171001,0.657,,0.0,-0.587,,0.0,-0.07,47.828001,-18.756001,29.072001,0.0,,,29.072,0.0,29.072001,0.0,0.0,29.072001,29.072001,,169.242004,0.17,0.17,0.17,172.828002,0.17,0.17,0.17,
06/30/2004,1077.099976,,-919.046021,,158.053955,,-105.538002,,,,52.516998,0.718,,0.0,-0.757,,0.0,0.039,53.234998,-20.957001,32.278,0.0,,,32.277997,0.0,32.278,0.0,0.0,32.278,32.278,,169.354004,0.19,0.19,0.19,173.126008,0.185,0.185,0.185,
09/30/2004,1123.806,,-1037.611,,86.195,,-25.184,,,,61.011,0.557,-0.637,,-0.637,,,0.08,61.568,-24.219,37.349,,,,37.349,,37.349,,,37.349,37.349,,169.232,0.22,0.22,0.22,173.096,0.215,0.215,0.215,
12/31/2004,1194.018,,-1012.842,,181.176,,-119.11,,,,62.069,1.338,,0.0,-0.843,,0.0,-0.495,63.407,-24.852,38.555,0.0,,,38.555,0.0,38.555,0.0,0.0,38.555,38.555,,169.08,0.23,0.23,0.23,173.52,0.22,0.22,0.22,
03/31/2005,1214.94,,-1116.487,,98.453,,-30.661,,,,67.792,1.131,-1.014,0.0,-1.014,,0.0,-0.117,68.923,-27.147,41.776,0.0,,,41.776,0.0,41.776,0.0,0.0,41.776,41.776,,169.876,0.245,0.245,0.245,174.132,0.24,0.24,0.24,
06/30/2005,1405.142,,-1295.868,,109.274,,-26.145,,,,83.129,-1.513,-1.389,0.0,-1.389,,0.0,2.902,81.616,-32.269,49.347,0.0,,,49.347,0.0,49.347,0.0,0.0,49.347,49.347,2.8,170.236,0.29,0.29,0.3,174.394,0.285,0.285,0.295,
09/30/2005,1485.369,,-1367.09,,118.279,,-32.661,,,,85.618,1.865,-1.726,0.0,-1.726,,0.0,-0.139,87.483,-33.394,54.089,0.0,,,54.089,0.0,54.089,0.0,0.0,54.089,54.089,,170.105,0.32,0.32,0.32,174.533,0.31,0.31,0.31,
12/31/2005,1583.497,,-1457.064,,126.433,,-33.811,,,,92.622,2.109,,0.0,,,0.0,-2.109,94.731,-36.585,58.146,0.0,,,58.146,0.0,58.146,0.0,0.0,58.146,58.146,,169.99,0.34,0.34,0.34,175.731,0.33,0.33,0.33,
03/31/2006,1499.115,,-1371.269,,127.846,,-35.412,,,,92.434,2.665,-2.583,0.0,-2.583,,0.0,-0.082,95.099,-36.985,58.114,0.0,,,58.114,0.0,58.114,0.0,0.0,58.114,58.114,,171.219,0.34,0.34,0.34,175.267,0.33,0.33,0.33,
06/30/2006,1700.997,,-1559.987,,141.01,,-37.092,,,,103.918,2.877,,0.0,,,0.0,-2.877,106.795,-40.201,66.594,0.0,,,66.594,0.0,66.594,0.0,0.0,66.594,66.594,,171.215,0.39,0.39,0.39,175.198,0.38,0.38,0.38,
09/30/2006,1713.491,,-1565.126,,148.365,,-37.247,,,,111.118,2.971,,0.0,,,0.0,-2.971,114.089,-43.699,70.39,0.0,,,70.39,0.0,70.39,0.0,0.0,70.39,70.39,,170.925,0.41,0.41,0.41,174.776,0.4,0.4,0.4,
12/31/2006,1642.591,,-1493.215,,149.376,,-39.001,,,,110.375,3.33,,0.0,,,0.0,-3.33,113.705,-41.878,71.827,0.0,,,71.827,0.0,71.827,0.0,0.0,71.827,71.827,,170.555,0.42,0.42,0.42,174.104,0.41,0.41,0.41,
03/31/2007,1619.325,,-1464.171,,155.154,,-39.965,,,,115.189,3.596,,0.0,,,0.0,-3.596,118.785,-45.82,72.965,0.0,,,72.965,0.0,72.965,0.0,0.0,72.965,72.965,,171.183,0.43,0.43,0.43,174.888,0.42,0.42,0.42,
06/30/2007,1879.726,,-1710.059,,169.667,,-39.873,,,,129.794,3.43,,0.0,,,0.0,-3.43,133.224,-50.925,82.299,0.0,,,82.299,0.0,82.299,0.0,0.0,82.299,82.299,,170.942,0.48,0.48,0.48,174.2,0.47,0.47,0.47,
09/30/2007,1865.15,,-1692.447,,172.703,,-40.875,,,,131.828,3.467,,0.0,,,0.0,-3.467,135.295,-51.552,83.743,0.0,,,83.743,0.0,83.743,0.0,0.0,83.743,83.743,,170.274,0.49,0.49,0.49,173.349,0.48,0.48,0.48,
12/31/2007,1952.022,,-1773.754,,178.268,,-45.395,,,,132.873,3.337,,0.0,,,0.0,-3.337,136.21,-50.956,85.254,0.0,,,85.254,0.0,85.254,0.0,0.0,85.254,85.254,,169.591,0.5,0.5,0.5,174.269,0.49,0.49,0.49,
03/31/2008,1985.212,,-1800.937,,184.275,,-48.198,,,,136.077,2.474,,0.0,,,0.0,-2.474,138.551,-52.233,86.318,0.0,,,86.318,0.0,86.318,0.0,0.0,86.318,86.318,,169.858,0.51,0.51,0.51,174.028,0.5,0.5,0.5,
06/30/2008,2321.706,,-2127.041,,194.665,,-50.159,,,,144.506,1.709,,0.0,,,0.0,-1.709,146.215,-55.797,90.418,0.0,,,90.418,0.0,90.418,0.0,0.0,90.418,90.418,,169.731,0.53,0.53,0.53,173.483,0.52,0.52,0.52,
09/30/2008,2316.593,,-2117.336,,199.257,,-50.638,,,,148.619,1.595,,0.0,,,0.0,-1.595,150.214,-56.654,93.56,0.0,,,93.56,0.0,93.56,0.0,0.0,93.56,93.56,,168.864,0.55,0.55,0.55,172.446,0.54,0.54,0.54,
12/31/2008,1955.103,,-1760.159,,194.944,,-52.56,,,,142.384,1.023,,0.0,,,0.0,-1.023,143.407,-54.526,88.881,0.0,,,88.881,0.0,88.881,0.0,0.0,88.881,88.881,,167.962,0.53,0.53,0.53,171.433,0.52,0.52,0.52,
03/31/2009,1688.0,1688.0,-1502.62,1502.62,185.38,0.0,-48.012,48.012,,0.0,137.368,0.49,,,,-0.49,,0.0,137.858,-52.475,85.383,0.0,0.0,0.0,85.383,0.0,85.383,0.0,0.0,85.383,85.383,0.0,169.14,0.5,0.5,0.5,170.825,0.5,0.5,0.5,
06/30/2009,1926.02,1926.02,-1726.059,1726.059,199.961,0.0,-50.077,50.077,,0.0,149.884,0.729,,,,-0.729,,0.0,150.613,-58.36,92.253,0.0,0.0,0.0,92.253,0.0,92.253,0.0,0.0,92.253,92.253,0.0,167.972,0.55,0.55,0.55,169.584,0.54,0.54,0.54,
09/30/2009,1954.803,1954.803,-1750.987,1750.987,203.816,0.0,-49.015,49.015,,0.0,154.801,0.439,,,,-0.439,,0.0,155.24,-59.78,95.46,0.0,0.0,0.0,95.46,0.0,95.46,0.0,0.0,95.46,95.46,0.0,167.191,0.57,0.57,0.57,168.648,0.57,0.57,0.57,
12/31/2009,2008.366,2008.366,-1813.132,1813.132,195.234,0.0,-52.476,52.476,,0.0,142.758,0.592,,,,-0.592,,0.0,143.35,-55.616,87.734,0.0,0.0,0.0,87.734,0.0,87.734,0.0,0.0,87.734,87.8991,0.1651,166.258,0.53,0.53,0.528691,167.729,0.52,0.52,0.520984,
03/31/2010,2074.617,2074.617,-1888.771,1888.771,185.846,0.0,-49.839,49.839,,0.0,136.007,0.474,,,,-0.474,,0.0,136.481,-52.469,84.012,0.0,0.0,0.0,84.012,0.0,84.012,0.0,0.0,84.012,84.012,0.0,165.44,0.51,0.51,0.51,166.575,0.5,0.5,0.5,
06/30/2010,2453.982,2453.982,-2243.44,2243.44,210.542,0.0,-54.087,54.087,,0.0,156.455,0.363,,,,-0.363,,0.0,156.818,-59.592,97.226,0.0,0.0,0.0,97.226,0.0,97.226,0.0,0.0,97.226,97.226,0.0,164.749,0.59,0.59,0.59,165.765,0.59,0.59,0.59,
09/30/2010,2420.357,2420.357,-2199.724,2199.724,220.633,0.0,-54.3,54.3,,0.0,166.333,0.149,,,,-0.149,,0.0,166.482,-63.855,102.627,0.0,0.0,0.0,102.627,0.0,102.627,0.0,0.0,102.627,102.627,0.0,164.691,0.62,0.62,0.62,165.576,0.62,0.62,0.62,
12/31/2010,2325.349,2325.349,-2106.456,2106.456,218.893,0.0,-54.828,54.828,,0.0,164.065,0.256,,,,-0.256,,0.0,164.321,-61.16,103.161,0.0,0.0,0.0,103.161,0.0,103.161,0.0,0.0,103.161,103.5731,0.4121,164.729,0.63,0.63,0.628748,166.075,0.62,0.62,0.622481,
03/31/2011,2365.472,2365.472,-2150.24,2150.24,215.232,0.0,-58.517,58.517,,0.0,156.715,0.225,,,,-0.225,,0.0,156.94,-59.912,97.028,0.0,0.0,0.0,97.028,0.0,97.028,0.0,0.0,97.028,100.863,3.835,165.124,0.59,0.59,0.610832,165.764,0.59,0.59,0.610832,
06/30/2011,2707.662,2707.662,-2468.741,2468.741,238.921,0.0,-58.826,58.826,,0.0,180.095,0.326,,,,-0.326,,0.0,180.421,-69.398,111.023,0.0,0.0,0.0,111.023,0.0,111.023,0.0,0.0,111.023,111.023,0.0,164.607,0.67,0.67,0.67,165.194,0.67,0.67,0.67,
09/30/2011,2694.928,2694.928,-2449.979,2449.979,244.949,0.0,-60.984,60.984,,0.0,183.965,0.05,,,,-0.05,,0.0,184.015,-69.668,114.347,0.0,0.0,0.0,114.347,0.0,114.347,0.0,0.0,114.347,114.542,0.195,163.948,0.7,0.7,0.698648,164.471,0.7,0.7,0.698648,
12/31/2011,2568.284,2568.284,-2330.961,2330.961,237.323,0.0,-65.368,65.368,,0.0,171.955,1.373,,,,-1.373,,0.0,173.328,-64.114,109.214,0.0,0.0,0.0,109.214,0.0,109.214,0.0,0.0,109.214,109.7652,0.5512,162.919,0.67,0.67,0.673741,163.825,0.67,0.67,0.673365,
03/31/2012,2552.114,2552.114,-2320.806,2320.806,231.308,0.0,-61.763,61.763,,0.0,169.545,0.214,,,,-0.214,,0.0,169.759,-63.259,106.5,0.0,0.0,0.0,106.5,0.0,106.5,0.0,0.0,106.5,106.5117,0.0117,162.693,0.65,0.65,0.654679,163.023,0.65,0.65,0.650072,
06/30/2012,2955.714,2955.714,-2707.375,2707.375,248.339,0.0,-63.425,63.425,,0.0,184.914,0.686,,,,,,-0.686,185.6,-71.018,114.582,0.0,0.0,0.0,114.582,0.0,114.582,0.0,0.0,114.582,116.12835,1.54635,161.887,0.71,0.71,0.717342,162.2,0.71,0.71,0.717342,
09/30/2012,2880.409,2880.409,-2627.081,2627.081,253.328,0.0,-66.071,66.071,,0.0,187.257,0.076,,,,,,-0.076,187.333,-71.003,116.33,0.0,0.0,0.0,116.33,0.0,116.33,0.0,0.0,116.33,116.33,0.0,160.782,0.72,0.72,0.72,161.003,0.72,0.72,0.72,
12/31/2012,2970.876,2970.876,-2752.286,2752.286,218.59,0.0,-84.986,84.986,,0.0,133.604,282.166,,,,,,-282.166,415.77,-159.378,256.392,0.0,0.0,0.0,256.392,0.0,256.392,0.0,0.0,256.392,109.09815,-147.29385,160.88,1.59,1.59,0.678134,161.799,1.58,1.58,0.669649,
03/31/2013,2994.267,2994.267,-2751.19,2751.19,243.077,0.0,-74.371,74.371,,0.0,168.706,-0.06,,,,,,0.06,168.646,-65.303,103.343,0.0,0.0,0.0,103.343,0.0,103.343,0.0,0.0,103.343,103.36575,0.02275,160.637,0.64,0.64,0.643474,160.69,0.64,0.64,0.640142,
06/30/2013,3288.262,3288.262,-3021.669,3021.669,266.593,0.0,-84.117,84.117,,0.0,182.476,-0.589,,,,,,0.589,181.887,-70.015,111.872,0.0,0.0,0.0,111.872,0.0,111.872,0.0,0.0,111.872,115.18895,3.31695,159.818,0.7,0.7,0.720751,159.917,0.7,0.7,0.720742,
09/30/2013,3316.665,3316.665,-3057.747,3057.747,258.918,0.0,-82.563,82.563,,0.0,176.355,-2.635,,,,,,2.635,173.72,-65.983,107.737,0.0,0.0,0.0,107.737,0.0,107.737,0.0,0.0,107.737,107.79485,0.05785,156.924,0.69,0.69,0.686924,157.044,0.69,0.69,0.686924,
12/31/2013,3152.882,3152.882,-2912.036,2912.036,240.846,0.0,-85.733,85.733,,0.0,155.113,-6.005,,,,,,6.005,149.108,-56.156,92.952,0.0,0.0,0.0,92.952,0.0,92.952,0.0,0.0,92.952,93.00855,0.05655,150.856,0.62,0.62,0.616539,151.13,0.62,0.62,0.616539,
03/31/2014,3142.585,3142.585,-2905.647,2905.647,236.938,0.0,-79.967,79.967,,0.0,156.971,-6.131,,,,,,6.131,150.84,-57.653,93.187,0.0,0.0,0.0,93.187,0.0,93.187,0.0,0.0,93.187,93.4288,0.2418,148.517,0.63,0.63,0.629078,149.008,0.63,0.63,0.629078,
06/30/2014,3502.918,3502.918,-3220.867,3220.867,282.051,0.0,-81.669,81.669,,0.0,200.382,-6.252,,,,,,6.252,194.13,-75.534,118.596,0.0,0.0,0.0,118.596,0.0,118.596,0.0,0.0,118.596,118.6792,0.0832,147.826,0.8,0.8,0.80283,147.974,0.8,0.8,0.800562,
09/30/2014,3467.362,3467.362,-3184.419,3184.419,282.943,0.0,-79.606,79.606,,0.0,203.337,-6.204,,,,,,6.204,197.133,-72.152,124.981,0.0,0.0,0.0,124.981,0.0,124.981,0.0,0.0,124.981,125.0252,0.0442,146.646,0.85,0.85,0.852565,146.856,0.85,0.85,0.850301,
12/31/2014,3357.202,3357.202,-3090.503,3090.503,266.699,0.0,-78.971,78.971,,0.0,187.728,-6.4,,,,,,6.4,181.328,-68.381,112.947,0.0,0.0,0.0,112.947,0.0,112.947,0.0,0.0,112.947,113.0393,0.0923,145.856,0.77,0.77,0.775006,146.65,0.77,0.77,0.770629,
03/31/2015,3300.89,3300.89,-3030.924,3030.924,269.966,0.0,-88.041,88.041,,0.0,181.925,-9.605,,,,,,9.605,172.32,-65.844,106.476,0.0,0.0,0.0,106.476,0.0,106.476,0.0,0.0,106.476,106.75485,0.27885,146.204,0.73,0.73,0.730177,146.383,0.73,0.73,0.730177,
06/30/2015,3545.088,3545.088,-3225.069,3225.069,320.019,0.0,-90.924,90.924,,0.0,229.095,-5.894,,,,,,5.894,223.201,-85.993,137.208,0.0,0.0,0.0,137.208,0.0,137.208,0.0,0.0,137.208,137.21385,0.00585,145.515,0.94,0.94,0.942953,145.679,0.94,0.94,0.94004,
09/30/2015,3419.253,3419.253,-3094.755,3094.755,324.498,0.0,-91.787,91.787,,0.0,232.711,-6.559,,,,,,6.559,226.152,-86.72,139.432,0.0,0.0,0.0,139.432,0.0,139.432,0.0,0.0,139.432,139.44565,0.01365,144.578,0.96,0.96,0.964501,144.782,0.96,0.96,0.960094,
12/31/2015,3210.853,3210.853,-2908.266,2908.266,302.587,0.0,-88.008,88.008,,0.0,214.579,-13.471,,,,,,13.471,201.108,-74.525,126.583,0.0,0.0,0.0,126.583,0.0,126.583,0.0,0.0,126.583,129.46588,2.88288,143.484,0.88,0.88,0.902302,144.144,0.88,0.88,0.9,
03/31/2016,3073.943,3073.943,-2788.105,2788.105,285.838,0.0,-86.886,86.886,,0.0,198.952,-8.772,,,,,,8.772,190.18,-71.217,118.963,0.0,0.0,0.0,118.963,0.0,118.963,0.0,0.0,118.963,119.08,0.117,143.525,0.83,0.83,0.829681,143.658,0.83,0.83,0.829681,
06/30/2016,3299.741,3299.741,-2975.777,2975.777,323.964,0.0,-90.217,90.217,,0.0,233.747,-6.265,,,,,,6.265,227.482,-84.392,143.09,0.0,0.0,0.0,143.09,0.0,143.09,0.0,0.0,143.09,143.2109,0.1209,142.998,1.0,1.0,1.001489,143.216,1.0,1.0,1.000844,
09/30/2016,3355.754,3355.754,-3054.175,3054.175,301.579,0.0,-90.312,90.312,,0.0,211.267,-7.426,,,,,,7.426,203.841,-74.813,129.028,0.0,0.0,0.0,129.028,0.0,129.028,0.0,0.0,129.028,129.158,0.13,142.611,0.9,0.9,0.905666,142.883,0.9,0.9,0.90091,
12/31/2016,3414.975,3414.975,-3113.764,3113.764,301.211,0.0,-107.646,107.646,,0.0,193.565,-3.118,,,,,,3.118,190.447,-68.144,122.303,0.0,0.0,0.0,122.303,0.0,122.303,0.0,0.0,122.303,122.303,0.0,141.711,0.86,0.86,0.86,142.164,0.86,0.86,0.86,
03/31/2017,3415.125,3415.125,-3137.063,3137.063,278.062,0.0,-90.104,90.104,,0.0,187.958,-9.302,,,,,,9.302,178.656,-56.576,122.08,0.0,0.0,0.0,122.08,0.0,122.08,0.0,0.0,122.08,128.08275,6.00275,141.484,0.86,0.86,0.905281,141.858,0.86,0.86,0.902315,
06/30/2017,3710.018,3710.018,-3420.449,3420.449,289.569,0.0,-107.749,107.749,,0.0,181.82,-9.368,,,,,,9.368,172.452,-61.381,111.071,0.0,0.0,0.0,111.071,0.0,111.071,0.0,0.0,111.071,111.10415,0.03315,141.061,0.79,0.79,0.787632,141.587,0.78,0.78,0.780234,
09/30/2017,3784.451,3784.451,-3483.809,3483.809,300.642,0.0,-106.177,106.177,,0.0,194.465,-10.484,,,,,,10.484,183.981,-64.795,119.186,0.0,0.0,0.0,119.186,0.0,119.186,0.0,0.0,119.186,119.186,0.0,140.422,0.85,0.85,0.85,141.022,0.85,0.85,0.85,
12/31/2017,3959.786,3959.786,-3639.536,3639.536,320.25,0.0,-109.374,109.374,,0.0,210.876,-17.502,,,,,,17.502,193.374,-40.818,152.556,0.0,0.0,0.0,152.556,0.0,152.556,0.0,0.0,152.556,120.756,-31.8,139.572,1.09,1.09,0.865188,140.724,1.08,1.08,0.854026,
03/31/2018,3925.327,3925.327,-3627.699,3627.699,297.628,0.0,-106.043,106.043,,0.0,191.585,-10.7,,,,,,10.7,180.885,-38.588,142.297,0.0,0.0,0.0,142.297,0.0,142.297,0.0,0.0,142.297,142.55217,0.25517,140.032,1.02,1.02,1.017997,141.27,1.01,1.01,1.011806,
06/30/2018,4276.037,4276.037,-3945.184,3945.184,330.853,0.0,-111.845,111.845,,0.0,219.008,-5.128,,,,,,5.128,213.88,-54.717,159.163,0.0,0.0,0.0,159.163,0.0,159.163,0.0,0.0,159.163,159.43555,0.27255,139.464,1.14,1.14,1.143202,140.611,1.13,1.13,1.131938,
09/30/2018,4291.9,4291.9,-3933.155,3933.155,358.745,0.0,-112.772,112.772,,0.0,245.973,-6.526,,,,,,6.526,239.447,-63.552,175.895,0.0,0.0,0.0,175.895,0.0,175.895,0.0,0.0,175.895,175.895,0.0,138.797,1.27,1.27,1.27,140.16,1.25,1.25,1.25,
12/31/2018,4137.908,4137.908,-3763.441,3763.441,374.467,0.0,-118.95,118.95,,0.0,255.517,-9.456,,,,,,9.456,246.061,-58.911,187.15,0.0,0.0,0.0,187.15,0.0,187.15,0.0,0.0,187.15,190.55,3.4,137.797,1.36,1.36,1.382831,139.182,1.34,1.34,1.364428,
03/31/2019,3751.21,3751.21,-3412.508,3412.508,338.702,0.0,-114.152,114.152,,0.0,224.55,-17.14,,,,,,17.14,207.41,-45.622,161.788,0.0,0.0,0.0,161.788,0.0,161.788,0.0,0.0,161.788,161.788,0.0,137.854,1.17,1.17,1.17,138.955,1.16,1.16,1.16,
06/30/2019,3908.84,3908.84,-3552.51,3552.51,356.33,0.0,-128.795,128.795,,0.0,227.535,-6.615,,,,,,6.615,220.92,-51.74,169.18,0.0,0.0,0.0,169.18,0.0,169.18,0.0,0.0,169.18,169.18,0.0,137.185,1.23,1.23,1.23,138.256,1.22,1.22,1.22,
09/30/2019,3856.132,3856.132,-3543.264,3543.264,312.868,0.0,-111.783,111.783,,0.0,201.085,-13.18,,,,,,13.18,187.905,-41.011,146.894,0.0,0.0,0.0,146.894,0.0,146.894,0.0,0.0,146.894,146.894,0.0,136.38,1.08,1.08,1.08,137.476,1.07,1.07,1.07,
12/31/2019,3793.326,3793.326,-3513.444,3513.444,279.882,0.0,-143.076,143.076,0.0,0.0,136.806,-10.784,,,,,,10.784,126.022,-26.916,99.106,0.0,0.0,0.0,99.106,0.0,99.106,0.0,0.0,99.106,99.106,0.0,135.997,0.73,0.73,0.73,136.621,0.73,0.73,0.73,
03/31/2020,3805.008,3805.008,-3567.275,3567.275,237.733,0.0,-128.293,128.293,,0.0,109.44,-15.228,,,,,,15.228,94.212,-16.066,78.146,0.0,0.0,0.0,78.146,0.0,78.146,0.0,0.0,78.146,78.146,0.0,135.474,0.58,0.58,0.58,135.969,0.57,0.57,0.57,
06/30/2020,3627.846,3627.846,-3313.876,3313.876,313.97,0.0,-125.183,125.183,,0.0,188.787,-10.211,,,,,,10.211,178.576,-34.637,143.939,0.0,0.0,0.0,143.939,0.0,143.939,0.0,0.0,143.939,143.939,0.0,135.01,1.07,1.07,1.07,135.61,1.06,1.06,1.06,
09/30/2020,3719.071,,,,601.78287851,,,,,,180.8,,,,,,,,166.167,,130.0,,,,,,130.0,,,130.0,127.086,,,0.916,0.916,0.934,,0.916,0.916,0.934,
