Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2008,292.277,36.722,36.722,0.0,6.307,6.307,,37.466,3.067,13.926,20.473,0.0,7.767,,,88.262,8.084,106.832,-98.748,0.0,195.931,192.331,191.418,0.913,3.6,204.015,,16.101,16.101,,,,0.0,,,,,22.963,,,22.963,39.064,126.123,,,,1.564,,,,,1.564,127.687,166.751,0.0,1749.591,,,0.0,-1624.23,0.0,125.361,0.165,125.526,292.277,
12/31/2008,103.897,47.407,47.407,0.0,5.057,5.057,0.0,33.8,3.842,11.769,18.189,0.0,4.071,,4.071,90.335,8.267,107.603,-99.336,0.0,5.295,1.594,,1.594,3.701,13.562,,30.702,12.771,,,17.931,96.7,96.7,,,,9.047,,,0.0,136.449,29.47,29.47,,,1.535,,,,,1.535,31.005,167.454,0.0,1750.467,2.267,1748.2,0.0,-1814.188,,-63.721,0.164,-63.557,103.897,
03/31/2009,91.778,39.382,39.382,0.0,6.424,6.424,0.0,28.178,2.051,10.559,15.568,0.0,4.317,,4.317,78.301,7.744,106.874,-99.13,0.0,5.733,2.194,,2.194,3.539,13.477,,23.966,11.423,,,12.543,96.7,96.7,,,,5.739,,,0.0,126.405,29.516,29.516,,,1.602,,,,,1.602,31.118,157.523,0.0,1755.362,2.314,1753.048,0.0,-1821.273,,-65.911,0.166,-65.745,91.778,
06/30/2009,107.636,51.422,51.422,0.0,14.898,14.898,0.0,23.936,1.713,9.218,13.005,0.0,4.74,,4.74,94.996,7.419,106.39,-98.971,0.0,5.221,1.833,,1.833,3.388,12.64,,26.805,16.98,,,9.825,126.273,96.71,,,29.563,5.276,,,0.0,158.354,0.044,0.044,,,1.703,,,,,1.703,1.747,160.101,0.0,1756.16,2.314,1753.846,0.0,-1808.791,,-52.631,0.166,-52.465,107.636,
09/30/2009,109.273,57.544,57.544,0.0,15.074,15.074,0.0,18.809,1.411,8.335,9.063,0.0,5.354,0.0,5.354,96.781,7.874,107.404,-99.53,0.0,4.618,1.541,0.0,1.541,3.077,12.492,,25.373,11.191,0.0,0.0,14.182,15.236,10.0,0.0,0.0,5.236,16.775,0.0,0.0,0.0,57.384,111.352,111.352,0.0,0.0,1.81,0.0,0.0,,,1.81,113.162,170.546,0.0,1756.912,0.115,1756.797,0.0,-1818.271,,-61.359,0.086,-61.273,109.273,
12/31/2009,87.633,35.588,35.588,0.0,12.781,12.781,0.0,19.393,1.775,6.61,11.008,0.0,6.353,,6.353,74.115,7.937,107.867,-99.93,0.0,5.581,1.295,,1.295,4.286,13.518,,26.655,14.438,,,12.217,0.162,0.0,,,0.162,35.903,,,0.0,62.72,65.586,65.586,,,1.814,,,,,1.814,67.4,130.12,1.12,1808.44,4.043,1804.397,0.0,-1852.133,,-42.573,0.086,-42.487,87.633,
03/31/2010,93.192,37.19,37.19,0.0,18.143,18.143,0.0,19.856,1.868,7.239,10.749,0.0,5.025,,5.025,80.214,7.797,,,0.0,5.181,1.117,,1.117,4.064,12.978,,32.439,11.333,,,21.106,0.087,0.0,,,0.087,3.115,,65.459,0.0,35.641,66.384,66.384,,,67.272,,,,,1.813,133.656,169.297,0.008,1809.996,4.053,1805.943,0.0,-1886.191,,-76.187,0.082,-76.105,93.192,
06/30/2010,94.028,38.621,38.621,0.0,13.265,13.265,0.0,24.241,3.591,8.915,11.735,0.0,4.995,,4.995,81.122,8.015,,,0.0,4.891,1.046,,1.046,3.845,12.906,,30.458,14.916,,,15.542,0.01,0.0,,,0.01,4.72,,29.216,0.0,35.188,64.295,64.295,,,31.012,,,,,1.796,95.307,130.495,0.002,1816.611,0.238,1816.373,0.0,-1853.162,,-36.549,0.082,-36.467,94.028,
09/30/2010,97.529,38.127,38.127,0.0,15.765,15.765,0.0,27.273,2.815,12.854,11.604,0.0,3.307,0.0,3.307,84.472,8.196,108.534,-100.338,0.0,4.861,0.864,0.0,0.864,3.997,13.057,,29.499,13.216,0.0,0.0,16.283,0.01,0.0,0.0,0.0,0.01,6.926,0.0,15.476,0.0,36.435,65.095,65.095,0.0,0.0,17.205,0.0,0.0,0.0,0.0,1.729,82.3,118.735,0.002,1817.036,0.24,1816.796,0.0,-1838.326,,-21.288,0.082,-21.206,97.529,
12/31/2010,87.978,28.902,28.902,0.0,13.672,13.672,0.0,27.039,1.867,10.905,14.267,0.0,5.289,,5.289,74.902,8.384,,,0.0,4.692,0.821,,0.821,3.871,13.076,,23.016,8.465,,,14.551,8.01,0.0,,,8.01,6.685,,18.96,0.0,37.711,57.906,57.906,,,20.615,,,,,1.655,78.521,116.232,0.001,1817.721,0.243,1817.478,0.0,-1846.058,,-28.336,0.082,-28.254,87.978,
03/31/2011,74.721,18.233,18.233,0.0,15.372,15.372,0.0,25.907,1.29,12.825,11.792,0.0,2.075,,2.075,61.587,8.329,,,0.0,4.805,1.454,,1.454,3.351,13.134,,24.073,11.092,,,12.981,0.0,0.0,,,,3.367,,20.936,0.0,27.44,56.71,56.71,,,22.516,,,,,1.58,79.226,106.666,0.001,1823.153,0.245,1822.908,0.0,-1855.099,,-31.945,0.0,-31.945,74.721,
06/30/2011,72.027,18.156,18.156,0.0,12.478,12.478,0.0,24.948,1.281,10.99,12.677,0.0,3.675,,3.675,59.257,7.742,,,0.0,5.028,1.842,,1.842,3.186,12.77,,22.672,9.657,,,13.015,1.51,0.0,,,1.51,2.119,,12.985,0.0,26.301,55.709,55.709,,,14.486,,,,,1.501,70.195,96.496,0.001,1824.079,0.245,1823.834,0.0,-1848.549,,-24.469,0.0,-24.469,72.027,
09/30/2011,60.994,17.318,17.318,0.0,9.591,9.591,0.0,20.857,0.883,9.247,10.727,0.0,2.443,0.0,2.443,50.209,5.934,103.3,-97.366,0.0,4.851,1.781,0.0,1.781,3.07,10.785,,19.661,5.198,0.0,0.0,14.463,0.011,0.0,0.0,0.0,0.011,3.878,0.0,7.796,0.0,23.55,56.18,56.16,0.02,0.02,9.723,0.0,0.0,0.0,0.0,1.927,65.903,89.453,0.001,1824.678,0.245,1824.433,0.0,-1853.138,0.0,-28.459,0.0,-28.459,60.994,
12/31/2011,58.843,17.049,17.049,0.0,10.399,10.399,0.0,18.133,2.009,8.184,7.94,0.0,2.69,,2.69,48.271,5.388,,,0.0,5.184,2.23,,2.23,2.954,10.572,,20.911,7.321,,,13.59,0.011,0.0,,,0.011,3.362,,4.498,0.0,24.284,56.716,56.699,0.017,0.017,6.257,,,,,1.759,62.973,87.257,0.001,1825.567,0.246,1825.321,0.0,-1853.982,,-28.414,0.0,-28.414,58.843,
03/31/2012,58.337,19.212,19.212,0.0,10.333,10.333,0.0,16.898,1.387,8.016,7.495,0.0,2.524,,2.524,48.967,4.89,,,0.0,4.48,1.621,,1.621,2.859,9.37,,19.479,5.958,,,13.521,0.011,0.0,,,0.011,3.197,,9.778,0.0,22.687,57.253,57.239,0.014,0.014,11.438,,,,,1.66,68.691,91.378,0.001,1827.137,0.253,1826.884,0.0,-1860.179,,-33.041,0.0,-33.041,58.337,
06/30/2012,57.143,20.586,20.586,0.0,10.724,10.724,0.0,14.796,1.48,6.937,6.379,0.0,2.077,,2.077,48.183,4.53,,,0.0,4.43,1.625,,1.625,2.805,8.96,,18.442,5.234,,,13.208,0.011,0.0,0.011,0.011,,2.58,,4.023,0.0,21.033,57.806,57.794,0.012,0.012,5.541,,,,,1.518,63.347,84.38,0.001,1828.23,0.253,1827.977,0.0,-1855.468,,-27.237,0.0,-27.237,57.143,
09/30/2012,56.616,23.891,23.891,0.0,9.403,9.403,0.0,12.06,1.394,5.359,5.307,0.0,2.125,0.0,2.125,47.479,3.832,93.863,-90.031,0.0,5.305,1.175,0.0,1.175,4.13,9.137,,17.914,5.726,,,12.188,0.0,0.0,0.0,0.0,,0.871,0.0,2.899,0.0,18.785,58.373,58.373,0.0,0.0,3.473,0.0,0.0,0.0,0.0,0.574,61.846,80.631,0.001,1830.234,0.258,1829.976,0.0,-1854.25,0.0,-24.015,0.0,-24.015,56.616,
12/31/2012,70.736,37.078,37.078,0.0,9.601,9.601,0.0,12.646,1.513,4.095,7.038,0.0,2.914,,2.914,62.239,3.373,,,0.0,5.124,1.078,,1.078,4.046,8.497,,18.944,7.513,,,11.431,0.0,0.0,,,,1.325,,,0.0,20.269,58.95,58.95,,,0.478,,,,,0.478,59.428,79.697,0.001,1850.32,0.368,1849.952,0.0,-1859.282,,-8.961,0.0,-8.961,70.736,
03/31/2013,68.852,36.914,36.914,0.0,8.429,8.429,0.0,12.566,1.268,4.326,6.972,0.0,2.964,,2.964,60.873,3.126,,,0.0,4.853,1.087,,1.087,3.766,7.979,,18.985,6.54,,,12.445,8.006,0.0,,,8.006,2.005,,,0.0,28.996,51.523,51.523,,,0.442,,,,,0.442,51.965,80.961,0.001,1852.019,0.375,1851.644,0.0,-1864.129,,-12.109,0.0,-12.109,68.852,
06/30/2013,104.557,71.335,71.335,0.0,10.404,10.404,0.0,11.881,1.345,4.186,6.35,0.0,3.193,,3.193,96.813,2.793,,,0.0,4.951,1.251,,1.251,3.7,7.744,,21.476,8.365,,,13.111,7.967,0.0,,,7.967,2.758,,,0.0,32.201,52.166,52.166,,,0.41,,,,,0.41,52.576,84.777,0.001,1890.342,0.564,1889.778,0.0,-1870.563,,19.78,0.0,19.78,104.557,
09/30/2013,98.961,68.863,68.863,0.0,9.807,9.807,0.0,10.692,1.22,3.652,5.82,0.0,1.897,0.0,1.897,91.259,3.107,90.773,-87.666,0.0,4.595,1.17,0.0,1.17,3.425,7.702,,19.681,7.436,0.332,2.196,9.717,0.0,0.0,0.0,0.0,,2.215,0.0,0.0,0.0,21.896,60.75,60.75,0.0,0.0,0.407,0.0,0.0,0.0,0.0,0.407,61.157,83.053,0.0,1892.236,0.575,1891.661,0.0,-1876.328,0.0,15.908,0.0,15.908,98.961,
12/31/2013,83.351,48.355,48.355,0.0,11.406,11.406,0.0,12.544,1.307,5.054,6.183,0.0,2.946,,2.946,75.251,3.559,,,0.0,4.541,1.169,,1.169,3.372,8.1,,20.871,9.449,,,11.422,31.694,0.0,,,31.694,2.728,,,0.0,55.293,16.163,16.163,,,0.374,,,,,0.374,16.537,71.83,0.0,1893.22,0.578,1892.642,0.0,-1881.699,,11.521,0.0,11.521,83.351,
03/31/2014,79.998,48.201,48.201,0.0,9.921,9.921,0.0,11.347,0.684,6.027,4.636,0.0,2.067,,2.067,71.536,3.308,,,0.0,5.154,1.502,,1.502,3.652,8.462,,20.336,7.748,,,12.588,32.031,0.0,,,32.031,3.529,,,0.0,55.896,16.243,16.243,,,0.497,,,,,0.497,16.74,72.636,0.0,1894.892,0.587,1894.305,0.0,-1887.53,,7.362,0.0,7.362,79.998,
06/30/2014,103.179,70.812,70.812,0.0,10.101,10.101,0.0,11.237,1.11,5.296,4.831,0.0,2.968,,2.968,95.118,2.944,,,0.0,5.117,1.569,,1.569,3.548,8.061,,19.753,7.693,,,12.06,32.375,0.0,,,32.375,3.03,,,0.0,55.158,16.328,16.328,,,0.47,,,,,0.47,16.798,71.956,0.0,1923.141,0.673,1922.468,0.0,-1891.918,,31.223,0.0,31.223,103.179,
09/30/2014,104.824,71.903,71.903,0.0,10.85,10.85,0.0,12.792,1.84,4.503,6.449,0.0,1.841,0.0,1.841,97.386,2.858,70.97,-68.112,0.0,4.58,1.476,0.0,1.476,3.104,7.438,,19.286,6.814,0.408,1.645,10.419,32.727,0.0,0.0,0.0,32.727,4.902,0.0,0.0,0.0,56.915,16.417,16.417,0.0,0.0,0.234,0.0,0.0,0.0,0.0,0.234,16.651,73.566,0.0,1925.661,0.677,1924.984,0.0,-1894.403,0.0,31.258,0.0,31.258,104.824,
12/31/2014,67.544,31.745,31.745,0.0,10.081,10.081,0.0,15.705,1.399,5.14,9.166,0.0,3.778,,3.778,61.309,2.913,,,0.0,3.322,1.811,,1.811,1.511,6.235,,17.495,7.947,,,9.548,0.0,0.0,,,,6.302,,,0.0,23.797,16.508,16.508,,,0.225,,,,,0.225,16.733,40.53,0.0,1926.458,0.684,1925.774,0.0,-1899.444,,27.014,0.0,27.014,67.544,
