Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBITDA,Gross Margin %,Pretax Income (Loss),Net Income,Source: Bloomberg
09/29/1989,,,5.185,,5.185,5.185,,,,,,,
12/29/1989,,,20.197001,,20.197001,20.197001,,,,,,,
03/30/1990,,,36.694,,36.694,36.694,,,,,,,
06/30/1990,,,0.0,,49.103001,49.103001,,,,,,,
09/28/1990,,,26.062,,26.062,26.062,,,,,,,
12/28/1990,,,39.115002,,39.115002,39.115002,,,,,,,
03/29/1991,,,58.667999,,58.667999,58.667999,,,,,,,
06/30/1991,,,0.0,,66.429001,66.429001,,,,,,,
09/27/1991,,,26.753,,26.753,26.753,,,,,,,
12/27/1991,,,47.445999,,47.445999,47.445999,,,,,,,
03/27/1992,,,61.423,,61.423,61.423,,,,,,,
06/30/1992,,,0.0,,37.691002,37.691002,,,,,,,
09/25/1992,,,4.831,,4.831,4.831,,,,,,,
12/27/1992,,,24.094999,,24.094999,24.094999,,,,,,,
03/28/1993,,,51.662998,,51.662998,51.662998,,,,,,,
06/30/1993,,,0.0,,76.137001,76.137001,,,,,,,
09/26/1993,,,16.606001,,16.606001,16.606001,,,,,,,
12/26/1993,,,43.824001,,43.824001,43.824001,,,,,,,
03/31/1994,,,57.480999,,57.480999,57.480999,,,,,,,
06/30/1994,,,0.0,,77.913002,77.913002,,,,,,,
10/02/1994,,,38.426998,,38.426998,38.426998,,,,,,,
01/01/1995,,,81.624001,,81.624001,81.624001,,,,,,,
04/02/1995,,,107.546997,,107.546997,107.546997,,,,,,,
06/30/1995,,,0.0,,128.244003,128.244003,,,,,,,
10/01/1995,,,84.695999,,84.695999,84.695999,,,,,,,
12/31/1995,,,126.049004,,126.049004,126.049004,,,,,,,
03/31/1996,,,143.307007,,143.307007,143.307007,,,,,,,
06/30/1996,,,0.0,,122.335999,122.335999,,,,,,,
09/29/1996,,,123.389999,,123.389999,123.389999,,,,,,,
12/29/1996,,,178.341003,,178.341003,178.341003,,,,,,,
03/30/1997,,,223.511002,,223.511002,223.511002,,,,,,,
06/30/1997,,,0.0,,237.177994,237.177994,,,,,,,
09/28/1997,,,160.617004,,108.432999,108.432999,,,,,,,
12/28/1997,,,259.532013,,149.432007,149.432007,,,,,,,
03/29/1998,,,232.009003,,232.009003,232.009003,,,,,,,
06/30/1998,,,14.1,,272.987991,272.987991,,,,,,,
09/27/1998,,,191.528,,111.528,111.528,,,,,,,
12/27/1998,,,273.087006,,261.419006,261.419006,,,,,,,
03/28/1999,,,289.903015,,261.737,261.737,,,,,,,
06/30/1999,,,395.170013,,395.170013,395.170013,,,,,,,
09/26/1999,,,275.0,,271.0,271.0,,,,,,,
12/26/1999,,,353.36499,,353.36499,353.36499,,,,,,,
03/26/2000,,,400.834991,,508.13501,508.13501,,,,,,,
06/30/2000,,,627.619995,,720.317993,720.317993,,,,,,,
10/01/2000,,,510.0,,456.0,456.0,,,,,,,
12/31/2000,,,552.0,,423.0,423.0,,,,,,,
04/01/2001,,,145.0,,136.0,136.0,,,,,,,
06/30/2001,,,134.0,,-88.0,-88.0,,,,,,,
09/30/2001,,,-158.0,,-180.0,-180.0,,,,,,,
12/31/2001,,,-99.0,,-431.0,-431.0,,,,,,,
03/31/2002,,,-26.0,,-37.0,-37.0,,,,,,,
06/30/2002,,,69.0,,61.0,61.0,,,,,,,
09/29/2002,,,-78.0,,-111.0,-111.0,,,,,,,
12/29/2002,,,10.0,,-2283.0,-2283.0,,,,,,,
03/30/2003,,,11.0,,4.0,4.0,,,,,,,
06/30/2003,,,-1027.0,,-1039.0,-1039.0,,,,,,,
09/28/2003,,,-261.0,,-288.0,-288.0,,,,,,,
12/28/2003,,,-100.0,,-126.0,-126.0,,,,,,,
03/28/2004,,,-254.0,,-754.0,-754.0,,,,,,,
06/30/2004,,,-184.0,,780.0,780.0,,,,,,,
09/26/2004,,,13.0,,-133.0,-133.0,,,,,,,
12/26/2004,,,13.0,,4.0,4.0,,,,,,,
03/27/2005,,,-55.0,,-28.0,-28.0,,,,,,,
06/30/2005,,,134.0,,50.0,50.0,,,,,,,
09/25/2005,,,-68.0,-15.9582257505106,-123.0,-123.0,,,,,,,
12/25/2005,,,-230.0,-7.65441664821784,-223.0,-223.0,,,,,,,
03/26/2006,,,-189.0,-0.121256629895653,-217.0,-217.0,,,,,,,
06/30/2006,,,-61.0,8.60190649114843,-301.0,-301.0,,,,,,,
10/01/2006,,,37.0,-6.35890292216601,-56.0,-56.0,,,,,,,
12/31/2006,,,212.100006,-7.13004762254484,133.0,133.0,,,,,,,
04/01/2007,,,35.0,0.458996328029376,67.0,67.0,,,,,,,
06/30/2007,,,338.0,6.91683626529872,,,,,,,,,
09/30/2007,,,195.110001,-4.56566854432256,89.0,89.0,,,,,,,
12/30/2007,,,287.390015,-4.29603579089995,260.0,260.0,,,,,,,
03/30/2008,,,-2.6,5.58644769171086,-34.0,-34.0,,,,,,,
06/30/2008,,,179.649994,20.3246856597167,88.0,88.0,,,,,,,
09/28/2008,,,-114.0,4.53814418572129,-1681.0,-200.25,,,,,,,
12/28/2008,,,65.875999,19.6047841913677,-209.0,-0.762178,,,,,,,
03/29/2009,,,-95.720001,14.1413440121425,-201.0,-159.958084,,,,,,,
06/30/2009,,,-57.248001,1.13934921741261,-147.0,-117.59542,,,,,,,
09/27/2009,,,-67.0,-2.48432380073761,-120.0,-83.45,,,,,,,
06/30/2010,,-55.725,,,,,,,,,,,
09/30/2010,,65.675,,,,,,,,,,,
