Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
04/01/1990,3.102,19.431,14.485,-0.883,,,-0.883,-29.931,,,-29.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1990,-140.244995,8.725,15.007,-0.522,,,-0.522,-163.455002,,,-163.455002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,-55.800999,33.099998,15.486,-1.308,,,-1.308,-103.079002,,,-103.079002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/1990,354.579987,27.926001,15.279,-10.522,,,-10.522,321.897003,,,321.897003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.579987,,,
03/31/1991,32.763,20.455999,13.46,-1.683,,,-1.683,0.53,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,-203.341003,-31.149,19.684,5.629,,,5.629,-197.505005,,,-197.505005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/1991,-154.074005,47.500999,24.639,1.216,,,1.216,-227.429993,,,-227.429993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/1991,444.705994,44.846001,24.070999,-16.732,,,-16.732,392.520996,,,392.520996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.705994,,,
03/29/1992,41.362,23.408001,21.368999,0.681,,,0.681,-4.096,,,-4.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/28/1992,-230.007004,22.712,24.808001,3.754,,,3.754,-281.281006,,,-281.281006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/1992,-135.785995,67.405998,25.660999,-0.036,,,-0.036,-228.817001,,,-228.817001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/1992,554.241028,65.638,23.777,-4.825,,,-4.825,469.651001,,,469.651001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.241028,,,
03/28/1993,85.127998,26.58,26.504,-3.203,,,-3.203,35.247002,,,35.247002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/27/1993,-269.531006,27.15,23.292999,0.425,,,0.425,-320.398987,,,-320.398987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
