Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1999,1732.390991,1533.718018,,,0.0,0.0,198.673004,,-269.755005,269.755005,269.755005,,0.0,,1462.635986,-1021.219971,,321.17099,144.584,555.465027,441.415985,-122.302002,,,,122.302002,125.711998,-3.41,0.0,0.0,319.113983,-114.283997,204.830002,0.0,,,204.829987,0.0,204.830002,-19.007,,185.823002,185.823002,,226.432007,0.82,0.82,0.82,226.432007,0.82,0.82,0.82,
12/31/1999,1645.964966,1160.55603,,,0.0,0.0,485.408997,,-198.598999,198.600998,198.600998,,0.0,,1447.365967,-1103.185059,,211.572998,121.907997,769.703979,344.178986,-118.833,,,,118.833,122.717003,-3.884,0.0,0.0,225.345985,-86.200996,139.145004,0.0,,,139.144989,0.0,139.147003,-18.712,,120.435003,120.435003,,227.235992,0.53,0.53,0.53,227.235992,0.53,0.53,0.53,
03/31/2000,1607.930054,1280.930054,,,0.0,0.0,327.0,,-179.190002,179.190002,179.190002,,0.0,,1428.740051,-1054.895996,0.0,202.084,141.054993,711.757019,373.843994,-116.738998,,,0.0,116.738998,122.843002,-6.104,0.0,0.0,257.104996,-97.899002,159.205994,0.0,,,159.205994,0.0,159.205994,-18.288,,140.917994,140.917994,,224.858994,0.63,0.63,0.63,224.858994,0.63,0.63,0.63,
06/30/2000,1702.104004,1348.685059,,,0.0,0.0,353.419006,,-393.868011,306.352997,306.352997,,87.514999,,1308.235992,-944.143982,,224.794006,137.977005,581.372986,364.09201,-117.221001,,,,117.221001,124.242996,-7.022,0.0,0.0,246.87101,-95.141998,151.729004,0.0,,,151.729012,0.0,151.729004,-17.125,,134.604004,134.604004,,223.542007,0.6,0.6,0.6,223.992996,0.6,0.6,0.6,
09/30/2000,1891.64502,1462.707031,,,0.0,0.0,428.937988,,-200.800995,200.800995,200.800995,,0.0,,1690.844025,-1232.270996,,280.884003,138.054001,813.333008,458.572998,-116.948997,,,,116.948997,123.272003,-6.323,0.0,0.0,341.624001,-129.199997,212.423996,0.0,,,212.424004,0.0,212.421997,-14.237,,198.184997,198.184997,,221.845993,0.89,0.89,0.89,221.845993,0.89,0.89,0.89,
12/31/2000,1827.281982,1102.600952,,,0.0,0.0,724.68103,,-207.936996,207.936996,207.936996,,0.0,,1619.344986,-1310.947021,,225.921997,130.595001,954.429993,308.39801,-115.504997,,,,115.504997,123.114998,-7.61,0.0,0.0,192.893013,-54.561001,138.332001,0.0,,,138.332012,0.0,138.334,-13.071,,125.263,125.263,,219.759995,0.57,0.57,0.57,219.759995,0.57,0.57,0.57,
03/31/2001,1985.740967,1311.28894,,,0.0,0.0,674.452026,,-677.395996,324.57901,324.57901,,352.816986,,1308.344971,-992.039001,,227.214005,119.421997,645.403015,316.306,-109.396004,,,0.0,109.396004,118.219002,-8.823,,0.0,206.909996,-83.768997,123.140999,8.499,,,114.641999,0.0,114.641998,-16.934,0.0,97.707998,97.707998,,218.106995,0.45,0.49,0.51,218.903,0.45,0.49,0.51,
06/30/2001,1804.146,1260.511,,,0.0,0.0,543.635,,-474.085,300.528,300.528,,173.557,,1330.061,-942.638,,206.606,92.186,643.846,387.423,-104.046,,,0.0,104.046,116.342,-12.296,0.0,0.0,283.377,-120.439,162.938,0.0,,,162.938,0.0,162.938,-16.919,0.0,146.019,146.019,,218.372,0.67,0.67,0.67,219.54,0.67,0.67,0.67,
09/30/2001,1951.645996,1437.022949,,,0.0,0.0,514.622986,,-422.089996,300.526001,300.526001,,121.564003,,1529.556,-990.059021,,210.764008,112.292,667.002991,539.497009,-107.452003,,,0.0,107.452003,114.468002,-7.016,0.0,0.0,432.045006,-181.283997,250.761002,0.0,,,250.761009,0.0,250.761002,-16.674,0.0,234.087002,234.087002,,218.593994,1.07,1.07,1.07,220.164993,1.06,1.06,1.06,
12/31/2001,2257.829,1720.213,,,0.0,0.0,537.616,,-667.985,495.892,495.892,,172.093,,1589.844,-1147.948,,244.966,131.44,771.542,441.896,-162.764,,,0.0,162.764,170.102,-7.338,0.0,0.0,279.132,-88.965,190.167,0.0,,,190.167,0.0,190.167,-21.534,0.0,168.633,168.633,,262.974,0.64,0.64,0.64,264.43,0.64,0.64,0.64,
03/31/2002,2853.278076,2053.976074,,,,0.0,799.302002,,-870.267029,664.039978,664.039978,,206.227005,,1983.011047,-1492.074951,,309.373993,171.988007,1010.713013,490.936005,-278.721985,,,0.0,278.721985,260.464996,-5.814,24.070999,0.0,212.21402,-93.945999,118.267998,0.0,,,118.268021,0.0,118.267998,0.0,,118.267998,118.267998,,292.790985,0.4,0.4,0.45,294.343994,0.4,0.4,0.45,
06/30/2002,2898.572998,2210.315918,,,,0.0,688.257019,,-912.242004,766.288025,766.288025,,145.953995,,1986.330994,-1360.416992,,300.404999,145.106003,914.906006,625.914001,-250.281998,,,0.0,250.281998,231.781998,-6.605,25.105,0.0,375.632004,-167.733994,207.897995,0.0,,,207.89801,0.0,207.897995,0.0,,207.897995,207.897995,,293.079987,0.71,0.71,0.71,294.588989,0.71,0.71,0.71,
09/30/2002,3451.184082,2717.460938,,,,0.0,733.723022,,-1370.478027,1274.678955,1274.678955,,95.799004,,2080.706055,-1353.540039,0.0,310.416992,176.850006,866.27301,727.166016,-220.397003,,,0.0,220.397003,212.477005,-6.303,14.223,0.0,506.769012,-221.923996,284.845001,0.0,,,284.845016,0.0,284.845001,0.0,0.0,284.845001,284.845001,,293.328003,0.97,0.97,1.19,294.277008,0.97,0.97,1.19,
12/31/2002,2828.797,1777.335,,,,0.0,1051.462,,-901.274,757.138,757.138,,144.136,,1927.523,-1608.464,0.0,338.454,156.385,1113.625,319.059,-215.805,,,0.0,215.805,206.009,-5.752,15.548,0.0,103.254,-45.211,58.043,88.821,,,-30.778,0.0,-30.778,0.0,0.0,-30.778,-30.778,,293.013,-0.1,0.2,0.7,294.171,-0.1,0.2,0.7,
03/31/2003,3233.756,2315.064,,,,0.0,918.692,,-1422.275,1192.81,1192.81,,229.465,,1811.481,-1402.19,,324.862,178.282,899.046,409.291,-206.04,,,0.0,206.04,200.65,-9.152,14.542,0.0,203.251,-93.773,109.478,-109.024,,,218.502,0.0,218.502,0.0,,218.502,218.502,,293.886,0.74,0.39,0.65,294.877,0.74,0.39,0.65,
06/30/2003,2853.099121,2082.658936,,,,0.0,770.440002,,-1162.130981,1038.317017,1038.317017,,123.814003,,1690.96814,-1456.833984,,354.190002,162.884995,939.758972,234.134003,-191.656006,,,0.0,191.656006,199.278,-7.622,0.0,0.0,42.477997,-18.283001,24.195,68.223003,,,-44.028007,0.0,-44.028,-13.86,0.0,-57.888,-57.888,,294.165985,-0.2,0.03,0.52,295.888,-0.2,0.03,0.52,
09/30/2003,3422.813965,2525.758057,,,,0.0,897.05603,,-1304.620972,1199.407959,1199.407959,,105.212997,,2118.192993,-1513.746948,,389.401001,177.498993,946.846985,604.445984,-309.581001,,,0.0,192.593002,199.106003,-6.513,0.0,116.987999,294.864983,-135.151001,159.714005,-1.026,,,160.739982,0.0,160.740005,-8.021,,152.719006,152.719006,,299.421997,0.51,0.51,0.95,300.751007,0.5,0.5,0.95,
12/31/2003,2798.792,2263.079,,,,0.0,535.713,,-1058.134,924.923,924.923,,133.211,,1740.658,-1404.867,,319.547,120.014,965.306,335.791,-25.989,,,0.0,193.926,202.539,-8.613,0.0,-167.937,309.802,-158.267,151.535,36.157,,,115.378,0.0,115.378,-5.946,,109.432,109.432,,326.856,0.33,0.44,0.42,328.425,0.33,0.44,0.41,
03/31/2004,2996.538,2177.033,,,0.0,0.0,819.505,,-1134.326,1134.326,1134.326,0.0,0.0,,1862.212,-1403.279,,456.052,178.99,768.237,458.933,-166.04,,,0.0,166.04,172.51,-6.47,0.0,0.0,292.893,-115.086,177.807,-1.473,,,179.28,0.0,179.28,-5.281,0.0,173.999,173.999,,327.057,0.53,0.53,0.65,329.034,0.53,0.53,0.65,
06/30/2004,2992.162,2170.57,,,,0.0,821.592,,-1095.135,1095.135,1095.135,,,,1897.027,-1338.956,,417.141,157.732,764.083,558.071,-174.262,,,0.0,174.262,179.542,-5.28,0.0,0.0,383.809,-176.56,207.249,3.204,,,204.045,0.0,204.045,-5.389,0.0,198.656,198.656,,327.284,0.62,0.61,0.61,329.103,0.62,0.61,0.61,
09/30/2004,3385.468018,2526.970947,,,0.0,0.0,858.497009,,-1285.35498,1285.35498,1285.35498,,,,2100.113037,-1438.477051,,471.35199,177.451996,789.672974,661.635986,-145.811996,,,0.0,145.811996,152.348007,-6.536,0.0,0.0,515.82399,-214.345001,301.479004,-2.497,,,303.975989,0.0,303.976013,-5.354,0.0,298.622013,298.622013,,327.498993,0.91,0.9,0.97,329.098999,0.91,0.9,0.96,
12/31/2004,2832.0,2501.0,,,0.0,0.0,331.0,,-955.0,955.0,206.0,749.0,0.0,,1877.0,-1368.0,,409.0,164.0,795.0,509.0,-111.0,,,0.0,159.0,166.0,-7.0,0.0,-48.0,398.0,-167.0,231.0,24.0,,,207.0,0.0,207.0,-5.0,0.0,202.0,202.0,,328.0,0.61,0.69,0.72,329.0,0.61,0.69,0.72,
03/31/2005,2750.0,2437.0,,,0.0,0.0,313.0,,-895.0,895.0,895.0,,0.0,,1855.0,-1463.0,,454.0,185.0,824.0,392.0,-123.0,,,0.0,164.0,164.0,0.0,0.0,-41.0,269.0,-121.0,148.0,-12.0,,,160.0,0.0,160.0,-7.0,0.0,153.0,153.0,,328.0,0.49,0.43,0.48,329.0,0.48,0.42,0.47,
06/30/2005,2843.0,2478.0,,,0.0,0.0,365.0,,-933.0,933.0,933.0,,,,1910.0,-1376.0,,455.0,168.0,753.0,534.0,-110.0,,,0.0,157.0,162.0,-5.0,0.0,-47.0,424.0,-241.0,183.0,5.0,,,178.0,0.0,178.0,-4.0,0.0,174.0,174.0,,328.0,0.54,0.54,0.71,330.0,0.54,0.54,0.71,
09/30/2005,3504.0,3117.0,,,0.0,,387.0,,-1287.0,1287.0,1287.0,,,,2217.0,-1574.0,,518.0,188.0,868.0,643.0,-71.0,,,,154.0,162.0,-8.0,,-83.0,572.0,-237.0,335.0,,,,335.0,,335.0,-3.0,,332.0,332.0,,328.0,1.01,1.01,1.04,330.0,1.01,1.01,1.04,
12/31/2005,2892.0,2514.0,,,0.0,0.0,378.0,,-896.0,896.0,269.0,627.0,,,1996.0,-1490.0,,443.0,172.0,875.0,506.0,-128.0,,,0.0,165.0,172.0,-7.0,0.0,-37.0,1642.0,-155.0,223.0,30.0,,,1457.0,0.0,193.0,-3.0,0.0,190.0,190.0,,328.0,0.58,0.67,0.77,330.0,0.58,0.67,0.77,
03/31/2006,2705.0,2511.0,,,0.0,0.0,194.0,,-998.0,998.0,998.0,,0.0,,1707.0,-1236.0,,369.0,193.0,674.0,471.0,-115.0,,,0.0,158.0,165.0,-7.0,0.0,-43.0,356.0,-135.0,221.0,-2.0,,,223.0,0.0,223.0,-2.0,0.0,221.0,221.0,,329.0,0.67,0.67,0.67,330.0,0.67,0.67,0.67,
06/30/2006,2751.0,2553.0,,,0.0,0.0,198.0,,-991.0,991.0,991.0,,0.0,,1760.0,-1090.0,,345.0,173.0,572.0,670.0,-140.0,,,0.0,171.0,178.0,-7.0,0.0,-31.0,530.0,-216.0,314.0,10.0,,,304.0,0.0,304.0,-2.0,0.0,302.0,302.0,,328.0,0.92,0.94,0.94,330.0,0.91,0.93,0.93,
09/30/2006,3364.0,3115.0,,,0.0,0.0,249.0,,-1317.0,1317.0,1317.0,,0.0,,2047.0,-1188.0,,396.0,187.0,605.0,859.0,-132.0,,,0.0,178.0,185.0,-7.0,0.0,-46.0,727.0,-273.0,454.0,,,,454.0,0.0,454.0,-2.0,0.0,452.0,452.0,,322.0,1.41,1.4,1.41,325.0,1.4,1.39,1.4,
12/31/2006,2680.0,2492.0,,,0.0,0.0,188.0,,-947.0,947.0,283.0,664.0,0.0,,1733.0,-1129.0,,348.0,167.0,614.0,604.0,-160.0,,,0.0,188.0,193.0,-5.0,0.0,-28.0,444.0,-170.0,274.0,,,,274.0,0.0,274.0,-1.0,0.0,273.0,273.0,,318.0,0.85,0.85,0.84,321.0,0.84,0.84,0.83,
03/31/2007,2973.0,2764.0,,,,,209.0,,-1121.0,1121.0,1121.0,,,,1852.0,-1215.0,,407.0,203.0,605.0,637.0,-147.0,,,,180.0,185.0,-5.0,,-33.0,490.0,-200.0,290.0,,,,290.0,,290.0,0.0,0.0,290.0,290.0,,314.0,0.92,0.92,0.92,316.0,0.92,0.92,0.92,
06/30/2007,3109.0,2904.0,,,0.0,0.0,205.0,,-1185.0,1185.0,1185.0,,0.0,,1924.0,-1196.0,,405.0,189.0,602.0,728.0,-168.0,,,0.0,198.0,205.0,-7.0,0.0,-30.0,560.0,-222.0,338.0,,,,338.0,0.0,338.0,0.0,0.0,338.0,338.0,,304.0,1.11,1.11,1.11,308.0,1.1,1.1,1.1,
09/30/2007,3641.0,3394.0,,,,,247.0,,-1495.0,1495.0,1495.0,,,,2146.0,-1296.0,,450.0,197.0,649.0,850.0,-164.0,,,,194.0,203.0,-9.0,,-30.0,686.0,-273.0,413.0,,,,413.0,,413.0,0.0,0.0,413.0,413.0,,304.0,1.36,1.36,1.36,307.0,1.34,1.34,1.34,
12/31/2007,3079.0,2882.0,,,0.0,0.0,197.0,,-1213.0,1213.0,1213.0,,0.0,,1866.0,-1266.0,0.0,395.0,165.0,706.0,600.0,-144.0,,,0.0,171.0,182.0,-11.0,0.0,-27.0,456.0,-188.0,268.0,0.0,,,268.0,0.0,268.0,0.0,0.0,268.0,268.0,,304.0,0.88,0.88,0.9,308.0,0.87,0.87,0.89,
03/31/2008,3277.0,3030.0,,,0.0,0.0,247.0,,-1328.0,1328.0,328.0,1000.0,0.0,,1949.0,-1331.0,,422.0,215.0,694.0,618.0,-154.0,,,0.0,171.0,179.0,-8.0,0.0,-17.0,464.0,-187.0,277.0,0.0,,,277.0,-1.0,276.0,0.0,0.0,276.0,276.0,,304.0,0.91,0.91,0.88,307.0,0.9,0.9,0.87,
06/30/2008,3245.0,3024.0,,,0.0,0.0,221.0,,-1386.0,1386.0,1386.0,,0.0,,1859.0,-1277.0,,414.0,180.0,683.0,582.0,-159.0,,,0.0,175.0,188.0,-13.0,0.0,-16.0,423.0,-160.0,263.0,0.0,,,263.0,0.0,263.0,0.0,0.0,263.0,263.0,0.0,304.0,0.86,0.86,0.86,307.0,0.85,0.85,0.85,
09/30/2008,3904.0,3649.0,,,0.0,0.0,255.0,,-1662.0,1662.0,356.0,1306.0,0.0,,2242.0,-1396.0,,459.0,201.0,736.0,846.0,-137.0,,,0.0,177.0,192.0,-15.0,0.0,-40.0,709.0,-238.0,471.0,0.0,,,471.0,0.0,471.0,0.0,0.0,471.0,471.0,0.0,304.0,1.55,1.55,1.55,307.0,1.54,1.54,1.54,
12/31/2008,3201.0,2990.0,,,0.0,0.0,211.0,,-1255.0,1255.0,340.0,915.0,0.0,,1946.0,-1229.0,,435.0,182.0,612.0,717.0,-193.0,,,0.0,179.0,195.0,-16.0,0.0,14.0,524.0,-192.0,332.0,0.0,,,332.0,0.0,332.0,0.0,0.0,332.0,332.0,38.0,304.0,1.09,1.09,1.21,306.0,1.09,1.09,1.21,
03/31/2009,3334.0,3020.0,,,,,314.0,,-1455.0,1455.0,312.0,1143.0,,,1879.0,-1533.0,,588.0,211.0,734.0,346.0,-177.0,166.0,,,166.0,194.0,-28.0,,11.0,169.0,-54.0,115.0,0.0,0.0,0.0,115.0,4.0,119.0,0.0,0.0,119.0,345.0,226.0,304.0,0.39,0.39,1.134868,306.0,0.39,0.39,1.128562,
06/30/2009,3271.0,2791.0,,,,0.0,480.0,,-1300.0,1300.0,276.0,1024.0,,0.0,1971.0,-1169.0,,418.0,184.0,567.0,802.0,-146.0,173.0,,,173.0,206.0,-33.0,,-27.0,656.0,-248.0,408.0,0.0,0.0,0.0,408.0,6.0,414.0,0.0,0.0,414.0,258.65,-155.35,304.0,1.36,1.36,0.850822,305.0,1.36,1.36,0.850656,
09/30/2009,3408.0,3248.0,,,,0.0,160.0,,-1615.0,1615.0,302.0,1313.0,,0.0,1793.0,-1306.0,,449.0,192.0,665.0,487.0,-129.0,320.0,,,320.0,355.0,-35.0,,-191.0,358.0,-128.0,230.0,0.0,0.0,0.0,230.0,4.0,234.0,0.0,0.0,234.0,339.34,105.34,304.0,0.77,0.77,1.11625,306.0,0.77,0.77,1.114248,
12/31/2009,2960.0,1888.0,,,,0.0,1072.0,,-1513.0,1513.0,263.0,1250.0,,0.0,1447.0,-1400.0,,323.0,166.0,911.0,47.0,-191.0,188.0,,,188.0,223.0,-35.0,,3.0,-144.0,246.0,102.0,0.0,0.0,0.0,102.0,2.0,104.0,0.0,0.0,104.0,309.64,-413.64,304.0,0.342105,0.342105,-1.018553,306.0,0.339869,0.339869,-1.018553,
03/31/2010,3299.0,3067.0,,,,0.0,165.0,67.0,-1572.0,1572.0,334.0,1238.0,,0.0,1727.0,-1311.0,,405.0,205.0,701.0,416.0,-156.0,172.0,,,172.0,213.0,-41.0,,-16.0,260.0,-111.0,149.0,0.0,0.0,0.0,149.0,6.0,155.0,0.0,0.0,155.0,246.8,91.8,304.0,0.51,0.51,0.811842,306.0,0.51,0.51,0.81,
06/30/2010,3139.0,2373.0,,,,0.0,766.0,,-1413.0,1413.0,350.0,1063.0,,0.0,1726.0,-1200.0,,351.0,176.0,673.0,526.0,-136.0,167.0,,,167.0,207.0,-40.0,,-31.0,390.0,-134.0,256.0,0.0,0.0,0.0,256.0,9.0,265.0,0.0,0.0,265.0,249.75,-15.25,304.0,0.87,0.87,0.821546,305.0,0.87,0.87,0.82,
09/30/2010,3728.0,2757.0,,,,0.0,971.0,,-1719.0,1719.0,400.0,1319.0,,0.0,2009.0,-1594.0,,358.0,206.0,1030.0,415.0,-121.0,167.0,,,167.0,208.0,-41.0,,-46.0,294.0,-119.0,175.0,0.0,0.0,0.0,175.0,4.0,179.0,0.0,0.0,179.0,389.45,210.45,304.0,0.59,0.59,1.281086,305.0,0.59,0.59,1.28,
12/31/2010,3173.0,2205.0,2152.0,53.0,,0.0,968.0,,-1352.0,1352.0,348.0,1004.0,,0.0,1821.0,-1534.0,,361.0,189.0,984.0,287.0,-150.0,174.0,,,174.0,217.0,-43.0,,-24.0,137.0,-59.0,78.0,0.0,0.0,0.0,78.0,5.0,83.0,0.0,0.0,83.0,236.0,153.0,304.0,0.27,0.27,0.776316,306.0,0.27,0.27,0.77,
03/31/2011,3576.0,2332.0,,,,0.0,1244.0,,-1639.0,1639.0,453.0,1186.0,,0.0,1937.0,-1587.0,,357.0,237.0,993.0,350.0,-192.0,213.0,,,213.0,231.0,-18.0,,-21.0,158.0,-111.0,47.0,0.0,0.0,0.0,47.0,5.0,52.0,0.0,0.0,52.0,257.8,205.8,342.0,0.15,0.15,0.753801,343.0,0.15,0.15,0.75,
06/30/2011,4060.0,2590.0,,,,0.0,1470.0,,-1855.0,1855.0,635.0,1220.0,,0.0,2205.0,-1684.0,,377.0,242.0,1065.0,521.0,-214.0,245.0,,,245.0,265.0,-20.0,,-31.0,307.0,-114.0,193.0,0.0,0.0,0.0,193.0,10.0,203.0,0.0,0.0,203.0,298.4,95.4,418.0,0.48,0.48,0.713876,420.0,0.48,0.48,0.707143,
09/30/2011,4719.0,3041.0,,,,0.0,1678.0,,-1981.0,1981.0,632.0,1349.0,,0.0,2738.0,-1681.0,,419.0,269.0,993.0,1057.0,-202.0,250.0,,,250.0,267.0,-17.0,,-48.0,855.0,-325.0,530.0,0.0,0.0,0.0,530.0,2.0,532.0,0.0,0.0,532.0,582.4,50.4,418.0,1.27,1.27,1.393301,420.0,1.27,1.27,1.39,
12/31/2011,3860.0,2427.0,2243.0,184.0,,0.0,1433.0,,-1785.0,1785.0,597.0,1188.0,,0.0,2075.0,-2305.0,,331.0,230.0,1744.0,-230.0,353.0,230.0,,,230.0,245.0,-15.0,,-583.0,123.0,-24.0,99.0,0.0,0.0,0.0,99.0,-1.0,98.0,0.0,0.0,98.0,324.8,226.8,418.0,0.23,0.23,0.777033,420.0,0.23,0.23,0.77,
03/31/2012,3990.0,2540.0,,,,0.0,1450.0,,-1800.0,1800.0,541.0,1259.0,,0.0,2190.0,-1444.0,,354.0,272.0,818.0,746.0,-218.0,229.0,,,229.0,246.0,-17.0,,-11.0,528.0,-222.0,306.0,0.0,0.0,0.0,306.0,,306.0,0.0,0.0,306.0,343.8,37.8,418.0,0.73,0.73,0.822488,420.0,0.73,0.73,0.82,
06/30/2012,3755.0,2323.0,,,,0.0,1432.0,,-1698.0,1698.0,656.0,1042.0,,0.0,2057.0,-1500.0,,347.0,232.0,921.0,557.0,-242.0,255.0,,,255.0,274.0,-19.0,,-13.0,315.0,-127.0,188.0,0.0,0.0,0.0,188.0,-1.0,187.0,0.0,0.0,187.0,237.85,50.85,417.0,0.45,0.45,0.570384,419.0,0.45,0.45,0.570384,
