Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1994,,,,,,,91.823682,72.811954,,51.55608,47.643645,47.643645,,0.0,113.695349,,
06/30/1994,,,,,,,92.662179,75.438183,,55.713106,52.02253,52.02253,,0.0,98.940032,,
09/30/1994,,,,,,,92.66871,74.617741,,54.108056,50.629969,50.629969,,0.0,107.401143,,
12/31/1994,,,,,,,91.407812,74.792851,,54.863537,51.443158,51.443158,,0.0,104.076337,,
03/31/1995,,17.877923,9.352693,10.250397,13.986996,,90.085302,75.142172,92.831901,55.140675,51.466624,51.466624,,0.0,101.235822,-0.220939,
06/30/1995,,25.252976,13.382209,14.296468,17.760279,,90.706651,74.906412,49.042122,149.862994,146.138714,146.138714,,0.0,39.948767,15.164723,
09/30/1995,,26.050167,13.34654,14.309622,17.615632,,92.91695,76.779325,107.089686,59.107862,55.735708,55.735708,,0.0,105.258125,-1.36975,
12/31/1995,,26.365866,12.928853,13.788533,16.965094,,91.218306,74.928123,77.541707,55.430681,52.271962,52.271962,,0.0,112.257142,-3.231702,
03/31/1996,,24.657248,12.190031,13.041674,16.159614,,92.03607,75.797257,83.702051,54.054521,50.447429,50.447429,,0.0,109.944518,-2.452044,
06/30/1996,,17.274247,8.656783,9.356715,12.764942,,92.038842,75.495325,78.759353,53.8874,50.9743,50.9743,,0.0,104.810462,-0.830971,
09/30/1996,,17.447616,8.472921,9.207075,12.861155,,92.589617,74.980754,61.865117,52.434983,50.29956,50.29956,,0.0,112.549901,-2.189659,
12/31/1996,,17.934067,8.532069,9.203286,12.998778,,92.509766,74.182726,69.433922,52.357444,49.76603,49.76603,,0.0,107.625959,-1.367645,
03/31/1997,,18.632842,8.292206,8.964558,12.58629,,91.793824,74.033757,47.50518,58.758544,55.460521,55.460521,,0.0,100.619197,-0.115374,
06/30/1997,,18.640578,8.027197,8.656578,12.235119,,91.603413,74.312619,43.261733,51.642467,48.483513,48.483513,,0.0,113.784601,-2.569529,
09/30/1997,,18.896824,8.014629,8.740948,12.403923,,91.630301,74.011828,62.098819,50.961095,48.345562,48.141272,,0.0,114.492371,-2.738598,
12/31/1997,,17.619598,7.646447,8.295214,11.758002,,91.378287,73.500511,65.341571,52.102571,49.606886,46.089702,,0.0,117.155593,-3.022747,
03/31/1998,,17.413298,7.515288,8.192734,11.690044,,90.515768,72.227112,62.02669,51.263277,48.103707,44.853308,,0.0,118.782605,-3.270671,
06/30/1998,,17.302944,7.008566,7.601531,10.909897,,90.523873,71.429323,56.656451,49.538843,46.713919,43.601766,,0.0,121.636636,-3.743775,
09/30/1998,,19.260101,7.42922,8.062562,11.450427,,88.597448,70.782147,60.198791,61.151164,59.042831,54.157378,,0.0,89.516548,2.019123,
12/31/1998,,19.856546,7.587736,8.257776,11.53151,,89.545684,71.421919,65.364908,65.402097,60.011971,50.899091,,0.0,90.399026,1.906422,
03/31/1999,,19.752429,7.377667,8.065424,,,85.780216,66.864837,52.201413,41.956029,39.052016,30.771247,,,,,
06/30/1999,,18.491094,6.942283,7.584296,,,104.107157,66.492318,52.978939,40.955763,37.975759,30.043233,,0.0,277.637158,-32.847053,
09/30/1999,,19.125755,7.01874,7.685218,,,85.836305,66.3143,47.572632,59.416295,57.782759,49.913824,,,,,
12/31/1999,,11.772315,5.030055,5.426916,,,87.076828,65.842828,56.179763,40.252668,37.950186,30.29352,,0.0,145.413205,-5.346185,
03/31/2000,,13.142907,5.446726,5.853492,,,86.988412,65.154718,62.219375,39.277983,37.478671,29.551764,,,,,
