Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/01/1990,6175.905762,116.537999,100.945999,15.592,786.580017,,,804.255005,,,,,1284.952026,,,2992.324951,802.554993,,,0.0,2381.025879,,,,2381.025879,3183.580872,,260.447998,260.447998,,,,1245.916016,,,,,678.904053,,,678.904053,2185.268066,2786.443115,,,,494.694,,,494.694,3281.137115,5466.405182,0.0,541.190979,,,0,,168.309998,709.500977,0.0,709.500977,6175.906158,
07/01/1990,5852.714844,104.618997,91.060997,13.558,836.856018,,,876.729004,,,,,819.801025,,,2638.004883,822.122009,,,0.0,2392.587891,,,,2392.587891,3214.7099,,261.631012,261.631012,,,,811.578003,,,,,718.389008,,,718.389008,1791.598022,2848.318115,,,,452.148987,,,452.148987,3300.467102,5092.065125,0.0,589.22699,,,0,,171.423004,760.649994,0.0,760.649994,5852.715118,
09/30/1990,5840.629883,186.995006,181.115005,5.88,764.97699,,,924.051025,,,,,154.824997,,,2030.848022,838.817993,,,0.0,2970.964111,,,,2970.964111,3809.782104,,312.11499,312.11499,,,,702.030029,,,,,790.18103,,,790.18103,1804.32605,2798.768066,,,,466.507996,,,466.507996,3265.276062,5069.602112,0.0,589.79303,,,0,,181.235001,771.02803,0.0,771.02803,5840.630142,
12/31/1990,5889.53418,83.892998,83.892998,0.0,808.908997,,,844.469971,,,,,196.335999,,,1933.608032,827.236023,1531.349976,-704.114014,0.0,3128.689941,,,,3128.689941,3955.925964,,300.894989,300.894989,,,,512.710999,,,,,898.856049,,,898.856049,1712.462036,2755.634033,,,,500.744995,,,500.744995,3256.379028,4968.841064,0.0,589.971008,,,0,,330.721985,920.692993,0.0,920.692993,5889.534058,
03/31/1991,5805.404785,88.869003,84.495003,4.374,768.588013,,,880.333008,,,,,183.294006,,,1921.083984,772.630981,,,0.0,3111.689941,,,,3111.689941,3884.320923,,317.328003,317.328003,,,,441.365997,,,,,790.432953,,,790.432953,1549.126953,2843.448975,,,,504.595001,,,504.595001,3348.043976,4897.170929,0.0,589.971008,,,0,,318.263,908.234009,0.0,908.234009,5805.404938,
06/30/1991,5561.541992,59.816001,57.789001,2.027,749.484009,,,832.987976,,,,,169.852997,,,1812.140991,722.065979,,,0.0,3027.334961,,,,3027.334961,3749.40094,,297.360992,297.360992,,,,401.19101,,,,,706.029053,,,706.029053,1404.581055,2804.455078,,,,489.270996,,,489.270996,3293.726074,4698.307129,0.0,592.122009,,,0,,271.113007,863.235016,0.0,863.235016,5561.542145,
09/29/1991,5593.795898,157.873,156.709,1.164,768.934021,,,806.276978,,,,,162.964996,,,1896.04895,703.804993,,,0.0,2993.941895,,,,2993.941895,3697.746887,,294.515991,294.515991,,,,467.308014,,,,,708.331024,,,708.331024,1470.155029,2614.926025,,,,509.498993,,,509.498993,3124.425018,4594.580048,150.0,592.697021,,,0,,256.519012,999.216034,0.0,999.216034,5593.796082,
12/31/1991,5532.769043,75.484001,75.484001,0.0,762.802002,,,760.333008,,,,,131.320999,,,1729.939941,731.229004,1520.850952,-789.622009,0.0,3071.600098,,,,3071.600098,3802.829102,,310.757996,310.757996,,,,244.531998,,,,,818.605026,,,818.605026,1373.89502,2625.833008,,,,505.877991,,,505.877991,3131.710999,4505.606018,150.0,592.856995,,,0,,284.306,1027.162994,0.0,1027.162994,5532.769012,
03/29/1992,5464.604004,58.560001,58.560001,0.0,776.419006,,,792.780029,,,,,132.531998,,,1760.291016,702.791992,,,0.0,3001.520996,,,,3001.520996,3704.312988,,314.763,314.763,,,,246.477997,,,,,706.651947,,,706.651947,1267.892944,2719.126953,,,,467.630005,,,467.630005,3186.756958,4454.649902,150.0,599.297974,,,0,,260.656006,1009.953979,0.0,1009.953979,5464.603882,
06/28/1992,5529.993164,68.863998,68.863998,0.0,773.695007,,,815.672974,,,,,132.791,,,1791.022949,725.047974,,,0.0,3013.922119,,,,3013.922119,3738.970093,,292.821991,292.821991,,,,249.826004,,,,,705.137039,,,705.137039,1247.785034,2327.802979,,,,481.894012,,,481.894012,2809.696991,4057.482025,150.0,1071.159058,,,0,,251.352005,1472.511063,0.0,1472.511063,5529.993088,
09/27/1992,5765.986816,80.735001,80.735001,0.0,818.768005,,,859.286987,,,,,145.091995,,,1903.881958,763.062988,,,0.0,3099.041992,,,,3099.041992,3862.10498,,320.891998,320.891998,,,,430.830994,,,,,806.944977,,,806.944977,1558.667969,2188.332031,,,,531.219971,,,531.219971,2719.552002,4278.219971,150.0,1070.144043,,,0,,267.622986,1487.767029,0.0,1487.767029,5765.987,
12/31/1992,5391.899902,66.300003,66.300003,,815.0,,,746.799988,,,,,155.0,,,1783.099976,755.700012,1570.0,-814.299988,0.0,2853.100098,,,,2853.100098,3608.80011,,320.899994,320.899994,,,,455.299988,,,,,713.899994,,,713.899994,1490.099976,2108.5,,,,719.299988,,,719.299988,2827.799988,4317.899963,150.0,1070.300049,,,0,,-146.300003,1074.000046,0.0,1074.000046,5391.900009,
04/04/1993,5422.899902,82.0,82.0,0.0,768.700012,,,823.099976,,,,,171.699997,,,1845.5,758.400024,,,0.0,2819.0,,,,2819.0,3577.400024,,334.899994,334.899994,,,,401.5,,,,,615.600006,,,615.600006,1352.0,2301.600098,,,,707.299988,,,707.299988,3008.900085,4360.900085,150.0,1070.800049,,,0,,-158.800003,1062.000046,0.0,1062.000046,5422.900131,
07/04/1993,5530.200195,77.300003,77.300003,0.0,771.299988,,,891.200012,,,,,157.100006,,,1896.900024,781.799988,,,0.0,2851.5,,,,2851.5,3633.299988,,322.700012,322.700012,,,,389.0,,,,,640.899963,,,640.899963,1352.599976,2377.199951,,,,718.299988,,,718.299988,3095.499939,4448.099915,150.0,1072.599976,,,0,,-140.5,1082.099976,0.0,1082.099976,5530.19989,
09/30/1993,5484.600098,91.900002,91.900002,0.0,786.400024,,,865.099976,,,,,158.899994,,,1902.300049,783.299988,,,0.0,2799.0,,,,2799.0,3582.299988,,331.200012,331.200012,,,,463.799988,,,,,616.400024,,,616.400024,1411.400024,2348.399902,,,,659.799988,,,659.799988,3008.19989,4419.599915,150.0,1075.599976,,,0,,-160.600006,1064.999969,0.0,1064.999969,5484.599884,
12/31/1993,5310.600098,82.0,82.0,,832.099976,,,728.900024,,,,,121.099998,,,1764.099976,796.200012,1617.599976,-821.400024,0.0,2750.300049,,,,2750.300049,3546.500061,,369.299988,369.299988,,,,495.399994,,,,,643.800018,,,643.800018,1508.5,2069.199951,,,,684.0,,,684.0,2753.199951,4261.699951,150.0,1076.699951,,,0,,-177.800003,1048.899948,0.0,1048.899948,5310.599899,
04/03/1994,5339.0,75.099998,75.099998,,818.400024,,,796.299988,,,,,107.800003,,,1797.599976,797.900024,,,0.0,2743.5,,,,2743.5,3541.400024,,295.5,295.5,,,,302.600006,,,,,648.499969,,,648.499969,1246.599976,2363.5,,,,682.099976,,,682.099976,3045.599976,4292.199951,150.0,1078.0,,,0,,-181.199997,1046.800003,0.0,1046.800003,5338.999954,
07/03/1994,5391.0,88.300003,88.300003,,799.0,,,833.200012,,,,,116.900002,,,1837.400024,810.799988,,,0.0,2742.800049,,,,2742.800049,3553.600037,,323.899994,323.899994,,,,561.400024,,,,,676.899933,,,676.899933,1562.199951,2069.100098,,,,686.5,,,686.5,2755.600098,4317.800049,150.0,1083.5,,,0,,-160.300003,1073.199997,0.0,1073.199997,5391.000046,
10/02/1994,5532.100098,86.599998,86.599998,0.0,895.200012,,,853.400024,,,,,130.100006,,,1965.300049,821.799988,,,0.0,2745.0,,,,2745.0,3566.799988,,393.5,393.5,,,,684.799988,,,,,736.500061,,,736.500061,1814.800049,1929.400024,,,,683.700012,,,683.700012,2613.100037,4427.900085,150.0,1087.300049,,,0,,-133.100006,1104.200043,0.0,1104.200043,5532.100128,
12/31/1994,5264.299805,65.0,65.0,,635.099976,,,700.5,,,,,443.200012,,,1843.800049,822.700012,1668.800049,-846.099976,0.0,2597.800049,,,,2597.800049,3420.500061,,284.100006,284.100006,,,,670.099976,,,,,757.499969,,,757.499969,1711.699951,1723.199951,,,,660.0,,,660.0,2383.199951,4094.899902,150.0,1091.400024,,,0,,-72.0,1169.400024,0.0,1169.400024,5264.299927,
04/02/1995,5560.299805,100.699997,100.699997,,853.400024,,,846.799988,,,,,155.5,,,1956.400024,846.599976,,,0.0,2757.300049,,,,2757.300049,3603.900024,,441.399994,441.399994,,,,638.700012,,,,,739.200043,,,739.200043,1819.300049,1816.300049,,,,684.200012,,,684.200012,2500.500061,4319.80011,150.0,1101.599976,,,0,,-11.1,1240.499975,0.0,1240.499975,5560.300085,
07/02/1995,5658.299805,126.599998,126.599998,,869.5,,,872.400024,,,,,164.699997,,,2033.199951,857.0,,,0.0,2768.100098,,,,2768.100098,3625.100098,,403.600006,403.600006,,,,710.400024,,,,,742.199921,,,742.199921,1856.199951,1812.099976,,,,703.5,,,703.5,2515.599976,4371.799927,150.0,1112.0,,,0,,24.5,1286.5,0.0,1286.5,5658.299927,
10/01/1995,5640.5,112.099998,112.099998,,902.599976,,,929.0,,,,,153.100006,,,2096.800049,839.599976,,,0.0,2704.100098,,,,2704.100098,3543.700073,,449.600006,449.600006,,,,778.400024,,,,,782.199921,,,782.199921,2010.199951,1677.300049,,,,661.400024,,,661.400024,2338.700073,4348.900024,150.0,1118.800049,,,0,,22.799999,1291.600048,0.0,1291.600048,5640.500072,
