Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/2007,6295.232,663.625,663.625,0.0,1352.383,1352.383,,,1374.4,912.577,275.993,185.83,0.0,275.885,,,,,,3666.293,1261.481,2175.849,-914.368,0.0,1367.458,1271.076,1124.484,146.592,96.382,2628.939,,2001.508,2001.508,,,,501.716,501.716,0.0,0.0,,,487.623,,,,487.623,2990.847,760.477,760.477,0.0,0.0,,92.215,,,92.215,852.692,3843.539,0.0,1340.899,,,-200.251,1131.403,170.96,2443.011,8.682,2451.693,6295.232,
11/30/2007,6734.039,664.456,664.456,,1587.615,1587.615,,,1472.806,1011.182,284.987,176.637,,296.202,,,,,,4021.079,1304.977,2325.283,-1020.306,,1407.983,1300.318,1160.473,139.845,107.665,2712.96,,2195.09,2195.09,,,,517.242,,,,,,531.23,,,,531.23,3243.562,758.775,,,,,145.666,,,145.666,904.441,4148.003,,1348.204,,,-200.251,1182.673,246.297,2576.923,9.113,2586.036,6734.039,
02/29/2008,6443.926,531.369,531.369,0.0,1337.929,1337.929,,,1482.471,1009.834,286.477,186.16,0.0,299.023,,,,,,3650.792,1330.777,2350.204,-1019.427,0.0,1462.357,1324.926,1179.633,145.293,137.431,2793.134,,2005.306,2005.306,,,,142.726,142.726,0.0,0.0,,,516.546,,,,516.546,2664.578,998.997,998.997,0.0,0.0,,165.437,,,165.437,1164.434,3829.012,0.0,1373.446,,,-201.446,1143.924,291.499,2607.423,7.491,2614.914,6443.926,
05/31/2008,6928.051,860.069,860.069,0.0,1323.726,1323.726,,,1511.6,1031.536,294.616,185.448,0.0,393.794,,,,,,4089.189,1342.815,2399.731,-1056.916,0.0,1496.047,1333.004,1145.754,187.25,163.043,2838.862,,2063.104,2063.104,,,,247.641,247.641,0.0,0.0,,,607.875,,,,607.875,2918.62,1147.807,1147.807,0.0,0.0,,178.347,,,178.347,1326.154,4244.774,0.0,1385.523,,,-202.45,1167.665,324.775,2675.513,7.764,2683.277,6928.051,
08/31/2008,7032.137,772.923,772.923,,1475.53,1475.53,,,1528.862,1070.163,277.699,181.0,0.0,361.822,,,,,,4139.137,1392.479,2472.198,-1079.719,,1500.521,1291.945,1119.11,172.835,208.576,2893.0,,2218.969,2218.969,,,,269.937,,,,,,558.734,,,,558.734,3047.64,1099.473,,,,,161.895,,,161.895,1261.368,4309.008,0.0,1406.593,,,-202.686,1210.417,301.401,2715.725,7.404,2723.129,7032.137,
11/30/2008,6783.051,579.882,579.882,0.0,1673.684,1673.684,0.0,,1611.266,1137.19,287.471,186.605,0.0,417.093,0.0,162.715,21.141,,361.681,4281.925,1391.76,2454.537,-1062.777,0.0,1109.366,904.013,746.0,158.013,42.638,2501.126,,2996.956,2322.871,27.72,0.0,646.365,257.907,0.0,0.0,0.0,,257.907,3.488,0.0,0.0,5.957,0.0,3258.351,1071.73,1071.73,0.0,0.0,,154.432,0.0,,148.475,1226.162,4484.513,0.0,1421.007,0.215,1420.792,-202.917,919.644,152.973,2290.707,7.831,2298.538,6783.051,
02/28/2009,5293.789,774.936,774.936,0.0,1138.598,1138.598,0.0,,1403.588,1006.05,250.375,147.163,0.0,354.944,,36.354,26.719,,276.849,3672.066,1371.37,2428.164,-1056.794,0.0,250.353,169.661,23.26,146.401,44.338,1621.723,,2464.542,1885.142,16.857,,562.543,172.948,0.0,,,,172.948,15.294,,,10.936,0.0,2652.784,1069.716,1069.716,,,,161.683,,,150.747,1231.399,3884.183,0.0,1433.203,0.215,1432.988,-202.917,38.57,133.441,1402.297,7.309,1409.606,5293.789,
05/31/2009,5169.055,768.915,768.915,0.0,1151.832,1151.832,0.0,,1255.51,890.745,231.634,133.131,0.0,338.162,,54.912,27.887,,277.5,3514.419,1381.444,2472.658,-1091.214,0.0,273.192,167.019,23.683,143.336,51.261,1654.636,,2330.59,1745.144,17.91,,567.536,156.259,0.0,,,,156.259,35.185,,,7.773,0.0,2522.034,1064.167,1064.167,,,,167.171,,,159.398,1231.338,3753.372,0.0,1445.57,0.216,1445.354,-203.539,-5.146,171.96,1408.845,6.838,1415.683,5169.055,
08/31/2009,5317.858,876.272,876.272,0.0,1260.962,1260.962,0.0,,1226.656,878.739,208.266,139.651,0.0,312.936,0.0,49.673,37.448,,236.921,3676.826,1377.729,2509.494,-1131.765,0.0,263.303,156.288,25.12,131.168,57.342,1641.032,,2482.18,1938.009,11.831,0.0,532.34,197.575,0.0,0.0,0.0,,197.575,6.171,0.0,0.0,4.178,0.0,2685.926,1036.873,1036.873,0.0,0.0,,152.65,0.0,47.344,101.128,1189.523,3875.449,0.0,1455.431,0.217,1455.214,-203.541,-13.7,196.972,1435.162,7.247,1442.409,5317.858,
11/30/2009,5620.251,852.067,852.067,0.0,1392.344,1392.344,0.0,,1416.881,1011.476,249.606,155.799,0.0,353.544,,56.331,44.988,,266.753,4014.836,1338.682,2471.088,-1132.406,0.0,266.733,151.489,25.301,126.188,58.913,1605.415,,2790.707,2210.74,17.137,,562.83,147.111,0.0,,,,147.111,9.553,,,6.479,0.0,2947.371,1037.408,1037.408,,,,158.475,,,151.996,1195.883,4143.254,0.0,1440.237,0.217,1440.02,-206.829,28.791,206.966,1469.165,7.832,1476.997,5620.251,
02/28/2010,5449.878,794.137,794.137,0.0,1174.614,1174.614,0.0,,1565.335,1141.978,274.467,148.89,0.0,323.944,,57.427,32.835,,249.568,3858.03,1336.214,2483.111,-1146.897,0.0,255.634,144.314,24.904,119.41,53.893,1591.848,,2592.568,2120.863,16.076,,455.629,158.461,0.0,,,,158.461,19.028,,,1.395,0.0,2770.057,1037.894,1037.894,,,,151.204,,,149.809,1189.098,3959.155,0.0,1472.281,0.218,1472.063,-206.829,43.413,174.036,1482.901,7.822,1490.723,5449.878,
05/31/2010,5693.283,600.349,600.349,0.0,1266.724,1266.724,0.0,,1781.798,1279.861,337.595,164.342,0.0,409.096,,60.123,32.347,,346.183,4057.967,1378.057,2531.824,-1153.767,0.0,257.259,141.464,28.345,113.119,55.672,1635.316,,2893.392,2369.005,19.505,,504.882,87.625,0.0,,,,87.625,13.482,,,0.89,0.0,2994.499,1038.412,1038.412,,,,148.738,,,147.848,1187.15,4181.649,0.0,1500.765,0.219,1500.546,-209.028,79.805,127.63,1499.172,12.462,1511.634,5693.283,
08/31/2010,6367.747,744.329,744.329,0.0,1408.319,1408.319,0.0,,2094.135,1509.886,390.069,194.18,0.0,407.235,0.0,55.101,35.56,,343.682,4654.018,1451.392,2618.199,-1166.807,0.0,262.337,132.568,28.455,104.113,74.668,1713.729,,3428.893,2741.719,19.236,0.0,667.938,167.566,0.0,0.0,0.0,,167.566,8.715,0.0,0.0,1.462,0.0,3605.174,1018.93,1018.93,0.0,0.0,,150.871,0.0,47.514,101.895,1169.801,4774.975,0.0,1541.727,0.22,1541.507,-209.046,123.303,122.062,1578.046,14.726,1592.772,6367.747,
11/30/2010,6384.454,630.154,630.154,0.0,1183.949,1183.949,0.0,,2158.235,1557.502,392.879,207.854,0.0,652.709,,59.024,32.363,,584.058,4625.047,1485.309,2703.224,-1217.915,0.0,274.098,130.222,28.574,101.648,84.852,1759.407,,3215.029,2592.939,28.895,,593.195,198.928,0.0,,,,198.928,11.177,,,3.547,0.0,3425.134,1099.449,1099.449,,,,152.744,,,149.197,1252.193,4677.327,0.0,1561.786,0.222,1561.564,-218.679,213.883,134.421,1691.411,15.716,1707.127,6384.454,
02/28/2011,6612.785,902.317,902.317,0.0,1051.482,1051.482,0.0,,2160.275,1535.767,386.028,238.48,0.0,658.181,,67.497,38.213,,595.726,4772.255,1547.394,2805.321,-1257.927,0.0,293.136,146.844,49.094,97.75,78.795,1840.53,,3400.721,2672.382,33.275,,695.064,137.508,0.0,,,,137.508,8.752,,,2.26,0.0,3546.981,1100.547,1100.547,,,,156.86,,,154.6,1257.407,4804.388,0.0,1596.071,0.223,1595.848,-218.768,253.664,161.219,1792.186,16.211,1808.397,6612.785,
05/31/2011,6955.568,911.145,911.145,0.0,1045.238,1045.238,0.0,,2257.984,1577.751,402.572,277.661,0.0,862.173,,69.051,35.467,,797.795,5076.54,1593.406,2915.937,-1322.531,0.0,285.622,129.08,33.943,95.137,87.491,1879.028,,3646.101,2752.668,34.27,,859.163,80.449,0.0,,,,80.449,9.308,,,6.709,0.0,3735.858,1107.195,1107.195,,,,163.14,,,156.431,1270.335,5006.193,0.0,1619.227,0.224,1619.003,-218.785,342.725,190.188,1933.355,16.02,1949.375,6955.568,
08/31/2011,7057.94,888.611,888.611,0.0,1100.926,1100.926,0.0,,2227.339,1493.904,451.162,282.273,0.0,898.911,0.0,74.989,14.282,,862.55,5115.787,1641.335,3004.816,-1363.481,0.0,300.818,125.305,36.199,89.106,100.524,1942.153,,3803.769,2885.168,32.987,0.0,885.614,74.16,0.0,0.0,0.0,,74.16,11.959,0.0,0.0,15.761,0.0,3889.888,1112.594,1112.594,0.0,0.0,,171.635,0.0,38.542,117.332,1284.229,5174.117,0.0,1649.656,0.225,1649.431,-419.035,441.793,194.706,1867.12,16.703,1883.823,7057.94,
11/30/2011,7199.374,861.904,861.904,0.0,1112.721,1112.721,0.0,,2384.555,1633.758,461.538,289.259,0.0,957.826,,66.392,28.314,,904.367,5317.006,1628.855,3009.818,-1380.963,0.0,253.513,117.054,35.688,81.366,70.067,1882.368,,3903.337,3098.467,19.534,,785.336,83.859,0.0,,,,83.859,12.187,,,15.54,0.0,3999.383,1112.526,1112.526,,,,171.752,,,156.212,1284.278,5283.661,0.0,1672.243,0.23,1672.013,-449.903,537.287,138.872,1898.499,17.214,1915.713,7199.374,
02/29/2012,7167.054,707.35,707.35,0.0,1122.529,1122.529,0.0,,2350.842,1636.408,425.168,289.266,0.0,932.629,,75.287,10.157,,888.95,5113.35,1658.461,3147.609,-1489.148,,395.243,222.863,96.46,126.403,97.093,2053.704,,3558.623,2723.132,24.943,,810.548,281.602,0.0,,,,281.602,11.268,,,16.588,0.0,3851.493,1112.475,1112.475,,,,184.292,,,167.704,1296.767,5148.26,0.0,1704.217,0.231,1703.986,-490.055,617.661,169.009,2000.832,17.962,2018.794,7167.054,
05/31/2012,7372.838,742.129,742.129,0.0,1127.794,1127.794,0.0,,2377.485,1563.038,463.956,350.491,0.0,1087.629,,69.788,7.41,,1045.032,5335.037,1659.484,3181.423,-1521.939,0.0,378.317,216.425,94.283,122.142,92.104,2037.801,,3737.223,2900.664,30.196,,806.363,296.418,0.0,,,,296.418,17.597,,,21.17,0.0,4051.238,1140.154,1140.154,,,,165.569,,,144.399,1305.723,5356.961,0.0,1724.141,0.231,1723.91,-521.207,701.367,109.265,2013.566,2.311,2015.877,7372.838,
08/31/2012,7803.141,1217.256,1217.256,0.0,1125.015,1125.015,0.0,,2268.949,1534.182,444.721,290.046,0.0,1028.108,0.0,73.411,10.949,,983.546,5639.328,1779.155,3357.421,-1578.266,0.0,384.658,214.071,95.018,119.053,97.176,2163.813,,3832.844,2992.865,35.665,0.0,804.314,18.031,0.0,,,,18.031,8.121,0.0,0.0,24.245,0.0,3858.996,1658.326,1658.326,,,,178.484,0.0,56.764,97.475,1836.81,5695.806,0.0,1753.079,0.232,1752.847,-521.231,766.934,106.275,2105.057,2.278,2107.335,7803.141,
11/30/2012,8185.5,1030.034,1030.034,0.0,1430.468,1430.468,0.0,,2465.801,1595.422,536.593,333.786,0.0,1019.773,,71.364,10.727,,971.302,5946.076,1859.166,3509.133,-1649.967,0.0,380.258,211.569,95.666,115.903,97.325,2239.424,,4247.158,3374.927,28.416,,843.815,9.65,0.0,,,,9.65,12.682,,,22.668,0.0,4269.49,1656.058,1656.058,,,,183.907,,,161.239,1839.965,6109.455,0.0,1775.405,0.237,1775.168,-670.401,855.819,112.89,2073.713,2.332,2076.045,8185.5,
02/28/2013,8247.641,1061.655,1061.655,0.0,1300.046,1300.046,0.0,,2496.618,1558.71,562.551,375.357,0.0,1038.954,,72.621,11.312,,990.314,5897.273,1961.492,3668.513,-1707.021,0.0,388.876,212.363,98.086,114.277,103.892,2350.368,,4108.402,3142.825,20.13,,945.447,109.598,0.0,,,,109.598,10.588,,,25.345,0.0,4228.588,1653.708,1653.708,,,,187.355,,,162.01,1841.063,6069.651,0.0,1800.832,0.237,1800.595,-670.714,927.361,118.624,2176.103,1.887,2177.99,8247.641,
05/31/2013,8133.484,1351.726,1351.726,0.0,1008.106,1008.106,0.0,,2356.304,1481.174,516.368,358.762,0.0,1092.053,,95.734,11.988,0.0,1032.178,5808.189,1939.848,3708.263,-1768.415,0.0,385.447,214.382,103.592,110.79,75.331,2325.295,,4065.308,3085.848,33.178,,946.282,9.459,0.0,,,,9.459,14.806,,,25.71,0.0,4089.573,1651.359,1651.359,,,,185.533,,,159.823,1836.892,5926.465,0.0,1816.572,0.237,1816.335,-670.761,961.16,98.616,2205.587,1.432,2207.019,8133.484,
08/31/2013,9153.781,1011.373,1011.373,0.0,1168.954,1168.954,0.0,,2118.716,1274.588,526.476,317.652,0.0,1521.202,0.0,91.383,12.269,31.855,1130.458,5820.245,2309.32,4012.955,-1703.635,0.0,1024.216,609.445,349.011,260.434,100.801,3333.536,,4438.354,3191.328,38.323,0.0,1208.703,215.448,0.0,,,,215.448,210.632,0.0,0.0,58.047,0.0,4864.434,1690.418,1690.418,,,,243.362,0.0,46.699,106.761,1933.78,6798.214,0.0,1853.647,0.238,1853.409,-670.783,1071.175,81.248,2335.287,20.28,2355.567,9153.781,
11/30/2013,9029.402,769.223,769.223,0.0,1430.997,1430.997,0.0,,2166.797,1345.087,495.501,326.209,0.0,1241.678,,87.17,26.28,,1153.588,5608.695,2474.466,4372.915,-1898.449,0.0,946.241,762.666,457.972,304.694,96.405,3420.707,,4547.806,3185.09,18.129,,1344.587,117.23,0.0,,,,117.23,14.374,,,78.688,0.0,4679.41,1677.824,1677.824,,,,254.42,,,175.732,1932.244,6611.654,0.0,1828.353,0.242,1828.111,-703.5,1172.105,93.914,2390.872,26.876,2417.748,9029.402,
02/28/2014,8128.208,675.129,675.129,0.0,941.059,941.059,0.0,,1821.815,1085.746,456.023,280.046,0.0,1524.676,,88.946,25.978,0.0,902.018,4962.679,2331.97,4186.28,-1854.31,0.0,833.559,625.282,369.891,255.391,119.331,3165.529,,3545.734,2461.765,9.973,,1073.996,160.839,0.0,,,,160.839,208.422,,,57.707,0.0,3914.995,1675.322,1675.322,,,,217.467,,,159.76,1892.789,5807.784,0.0,1852.024,0.243,1851.781,-767.679,1116.461,94.571,2295.377,25.047,2320.424,8128.208,
05/31/2014,8221.33,1322.266,1322.266,0.0,998.42,998.42,0.0,,1861.235,1058.748,458.519,343.968,0.0,975.237,,89.451,32.692,0.0,859.77,5157.158,2212.908,4121.768,-1908.86,0.0,851.264,617.618,367.943,249.675,144.195,3064.172,,3800.829,2697.598,8.712,,1094.519,69.886,0.0,,,,69.886,17.443,,,61.013,0.0,3888.158,1672.521,1672.521,,,,230.372,,,169.359,1902.893,5791.051,0.0,1867.447,0.243,1867.204,-834.008,1288.029,87.741,2409.209,21.07,2430.279,8221.33,
08/31/2014,8479.746,1000.249,1000.249,0.0,1208.516,1208.516,0.0,,2008.077,1096.299,537.033,374.745,0.0,1142.175,0.0,92.702,,,1043.478,5359.017,2271.705,4195.455,-1923.75,0.0,849.024,627.7,383.644,244.056,128.622,3120.729,,4292.274,3060.814,0.0,0.0,1231.46,12.96,0.0,,,,12.96,15.863,0.0,0.0,61.67,0.0,4321.097,1669.585,1669.585,,,,228.696,0.0,46.056,120.97,1898.281,6219.378,0.0,1874.463,0.244,1874.219,-965.369,1245.772,86.962,2241.828,18.54,2260.368,8479.746,
11/30/2014,8869.908,921.504,921.504,0.0,1584.794,1584.794,0.0,,2099.214,1151.362,542.261,405.591,0.0,1131.845,,89.428,,,1037.378,5737.357,2314.464,4304.249,-1989.785,0.0,818.087,620.944,382.628,238.316,107.715,3132.551,,4689.269,3358.871,,,1330.398,11.487,0.0,,,,11.487,22.172,,,59.109,0.0,4722.928,1666.377,1666.377,,,,226.691,,,167.582,1893.068,6615.996,0.0,1892.524,0.245,1892.279,-1012.117,1305.041,49.71,2235.158,18.754,2253.912,8869.908,
02/28/2015,8578.156,966.414,966.414,0.0,1269.171,1269.171,0.0,,2105.183,1163.834,551.722,389.627,0.0,1001.414,,85.026,0.0,0.0,927.19,5342.182,2435.704,4499.508,-2063.804,0.0,800.27,618.594,383.492,235.102,96.65,3235.974,,4398.01,3087.905,,,1310.105,11.258,0.0,,,,11.258,16.472,,,59.829,0.0,4425.74,1662.778,1662.778,,,,225.669,,,165.84,1888.447,6314.187,0.0,1916.501,0.246,1916.255,-1012.33,1340.972,-0.578,2244.565,19.404,2263.969,8578.156,
05/31/2015,8965.533,962.794,962.794,0.0,1208.351,1208.351,0.0,,2260.736,1281.335,545.41,433.991,0.0,1070.76,,93.465,,,983.207,5502.641,2593.457,4733.429,-2139.972,0.0,869.435,658.972,408.816,250.156,116.998,3462.892,,4704.133,3298.917,,,1405.216,11.365,0.0,,,,11.365,11.044,,,66.616,0.0,4726.542,1659.862,1659.862,,,,248.191,,,181.575,1908.053,6634.595,0.0,1936.662,0.246,1936.416,-1012.945,1397.187,-9.244,2311.66,19.278,2330.938,8965.533,
08/31/2015,9591.6,913.963,913.963,0.0,1467.247,1467.247,0.0,,2507.264,1333.588,714.237,502.916,-43.477,977.835,0.0,85.169,,,892.998,5866.309,2804.333,5043.755,-2239.422,0.0,920.958,745.918,462.382,283.536,89.871,3725.291,,5302.815,3663.264,,0.0,1639.551,322.966,0.0,,,,322.966,48.493,0.0,0.0,82.167,0.0,5674.274,1335.818,1335.818,,,,246.497,0.0,26.282,138.048,1582.315,7256.589,0.0,1955.351,0.247,1955.104,-1058.551,1468.91,-50.854,2314.856,20.155,2335.011,9591.6,
11/30/2015,10221.152,1130.344,1130.344,0.0,1674.438,1674.438,0.0,,2503.625,1303.411,644.218,555.996,0.0,1008.767,,142.339,,,992.391,6317.174,2876.61,5244.294,-2367.684,0.0,1027.368,783.449,481.303,302.146,101.58,3903.978,,5405.741,3711.471,,,1694.27,348.312,0.0,,,,348.312,21.278,,,54.456,0.0,5775.331,1818.447,1818.447,,,,226.077,,,171.621,2044.524,7819.855,0.0,1980.401,0.248,1980.153,-1123.4,1585.136,-59.532,2382.605,18.692,2401.297,10221.152,
02/29/2016,9898.202,883.218,883.218,0.0,1449.338,1449.338,0.0,,2293.024,1294.239,556.51,442.275,0.0,939.643,,148.692,0.0,0.0,926.122,5565.223,3180.042,5644.959,-2464.917,0.0,1152.937,896.436,597.292,299.144,107.809,4332.979,,4813.313,3020.794,,,1792.519,538.294,0.0,,,,538.294,21.327,,,52.921,0.0,5372.934,1811.22,1811.22,,,,228.834,,,175.913,2040.054,7412.988,0.0,2011.33,0.249,2011.081,-1123.447,1648.119,-69.011,2466.991,18.223,2485.214,9898.202,
05/31/2016,9906.074,886.991,886.991,0.0,1296.924,1296.924,0.0,,2292.35,1315.789,531.958,444.603,0.0,1056.461,,150.836,,,1051.141,5532.726,3218.141,5826.037,-2607.896,0.0,1155.207,893.615,584.793,308.822,110.756,4373.348,,5012.431,3191.304,,,1821.127,359.885,0.0,,,,359.885,15.348,,,56.779,0.0,5387.664,1791.028,1791.028,,,,216.125,,,159.346,2007.153,7394.817,0.0,2024.775,0.249,2024.526,-1123.608,1637.392,-46.107,2492.452,18.805,2511.257,9906.074,
08/31/2016,10322.677,912.059,912.059,0.0,1359.61,1359.61,0.0,,2456.612,1302.481,675.867,510.485,-32.221,1120.1,0.0,148.859,,,1115.83,5848.381,3331.879,6053.851,-2721.972,0.0,1142.417,891.727,594.773,296.954,101.831,4474.296,,4616.311,3593.195,,0.0,1023.116,45.81,0.0,,,,45.81,905.935,0.0,0.0,54.29,0.0,5568.056,2074.012,2074.012,,,,223.112,0.0,38.193,130.629,2297.124,7865.18,0.0,2034.775,0.25,2034.525,-1217.547,1660.82,-39.877,2438.171,19.326,2457.497,10322.677,
11/30/2016,10543.846,747.415,747.415,0.0,1519.651,1519.651,0.0,,2506.199,1415.787,636.757,494.711,-41.056,1310.151,,165.102,,,1295.933,6083.416,3279.844,6121.204,-2841.36,0.0,1180.586,878.203,590.935,287.268,137.281,4460.43,,5777.98,3867.345,,,1910.635,43.198,0.0,,,,43.198,35.919,,,52.847,0.0,5857.097,2067.712,2067.712,,,,227.075,,,174.228,2294.787,8151.884,0.0,2034.484,0.252,2034.232,-1340.832,1733.208,-52.915,2373.945,18.017,2391.962,10543.846,
02/28/2017,10014.828,755.098,755.098,0.0,1433.676,1433.676,0.0,,2498.137,1458.375,658.689,424.557,-43.484,949.61,,175.3,,0.0,938.107,5636.521,3177.728,6082.284,-2904.556,0.0,1200.579,877.096,591.682,285.414,148.183,4378.307,,5243.937,3301.826,,,1942.111,47.324,0.0,,,,47.324,9.945,,,49.598,0.0,5301.206,2055.545,2055.545,,,,230.979,,,181.381,2286.524,7587.73,0.0,2060.995,0.253,2060.742,-1379.831,1738.823,-8.679,2411.308,15.79,2427.098,10014.828,
05/31/2017,10329.649,743.931,743.931,0.0,1445.148,1445.148,0.0,,2706.53,1468.471,722.833,567.556,-52.33,997.752,,189.881,,,978.286,5893.361,3210.107,6235.041,-3024.934,0.0,1226.181,896.534,603.689,292.845,139.766,4436.288,,5565.278,3641.247,,,1924.031,538.985,0.0,,,,538.985,12.972,,,51.841,0.0,6117.235,1644.59,1644.59,,,,224.981,,,173.14,1869.571,7986.806,0.0,2079.086,0.253,2078.833,-1466.24,1698.704,15.927,2327.477,15.366,2342.843,10329.649,
08/31/2017,11095.995,1189.919,1189.919,0.0,1397.424,1397.424,0.0,,2942.083,1574.241,822.628,591.227,-46.013,1097.257,0.0,205.722,,,1057.597,6626.683,3228.678,6354.068,-3125.39,0.0,1240.634,892.78,608.184,284.596,142.132,4469.312,,5397.412,4257.623,,0.0,1139.789,445.498,0.0,,,,445.498,1027.683,0.0,0.0,49.327,0.0,6870.593,1632.592,1632.592,,,,224.466,0.0,20.834,154.305,1857.058,8727.651,0.0,2104.456,0.253,2104.203,-1536.455,1730.893,54.62,2353.514,14.83,2368.344,11095.995,
11/30/2017,11519.565,746.258,746.258,0.0,1534.754,1534.754,0.0,,3283.215,1739.411,919.036,676.352,-51.584,1357.901,,216.83,,,1339.17,6922.128,3289.754,6563.718,-3273.964,0.0,1307.683,931.489,630.539,300.95,159.364,4597.437,,6813.065,4803.194,,,2009.871,427.019,0.0,,,,427.019,9.64,,,49.601,0.0,7249.724,1693.433,1693.433,,,,231.716,,,182.115,1925.149,9174.873,0.0,2149.429,0.256,2149.173,-1650.509,1779.335,51.484,2329.739,14.953,2344.692,11519.565,
02/28/2018,11488.257,940.796,940.796,0.0,1549.899,1549.899,0.0,,3387.995,1893.693,873.827,679.827,-59.352,1157.485,,216.281,,,1093.67,7036.175,3141.952,6548.876,-3406.924,0.0,1310.13,927.599,635.314,292.285,166.25,4452.082,,6724.236,4642.86,,,2081.376,27.158,0.0,,,,27.158,13.666,,,37.866,0.0,6765.06,2181.478,2181.478,,,,247.373,,,209.507,2428.851,9193.911,0.0,2177.021,0.257,2176.764,-1783.906,1802.372,86.608,2282.095,12.251,2294.346,11488.257,
05/31/2018,11175.51,677.492,677.492,0.0,1586.685,1586.685,0.0,,3343.782,1886.967,832.153,682.517,-57.855,1124.028,,230.751,,,1110.366,6731.987,3127.083,6674.231,-3547.148,0.0,1316.44,919.824,631.482,288.342,165.865,4443.523,,6276.078,4327.659,,,1948.419,273.5,0.0,,,,273.5,31.847,,,34.366,0.0,6581.425,2175.133,2175.133,,,,233.394,,,199.028,2408.527,8989.952,0.0,2191.663,0.257,2191.406,-1875.375,1830.921,25.932,2173.141,12.417,2185.558,11175.51,
08/31/2018,12045.641,1257.949,1257.949,0.0,1693.268,1693.268,0.0,,3457.706,2070.569,788.742,659.335,-60.94,1141.0,0.0,218.252,,,1130.65,7549.923,3198.016,6844.961,-3646.945,0.0,1297.702,906.876,627.745,279.131,172.574,4495.718,,6454.776,4942.932,,0.0,1511.844,25.197,0.0,0.0,0.0,,25.197,750.9,0.0,0.0,114.385,0.0,7230.873,2493.502,2493.502,0.0,0.0,,357.886,0.0,8.961,234.54,2851.388,10082.261,0.0,2218.93,0.257,2218.673,-2009.371,1760.097,-19.399,1950.257,13.123,1963.38,12045.641,
11/30/2018,12778.337,804.409,804.409,0.0,2777.601,2777.601,0.0,761.405,3214.513,2293.803,502.723,492.172,-74.185,662.811,,216.209,,,657.532,8220.739,3271.559,7033.113,-3761.554,0.0,1286.039,896.115,625.431,270.684,173.715,4557.598,,7263.99,5458.398,,,1805.592,25.193,0.0,,,,25.193,746.128,,,116.804,0.0,8035.311,2487.912,2487.912,,,,349.601,,,232.797,2837.513,10872.824,0.0,2236.086,0.259,2235.827,-2223.673,1911.451,-31.948,1891.916,13.597,1905.513,12778.337,
02/28/2019,12476.594,749.057,749.057,0.0,2543.615,2543.615,0.0,832.889,3248.273,2424.324,467.496,422.91,-66.457,532.223,,194.015,,,501.241,7906.057,3279.505,7139.837,-3860.332,0.0,1291.032,901.735,627.296,274.439,195.282,4570.537,,6988.668,4900.07,,,2088.598,175.186,0.0,,,,175.186,588.006,,,117.547,0.0,7751.86,2482.387,2482.387,,,,383.495,,,265.948,2865.882,10617.742,0.0,2265.226,0.26,2264.966,-2370.898,1966.1,-13.253,1847.175,11.677,1858.852,12476.594,
05/31/2019,12608.777,694.086,694.086,0.0,2696.599,2696.599,0.0,899.482,3159.369,2388.902,501.168,333.224,-63.925,524.833,,202.556,,,518.973,7974.369,3335.837,7329.472,-3993.635,0.0,1298.571,890.679,624.474,266.205,205.336,4634.408,,6836.85,4826.333,,,2010.517,454.83,0.0,,,,454.83,575.535,,,115.37,0.0,7867.215,2476.842,2476.842,,,,397.52,,,282.15,2874.362,10741.577,0.0,2279.669,0.26,2279.409,-2371.592,1996.901,-50.005,1854.973,12.227,1867.2,12608.777,
