Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
12/31/1989,-3.093,4.942,3.427,0,0,0.987,,0.558,0.0,,,,,,,-13.007,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1990,15.964,5.951,3.427,0,0,0.399,,0.553,0.0,,,,,,,5.634,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,12.941,0.109,3.427,0,0,0.441,,0.555,0.0,,,,,,,8.409,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,2.716,-2.043,3.191,0,0,-0.177,,-1.458,0.0,,,,,,,3.203,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,-4.873,3.635,3.182,0,0,0.042,,0.972,0.0,,,,,,,-12.704,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,28.983999,8.04,3.182,0,0,0.12,,0.97,0.0,,,,,,,16.672001,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,-5.128,-1.289,3.175,0,0,-0.782,,0.972,0.0,,,,,,,-7.204,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,-6.231,-2.468,3.063,0,0,0.063,,-2.848,0.0,,,,,,,-4.041,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,-2.157,4.736,3.478,0,0,0.222,,1.05,0.0,,,,,,,-11.643,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,28.046,8.366,3.498,0,0,0.222,,1.049,0.0,,,,,,,14.911,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,6.833,-1.065,3.496,0,0,0.222,,1.047,0.0,,,,,,,3.133,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1992,-4.133,-2.006,3.094,0,0,-0.352,,0.67,0.0,,,,,,,-5.539,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1992,-6.234,6.765,4.484,0,0,-1.384,,1.187,0.0,,,,,,,-17.285999,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1993,38.115002,13.76,4.467,0,0,1.851,,1.223,0.0,,,,,,,16.813999,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1993,13.737,0.831,4.402,0,0,1.365,,1.012,0.0,,,,,,,6.127,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1993,-8.473,-3.812,3.127,0,0,0.901,,-2.883,0.0,,,,,,,-5.806,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1993,-2.091,7.088,4.667,0,0,-2.528,,1.137,0.0,,,,,,,-12.455,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1994,42.148998,13.242,4.672,0,0,0.042,,1.034,0.0,,,,,,,23.159,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1994,19.617001,-1.224,4.941,0,0,0.072,,0.526,0.0,,,,,,,15.302,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1994,-18.451,-4.427,4.561,0,0,2.658,,5.652,0.0,,,,,,,-26.895,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1994,16.257,6.476,5.16,0,0,-0.393,,2.392,0.0,,,,,,,2.622,,,-13.464,-13.464,0.0,0.0,,,,,,,,,,0.0,,,,
03/31/1995,41.242001,13.945,5.163,0,0,-0.393,,1.118,0.0,,,,,,,21.409,,,-15.738,-15.738,0.0,0.0,,,,,,,,,,0.0,,,,
06/30/1995,-18.105,0.082,5.177,0,0,-0.393,,-0.778,0.0,,,,,,,-22.193001,,,-15.594,-15.594,0.0,0.0,,,,,,,,,,0.0,,,,
09/30/1995,19.108,-1.63,5.241,0,0,3.988,,3.864,0.0,,,,,,,7.645,,,-18.131001,-18.131001,0.0,0.0,,,,,,,,,,0.0,,,,
12/31/1995,11.614,18.496,5.591,0,0,0.793,,-9.045,0.0,,,,,,,-4.221,,,-19.160999,-19.160999,0.0,0.0,,,,-19.160999,0.0,,,,,0.0,,,-7.547,
03/31/1996,45.52,35.905998,5.335,0,0,0.888,,-16.169001,0.0,,,,,,,19.559999,,,-20.455999,-20.455999,0.0,0.0,,,,-20.455999,0.0,,,,,0.0,,,25.063999,
06/30/1996,8.809,-2.795,5.456,0,0,0.626,,4.463,0.0,,,,,,,1.059,,,-18.257,-18.257,0.0,0.0,,,,-18.257,0.0,,,,,0.0,,,-9.448,
09/30/1996,25.790001,-10.456,25.284,0,0,5.278,,17.841999,0.0,,,,,,,-12.158,,,-59.715,-59.715,0.0,0.0,,,,-59.715,0.0,,,,,0.0,,,-33.924999,
12/31/1996,-12.463,18.155001,11.512,0,0,2.792,,0.966,0.0,,,,,,,-45.888,,0.756,-26.733999,-26.733999,0.0,0.0,0.0,0.0,0.0,-25.978001,42.785999,-7.375,14.288,40.0,-7.378,3.251,0.0,0.0,4.345,
03/31/1997,29.552999,14.511,6.161,0,0,0.81,,1.085,0.0,,,,,,,6.986,,0.0,-18.150999,-18.150999,0.0,0.0,0.0,0.0,-0.8,-18.951,-9.754,-4.036,-6.6,0.0,0.0,0.882,0.0,0.0,0.848,
06/30/1997,28.27,0.498,5.795,0,0,1.847,,1.044,0.0,,,,,,,19.086,,0.0,-21.167999,-21.167999,0.0,0.0,0.0,0.0,-1.353,-22.521,-10.151,-4.045,-7.0,0.0,0.0,0.894,0.0,0.0,-4.402,
09/30/1997,14.918,-0.063,21.789,0,0,2.34,,-38.293999,0.0,,,,,,,29.146,,0.0,-67.267998,-67.267998,0.0,0.0,0.0,0.0,3.432,-63.835999,45.386002,-14.322,62.911999,0.0,-8.659,5.455,0.0,0.0,-3.532,
12/31/1997,-15.818,20.122,11.908,0,0,-0.173,,0.801,0.0,,,,,,,-48.476002,,0.197,-24.525,-24.525,0.0,0.0,0.0,0.0,0.0,-24.327999,43.181,-7.89,51.806999,0.0,-6.126,5.39,0.0,0.0,3.035,
03/31/1998,105.871002,37.397999,11.876,0,0,-0.169,,0.833,0.0,,,,,,,55.932999,,0.018,-28.049999,-28.049999,0.0,0.0,0.0,0.0,0.0,-28.032,-76.864998,-7.938,-72.264,0.0,-2.396,5.733,0.0,0.0,0.974,
06/30/1998,8.723,1.676,12.332,0,0,0.15,,2.693,0.0,,,,,,,-8.128,,2.722,-29.958,-29.958,0.0,0.0,0.0,0.0,0.0,-27.236,16.775999,-7.982,22.407,1.0,-3.274,4.625,0.0,0.0,-1.737,
09/30/1998,-7.125,-3.931,11.439,0,0,-3.776,,-12.079,0.0,,,,,,,1.222,,0.0,-39.217999,-39.217999,0.0,0.0,0.0,0.0,0.0,-39.217999,42.790001,-8.024,-102.849998,153.445007,-4.5,4.719,0.0,0.0,-3.553,
12/31/1998,-20.846,15.38,13.6,0,0,2.18,,1.02,0.0,,,,,,,-53.026,,0.0,-19.9,-19.9,0.0,0.0,0.0,0.0,-1.064,-20.964,51.796,-8.392,101.594,0.0,-47.944,6.538,0.0,0.0,9.986,
03/31/1999,94.178001,28.795,13.8,0,0,2.101,,1.08,0.0,,,,,,,48.402,,0.0,-31.22998,-31.23,0.0,0.0,0.0,0.0,-0.991,-32.221001,-62.068001,-8.436,-55.847,0.0,-2.751,4.966,0.0,0.0,-0.111,
06/30/1999,33.419998,-5.295,14.043,0,0,1.989,,0.924,0.0,,,,,,,21.759001,,4.215,-28.652,-28.652,0.0,0.0,0.0,0.0,2.055,-22.382,-11.206,-8.499,-1.919,0.0,-6.029,5.241,0.0,0.0,-0.168,
09/30/1999,-22.052999,-21.136,15.431,0,0,25.604,,1.776,0.0,,,,,,,-43.728001,,0.0,-34.028999,-34.028999,0.0,0.0,0.0,0.0,0.0,-34.028999,50.226002,-8.555,58.076,0.0,-4.276,4.981,0.0,0.0,-5.856,
12/31/1999,-36.997002,14.324,16.5,0,0,8.511,,1.151,0.0,,,,,,,-77.483002,,0.845,-17.472,-17.472,0.0,0.0,0.0,0.0,0.0,-16.627001,70.208,-8.925,81.082001,0.0,-6.997,5.048,0.0,0.0,16.584,
03/31/2000,149.391006,29.573,16.49,0,0,-4.524,,1.139,0.0,,,,,,,106.712997,,0.668,-20.927999,-20.927999,0.0,0.0,0.0,0.0,0.0,-20.26,-131.306,-8.991,-122.6465,0.0,-1.316,1.648,0.0,0.0,-2.175,
06/30/2000,5.023,-4.396,15.138,0,0,6.558,,0.006,0.0,,,,,,,-12.283,,0.0,-16.229,-16.229,0.0,0.0,0.0,0.0,-32.0,-48.229,28.360001,-9.015,37.143002,0.0,-2.549,2.781,0.0,0.0,-14.846,
09/30/2000,-63.221001,-3.583001,15.727,0,0,7.706,,-5.062,0.0,,,,,,,-20.181999,,5.911,-20.927999,-20.927999,0.0,0.0,0.0,0.0,0.0,-15.017,77.468987,-9.063998,86.164467,0.0,-3.705,4.073,0.0,0.0,-0.769,
12/31/2000,-14.632,22.972,15.781,0,0,-4.606,,0.75,0.0,,,,,,,-49.528999,,6.625,-19.611,-19.611,0.0,0.0,0.0,0.0,0.0,-12.986,25.798,-9.285,-102.445999,0.0,-7.893,145.421997,0.0,0.0,-1.82,
03/31/2001,129.660004,44.074001,15.905,0,0,-26.412001,0.0,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.367996,,0.745,-22.896,-22.896,0.0,0.0,0.0,0.0,0.0,-22.150999,-105.445,-11.282,-94.613998,0.0,-2.885,3.336,0.0,0.0,2.064,
06/30/2001,30.49,-3.4,16.129,0,0,30.827,0.0,0.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.659,,0.0,-29.058001,-29.058001,0.0,0.0,0.0,0.0,8.239,-20.819,407.188995,-11.747,71.25,347.098999,-3.025,3.612,0.0,0.0,416.859985,
09/30/2001,-62.522999,-7.556,19.849001,0,0,18.691999,,13.64,0.0,,,,,,,-9.67,,0.0,-43.004002,-43.749001,0.0,0.0,0.0,0.0,-368.371002,-412.119995,65.422997,-11.798,77.010002,0.0,-3.867,4.078,0.0,0.0,-409.220001,
12/31/2001,56.602001,20.632999,21.167,0,0,6.421,,-8.206,0.0,,,,,,,16.587,,0.123,-28.009001,-28.009001,0.0,0.0,0.0,0.0,-15.747,-43.632999,-15.447,-12.072,5.889,0.0,-13.624,4.36,0.0,0.0,-2.478,
03/31/2002,196.248993,41.377998,20.709999,0,0,-14.326,0.0,7.091,0.0,,,,,,,141.395996,,0.0,-33.729,-33.729,0.0,0.0,0.0,0.0,0.0,-33.729,-172.192001,-12.126,-164.574997,0.0,-0.072,4.581,0.0,0.0,-9.672,
06/30/2002,48.814999,3.254,18.997999,0,0,26.358999,0.0,-0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,,0.0,-30.083,-30.083,0.0,0.0,0.0,0.0,-6.88,-36.963001,-7.962,-12.193,2.931,0.0,-3.229,4.529,0.0,0.0,3.89,
09/30/2002,-5.435,-5.609,23.046,0,0,-3.945,0.0,-11.655,56.474,-12.181,0.0,0.044,1.935,51.138,4.006,-108.688,,0.0,-42.279,-42.279,0.0,0.0,0.0,0.0,-1.631,-43.91,89.169,-12.255,100.299,0.0,-3.726,4.851,0.0,0.0,39.824,
