Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,EV/Total Revenues,Price/Share,Enterprise Value,Source: Bloomberg
03/31/2002,18.691589,22792.4,23602.0,22300.0,2.076412,2.770083,1.250289,0.291963,,3622.0,
06/30/2002,17.352941,22037.265625,24572.0,19642.0,1.724474,2.254203,1.146593,1.657367,,21119.0,
09/30/2002,8.571428,18073.489058,20669.000931,15799.0,1.186667,1.513757,0.87509,1.269306,13.53,16874.65737,
12/31/2002,69.761902,18155.988335,19494.732983,16396.299973,1.450794,1.903639,0.970008,1.265541,14.65,18058.634865,
03/31/2003,100.642846,18746.100284,19942.167762,16762.005715,1.342464,1.739724,0.963145,1.235519,14.11,18087.758074,
06/30/2003,75.714283,20067.890246,21181.224504,18246.5527,1.41467,1.797797,1.056517,1.251636,15.77,18860.519891,
09/30/2003,54.758622,18951.642863,19744.997814,18314.000228,1.396661,1.768378,1.043144,1.212279,15.88,18487.619951,
12/31/2003,10.047904,18539.485508,19355.775284,17396.619813,1.407584,1.762082,1.110543,1.274153,16.97,19289.651992,
