Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/1989,,1.211,0.0,18.667999,21.225,28.398001,69.501999,0.0,7.581,,,0.0,7.581,77.083,,7.334,13.029,8.037,28.4,0.089,0.0,0.089,28.489,0.0,0.0,47.990002,0.604,48.594002,77.083001,
08/31/1989,,10.644,0.0,26.243,20.072001,2.504,59.463001,0.0,9.926,,,0.0,9.926,69.389,,3.055,0.053,11.139,14.247,0.0,0.0,0.0,14.247,0.0,0.0,48.678001,6.464,55.142002,69.389001,
11/30/1989,,18.158001,0.0,25.583,17.983,2.588,64.311996,0.0,11.99,,,0.0,11.99,76.302002,,2.861,0.213,12.555,15.629,0.0,0.0,0.0,15.629,0.0,0.0,48.605999,12.067,60.672999,76.301999,
02/28/1990,,15.845,0.0,28.218,25.908001,2.659,72.629997,0.0,14.003,16.149,-2.146,0.655,14.658,87.288002,,6.111,0.226,13.321,19.658001,0.0,0.367,0.367,20.025001,0.0,0.0,48.811001,18.452,67.263001,87.288002,
05/31/1990,,2.053,5.636,28.958,35.039001,3.732,75.417999,0.0,15.19,,,1.051,16.241,91.658997,,8.133,0.0,8.671,16.804001,0.0,0.203,0.203,17.007001,0.0,0.0,48.894001,25.757999,74.652,91.659001,
08/31/1990,,6.618,3.687,30.962999,32.938,2.745,76.950996,0.0,18.070999,,,1.029,19.099999,96.051003,,5.837,0.0,6.596,12.433,0.0,0.0,0.0,12.433,0.0,0.0,48.916,34.702,83.618,96.051,
11/30/1990,,17.691,3.687,30.981001,34.683998,3.348,90.390999,0.0,20.011,,,1.035,21.046,111.436996,,7.699,0.0,9.753,17.452,0.0,0.0,0.0,17.452,0.0,0.0,49.498001,44.487,93.985001,111.437,
02/28/1991,,32.931999,27.6,31.226999,33.606998,3.443,128.809006,0.0,23.858,29.516001,-5.658,1.064,24.922,153.731003,,5.211,0.0,8.331,13.542,0.0,0.0,0.0,13.542,0.0,0.0,84.695999,55.493,140.188999,153.730999,
03/31/1991,,41.198002,34.289001,34.026001,37.338001,2.939,149.789993,0.0,28.455,,,0.978,29.433,179.223007,,13.146,0.0,13.916,27.062,0.0,0.0,0.0,27.062,0.0,0.0,85.107002,67.054001,152.161003,179.223003,
08/31/1991,,26.357,39.727001,35.373001,54.992001,4.064,160.513,0.0,32.91,,,0.871,33.781,194.294006,,16.364,0.0,10.31,26.674,0.0,0.0,0.0,26.674,0.0,0.0,86.480003,81.139999,167.620003,194.294003,
11/30/1991,,35.143002,38.433998,31.489,60.539001,4.452,170.057007,0.0,36.942001,,,0.783,37.725001,207.781998,,10.872,0.0,12.944,23.816,0.0,0.0,0.0,23.816,0.0,0.0,87.161003,96.805,183.966003,207.782003,
02/29/1992,,32.702,58.241001,31.440001,60.759998,9.643,192.785995,0.0,42.771,55.171001,-12.4,0.669,43.44,236.225998,,12.865,0.0,17.794001,30.659,0.0,1.953,1.953,32.612,0.0,0.0,90.092003,113.522003,203.614006,236.226006,
05/31/1992,,35.867001,64.248001,37.974998,60.681,7.44,206.210999,0.0,46.563999,,,0.609,47.172999,253.384003,,11.169,0.0,18.733999,29.903,0.0,1.953,1.953,31.856,0.0,0.0,90.321999,131.205994,221.527992,253.383992,
08/31/1992,,36.637001,84.337997,38.613998,63.907001,8.498,231.994003,0.0,50.042,,,0.543,50.585,282.57901,,22.48,0.0,15.048,37.528,0.0,1.953,1.953,39.481,0.0,0.0,91.792,151.306,243.098,282.578999,
11/30/1992,,47.046001,86.178001,42.362,68.388,12.829,256.803009,0.0,52.626999,,,0.41,53.036999,309.839996,,22.337,0.0,21.752001,44.089001,0.0,2.37,2.37,46.459001,0.0,0.0,93.093002,170.287994,263.380997,309.839997,
02/28/1993,,44.067001,110.059998,44.800999,69.614998,16.118,284.661011,0.0,58.117001,81.346001,-23.229,0.436,58.553001,343.213989,,25.308001,0.0,26.028,51.335999,0.0,3.125,3.125,54.460999,0.0,0.0,95.262001,193.490997,288.752998,343.213997,
05/31/1993,,51.790001,115.692001,51.610001,78.142998,20.532,317.766998,0.0,61.172001,,,0.742,61.914001,379.681,,21.722,0.0,37.587002,59.308998,0.0,3.43,3.43,62.738998,0.0,0.0,96.183998,220.757996,316.941994,379.680992,
08/31/1993,,44.868999,131.692993,52.415001,76.928001,21.570999,327.476013,0.0,66.431999,,,1.075,67.506999,394.983002,,21.995001,0.0,21.511999,43.507,0.0,3.43,3.43,46.937,0.0,0.0,100.143997,247.901993,348.04599,394.98299,
11/30/1993,,96.695999,122.426003,53.573002,73.527,23.018999,369.240997,0.0,70.634003,,,0.973,71.607003,440.847992,,20.834999,0.0,35.785999,56.620998,0.0,4.052,4.052,60.672998,0.0,0.0,101.426003,278.748993,380.174995,440.847994,
02/28/1994,,54.563,109.155998,61.027,78.949997,22.757,326.453003,92.112,79.494003,119.329002,-39.834999,1.014,172.620003,499.072998,,36.466,0.0,34.235001,70.700996,0.0,4.58,4.58,75.280996,0.0,0.0,111.064003,312.727997,423.792,499.072996,
05/31/1994,,99.098,107.144997,62.562,87.694,24.983999,381.483002,75.152,88.225998,,,0.934,164.311998,545.794983,,29.370001,0.0,50.931,80.301003,0.0,4.58,4.58,84.881002,0.0,0.0,111.531998,349.381989,460.913986,545.794989,
08/31/1994,,93.150002,133.893997,60.636002,107.760002,25.158001,420.597992,60.096001,98.540001,,,0.885,159.521002,580.119019,,40.035999,0.0,37.977001,78.013,0.0,4.58,4.58,82.593,0.0,0.0,109.113998,388.411987,497.525986,580.118986,
11/30/1994,,84.127998,139.940994,74.999001,108.997002,24.693001,432.757996,86.426003,106.375999,,,0.85,193.652002,626.409973,,28.26,0.0,51.875999,80.136002,0.0,4.58,4.58,84.716002,0.0,0.0,111.405998,430.287994,541.693993,626.409994,
02/28/1995,,114.031998,130.563004,91.411003,103.029999,32.060001,471.096008,101.333,116.761002,183.475006,-66.713997,0.73,218.824002,689.919983,,28.923,0.0,67.348,96.271004,0.0,6.128,6.128,102.399004,0.0,0.0,111.278999,476.242004,587.521004,689.920007,
05/31/1995,,75.463997,157.740005,108.592003,109.503998,32.778,484.078003,161.675995,127.209,,,0.623,289.507995,773.585999,,37.716999,0.0,92.638,130.354996,0.0,6.117,6.117,136.471996,0.0,0.0,112.359001,524.755005,637.114006,773.586002,
08/31/1995,,155.710007,104.408997,115.339996,114.693001,43.557999,533.710022,152.302994,134.190994,,,0.493,286.986988,820.697021,,31.237,0.0,88.460999,119.697998,0.0,6.117,6.117,125.814998,0.0,0.0,117.419998,577.461975,694.881973,820.696971,
11/30/1995,,140.983994,140.878006,127.167999,139.820007,45.666,594.515991,173.520004,139.190994,,,0.386,313.096999,907.612976,,38.119999,0.0,104.462997,142.582993,6.117,0.0,6.117,148.699993,0.0,0.0,125.372002,633.541016,758.913017,907.61301,
02/29/1996,,106.101997,172.895996,153.255997,160.806,70.026001,663.085999,153.423996,153.904007,257.283997,-103.379997,26.493999,333.822002,996.90802,,38.826,0.0,139.108002,177.934006,0.0,9.088,9.088,187.022006,0.0,0.0,219.567993,590.317993,809.885986,996.907992,
05/31/1996,,169.309006,154.826996,147.936996,153.625,69.245003,694.942993,153.423996,150.028,,,59.735001,363.186996,1058.130005,,49.701,0.0,161.806,211.507004,0.0,0.0,0.0,211.507004,0.0,0.0,142.225006,704.39801,846.623016,1058.13002,
08/31/1996,,160.429001,158.664001,196.113007,164.401001,98.046997,777.653992,164.184006,179.955002,,,14.376,358.515008,1136.168945,,39.544998,0.0,177.063995,216.608994,0.0,1.068,1.068,217.676993,0.0,0.0,201.218994,717.27301,918.492004,1136.168998,
11/30/1996,,176.442993,175.794998,220.371002,177.257996,95.658997,845.526001,163.723999,185.110001,,,14.375,363.209,1208.734985,,50.056999,0.0,162.274002,212.330994,0.0,1.068,1.068,213.398994,0.0,0.0,208.367996,786.968018,995.336014,1208.735007,
02/28/1997,,214.828003,165.395996,219.895996,197.438004,93.031998,890.590027,188.080994,198.557007,350.540985,-151.983994,29.627001,416.265002,1306.85498,,68.603996,0.0,145.649994,214.253998,0.0,11.103,11.103,225.356998,0.0,0.0,268.391998,813.106018,1081.498016,1306.855014,
05/31/1997,,173.141998,187.537994,289.582001,236.216003,100.745003,987.223022,199.591995,207.636002,,,30.778,438.005997,1425.229004,,81.775002,0.0,179.537994,261.312988,0.0,12.116,12.116,273.428988,0.0,0.0,280.002991,871.796997,1151.799988,1425.228976,
08/31/1997,,193.923004,171.417007,291.712006,272.955994,100.487999,1030.495972,176.798996,209.876999,,,30.780001,417.455996,1447.952026,,78.526001,0.0,149.729996,228.255997,0.0,5.299,5.299,233.554996,0.0,0.0,284.919006,929.478027,1214.397034,1447.95203,
11/30/1997,,206.925995,214.679993,298.671997,280.020996,95.211998,1095.510986,148.554001,212.022995,410.14801,-198.125,30.756001,391.332996,1486.843994,,69.002998,0.0,174.615005,243.617996,0.0,4.577,4.577,248.194996,0.0,0.0,288.799988,949.848999,1238.648987,1486.843983,
02/28/1998,,207.078003,116.978996,241.181,309.666992,159.244995,1034.150024,123.272003,244.729996,460.286011,-215.556,204.175003,572.177002,1606.327026,,79.969002,157.718994,235.061996,472.75,132.5,12.057,144.557,617.307,0.0,0.0,302.416992,686.603027,989.02002,1606.32702,
05/31/1998,,186.608002,109.160004,249.425003,271.470001,166.029999,982.692993,122.932999,243.132004,469.506012,-226.373993,218.858994,584.923996,1567.616943,,73.760002,112.790001,234.298996,420.848999,132.5,12.086,144.586,565.434999,0.0,0.0,466.531006,535.651001,1002.182007,1567.617006,
08/31/1998,,164.632996,94.886002,260.533997,258.716003,181.291,960.059998,164.488998,238.953995,488.020996,-249.067001,205.632996,609.075989,1569.135986,,100.039001,216.766006,220.559006,537.364014,0.0,0.0,0.0,537.364014,0.0,0.0,468.937012,562.835022,1031.772034,1569.136047,
11/30/1998,,238.929001,123.628998,195.229996,178.529007,124.167999,860.484985,187.485001,152.854004,303.865997,-151.011993,321.575989,661.914993,1522.400024,,57.917,0.0,295.57901,353.496002,0.0,11.473,11.473,364.969002,0.0,0.0,589.789001,567.642029,1157.43103,1522.400032,
02/28/1999,,159.421997,113.931999,216.792999,229.511993,120.762001,840.421021,202.983994,188.479004,398.977997,-210.498993,334.615997,726.078995,1566.5,,121.580002,129.746994,218.149002,469.476013,0.0,7.191,7.191,476.667013,0.0,0.0,552.953979,536.879028,1089.833008,1566.500021,
05/31/1999,,309.799011,203.852997,192.584,89.296997,122.814003,918.346985,929.299011,107.189003,337.657013,-230.468002,129.009003,1165.497017,2083.843994,,74.959,0.0,443.449005,518.40802,0.0,64.685997,64.685997,583.094017,0.0,0.0,632.950012,867.799988,1500.75,2083.844017,
08/31/1999,,364.950012,194.046005,168.507996,84.933998,146.916,959.354004,797.520996,96.112999,294.721985,-198.608994,66.646004,960.279999,1919.634033,,76.311996,0.0,413.450012,489.761993,0.0,49.379002,49.379002,539.140995,52.799999,0.0,671.564026,656.129028,1380.493053,1919.634048,
11/30/1999,,251.763,238.205002,171.341995,89.024002,217.593002,967.927002,413.678009,93.293999,344.23999,-250.945999,218.671005,725.643013,1693.569946,,97.278,0.0,421.570007,518.848022,0.0,9.651,9.651,528.499022,70.966003,9.131,712.267029,372.707001,1165.071033,1693.570055,
02/29/2000,,350.980011,221.981003,228.371994,85.015999,121.024002,1007.372986,1903.858032,124.991997,316.829987,-191.837997,130.283997,2159.134026,3166.50708,,117.630997,0.0,441.574005,559.205017,0.0,459.863007,459.863007,1019.068024,0.0,0.0,631.991028,1515.447998,2147.439026,3166.50705,
06/03/2000,,423.977997,210.707993,205.222,97.396004,210.386993,1147.69104,328.514008,91.230003,,,182.238998,601.983009,1749.67395,,70.413002,0.0,221.487,291.899994,0.0,1.199,1.199,293.098994,112.668999,35.026001,999.784973,309.095001,1456.574974,1749.673968,
09/02/2000,,139.589996,86.084999,168.304001,80.724998,270.964996,745.669006,276.493988,58.612,,,158.488007,493.593994,1239.262939,,40.452999,0.0,192.009995,232.462997,0.0,1.202,1.202,233.664997,67.807999,0.0,1100.187988,-162.397995,1005.597992,1239.262989,
09/29/2001,,77.858002,78.818001,46.884998,127.711998,261.75,593.02301,251.628006,62.845001,,,155.300995,469.774002,1062.796997,,37.847,0.0,197.056,234.903,0.0,1.757,1.757,236.66,74.389999,0.0,1100.958984,-349.212006,826.136978,1062.796978,
12/29/2001,,114.800003,47.532001,67.697998,118.213997,143.783005,492.027008,127.603996,56.924,261.640991,-204.716995,73.483002,258.010998,750.038025,,74.764,0.0,282.938995,357.703003,0.0,0.842,0.842,358.545003,94.906998,0.0,1110.0,-813.414001,391.492996,750.037999,
03/30/2002,,92.147003,69.037003,49.820999,112.887001,188.794006,512.685974,134.266998,57.062,,,67.023003,258.352001,771.038025,,64.777,0.0,273.868988,338.645996,0.0,0.0,0.0,338.645996,95.855003,0.0,1160.698975,-824.161987,432.391991,771.037987,
06/29/2002,,146.089996,66.915001,43.451,104.538002,83.556999,444.550995,104.588997,53.542,,,72.117996,230.248993,674.799988,,30.412001,0.0,253.455994,283.868011,0.0,0.0,0.0,283.868011,96.813004,0.0,1167.863037,-873.744019,390.932022,674.800034,
09/28/2002,,116.282997,63.423,47.473,79.806999,56.695,363.681,115.898003,47.928001,,,70.947998,234.774002,598.455017,,31.073999,0.0,202.014008,233.087997,0.0,0.0,0.0,233.087997,97.781998,0.0,1173.583984,-905.999023,365.366959,598.454956,
12/29/2002,,136.192993,82.852997,41.682999,44.551998,58.415001,363.696014,108.901001,47.407001,188.25,-140.843002,61.342999,217.651001,581.346985,,47.589001,94.800003,183.057999,325.446991,0.0,9.95,9.95,335.396991,0.0,0.0,1178.891968,-932.942017,245.949951,581.346942,
03/29/2003,,111.514,33.762001,39.432999,41.872002,28.966,255.546997,105.172997,42.567001,,,59.785999,207.525997,463.072998,,37.251999,0.0,190.873001,228.125,0.0,0.0,0.0,228.125,0.0,0.0,1180.254028,-945.30603,234.947998,463.072998,
06/28/2003,,105.672997,45.123001,38.231998,40.410999,26.028,255.466995,66.603996,40.703999,,,55.556999,162.864994,418.332001,,34.396,0.0,180.181,214.576996,0.0,0.0,0.0,214.576996,0.0,0.0,1182.314941,-978.559998,203.754944,418.33194,
