Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,87.312,-56.797001,30.514999,0.012,14.315,1.926,46.767999,-3.031,43.736999,-37.473999,6.263,0.0,6.263,-0.536,5.727,0.0,0.0,5.727,-0.088,,5.639,,,5.639,,0.2,0.2,28.610999,0.2,0.2,0.2,28.610999,
06/30/1990,87.795,-55.411999,32.383001,-0.241,14.609,2.203,48.954002,-3.244,45.710002,-39.075001,6.635,0.0,6.635,-0.593,6.042,0.0,0.0,6.042,-0.088,,5.954,,,5.954,,0.206667,0.206667,28.671,0.206667,0.206667,0.206667,28.671,
09/30/1990,92.652,-57.331001,35.320999,0.153,14.816,2.602,52.891999,-6.979,45.912999,-40.299,5.614,0.0,5.614,-0.499,5.115,0.0,0.0,5.115,-0.088,,5.027,,,5.027,,0.173333,0.173333,28.711501,0.173333,0.173333,0.173333,28.711501,
12/31/1990,92.201002,-56.096001,36.105001,-0.265,13.75,3.236,52.826001,-5.912,46.914001,-41.077,5.837,0.0,5.837,-0.011,5.826,0.0,0.0,5.826,-0.088,,5.738,,,5.738,0.22,0.22,0.22,27.170251,0.22,0.22,0.22,27.170251,
03/31/1991,87.174999,-50.277,36.897999,0.027,11.718,2.717,51.359999,-4.733,46.626999,-39.034,7.593,0.0,7.593,-1.156,6.437,0.0,0.0,6.437,-0.088,,6.349,,,6.349,,0.253333,0.253333,25.248001,0.253333,0.253333,0.253333,25.248001,
06/30/1991,84.810001,-45.801998,39.008003,-2.332,17.546,3.121,57.343003,-6.03,51.313003,-42.862,8.451,0.0,8.451,-1.776,6.675,0.0,0.0,6.675,-0.088,,6.587,,,6.587,,0.266667,0.266667,24.7965,0.266667,0.266667,0.266667,24.7965,
09/30/1991,81.619001,-42.799999,38.819002,-0.003,10.579,3.462,52.857003,-5.889,46.968003,-38.495998,8.472,0.0,8.472,-1.503,6.969,0.0,0.0,6.969,-0.297,,6.672,,,6.672,,0.266667,0.266667,24.8325,0.266667,0.266667,0.266667,24.8325,
12/31/1991,77.986,-39.155998,38.830002,5.652,13.156,-0.858,56.780002,-8.183,48.597002,-41.584999,7.012,2.031,9.043,-1.616,7.427,0.0,0.0,7.427,-0.54,,6.887,,,6.887,0.28,0.28,0.28,24.554248,0.28,0.28,0.28,24.554248,
03/31/1992,73.534,-32.938,40.596001,2.599,10.857,2.036,56.088001,-6.067,50.021001,-38.901001,11.12,0.906,12.026,-2.977,9.049,0.0,0.0,9.049,-1.012,,8.037,,,8.037,,0.32,0.32,24.944999,0.32,0.32,0.32,24.944999,
06/30/1992,89.778,-42.201,47.577,0.098,14.651,2.144,64.47,-3.9,60.57,-48.083,12.487,0.882,13.369,-3.421,9.948,0.0,0.0,9.948,-1.636,,8.312,,,8.312,,0.333333,0.333333,25.105499,0.333333,0.333333,0.333333,25.105499,
09/30/1992,89.118999,-38.199001,50.919998,9.368,13.596,2.092,75.975998,-1.777,74.198998,-60.410999,13.788,1.023,14.811,-3.88,10.931,0.0,0.0,10.931,-1.758,,9.173,,,9.173,,0.366667,0.366667,25.1985,0.366667,0.366667,0.366667,25.1985,
12/31/1992,88.121002,-36.077,52.044002,1.181,15.264,1.954,70.443002,-6.813,63.630002,-51.823002,11.807,4.622,16.429,-4.918,11.511,0.0,0.0,11.511,-1.76,,9.751,,,9.751,0.38,0.38,0.38,25.095,0.38,0.38,0.38,25.095,
03/31/1993,,,,,,,,,,,28.798,0.0,28.798,-9.146,19.652,5.782,0.0,25.434,-1.925,,23.509,,,17.727,,0.346667,0.453333,51.857998,0.346667,0.346667,0.453333,51.857998,
06/30/1993,,,,,,,,,,,32.007999,0.0,32.007999,-10.328,21.68,0.0,0.0,21.68,-2.117,,19.563,,,19.562999,,0.366667,0.366667,53.3535,0.366667,0.366667,0.366667,53.3535,
