Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2011,116.426,116.426,-31.139,31.139,85.287,0.0,-59.127,42.293,36.934,5.359,16.834,0.0,26.16,0.964,,,-0.904,-0.06,27.124,-9.207,17.917,0.0,0.0,0.0,17.917,0.0,17.917,0.0,0.0,17.917,16.227,-1.69,153.265,0.12,0.12,0.105875,163.869,0.11,0.11,0.099687,
12/31/2011,120.861,120.861,-32.486,32.486,88.375,0.0,-61.855,45.476,39.984,5.492,16.379,0.0,26.52,0.851,,,-0.963,0.112,27.371,-10.877,16.494,0.0,0.0,0.0,16.494,0.0,16.494,0.0,0.0,16.494,16.494,0.0,154.429,0.11,0.11,0.11,164.505,0.1,0.1,0.1,
03/31/2012,117.247,117.247,-31.043,31.043,86.204,0.0,-67.489,47.822,42.036,5.786,19.667,0.0,18.715,1.014,,,-1.085,0.071,19.729,-5.556,14.173,0.0,0.0,0.0,14.173,0.0,14.173,0.0,0.0,14.173,14.173,0.0,156.01,0.09,0.09,0.09,165.751,0.09,0.09,0.09,
06/30/2012,128.962,128.962,-37.127,37.127,91.835,0.0,-70.885,50.497,44.259,6.238,20.388,0.0,20.95,1.276,,,-1.203,-0.073,22.226,-8.276,13.95,0.0,0.0,0.0,13.95,0.0,13.95,0.0,0.0,13.95,13.95,0.0,157.474,0.09,0.09,0.09,166.061,0.08,0.08,0.08,
09/30/2012,136.268,136.268,-37.808,37.808,98.46,0.0,-72.69,52.192,44.743,7.449,20.498,0.0,25.77,1.001,,,-1.318,0.317,26.771,-9.565,17.206,0.0,0.0,0.0,17.206,0.0,17.206,0.0,0.0,17.206,16.881,-0.325,158.751,0.11,0.11,0.106336,166.791,0.1,0.1,0.098051,
12/31/2012,151.162,151.162,-41.442,41.442,109.72,0.0,-74.68,54.155,48.117,6.038,20.525,0.0,35.04,1.23,,,-1.4,0.17,36.27,-14.763,21.507,0.0,0.0,0.0,21.507,0.0,21.507,0.0,0.0,21.507,20.272,-1.235,160.034,0.13,0.13,0.126673,166.955,0.13,0.13,0.122603,
03/31/2013,135.82,135.82,-39.128,39.128,96.692,0.0,-81.301,57.967,49.976,7.991,23.334,0.0,15.391,1.584,,,-1.369,-0.215,16.975,-4.726,12.249,0.0,0.0,0.0,12.249,0.0,12.249,0.0,0.0,12.249,12.249,0.0,161.282,0.08,0.08,0.08,167.823,0.07,0.07,0.07,
06/30/2013,147.428,147.428,-43.708,43.708,103.72,0.0,-89.943,64.785,55.997,8.788,25.158,0.0,13.777,1.237,,,-1.337,0.1,15.014,-6.035,8.979,0.0,0.0,0.0,8.979,0.0,8.979,0.0,0.0,8.979,8.6683,-0.3107,162.247,0.06,0.06,0.053427,168.042,0.05,0.05,0.048151,
09/30/2013,154.699,154.699,-43.93,43.93,110.769,0.0,-92.49,66.069,56.687,9.382,26.421,0.0,18.279,0.131,,,-1.282,1.151,18.41,-7.381,11.029,0.0,0.0,0.0,11.029,0.0,11.029,0.0,0.0,11.029,11.029,0.0,162.906,0.07,0.07,0.07,168.666,0.07,0.07,0.07,
12/31/2013,177.35,177.35,-53.877,53.877,123.473,0.0,-98.83,71.083,62.331,8.752,27.747,0.0,24.643,0.899,,,-1.318,0.419,25.542,-13.526,12.016,0.0,0.0,0.0,12.016,0.0,12.016,0.0,0.0,12.016,12.32085,0.30485,163.281,0.07,0.07,0.075458,168.873,0.07,0.07,0.071805,
03/31/2014,168.949,168.949,-50.743,50.743,118.206,0.0,-105.391,76.336,67.326,9.01,29.055,0.0,12.815,0.944,,,-1.333,0.389,13.759,-5.366,8.393,0.0,0.0,0.0,8.393,0.0,8.393,0.0,0.0,8.393,8.393,0.0,162.391,0.05,0.05,0.05,168.114,0.05,0.05,0.05,
06/30/2014,184.098,184.098,-57.757,57.757,126.341,0.0,-115.199,85.261,74.817,10.444,29.938,0.0,11.142,0.745,,,-1.319,0.574,11.887,-5.806,6.081,0.0,0.0,0.0,6.081,0.0,6.081,0.0,0.0,6.081,7.6436,1.5626,163.161,0.04,0.04,0.046847,168.345,0.04,0.04,0.046847,
09/30/2014,193.348,193.348,-56.885,56.885,136.463,0.0,-121.012,90.222,80.433,9.789,30.79,0.0,15.451,0.334,,,-1.339,1.005,15.785,-11.729,4.056,0.0,0.0,0.0,4.056,0.0,4.056,0.0,0.0,4.056,4.056,0.0,164.294,0.02,0.02,0.02,169.727,0.02,0.02,0.02,
12/31/2014,223.969,223.969,-65.624,65.624,158.345,0.0,-138.429,105.332,93.228,12.104,33.097,0.0,19.916,0.202,-1.402,0.0,-1.402,1.2,20.118,-13.305,6.813,0.0,0.0,0.0,6.813,0.0,6.813,0.0,0.0,6.813,6.813,0.0,165.439,0.04,0.04,0.04,170.927,0.04,0.04,0.04,
03/31/2015,212.886,212.886,-63.602,63.602,149.284,0.0,-148.386,112.57,100.609,11.961,35.816,0.0,0.898,0.745,,,-1.422,0.677,1.643,-0.083,1.56,0.0,0.0,0.0,1.56,0.0,1.56,0.0,0.0,1.56,1.56,0.0,168.077,0.01,0.01,0.01,173.72,0.01,0.01,0.01,
06/30/2015,239.785,239.785,-69.498,69.498,170.287,0.0,-167.335,129.946,111.928,18.018,37.389,0.0,2.952,0.534,,,-1.364,0.83,3.486,-2.694,0.792,0.0,0.0,0.0,0.792,0.0,0.792,0.0,0.0,0.792,3.60975,2.81775,169.93,0.0,0.0,0.021243,176.234,0.0,0.0,0.015989,
09/30/2015,260.068,260.068,-71.701,71.701,188.367,0.0,-190.207,142.214,120.994,21.22,42.11,5.883,-1.84,0.68,,,-1.333,0.653,-1.16,9.329,8.169,0.0,0.0,0.0,8.169,0.0,8.169,0.0,0.0,8.169,12.039064,3.870064,171.648,0.05,0.05,0.070138,177.897,0.05,0.05,0.070138,
12/31/2015,296.529,296.529,-81.976,81.976,214.553,0.0,-201.686,157.155,136.84,20.315,42.814,1.717,12.867,0.169,-1.176,0.0,-1.176,1.007,13.036,-15.57,-2.534,0.0,0.0,0.0,-2.534,0.0,-2.534,0.0,0.0,-2.534,1.214864,3.748864,171.831,-0.01,-0.01,0.00707,171.831,-0.01,-0.01,0.00707,
03/31/2016,284.576,284.576,-77.644,77.644,206.932,0.0,-210.624,165.542,146.103,19.439,44.754,0.328,-3.692,0.434,-1.746,0.0,-1.746,1.312,-3.258,5.376,2.118,0.0,0.0,0.0,2.118,0.0,2.118,0.0,0.0,2.118,3.886572,1.768572,171.745,0.01,0.01,0.02263,174.421,0.01,0.01,0.02014,
06/30/2016,311.391,311.391,-84.503,84.503,226.888,0.0,-230.933,184.878,162.694,22.184,45.502,0.553,-4.045,0.355,,,-1.705,1.35,-3.69,2.302,-1.388,0.0,0.0,0.0,-1.388,0.0,-1.388,0.0,0.0,-1.388,3.24195,4.62995,172.075,-0.01,-0.01,0.01884,172.075,-0.01,-0.01,0.016907,
09/30/2016,316.646,316.646,-84.799,84.799,231.847,0.0,-226.359,176.837,154.831,22.006,47.239,2.283,5.488,1.101,,,-1.888,0.787,6.589,-0.298,6.291,0.0,0.0,0.0,6.291,0.0,6.291,0.0,0.0,6.291,10.41395,4.12295,173.335,0.04,0.04,0.06008,177.938,0.04,0.04,0.06008,
12/31/2016,362.83,362.83,-90.891,90.891,271.939,0.0,-226.746,180.324,162.873,17.451,45.589,0.833,45.193,-1.686,-1.964,0.0,-1.964,3.65,43.507,-18.341,25.166,0.0,0.0,0.0,25.166,0.0,25.166,0.0,0.0,25.166,25.816457,0.650457,173.315,0.15,0.15,0.148957,176.679,0.14,0.14,0.143682,
03/31/2017,340.576,340.576,-90.564,90.564,250.012,0.0,-244.602,192.977,170.4,22.577,51.195,0.43,5.41,2.694,-2.392,0.0,-2.392,-0.302,8.104,2.613,10.717,0.0,0.0,0.0,10.717,0.0,10.717,0.0,0.0,10.717,11.761841,1.044841,174.489,0.06,0.06,0.067407,178.278,0.06,0.06,0.065861,
06/30/2017,363.469,363.469,-95.652,95.652,267.817,0.0,-239.317,188.248,166.337,21.911,51.159,-0.09,28.5,4.406,-3.163,0.0,-3.163,-1.243,32.906,-9.873,23.033,0.0,0.0,0.0,23.033,0.0,23.033,0.0,0.0,23.033,22.973388,-0.059612,175.741,0.13,0.13,0.130723,179.701,0.13,0.13,0.129668,
09/30/2017,374.2,374.2,-93.6,93.6,280.6,0.0,-246.9,193.4,172.4,21.0,53.5,0.0,33.7,4.3,-3.9,0.0,-3.9,-0.4,38.0,-11.3,26.7,0.0,0.0,0.0,26.7,0.0,26.7,0.0,0.0,26.7,26.7,0.0,175.5,0.15,0.15,0.15,179.0,0.15,0.15,0.15,
12/31/2017,416.668,416.668,-105.419,105.419,311.249,0.0,-269.051,214.277,191.928,22.349,54.774,0.0,42.198,2.88,-4.061,0.0,-4.061,1.181,45.078,-74.039,-28.961,0.0,0.0,0.0,-28.961,0.0,-28.961,0.0,0.0,-28.961,34.039,63.0,171.53,-0.17,-0.17,0.198443,171.53,-0.17,-0.17,0.197283,
03/31/2018,399.0,399.0,-97.2,97.2,301.8,0.0,-269.4,210.3,185.3,25.0,59.1,0.0,32.4,4.3,-4.5,0.0,-4.5,0.2,36.7,4.9,41.6,0.0,0.0,0.0,41.6,0.0,41.6,0.0,0.0,41.6,41.6,0.0,167.7,0.25,0.25,0.25,171.8,0.24,0.24,0.24,
06/30/2018,441.3,441.3,-113.1,113.1,328.2,0.0,-277.5,216.3,192.8,23.5,61.2,0.0,50.7,0.8,-5.8,0.0,-5.8,5.0,51.5,-2.2,49.3,0.0,0.0,0.0,49.3,0.0,49.3,0.0,0.0,49.3,49.3,0.0,168.6,0.29,0.29,0.29,173.5,0.28,0.28,0.28,
09/30/2018,453.9,453.9,-111.6,111.6,342.3,0.0,-279.5,220.8,198.3,22.5,58.7,0.0,62.8,7.8,-6.9,0.0,-6.9,-0.9,70.6,-11.9,58.7,0.0,0.0,0.0,58.7,0.0,58.7,0.0,0.0,58.7,57.283908,-1.416092,169.8,0.35,0.35,0.337361,175.7,0.33,0.33,0.32194,
12/31/2018,507.0,507.0,-128.5,128.5,378.5,0.0,-293.4,227.9,205.9,22.0,65.5,0.0,85.1,7.0,-9.3,0.0,-9.3,2.3,92.1,90.5,182.6,0.0,0.0,0.0,182.6,0.0,182.6,0.0,0.0,182.6,68.655,-113.945,170.4,1.07,1.07,0.402905,175.8,1.04,1.04,0.391849,
03/31/2019,472.6,472.6,-113.0,113.0,359.6,0.0,-309.0,240.4,215.9,24.5,68.6,0.0,50.6,9.7,-10.2,0.0,-10.2,0.5,60.3,-1.5,58.8,0.0,0.0,0.0,58.8,0.0,58.8,0.0,0.0,58.8,58.8,0.0,170.2,0.35,0.35,0.35,174.8,0.34,0.34,0.34,
06/30/2019,521.7,521.7,-128.3,128.3,393.4,0.0,-318.2,250.8,226.5,24.3,67.4,0.0,75.2,10.6,-11.0,0.0,-11.0,0.4,85.8,-13.1,72.7,0.0,0.0,0.0,72.7,0.0,72.7,0.0,0.0,72.7,72.7,0.0,171.1,0.42,0.42,0.42,175.1,0.42,0.42,0.42,
09/30/2019,547.5,547.5,-124.1,124.1,423.4,0.0,-323.4,253.5,227.4,26.1,69.9,0.0,100.0,5.4,-11.4,0.0,-11.4,6.0,105.4,-25.6,79.8,0.0,0.0,0.0,79.8,0.0,79.8,0.0,0.0,79.8,82.71281,2.91281,171.3,0.47,0.47,0.482854,174.8,0.46,0.46,0.476664,
12/31/2019,614.4,614.4,-140.5,140.5,473.9,0.0,-355.5,284.3,257.1,27.2,71.2,0.0,118.4,9.3,-9.9,0.0,-9.9,0.6,127.7,-12.5,115.2,0.0,0.0,0.0,115.2,0.0,115.2,0.0,0.0,115.2,115.2,0.0,171.5,0.67,0.67,0.67,175.2,0.66,0.66,0.66,
03/31/2020,576.9,576.9,-128.7,128.7,448.2,0.0,-332.3,288.8,260.0,28.8,80.3,-36.8,115.9,1.2,-9.2,0.0,-9.2,8.0,117.1,-13.1,104.0,0.0,0.0,0.0,104.0,0.0,104.0,0.0,0.0,104.0,103.226175,-0.773825,170.6,0.61,0.61,0.605077,174.2,0.6,0.6,0.595558,
06/30/2020,615.5,615.5,-135.1,135.1,480.4,0.0,-363.7,282.7,253.8,28.9,82.1,-1.1,116.7,4.9,-4.0,0.0,-4.0,-0.9,121.6,-9.5,112.1,0.0,0.0,0.0,112.1,0.0,112.1,0.0,0.0,112.1,111.296117,-0.803883,161.6,0.69,0.69,0.688714,165.4,0.68,0.68,0.67514,
09/30/2020,638.28,,,,501.879564,,,,,,,,165.762,,,,,,168.235,,97.926,,,,,,97.926,,,97.926,130.609,,,0.568,0.568,0.775,,0.568,0.568,0.775,
12/31/2020,706.2,,,,551.422146,,,,,,,,187.048,,,,,,190.118,,116.079,,,,,,116.079,,,116.079,148.174,,,0.689,0.689,0.864,,0.689,0.689,0.864,
