Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/30/1989,138.373993,,,,,,,,,,,,,,,,,,,,,,,,,-1.661,,,-1.661,-1.661,,164.764008,-0.01,-0.01,,164.764008,-0.01,-0.01,-0.01,
04/01/1990,139.072006,,-98.870003,,40.202003,,-37.953999,,,,2.248,-1.886,,4.798,,0.0,-2.912,0.362,-0.144,0.218,-0.955,,,1.173,0.923,2.096,0.0,,2.096,2.096,,165.563995,0.0125,0.0075,,165.563995,0.0125,0.0075,0.0075,
07/01/1990,159.697998,,-104.845001,,54.852997,,-43.478001,,,,11.375,-2.145,,4.997,,0.0,-2.852,9.23,-3.697,5.533,0.0,,,5.533,0.67,6.203,0.0,,6.203,6.203,,170.315994,0.0375,0.0375,,170.315994,0.0375,0.0375,0.0375,
09/30/1990,172.470993,,-112.611,,59.859993,,-45.396999,,,,14.463,-2.237,,5.379,,0.0,-3.142,12.226,-7.035,5.191,0.0,,,5.191,-1.002,4.189,0.0,,4.189,4.189,,170.475998,0.025,0.025,,170.475998,0.025,0.025,0.025,
12/30/1990,184.25,,-171.432999,,12.817001,,-50.685001,,,,-37.868,-2.471,,6.082,,0.0,-3.611,-40.339,-0.809,-41.147999,0.0,,,-41.148,-1.656,-42.804001,0.0,,-42.804001,-42.804001,,168.252,-0.255,-0.255,-0.255,168.252,-0.255,-0.255,-0.255,
03/31/1991,180.242996,,-121.455002,,58.787994,,-52.317001,,,,6.471,-0.963,,5.51,,0.0,-4.547,5.508,-2.754,2.754,0.0,,,2.754,-0.615,2.139,0.0,,2.139,2.139,,169.800003,0.0125,0.0125,,169.800003,0.0125,0.0125,0.0125,
06/30/1991,180.960999,,-114.232002,,66.728996,,-56.032001,,,,10.697,-1.14,,5.16,,0.0,-4.02,9.557,-4.778,4.779,0.0,,,4.779,-0.32,4.459,0.0,,4.459,4.459,,175.264008,0.025,0.025,,175.264008,0.025,0.025,0.025,
09/29/1991,172.352005,,-113.331001,,59.021004,,-54.810001,,,,4.211,-2.845,,4.933,,0.0,-2.088,1.366,-0.683,0.683,0.0,,,0.683,0.121,0.804,0.0,,0.804,0.804,,172.951996,0.005,0.005,,172.951996,0.005,0.005,0.005,
12/29/1991,164.281998,,-114.300003,,49.981995,,-54.453999,,,,-4.472,0.299,,3.768,,0.0,-4.067,-4.173,2.086,-2.087,0.0,,,-2.087,3.026,0.939,0.0,,0.939,0.939,,173.503996,0.005,0.005,0.005,173.503996,0.005,0.005,0.005,
03/29/1992,150.520996,,-95.803001,,54.717995,,-52.877998,,,,1.84,-0.433,,2.944,,0.0,-2.511,1.407,-0.631,0.776,0.0,,,0.776,-0.467,0.309,0.0,,0.309,0.309,,178.279999,0.0025,0.0025,,178.279999,0.0025,0.0025,0.0025,
06/28/1992,151.835999,,-105.766998,,46.069,,-54.622002,,,,-8.553,2.234,,3.132,,0.0,-5.366,-6.319,1.264,-5.055,0.0,,,-5.055,-0.799,-5.854,0.0,,-5.854,-5.854,,177.800003,-0.0325,-0.0325,,177.800003,-0.0325,-0.0325,-0.0325,
09/27/1992,153.962006,,-104.651001,,49.311005,,-52.240002,,,,-2.929,-103.040999,,3.234,,0.0,99.806999,-105.969999,-5.299,-111.268997,0.0,,,-111.268999,-0.09,-111.359001,0.0,,-111.359001,-111.359001,,177.815994,-0.6275,-0.6275,,177.815994,-0.6275,-0.6275,-0.6275,
12/31/1992,161.149002,,-102.097,,59.052002,,-48.339001,,,,10.713,0.301,,2.257,,0.0,-2.558,11.014,-3.855,7.159,0.0,,,7.159,-0.463,6.696,0.0,,6.696,6.696,,183.472,0.0375,0.0375,0.0375,183.472,0.0375,0.0375,0.0375,
03/31/1993,168.929001,,-103.919998,,65.009003,,-48.205002,,,,16.804001,-0.478,,2.173,,0.0,-1.695,16.326001,-4.898,11.428,0.0,,,11.428001,-0.813,10.615,0.0,,10.615,10.615,,189.807999,0.055,0.055,,189.807999,0.055,0.055,0.055,
06/30/1993,177.080002,,-108.246002,,68.834,,-48.415001,,,,20.419001,0.128,,2.384,,0.0,-2.512,20.547001,-6.164,14.383,0.0,,,14.383001,-1.313,13.07,0.0,,13.07,13.07,,195.496002,0.0675,0.0675,,195.496002,0.0675,0.0675,0.0675,
09/30/1993,183.761002,,-112.000999,,71.760002,,-49.043999,,,,22.716,-0.72,,2.538,,0.0,-1.818,21.995999,-6.599,15.397,0.0,,,15.396999,-1.022,14.375,0.0,,14.375,14.375,,200.996002,0.0725,0.0725,,200.996002,0.0725,0.0725,0.0725,
12/31/1993,189.042007,,-114.356003,,74.686004,,-50.783001,,,,23.903,-2.051,,2.526,,0.0,-0.475,21.852,-6.56,15.292,0.0,,,15.292,0.398,15.69,0.0,,15.69,15.69,,203.744004,0.0775,0.0775,0.0775,203.744004,0.0775,0.0775,0.0775,
03/31/1994,193.811996,,-115.387001,,78.424995,,-52.598,,,,25.827,1.01,,3.788,,0.0,-4.798,26.836999,-7.514,19.323,0.0,,,19.322999,0.032,19.355,0.0,,19.355,19.355,,206.524002,0.0925,0.0925,,206.524002,0.0925,0.0925,0.0925,
06/30/1994,212.106003,,-123.336998,,88.769005,,-53.569,,,,35.200001,-1.538,,5.665,,0.0,-4.127,33.662001,-9.425,24.237,0.0,,,24.237,-0.799,23.438,0.0,,23.438,23.438,,212.447998,0.11,0.11,,212.447998,0.11,0.11,0.11,
09/30/1994,240.218002,,-138.218994,,101.999008,,-57.479,,,,44.52,-1.559,,4.822,,0.0,-3.263,42.961,-12.028,30.933001,0.0,,,30.933001,-1.465,29.468,0.0,,29.468,29.468,,225.576004,0.13,0.13,,225.576004,0.13,0.13,0.13,
12/31/1994,255.694,,-143.207001,,112.486999,,-60.268002,,,,52.219002,0.49,,4.18,,0.0,-4.67,52.709002,-14.712,37.997002,0.0,,,37.997002,-1.515,36.481998,0.0,,36.481998,36.481998,,235.404008,0.155,0.155,0.155,235.404008,0.155,0.155,0.155,
03/31/1995,280.15799,,-153.399002,,126.758987,,-63.713001,,,,63.046001,1.298,,4.183,,0.0,-5.481,64.344001,-18.016001,46.327999,0.0,,,46.328001,-1.068,45.259998,0.0,,45.259998,45.259998,,241.539993,0.185,0.185,0.185,241.539993,0.185,0.185,0.185,
06/30/1995,307.06601,,-162.304993,,144.761017,,-68.125999,,,,76.635002,3.123,,4.117,,0.0,-7.24,79.758002,-22.333,57.424999,0.0,,,57.425002,-1.68,55.744999,0.0,,55.744999,55.744999,,251.710007,0.22,0.22,0.22,251.710007,0.22,0.22,0.22,
10/01/1995,330.832001,,-170.800995,,160.031006,,-73.587997,,,,86.443001,4.89,,4.379,,0.0,-9.269,91.333001,-25.573999,65.759003,0.0,,,65.759001,-0.217,65.542,0.0,,65.542,65.542,,264.246002,0.25,0.25,0.25,264.246002,0.25,0.25,0.25,
12/31/1995,349.601013,,-179.167999,,170.433014,,-77.858002,,,,92.574997,6.933,,3.67,,0.0,-10.603,99.507997,-27.858,71.650002,0.0,,,71.649997,-0.077,71.572998,0.0,,71.572998,71.572998,,265.859986,0.27,0.27,0.27,265.859986,0.27,0.27,0.27,
03/31/1996,311.35199,,-176.848999,,134.502991,,-82.129997,,,,52.373001,6.568,,3.208,,0.0,-9.776,58.941001,-16.507999,42.432999,0.0,,,42.433002,-0.149,42.284,0.0,,42.284,42.284,,263.548004,0.16,0.16,0.16,287.018005,0.155,0.155,0.155,
06/30/1996,325.359009,,-176.453995,,148.905014,,-86.869003,,,,62.035999,2.779,,3.386,,0.0,-6.165,64.814999,-18.15,46.665001,0.0,,,46.665,-0.169,46.495998,0.0,,46.495998,46.495998,,263.247986,0.175,0.175,0.175,286.717987,0.17,0.17,0.17,
