Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1990,,,5.547,,6.163,6.163,,,,,,,,,,
06/30/1990,,,6.042,,6.782,6.782,,,,,,,,,,
09/30/1990,,,5.157,,5.157,5.157,,,,,,,,,,
12/31/1990,,,4.765,,4.765,4.765,,,,,,,,,,
03/31/1991,,,6.704,,6.704,6.704,,,,,,,,,,
06/30/1991,,,7.251,,7.251,7.251,,,,,,,,,,
09/30/1991,,,8.313,,8.313,8.313,,,,,,,,,,
12/31/1991,,,8.511,,8.511,8.511,,,,,,,,,,
03/31/1992,,,10.083,,10.468,10.468,,,,,,,,,,
06/30/1992,,,10.958,,12.211,12.211,,,,,,,,,,
09/30/1992,,,12.684,,14.133,14.133,,,,,,,,,,
12/31/1992,,,5.114,,5.114,5.114,,,,,,,,,,
03/31/1993,,,19.927999,,-3.276,-3.276,,,,,,,,,,
06/30/1993,,,16.563999,,21.329,21.329,,,,,,,,,,
09/30/1993,,,16.545,,20.43,20.43,,,,,,,,,,
12/31/1993,,,0.0,,-62.704999,-62.704999,,,,,,,,,,
03/31/1994,,,24.747999,,53.672001,53.672001,,,,,,,,,,
06/30/1994,,,25.584999,,55.808002,55.808002,,,,,,,,,,
09/30/1994,,,26.714001,,60.852001,60.852001,,,,,,,,,,
12/31/1994,,,0.0,,61.341998,61.341998,,,,,,,,,,
03/31/1995,,,-13.644,,-13.644,-13.644,,,,,,,,,,
06/30/1995,,,56.618999,,56.619001,56.619001,,,,,,,,,,
09/30/1995,,,61.224998,,61.225,61.225,,,,,,,,,,
12/31/1995,,,77.061996,,77.061997,77.061997,,,,,,,,,,
03/31/1996,,,,,82.577003,82.577003,,,,,,,,,,
06/30/1996,,,,,88.967003,88.967003,,,,,,,,,,
09/30/1996,,,,,68.188003,68.188003,,,,,,,,,,
12/31/1996,,,,,89.984,89.984,,,,,,,,,,
03/31/1997,,,96.622002,,100.078,100.078,,,,,,,,,,
06/30/1997,,,98.660004,,103.281998,103.281998,,,,,,,,,,
09/30/1997,,,103.963997,,66.235001,66.235001,,,,,,,,,,
12/31/1997,,,25.4,,89.440002,89.440002,,,,,,,,,,
03/31/1998,,,122.468002,,120.445,120.445,,,,,,,,,,
06/30/1998,,,122.682999,,128.039,128.039,,,,,,,,,,
09/30/1998,,,133.063995,,135.409,135.409,,,,,,,,,,
12/31/1998,,,5.045,,139.611,139.611,,,,,,,,,,
03/31/1999,,,164.408005,,154.008,154.008,,,,,,,,,,
06/30/1999,,,160.322006,,167.901,167.901,,,,,,,,,,
09/30/1999,,,159.600998,,173.779,173.779,,,,,,,,,,
12/31/1999,,,198.429001,,166.791,166.791,,,,,,,,,,
03/31/2000,,,214.563995,,189.835,189.835,,,,,,,,,,
06/30/2000,,,220.195999,,174.095993,174.095993,,,,,,,,,,
09/30/2000,,,248.173996,,72.474,72.474,,-3.39892665474061,,,,,,,,
12/31/2000,,,249.559006,,231.722,231.722,,-4.84429065743943,,,,,,,,
03/31/2001,,,,,236.5,236.5,,,,,,,,,,
06/30/2001,,,,,,,,,,,,,,,,
09/30/2001,,,,,221.966,221.966,,,,,,,,,,
12/31/2001,,,287.746002,,277.942993,277.942993,,1.61290322580645,,,,,,,,
03/31/2002,,,309.247009,,309.645,309.645,,0.303951367781155,,,,,,,,
