Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1993,10.4,7.845,7.93,0.869,,,0.869,-6.244,,,,-6.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,6.725,9.869,8.671,1.209,,,1.209,-13.024,,,,-13.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,20.813999,10.545,8.489,-1.007,,,-1.007,2.787,,,,2.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,20.381001,9.242,9.243,1.432,,,1.432,0.464,,,,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,14.264,9.975,9.153,1.04,,,1.04,-5.904,,,,-5.904,,,-18.26,,,,-18.26,,,,,,,,,,18.26,,,,,,,,,,,,
03/31/1995,6.206,10.804,10.375,-3.728,,,-3.728,-11.245,,,,-11.245,,,-20.434,,,,-20.434,,,,,,,,,,20.434,,,,,,,,,,,,
06/30/1995,22.045,10.867,11.59,3.966,,,3.966,-4.378,,,,-4.378,,,-16.74,,,,-16.74,,,,,,,,,,16.74,,,,,,,,,,,,
09/30/1995,34.432999,9.786,12.073,5.186,,,5.186,7.388,,,,7.388,,,-18.41,,,,-18.41,,,,,,,,,,18.41,,,,,,,,,,,,
12/31/1995,36.868999,11.785,11.895,1.266,,,1.266,11.923,,,,11.923,,,-18.306,,,,-18.306,,,,,,,,,,18.306,,,,,,,,,,,,
03/31/1996,20.559999,12.267,11.646,-0.259,,,-0.259,-3.094,,,,-3.094,,,-15.673,,,,-15.673,,,,,,,,,,15.673,,,,,,,,,,,,
06/30/1996,38.201,13.525,12.196,1.099,,,1.099,11.381,,,,11.381,,,-18.295,,,,-18.295,,,,,,,,,,18.295,,,,,,,,,,,,
09/30/1996,27.9,13.548,12.827,2.54,,,2.54,-1.015,,,,-1.015,,,-19.521,,,,-19.521,,,,,,,,,,19.521,,,,,,,,,,,,
12/31/1996,20.177999,7.399,12.107,-0.083,,,-0.083,0.755,,,,0.755,,-21.514,-21.073999,0.427,,,-21.500999,,,0.0,0.0,0.0,,,,,-0.44,-5.46,-2.493,-3.566,0.606,0.606,0.0,-0.007,,-6.796,,,
03/31/1997,6.778,-7.191,15.433,17.655001,,,17.655001,-19.118999,,,,-19.118999,,-291.773987,-23.665001,0.424,,,-24.089001,,,0.0,0.0,0.0,,,,,-268.108986,248.127012,-2.497,248.965012,1.648,1.648,0.0,0.011,,-36.868999,,,
06/30/1997,25.073999,6.212,16.721001,1.378,,,1.378,0.763,,,,0.763,,-51.990002,-21.135,0.324,,,-21.459,,,-0.29,0.0,-0.29,,,,,-30.565002,23.878,-2.502,25.677,0.715,0.715,0.0,-0.012,,-3.038,,,
09/30/1997,54.347,9.681,17.856001,0.731,,,0.731,26.079,,,,26.079,,-22.271,-19.777999,0.189,,,-19.966999,,,0.29,0.29,0.0,,,,,-2.783001,-32.904006,-2.578,-31.281006,0.966,1.09,-0.124,-0.011,,-0.828,,,
12/31/1997,12.378,8.677,17.302,0.815,,,0.815,-14.416,,,,-14.416,,-16.195999,-16.806,0.596,,,-17.402,,,0.0,0.0,0.0,,,,,0.610001,3.308,-2.579,5.1,0.798,0.798,0.0,-0.011,,-0.51,7.776,7.776,
03/31/1998,30.709,9.786,17.669001,-1.481,,,-1.481,4.735,,,,4.735,,-19.326,-19.326,0.504,,,-19.83,,,0.0,0.0,0.0,,,,,0.0,-9.229,-2.588,-3.997,1.195,1.195,0.0,-3.839,,2.154,,,
09/30/1998,39.466,11.757,18.006001,3.116,,,3.116,6.587,,,,6.587,,-19.475,-19.475001,1.034,,,-20.509001,,,0.0,0.0,0.0,,,,,0.0,-21.814001,-2.613,-13.133,-3.336,1.082,-4.418,-2.732,,-1.823,,,
12/31/1998,47.188,8.758,17.995001,0.26,,,0.26,20.174999,,,,20.174999,,-20.834,-20.834001,0.411,,,-21.245001,,,0.0,0.0,0.0,,,,,1e-06,-23.573,-2.602,-21.128,0.81,0.81,0.0,-0.653,,2.781,6.069,4.577,
03/31/1999,4.404,8.806,18.177999,-2.683,,,-2.683,-19.896999,,,,-19.896999,,-21.042999,-21.042719,0.344,,,-21.386719,,,0.0,0.0,0.0,,,,,-0.000281,10.089,-2.61,13.47,0.815,0.815,0.0,-1.586,,-6.55,,,
06/30/1999,28.448999,9.92,17.976999,9.517,,,9.517,-8.965,,,,-8.965,,-24.083,-24.082999,0.168,,,-24.250999,,,0.0,0.0,0.0,,,,,0.0,-3.247,-2.616,0.78,0.705,0.705,0.0,-2.116,,1.119,,,
09/30/1999,32.375,12.214,18.325001,3.03,,,3.03,-1.194,,,,-1.194,,-25.246,-25.246001,0.204,,,-25.450001,,,0.0,0.0,0.0,,,,,0.0,-5.71,-2.622,-2.615,0.818,0.818,0.0,-1.291,,1.419,,,
12/31/1999,12.852,8.61,19.075001,1.733,,,1.733,-16.566,,,,-16.566,,-26.06299,-22.816,0.774,,,-23.59,,,0.0,0.0,0.0,,,,,-3.24699,14.292001,-2.63,19.029001,-0.746,1.051,-1.797,-1.361,,1.081,7.034,2.327,
03/31/2000,16.624001,-33.256001,19.378,40.756001,,,40.756001,-10.254,,,,-10.254,,-23.362,-23.362,0.0,,,-23.362,,,0.0,0.0,0.0,,,,,0.0,4.182,-2.617,10.737,-3.654,1.113,-4.767,-0.284,,-2.556,7.642,14.58,
06/30/2000,32.983002,2.605,19.511,4.136,,,4.136,6.731,,,,6.731,,-19.569,-19.569,1.066,,,-20.635,,,0.0,0.0,0.0,,,,,0.0,-9.122996,-2.613,4.604004,-8.039,0.869,-8.908,-3.075,,4.291,0.916,7.842,
09/30/2000,39.985,6.125,19.097,7.854,,,7.854,6.909,,,,6.909,,-32.349,-26.684,0.369,,,-27.053,,,0.0,0.0,0.0,,,,,-5.665,-9.541,-2.524,1.605,-6.058,0.715,-6.773,-2.564,,-1.905,1.063,11.479,
12/31/2000,26.946,4.791,19.262,-0.309,,-1.091,0.782,3.202,19.168,-1.662,-4.985,-9.319,,-19.094,-16.45,0.182,,,-16.632,,,0.0,0.0,0.0,,,,,-2.644,-4.426,-2.495,1.222,-1.907,0.417,-2.324,-1.246,,3.426,3.714,6.594,
03/31/2001,31.802,7.318,19.002001,3.262,,,3.262,2.22,,,,2.22,,-21.868,-17.240999,0.274,,,-17.514999,,,0.0,0.0,0.0,,,,,-4.627001,-15.734001,-2.502,-12.876,0.598,0.598,0.0,-0.954,,-5.8,1.457,7.919,
