Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
08/02/1997,,,27.573999,,27.573999,27.573999,,,,,
11/01/1997,,,16.896999,,79.681999,79.681999,,,,,
01/31/1998,,,289.0,,85.261002,85.261002,,,,,
05/02/1998,,,-88.633003,,79.469,79.469,,,,,
08/01/1998,,,-1651.400024,,1684.338,1684.338,,,,,
10/31/1998,,,0.0,,39.355,39.355,,,,,
01/31/1999,,,250.483994,,228.173996,228.173996,,,,,
05/01/1999,,,33.546001,,45.451,45.451,,,,,
07/31/1999,,,61.574001,,57.481998,57.481998,,,,,
10/30/1999,,,40.747002,,41.362,41.362,,,,,
01/29/2000,,,294.240997,,316.464,316.464,,,,,
04/29/2000,,,62.950001,,62.950001,62.950001,,,,,
07/29/2000,,,77.572998,,77.572998,77.572998,,,,,
10/28/2000,,,49.230999,,49.230999,49.230999,,,,,
02/03/2001,,,244.098206,,238.151001,238.151001,,,,,
05/05/2001,,,30.691,,30.691,30.691,,,,,
08/04/2001,,,34.448002,,71.550003,71.550003,,,,,
11/03/2001,,,-11.849,,90.151001,90.151001,,,,,
02/02/2002,,,304.609009,,326.529,326.529,,,,,
05/04/2002,,,68.935997,,49.858002,49.858002,,,,,
08/03/2002,,,81.761002,,83.247002,83.247002,,,,,
11/02/2002,,,9.51,,15.775,15.775,,,,,
02/01/2003,,,356.660004,,352.859,352.859,,,,,
05/03/2003,,,49.844002,,97.529999,97.529999,,,,,
08/02/2003,,,101.959,,101.959,101.959,,,,,
11/01/2003,,,44.318001,,129.673996,129.673996,,,,,
01/31/2004,,,387.647003,,387.647003,387.647003,,,,,
05/01/2004,,,67.779999,,96.637001,96.637001,,,,,
07/31/2004,,,137.335007,,147.951996,147.951996,,,,,
10/30/2004,,,49.681999,,78.349998,78.349998,,,,,
01/29/2005,,,382.061005,,382.061,382.061,,,,,
04/30/2005,,70.5,66.419998,,83.265,83.265,,,,,
07/30/2005,,197.0,113.080002,,113.077,113.077,,,,,
10/29/2005,,-5.9,-12.31,,-12.308,-12.308,,,,,
01/28/2006,,680.429,426.600006,1.05266735468983,559.085999,559.085999,,,,,
04/29/2006,,117.883,99.379997,-0.50463622537573,99.0,99.0,,,,,
07/29/2006,,171.714,113.0,0.4639600895251,113.0,113.0,,,,,
10/28/2006,,33.619,24.0,1.28500258839451,24.0,24.0,,,,,
02/03/2007,,737.7,439.778015,0.603186495127823,439.778,439.778,,,,,
05/05/2007,,97.815,52.928001,-0.0716532756756744,53.0,53.0,,,,,
08/04/2007,,126.411,82.793999,-0.490068107698141,264.0,264.0,,,,,
11/03/2007,,5.506,-2.464,-1.04715550398645,12.0,12.0,,,,,
02/02/2008,,530.2,331.700012,1.48809727450115,388.556,388.556,,,,,
05/03/2008,,46.329,36.4,-0.468527921668673,98.0,27.15,,,,,
08/02/2008,,108.222,95.21464,0.0137478108581371,102.0,102.0,,,47.9911663062963,,
11/01/2008,,3.059,4.168,0.00998914223669756,4.0,-18.809,,,5.13239620791108,,
01/31/2009,,347.0,218.933,0.00341023069207161,16.106,170.546,,,0.233429394812681,,
05/02/2009,,-23.582,2.601,0.0137391304347872,3.0,3.0,,,,,
08/01/2009,,83.775,60.317,-0.0188679245282957,74.0,60.96,,,7.12861832288868,,
10/31/2009,,-6.62,6.099,0.016263365222284,15.0,15.0,,,,,
01/30/2010,,526.727,335.01595,0.0114920013059047,356.108,335.01995,,,1.83871341321027,,
05/01/2010,,100.783,82.87,-0.0240165631469949,113.0,83.4,,,85.3745175277577,,
07/31/2010,,189.364,120.603,-0.0168978491579345,178.0,147.58,,,29.0937031325912,,
10/30/2010,,92.108,61.327,0.0187594553706541,61.0,61.0,,,9.76028140878099,,
01/29/2011,,683.455,419.68,-0.00405092592592224,452.291,452.291,,,5.05929432076727,,
04/30/2011,,208.5,129.831,0.000766801984656084,165.0,129.6,,,19.3395683453237,,
07/30/2011,,234.5,152.494,0.00549227013833272,231.0,231.0,,,17.4980810234542,,
10/29/2011,,118.769,77.586,0.177777736806904,94.0,77.3,,,2.80628783605149,,
01/28/2012,,723.308,459.041,0.0121194879089596,359.441,487.441,,,-3.0843015700089,,
04/28/2012,,199.588,124.558,-0.0100278551531984,125.0,125.0,,,6.83357716896808,,
07/28/2012,,230.158,147.249,0.16897364896236,143.0,143.0,,,-0.356276992327007,,
10/27/2012,,112.895,75.56,0.235899331365948,74.0,76.2,,,22.5785021480136,,
02/02/2013,,829.556,519.196,0.362238580282991,411.396,519.196,,,-25.5976691145625,,
05/04/2013,,222.889,142.5,0.0,143.0,143.0,,,5.34391558129832,,
08/03/2013,,278.3,178.914,-0.00186804451510435,178.0,178.0,,,1.63636363636363,,
11/02/2013,,132.043,91.984,0.00400736987563285,92.0,92.0,,,7.10450383587165,,
02/01/2014,,781.28,489.62,0.00529072812991686,489.62,489.62,,,0.705380913372937,,
05/03/2014,,248.368,156.9,0.008364700961933,157.0,157.0,,,2.831282612897,,
08/02/2014,,297.1,188.357,0.0116261682243046,188.0,188.0,,,-0.278357455402221,,
11/01/2014,,189.889,131.808,-0.00642518326864542,132.0,132.0,,,7.67869650164043,,
01/31/2015,,866.818,564.8,0.0,564.813,564.813,,,,,
05/02/2015,,287.636,181.488,-0.00242834394905052,250.0,181.0,,,1.35448970226257,,
08/01/2015,,324.8,202.477,0.00857142857143147,202.0,202.0,,,-0.483990147783252,,
10/31/2015,,249.333,164.031,-0.0171232876712402,164.0,164.0,,,4.06243858614784,,
01/30/2016,,969.091,636.017,0.000887372013646414,636.017,636.017,,,1.34249518363084,,
04/30/2016,,256.96,173.676,-0.0100226580930926,152.0,170.37,,,4.11075653798258,,
07/30/2016,,276.059,204.663,-0.00885813148788436,252.0,204.2,,,11.4164001173662,,
10/29/2016,,190.111,121.64,-0.000813638124765034,122.0,122.0,,,0.0362945857946236,,
01/28/2017,,881.579,589.995,-0.00746132694020195,631.745,631.745,,,1.25275216401481,,
04/29/2017,,115.7,94.054,-0.0491032604236607,94.0,94.0,,,2.3742437337943,,
07/29/2017,,205.067,138.874,0.00072595281306649,139.0,139.0,,,5.86003598823799,,
10/28/2017,,135.0,85.985,-0.00825057295645128,86.0,86.0,,,-0.250370370370366,,
02/03/2018,,891.8,600.611,0.00217706821479501,664.072,600.611,,,-5.56402780892577,,
05/05/2018,,59.55,47.517,-0.00586443259710573,48.0,48.0,,,-2.08396305625525,,
08/04/2018,,132.813,99.034,0.853717191730802,99.0,103.74,,,-2.8897773561323,,
11/03/2018,,55.18,44.975,-0.186399122895375,-43.0,44.725,,,8.84740848133381,,
02/02/2019,,787.529,595.207,-1.41696970755901,540.082,595.182,,,2.88738573436661,,
05/04/2019,,15.521,40.255,2.76813917122753,40.0,40.0,,,290.43876038915,,
08/03/2019,,81.2,67.628,-1.89004999264565,38.0,68.032,,,0.251231527093588,,
11/02/2019,,6.95,5.742,-0.328570721086878,-252.0,5.734,,,6.27338129496403,,
02/01/2020,,703.933,523.708,0.267884244866138,-192.255,523.708,,,2.05758218466815,,
05/02/2020,,-176.937,-275.223,-7.58361118063501,-297.0,-275.0,,,-78.2583631462046,,
08/01/2020,,-167.711,69.032,7.1738945609664,-49.0,69.629,,,,,
