Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1993,416.338989,0.0,0.0,0.0,61.917999,,,45.859001,,,,,9.509,,,,,117.286003,226.307007,308.306,-81.999001,0.0,72.746002,,,,,72.746002,299.053009,,33.200001,33.200001,,,,9.849,,,,,28.132998,,,28.132998,71.181999,160.220001,,,,51.748001,,,,,,51.748001,211.968002,283.150002,0.0,48.373001,,,-1.482,,85.923002,132.814003,0.375,133.189003,416.339005,
09/30/1993,449.612,0.0,0.0,0.0,66.981003,,,47.432999,,,,,9.774,,,,,124.188004,250.270996,337.209991,-86.939003,0.0,75.153,,,,,75.153,325.423996,,30.042,30.042,,,,10.759,,,,,28.676997,,,28.676997,69.477997,187.529007,,,,53.335999,,,,,,53.335999,240.865005,310.343002,0.0,49.632999,,,-1.482,,90.496,138.646999,0.622,139.268999,449.612002,
12/31/1993,463.109009,0.0,0.0,0.0,68.163002,,,49.147999,,,,,10.792,,,,,128.102997,256.291992,348.085999,-91.793999,0.0,78.713997,,,,,78.713997,335.005989,,33.425999,33.425999,,,,11.023,,,,,31.250998,,,31.250998,75.699997,185.589996,,,,55.165001,,,,,,55.165001,240.754997,316.454994,0.0,51.873001,,,-1.482,,95.564001,145.955002,0.699,146.654002,463.108996,
03/31/1994,514.896973,0.0,0.0,0.0,79.033997,,,51.721001,,,,,8.367,,,,,139.121994,294.631012,390.832001,-96.200996,0.0,81.143997,,,,,81.143997,375.775009,,41.691002,41.691002,,,,10.304,,,,,40.056001,,,40.056001,92.051003,205.311005,,,,59.730999,,,,,,59.730999,265.042004,357.093007,0.0,56.659,,,-1.482,,101.69,156.867,0.937,157.804,514.897007,
06/30/1994,529.909973,0.0,0.0,0.0,82.063004,,,54.105999,,,,,8.764,,,,,144.932999,301.369995,403.292999,-101.922997,0.0,83.607002,,,,,83.607002,384.976997,,40.125999,40.125999,,,,13.438,,,,,34.670002,,,34.670002,88.234001,211.945007,,,,62.342999,,,,,,62.342999,274.288006,362.522007,0.0,57.782001,,,0.0,,108.542999,166.325001,1.063,167.388001,529.910008,
09/30/1994,581.968018,0.0,0.0,0.0,87.517998,,,59.778999,,,,,10.38,,,,,157.677002,323.213989,430.520996,-107.306999,0.0,101.077003,,,,,101.077003,424.290993,,34.909,34.909,,,,13.103,,,,,46.236001,,,46.236001,94.248001,246.705994,,,,64.667999,,,,,,64.667999,311.373993,405.621994,0.0,59.049,,,0.0,,116.107002,175.156002,1.19,176.346002,581.967996,
12/31/1994,644.155029,0.0,0.0,0.0,92.203003,,,65.876999,,,,,11.649,,,,,169.729004,339.826996,453.776001,-113.948997,0.0,134.598999,,,,,134.598999,474.425995,,36.192001,36.192001,,,,12.864,,,,,54.070997,,,54.070997,103.126999,287.644989,,,,68.189003,,,,,,68.189003,355.833992,458.960991,0.0,60.009998,,,0.0,,123.834999,183.844997,1.349,185.193997,644.154988,
03/31/1995,645.637024,0.0,0.0,0.0,93.422997,,,65.946999,,,,,10.467,,,,,169.837006,346.268005,464.983002,-118.714996,0.0,129.531998,,,,,129.531998,475.800003,,43.782001,43.782001,,,,11.78,,,,,60.190997,,,60.190997,115.752998,259.970001,,,,78.655998,,,,,,78.655998,338.625999,454.378997,0.0,62.450001,,,-5.969,,133.171003,189.652004,1.606,191.258004,645.637001,
06/30/1995,694.424011,0.0,0.0,0.0,97.174004,,,72.349998,,,,,11.947,,,,,181.470993,367.118988,492.584991,-125.466003,0.0,145.834,,,,,145.834,512.952988,,41.106998,41.106998,,,,11.108,,,,,58.183004,,,58.183004,110.398003,309.39801,,,,83.737,,,,,,83.737,393.13501,503.533012,0.0,67.779999,,,-21.509001,,142.681997,188.952995,1.938,190.890995,694.424008,
09/30/1995,737.104004,0.0,0.0,0.0,103.412003,,,74.836998,,,,,15.143,,,,,193.391998,384.184998,516.497009,-132.311996,0.0,159.526993,,,,,159.526993,543.71199,,39.529999,39.529999,,,,11.436,,,,,60.448003,,,60.448003,111.414001,327.397003,,,,88.512001,,,,,,88.512001,415.909004,527.323006,0.0,77.735001,,,-21.509001,,152.128004,208.354004,1.427,209.781004,737.10401,
12/31/1995,764.830994,0.0,0.0,0.0,105.737,,,79.795998,,,,,15.094,,,,,200.626999,395.998993,540.330017,-144.330994,0.0,168.205002,,,,,168.205002,564.203995,,40.737,40.737,,,,11.715,,,,,62.736004,,,62.736004,115.188004,334.175995,,,,92.277,,,,,,92.277,426.452995,541.640999,0.0,88.711998,,,-28.916,,161.839996,221.635994,1.554,223.189994,764.830993,
03/31/1996,883.642029,0.0,0.0,0.0,120.810997,,,86.162003,,,,,11.601,,,,,218.574005,438.877014,586.328003,-147.451004,0.0,226.190994,,,,,226.190994,665.068008,,52.528,52.528,,,,12.179,,,,,72.278992,,,72.278992,136.985992,385.832001,,,,122.889999,,,,,,122.889999,508.722,645.707992,0.0,92.175003,,,-28.916,,172.949997,236.209,1.725,237.934,883.641992,
06/30/1996,1052.178955,0.0,0.0,0.0,139.227997,,,106.112999,,,,,16.507999,,,,,261.848999,460.618988,617.210999,-156.591995,0.0,329.710999,,,,,329.710999,790.329987,,57.702999,57.702999,,,,17.643999,,,,,76.149004,,,76.149004,151.496002,522.288025,,,,126.277,,,,,,126.277,648.565025,800.061028,0.0,94.964996,,,-28.916,,184.115005,250.164001,1.954,252.118001,1052.179029,
09/30/1996,1181.67395,0.0,0.0,0.0,144.054001,,,134.488998,,,,,18.48,,,,,297.02301,472.046997,638.190002,-166.143005,0.0,412.604004,,,,,412.604004,884.651001,,54.459,54.459,,,,18.546,,,,,78.497,,,78.497,151.501999,557.367004,,,,127.773003,,,,,,127.773003,685.140007,836.642006,0.0,147.507004,,,0.0,,195.419998,342.927002,2.105,345.032002,1181.674008,
12/31/1996,1285.68103,0.0,0.0,0.0,144.906998,,,132.059998,,,,,45.825001,,,,,322.791992,536.283997,712.492004,-176.207993,0.0,426.605011,,,,,426.605011,962.889008,,56.612999,56.612999,,,,18.974001,,,,,89.571005,,,89.571005,165.158005,631.093994,,,,128.345001,,,,,,128.345001,759.438995,924.597,0.0,151.856995,,,-0.316,,206.396002,357.936996,3.147,361.083997,1285.680997,
03/31/1997,1291.031006,0.0,0.0,0.0,151.052994,,,129.371994,,,,,31.573999,,,,,311.998993,552.161011,736.083008,-183.921997,0.0,426.871002,,,,,426.871002,979.032013,,74.329002,74.329002,,,,25.158001,,,,,87.662991,,,87.662991,187.149994,629.93103,,,,133.830994,,,,,,133.830994,763.762024,950.912018,0.0,156.231003,,,-15.732,,196.157995,336.656998,3.462,340.118998,1291.031015,
06/30/1997,1413.956055,0.0,0.0,0.0,164.451996,,,135.802002,,,,,30.097,,,,,330.351013,608.552002,803.742981,-195.190994,0.0,475.053009,,,,,475.053009,1083.605011,,65.753998,65.753998,,,,20.280001,,,,,85.815001,,,85.815001,171.848999,722.164001,,,,144.656006,,,,,,144.656006,866.820007,1038.669006,0.0,164.804993,,,-1.672,,208.384006,371.516998,3.77,375.286998,1413.956005,
09/30/1997,1490.494019,0.0,0.0,0.0,175.360001,,,146.108994,,,,,39.405998,,,,,360.875,634.508972,839.187988,-204.679001,0.0,495.109985,,,,,495.109985,1129.618958,,73.070999,73.070999,,,,26.348,,,,,91.030006,,,91.030006,190.449005,743.718018,,,,156.222,,,,,,156.222,899.940018,1090.389023,0.0,167.738007,,,-1.672,,229.959994,396.026001,4.079,400.105001,1490.494024,
12/31/1997,1597.187988,0.0,0.0,0.0,172.076996,,,158.688995,,,,,36.640999,,,,,367.407013,683.914978,901.031982,-217.117004,0.0,545.866028,,,,,545.866028,1229.781006,,69.403,69.403,,,,18.433001,,,,,107.089994,,,107.089994,194.925995,808.807983,,,,171.154999,,,,,,171.154999,979.962982,1174.888977,0.0,189.940994,,,-13.542,,241.601006,418.0,4.299,422.299,1597.187977,
03/31/1998,1641.473999,0.0,0.0,0.0,186.341995,,,154.936996,,,,,25.555,,,,,366.834015,687.304016,923.63501,-236.330994,0.0,587.335999,,,,,587.335999,1274.640015,,84.601997,84.601997,,,,12.15,,,,,128.806002,,,128.806002,225.557999,830.844971,,,,158.197998,,,,,,158.197998,989.042969,1214.600967,0.0,193.072006,,,-2.586,,236.386995,426.873001,0.0,426.873001,1641.473969,
06/30/1998,1664.366,,,,194.928,194.928,,163.688,3.315,,161.88,-1.507,22.919,,,,,381.535,687.313,935.272,-247.959,,595.518,481.771,420.804,60.967,,113.747,1282.831,,85.413,85.413,,,,8.898,,,,,114.099,,,114.099,208.41,855.016,,,,160.702,,,,,,160.702,1015.718,1224.128,,194.414,,,-1.853,248.441,-0.764,440.238,,440.238,1664.366,
09/30/1998,1720.031,,,,204.833,204.833,,165.863,3.139,,164.301,-1.577,25.042,,,,,395.738,715.142,977.317,-262.175,,609.151,491.71,431.46,60.25,,117.441,1324.293,,83.721,83.721,,,,14.064,,,,,113.304,,,113.304,211.089,906.356,,,,164.405,,,,,,164.405,1070.761,1281.85,,195.659,,,-15.484,258.921,-0.915,438.181,,438.181,1720.031,
12/31/1998,1710.872,,,,192.129,192.129,,164.471,1.178,,164.748,-1.455,31.185,,,,,387.785,716.562,981.993,-265.431,,606.525,491.107,431.849,59.258,,115.418,1323.087,,74.395,74.395,,,,16.138,,,,,133.608,,,133.608,224.141,861.554,,,,162.092,,,,,,162.092,1023.646,1247.787,,194.857,,,-11.816,281.009,-0.965,463.085,,463.085,1710.872,
03/31/1999,1698.472,0.0,0.0,0.0,195.708,195.708,,154.424,0.853,0.0,161.36,-7.789,28.71,,,,,378.842,717.859,993.496,-275.637,,601.771,484.243,428.349,55.894,,117.528,1319.63,,85.486,85.486,,,,19.645,,,,,108.295,,,108.295,213.426,847.841,,,,166.26,,,,,,166.26,1014.101,1227.527,,190.895,,,-1.129,289.09,-7.911,470.945,,470.945,1698.472,
06/30/1999,1689.026,,,,195.825,195.825,,155.561,0.865,,149.541,5.155,27.275,,,,,378.661,716.276,1006.356,-290.08,,594.089,476.75,423.959,52.791,,117.339,1310.365,,71.909,71.909,,,,20.602,,,,,104.407,,,104.407,196.918,850.269,,,,166.492,,,,,,166.492,1016.761,1213.679,,193.798,,,-1.531,298.175,-15.095,475.347,,475.347,1689.026,
09/30/1999,1680.289,,,,199.796,199.796,,157.418,0.935,,158.038,-1.555,29.109,,,,,386.323,729.811,1034.201,-304.39,,564.155,479.768,427.846,51.922,,84.387,1293.966,,71.698,71.698,,,,8.875,,,,,106.454,,,106.454,187.027,835.015,,,,168.952,,,,,,168.952,1003.967,1190.994,,195.618,,,-8.368,317.087,-15.042,489.295,,489.295,1680.289,
12/31/1999,1650.056,,,,193.287,193.287,,158.095,0.796,,157.299,,31.33,,,,,382.712,709.444,1020.721,-311.277,,557.9,474.714,424.7,50.014,,83.186,1267.344,,69.103,69.103,,,,2.434,,,,,101.492,,,101.492,173.029,801.022,,,,184.483,,,,,,184.483,985.505,1158.534,,197.294,,,-10.525,326.847,-22.094,491.522,,491.522,1650.056,
03/31/2000,1739.331,,,,211.989,211.989,,159.438,0.889,,158.549,,37.363,,,,,408.79,753.768,1074.365,-320.597,,576.773,493.634,445.498,48.136,,83.139,1330.541,,78.276,78.276,,,,20.071,,,,,121.249,,,121.249,219.596,857.422,,,,189.806,,,,,,189.806,1047.228,1266.824,,194.624,,,-8.435,327.373,-41.055,472.507,,472.507,1739.331,
06/30/2000,1744.216,,,,217.486,217.486,,167.728,1.281,,166.447,,38.391,,,,,423.605,750.678,1085.964,-335.286,,569.933,487.778,442.141,45.637,,82.155,1320.611,,73.013,73.013,,,,18.702,,,,,119.803,,,119.803,211.518,867.304,,,,192.18,,,,,,192.18,1059.484,1271.002,,190.22,,,-3.982,337.189,-50.213,473.214,,473.214,1744.216,
09/30/2000,1724.387,,,,220.603,220.603,,161.507,1.064,,160.443,,36.085,,,,,418.195,748.384,1097.513,-349.129,,557.808,481.787,439.025,42.762,,76.021,1306.192,,67.691,67.691,,,,68.662,,,,,113.504,,,113.504,249.857,795.599,,,,193.549,,,,,,193.549,989.148,1239.005,,189.91,,,-3.982,347.592,-48.138,485.382,,485.382,1724.387,
12/31/2000,1636.078,,,,138.933,138.933,,163.021,0.579,,162.442,,33.52,,,,,335.474,747.098,1110.321,-363.223,,553.506,479.001,437.85,41.151,,74.505,1300.604,,58.506,58.506,,,,75.039,,,,,117.234,,,117.234,250.779,694.247,,,,197.218,,,,,,197.218,891.465,1142.244,,189.501,,,-3.982,354.268,-45.953,493.834,,493.834,1636.078,
03/31/2001,1581.29,0.0,0.0,0.0,143.129,143.129,,155.024,143.121,,,11.903,35.692,,,,,333.845,704.646,1073.252,-368.606,,542.799,469.725,440.057,29.668,,73.074,1247.445,,76.337,76.337,,,,72.945,,,,,130.873,,,130.873,280.155,620.664,,,,183.622,,,,,,183.622,804.286,1084.441,0.0,189.373,,,-3.982,355.596,-44.138,496.849,0.0,496.849,1581.29,
06/30/2001,1523.274,,,,81.437,81.437,,157.97,0.645,,157.325,,29.268,,,,,268.675,703.555,1086.611,-383.056,,551.044,468.086,440.486,27.6,63.449,19.509,1254.599,,77.569,77.569,,,,18.628,,,,,125.029,,,125.029,221.226,599.572,,,,192.452,,,,,,192.452,792.024,1013.25,,190.738,,,-4.289,369.047,-45.472,510.024,,510.024,1523.274,
09/30/2001,1470.613,,,,82.949,82.949,,148.766,0.54,,148.226,,29.327,,,,,261.042,702.283,1098.83,-396.547,,507.288,413.492,387.767,25.725,64.067,29.729,1209.571,,70.441,70.441,,,,8.023,,,,,114.058,,,114.058,192.522,603.111,,,,207.176,,,,,,207.176,810.287,1002.809,,191.621,,,-4.289,324.6,-44.128,467.804,,467.804,1470.613,
12/31/2001,1446.024,,,,62.818,62.818,,154.534,0.185,,154.349,,33.966,,,,,251.318,697.387,1102.109,-404.722,,497.319,407.87,384.099,23.771,64.028,25.421,1194.706,,60.56,60.56,,,,7.793,,,,,122.558,,,122.558,190.911,572.116,,,,199.239,,,,,,199.239,771.355,962.266,,193.118,,,-4.289,336.445,-41.516,483.758,,483.758,1446.024,
03/31/2002,1717.057007,0.0,0.0,0.0,88.634003,,,154.044998,0.0,0.0,154.011002,0.0,60.863998,,,,,303.542999,893.015015,1309.000977,-415.985992,0.0,520.499023,432.265991,406.548004,25.717987,,88.233032,1413.514038,,82.485001,82.485001,,,,2.456,,,,,136.389993,,,136.389993,221.330994,764.124023,,,,228.516006,,,,,,228.516006,992.64003,1213.971024,0.0,199.251999,,,-4.289,,308.123015,503.086014,0.0,503.086014,1717.057037,
06/30/2002,1699.475,0.0,0.0,0.0,92.06,92.06,,151.972,136.615,,15.357,,41.27,,,,,285.302,885.24,1317.336,-432.096,,528.933,433.441,409.741,23.7,65.303,30.189,1414.173,,74.995,74.995,,,,1.327,,,,,108.394,,,108.394,184.716,767.647,,,,219.165,,,,,,219.165,986.812,1171.528,0.0,207.7,,,-4.289,359.225,-34.689,527.947,0.0,527.947,1699.475,
09/30/2002,1695.274,0.0,0.0,0.0,85.777,85.777,,145.58,131.736,,13.844,,42.474,,,,,273.831,871.889,1317.995,-446.106,,549.554,443.431,421.331,22.1,65.59,40.533,1421.443,,83.449,83.449,,,,2.671,,,,,116.804,,,116.804,202.924,719.337,,,,222.633,,,,,,222.633,941.97,1144.894,0.0,209.268,,,-4.289,378.425,-33.024,550.38,0.0,550.38,1695.274,
12/31/2002,1683.789,0.0,0.0,0.0,72.738,72.738,,146.133,131.571,,14.562,,44.382,,,,,263.253,865.899,1329.247,-463.348,,554.637,449.238,427.738,21.5,65.605,39.794,1420.536,,77.745,77.745,,,,2.377,,,,,110.406,,,110.406,190.528,693.809,,,,229.219,,,,,,229.219,923.028,1113.556,0.0,211.538,,,-4.289,395.121,-32.137,570.233,0.0,570.233,1683.789,
03/31/2003,1700.243042,0.0,0.0,0.0,71.346001,,,151.404999,0.0,0.0,151.404999,0.0,47.831001,,,,,270.582001,869.492004,1345.782959,-476.290985,0.0,560.169006,457.540985,437.709015,19.83197,,102.628021,1429.661011,,85.375,85.375,,,,2.229,,,,,121.291996,,,121.291996,208.895996,658.031006,,,,236.382996,,,,,,236.382996,894.414001,1103.309998,0.0,217.039001,,,-4.289,,384.183012,596.933014,0.0,596.933014,1700.243011,
06/30/2003,1724.52,0.0,0.0,0.0,78.787,78.787,,157.968,141.999,,15.969,,47.464,,,,,284.219,871.935,1368.732,-496.797,,568.366,461.077,439.977,21.1,66.104,41.185,1440.301,,77.321,77.321,,,,0.609,,,,,107.909,,,107.909,185.839,669.214,,,,245.423,,,,,,245.423,914.637,1100.476,0.0,226.236,,,-4.289,428.889,-26.792,624.044,0.0,624.044,1724.52,
09/30/2003,1750.155,,,,82.009,82.009,,158.663,142.653,,16.01,,47.256,,,,,287.928,901.265,1424.614,-523.349,,560.962,458.086,439.886,18.2,66.906,35.97,1462.227,,78.008,78.008,,,,0.58,,,,,104.721,,,104.721,183.309,684.017,,,,237.157,,,,,,237.157,921.174,1104.483,,228.618,,,-4.289,445.061,-23.718,645.672,,645.672,1750.155,
12/31/2003,1886.781,,,,86.562,86.562,,170.516,153.709,,16.807,,58.951,,,,,316.029,1016.008,1622.225,-606.217,,554.744,513.16,496.55,16.61,6.555,35.029,1570.752,,72.48,72.48,,,,6.331,,,,,120.056,,,120.056,198.867,705.907,,,,279.458,,,,,,279.458,985.365,1184.232,,230.524,,,-4.658,462.997,-21.997,666.866,35.683,702.549,1886.781,
03/31/2004,1931.078979,0.0,0.0,0.0,107.013,,,170.300003,0.0,0.0,170.300003,0.0,49.516998,,,,,326.829987,1033.926025,1654.187012,-620.260986,0.0,570.322998,523.940002,504.207001,19.733002,,46.382996,1604.249023,,114.303001,114.303001,,,,6.14,,,,,122.025993,,,122.025993,242.468994,682.697998,,,,277.820007,,,,,,277.820007,960.518005,1202.987,0.0,234.345993,,,-4.658,481.677002,-19.464009,691.900986,36.191002,728.091988,1931.078987,
06/30/2004,1936.015,,,,100.81,100.81,,187.671,170.7,,16.971,,46.361,,,,,334.842,1037.84,1675.797,-637.957,,563.333,523.64,505.14,18.5,5.932,33.761,1601.173,,102.034,102.034,,,,6.13,,,,,120.507,,,120.507,228.671,662.963,,,,282.446,,,,,,282.446,945.409,1174.08,,243.72,,,-4.174,500.424,-14.226,725.744,36.191,761.935,1936.015,
09/30/2004,2164.815,,,,121.835,121.835,,211.265,191.246,,20.019,,57.948,,,,,391.048,1208.429,1871.043,-662.614,,565.338,526.683,508.683,18.0,,38.655,1773.767,,112.683,112.683,,,,6.022,6.022,0.0,0.0,,125.789,,,125.789,244.494,807.102,807.102,0.0,0.0,324.261,,,,,,324.261,1131.363,1375.857,,246.853,,,-3.823,519.799,-10.062,752.767,36.191,788.958,2164.815,
