Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Gross Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,,70.85355,21.929219,,22.184487,14.977993,14.785086,14.384912,,32.484385,41.425396,,
06/30/1990,,,,,,,68.34661,16.712728,,20.904797,14.318574,14.173553,13.789066,,31.505799,43.129179,,
09/30/1990,,,,,,,73.077217,21.152592,,21.399553,15.242255,14.24183,13.827684,,28.77302,42.051761,,
12/31/1990,,,,,,,79.588545,21.599682,,22.406821,16.847778,17.373947,16.929511,,24.809601,38.59689,,
03/31/1991,,27.036525,13.510634,21.057882,18.772159,,73.409267,21.714737,15.447432,22.893923,16.714017,16.672734,16.286553,,26.993651,38.809731,16.543722,
06/30/1991,,27.398865,13.49371,20.644406,19.093963,,72.017535,19.007954,52.807153,20.412145,14.896386,14.838902,14.479214,,27.021945,44.134764,15.30644,
09/30/1991,,28.028064,14.083618,21.484476,19.98135,,75.512482,22.727845,36.637185,22.357033,16.982428,17.101945,16.65839,,24.039885,37.667636,17.470555,
12/31/1991,,27.833298,13.754143,21.59941,18.914786,,76.083757,18.405314,8.072911,19.293738,15.058445,14.745186,14.472087,,21.951648,48.719077,14.273172,
03/31/1992,,15.702774,7.937558,12.270557,19.102656,,72.827663,19.917946,0.108948,20.814637,15.813903,-9.780564,-10.122816,,24.025083,45.508293,8.55671,
06/30/1992,,15.112351,7.631724,11.81394,18.106436,,70.776995,16.140412,,18.475482,14.050258,14.01755,13.673944,,23.951875,59.376421,6.139178,
09/30/1992,,15.280915,7.334197,11.521748,17.884207,,75.025382,21.052167,,19.469031,15.399099,15.418443,15.090947,,20.904643,51.932311,7.345183,
12/31/1992,,16.813547,7.420064,12.829178,18.875149,,79.942155,18.733311,35.997697,19.151636,15.469085,15.919388,15.581821,,19.228391,32.005944,11.432213,
03/31/1993,,27.604297,12.335949,18.967552,17.830176,,72.830543,19.413942,8.535701,21.676986,16.4921,14.629817,14.296472,,23.918848,42.92626,15.754805,
06/30/1993,,26.767258,11.778552,17.947102,17.099042,,74.712758,17.261009,106.800055,18.348722,13.944662,14.003793,13.659404,,24.001999,51.784311,12.906018,
09/30/1993,,19.664749,8.110441,13.115231,17.264161,,76.809585,16.664883,-255.514347,-6.816214,-3.581354,-3.425079,-3.762461,,,,,
12/31/1993,,21.695228,8.342883,15.466863,18.671525,,83.833925,22.881587,-8.799655,27.166419,23.212822,24.990956,24.52677,,14.553249,42.676702,12.43642,
03/31/1994,,20.941417,8.316713,13.811393,16.187244,,74.676031,17.696355,-31.740309,19.906307,15.472664,16.829484,16.450189,,22.272553,52.130705,10.024508,
06/30/1994,,19.867349,7.904709,12.820367,14.867058,,73.396576,16.615688,-24.214537,18.941946,14.422332,14.66859,14.291263,,23.860347,54.541664,9.031366,
09/30/1994,,28.698063,11.206612,18.610181,14.42585,,72.975857,16.159394,-27.441935,21.049438,15.993404,16.006998,15.648663,,24.019806,47.911301,14.948448,
12/31/1994,,24.69022,9.84047,18.034934,13.367084,,84.355505,15.179819,-339.886721,20.602233,15.661537,15.899348,15.405278,,23.981362,64.821643,8.685614,
03/31/1995,,24.317224,9.897253,17.034864,12.344087,,72.142789,17.509958,,26.401943,18.747844,18.747845,18.368478,,28.990667,42.324083,14.025182,
06/30/1995,,23.586473,9.820464,16.73559,11.993588,,73.459409,16.298703,0.155578,19.558444,13.879954,13.879954,13.506419,,29.033444,55.699739,10.448869,
09/30/1995,,,,,,,,,,,,16.895789,16.895789,,,,,
