Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1994,90.180004,90.148504,90.148504,,0.348347,0.224796,0.248324,0.088889,0.097778,0.097778,0.088889,0.097778,0.097778,0.111111,0.137473,,0.106667,0.106667,0.226658,2.908228,,
06/30/1994,90.234,91.107001,91.107001,,0.354759,0.230509,0.25469,0.095556,0.095556,0.095556,0.095556,0.095556,0.095556,0.111111,0.125545,,0.108889,0.108889,0.108341,2.895073,,
09/30/1994,90.251999,90.243004,90.243004,,0.362277,0.238401,0.262746,0.097778,0.097778,0.097778,0.097778,0.097778,0.097778,0.111111,0.19832,,0.111111,0.111111,0.132185,2.882573,,
12/31/1994,90.292502,90.269998,90.269998,,0.37492,0.247779,0.269835,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.234895,,0.113333,0.113333,0.121206,2.752477,,
03/31/1995,100.656,97.821004,97.821004,,0.365055,0.248965,0.270555,0.108889,0.108889,0.113333,0.108889,0.108889,0.108889,0.12,0.156807,,0.115556,0.115556,0.167531,3.239847,,
06/30/1995,100.809002,100.764001,100.764001,,0.371273,0.254267,0.275902,0.113333,0.113333,0.113333,0.113333,0.113333,0.113333,0.12,0.184282,,0.12,0.12,0.117956,3.24101,,
09/30/1995,100.939499,100.912497,100.912497,,0.380795,0.269025,0.291262,0.115556,0.115556,0.115556,0.115556,0.115556,0.115556,0.12,0.212184,,0.122222,0.122222,0.129801,3.24316,,
12/31/1995,101.342995,99.975002,99.975002,,0.383096,0.267937,0.290903,0.106667,0.106667,0.106667,0.106667,0.106667,0.106667,0.13,0.189177,,0.183333,0.183333,0.159508,4.40731,,
03/31/1996,108.183002,105.600002,105.600002,,0.413864,0.277377,0.29983,0.126667,0.126667,0.126667,0.126667,0.126667,0.126667,0.13,0.256837,-0.38947,0.19,0.19,0.146594,4.649353,,
06/30/1996,108.292831,108.183002,108.183002,,0.421878,0.295943,0.319255,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.263803,0.140207,0.196667,0.196667,0.877537,5.548354,,
09/30/1996,108.504032,108.446995,108.446995,,0.411611,0.301023,0.325191,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.212067,-0.199572,0.2,0.2,0.502267,5.560429,,
12/31/1996,108.645,108.569996,108.569996,,0.431298,0.309745,0.335719,0.14,0.14,0.14,0.14,0.14,0.14,0.143333,0.213991,0.079009,0.203333,0.203333,0.344471,5.563109,,
03/31/1997,108.713997,110.147999,108.600002,,0.435976,0.30279,0.328158,0.146667,0.146667,0.146667,0.146667,0.146667,0.146667,0.143333,0.275691,0.135562,0.213333,0.21,0.243639,5.57184,,
06/30/1997,108.928139,108.899998,108.899998,,0.439541,0.309853,0.335399,0.15,0.15,0.15,0.15,0.15,0.15,0.143333,0.242626,-0.367906,0.216667,0.216667,0.210515,5.581349,,
09/30/1997,121.172664,109.898997,109.898997,,0.485091,0.333988,0.361195,0.146667,0.146667,0.146667,0.146667,0.146667,0.146667,0.143333,0.398775,-0.444909,0.22,0.22,1.012159,6.129955,,
12/31/1997,121.184418,127.101002,121.256996,,0.4924,0.328509,0.354281,0.156667,0.156667,0.156667,0.153333,0.153333,0.153333,0.16,0.20553,-0.510313,0.226667,0.22,0.255627,6.126357,,
03/31/1998,121.258324,122.753998,121.227001,,0.53908,0.359697,0.385937,0.173333,0.173333,0.173333,0.17,0.17,0.17,0.16,0.289012,-0.565006,0.24,0.236667,0.283502,6.139232,,
06/30/1998,166.338329,134.147999,132.387005,,0.544072,0.369976,0.398868,0.17,0.17,0.17,0.166667,0.166667,0.166667,0.16,0.266559,-0.351862,0.246667,0.243333,0.203934,8.923981,,
09/30/1998,172.703187,171.792,170.094006,,0.598263,0.413442,0.445718,0.136667,0.136667,0.136667,0.136667,0.136667,0.136667,0.16,0.322528,-1.343275,0.256667,0.256667,0.17823,6.731625,,
12/31/1998,180.401997,178.200006,176.399997,,0.641032,0.440952,0.484841,0.176667,0.176667,0.176667,0.173333,0.173333,0.173333,0.19,0.190034,-0.463226,0.273333,0.273333,0.243462,8.778672,,
03/31/1999,180.54483,182.30481,180.498252,,0.63543,,,0.183333,0.183333,0.183333,0.18,0.18,0.18,0.2,0.330779,-0.216534,,,0.226182,6.929448,,
06/30/1999,180.837489,182.539359,180.774144,,0.599511,,,0.196667,0.196667,0.196667,0.196667,0.196667,0.196667,0.2,0.305027,0.078562,,,0.17873,6.929636,,
09/30/1999,182.159895,183.618177,182.13258,,0.596856,,,0.213333,0.213333,0.213333,0.213333,0.213333,0.213333,0.2,0.356488,-0.17898,,,0.180786,6.987416,,
12/31/1999,182.388003,182.241006,182.241006,,0.606636,0.513128,0.457811,0.233333,0.233333,0.233333,0.233333,0.233333,0.233333,0.22,0.314852,-0.344785,0.326667,0.323333,0.153936,8.795019,,
03/31/2000,182.410029,183.752649,182.387382,,0.629917,,,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.349816,0.139374,,,0.211414,6.992357,,
06/30/2000,183.619896,185.09781,182.916321,,0.641162,,,0.243333,0.243333,0.243333,0.24,0.24,0.24,0.22,0.354802,0.057824,,,0.10207,7.049808,,
09/30/2000,189.122949,189.276756,186.922431,,0.631963,,,0.24,0.24,0.24,0.236667,0.236667,0.236667,0.226667,0.417071,0.239779,,,0.231542,7.245461,,
12/31/2000,189.435,191.181003,189.219006,,0.639175,,0.490712,0.25,0.25,0.25,0.246667,0.246667,0.246667,0.24,0.231874,0.017123,0.353333,0.346667,0.10081,8.990002,,
03/31/2001,190.504731,299.682,284.877,,0.437866,,,0.173333,0.173333,0.173333,0.17,0.17,0.17,0.24,0.25689,0.102679,,,0.133136,7.299787,,
06/30/2001,192.234654,200.988,191.373,,0.631197,,,0.276667,0.276667,0.276667,0.273333,0.273333,0.273333,0.24,0.391205,0.176028,,,0.433288,7.383637,,
09/30/2001,192.513732,303.828,288.561,,0.401284,,,0.183333,0.183333,0.183333,0.18,0.18,0.18,0.24,0.366189,0.171035,,,0.174814,7.428026,,
12/31/2001,206.70514,205.662002,196.798004,,0.591663,,0.449781,0.29,0.275,0.275,0.28,0.265,0.265,0.26,0.171384,0.022282,0.405,0.385,0.454014,7.943615,,
03/31/2002,208.72384,210.772,208.598,,0.558433,,,0.27,0.265,0.265,0.265,0.26,0.26,,0.3737,0.215946,,,0.126799,8.002541,,
06/30/2002,208.98733,211.012,208.826,,0.55122,,,0.27,0.265,0.265,0.27,0.265,0.265,0.26,0.317968,0.025792,,,0.131391,8.041057,,
09/30/2002,209.118048,210.982,209.078,,0.546581,,,0.27,0.26,0.26,0.265,0.26,0.26,0.26,0.413262,0.04682,,,0.207993,8.048411,,
12/31/2002,209.203994,214.925994,209.156006,,0.604649,,0.440499,0.28,0.305,0.265,0.28,0.3,0.26,0.53,0.230326,-0.685794,0.345,0.34,0.171899,8.048603,,
