Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1992,647.0,-70.099998,32.5,643.599976,41.0,,,,,,,,,,,,,,,,,
06/30/1992,678.099976,229.600006,23.700001,622.599976,-197.800003,,,,,,,,,,,,,,,,,
09/30/1992,388.299988,-845.799988,29.799999,1779.099976,-574.799988,,,,,,,,,,,,,,,,,
12/31/1992,-900.299988,-138.899994,26.1,-976.099976,188.600006,,,,,,,,,,,,,,,,,
03/31/1993,383.5,320.100006,19.1,3.3,41.0,,,,,,,,,,,,,,,,,
06/30/1993,553.900024,396.700012,21.700001,120.5,15.0,,,,,,,,,,,,,,,,,
09/30/1993,1001.200012,325.700012,-1.8,475.899994,201.399994,,,,,,,,,,,,,,,,,
12/31/1993,686.099976,259.0,,314.4,112.699997,,,,,,,,,,,,,,,,686.099976,
03/31/1994,371.899994,-275.200012,14.7,667.099976,-34.700001,,,,,,,,,,,,,,,,371.899994,
07/01/1994,256.200012,402.0,14.8,-120.300003,-40.299999,,,,,,,,,,,,,,,,256.200012,
09/30/1994,919.700012,193.899994,15.3,824.5,-114.0,,,,,,,,,,,,,,,,919.700012,
12/31/1994,522.599976,163.100006,7.6,466.200012,-114.300003,,,,,,,,,,,,,,,,522.599976,
03/31/1995,506.5,541.700012,-0.1,236.800003,-271.899994,,,-31.0,,,,,,,,,,,,,,
06/30/1995,487.200012,519.099976,-0.4,473.299988,-504.799988,-44.0,,-44.0,,,,,,,,,,,,,443.200012,
09/30/1995,993.200012,445.700012,1.1,775.900024,-229.5,,,-4.0,,,,,,,,,,,,,,
12/31/1995,741.099976,397.5,-3.6,-7.0,354.200012,-27.0,,-27.0,,,,,,,,,,,,,714.099976,
03/31/1996,1022.0,424.0,,592.0,6.0,,,-32.0,,,,,,,,,,,,,,
06/30/1996,565.0,764.0,,-94.0,-105.0,,,-28.0,,,,,,,,,,,,,,
09/30/1996,511.0,292.0,,448.0,-229.0,,,-22.0,,,,,,,,,,,,,,
12/31/1996,938.0,595.0,,450.0,-107.0,-44.0,,-44.0,,,,,,,,,,,,,894.0,
03/31/1997,758.0,767.0,,83.0,-92.0,,,-25.0,,,,,,,,,,,,,,
06/30/1997,963.0,643.0,,235.0,85.0,-40.0,,-40.0,,,,,,,,,,,,,923.0,
09/30/1997,986.0,824.0,,347.0,-185.0,-39.0,,-39.0,,,,,,,,,,,,,947.0,
12/31/1997,635.0,871.0,,-527.0,291.0,,,-46.0,,,,,,,,,,,,,,
03/31/1998,889.0,936.0,,-47.0,,-43.0,,-43.0,,,,,,,,,,,,,846.0,
06/30/1998,369.0,885.0,,-516.0,,-35.0,,-35.0,,,,,,,,,,,,,334.0,
09/30/1998,1004.0,713.0,,291.0,,,,-59.0,,,,,,,,,,,,,,
12/31/1998,629.0,760.0,,-131.0,,,,-51.0,,,,,,,,,,,,,,
03/31/1999,716.0,1035.0,-6.0,-319.0,9.0,-527.0,,-49.0,-9610.0,9132.0,,-257.0,-111.0,-67.0,,,,-252.0,141.0,32.0,-68.0,
06/30/1999,415.0,770.0,-7.0,-355.0,-324.0,-898.0,,-55.0,-19176.0,18333.0,,-188.0,-233.0,-174.0,2.0,,,-551.0,727.0,41.0,-671.0,
09/30/1999,444.0,490.0,-29.0,-46.0,-387.0,-1087.0,,-30.0,-28615.0,27597.0,-39.0,-412.0,-354.0,207.0,3.0,,,-1662.0,1346.0,48.0,-1055.0,
12/31/1999,692.0,425.0,12.0,299.0,-44.0,-1421.0,0.0,-78.0,-12331.0,9978.0,1010.0,753.0,-117.0,-5.0,830.0,0.0,0.0,-511.0,563.0,-7.0,24.0,
03/31/2000,606.0,561.0,10.0,45.0,-100.0,17.0,,-98.0,-11434.0,11549.0,,-587.0,-120.0,-416.0,,,,-794.0,723.0,20.0,36.0,
06/30/2000,387.0,459.0,-13.0,-72.0,-298.0,-1557.0,,-74.0,-23440.0,21957.0,,646.0,-250.0,-452.0,912.0,,,-1233.0,1611.0,58.0,-524.0,
09/30/2000,644.0,644.0,-21.0,0.0,-371.0,-2712.0,,-57.0,-33716.0,31061.0,,1224.0,-376.0,-449.0,912.0,,,-1469.0,2535.0,71.0,-844.0,
12/31/2000,52.0,547.0,-68.0,399.0,-826.0,109.0,0.0,-71.0,-8253.0,8433.0,0.0,-212.0,-126.0,3.0,14.0,0.0,0.0,-314.0,223.0,-12.0,-51.0,
03/31/2001,324.0,500.0,-28.0,350.0,-498.0,-1038.0,,-47.0,-10670.0,9679.0,,636.0,-124.0,102.0,,,,-222.0,830.0,50.0,-78.0,
06/30/2001,429.0,168.0,-29.0,428.0,-138.0,-1154.0,,-33.0,-8484.0,7363.0,,785.0,-138.0,-72.0,,-3.0,,-82.0,1051.0,29.0,60.0,
09/30/2001,521.0,226.0,-29.0,572.0,-248.0,-817.0,0.0,-40.0,-8443.0,7666.0,0.0,311.0,-138.0,104.0,3.0,0.0,0.0,-380.0,723.0,-1.0,15.0,
12/31/2001,576.0,264.0,-20.0,409.0,-77.0,-910.0,0.0,-66.0,-8641.0,7813.0,-16.0,378.0,-135.0,-126.0,556.0,0.0,0.0,-587.0,665.0,5.0,44.0,
03/31/2002,1014.0,95.0,-9.0,811.0,117.0,-2150.0,,-45.0,-10479.0,8374.0,,1208.0,-135.0,-85.0,350.0,-76.0,,-85.0,1212.0,27.0,72.0,
06/30/2002,945.0,344.0,-21.0,484.0,138.0,-2525.0,,-50.0,-8941.0,6466.0,,1544.0,-150.0,123.0,0.0,-11.0,,-157.0,1732.0,7.0,-36.0,
09/30/2002,1520.0,248.0,-11.0,550.0,323.0,-625.0,,-151.0,-474.0,,,116.0,-14.0,67.0,,-273.0,,-46.0,403.0,-21.0,1011.0,
12/31/2002,939.0,447.0,-21.0,865.0,58.0,-3703.0,7.0,,-16072.0,12362.0,,1916.0,-283.0,-53.0,271.0,,,-158.0,2101.0,38.0,-848.0,
