Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/30/1990,302.273987,,-257.058014,,45.215973,,-42.630001,,,2.586,6.127,,3.398,,,-9.525,8.713,-1.459,7.254,0.0,,,7.254,1.12,8.374,0.0,,8.374,8.374,,3.5373,2.4,2.4,,3.5373,2.4,2.4,2.4,
06/29/1990,386.967987,,-335.729004,,51.238983,,-41.007999,,,10.231,4.113,,4.704,,,-8.817,14.344,-2.382,11.962,0.0,,,11.962,-0.958,11.004,0.0,,11.004,11.004,,3.5411,3.1,3.1,,3.5411,3.1,3.1,3.1,
09/28/1990,454.18399,,-399.718994,,54.464996,,-44.210999,,,10.254,0.36,,2.749,,,-3.109,10.614,-0.909,9.705,0.0,,,9.705,-1.915,7.79,0.0,,7.79,7.79,,3.5446,2.2,2.2,,3.5446,2.2,2.2,2.2,
12/28/1990,517.653992,,-447.76001,,69.893982,,-52.59,,,17.304001,-0.87,,3.143,,,-2.273,16.434001,-5.366,11.068,0.0,,,11.068001,0.041,11.109,0.0,,11.109,11.109,,3.5443,3.1,3.1,,3.5443,3.1,3.1,3.1,
03/29/1991,479.873993,,-421.562012,,58.311981,,-48.655998,,,9.656,4.816,,4.821,,,-9.637,14.472,-4.097,10.375,0.0,,,10.375,-0.747,9.628,0.0,,9.628,9.628,,3.5493,2.7,2.7,,3.5493,2.7,2.7,2.7,
06/28/1991,489.445007,,-429.052002,,60.393005,,-45.487999,,,14.905,0.312,,5.012,,,-5.324,15.217,-2.624,12.593,0.0,,,12.592999,-0.66,11.933,0.0,,11.933,11.933,,3.5515,3.4,3.4,,3.5515,3.4,3.4,3.4,
09/27/1991,468.256012,,-406.902008,,61.354004,,-47.901001,,,13.453,-0.627,,7.408,,,-6.781,12.826,-2.215,10.611,0.0,,,10.611,-1.356,9.255,0.0,,9.255,9.255,,3.5544,2.6,2.6,,3.5544,2.6,2.6,2.6,
12/27/1991,554.403992,,-475.303009,,79.100983,,-59.875,,,19.226,2.044,,7.299,,,-9.343,21.27,-9.081,12.189,0.0,,,12.189,0.263,12.452,0.0,,12.452,12.452,,3.5569,3.5,3.5,3.5,3.5569,3.5,3.5,3.5,
03/28/1992,487.20401,,-420.261993,,66.942017,,-46.903999,,,20.038,-1.687,,8.361,,,-6.674,18.351,-6.162,12.189,91.259003,,,-79.070003,-1.899,-80.969002,0.0,,-80.969002,-80.969002,,3.5576,-22.8,2.9,,3.5576,-22.8,2.9,2.9,
06/26/1992,581.286011,,-510.628998,,70.657013,,-46.981998,,,23.674999,-5.425,,8.29,,,-2.865,18.249999,-5.986,12.264,0.0,,,12.263999,0.0,12.264,0.0,,12.264,12.264,,3.559,3.5,3.5,,3.559,3.5,3.5,3.5,
09/25/1992,658.257019,,-587.252991,,71.004028,,-53.001999,,,18.002001,-3.419,,9.263,,,-5.844,14.583001,-5.563,9.02,0.0,,,9.020001,0.537,9.557,0.0,,9.557,9.557,,3.5596,2.7,2.7,,3.5596,2.7,2.7,2.7,
12/25/1992,768.041992,,-677.981995,,90.059997,,-60.651001,,,29.409,-10.256,,8.245,,,2.011,19.153,-4.61,14.543,0.0,,,14.543,-1.15,13.393,0.0,,13.393,13.393,,3.562,3.7,3.7,3.7,3.562,3.7,3.7,3.7,
03/26/1993,586.531006,,-517.857971,,68.673035,,-49.386002,,,19.287001,0.258,,8.361,,,-8.619,19.545001,-6.162,13.383,0.0,,,13.383001,-0.653,12.73,0.0,,12.73,12.73,,3.56382,3.6,3.6,,3.56382,3.6,3.6,3.6,
06/25/1993,646.502991,,-571.844971,,74.65802,,-49.108002,,,25.549999,-1.869,,8.633,,,-6.764,23.680999,-8.46,15.221,0.0,,,15.220999,-0.666,14.555,0.0,,14.555,14.555,,3.564594,4.1,4.1,,3.564594,4.1,4.1,4.1,
09/30/1993,616.426025,,-545.161987,,71.264038,,-47.287998,,,23.976,-0.295,,8.696,,,-8.401,23.681,-11.032,12.649,0.0,,,12.649,-0.495,12.153713,0.0,,12.153713,12.153713,,3.565616,3.4,3.4,,3.565616,3.4,3.4,3.4,
