Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1997,1577.800049,7.4,7.4,0.0,391.5,,,499.5,,,,,19.299999,,,,,917.700012,372.0,766.099976,-394.100006,0.0,288.100006,,,,288.100006,660.100006,,392.200012,392.200012,,,,47.599998,,,7.499977,,,7.499977,447.299988,356.0,,,,149.100006,,,,,,149.100006,505.100006,952.399994,0.0,923.400024,,,0.0,,-298.0,625.400024,0.0,625.400024,1577.800018,
12/31/1997,1643.219971,11.599,11.599,0.0,428.630005,,,495.539001,,,,,25.021,,,,,960.789001,395.535004,791.281982,-395.747009,0.0,286.895996,,,,286.895996,682.431,,470.927002,470.927002,,,,48.131001,,,9.73698,,,9.73698,528.794983,328.824005,,,,143.550003,,,,,,143.550003,472.374008,1001.168991,0.0,923.507019,,,,,-281.455994,642.051025,0.0,642.051025,1643.220016,
03/31/1998,1679.5,29.799999,29.799999,0.0,370.899994,,,546.5,,,,,28.5,,,,,975.700012,413.899994,823.099976,-409.200012,0.0,289.899994,,,,289.899994,703.799988,,467.200012,467.200012,,,,49.700001,,,12.399975,,,12.399975,529.299988,356.399994,,,,141.699997,,,,,,141.699997,498.099991,1027.399979,0.0,904.900024,,,0.0,,-252.800003,652.100021,0.0,652.100021,1679.5,
06/30/1998,1854.300049,15.0,15.0,0.0,427.299988,,,574.0,,,,,23.9,,,,,1040.199951,457.600006,877.900024,-420.299988,0.0,356.5,,,,356.5,814.100006,,476.100006,476.100006,,,,49.799999,,,8.699971,,,8.699971,534.599976,471.200012,,,,141.399994,,,,,,141.399994,612.600006,1147.199982,0.0,899.5,,,-20.9,,-171.499994,707.100006,0.0,707.100006,1854.299988,
09/30/1998,1891.199951,21.700001,21.700001,0.0,410.299988,,,593.799988,68.400002,234.399994,377.200012,,25.299999,,,,,1051.099976,482.299988,918.900024,-436.600006,0.0,357.799988,293.100006,,,64.699982,840.099976,,488.399994,488.399994,,,,52.599998,,,12.599983,,,12.599983,553.599976,437.5,,,,139.899994,,,,,,139.899994,577.399994,1130.999969,0.0,885.299988,,,-0.8,,-124.299998,760.199989,0.0,760.199989,1891.199959,
12/31/1998,1823.603027,21.296,21.296,0.0,366.395996,,,548.052979,,,,,30.514999,,,,,966.26001,490.57901,938.841003,-448.261993,0.0,366.764008,,,,366.764008,857.343018,,453.664001,453.664001,,,,49.598999,,,26.578979,,,26.578979,529.84198,364.363007,,,,149.113007,,,,,,149.113007,513.476013,1043.317993,0.0,884.158997,,,0.0,,-103.874001,780.284996,0.0,780.284996,1823.602989,
03/31/1999,1760.0,16.5,16.5,0.0,340.2,340.2,,513.5,59.9,204.6,332.5,-83.5,28.6,,,,,898.8,486.6,942.1,-455.5,0.0,374.6,293.2,,,81.4,861.2,,403.1,403.1,,,,50.6,,,31.2,,,31.2,484.9,359.7,,,,146.3,,,,,,146.3,506.0,990.9,0.0,883.1,,,0.0,-110.5,-3.5,769.1,0.0,769.1,1760.0,
06/30/1999,1679.5,12.5,12.5,0.0,310.399994,310.399994,,475.100006,54.900002,195.899994,314.0,-89.699997,28.799999,,,,,826.799988,481.898407,942.700012,-460.799988,0.0,370.799988,517.700012,,,-146.900024,852.698395,,364.899994,364.899994,,,,60.599998,,,32.900002,,,32.900002,458.399994,312.299988,,,,141.5,,,,,,141.5,453.799988,912.199982,0.0,884.099976,,,0.0,-101.400002,-15.400002,767.299973,0.0,767.299973,1679.499954,
09/30/1999,1609.3,134.8,134.8,0.0,266.3,266.3,,391.2,47.0,134.7,298.3,-88.8,28.3,,,,,820.6,422.0,790.6,-368.6,0.0,366.7,283.9,,,82.8,788.7,,366.6,366.6,,,,60.2,,,21.0,,,21.0,447.8,208.0,,,,141.6,,,,,,141.6,349.6,797.4,0.0,892.6,,,0.0,-85.5,4.8,811.9,0.0,811.9,1609.3,
12/31/1999,1470.719,8.215,8.215,0.0,240.359,271.511,,400.038,43.851,126.949,301.91,-72.672,55.961,,,,,704.573,419.613,812.205,-392.592,0.0,346.533,280.954,455.115,-174.161,65.579,766.146,,230.286,230.286,,,,14.472,,,177.068,,,177.068,421.826,195.86,,,,138.955,,,,,,138.955,334.815,756.641,0.0,900.518,,,-96.074,-78.327,-12.039,714.078,0.0,714.078,1470.719,
03/31/2000,1516.7,12.0,12.0,0.0,272.8,,,401.0,46.9,139.2,286.5,-71.6,43.9,,,,,729.7,411.0,806.9,-395.9,0.0,376.0,277.1,,,98.9,787.0,,363.5,363.5,,,,14.3,,,12.8,,,12.8,390.6,219.6,,,,133.6,,,,,,133.6,353.2,743.8,0.0,905.8,,,-46.8,-65.6,-20.5,772.9,0.0,772.9,1516.7,
06/30/2000,1476.9,13.3,13.3,0.0,240.2,240.2,,401.1,45.1,134.6,294.0,-72.6,48.4,,,,,703.0,404.9,810.6,-405.7,0.0,369.0,271.6,,,97.4,773.9,,329.9,329.9,,,,4.2,,,10.8,,,10.8,344.9,198.3,,,,129.3,,,,,,129.3,327.6,672.5,0.0,918.9,,,-27.5,-49.4,-37.6,804.4,0.0,804.4,1476.9,
09/30/2000,1495.5,15.1,15.1,0.0,267.8,267.8,,391.5,42.9,136.1,285.2,-72.7,53.9,,,,,728.3,398.8,807.9,-409.1,0.0,368.4,265.4,,,103.0,767.2,,328.1,328.1,,,,3.8,,,13.5,,,13.5,345.4,189.3,,,,122.1,,,,,,122.1,311.4,656.8,0.0,927.9,,,-2.2,-41.1,-45.9,838.7,0.0,838.7,1495.5,
12/31/2000,1493.873,16.566,16.566,0.0,268.768,268.768,,372.74,39.855,108.418,303.979,-79.512,29.912,,,,,687.986,403.22,832.313,-429.093,0.0,402.667,261.6,437.48,-175.88,141.067,805.887,,325.004,325.004,,,,4.212,,,16.815,,,16.815,346.031,188.06,,,,117.503,,,,,,117.503,305.563,651.594,0.0,930.051,,,0.0,-50.667,-37.105,842.279,0.0,842.279,1493.873,
03/31/2001,1525.3,12.3,12.3,0.0,263.4,,,417.1,38.9,135.7,306.8,-64.3,31.3,,,,,724.1,401.3,835.4,-434.1,0.0,399.9,495.5,,,-95.6,801.2,,321.1,321.1,,,,218.3,,,11.8,,,11.8,551.2,15.1,,,,116.6,,,,,,116.6,131.7,682.9,0.0,934.1,,,0.0,-36.3,-55.4,842.4,0.0,842.4,1525.3,
06/30/2001,1799.5,184.4,184.4,0.0,325.0,325.0,,424.5,39.6,135.0,313.2,-63.3,31.1,,,,,965.0,412.9,855.6,-442.7,0.0,421.6,268.6,,,153.0,834.5,,336.4,336.4,,,,10.6,,,12.1,,,12.1,359.1,457.2,,,,113.9,,,,,,113.9,571.1,930.2,0.0,947.4,,,0.0,-16.5,-61.6,869.3,0.0,869.3,1799.5,
09/30/2001,1836.0,159.4,68.1,91.3,349.2,349.2,,429.9,38.4,137.0,317.4,-62.9,29.4,,,,,967.9,432.4,892.8,-460.4,0.0,435.7,288.5,,,147.2,868.1,,344.0,344.0,,,,11.3,,,14.8,,,14.8,370.1,457.7,,,,112.5,,,,,,112.5,570.2,940.3,0.0,952.2,,,-24.9,17.9,-49.5,895.7,0.0,895.7,1836.0,
12/31/2001,1875.052,213.711,111.64,102.071,296.572,306.205,,423.819,35.47,139.793,323.783,1.982,30.884,,,,,964.986,490.264,994.28,-504.016,0.0,419.802,293.912,244.272,49.64,125.89,910.066,,207.02,207.02,,,,10.487,,,160.264,,,160.264,377.771,459.142,,,,114.858,,,,,,114.858,574.0,951.771,0.0,951.987,,,-23.334,47.678,-53.05,923.281,0.0,923.281,1875.052,
03/31/2002,1867.3,204.7,86.3,118.4,306.3,,,421.8,34.6,129.0,334.7,-78.3,17.2,,,,,950.0,453.9,884.6,-430.7,0.0,463.4,363.7,262.3,101.4,99.7,917.3,,328.3,328.3,,,,5.2,,,18.1,,,18.1,351.6,460.5,,,,114.6,,,,,,114.6,575.1,926.7,0.0,951.3,,,-20.0,67.2,-57.9,940.6,0.0,940.6,1867.3,
06/30/2002,1925.4,274.8,224.6,50.2,293.0,293.0,,403.5,35.4,128.8,319.6,-80.3,20.1,,,,,991.4,454.7,911.4,-456.7,0.0,479.3,269.2,269.2,0.0,210.1,934.0,,328.2,328.2,,,,7.3,,,18.9,,,18.9,354.4,460.1,,,,114.4,,,,,,114.4,574.5,928.9,0.0,950.7,,,-14.5,89.9,-29.6,996.5,0.0,996.5,1925.4,
09/30/2002,1966.2,312.4,265.6,46.8,292.9,292.9,,391.4,33.1,128.2,306.6,-76.5,24.2,,,,,1020.9,456.6,921.1,-464.5,0.0,488.7,274.0,274.0,0.0,214.7,945.3,,349.4,349.4,,,,6.2,,,18.5,,,18.5,374.1,460.0,,,,110.8,,,,,,110.8,570.8,944.9,0.0,949.9,,,-8.2,110.5,-30.9,1021.3,0.0,1021.3,1966.2,
12/31/2002,1997.67,299.09,273.8,25.29,304.821,304.821,,387.218,37.078,99.417,329.151,-78.428,26.732,,,,,1017.861,475.914,1030.986,-555.072,0.0,503.895,313.061,301.882,11.179,190.834,979.809,,354.377,354.377,,,,4.87,,,15.563,,,15.563,374.81,462.942,,,,118.615,,,,,,118.615,581.557,956.367,0.0,949.734,,,-1.789,108.147,-14.789,1041.303,0.0,1041.303,1997.67,
03/31/2003,2067.2,321.7,293.9,27.8,329.9,,,402.3,33.7,102.4,345.2,-79.0,36.5,,,,,1090.4,466.299,1025.699,-559.4,0.0,510.501,305.2,305.2,0.0,205.301,976.8,,410.4,410.4,,,,4.9,,,17.4,,,17.4,432.7,463.2,,,,117.7,,,,,,117.7,580.9,1013.6,0.0,951.1,,,,116.6,-14.1,1053.6,0.0,1053.6,2067.2,
06/30/2003,2081.3,353.1,328.7,24.4,276.3,276.3,,431.2,34.7,113.9,359.9,-77.3,39.5,,,,,1100.1,469.8,1062.2,-592.4,0.0,511.4,308.4,308.4,0.0,203.0,981.2,,375.3,375.3,,,,261.2,,,17.3,,,17.3,653.8,206.2,,,,117.0,,,,,,117.0,323.2,977.0,0.0,954.3,,,,137.4,12.6,1104.3,0.0,1104.3,2081.3,
09/30/2003,2102.3,316.7,237.5,79.2,311.3,311.3,,465.6,41.0,137.4,364.5,-77.3,38.0,,,,,1131.6,463.1,1070.8,-607.7,0.0,507.6,308.2,308.2,0.0,199.4,970.7,,397.7,397.7,,,,261.9,,,17.5,,,17.5,677.1,206.5,,,,114.8,,,,,,114.8,321.3,998.4,0.0,959.4,,,-47.0,173.6,17.9,1103.9,0.0,1103.9,2102.3,
12/31/2003,2140.685,314.149,292.116,22.033,316.135,316.135,,473.207,38.766,142.328,360.1543,-68.041,44.21,,,,,1147.701,471.333,1098.233,-626.9,0.0,521.651,344.42,316.098,28.322,177.231,992.984,,397.326,397.326,,,,265.011,,,17.582,,,17.582,679.919,204.061,,,,119.982,,,,,,119.982,324.043,1003.962,0.0,958.461,,,-54.664,177.597,55.329,1136.723,0.0,1136.723,2140.685,
03/31/2004,2405.2,416.1,411.1,5.0,337.2,337.2,,488.2,39.4,156.6,363.7,-71.5,85.3,,,,,1326.8,463.5,1095.2,-631.7,0.0,614.9,391.3,391.3,0.0,223.6,1078.4,,448.3,448.3,,,,270.4,,,14.3,,,14.3,733.0,403.0,,,,124.2,,,,,,124.2,527.2,1260.2,0.0,956.9,,,-58.5,194.9,51.7,1145.0,0.0,1145.0,2405.2,
06/30/2004,2176.2,208.6,208.6,0.0,366.1,366.1,,425.0,41.3,130.1,335.4,-81.8,112.6,,,,,1112.3,453.1,1036.4,-583.3,0.0,610.8,390.9,390.9,0.0,219.9,1063.9,,461.1,461.1,,,,10.8,,,15.4,,,15.4,487.3,459.0,,,,121.5,,,,,,121.5,580.5,1067.8,0.0,955.2,,,-98.2,213.5,37.9,1108.4,0.0,1108.4,2176.2,
09/30/2004,2200.9,257.8,257.8,0.0,377.1,377.1,,412.6,40.4,127.9,322.4,-78.1,87.6,,,,,1135.1,440.8,1018.1,-577.3,0.0,625.0,395.0,395.0,0.0,230.0,1065.8,,442.2,442.2,,,,10.7,,,14.0,,,14.0,466.9,458.3,,,,126.4,,,,,,126.4,584.7,1051.6,0.0,949.8,,,-89.4,243.0,45.9,1149.3,0.0,1149.3,2200.9,
12/31/2004,2356.43,226.998,226.998,0.0,424.767,424.767,,454.713,63.674,119.073,346.247,-74.281,98.846,,,,,1205.324,478.651,1095.073,-616.422,0.0,672.455,415.102,415.102,0.0,257.353,1151.106,,516.872,516.872,,,,7.319,,,4.069,,,4.069,528.26,458.355,,,,141.568,,,,,,141.568,599.923,1128.183,0.0,949.289,,,-88.028,272.012,94.974,1228.247,0.0,1228.247,2356.43,
03/31/2005,2376.892,292.244,292.244,0.0,412.186,412.186,,452.676,50.318,120.708,363.094,-81.444,88.143,,,,,1245.249,466.434,1090.487,-624.053,0.0,665.209,418.237,418.237,0.0,246.972,1131.643,,494.905,494.905,,,,6.903,,,5.19,,,5.19,506.998,443.164,,,,136.243,,,,,,136.243,579.407,1086.405,0.0,947.495,,,-33.028,300.603,75.417,1290.487,0.0,1290.487,2376.892,
06/30/2005,2535.02,308.525,308.525,0.0,435.399,435.399,,489.734,56.67,131.954,387.773,-86.663,86.047,,,,,1319.705,463.335,1085.343,-622.008,0.0,751.98,492.005,492.005,0.0,259.975,1215.315,,599.284,599.284,,,,6.343,,,8.063,,,8.063,613.69,443.057,,,,131.841,,,,,,131.841,574.898,1188.588,0.0,960.383,,,-0.57,339.234,47.385,1346.432,0.0,1346.432,2535.02,
09/30/2005,2761.42,460.357,460.357,0.0,449.581,449.581,,534.601,65.34,151.77,416.835,-99.344,87.731,,,,,1532.27,463.905,1096.224,-632.319,0.0,765.245,502.422,502.422,0.0,262.823,1229.15,,682.072,682.072,,,,6.76,,,14.782,,,14.782,703.614,443.345,,,,128.806,,,,,,128.806,572.151,1275.765,0.0,1043.386,,,,388.452,53.817,1485.655,0.0,1485.655,2761.42,
12/31/2005,3098.562,361.971,361.971,0.0,574.099,574.099,,705.809,97.035,214.73,498.938,-104.894,86.177,,,,,1728.056,525.715,1147.422,-621.707,0.0,844.791,577.042,577.042,0.0,267.749,1370.506,,891.519,891.519,,,,6.471,,,23.871,,,23.871,921.861,444.435,,,,137.503,,,,,,137.503,581.938,1503.799,0.0,1114.157,,,,443.142,37.464,1594.763,0.0,1594.763,3098.562,
03/31/2006,3243.838,285.478,285.478,0.0,601.749,601.749,,829.793,121.978,256.033,565.342,-113.56,103.315,,,,,1820.335,581.798,1236.78,-654.982,0.0,841.705,546.661,546.661,0.0,295.044,1423.503,,957.031,957.031,,,,7.745,,,33.328,,,33.328,998.104,443.906,,,,147.166,,,,,,147.166,591.072,1589.176,0.0,1133.754,,,-29.39,499.184,51.114,1654.662,0.0,1654.662,3243.838,
06/30/2006,3817.085,663.291,663.291,0.0,631.327,631.327,,935.305,113.975,276.947,659.762,-115.379,135.184,,,,,2365.107,586.383,1267.586,-681.203,0.0,865.595,611.263,611.263,0.0,254.332,1451.978,,1098.076,1098.076,,,,207.001,,,31.173,,,31.173,1336.25,744.057,,,,144.389,,,,,,144.389,888.446,2224.696,0.0,1137.668,,,-208.313,575.148,87.886,1592.389,0.0,1592.389,3817.085,
09/30/2006,3986.315,719.719,719.719,0.0,686.979,686.979,,1004.202,115.17,291.146,707.476,-109.59,139.821,,,,,2550.721,598.618,1297.487,-698.869,0.0,836.976,578.205,578.205,0.0,258.771,1435.594,,1185.96,1185.96,,,,215.552,,,36.985,,,36.985,1438.497,744.831,,,,146.024,,,,,,146.024,890.855,2329.352,0.0,1139.554,,,-226.96,664.433,79.936,1656.963,0.0,1656.963,3986.315,
12/31/2006,4350.75,1033.536987,1033.536987,0.0,696.146973,696.146973,,1009.414001,108.889,300.970001,687.088013,-87.532997,168.554001,,,,,2907.6521,648.784973,1365.463989,-716.679016,0.0,794.312988,595.268005,595.268005,0.0,199.044983,1443.097961,,1364.716,1364.716,,,,207.345001,,,56.151035,,,56.151035,1628.212036,745.40802,,,,235.690994,,,,,,235.690994,981.099014,2609.31105,0.0,1141.927002,,,-177.772003,760.958008,16.326019,1741.439026,0.0,1741.439026,4350.750076,
03/31/2007,4372.239,848.928,848.928,0.0,690.537,690.537,,1167.111,109.471,357.164,819.851,-119.375,152.512,,,,,2859.088,680.302,1417.639,-737.337,0.0,832.849,617.815,617.815,0.0,215.034,1513.151,,1398.066,1398.066,,,,216.349,,,57.201,,,57.201,1671.616,745.751,,,,237.25,,,,,,237.25,983.001,2654.617,0.0,1137.156,,,-303.76,856.966,27.26,1717.622,0.0,1717.622,4372.239,
06/30/2007,4298.144,467.393,467.393,0.0,765.87,765.87,,1309.352,113.508,399.125,912.191,-115.472,166.564,,,,,2709.179,718.515,1474.845,-756.33,0.0,870.45,643.683,643.683,0.0,226.767,1588.965,,1513.742,1513.742,,,,7.824,,,29.716,,,29.716,1551.282,746.96,,,,229.94,,,,,,229.94,976.9,2528.182,0.0,1142.175,,,-407.654,980.194,55.247,1769.962,0.0,1769.962,4298.144,
09/30/2007,4614.904,568.449,568.449,0.0,826.29,826.29,,1432.327,114.7,458.485,971.091,-111.949,159.103,,,,,2986.169,759.218,1546.621,-787.403,0.0,869.517,654.952,654.952,0.0,214.565,1628.735,,1631.566,1631.566,,,,6.231,,,14.167,,,14.167,1651.964,746.9,,,,228.976,,,,,,228.976,975.876,2627.84,0.0,1150.557,,,-382.574,1130.917,88.164,1987.064,0.0,1987.064,4614.904,
12/31/2007,4730.819,739.916,739.916,0.0,797.471,797.471,,1413.403,121.071,454.309,947.254,-109.231,121.141,,,,,3071.931,821.104,1626.636,-805.532,0.0,837.784,647.819,647.819,0.0,189.965,1658.888,,1677.054,1677.054,,,,8.766,,,7.056,,,7.056,1692.876,745.128,,,,197.851,,,,,,197.851,942.979,2635.855,0.0,1163.138,,,-426.0,1256.822,101.004,2094.964,0.0,2094.964,4730.819,
03/31/2008,5001.541,744.362,744.362,0.0,868.955,887.805,,1485.911,123.059,490.547,999.684,-127.379,156.056,,,,,3255.284,862.593,1703.99,-841.397,0.0,883.664,686.841,686.841,0.0,196.823,1746.257,,1653.233,1653.233,,,,178.488,,,42.54,,,42.54,1874.261,745.028,732.798,12.23,12.23,199.975,,,,,,199.975,945.003,2819.264,0.0,1160.394,,,-504.754,1383.164,143.473,2182.277,0.0,2182.277,5001.541,
06/30/2008,5878.917,1534.117,1534.117,0.0,950.894,887.805,,1467.195,119.511,474.798,948.52,-75.634,141.489,,,,,4093.695,893.72,1763.5,-869.78,0.0,891.502,685.632,685.632,0.0,205.87,1785.222,,1712.962,1712.962,,,,327.681,,,44.135,,,44.135,2084.778,1255.723,1242.414,13.309,13.309,206.221,,,,,,206.221,1461.944,3546.722,,1169.961,,,-528.37,1535.116,155.488,2332.195,,2332.195,5878.917,
09/30/2008,5733.774,1435.517,1435.517,0.0,967.904,887.805,,1407.393,112.851,451.411,971.9,-128.769,144.773,,,,,3955.587,884.145,1743.523,-859.378,0.0,894.042,694.429,694.429,0.0,199.613,1778.187,,1728.685,1728.685,,,,154.975,,,76.541,,,76.541,1960.201,1256.282,1242.249,14.033,14.033,214.236,,,,,,214.236,1470.518,3430.719,0.0,1177.97,,,-579.118,1701.417,2.786,2303.055,0.0,2303.055,5733.774,
12/31/2008,5902.371,1621.046,1621.046,0.0,897.453,897.453,,1336.925,126.649,403.791,931.168,-124.683,201.019,,,,,4056.443,931.647,1766.646,-834.999,0.0,914.281,709.217,709.217,0.0,205.064,1845.928,,525.507,525.507,,,,161.279,,,1424.422,,,1424.422,2111.208,1218.627,1204.682,13.945,13.945,228.009,,,,,,228.009,1446.636,3557.844,0.0,1256.956,,,-638.124,1809.913,-84.218,2344.527,0.0,2344.527,5902.371,
03/31/2009,5922.015,1442.021,1442.021,0.0,888.35,888.35,0.0,1508.5,150.899,441.165,1072.48,-156.044,237.484,,,,237.484,4076.355,941.356,1786.311,-844.955,0.0,904.304,696.44,696.44,0.0,207.864,1845.66,,1879.911,465.985,88.562,,1325.364,184.656,0.0,184.656,0.0,,,0.0,2064.567,1222.599,1208.163,14.436,14.436,223.934,,,,,100.553,123.381,1446.533,3511.1,0.0,1256.176,2.363,1253.813,-636.079,1924.55,-133.732,2410.915,0.0,2410.915,5922.015,
06/30/2009,6267.557,1537.658,1537.658,0.0,826.554,826.554,0.0,1677.787,147.147,499.711,1128.593,-97.664,283.529,,,,283.529,4325.528,1008.643,1905.211,-896.568,0.0,933.386,727.164,727.164,0.0,206.222,1942.029,,1925.447,417.474,76.29,,1431.683,205.756,0.0,205.756,0.0,,,0.0,2131.203,1225.894,1212.029,13.865,13.865,218.705,,,,,108.405,110.3,1444.599,3575.802,0.0,1265.522,2.363,1263.159,-630.108,2063.154,-6.813,2691.755,0.0,2691.755,6267.557,
09/30/2009,6306.945,1527.528,1527.528,0.0,817.96,817.96,0.0,1698.565,132.972,518.104,1210.267,-162.778,276.511,,,,276.511,4320.564,1045.599,1959.104,-913.505,0.0,940.782,720.73,720.73,0.0,220.052,1986.381,,1905.728,341.556,38.101,,1526.071,61.042,0.0,61.042,0.0,,,0.0,1966.77,1229.067,1215.851,13.216,13.216,232.69,,,,,119.723,112.967,1461.757,3428.527,0.0,1270.387,2.395,1267.992,-624.09,2188.098,44.023,2878.418,0.0,2878.418,6306.945,
