Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Real Estate Investments,Other Investments,Net Receivables,Total Commercial Loans,Commercial RE Loans,Total Consumer Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Finance Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1995,287274.09375,1302.5,,,,,,0.0,,2373.100098,,,,,,,231628.59375,-289.100006,231339.5,,,,,,,,0.0,283598.493652,,310.5,126429.0,,,,,144507.59375,,,,,,,,,5704.399902,276951.493652,0.0,1976.199951,,,-365.200012,,8711.600403,10322.600342,0.0,10322.600342,287274.093994,
09/30/1995,294229.6875,355.100006,,,,,,0.0,,2201.800049,,,,,,,240505.203125,-287.100006,240218.09375,,,,,,,,0.0,291672.787445,,322.299988,127658.398438,,,,,149534.09375,,,,,,,,,5992.0,283506.792175,0.0,1977.599976,,,-377.700012,,9122.999817,10722.89978,0.0,10722.89978,294229.691956,
12/31/1995,316550.0,318.0,,,,,,0.0,,2408.0,,,,,,,252868.0,-280.0,252588.0,,,,,,,,,313824.0,,115.599998,146153.0,,,,,153021.0,,,,,,,,,6301.399902,305590.9999,0.0,1982.0,,,-371.0,,9348.0,10959.0,0.0,10959.0,316549.9999,
03/31/1996,325138.6875,566.200012,,,,,,0.0,,2454.300049,,,,,,,261492.09375,-266.799988,261225.296875,,,,,,,,,322118.187439,,124.0,144563.703125,,,,,162251.0,,,,,,,,,6821.400147,313760.103271,375.0,2034.300049,,,-820.400024,,9789.699829,11378.599854,0.0,11378.599854,325138.703126,
06/30/1996,326910.0,1363.099976,,,,,,0.0,,2408.899902,,,,,,,269429.3125,-250.0,269179.3125,,,,,,,,,323138.000122,,120.699997,141832.796875,,,,,166552.40625,,,,,,,,,6652.900147,315158.803268,750.0,2025.900024,,,-1266.0,,10241.299805,11751.199829,0.0,11751.199829,326910.003098,
09/30/1996,338534.09375,659.900024,,,,,,0.0,,2462.600098,,,,,,,277269.0,-253.199997,277015.8125,,,,,,,,,335411.593628,,,151549.09375,,,,,167603.90625,,,,,,,,,7113.900146,326266.900146,1000.0,2018.699951,,,-1469.800049,,10718.300049,12267.199951,0.0,12267.199951,338534.100097,
12/31/1996,351041.0,850.0,,,,,,0.0,,2419.0,,,,,,,286528.0,-269.0,286259.0,,,,,,,,,347772.0,,0.0,159900.0,,,,,171370.0,,,,,,,,,6998.0,338268.0,1000.0,2044.0,,,-1485.0,,11214.0,12773.0,0.0,12773.0,351041.0,
03/31/1997,357009.8125,985.799988,,,,,,0.0,,2586.899902,,,,,,,291712.5,-271.100006,291441.40625,,,,,,,,0.0,353437.11261,,0.0,159070.90625,,,,,177103.296875,,,,,,,,,7657.900146,343832.103271,1000.0,2079.0,,,-1606.900024,,11705.60022,13177.700195,0.0,13177.700195,357009.803467,
06/30/1997,365997.0,1920.800049,,,,,,0.0,,2714.699951,,,,,,,297072.90625,-273.799988,296799.09375,,,,,,,,0.0,361361.5,,0.0,167682.09375,,,,,177779.5,,,,,,,,,7271.099854,352732.693604,1000.0,2069.5,,,-2027.900024,,12222.699829,13264.299805,0.0,13264.299805,365996.993408,
09/30/1997,379225.0,1166.199951,,,,,,0.0,,2758.399902,,,,,,,307036.90625,-281.399994,306755.5,,,,,,,,0.0,375300.400146,,0.0,173344.40625,,,,,184658.796875,,,,,,,,,7864.0,365867.203125,1000.0,2082.399902,,,-2489.5,,12764.900391,13357.800293,0.0,13357.800293,379225.003418,
12/31/1997,391672.6875,2204.800049,,,,,,0.0,,2947.300049,,,,,,,316592.3125,-276.399994,316315.912506,,,,,,,,,386520.587402,,0.0,175400.0,,,,,194373.796875,,,,,,,,,8105.899902,377879.696777,1000.0,2087.899902,,,-2620.100098,,13325.199707,13792.999511,0.0,13792.999511,391672.696288,
03/31/1998,403992.6875,353.200012,,,,,,0.0,,3037.300049,,,,,,,327171.1875,-262.600006,326908.59375,,,,,,,,0.0,400602.187439,,0.0,168919.09375,,,,,212173.796875,,,,,,,,,8828.999756,389921.890381,1000.0,2097.699951,,,-2912.899902,,13885.999512,14070.799561,0.0,14070.799561,403992.689941,
06/30/1998,429448.09375,801.5,,,,,,0.0,,3161.800049,,,,,,,349538.0,-256.399994,349281.59375,,,,,,,,0.0,425484.793701,,0.0,174941.90625,,,,,231220.40625,,,,,,,,,9100.299805,415262.612305,1000.0,2129.399902,,,-3415.100098,,14471.199707,14185.499512,0.0,14185.499512,429448.111816,
09/30/1998,455099.3125,188.699997,,,,,,0.0,,3466.100098,,,,,,,376331.5,-253.5,376078.0,,,,,,,,0.0,451444.512405,,0.0,189228.296875,,,,,241353.59375,,,,,,,,,9665.300049,440247.190674,1150.0,2138.399902,,,-3516.699951,,15080.400146,14852.100098,0.0,14852.100098,455099.290771,
12/31/1998,485013.8125,742.799988,,,,,,0.0,,3707.5,,,,,,,415433.59375,-210.300003,415223.3125,,,,,,,,0.0,480563.512512,,0.0,205413.40625,,,,,254877.59375,,,,,,,,,9270.0,469561.0,1150.0,2125.5,,,-3499.100098,,15676.399902,15452.799805,0.0,15452.799805,485013.799805,
03/31/1999,501058.3125,41.099998,,,,,,0.0,,3597.399902,,,,,,,440924.1875,-198.5,440725.6875,,,,,,,,0.0,497419.812599,,0.0,190275.40625,,,,,285142.5,,,,,,,,,9506.099854,484924.006104,1150.0,2172.300049,,,-3487.600098,,16299.600098,16134.300049,0.0,16134.300049,501058.306152,
06/30/1999,526262.8125,136.199997,,,,,,0.0,,3477.899902,,,,,,,473651.90625,-188.699997,473463.1875,,,,,,,,0.0,522648.712601,,0.0,192832.796875,,,,,307064.09375,,,,,,,,,9785.300293,509682.190918,1300.0,2172.100098,,,-3761.800049,,16870.300049,16580.600098,0.0,16580.600098,526262.791016,
09/30/1999,551531.8125,109.900002,,,,,,0.0,,3785.600098,,,,,,,504496.59375,-194.0,504302.59375,,,,,,,,0.0,547636.312401,,0.0,215228.203125,,,,,309651.3125,,,,,,,,,9597.5,534477.015625,1300.0,2177.899902,,,-3930.399902,,17507.300293,17054.800293,0.0,17054.800293,551531.815918,
12/31/1999,575167.375,2099.399902,,,,,,0.0,,3948.800049,,,,,,,522977.09375,-197.0,522780.09375,,,,,,,,0.0,569119.175049,,0.0,226582.09375,,,,,321037.0,,,,,,,,,9918.999756,557538.093506,1300.0,2177.899902,,,-4019.600098,,18171.000488,17629.300293,0.0,17629.300293,575167.393799,
03/31/2000,586697.875,121.900002,,,,,,0.0,,4062.0,,,,,,,537183.0,-191.0,536992.0,,,,,,,,0.0,582513.974998,,0.0,228975.09375,,,,,328567.8125,,,,,,,,,10783.499756,568326.406006,1990.0,2187.0,,,-4714.899902,,18909.399902,18371.5,0.0,18371.5,586697.906006,
06/30/2000,608775.0,29.0,,,,,,0.0,,3894.0,,,,,,,550179.0,-194.0,549985.0,,,,,,,,0.0,604852.0,,0.0,239281.0,,,,,339246.0,,,,,,,,,11457.0,589984.0,1990.0,2183.0,,,-5087.0,,19705.0,18791.0,0.0,18791.0,608775.0,
09/30/2000,638147.0,213.100006,,,,,,0.0,,4013.0,,,,,,,571604.0,-200.0,571404.0,,,,,,,,0.0,633920.899994,,0.0,251038.0,,,,,356001.0,,,,,,,,,11421.0,618460.0,2278.0,2174.0,,,-5350.0,,20585.0,19687.0,0.0,19687.0,638147.0,
12/31/2000,675072.0,616.700012,,,,,,0.0,,4529.0,,,,,,,607602.0,-203.0,607399.0,,,,,,,,0.0,669926.299988,,0.0,280322.0,,,,,362360.0,,,,,,,,,11552.0,654234.0,2278.0,2181.0,,,-5250.0,,21629.0,20838.0,0.0,20838.0,675072.0,
03/31/2001,700977.0,808.5,,,,,,0.0,,4742.0,,,,,,,640934.0,-200.0,640734.0,,,,,,,,,695426.5,,0.0,324421.0,,,,,342171.0,,,,,,,,,18299.0,684891.0,1902.0,2228.0,,,-5227.0,,17183.0,16086.0,0.0,16086.0,700977.0,
06/30/2001,737151.0,824.0,,,,,,0.0,,4985.0,,,,,,,663199.0,-201.0,662998.0,,,,,,,,0.0,731342.0,,0.0,329159.0,,,,,373175.0,,,,,,,,,15386.0,717720.0,2302.0,2230.0,,,-5201.0,,20100.0,19431.0,0.0,19431.0,737151.0,
09/30/2001,766650.0,2068.699951,,,,,,0.0,,5181.0,,,,,,,687002.0,-201.0,686801.0,,,,,,,,0.0,759400.300049,,0.0,340439.0,,,,,386553.0,,,,,,,,,25880.0,752872.0,2302.0,2240.0,,,-5306.0,,14542.0,13778.0,0.0,13778.0,766650.0,
12/31/2001,799791.0,1518.0,,,,,,0.0,,4705.0,,,,,,,705372.0,-205.0,705167.0,,,,,,,,0.0,793568.0,,0.0,343492.0,,,,,419975.0,,,,,,,,,18206.0,781673.0,2302.0,2244.0,,,-5539.0,,19111.0,18118.0,0.0,18118.0,799791.0,
03/31/2002,807961.0,939.099976,,,,,,0.0,,4910.0,,,,,,,731926.0,-210.0,731716.0,,,,,,,,0.0,802111.900024,,0.0,339793.0,,,,,429982.0,,,,,,,,,17434.0,787209.0,1928.0,2435.0,,,-5884.0,,22273.0,20752.0,0.0,20752.0,807961.0,
06/30/2002,826677.0,873.0,,,,,,0.0,,4883.0,,,,,,,740806.0,-216.0,740590.0,,,,,,,,0.0,820921.0,,0.0,358814.0,,,,,430095.0,,,,,,,,,20037.0,808946.0,1928.0,2438.0,,,-6117.0,,19482.0,17731.0,0.0,17731.0,826677.0,
09/30/2002,837711.0,2136.0,,,,,,0.0,,4928.0,,,,,,,758151.0,-220.0,757931.0,,,,,,,,0.0,830647.0,,0.0,345786.0,,,,,454469.0,,,,,,,,,22492.0,822747.0,1678.0,2439.0,,,-6411.0,,17258.0,14964.0,0.0,14964.0,837711.0,
12/31/2002,887515.0,1710.0,,,,,,0.0,,4915.0,,,,,,,189484.0,-79.0,189405.0,,,,,,,,,880890.0,,0.0,382412.0,,,,,468570.0,,,,,,,,,20245.0,871227.0,2678.0,2432.0,,,-6415.0,29385.0,-11792.0,16288.0,0.0,16288.0,887515.0,
03/31/2003,913264.0,5982.0,,,,,,0.0,,5129.0,,,,,,,196044.0,-79.0,195965.0,,,,,,,,,902153.0,,0.0,395531.0,,,,,478389.0,,,,,,,,,21440.0,895360.0,3078.0,2428.0,,,-6899.0,30909.0,-11612.0,17904.0,0.0,17904.0,913264.0,
06/30/2003,923795.0,2165.0,,,,,,0.0,,5424.0,,,,,,,212441.0,-83.0,212358.0,,,,,,,,,916206.0,,0.0,422274.0,,,,,461807.0,,,,,,,,,22350.0,906431.0,3883.0,2435.0,,,-7238.0,31595.0,-13311.0,17364.0,0.0,17364.0,923795.0,
09/30/2003,1019171.0,1356.0,,,,,,0.0,,6133.0,,,,,,,229019.0,-87.0,228932.0,,,,,,,,,1011682.0,,0.0,496314.0,,,,,479420.0,,,,,,,,,25913.0,1001647.0,4108.0,2444.0,,,-7581.0,33781.0,-15228.0,17524.0,0.0,17524.0,1019171.0,
12/31/2003,1009569.0,1415.0,,,,,,0.0,,6075.0,,,,,,,235933.0,-85.0,235848.0,,,,,,,,,1002079.0,,0.0,483193.0,,,,,478539.0,,,,,,,,,25464.0,987196.0,4108.0,2457.0,,,-7656.0,35496.0,-12032.0,22373.0,0.0,22373.0,1009569.0,
03/31/2004,995268.0,3214.0,,,,,,0.0,,6208.0,,,,,,,235810.0,-85.0,235725.0,,,,,,,,0.0,985846.0,,0.0,471252.0,,,,,474091.0,,,,,,,,,29120.0,974463.0,4108.0,2488.0,,,-7740.0,36845.0,-14896.0,20805.0,0.0,20805.0,995268.0,
06/30/2004,989341.0,340.0,,,,,,0.0,,6050.0,,,,,,,239753.0,-80.0,239673.0,,,,,,,,0.0,982951.0,,0.0,424372.0,,,,,515296.0,,,,,,,,,23552.0,963220.0,4108.0,2518.0,,,-7925.0,37414.0,-9994.0,26121.0,0.0,26121.0,989341.0,
09/30/2004,1027049.0,3857.0,,,,,,0.0,,,,,,,,,389766.0,-288.0,389478.0,,,,,,,,0.0,1023192.0,,0.0,336321.0,,,,,630585.0,,,,,,,,,27129.0,994035.0,,,,,,29668.0,3299.0,32967.0,47.0,33014.0,1027049.0,
12/31/2004,1020934.0,2655.0,,,,,,0.0,,4237.0,,,,,,,390000.0,-349.0,389651.0,1704.0,,,,,,,,1012338.0,,0.0,468635.0,,,,,486876.0,,,,,,,,,26445.0,981956.0,9108.0,2575.0,,,-7873.0,30705.0,4387.0,38902.0,76.0,38978.0,1020934.0,
03/31/2005,976205.0,3186.0,,,,,,0.0,,,,,,,,,385528.0,-302.0,385226.0,,,0.0,,,,,,973019.0,,0.0,284776.0,,,,,625686.0,,,,,,,,,28113.0,938575.0,9108.0,,,,,32171.0,-3722.0,37557.0,73.0,37630.0,976205.0,
06/30/2005,916058.0,2597.0,,,,,,0.0,,,,,,,,,366203.0,-312.0,365891.0,,,0.0,,,,,,913461.0,,0.0,219837.0,,,,,628148.0,,,,,,,,,26787.0,874772.0,9108.0,,,,,33134.0,-1029.0,41213.0,73.0,41286.0,916058.0,
09/30/2005,827196.0,2797.0,,,,,,0.0,,,,,,,,,359372.0,-319.0,359053.0,,,0.0,,,,,,824399.0,,0.0,151906.0,,,,,607873.0,,,,,,,,,28072.0,787851.0,9108.0,,,,,34505.0,-4342.0,39271.0,74.0,39345.0,827196.0,
12/31/2005,834168.0,2820.0,,,,,,0.0,,3506.0,,,,,,,362781.0,-302.0,362479.0,1771.0,,0.0,,,,,,826071.0,,0.0,173891.0,,,,,590824.0,,,,,,,,,30030.0,794745.0,9108.0,2506.0,,,-7736.0,35555.0,-131.0,39302.0,121.0,39423.0,834168.0,
03/31/2006,834064.0,4675.0,,,,,,0.0,,,,,,,,,364003.0,-306.0,363697.0,,,0.0,,,,,,829389.0,,0.0,157382.0,,,,,608596.0,,,,,,,,,29299.0,795277.0,9108.0,,,,,37214.0,-7653.0,38669.0,118.0,38787.0,834064.0,
06/30/2006,865139.0,18899.0,,,,,,0.0,,,,,,,,,370451.0,-314.0,370137.0,,,0.0,,,,,,846240.0,,0.0,175858.0,,,,,612449.0,,,,,,,,,38060.0,826367.0,9108.0,,,,,38885.0,-9342.0,38651.0,121.0,38772.0,865139.0,
09/30/2006,838526.0,3079.0,,,,,,0.0,,,,,,,,,372507.0,-315.0,372192.0,,,0.0,,,,,,835447.0,,0.0,150788.0,,,,,609670.0,,,,,,,,,36606.0,797064.0,9108.0,,,,,37872.0,-5642.0,41338.0,124.0,41462.0,838526.0,
12/31/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2007,839464.0,3708.0,,,,,,0.0,,3782.0,,,,,,,381622.0,-312.0,381310.0,2395.0,,0.0,,,,,,829579.0,,0.0,159610.0,,,,,606534.0,,,,,,,,,31763.0,797907.0,8408.0,2427.0,,,-7526.0,38401.0,-279.0,41431.0,126.0,41557.0,839464.0,
06/30/2007,857802.0,5848.0,,,,,,0.0,,3922.0,,,,,,,387322.0,-337.0,386985.0,2675.0,,0.0,,,,,,845357.0,,0.0,164777.0,,,,,616814.0,,,,,,,,,36414.0,818005.0,8008.0,2456.0,,,-7517.0,39744.0,-3021.0,39670.0,127.0,39797.0,857802.0,
09/30/2007,839783.0,4480.0,,,,,,0.0,,3865.0,,,,,,,394945.0,-395.0,394550.0,3107.0,,0.0,,,,,,828331.0,,0.0,154791.0,,,,,608619.0,,,,,,,,,36330.0,799740.0,9008.0,2481.0,,,-7513.0,37737.0,-1791.0,39922.0,121.0,40043.0,839783.0,
12/31/2007,879389.0,3941.0,,,,,,0.0,,3812.0,,,,,,,397214.0,-698.0,396516.0,3602.0,,0.0,0.0,,,,,868034.0,,0.0,235029.0,,,,,562139.0,,,,,,,,,38103.0,835271.0,16913.0,2424.0,,,-7512.0,33548.0,-1362.0,44011.0,107.0,44118.0,879389.0,
03/31/2008,843227.0,1997.0,,,,,,0.0,,3676.0,,,,,,,403442.0,-993.0,402449.0,4721.0,,0.0,,,,,,832833.0,,0.0,216627.0,,,,,544424.0,,,,,,,,,43182.0,804233.0,16913.0,2215.0,,,-7295.0,30844.0,-3841.0,38836.0,158.0,38994.0,843227.0,
06/30/2008,885918.0,13493.0,,,,,,0.0,,3651.0,,,,,,,412776.0,-1476.0,411300.0,5995.0,,0.0,,,,,,862779.0,,0.0,240666.0,,,,,559279.0,,,,,,,,,44583.0,844528.0,21725.0,4636.0,,,-7295.0,27898.0,-5738.0,41226.0,164.0,41390.0,885918.0,
09/30/2008,896615.0,36301.0,,,,,,0.0,,3711.0,,,,,,,399637.0,-1803.0,397834.0,7493.0,,0.0,,,,,,849110.0,,0.0,281739.0,,,,,550928.0,,,,,,,,,54513.0,887180.0,22725.0,3795.0,,,-7312.0,-1563.0,-8369.0,9276.0,159.0,9435.0,896615.0,
12/31/2008,912404.0,17933.0,,,,,,0.0,,3816.0,,,,,,,415065.0,-2923.0,412142.0,6918.0,,0.0,0.0,,,,,883737.0,,0.0,331068.0,,,,,539402.0,,,,,,,,,57091.0,927561.0,22222.0,4271.0,,,-7344.0,-26790.0,-7673.0,-15314.0,157.0,-15157.0,912404.0,
03/31/2009,919638.0,23246.0,53195.0,53195.0,358095.0,86278.0,261041.0,,10776.0,14426.0,119174.0,119174.0,294280.0,294280.0,0.0,20439.0,433893.0,-4830.0,429063.0,6630.0,6630.0,0.0,0.0,0.0,1658.0,1369.0,,31956.0,,,274694.0,12.0,,,274682.0,579319.0,,,579319.0,,,,,3169.0,81385.0,938567.0,36829.0,4858.0,660.0,4198.0,-7378.0,-49957.0,-3418.0,-19066.0,137.0,-18929.0,919638.0,
06/30/2009,911382.0,28234.0,25810.0,25810.0,375402.0,82400.0,283941.0,,9061.0,17603.0,120794.0,120794.0,276742.0,276742.0,0.0,24886.0,422422.0,-6841.0,415581.0,6608.0,6608.0,0.0,0.0,0.0,3791.0,1406.0,,36947.0,,,259781.0,,,,259781.0,573329.0,,,573329.0,,,,,2047.0,86827.0,921984.0,55686.0,4609.0,662.0,3947.0,-7385.0,-56191.0,-7429.0,-10710.0,108.0,-10602.0,911382.0,
09/30/2009,890275.0,15382.0,34856.0,34856.0,376084.0,97288.0,270557.0,,8239.0,21802.0,121786.0,121786.0,273804.0,273804.0,0.0,21774.0,417364.0,-8991.0,408373.0,7735.0,7735.0,0.0,0.0,0.0,1418.0,766.0,,23859.0,,,240907.0,112.0,,,240795.0,562195.0,,,562195.0,,,,,1330.0,100803.0,905235.0,66357.0,3774.0,663.0,3111.0,-7394.0,-75063.0,-2739.0,-15065.0,105.0,-14960.0,890275.0,
12/31/2009,869141.0,6812.0,53684.0,53684.0,355109.0,111939.0,237728.0,,5442.0,22622.0,120414.0,120414.0,277667.0,277667.0,0.0,6405.0,404486.0,-10461.0,394025.0,9142.0,9142.0,0.0,0.0,0.0,909.0,1474.0,,25364.0,,,200437.0,,0.0,0.0,200437.0,574117.0,0.0,0.0,574117.0,1221.0,1055.0,166.0,,1029.0,108794.0,884422.0,81248.0,2747.0,664.0,2083.0,-7398.0,-90237.0,-1732.0,-15372.0,91.0,-15281.0,869141.0,
