Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2001,286.0,,-82.0,,204.0,,-147.0,,,,57.0,0.0,,0.0,,0.0,0.0,57.0,-21.0,36.0,0.0,,,36.0,0.0,36.0,0.0,0.0,36.0,36.0,,193.600006,0.19,0.19,0.19,193.600006,0.19,0.19,0.19,
06/30/2001,294.299988,,-81.5,,212.799988,,-143.899994,,,,68.900002,0.0,,0.0,,0.0,0.0,68.900002,-25.700001,43.200001,0.0,,,43.200001,0.0,43.200001,0.0,0.0,43.200001,43.200001,,193.600006,0.22,0.22,0.25,193.600006,0.22,0.22,0.25,
09/30/2001,286.700012,,-75.0,,211.700012,,-160.899994,,,,50.799999,-3.0,,3.0,,0.0,0.0,47.799999,-20.4,27.4,0.0,,,27.399999,0.0,27.4,0.0,0.0,27.4,27.4,,193.699997,0.14,0.14,0.25,195.0,0.14,0.14,0.25,
12/31/2001,311.600006,,-82.699997,,228.900009,,-157.300003,,,,71.599998,-4.4,,4.4,,0.0,0.0,67.199998,-24.0,43.200001,0.0,,,43.199998,0.0,43.200001,0.0,0.0,43.200001,43.200001,,193.800003,0.22,0.22,0.27,195.199997,0.22,0.22,0.27,
03/31/2002,319.100006,,-80.800003,,238.300003,,-150.0,,,,88.300003,-3.6,,3.6,,0.0,0.0,84.700003,-30.1,54.599998,0.0,,,54.600003,0.0,54.599998,0.0,0.0,54.599998,54.599998,,194.0,0.28,0.28,0.28,195.699997,0.28,0.28,0.28,
06/30/2002,345.600006,,-85.199997,,260.400009,,-157.0,,,,103.400002,-3.3,,3.3,,0.0,0.0,100.100002,-34.200001,65.900002,0.0,,,65.900001,0.0,65.900002,0.0,0.0,65.900002,65.900002,,194.300003,0.34,0.34,0.34,196.0,0.34,0.34,0.34,
09/30/2002,337.5,,-85.099998,,252.400002,,-154.300003,,,,98.099998,-3.0,,3.0,,0.0,0.0,95.099998,-30.0,65.099998,0.0,,,65.099998,0.0,65.099998,0.0,0.0,65.099998,65.099998,,194.699997,0.33,0.33,0.33,196.5,0.33,0.33,0.33,
12/31/2002,370.2,,-93.7,,276.5,0.0,-165.4,143.6,,21.8,111.1,-2.1,,2.1,,0.0,0.0,109.0,-36.8,72.2,0.0,,,72.2,0.0,72.2,0.0,0.0,72.2,72.2,,195.1,0.37,0.37,0.37,197.4,0.37,0.37,0.37,
03/31/2003,390.100006,,-96.900002,,293.200005,,-171.199997,,,,122.0,-1.4,,1.4,,0.0,0.0,120.6,-40.400002,80.199997,-55.099998,,,135.299997,0.0,135.300003,0.0,0.0,135.300003,135.300003,,195.699997,0.69,0.41,0.41,198.0,0.68,0.41,0.41,
06/30/2003,411.100006,,-98.400002,,312.700005,,-178.0,,,,134.699997,-0.9,,0.9,,0.0,0.0,133.799997,-44.799999,89.0,0.0,,,88.999998,0.0,89.0,0.0,0.0,89.0,89.0,,196.5,0.45,0.45,0.45,199.100006,0.45,0.45,0.45,
