Date,Level 2 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 2 Assets/Total Equity,Total FV Assets/Total Equity,Level 2 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/22/2008,40.0,,81.0,,1.165162,,0.303214,,
06/14/2008,34.0,,75.0,,0.967283,,0.246056,,
09/06/2008,20.0,,27.0,,0.514007,,0.138956,,
12/27/2008,,,,,1.364914,1.364914,0.261901,0.261901,
03/21/2009,20.0,,70.0,,0.870701,,0.161381,,
06/13/2009,47.0,,129.0,,1.609589,,0.349313,,
09/05/2009,55.0,55.0,75.0,75.0,1.670717,1.670717,0.401138,0.401138,
12/26/2009,96.0,96.0,73.0,73.0,2.588299,2.588299,0.707443,0.707443,
