Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1995,1846.0,237.999997,224.199997,13.8,568.099976,,,425.600006,,,,,165.699997,,,,1397.400024,202.300003,477.5,-275.200012,33.700001,,212.600006,,,,,212.600006,448.60001,,156.399994,156.399994,,,,162.199997,,,,,,583.499985,,,583.499985,902.099976,63.900002,,,,,161.100006,,,,161.100006,225.000008,1127.099984,360.0,40.299999,,,,,318.600006,718.900005,0.0,718.900005,1845.999989,
12/31/1995,1826.199951,312.700012,312.700012,0.0,495.200012,,,410.600006,,,,,127.900002,,,,1346.400024,216.199997,498.600006,-282.399994,24.0,,239.600006,,,,,239.600006,479.800003,,154.100006,154.100006,,,,82.800003,,,,,,630.599991,,,630.599991,867.5,43.599998,,,,,171.199997,,,,171.199997,214.799995,1082.299995,360.0,122.800003,,,0.0,,261.100006,743.900009,0.0,743.900009,1826.200004,
03/31/1996,1773.699951,243.800003,243.800003,0.0,537.799988,,,402.899994,,,,,122.699997,,,,1307.199951,218.800003,508.399994,-289.600006,22.0,,225.699997,,,,,225.699997,466.5,,147.5,147.5,,,,56.900002,,,,,,603.399986,,,603.399986,807.799988,42.099998,,,,,170.100006,,,,170.100006,212.200004,1019.999992,360.0,122.800003,,,0.0,,270.899994,753.699997,0.0,753.699997,1773.699989,
06/30/1996,1821.599976,254.800003,254.800003,0.0,476.200012,,,452.799988,,,,,148.800003,,,,1332.599976,229.300003,529.599976,-300.299988,24.700001,,235.0,,,,,235.0,489.000004,,175.300003,175.300003,,,,105.599998,,,,,,584.199975,,,584.199975,865.099976,21.9,,,,,180.399994,,,,180.399994,202.299994,1067.39997,360.0,122.800003,,,0.0,,271.399994,754.199997,0.0,754.199997,1821.599967,
09/30/1996,1942.099976,202.899994,202.899994,0.0,621.200012,,,467.5,,,,,159.899994,,,,1451.5,238.600006,552.599976,-314.0,26.1,,225.899994,,,,,225.899994,490.6,,147.899994,147.899994,,,,154.0,,,,,,645.199982,,,645.199982,947.099976,20.299999,,,,,179.300003,,,,179.300003,199.600002,1146.699978,360.0,122.900002,,,0.0,,312.5,795.400002,0.0,795.400002,1942.099979,
12/31/1996,1939.300049,288.5,288.5,0.0,604.400024,,,391.399994,,,,,158.199997,,,,1442.5,241.699997,565.0,-323.299988,25.5,,229.600006,,,,,229.600006,496.800003,,148.399994,148.399994,,,,56.099998,,,,,,688.900032,,,688.900032,893.400024,0.0,,,,,200.100006,,,,200.100006,200.100006,1093.500031,360.0,123.800003,,,0.0,,362.0,845.800003,0.0,845.800003,1939.300034,
03/31/1997,1903.900024,265.200012,265.200012,0.0,571.400024,,,358.399994,,,,,161.199997,,,,1356.199951,249.699997,577.099976,-327.399994,23.799999,,274.200012,,,,,274.200012,547.700008,,133.5,133.5,,,,53.799999,,,,,,632.900013,,,632.900013,820.200012,0.0,,,,,192.899994,,,,192.899994,192.899994,1013.100006,360.0,161.899994,,,0.0,,368.899994,890.799988,0.0,890.799988,1903.899994,
06/30/1997,1873.099976,255.600006,255.600006,0.0,471.700012,,,440.600006,,,,,143.199997,,,,1311.099976,265.0,603.0,-338.0,25.9,,271.100006,,,,,271.100006,562.000006,,165.800003,165.800003,,,,31.1,,,,,,562.599997,,,562.599997,759.5,0.0,,,,,205.899994,,,,205.899994,205.899994,965.399994,360.0,166.5,,,0.0,,381.200012,907.700012,0.0,907.700012,1873.100006,
09/30/1997,1911.400024,197.5,197.5,0.0,567.900024,,,426.600006,,,,,155.899994,,,,1347.900024,270.5,615.200012,-344.700012,28.9,,264.100006,,,,,264.100006,563.500006,,145.800003,145.800003,,,,45.700001,,,,,,579.90002,,,579.90002,771.400024,0.0,,,,,200.0,,,,200.0,200.0,971.400024,360.0,166.5,,,0.0,,413.5,940.0,0.0,940.0,1911.400024,
12/31/1997,2389.899902,292.600006,292.600006,0.0,569.700012,,,421.899994,,,,,164.600006,,,,1448.800049,298.700012,675.099976,-376.399994,25.5,,616.900024,,,,,616.900024,941.100037,,160.899994,160.899994,,,,310.200012,,,,,,694.399994,,,694.399994,1165.5,0.0,,,,,212.5,,,,212.5,212.5,1378.0,360.0,170.800003,,,0.0,,481.100006,1011.900009,0.0,1011.900009,2389.900009,
