Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2005,25985.0,1043.0,1043.0,0.0,3808.0,3808.0,,3338.0,136.0,1340.0,1862.0,0.0,334.0,,,,,,8523.0,13704.0,25764.0,-12060.0,1830.0,1928.0,1134.0,950.0,184.0,,,794.0,17462.0,,5194.0,5194.0,,,,601.0,,,,,,1461.0,,,,1461.0,7256.0,3728.0,,,,,3942.0,,,3942.0,7670.0,14926.0,0.0,5459.0,,,-9.0,5261.0,-69.0,10642.0,417.0,11059.0,25985.0,
12/31/2005,28498.0,2617.0,2617.0,0.0,3476.0,3476.0,,3041.0,185.0,0.0,2856.0,0.0,249.0,,,,,,9383.0,15011.0,27395.0,-12384.0,1864.0,2240.0,1507.0,1307.0,200.0,,,733.0,19115.0,,5353.0,5353.0,,,,315.0,299.0,16.0,16.0,,,2486.0,,,,2486.0,8154.0,3698.0,3558.0,140.0,140.0,,4506.0,,,4506.0,8204.0,16358.0,0.0,5478.0,,,-8.0,6406.0,-171.0,11705.0,435.0,12140.0,28498.0,
06/30/2006,30450.0,3026.0,3026.0,0.0,4210.0,4210.0,,3817.0,,0.0,3643.0,174.0,252.0,,,,,,11305.0,15110.0,28012.0,-12902.0,1882.0,2153.0,1478.0,1286.0,192.0,,,675.0,19145.0,,6140.0,6140.0,,,,456.0,,,,,,2180.0,,,,2180.0,8776.0,3224.0,,,,,4482.0,,,4482.0,7706.0,16482.0,0.0,5518.0,,,-569.0,8672.0,-132.0,13489.0,479.0,13968.0,30450.0,
09/30/2006,30829.0,2797.0,2797.0,0.0,3877.0,3877.0,,4039.0,188.0,1931.0,1920.0,0.0,233.0,,,,,,10946.0,15806.0,29044.0,-13238.0,1921.0,2156.0,1522.0,1286.0,236.0,,,634.0,19883.0,,5619.0,5619.0,,,,460.0,,,,,,2112.0,,,,2112.0,8191.0,3230.0,,,,,4457.0,,,4457.0,7687.0,15878.0,0.0,5522.0,,,-1111.0,10153.0,-112.0,14452.0,499.0,14951.0,30829.0,
12/31/2006,30831.0,2585.0,2585.0,0.0,4114.0,4114.0,,3173.0,,0.0,2948.0,225.0,224.0,,,,,,10096.0,16653.0,30226.0,-13573.0,1887.0,2195.0,1578.0,1398.0,180.0,,,617.0,20735.0,,5586.0,5586.0,,,,471.0,435.0,36.0,36.0,,,2004.0,,,,2004.0,8061.0,3061.0,2881.0,180.0,180.0,,4584.0,,,4584.0,7645.0,15706.0,0.0,5520.0,,,-1638.0,11093.0,-368.0,14607.0,518.0,15125.0,30831.0,
03/31/2007,31396.0,2347.0,2347.0,0.0,4143.0,4143.0,,3536.0,223.0,0.0,3313.0,0.0,311.0,,,,,,10337.0,16963.0,30836.0,-13873.0,1954.0,2142.0,1575.0,1396.0,179.0,,,567.0,21059.0,,6063.0,6063.0,,,,873.0,,,,,,1913.0,,,,1913.0,8849.0,2654.0,,,,,4555.0,,,4555.0,7209.0,16058.0,0.0,5516.0,,,-2073.0,11671.0,-322.0,14792.0,546.0,15338.0,31396.0,
06/30/2007,33605.0,2331.0,2331.0,0.0,4744.0,4744.0,,4310.0,,0.0,4077.0,233.0,314.0,,,,,,11699.0,16037.0,30250.0,-14213.0,0.0,5869.0,1569.0,1393.0,176.0,,2583.0,1717.0,21906.0,,6684.0,6684.0,,,,421.0,,,,,,1708.0,,,,1708.0,8813.0,4237.0,,,,,4740.0,,,4740.0,8977.0,17790.0,0.0,5523.0,,,-2364.0,13058.0,-402.0,15815.0,0.0,15815.0,33605.0,
09/30/2007,35959.0,3269.0,3269.0,,5297.0,5297.0,,4604.0,,2153.0,2210.0,241.0,293.0,,,,,,13463.0,16655.0,31257.0,-14602.0,,5841.0,1566.0,1391.0,175.0,,2650.0,1625.0,22496.0,,6682.0,6682.0,,,,423.0,,,,,,1716.0,,,,1716.0,8821.0,5678.0,,,,,4778.0,,,4778.0,10456.0,19277.0,,5529.0,,,-2378.0,13916.0,-385.0,16682.0,,16682.0,35959.0,
12/31/2007,42746.0,1199.0,1199.0,0.0,5818.0,5818.0,,3277.0,,0.0,2995.0,282.0,293.0,,,,,,10587.0,24675.0,39532.0,-14857.0,0.0,7484.0,3187.0,2899.0,288.0,,2630.0,1667.0,32159.0,,8281.0,8281.0,,,,1131.0,,,,,,1848.0,,,,1848.0,11260.0,6084.0,,,,,6179.0,,,6179.0,12263.0,23523.0,0.0,7444.0,,,-2384.0,14412.0,-249.0,19223.0,0.0,19223.0,42746.0,
03/31/2008,44765.0,1189.0,1189.0,0.0,6032.0,6032.0,,3892.0,,0.0,3593.0,299.0,301.0,,,,,,11414.0,25753.0,41052.0,-15299.0,0.0,7598.0,3167.0,2882.0,285.0,,2733.0,1698.0,33351.0,,8956.0,8956.0,,,,1096.0,,,,,,1584.0,,,,1584.0,11636.0,7098.0,,,,,6363.0,,,6363.0,13461.0,25097.0,0.0,7455.0,,,-2520.0,14973.0,-240.0,19668.0,0.0,19668.0,44765.0,
06/30/2008,48690.0,1270.0,1270.0,0.0,7467.0,7467.0,,5015.0,,0.0,4721.0,294.0,302.0,,,,,,14054.0,27071.0,42849.0,-15778.0,0.0,7565.0,3169.0,2887.0,282.0,,2825.0,1571.0,34636.0,,12136.0,12136.0,,,,1068.0,,,,,,1623.0,,,,1623.0,14827.0,7059.0,,,,,6695.0,,,6695.0,13754.0,28581.0,0.0,7464.0,,,-2660.0,15575.0,-270.0,20109.0,0.0,20109.0,48690.0,
09/30/2008,48906.0,1479.0,1479.0,0.0,6094.0,6094.0,,4446.0,,2303.0,1847.0,296.0,354.0,,,,,,12373.0,28129.0,44281.0,-16152.0,0.0,8404.0,3166.0,2887.0,279.0,,2827.0,2411.0,36533.0,,8975.0,8975.0,,,,1378.0,,,,,,1924.0,,,,1924.0,12277.0,7074.0,,,,,7628.0,,,7628.0,14702.0,26979.0,0.0,7453.0,,,-2722.0,17470.0,-274.0,21927.0,0.0,21927.0,48906.0,
12/31/2008,42686.0,1285.0,1285.0,0.0,3094.0,3094.0,,3507.0,0.0,1376.0,1797.0,334.0,517.0,,,,,,8403.0,29414.0,44995.0,-15581.0,0.0,4869.0,1447.0,1447.0,0.0,,2080.0,1342.0,34283.0,,4712.0,4712.0,,,,98.0,58.0,40.0,40.0,,,2943.0,,,,2943.0,7753.0,7087.0,6470.0,617.0,617.0,,6437.0,,0.0,6437.0,13524.0,21277.0,0.0,7463.0,,,-2720.0,17259.0,-593.0,21409.0,0.0,21409.0,42686.0,
03/31/2009,43312.0,1869.0,1869.0,0.0,2870.0,2870.0,0.0,3496.0,0.0,0.0,3083.0,413.0,348.0,,,,,301.0,8583.0,30066.0,46269.0,-16203.0,0.0,4663.0,1445.0,1445.0,0.0,,2046.0,1172.0,34729.0,,5417.0,4490.0,570.0,,357.0,101.0,0.0,,,,101.0,1410.0,,29.0,3120.0,656.0,6928.0,8590.0,8590.0,,,,6283.0,,1644.0,1490.0,14873.0,21801.0,0.0,7474.0,769.0,6705.0,-2711.0,17371.0,-623.0,21511.0,0.0,21511.0,43312.0,
06/30/2009,44441.0,1496.0,1496.0,0.0,3857.0,3857.0,0.0,3498.0,0.0,0.0,3057.0,441.0,263.0,,,,,240.0,9114.0,30452.0,46846.0,-16394.0,0.0,4875.0,1423.0,1423.0,0.0,,2035.0,1417.0,35327.0,,6322.0,5513.0,499.0,,310.0,103.0,0.0,,,,103.0,1348.0,,23.0,3312.0,684.0,7773.0,8518.0,8518.0,,,,6337.0,,1636.0,1366.0,14855.0,22628.0,0.0,7490.0,769.0,6721.0,-2713.0,17614.0,-578.0,21813.0,0.0,21813.0,44441.0,
09/30/2009,45415.0,1370.0,1370.0,0.0,4288.0,4288.0,0.0,3680.0,0.0,0.0,3303.0,377.0,288.0,,3.0,,,84.0,9626.0,31115.0,47746.0,-16631.0,0.0,4674.0,1424.0,1424.0,0.0,,1991.0,1256.0,35789.0,,6965.0,6005.0,593.0,,367.0,105.0,0.0,,,,105.0,1174.0,,,3725.0,362.0,8244.0,8581.0,8581.0,,,,6499.0,,1395.0,1379.0,15080.0,23324.0,0.0,7499.0,769.0,6730.0,-2711.0,17857.0,-554.0,22091.0,0.0,22091.0,45415.0,
12/31/2009,47052.0,2057.0,2057.0,0.0,4677.0,4677.0,0.0,3622.0,0.0,0.0,3183.0,439.0,281.0,,5.0,,,266.0,10637.0,32121.0,49306.0,-17185.0,0.0,4294.0,1422.0,1422.0,0.0,,1970.0,897.0,36415.0,,7928.0,6982.0,547.0,0.0,399.0,96.0,0.0,,,,96.0,1033.0,0.0,0.0,4104.0,627.0,9057.0,8436.0,8036.0,400.0,400.0,,7649.0,0.0,2056.0,1489.0,16085.0,25142.0,0.0,7507.0,769.0,6738.0,-2706.0,18043.0,-934.0,21910.0,0.0,21910.0,47052.0,
03/31/2010,47725.0,2718.0,2718.0,0.0,4860.0,4860.0,0.0,3848.0,0.0,0.0,3493.0,355.0,313.0,,11.0,,,268.0,11739.0,31674.0,49891.0,-18217.0,0.0,4312.0,1414.0,1414.0,0.0,,2004.0,883.0,35986.0,,8182.0,7143.0,679.0,,360.0,98.0,0.0,,,,98.0,1105.0,,,4099.0,666.0,9385.0,8440.0,8440.0,,,,7673.0,,2078.0,1496.0,16113.0,25498.0,0.0,7520.0,769.0,6751.0,-2696.0,18328.0,-925.0,22227.0,0.0,22227.0,47725.0,
06/30/2010,47496.0,2062.0,2062.0,0.0,4974.0,4974.0,0.0,3586.0,0.0,0.0,3218.0,368.0,638.0,,30.0,,,564.0,11260.0,31703.0,50013.0,-18310.0,0.0,4533.0,1383.0,1383.0,0.0,,1868.0,1252.0,36236.0,,8151.0,6790.0,1049.0,,312.0,101.0,0.0,,,,101.0,1050.0,,,4013.0,583.0,9302.0,7829.0,7829.0,,,,7524.0,,1989.0,1522.0,15353.0,24655.0,0.0,7524.0,770.0,6754.0,-2687.0,18859.0,-855.0,22841.0,0.0,22841.0,47496.0,
09/30/2010,48123.0,1643.0,1643.0,0.0,5363.0,5363.0,0.0,3969.0,0.0,0.0,3601.0,368.0,625.0,,45.0,,,589.0,11600.0,31987.0,51014.0,-19027.0,0.0,4536.0,1383.0,1383.0,0.0,,1844.0,1264.0,36523.0,,8544.0,6775.0,1407.0,,362.0,98.0,0.0,,,,98.0,962.0,,,3940.0,548.0,9604.0,7844.0,7844.0,,,,7319.0,,1846.0,1533.0,15163.0,24767.0,0.0,7526.0,770.0,6756.0,-2681.0,19379.0,-868.0,23356.0,0.0,23356.0,48123.0,
12/31/2010,50014.0,3951.0,3951.0,0.0,5972.0,5972.0,0.0,3453.0,0.0,0.0,3049.0,404.0,453.0,92.0,,,0.0,361.0,13829.0,32222.0,52027.0,-19805.0,0.0,3963.0,1380.0,1380.0,0.0,,1802.0,781.0,36185.0,,9865.0,8000.0,1447.0,,418.0,295.0,0.0,,,,295.0,953.0,0.0,0.0,3569.0,629.0,11113.0,7601.0,7228.0,373.0,373.0,,7529.0,0.0,2171.0,1789.0,15130.0,26243.0,0.0,7526.0,770.0,6756.0,-2665.0,19907.0,-997.0,23771.0,0.0,23771.0,50014.0,
03/31/2011,51865.0,5716.0,5716.0,0.0,6498.0,6498.0,0.0,3088.0,0.0,0.0,2688.0,400.0,473.0,,,,,432.0,15775.0,32189.0,52881.0,-20692.0,0.0,3901.0,1376.0,1376.0,0.0,,1846.0,679.0,36090.0,,10444.0,8341.0,1744.0,,359.0,349.0,0.0,,,,349.0,989.0,,2.0,3333.0,652.0,11782.0,7992.0,7992.0,,,,7386.0,,2199.0,1852.0,15378.0,27160.0,0.0,7533.0,770.0,6763.0,-2582.0,20725.0,-971.0,24705.0,0.0,24705.0,51865.0,
06/30/2011,30490.0,4711.0,4711.0,0.0,1790.0,1790.0,0.0,343.0,0.0,0.0,124.0,219.0,470.0,,,,,470.0,7314.0,20140.0,36383.0,-16243.0,0.0,3036.0,537.0,537.0,0.0,,1475.0,1024.0,23176.0,,3609.0,1631.0,1839.0,,139.0,338.0,0.0,,,,338.0,214.0,,,2658.0,214.0,4161.0,4684.0,4684.0,,,,4938.0,,673.0,1607.0,9622.0,13783.0,0.0,7493.0,770.0,6723.0,-2493.0,12053.0,-346.0,16707.0,,16707.0,30490.0,
09/30/2011,30541.0,4633.0,4633.0,0.0,1696.0,1696.0,0.0,342.0,0.0,0.0,135.0,207.0,483.0,,28.0,,,482.0,7154.0,20318.0,37049.0,-16731.0,0.0,3069.0,537.0,537.0,0.0,,1431.0,1073.0,23387.0,,3581.0,1548.0,1904.0,,129.0,338.0,0.0,,,,338.0,206.0,,,2676.0,206.0,4125.0,4705.0,4705.0,,,,4955.0,,667.0,1612.0,9660.0,13785.0,0.0,7445.0,770.0,6675.0,-2721.0,12360.0,-328.0,16756.0,0.0,16756.0,30541.0,
12/31/2011,31371.0,493.0,493.0,0.0,1917.0,1917.0,0.0,361.0,0.0,0.0,147.0,214.0,453.0,96.0,,,99.0,258.0,3224.0,25324.0,42572.0,-17248.0,0.0,2823.0,536.0,536.0,0.0,,1383.0,904.0,28147.0,,4072.0,1864.0,2015.0,,193.0,141.0,0.0,,,,141.0,181.0,0.0,0.0,2544.0,176.0,4394.0,4674.0,4665.0,9.0,9.0,,5144.0,0.0,789.0,1811.0,9818.0,14212.0,0.0,7450.0,770.0,6680.0,-2716.0,12788.0,-370.0,17152.0,7.0,17159.0,31371.0,
03/31/2012,31851.0,513.0,513.0,0.0,2198.0,2198.0,0.0,296.0,0.0,0.0,73.0,223.0,438.0,83.0,4.0,,87.0,268.0,3445.0,25365.0,42549.0,-17184.0,0.0,3041.0,525.0,525.0,0.0,,1353.0,1159.0,28406.0,,4259.0,2029.0,2065.0,,165.0,197.0,0.0,,,,197.0,217.0,,,2540.0,209.0,4673.0,4559.0,4559.0,,,,5113.0,,747.0,1826.0,9672.0,14345.0,0.0,7428.0,770.0,6658.0,-2652.0,13084.0,-361.0,17499.0,7.0,17506.0,31851.0,
06/30/2012,32250.0,452.0,452.0,0.0,2047.0,2047.0,0.0,335.0,0.0,0.0,99.0,236.0,420.0,101.0,16.0,,87.0,232.0,3254.0,26001.0,43778.0,-17777.0,0.0,2995.0,525.0,525.0,0.0,,1319.0,1135.0,28996.0,,3718.0,2158.0,1440.0,,120.0,737.0,550.0,,,,187.0,236.0,,,2534.0,221.0,4691.0,4513.0,4513.0,,,,5261.0,,761.0,1966.0,9774.0,14465.0,0.0,7437.0,770.0,6667.0,-2646.0,13358.0,-364.0,17785.0,0.0,17785.0,32250.0,
09/30/2012,34558.0,671.0,671.0,0.0,2553.0,2553.0,0.0,324.0,0.0,0.0,72.0,252.0,489.0,111.0,42.0,,87.0,241.0,4037.0,27446.0,45884.0,-18438.0,0.0,3075.0,525.0,525.0,0.0,,1319.0,1189.0,30521.0,,4510.0,2335.0,2027.0,,148.0,2022.0,1839.0,,,,183.0,250.0,,,2495.0,244.0,6782.0,4518.0,4518.0,,,,5194.0,,817.0,1882.0,9712.0,16494.0,0.0,7404.0,770.0,6634.0,-2607.0,13688.0,-421.0,18064.0,0.0,18064.0,34558.0,
12/31/2012,35306.0,684.0,684.0,0.0,2418.0,2418.0,0.0,361.0,0.0,0.0,73.0,288.0,299.0,,21.0,,,229.0,3762.0,28272.0,47538.0,-19266.0,0.0,3272.0,525.0,525.0,0.0,,1279.0,1447.0,31544.0,,4524.0,2324.0,1983.0,,217.0,384.0,200.0,,,,184.0,173.0,0.0,0.0,2432.0,173.0,5081.0,6512.0,6512.0,,,,5430.0,0.0,856.0,2142.0,11942.0,17023.0,0.0,7386.0,770.0,6616.0,-2560.0,13890.0,-433.0,18283.0,0.0,18283.0,35306.0,
03/31/2013,35109.0,768.0,768.0,0.0,2466.0,2466.0,0.0,368.0,0.0,0.0,54.0,314.0,175.0,,18.0,,,167.0,3777.0,28382.0,48577.0,-20195.0,0.0,2950.0,528.0,528.0,0.0,,1304.0,1100.0,31332.0,,4358.0,2284.0,1892.0,,182.0,68.0,0.0,,,,68.0,203.0,,,2401.0,177.0,4629.0,6476.0,6476.0,,,,5416.0,,850.0,2165.0,11892.0,16521.0,0.0,7388.0,770.0,6618.0,-2527.0,14153.0,-426.0,18588.0,0.0,18588.0,35109.0,
06/30/2013,35048.0,246.0,246.0,0.0,2443.0,2443.0,0.0,368.0,0.0,0.0,48.0,320.0,224.0,,12.0,,,203.0,3281.0,27457.0,48096.0,-20639.0,0.0,4310.0,499.0,499.0,0.0,,1244.0,2555.0,31767.0,,3686.0,2152.0,1397.0,,137.0,68.0,0.0,,,,68.0,254.0,,21.0,2406.0,242.0,4008.0,6428.0,6428.0,,,,5591.0,,739.0,2425.0,12019.0,16027.0,0.0,7384.0,770.0,6614.0,-2477.0,14458.0,-344.0,19021.0,0.0,19021.0,35048.0,
09/30/2013,35776.0,354.0,354.0,0.0,2562.0,2562.0,0.0,360.0,0.0,0.0,46.0,314.0,179.0,,11.0,,,173.0,3455.0,27822.0,48993.0,-21171.0,0.0,4499.0,499.0,499.0,0.0,,1216.0,2773.0,32321.0,,4079.0,2406.0,1511.0,,162.0,268.0,200.0,,,,68.0,326.0,,,2481.0,298.0,4673.0,6433.0,6433.0,,,,5676.0,,713.0,2482.0,12109.0,16782.0,0.0,7373.0,770.0,6603.0,-2949.0,14892.0,-322.0,18994.0,0.0,18994.0,35776.0,
12/31/2013,35620.0,264.0,264.0,0.0,2134.0,2134.0,0.0,364.0,0.0,0.0,23.0,341.0,213.0,,2.0,,,205.0,2975.0,28145.0,50040.0,-21895.0,0.0,4500.0,499.0,499.0,0.0,,1201.0,2798.0,32645.0,,3891.0,2206.0,1445.0,,240.0,203.0,135.0,,,,68.0,239.0,0.0,0.0,2492.0,235.0,4333.0,6394.0,6394.0,,,,5549.0,0.0,604.0,2453.0,11943.0,16276.0,0.0,7362.0,770.0,6592.0,-2903.0,15135.0,-250.0,19344.0,0.0,19344.0,35620.0,
03/31/2014,36151.0,1964.0,1964.0,0.0,2222.0,2222.0,0.0,405.0,0.0,0.0,68.0,337.0,196.0,,7.0,,,186.0,4787.0,28426.0,50762.0,-22336.0,0.0,2938.0,499.0,499.0,0.0,,1223.0,1209.0,31364.0,,4038.0,2382.0,1476.0,,180.0,68.0,0.0,,,,68.0,208.0,,,2517.0,206.0,4314.0,6392.0,6392.0,,,,5640.0,,660.0,2463.0,12032.0,16346.0,0.0,7369.0,770.0,6599.0,-3445.0,16151.0,-270.0,19805.0,0.0,19805.0,36151.0,
06/30/2014,35935.0,1169.0,1169.0,0.0,2042.0,2042.0,0.0,404.0,0.0,0.0,100.0,304.0,603.0,,11.0,392.0,,211.0,4218.0,27824.0,48031.0,-20207.0,0.0,3893.0,457.0,457.0,0.0,,1184.0,2241.0,31717.0,,2753.0,2439.0,193.0,,121.0,68.0,0.0,,,,68.0,1153.0,,,2525.0,1141.0,3974.0,6362.0,6362.0,,,,5731.0,,668.0,2538.0,12093.0,16067.0,0.0,7300.0,770.0,6530.0,-3718.0,16564.0,-278.0,19868.0,0.0,19868.0,35935.0,
09/30/2014,36700.0,761.0,761.0,0.0,2048.0,2048.0,0.0,379.0,0.0,0.0,80.0,299.0,1016.0,,5.0,873.0,,143.0,4204.0,28658.0,49682.0,-21024.0,0.0,3838.0,457.0,457.0,0.0,,1103.0,2273.0,32496.0,,2760.0,2430.0,181.0,,149.0,68.0,0.0,,,,68.0,1348.0,,,2570.0,1331.0,4176.0,6355.0,6355.0,,,,5943.0,,611.0,2762.0,12298.0,16474.0,0.0,7293.0,770.0,6523.0,-3644.0,16854.0,-277.0,20226.0,0.0,20226.0,36700.0,
12/31/2014,35983.0,2398.0,2398.0,0.0,1729.0,1729.0,0.0,357.0,0.0,0.0,58.0,299.0,109.0,,8.0,,,93.0,4593.0,29040.0,50924.0,-21884.0,0.0,2350.0,459.0,459.0,0.0,,1113.0,770.0,31390.0,,3021.0,2545.0,285.0,,191.0,1068.0,0.0,,,,1068.0,290.0,0.0,0.0,2486.0,290.0,4379.0,5295.0,5295.0,,,,5289.0,0.0,598.0,2205.0,10584.0,14963.0,0.0,7301.0,770.0,6531.0,-3642.0,17638.0,-277.0,21020.0,0.0,21020.0,35983.0,
03/31/2015,34736.0,1126.0,1126.0,0.0,1341.0,1341.0,0.0,379.0,0.0,0.0,54.0,325.0,122.0,,13.0,,,99.0,2968.0,29291.0,51939.0,-22648.0,0.0,2477.0,459.0,459.0,0.0,,1100.0,905.0,31768.0,,2241.0,1854.0,260.0,,127.0,1068.0,0.0,,,,1068.0,252.0,,,2437.0,252.0,3561.0,5326.0,5326.0,,,,5189.0,,515.0,2237.0,10515.0,14076.0,0.0,7302.0,770.0,6532.0,-3634.0,17220.0,-228.0,20660.0,0.0,20660.0,34736.0,
06/30/2015,35770.0,2497.0,1572.0,925.0,1195.0,1195.0,0.0,336.0,0.0,0.0,50.0,286.0,102.0,,11.0,,,102.0,4130.0,29121.0,52516.0,-23395.0,0.0,2519.0,459.0,459.0,0.0,,1045.0,1004.0,31640.0,,1782.0,1507.0,156.0,,119.0,1035.0,0.0,,,,1035.0,235.0,,9.0,2531.0,223.0,3052.0,7321.0,7321.0,,,,5179.0,,438.0,2201.0,12500.0,15552.0,0.0,7254.0,770.0,6484.0,-3555.0,16691.0,-172.0,20218.0,0.0,20218.0,35770.0,
09/30/2015,34674.0,2380.0,1680.0,700.0,991.0,991.0,0.0,324.0,0.0,0.0,39.0,285.0,163.0,,15.0,,,163.0,3858.0,27920.0,51633.0,-23713.0,0.0,2896.0,457.0,457.0,0.0,,1012.0,1412.0,30816.0,,1527.0,1246.0,143.0,,138.0,1035.0,0.0,,,,1035.0,286.0,,5.0,2542.0,233.0,2848.0,7323.0,7323.0,,,,5168.0,,436.0,2185.0,12491.0,15339.0,0.0,7263.0,770.0,6493.0,-3553.0,15800.0,-175.0,19335.0,0.0,19335.0,34674.0,
12/31/2015,32311.0,1221.0,1221.0,0.0,912.0,912.0,0.0,313.0,0.0,0.0,35.0,278.0,144.0,,59.0,,,144.0,2590.0,27061.0,50321.0,-23260.0,0.0,2660.0,115.0,115.0,0.0,,1003.0,1483.0,29721.0,,1578.0,1313.0,132.0,,133.0,1.0,0.0,,,,1.0,150.0,,,2441.0,149.0,1729.0,7276.0,7276.0,,,,4753.0,,403.0,1909.0,12029.0,13758.0,0.0,7268.0,770.0,6498.0,-3554.0,14974.0,-135.0,18553.0,0.0,18553.0,32311.0,
03/31/2016,32868.0,2072.0,2072.0,0.0,779.0,779.0,0.0,306.0,0.0,0.0,33.0,273.0,111.0,,12.0,,,67.0,3268.0,26737.0,49500.0,-22763.0,0.0,2863.0,115.0,115.0,0.0,,959.0,1777.0,29600.0,,1314.0,1084.0,151.0,,79.0,1.0,0.0,,,,1.0,211.0,,17.0,2368.0,211.0,1526.0,7280.0,7280.0,,,,4711.0,,446.0,1880.0,11991.0,13517.0,0.0,8365.0,937.0,7428.0,-3397.0,14533.0,-150.0,19351.0,0.0,19351.0,32868.0,
06/30/2016,32527.0,2584.0,2584.0,0.0,822.0,822.0,0.0,272.0,0.0,0.0,31.0,241.0,76.0,,12.0,,,76.0,3754.0,25657.0,47316.0,-21659.0,0.0,3116.0,115.0,115.0,0.0,,944.0,2045.0,28773.0,,1152.0,953.0,85.0,,114.0,1.0,0.0,,,,1.0,229.0,,31.0,2392.0,196.0,1382.0,7280.0,7280.0,,,,4712.0,,409.0,1880.0,11992.0,13374.0,0.0,8370.0,937.0,7433.0,-3397.0,14320.0,-140.0,19153.0,0.0,19153.0,32527.0,
09/30/2016,32310.0,1953.0,1953.0,0.0,783.0,783.0,0.0,221.0,0.0,0.0,26.0,195.0,85.0,,10.0,,,81.0,3042.0,25976.0,47751.0,-21775.0,0.0,3292.0,115.0,115.0,0.0,,931.0,2236.0,29268.0,,1151.0,964.0,66.0,,121.0,1.0,0.0,,,,1.0,256.0,,13.0,2399.0,226.0,1408.0,7277.0,7277.0,,,,4703.0,,400.0,1891.0,11980.0,13388.0,0.0,8379.0,937.0,7442.0,-3406.0,14086.0,-137.0,18922.0,0.0,18922.0,32310.0,
12/31/2016,31094.0,2488.0,2488.0,0.0,748.0,748.0,0.0,136.0,0.0,0.0,6.0,130.0,293.0,,65.0,227.0,,63.0,3665.0,16727.0,36982.0,-20255.0,0.0,10702.0,115.0,115.0,0.0,12.0,931.0,9579.0,27429.0,,1190.0,967.0,94.0,,129.0,686.0,0.0,,,,686.0,364.0,0.0,0.0,769.0,304.0,2240.0,6581.0,6581.0,,,,4732.0,0.0,345.0,3618.0,11313.0,13553.0,0.0,8383.0,937.0,7446.0,-3431.0,12672.0,-83.0,17541.0,0.0,17541.0,31094.0,
03/31/2017,24537.0,2490.0,2490.0,0.0,751.0,751.0,0.0,145.0,0.0,0.0,6.0,139.0,357.0,,1.0,223.0,,51.0,3743.0,16533.0,37225.0,-20692.0,0.0,4261.0,115.0,115.0,0.0,,906.0,3239.0,20794.0,,1232.0,1081.0,81.0,,70.0,1541.0,0.0,,,,1541.0,326.0,,,800.0,326.0,3099.0,5723.0,5723.0,,,,3131.0,,365.0,1966.0,8854.0,11953.0,0.0,8273.0,937.0,7336.0,-3314.0,7673.0,-48.0,12584.0,0.0,12584.0,24537.0,
06/30/2017,24241.0,2614.0,2614.0,0.0,1509.0,1509.0,0.0,140.0,0.0,0.0,11.0,129.0,161.0,,3.0,1.0,,38.0,4424.0,18337.0,39575.0,-21238.0,0.0,1480.0,115.0,115.0,0.0,,821.0,541.0,19817.0,,1328.0,1158.0,78.0,,92.0,548.0,0.0,,,,548.0,206.0,,3.0,839.0,149.0,2082.0,6715.0,6715.0,,,,3039.0,,340.0,1857.0,9754.0,11836.0,0.0,8286.0,937.0,7349.0,-3318.0,7491.0,-54.0,12405.0,0.0,12405.0,24241.0,
09/30/2017,22947.0,1795.0,1795.0,0.0,945.0,945.0,0.0,132.0,0.0,0.0,9.0,123.0,818.0,,,11.0,,798.0,3690.0,17645.0,39314.0,-21669.0,0.0,1612.0,115.0,115.0,0.0,,836.0,661.0,19257.0,,1574.0,1313.0,162.0,,99.0,0.0,0.0,,,,0.0,188.0,,4.0,844.0,183.0,1762.0,6488.0,6488.0,,,,2922.0,,330.0,1744.0,9410.0,11172.0,0.0,8304.0,937.0,7367.0,-3324.0,6849.0,-54.0,11775.0,0.0,11775.0,22947.0,
