Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
10/31/2006,86.0,86.75,84.0,,24.77381,2.297619,1.678571,1.16,1.08,1.08,1.12,1.04,1.04,0.0,6.297619,5.535714,,,42.27907,16.744186,6.94186,
01/31/2007,92.0,105.0,100.75,,20.734491,1.598015,1.409429,0.84,0.84,0.84,0.8,0.8,0.8,0.0,1.975186,1.885856,,,12.097826,16.695652,5.173913,
04/30/2007,104.25,104.5,101.0,,19.910891,1.514851,1.346535,0.8,0.76,0.76,0.76,0.72,0.72,0.0,-1.326733,-1.445545,,,9.045564,15.443645,5.314149,
07/31/2007,103.75,104.5,101.25,,21.945679,1.88642,1.708642,1.28,0.96,0.96,1.24,0.96,0.96,0.0,2.577778,2.469136,,,10.901205,16.568675,6.448193,
10/31/2007,155.0,103.5,100.5,,23.522388,2.079602,1.880597,1.04,1.08,1.08,1.0,1.08,1.08,0.0,0.985075,0.79602,,,6.522581,11.554839,3.864516,
01/31/2008,103.25,104.0,100.75,,23.116625,1.955335,1.736973,1.0,1.08,1.08,0.96,1.0,1.0,0.0,1.210918,1.022333,,,10.615012,18.09201,6.760291,
04/30/2008,102.25,102.5,100.5,,23.552239,1.950249,1.731343,1.0,1.0,1.025372,0.96,1.0,1.0,0.0,0.149254,0.029851,,,6.474328,17.691932,4.968215,
07/31/2008,101.0,100.75,98.0,,26.061224,2.142857,1.928571,1.08,1.04,1.157652,1.08,1.04,1.123872,0.0,2.408163,2.27551,,,6.851485,17.940594,4.485149,
10/31/2008,50.25,100.5,98.0,,26.846939,2.295918,2.091837,1.2,1.16,1.310204,1.16,1.16,1.263484,0.0,1.489796,1.285714,,,16.159204,38.985075,12.218905,
01/31/2009,101.5,99.75,98.25,,25.628499,2.361323,2.117048,1.2,1.16,1.277352,1.16,1.16,1.225164,0.0,1.475827,1.333333,,,9.221675,20.53202,7.359606,
04/30/2009,99.75,99.25,98.0,,27.030612,2.306122,2.081633,1.16,1.16,1.187244,1.12,1.16,1.16,0.0,1.653061,1.530612,,,9.002506,20.310777,6.967419,
07/31/2009,99.5,97.0,96.0,,28.635417,2.53125,2.302083,1.24,1.28,1.295312,1.24,1.24,1.2333,0.0,1.135417,0.96875,,,9.557789,21.668342,8.251256,
10/31/2009,99.0,97.0,96.0,,28.802083,2.677083,2.427083,1.36,1.36,1.379168,1.36,1.36,1.333196,0.0,2.604167,2.416667,,,10.010101,23.020202,8.424242,
01/31/2010,97.0,96.75,95.75,,28.020888,2.443864,2.182768,1.24,1.24,1.24,1.24,1.24,1.24,0.0,1.065274,0.939948,,,8.876289,23.618557,7.742268,
04/30/2010,95.0,94.5,93.75,,28.021333,2.453333,2.197333,1.28,1.28,1.392,1.28,1.28,1.348784,0.0,1.482667,1.216,,,5.978947,23.242105,5.484211,
07/31/2010,93.0,91.25,90.75,,30.292011,3.294766,2.997245,2.0,1.68,1.638568,2.0,1.68,1.638568,0.0,1.212121,1.101928,,,6.494624,24.516129,6.473118,
10/31/2010,93.0,90.0,89.75,,31.431755,3.130919,2.807799,1.88,1.64,1.64,1.84,1.64,1.64,0.0,3.264624,3.075209,,,6.924731,26.72043,6.247312,
01/31/2011,90.5,90.0,89.5,,30.435754,2.759777,2.424581,1.4,1.36,1.219552,1.4,1.36,1.217224,0.0,1.921788,1.687151,,,15.104972,27.524862,6.651934,
04/30/2011,88.25,87.0,86.75,,30.985591,2.974063,2.651297,1.48,1.44,1.453604,1.44,1.44,1.395172,0.0,1.706052,1.602305,,,14.526912,27.13881,6.073654,
07/31/2011,85.5,84.75,84.5,,30.721893,2.792899,2.473373,2.04,1.28,1.250296,2.0,1.28,1.250296,0.0,0.497041,0.248521,,,15.625731,28.339181,6.467836,
10/31/2011,85.25,82.25,82.25,,33.920973,0.133739,-0.243161,-1.08,-1.12,-1.12,-1.08,-1.12,-1.12,0.0,4.571429,4.352584,,,17.16129,27.284457,3.671554,
01/31/2012,85.25,82.25,82.25,,30.042553,-1.045593,-1.386018,-1.96,-1.96,-1.96,-1.96,-1.96,-1.96,0.0,1.75076,1.544073,,,18.674487,25.583578,2.404692,
04/30/2012,85.5,82.5,82.5,,33.50303,2.848485,2.521212,1.4,1.4,1.4,1.4,1.4,1.4,0.48,-4.375758,-4.472727,,,13.649123,26.502924,3.204678,
07/31/2012,85.5,83.25,83.25,,33.945946,2.618619,2.27027,1.28,1.28,1.28,1.28,1.28,1.28,0.48,2.402402,2.102102,,,8.842105,27.590643,4.409357,
10/31/2012,85.5,83.0,83.0,,20.156627,1.542169,1.204819,1.32,0.66,0.67048,1.32,0.66,0.667832,0.48,3.626506,3.506024,,,6.210526,28.71345,0.538012,
01/31/2013,86.0,84.0,84.0,,18.809524,1.345238,1.083333,2.17,1.73,2.372024,2.17,1.73,2.372024,0.48,2.47619,2.380952,,,8.546512,30.44186,8.55814,
05/03/2013,85.5,78.0,77.0,,17.038961,1.363636,1.12987,0.48,0.58,0.592856,0.47,0.57,0.578332,0.32,-0.051948,-0.181818,,,6.584795,26.947368,-0.748538,
08/02/2013,85.75,85.25,84.25,,29.364985,1.222552,0.890208,0.48,0.52,1.046884,0.48,0.52,1.038476,0.48,2.599407,2.445104,,,5.387755,27.346939,0.25656,
11/01/2013,86.0,84.0,84.0,,16.904762,0.059524,-0.083333,-0.04,-0.11,0.233333,-0.04,-0.11,0.230476,0.32,1.321429,1.309524,,,9.465116,21.895349,0.918605,
01/31/2014,80.0,84.0,82.0,,15.792683,1.195122,1.0,0.54,0.57,0.327439,0.52,0.56,0.320119,0.32,1.292683,1.02439,,,5.375,19.9375,-2.5375,
04/03/2015,74.0,75.0,73.0,,17.068493,0.684932,0.520548,0.56,0.32,0.778082,0.55,0.31,0.760667,0.32,-0.39726,-0.438356,,,5.094595,13.513514,-3.27027,
07/03/2015,72.0,74.0,73.0,,17.219178,1.041096,0.876712,0.51,0.51,0.765068,0.5,0.5,0.75473,0.32,2.068493,2.0,,,5.069444,12.763889,-4.444444,
10/02/2015,72.0,73.0,72.0,,18.083333,1.458333,1.305556,0.68,0.68,0.722222,0.67,0.67,0.711096,0.32,3.736111,3.638889,,,8.819444,13.25,-3.875,
01/01/2016,72.0,74.0,72.0,,17.791667,1.541667,1.416667,1.76,1.76,0.805556,1.72,1.72,0.787568,0.32,0.444444,0.277778,,,9.111111,14.833333,-2.277778,
04/01/2016,72.0,74.0,72.0,,18.222222,1.347222,1.236111,0.74,0.74,0.799306,0.72,0.72,0.781486,0.32,-0.194444,-0.25,,,8.458333,15.305556,-1.791667,
07/01/2016,73.0,74.0,73.0,,17.643836,1.150685,1.027397,0.56,0.56,0.668493,0.55,0.55,0.655405,0.32,0.986301,0.945205,,,9.178082,15.39726,-1.424658,
09/30/2016,150.0,114.0,112.0,,16.678571,1.232143,0.901786,0.81,0.81,1.133929,0.8,0.8,1.115789,13.96,2.017857,1.901786,,,2.993333,20.773333,-22.673333,
12/30/2016,150.0,155.0,153.0,,16.830065,1.437908,0.993464,0.385621,0.385621,0.528758,0.380645,0.380645,0.521935,0.32,1.078431,1.019608,,,2.506667,20.9,-20.506667,
03/31/2017,151.0,153.0,150.0,,17.2,1.486667,0.94,0.48,0.48,0.613333,0.47,0.47,0.600719,0.32,-0.473333,-0.52,,,1.364238,21.039735,-19.615894,
06/30/2017,151.0,153.0,151.0,,17.02649,1.629139,1.099338,0.65,0.65,0.748344,0.64,0.64,0.738039,0.32,1.099338,0.993377,,,1.735099,21.350993,-17.907285,
09/29/2017,151.0,154.0,152.0,,16.467105,1.598684,0.993421,0.54,0.54,0.654934,0.53,0.53,0.643961,0.32,1.756579,1.631579,,,1.900662,21.81457,-17.264901,
12/29/2017,151.0,154.0,152.0,,16.552632,1.203947,0.664474,0.75,0.75,0.526316,0.74,0.74,0.519221,0.32,1.078947,0.822368,,,2.582781,22.317881,-16.291391,
03/30/2018,152.0,154.0,152.0,,16.072368,1.460526,1.046053,0.67,0.67,0.782895,0.66,0.66,0.77039,0.32,0.144737,0.046053,,,1.414474,22.572368,-15.467105,
06/29/2018,150.0,154.0,152.0,,16.638158,1.743421,1.309211,0.95,0.95,0.993421,0.94,0.94,0.985455,0.32,1.782895,1.697368,,,2.02,22.773333,-14.8,
09/28/2018,150.0,153.0,151.0,,17.05298,1.768212,1.344371,0.97,0.97,0.904172,0.96,0.96,0.891569,0.32,2.456954,2.291391,,,3.433333,23.026667,-14.193333,
12/28/2018,146.0,150.0,148.0,,17.885135,1.702703,1.27027,1.27,1.27,0.844595,1.25,1.25,0.83,0.32,0.702703,0.567568,,,2.239726,22.657534,-15.09589,
03/29/2019,144.0,147.0,145.0,,17.772414,2.0,1.324138,1.3,1.3,0.910345,1.29,1.29,0.902245,0.32,1.986207,1.77931,,,3.722222,22.875,-15.208333,
06/28/2019,144.0,146.0,144.0,,18.944444,2.138889,1.458333,0.94,0.94,0.956875,0.93,0.93,0.94226,0.32,1.291667,1.180556,,,4.583333,23.326389,-14.395833,
09/27/2019,141.0,145.0,143.0,,19.825175,2.370629,1.741259,1.13,1.13,1.132867,1.11,1.11,1.116897,0.34,2.440559,2.293706,,,4.503546,23.021277,-15.702128,
01/03/2020,141.0,144.0,142.0,,20.802817,2.521127,1.838028,1.27,1.27,1.288732,1.26,1.26,1.273889,0.34,1.190141,0.809859,,,4.737589,24.205674,-14.390071,
04/03/2020,142.0,144.0,142.0,,20.34507,1.78169,1.352113,0.81,0.81,0.978873,0.8,0.8,0.966667,0.34,2.619718,2.309859,,,3.133803,23.626761,-23.338028,
07/03/2020,142.0,144.0,142.0,,20.521127,2.253521,1.753521,1.08,1.08,1.302817,1.06,1.06,1.282222,0.34,2.971831,2.647887,,,4.140845,24.915493,-28.084507,
09/30/2020,,,,,,,,0.909,0.909,1.243,0.909,0.909,1.243,0.342,1.5,,1.6,1.6,,25.52,,
12/31/2020,,,,,,,,1.171,1.171,1.487,1.171,1.171,1.487,0.348,5.465,,0.8,0.8,,26.67,,
