Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,-3.039,-1.635,3.384,2.875,,,2.875,-7.663,,,-7.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,-1.131,0.901,3.57,3.288,,,3.288,-8.89,,,-8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,-2.987,-10.111,4.049,1.267,,,1.267,1.808,,,1.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,-4.034,-12.715,4.805,12.068,,,12.068,-8.192,,,-8.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,4.436,-6.16,3.919,0.895,,,0.895,5.782,,,5.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,5.423,-1.259,3.889,1.306,,,1.306,1.487,,,1.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,2.487,-0.128,3.948,2.64,,,2.64,-3.973,,,-3.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,9.133,-4.673,3.831,7.44,,,7.44,2.535,,,2.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,8.634,0.044,2.325,-0.278,,,-0.278,6.543,,,6.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,6.465,-4.081,2.292,0.271,,,0.271,7.983,,,7.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
