Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
03/31/1990,6.764,6.31,1.438,0.132,,,0.132,-1.116,,,,-1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,3.101,5.525,1.577,0.188,,,0.188,-4.189,,,,-4.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,30.666,15.56,1.613,0.197,,,0.197,13.296,,,,13.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,7.797,6.14,1.84,-1.328,,,-1.328,1.145,,,,1.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.797,
03/31/1991,0.863,7.78,1.777,0.196,,,0.196,-8.89,,,,-8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,1.478,7.4,2.035,0.169,,,0.169,-8.126,,,,-8.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,16.712,7.5,2.382,0.225,,,0.225,6.605,,,,6.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,18.591,10.395,3.696,-3.356,,,-3.356,7.856,,,,7.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.591,
03/31/1992,-3.93,11.03,2.03,0.225,,,0.225,-17.215,,,,-17.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,13.089,11.05,2.583,0.212,,,0.212,-0.756,,,,-0.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,10.299,11.0,2.631,0.247,,,0.247,-3.579,,,,-3.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,31.27,14.62,4.138,2.444,,,2.444,10.068,,,,10.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.27,
03/31/1993,-11.53,14.45,3.678,2.359,,,2.359,-32.016998,,,,-32.016998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,21.921,14.0,4.014,-3.759,,,-3.759,7.666,,,,7.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,27.386999,13.99,3.559,-2.142,,,-2.142,11.98,,,,11.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,48.324001,17.764999,4.932,6.216,,,6.216,19.410999,,,,19.410999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.324001,
03/31/1994,-5.483,17.34,4.327,-2.085,,,-2.085,-25.065001,,,,-25.065001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
