Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
04/01/1990,112.0,251.899994,57.099998,-48.200001,,,-48.200001,-148.800003,,,-148.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1990,216.699997,151.199997,54.700001,-14.9,,,-14.9,25.700001,,,25.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,128.300003,243.300003,56.700001,-15.7,,,-15.7,-156.0,,,-156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,403.5,154.800003,56.299999,-9.7,,,-9.7,202.100006,,,202.100006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.5,,,
03/31/1991,76.900002,267.399994,61.299999,-15.3,,,-15.3,-236.5,,,-236.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,231.399994,179.100006,62.099998,-17.4,,,-17.4,7.6,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/1991,171.699997,274.700012,61.0,-4.5,,,-4.5,-159.5,,,-159.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,367.600006,0.9,59.700001,208.800003,,,208.800003,98.199997,,,98.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.600006,,,
03/29/1992,24.1,14.8,65.699997,260.700012,,,260.700012,-317.100006,,,-317.100006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/1992,170.600006,219.800003,64.5,-22.299999,,,-22.299999,-91.400002,,,-91.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/1992,259.100006,297.5,68.900002,1.4,,,1.4,-108.699997,,,-108.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,353.200012,278.799988,64.800003,31.700001,,,31.700001,-22.1,,,-22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.200012,,,
03/31/1993,31.5,329.0,62.099998,35.799999,,,35.799999,-395.399994,,,-395.399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,229.800003,253.800003,63.099998,-21.1,,,-21.1,-66.0,,,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/1993,321.600006,-214.199997,66.0,610.599976,,,610.599976,-140.800003,,,-140.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,680.099976,288.899994,67.0,-188.5,,,-188.5,512.700012,,,512.700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.099976,,,
03/31/1994,245.300003,370.700012,71.099998,25.700001,,,25.700001,-222.199997,,,-222.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,357.5,257.200012,68.400002,6.2,,,6.2,25.700001,,,25.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,404.5,336.5,74.099998,27.5,,,27.5,-33.599998,,,-33.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,481.200012,334.0,78.400002,-167.5,,,-167.5,236.300003,,,236.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,558.0,420.0,119.0,16.0,,,16.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1995,191.0,317.0,62.0,-30.0,,,-30.0,-158.0,,,-158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1995,417.600006,425.299988,85.300003,52.200001,,,52.200001,-145.199997,,,-145.199997,,,-177.300003,,,,-177.300003,,,,,,,,,,177.300003,,,,,,,,,,,,,,,
12/31/1995,654.799988,410.899994,107.800003,-86.099998,,,-86.099998,222.199997,,,222.199997,,,-203.300003,,,,-203.300003,,,,,,,,,,203.300003,,,,,,,,,,,,,,,
03/31/1996,221.0,517.0,101.0,7.0,,,7.0,-404.0,,,-404.0,,,-135.0,,,,-135.0,,,,,,,,,,135.0,,,,,,,,,,,,,,,
06/30/1996,502.0,394.0,106.0,5.0,,,5.0,-3.0,,,-3.0,,,-178.0,,,,-178.0,,,,,,,,,,178.0,,,,,,,,,,,,,,,
09/30/1996,589.0,514.0,102.0,37.0,,,37.0,-64.0,,,-64.0,,,-197.0,,,,-197.0,,,,,,,,,,197.0,,,,,,,,,,,,,,,
12/31/1996,755.0,504.0,121.0,182.0,,,182.0,-52.0,,,-52.0,,-264.0,-264.0,,,,-264.0,,,,,,,,,,0.0,,,,,,,,,,,,491.0,,,
03/31/1997,267.0,602.0,114.0,6.0,,,6.0,-455.0,,,-455.0,,-331.0,-211.0,0.0,,,-211.0,,,-41.0,0.0,-41.0,,,,,-79.0,144.0,-220.0,434.0,,,,-60.0,60.0,-120.0,-10.0,,80.0,,,
06/30/1997,410.0,457.0,130.0,10.0,,,10.0,-187.0,,,-187.0,,-249.0,-209.0,0.0,,,-209.0,,,0.0,0.0,0.0,,,,,-40.0,123.0,-220.0,336.0,,,,0.0,99.0,-99.0,7.0,,284.0,,,
09/28/1997,279.0,596.0,75.0,-92.0,,,-92.0,-300.0,,,-300.0,,-170.0,-184.0,0.0,,,-184.0,,,-21.0,0.0,-21.0,,,,,35.0,-433.0,-221.0,-140.0,,,,-296.0,56.0,-352.0,224.0,,-324.0,,,
12/31/1997,468.0,558.0,130.0,22.0,,,22.0,-242.0,,,-242.0,,-236.0,-297.0,0.0,,,-297.0,,,-33.0,0.0,-33.0,,,,,94.0,-545.0,-220.0,-523.0,,,,181.0,196.0,-15.0,17.0,,-313.0,,,
03/29/1998,158.0,692.0,118.0,-187.0,,,-187.0,-465.0,,,-465.0,,159.0,-190.0,0.0,,,-190.0,,,-17.0,0.0,-17.0,,,,,366.0,-178.0,-245.0,260.0,,,,-118.0,83.0,-201.0,-75.0,,139.0,355.0,30.0,
06/28/1998,1053.0,628.0,117.0,-7.0,,,-7.0,315.0,,,315.0,,-437.0,-271.0,0.0,,,-271.0,,,-51.0,0.0,-51.0,,,,,-115.0,-546.0,-246.0,132.0,,,,-37.0,85.0,-122.0,-395.0,,70.0,240.0,35.0,
09/27/1998,587.0,1397.0,176.0,-879.0,,,-879.0,-107.0,,,-107.0,,1467.0,-326.0,0.0,,,-326.0,,,-495.0,0.0,-495.0,,,,,2288.0,-420.0,-250.0,563.0,,,,-956.0,108.0,-1064.0,223.0,,1634.0,431.0,,
12/31/1998,907.0,634.0,78.0,187.0,,,187.0,8.0,,,8.0,,-1524.0,-332.0,79.0,,,-411.0,,,-189.0,,-189.0,,,,,-1003.0,-554.0,-235.0,-672.0,,,,-158.0,367.0,-525.0,511.0,,-1171.0,282.0,51.0,
04/04/1999,-124.0,815.0,128.0,-5.0,,,-5.0,-1062.0,,,-1062.0,,-1023.0,-352.0,0.0,,,-352.0,,,-41.0,0.0,-41.0,,,,,-630.0,761.0,-285.0,1593.0,,,,-546.0,143.0,-689.0,-1.0,,-386.0,422.0,39.0,
07/04/1999,1233.0,1161.0,285.0,176.0,,,176.0,-389.0,,,-389.0,,-961.0,-751.0,0.0,,,-751.0,,,13.0,13.0,0.0,,,,,-223.0,-188.0,-610.0,962.0,,,,-441.0,159.0,-600.0,-99.0,,84.0,,,
10/03/1999,2057.0,1108.0,226.0,438.0,,,438.0,285.0,,,285.0,,-1947.0,-653.0,0.0,,,-653.0,,,35.0,35.0,,,,,,-1329.0,-875.0,-456.0,109.0,,,,-927.0,,-927.0,399.0,,-765.0,,,
12/31/1999,1298.0,954.0,161.0,223.0,,,223.0,-40.0,,,-40.0,,-182.0,-386.0,71.0,,,-457.0,,,-80.0,0.0,-80.0,,,,,284.0,-1299.0,-297.0,-594.0,,,,-458.0,169.0,-627.0,50.0,,-183.0,189.0,77.0,
04/02/2000,52.0,-204.0,244.0,-392.0,,,-392.0,404.0,,,404.0,,-1081.0,-454.0,0.0,,,-454.0,,,160.0,161.0,-1.0,,,,,-787.0,31.0,-541.0,254.0,,,,319.0,319.0,0.0,-1.0,,-998.0,,,
07/02/2000,1244.0,1150.0,229.0,86.0,,,86.0,-221.0,,,-221.0,,-362.0,-589.0,0.0,,,-589.0,,,-494.0,38.0,-532.0,,,,,721.0,-652.0,-547.0,-504.0,,,,393.0,393.0,0.0,6.0,,230.0,,,
10/01/2000,2249.0,1361.0,234.0,512.0,,,512.0,142.0,,,142.0,,-1917.0,-325.0,157.0,,,-482.0,,,5.0,21.0,-16.0,,,,,-1597.0,-581.0,-554.0,391.0,,,,-415.0,211.0,-626.0,-3.0,,-249.0,,,
12/31/2000,2650.0,1420.0,261.0,-696.0,,,-696.0,1665.0,,,1665.0,,-393.0,-575.0,91.0,,,-666.0,,,-143.0,126.0,-269.0,,,,,325.0,-2499.0,-555.0,-1832.0,,,,-114.0,265.0,-379.0,2.0,,-242.0,,,
04/01/2001,1814.0,1930.0,254.0,51.0,,,51.0,-421.0,,,-421.0,,-1259.0,-430.0,0.0,,,-430.0,,,27.0,67.0,-40.0,,,,,-856.0,-478.0,-680.0,509.0,,,,-303.0,181.0,-484.0,-4.0,,77.0,213.0,82.0,
07/01/2001,2396.0,1829.0,268.0,-230.0,,,-230.0,529.0,,,529.0,,-2487.0,-549.0,0.0,,,-549.0,,,-934.0,0.0,-934.0,,,,,-1004.0,210.0,-679.0,1043.0,,,,-155.0,229.0,-384.0,1.0,,119.0,-65.0,365.0,
09/30/2001,2580.0,2072.0,250.0,46.0,,,46.0,212.0,,,212.0,,-1424.0,-463.0,77.0,,,-540.0,,,-1309.0,28.0,-1337.0,,,,,348.0,-553.0,-679.0,1365.0,,,,-1235.0,110.0,-1345.0,-4.0,,603.0,,,
12/31/2001,2473.0,1957.0,296.0,94.0,,,94.0,126.0,,,126.0,,-2055.0,-693.0,,,,-693.0,,,-1417.0,,-1417.0,,,,,55.0,-1280.0,-677.0,594.0,,,,-1910.0,,-1910.0,713.0,,-862.0,,,
03/31/2002,1574.0,1963.0,271.0,426.0,,,426.0,-1086.0,,,-1086.0,,-1076.0,-398.0,0.0,,,-398.0,,,338.0,1240.0,-902.0,,,,,-1016.0,-202.0,-798.0,1493.0,,,,-905.0,143.0,-1048.0,8.0,,296.0,332.0,81.0,
06/30/2002,2560.0,1957.0,265.0,-42.0,,,-42.0,380.0,,,380.0,,-1885.0,-461.0,0.0,,,-461.0,,,124.0,560.0,-436.0,,,,,-1548.0,-811.0,-796.0,749.0,,,,-759.0,189.0,-948.0,-5.0,,-136.0,0.0,548.0,
09/29/2002,2315.0,2350.0,275.0,32.0,,,32.0,-342.0,,,-342.0,,-793.0,-400.0,0.0,,,-400.0,,,-88.0,1107.0,-1195.0,,,,,-305.0,-944.0,-788.0,2361.0,,,,-2512.0,218.0,-2730.0,-5.0,,578.0,91.0,493.0,
12/31/2002,3734.0,2856.0,225.0,-77.0,,,-77.0,730.0,,,730.0,,-584.0,-499.0,0.0,,,-499.0,,,226.0,570.0,-344.0,,,,,-311.0,-3046.0,-786.0,-2098.0,,,,-160.0,110.0,-270.0,-2.0,,104.0,358.0,45.0,
03/30/2003,2337.0,4665.0,269.0,-3558.0,,,-3558.0,961.0,,,961.0,,-1883.0,-382.0,0.0,,,-382.0,,,-174.0,182.0,-356.0,,,,,-1327.0,-264.0,-906.0,1174.0,,,,-520.0,78.0,-598.0,-12.0,,190.0,312.0,65.0,
06/29/2003,2119.0,-3591.0,953.0,5255.0,,,5255.0,-498.0,,,-498.0,,5716.0,-822.0,0.0,,,-822.0,,,-487.0,0.0,-487.0,,,,,7025.0,-7713.0,-1183.0,-1356.0,,,,-5177.0,647.0,-5824.0,3.0,,122.0,803.0,119.0,
09/28/2003,2887.0,2235.0,1105.0,876.0,,,876.0,-1329.0,,,-1329.0,,106.0,-658.0,0.0,,,-658.0,,,-228.0,169.0,-397.0,,,,,992.0,-3573.0,-1187.0,901.0,,,,-3249.0,202.0,-3451.0,-38.0,,-580.0,993.0,51.0,
12/31/2003,4384.0,602.0,1698.0,1767.0,,,1767.0,317.0,,,317.0,,911.0,-767.0,0.0,,,-767.0,,,-638.0,5.0,-643.0,,,,,2316.0,-5385.0,-1077.0,-1289.0,,,,-3019.0,145.0,-3164.0,0.0,,-90.0,797.0,115.0,
03/28/2004,1583.0,2331.0,1261.0,832.0,,-284.0,1116.0,-2841.0,,,-2841.0,,-3721.0,-472.0,0.0,,,-472.0,,,363.0,816.0,-453.0,,,,,-3612.0,1583.0,-1282.0,3191.0,,,,-326.0,586.0,-912.0,0.0,,-555.0,796.0,69.0,
06/27/2004,3591.0,2863.0,1256.0,333.0,,62.0,271.0,-861.0,,,-861.0,,-3049.0,-489.0,0.0,,,-489.0,,,354.0,613.0,-259.0,,,,,-2914.0,-855.0,-1280.0,1576.0,,,,-1163.0,200.0,-1363.0,12.0,,-313.0,1057.0,125.0,
09/26/2004,5176.0,3341.0,1265.0,-276.0,,-249.0,-27.0,846.0,,,846.0,,37.0,-565.0,0.0,,,-565.0,,,-417.0,3.0,-420.0,,,,,1019.0,-4001.0,-1259.0,-348.0,,,,-2389.0,123.0,-2512.0,-5.0,,1212.0,521.0,118.0,
12/31/2004,5990.0,2825.0,1311.0,547.0,,-1108.0,1655.0,1307.0,-465.0,-542.0,2314.0,,-2689.0,-1075.0,0.0,,,-1075.0,,,-59.0,138.0,-197.0,,,,,-1555.0,-3357.0,-1261.0,-313.0,,,,-1769.0,103.0,-1872.0,-14.0,,-56.0,1014.0,184.0,
