Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2009,3091.147,599.611,261.443,338.168,304.912,304.912,0.0,8.664,,,,,126.108,0.0,37.944,,62.538,1039.295,247.703,511.241,-263.538,607.646,607.646,1196.503,1113.014,899.819,213.195,45.545,2051.852,,274.709,57.352,0.0,0.0,217.357,0.0,0.0,0.0,0.0,,559.655,63.336,0.0,,0.0,834.364,0.0,0.0,0.0,0.0,,68.276,0.0,0.0,0.0,0.0,4.94,68.276,902.64,0.0,2587.992,0.265,2587.727,-1975.509,1578.084,-2.06,2188.507,0.0,2188.507,3091.147,
03/31/2010,3238.46,673.067,281.847,391.22,242.607,242.607,,7.337,,,,,163.714,,24.98,,101.786,1086.725,243.094,,,717.933,717.933,1190.708,1123.56,912.406,211.154,42.168,2151.735,,253.916,54.166,,,199.75,0.0,,,,,580.035,65.544,,,0.0,833.951,0.0,,,,,69.878,,,,,4.334,69.878,903.829,,2784.831,0.271,2784.56,-2078.179,1625.433,-5.675,2326.41,8.221,2334.631,3238.46,
06/30/2010,3318.59,823.025,344.704,478.321,319.378,319.378,0.0,7.374,,,,,161.876,,26.082,,99.845,1311.653,242.979,,,585.418,585.418,1178.54,1110.071,912.848,197.223,42.387,2006.937,,276.469,52.583,,,223.886,0.0,,,,,607.924,91.424,,,0.0,884.393,0.0,,,,,98.181,,,,,6.757,98.181,982.574,,2844.987,0.272,2844.715,-2179.592,1672.99,-10.59,2327.795,8.221,2336.016,3318.59,
09/30/2010,3496.987,902.179,398.988,503.191,273.286,273.286,,7.349,,,,,203.834,,17.677,,128.947,1386.648,247.208,,,689.211,689.211,1173.92,1114.542,923.463,191.079,41.701,2110.339,,298.755,58.472,,,240.283,0.0,,,,,590.507,99.434,,,0.0,889.262,0.0,,,,,106.131,,,,,6.697,106.131,995.393,,3019.762,0.276,3019.486,-2289.652,1760.769,2.494,2493.373,8.221,2501.594,3496.987,
12/31/2010,3703.6,893.805,396.162,497.643,378.395,378.395,,6.98,,,,,191.299,,43.815,,91.881,1470.479,250.482,578.807,-328.325,791.854,791.854,1190.785,1099.244,921.1,178.144,47.726,2233.121,,348.935,65.842,,,283.093,0.0,0.0,0.0,0.0,,671.077,114.638,,,0.0,1020.012,0.0,0.0,0.0,0.0,,123.0,,,,,8.362,123.0,1143.012,0.0,3112.464,0.278,3112.186,-2416.645,1855.149,2.023,2552.991,7.597,2560.588,3703.6,
03/31/2011,3752.565,929.919,515.34,414.579,297.19,297.19,0.0,7.513,,,,,197.217,,59.794,,99.372,1431.839,261.235,,,708.906,708.906,1350.585,1239.469,1040.548,198.921,51.322,2320.726,,291.836,47.61,,,244.226,0.0,0.0,,,,682.226,110.569,,,0.0,974.062,0.0,0.0,,,,159.529,,,,,48.96,159.529,1133.591,0.0,3197.342,0.28,3197.062,-2525.395,1928.652,10.934,2611.533,7.441,2618.974,3752.565,
06/30/2011,3869.689,898.421,430.816,467.605,338.734,338.734,0.0,7.332,,,,,208.069,,56.805,,111.954,1452.556,272.685,,,800.649,800.649,1343.799,1231.362,1043.014,188.348,55.632,2417.133,,323.199,61.056,,,262.143,0.0,0.0,,,,715.106,118.178,,,0.0,1038.305,0.0,0.0,,,,167.895,,,,,49.717,167.895,1206.2,0.0,3268.586,0.281,3268.305,-2628.612,2010.596,12.919,2663.489,,2663.489,3869.689,
09/30/2011,3882.864,775.051,312.13,462.921,339.494,339.494,0.0,7.024,,,,,190.072,,35.299,,100.793,1311.641,277.951,,,765.822,765.822,1527.45,1438.811,1150.033,288.778,53.34,2571.223,,332.112,57.49,,,274.622,0.0,0.0,,,,718.626,123.287,,,0.0,1050.738,0.0,0.0,,,,172.201,,,,,48.914,172.201,1222.939,0.0,3315.888,0.282,3315.606,-2753.724,2102.772,-5.011,2659.925,0.0,2659.925,3882.864,
12/31/2011,4099.541,739.757,333.296,406.461,484.431,484.431,0.0,8.507,,,,,140.335,0.0,67.479,,92.657,1373.03,277.429,661.608,-384.179,737.844,737.844,1711.238,1582.492,1239.12,343.372,61.267,2726.511,,352.236,58.034,0.0,0.0,294.202,0.0,0.0,0.0,0.0,,826.894,141.241,0.0,,0.0,1179.13,0.0,0.0,0.0,0.0,,189.921,0.0,0.0,0.0,0.0,48.68,189.921,1369.051,0.0,3385.336,0.283,3385.053,-2854.756,2211.471,-11.561,2730.49,0.0,2730.49,4099.541,
03/31/2012,4151.118,867.081,390.881,476.2,389.807,389.807,,9.43,,,,,157.411,,51.963,,108.853,1423.729,278.671,,,741.619,741.619,1707.099,1593.864,1266.408,327.456,61.272,2727.389,,344.839,53.939,,,290.9,0.0,,,,,827.022,160.836,,,0.0,1171.861,0.0,,,,,201.724,,,,,40.888,201.724,1373.585,,3471.071,0.284,3470.787,-2968.855,2279.738,-4.421,2777.533,,2777.533,4151.118,
06/30/2012,4329.016,1297.784,961.84,335.944,404.212,404.212,,6.659,,,,,167.021,,45.059,,121.109,1875.676,283.535,,,410.369,410.369,1759.436,1651.731,1297.879,353.852,62.646,2453.34,,280.155,61.709,,,218.446,0.0,,,,,853.998,182.191,,54.721,0.0,1134.153,0.0,,,,,264.881,,,,,27.969,264.881,1399.034,0.0,3549.907,0.285,3549.622,-2969.815,2371.744,-21.854,2929.982,,2929.982,4329.016,
09/30/2012,4489.153,683.047,324.127,358.92,456.545,456.545,,10.961,,,,,168.961,,3.372,,120.611,1319.514,295.934,,,723.205,723.205,2150.5,2079.397,1504.373,575.024,67.731,3169.639,,298.353,68.214,,,230.139,0.0,0.0,,,,867.521,190.358,,67.358,0.0,1165.874,0.0,0.0,0.0,0.0,,287.241,0.0,0.0,0.0,0.0,29.525,287.241,1453.115,0.0,3643.414,0.287,3643.127,-3047.232,2449.989,-10.133,3036.038,,3036.038,4489.153,
12/31/2012,4796.402,928.631,643.609,285.022,630.956,630.956,0.0,10.723,,,,,143.425,0.0,43.097,,102.422,1713.735,303.294,782.753,-479.459,595.313,595.313,2184.06,2074.424,1518.219,556.205,66.539,3082.667,,372.559,71.116,49.346,0.0,252.097,0.0,0.0,0.0,0.0,,970.314,232.719,0.0,,0.0,1342.873,0.0,0.0,0.0,0.0,,331.752,0.0,0.0,0.0,0.0,99.033,331.752,1674.625,0.0,3691.398,0.287,3691.111,-3125.934,2564.018,-7.705,3121.777,0.0,3121.777,4796.402,
03/31/2013,4848.339,657.944,251.465,406.479,450.939,450.939,0.0,11.229,,,,,181.363,,77.935,,138.58,1301.475,302.378,,,747.004,747.004,2497.482,2352.513,1761.824,590.689,67.034,3546.864,,312.595,61.613,10.907,,240.075,0.0,0.0,,,,991.855,245.358,,,0.0,1304.45,0.0,0.0,,,,349.742,,,,,104.384,349.742,1654.192,0.0,3799.22,0.289,3798.931,-3210.539,2623.706,-18.24,3194.147,0.0,3194.147,4848.339,
06/30/2013,4996.011,700.15,263.153,436.997,493.671,493.671,0.0,13.697,,,,,163.84,,111.267,,119.172,1371.358,311.316,,,819.59,819.59,2493.747,2321.13,1762.714,558.416,61.35,3624.653,,339.694,72.613,14.892,,252.189,0.0,0.0,,,,1010.928,263.476,,0.0,0.0,1350.622,0.0,0.0,,,,369.2,,,,,105.724,369.2,1719.822,0.0,3856.771,0.289,3856.482,-3251.774,2688.167,-16.975,3276.189,0.0,3276.189,4996.011,
09/30/2013,5123.989,694.669,246.473,448.196,450.395,450.395,0.0,11.979,,,,,171.763,,129.983,,127.241,1328.806,337.021,,,961.422,961.422,2496.74,2300.898,1766.902,533.996,65.859,3795.183,,335.683,68.646,25.472,,241.565,0.0,0.0,,,,1004.912,268.086,,,0.0,1340.595,0.0,0.0,,,,382.594,,,,,114.508,382.594,1723.189,0.0,3949.101,0.291,3948.81,-3309.976,2764.897,-3.222,3400.8,0.0,3400.8,5123.989,
12/31/2013,5212.249,734.716,280.74,453.976,654.821,654.821,0.0,14.107,,,,,159.451,0.0,115.418,,106.422,1563.095,338.996,936.264,-597.268,855.7,855.7,2454.458,2278.544,1768.949,509.595,60.496,3649.154,,363.802,78.452,29.322,0.0,256.028,0.0,0.0,0.0,0.0,,1100.259,313.059,0.0,,0.0,1464.061,0.0,0.0,0.0,0.0,,428.381,0.0,0.0,0.0,0.0,115.322,428.381,1892.442,0.0,3974.588,0.291,3974.297,-3563.273,2903.541,4.951,3319.807,0.0,3319.807,5212.249,
03/31/2014,5269.473,829.277,298.519,530.758,510.862,510.862,0.0,12.537,,,,,186.225,,70.779,,134.669,1538.901,336.74,,,998.831,998.831,2395.001,2270.861,1783.09,487.771,53.361,3730.572,,356.217,76.661,8.458,,271.098,0.0,0.0,,,,1093.319,318.226,,,0.0,1449.536,0.0,0.0,,,,405.92,,,,,87.694,405.92,1855.456,0.0,4034.808,0.293,4034.515,-3584.521,2959.48,4.25,3414.017,0.0,3414.017,5269.473,
06/30/2014,5249.216,820.398,279.402,540.996,506.409,506.409,0.0,14.206,,,,,200.557,,90.48,,149.348,1541.57,339.832,,,975.676,975.676,2392.138,2235.678,1790.035,445.643,65.98,3707.646,,363.974,79.621,5.188,,279.165,0.0,0.0,,,,1111.621,319.244,,0.0,0.0,1475.595,1277.289,1277.289,,,,392.435,,,,,73.191,1669.724,3145.319,0.0,3896.752,0.293,3896.459,-4807.111,3012.504,1.752,2103.897,0.0,2103.897,5249.216,
09/30/2014,5231.477,747.223,242.787,504.436,465.558,465.558,0.0,16.483,,,,,215.446,,94.021,,162.824,1444.71,353.72,,,1073.232,1073.232,2359.815,2197.396,1782.645,414.751,68.398,3786.767,,367.924,85.802,2.497,,279.625,0.0,0.0,,,,1094.523,316.097,,,0.0,1462.447,1285.092,1285.092,,,,387.6,,,,,71.503,1672.692,3135.139,0.0,3968.838,0.294,3968.544,-4912.037,3060.036,-20.499,2096.338,0.0,2096.338,5231.477,
12/31/2014,5512.007,789.409,260.149,529.26,674.401,674.401,0.0,12.617,,,,,211.897,0.0,128.198,,165.57,1688.324,367.779,1090.47,-722.691,1073.11,1073.11,2382.794,2187.568,1796.851,390.717,67.028,3823.683,,380.652,79.884,12.053,0.0,288.715,0.0,0.0,0.0,0.0,,1209.457,357.771,0.0,,0.0,1590.109,1292.953,1292.953,0.0,0.0,,455.3,0.0,0.0,0.0,0.0,97.529,1748.253,3338.362,0.0,4293.001,0.295,4292.706,-5237.83,3155.264,-36.79,2173.645,0.0,2173.645,5512.007,
03/31/2015,5454.636,983.319,402.933,580.386,438.177,438.177,0.0,12.024,,,,,235.136,,81.68,,185.024,1668.656,373.384,,,986.295,986.295,2426.301,2269.549,1858.08,411.469,75.072,3785.98,,352.207,81.109,6.768,,264.33,95.0,95.0,,,,1186.731,340.794,,,0.0,1633.938,1300.872,1300.872,,,,419.495,,,,,78.701,1720.367,3354.305,0.0,4341.132,0.296,4340.836,-5388.98,3184.151,-35.972,2100.331,0.0,2100.331,5454.636,
06/30/2015,5501.975,872.491,362.313,510.178,500.976,500.976,0.0,12.708,,,,,203.108,,80.336,,153.415,1589.283,370.767,,,972.909,972.909,2569.016,2418.56,1958.022,460.538,70.12,3912.692,,343.246,81.966,3.716,,257.564,0.0,0.0,,,,1181.072,363.412,,,0.0,1524.318,1308.852,1308.852,,,,443.97,,,,,80.558,1752.822,3277.14,0.0,4404.927,0.297,4404.63,-5438.282,3287.426,-29.236,2224.835,0.0,2224.835,5501.975,
09/30/2015,5405.483,1072.8,527.594,545.206,467.815,467.815,0.0,10.863,,,,,185.66,,113.184,,140.551,1737.138,371.101,,,792.262,792.262,2504.982,2323.484,1957.436,366.048,68.314,3668.345,,405.931,143.299,2.575,,260.057,0.0,0.0,,,,1141.611,372.052,,,0.0,1547.542,1316.892,1316.892,,,,456.357,,,,,84.305,1773.249,3320.791,0.0,4492.611,0.298,4492.313,-5721.807,3343.352,-29.464,2084.692,0.0,2084.692,5405.483,
12/31/2015,5481.438,871.37,368.518,502.852,669.276,669.276,0.0,10.521,,,,,132.784,0.0,215.196,,131.721,1683.951,373.817,1226.277,-852.46,891.964,891.964,2531.706,2246.14,1962.722,283.418,70.37,3797.487,,427.537,95.396,18.351,0.0,313.79,0.0,0.0,0.0,0.0,,1253.432,414.314,0.0,,0.0,1680.969,1324.992,1324.992,0.0,0.0,,502.031,0.0,0.0,0.0,0.0,87.717,1827.023,3507.992,0.0,4567.218,0.299,4566.919,-6039.87,3474.625,-28.527,1973.446,0.0,1973.446,5481.438,
03/31/2016,5518.689,1155.754,513.306,642.448,450.0,450.0,0.0,12.194,,,,,169.622,,205.938,,165.786,1787.57,376.012,,,849.49,849.49,2505.617,2244.028,1962.232,281.796,55.651,3731.119,,411.55,85.49,18.458,,307.602,0.0,0.0,,,,1212.714,412.58,,,0.0,1624.264,1320.24,1320.24,,,,506.105,,,,,93.525,1826.345,3450.609,0.0,4632.464,0.301,4632.163,-6101.409,3558.088,-21.063,2068.08,0.0,2068.08,5518.689,
06/30/2016,5714.214,1350.831,666.232,684.599,504.42,504.42,0.0,11.509,,,,,135.031,,214.505,,132.407,2001.791,365.804,,,854.486,854.486,2492.133,2222.837,1962.169,260.668,54.791,3712.423,,411.334,72.639,27.682,,311.013,0.0,0.0,,,,1215.349,425.979,,,0.0,1626.683,1329.478,1329.478,,,,516.008,,,,,90.029,1845.486,3472.169,0.0,4697.36,0.301,4697.059,-6112.401,3678.986,-21.9,2242.045,0.0,2242.045,5714.214,
09/30/2016,5922.503,1663.011,1308.683,354.328,475.085,475.085,0.0,14.809,,,,,119.482,,231.681,,117.581,2272.387,352.521,,,789.038,789.038,2508.557,2212.416,1965.024,247.392,64.46,3650.116,,414.579,85.655,51.341,,277.583,1338.782,1338.782,,,,1196.465,418.169,,,0.0,2949.826,87.841,87.841,,,,533.1,,,,,114.931,620.941,3570.767,0.0,4687.645,0.302,4687.343,-6123.961,3810.887,-22.835,2351.736,0.0,2351.736,5922.503,
12/31/2016,6390.227,1563.018,836.095,726.923,681.206,681.206,0.0,12.522,,,,,304.531,0.0,233.9,7.708,124.382,2561.277,261.954,864.387,-602.433,980.142,980.142,2586.854,1759.574,1585.893,173.681,54.449,3828.95,,365.478,72.724,39.771,0.0,252.983,1348.156,1348.156,0.0,0.0,,1384.715,476.135,0.0,,0.0,3098.349,79.495,79.495,0.0,0.0,,603.656,0.0,13.2,13.2,0.0,106.613,683.151,3781.5,0.0,4761.891,0.303,4761.588,-6135.197,4010.737,-28.704,2608.727,0.0,2608.727,6390.227,
03/31/2017,5360.566,1414.095,907.977,506.118,485.769,485.769,0.0,15.21,,,,,170.083,,184.208,0.0,168.003,2085.157,260.149,,,952.157,952.157,2063.103,1816.156,1616.817,199.339,62.739,3275.409,,344.027,64.075,28.188,,251.764,100.0,100.0,,,,1186.96,493.862,,,0.0,1630.987,1357.58,1357.58,,,,638.257,,,,,144.395,1995.837,3626.824,0.0,4883.143,0.305,4882.838,-6692.147,3553.68,-10.934,1733.742,0.0,1733.742,5360.566,
06/30/2017,5430.909,1355.863,844.771,511.092,541.315,541.315,0.0,13.229,,,,,176.08,,177.375,0.0,172.816,2086.487,252.925,,,1045.384,1045.384,2046.113,1804.655,1617.105,187.55,64.083,3344.422,,309.808,65.265,4.724,,239.819,30.0,30.0,,,,1206.681,510.209,,0.0,0.0,1546.489,1367.092,1367.092,,,,635.627,,,,,125.418,2002.719,3549.208,0.0,4922.492,0.305,4922.187,-6695.744,3663.732,-8.779,1881.701,0.0,1881.701,5430.909,
09/30/2017,5499.396,1503.762,940.869,562.893,464.801,464.801,0.0,14.892,,,,,168.218,,195.755,0.0,163.687,2151.673,254.297,,,1054.952,1054.952,2038.474,1785.217,1617.124,168.093,57.502,3347.723,,284.679,56.772,3.493,,224.414,40.0,40.0,,,,1173.97,505.723,,,0.0,1498.649,1376.673,1376.673,,,,628.463,,,,,122.74,2005.136,3503.785,0.0,4995.159,0.305,4994.854,-6781.333,3790.452,-8.667,1995.611,0.0,1995.611,5499.396,
12/31/2017,5820.176,1747.646,1115.13,632.516,712.535,712.535,0.0,13.912,,,,,147.33,0.0,152.362,0.0,144.849,2621.423,252.932,928.824,-675.892,984.328,984.328,1961.493,1756.446,1614.494,141.952,52.685,3198.753,,378.495,66.893,34.033,0.0,277.569,0.0,0.0,0.0,0.0,,1308.584,555.769,0.0,,0.0,1687.079,2127.474,2127.474,0.0,0.0,,1013.162,0.0,13.2,13.2,0.0,444.193,3140.636,4827.715,0.0,4883.976,0.306,4883.67,-7390.193,3509.484,-10.806,992.461,0.0,992.461,5820.176,
03/31/2018,5137.477,1464.964,954.697,510.267,427.89,427.89,0.0,13.569,,,,,168.987,,114.277,0.0,166.681,2075.41,249.696,,,773.654,773.654,2038.717,1818.463,1662.568,155.895,105.977,3062.067,,316.948,68.702,4.818,,243.428,0.0,0.0,,,,1204.711,480.985,,,0.0,1521.659,2137.418,2137.418,,,,955.022,,,,,474.037,3092.44,4614.099,0.0,4938.841,0.308,4938.533,-8187.11,3786.521,-14.874,523.378,0.0,523.378,5137.477,
06/30/2018,5366.062,1509.075,1021.708,487.367,528.386,528.386,0.0,20.282,,,,,208.648,,119.76,,208.34,2266.391,246.025,,,825.444,825.444,2028.202,1804.427,1662.438,141.989,104.015,3099.671,,361.724,86.533,1.261,,273.93,1406.157,1406.157,,,,1246.377,480.942,,,0.0,3014.258,769.358,769.358,,,,946.27,,,,,465.328,1715.628,4729.886,0.0,5116.647,0.308,5116.339,-8355.107,3893.354,-18.718,636.176,0.0,636.176,5366.062,
09/30/2018,5436.527,1833.878,1205.182,628.696,413.509,413.509,0.0,21.386,,,,,229.188,,127.703,,228.561,2497.961,247.544,,,657.727,657.727,2033.295,1789.561,1661.264,128.297,116.031,2938.566,,391.128,71.11,29.918,,290.1,1415.97,1415.97,,,,1216.063,467.722,,,0.0,3023.161,760.837,760.837,,,,899.309,,,,,431.587,1660.146,4683.307,0.0,5194.236,0.308,5193.928,-8474.936,4052.211,-18.291,753.22,0.0,753.22,5436.527,
12/31/2018,5136.049,1202.381,618.766,583.615,688.42,688.42,0.0,21.905,,,,,174.195,0.0,136.998,0.0,173.431,2086.901,243.396,984.983,-741.587,574.319,574.319,2231.433,1969.857,1802.67,167.187,124.578,3049.148,,407.909,75.551,44.409,0.0,287.949,1155.445,1155.445,0.0,0.0,,1347.786,489.329,0.0,,0.0,2911.14,749.935,749.935,0.0,0.0,,923.455,0.0,11.2,11.2,0.0,422.926,1673.39,4584.53,0.0,5404.81,0.31,5404.5,-9014.156,4169.019,-8.154,551.519,0.0,551.519,5136.049,
03/31/2019,5167.456,1786.28,1612.679,173.601,482.647,482.647,0.0,23.145,,,,,160.938,,104.448,,159.156,2453.01,435.083,,,86.34,86.34,2193.023,1957.847,1802.756,155.091,130.728,2714.446,,329.795,81.476,2.22,,246.099,1208.575,1163.199,45.376,,45.376,1304.398,453.507,,,0.0,2842.768,946.843,743.263,203.58,,203.58,822.967,,,,,369.46,1769.81,4612.578,0.0,5496.247,0.312,5495.935,-9168.067,4232.181,-5.483,554.878,0.0,554.878,5167.456,
06/30/2019,3935.196,563.145,504.72,58.425,530.102,530.102,0.0,22.888,,,,,155.579,,116.929,,154.224,1271.714,436.405,,,30.484,30.484,2196.593,1945.323,1800.275,145.048,134.341,2663.482,,344.904,96.768,11.463,,236.673,46.473,0.0,46.473,,46.473,1290.149,455.804,,,0.0,1681.526,942.566,742.482,200.084,,200.084,803.082,,,,,347.278,1745.648,3427.174,0.0,6079.277,0.317,6078.96,-9844.231,4277.586,-4.61,508.022,0.0,508.022,3935.196,
09/30/2019,4031.093,549.206,493.834,55.372,426.842,426.842,0.0,18.518,,,,,199.434,,301.062,,198.892,1194.0,455.413,,,21.374,21.374,2360.306,1917.463,1798.408,119.055,141.781,2837.093,,363.54,72.659,45.615,,245.266,47.329,0.0,47.329,,47.329,1202.816,415.076,,,0.0,1613.685,963.736,742.704,221.032,,221.032,740.761,,,,,325.685,1704.497,3318.182,0.0,6170.895,0.318,6170.577,-9952.378,4500.876,-6.482,712.911,0.0,712.911,4031.093,
12/31/2019,4388.926,588.816,545.761,43.055,720.359,720.359,0.0,15.898,,,,,187.659,0.0,361.814,0.0,185.77,1512.732,438.048,1244.147,-806.099,16.64,16.64,2421.506,1906.886,1798.408,108.478,152.806,2876.194,,427.839,84.538,60.036,,283.265,47.025,0.0,47.025,0.0,47.025,1353.723,443.458,0.0,,0.0,1828.587,952.308,742.926,209.382,0.0,209.382,770.375,,12.5,12.5,0.0,314.417,1722.683,3551.27,0.0,6249.384,0.319,6249.065,-10066.746,4660.145,-5.127,837.656,0.0,837.656,4388.926,
03/31/2020,4331.227,550.525,524.881,25.644,700.026,700.026,0.0,17.323,,,,,193.179,,367.074,,192.26,1461.053,430.072,,,12.721,12.721,2427.381,1899.54,1798.408,101.132,160.767,2870.174,,480.096,105.218,65.989,,308.889,49.593,0.0,49.593,,49.593,1344.36,414.347,,,0.0,1874.049,1932.297,1730.961,201.336,,201.336,743.81,,,,,329.463,2676.107,4550.156,0.0,6125.909,0.32,6125.589,-11131.992,4794.964,-7.81,-218.929,0.0,-218.929,4331.227,
06/30/2020,4548.114,867.67,555.072,312.598,614.15,614.15,0.0,17.767,,,,,186.39,,382.406,,185.609,1685.977,412.44,,,12.648,12.648,2437.049,1892.176,1798.408,93.768,162.467,2862.137,,612.275,122.154,112.205,,377.916,,,,,,1380.258,409.608,,,0.0,1992.533,1930.226,1731.514,198.712,,198.712,718.951,,,,,309.343,2649.177,4641.71,0.0,6217.159,0.321,6216.838,-11167.805,4863.515,-6.465,-93.596,0.0,-93.596,4548.114,
