Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,40.152001,31.839001,76.958,60.616001,16.341999,-45.118999,8.313,0.056,,,,6.781,1.476,-4.737,35.415001,-26.673,,26.673,8.742,,,8.742,-2.579,6.163,0.0,,,6.163,0.0,6.163,0.0,,6.163,6.163,,5.342758,0.135,0.135,,5.342758,0.135,0.135,0.135,
06/30/1990,40.864,32.636,79.546999,62.376999,17.17,-46.910999,8.228,0.029,,,,6.893,1.306,-3.367,37.497,-27.809999,,27.809999,9.687,,,9.687,-2.905,6.782,0.0,,,6.782,0.0,6.782,0.0,,6.782,6.782,,45.342758,0.15,0.15,,45.342758,0.15,0.15,0.15,
09/30/1990,40.431,32.65,80.462999,60.257999,20.205,-47.813,7.781,-0.028,,,,6.872,0.937,-5.97,34.461,-27.708,,27.708,6.753,,,6.753,-1.596,5.157,0.0,,,5.157,0.0,5.157,0.0,,5.157,5.157,,45.401718,0.115,0.115,,45.401718,0.115,0.115,0.115,
12/31/1990,44.071999,34.925999,86.474998,70.683998,15.791,-51.549,9.146,0.736,,,,6.809,1.601,-7.215,36.856999,-30.691,,30.691,6.166,0.497,-0.497,6.663,-1.898,4.765,0.0,,,4.765,0.0,4.765,0.0,,4.765,4.765,,45.380959,0.105,0.105,,45.380959,0.105,0.105,0.105,
03/31/1991,44.342999,33.823999,79.404001,61.567001,17.837,-45.580002,10.519,0.586,,,,7.199,2.734,-5.468,38.874999,-29.312,,29.312,9.563,0.0,0.0,9.563,-2.859,6.704,0.0,,,6.704,0.0,6.704,0.0,,6.704,6.704,,45.336121,0.15,0.15,,45.336121,0.15,0.15,0.15,
06/30/1991,46.274,37.576,80.276001,63.651001,16.625,-42.700001,8.698,0.831,,,,7.476,0.391,-5.009,41.265,-30.757999,,30.757999,10.507,0.0,0.0,10.507,-3.256,7.251,0.0,,,7.251,0.0,7.251,0.0,,7.251,7.251,,45.338161,0.16,0.16,,45.338161,0.16,0.16,0.16,
09/30/1991,47.898998,39.432999,81.341999,64.737,16.605,-41.909,8.466,0.042,,,,7.825,0.599,-4.118,43.780998,-31.433001,,31.433001,12.348,0.0,0.0,12.348,-4.035,8.313,0.0,,,8.313,0.0,8.313,0.0,,8.313,8.313,,45.338161,0.18,0.18,,45.338161,0.18,0.18,0.18,
12/31/1991,52.142002,40.573002,82.290001,63.164001,19.125999,-41.716999,11.569,2.909,,,,7.896,0.764,-4.172,47.970002,-35.361,,35.361,12.609,0.0,0.0,12.609,-4.098,8.511,0.0,,,8.511,0.0,8.511,0.0,,8.511,8.511,,44.793999,0.19,0.19,,44.793999,0.19,0.19,0.19,
03/31/1992,56.786996,46.181995,88.637997,64.518997,24.118999,-42.456001,10.605,0.006,,,,9.399,1.2,-4.193,52.593996,-35.938,,35.938,16.656,0.0,0.0,16.656,-5.48,11.176,0.0,,,11.176,0.0,11.176,-0.708,,10.468,10.468,,56.534618,0.185,0.185,,56.534618,0.185,0.185,0.185,
06/30/1992,63.013999,52.386,94.768,67.404999,27.363001,-42.382,10.628,0.062,,,,9.605,0.961,-3.716,59.297999,-38.860001,,38.860001,20.438,0.0,0.0,20.438,-6.928,13.51,0.0,,,13.51,0.0,13.51,-1.299,,12.211,12.211,,60.882961,0.2,0.2,,60.882961,0.2,0.2,0.2,
